m,n,k,avg
0,161,613,1838,0.0143662
0,742,1064,1967,0.0921221
0,2161,2161,290,0.0725518
0,97,806,1322,0.00704828
0,1903,2225,161,0.0416916
0,32,1000,806,0.00425505
0,613,1709,935,0.0615641
0,1000,161,290,0.00385333
0,871,32,3515,0.0136234
0,2806,32,2741,0.0338759
0,97,742,2096,0.0115308
0,355,3644,1903,0.154759
0,548,3902,97,0.0101069
0,161,1322,1967,0.0266172
0,3257,355,290,0.0200509
0,2483,677,355,0.0400581
0,355,355,935,0.00887655
0,3193,32,806,0.0121272
0,290,419,419,0.00424541
0,871,742,32,0.0022491
0,226,226,1967,0.00682809
0,161,1838,1451,0.0272088
0,3773,2483,97,0.0668551
0,3064,97,1838,0.0424568
0,1258,2096,1387,0.213493
0,871,2096,97,0.0102843
0,2870,2999,97,0.0583984
0,677,2161,1129,0.0996634
0,3451,97,419,0.0141811
0,2806,2032,1774,0.570125
0,1967,3580,32,0.0305537
0,484,32,32,0.000156264
0,2354,613,3064,0.262805
0,32,3580,419,0.0136086
0,419,484,548,0.0080113
0,4031,3709,97,0.0958439
0,226,226,2806,0.0111036
0,2935,935,2096,0.324547
0,355,677,1064,0.0183089
0,2870,871,3644,0.542503
0,1258,484,97,0.00369056
0,871,32,1967,0.0053951
0,1064,3580,290,0.0611853
0,1774,97,4096,0.0628349
0,32,2354,1193,0.0129234
0,2677,161,32,0.00190127
0,161,97,3838,0.00512455
0,226,3515,3580,0.160182
0,97,290,2290,0.00641433
0,935,2999,161,0.0234464
0,32,2806,2290,0.0331544
0,1193,32,3257,0.0149831
0,32,484,2806,0.00622392
0,1000,677,1258,0.0487704
0,3838,1129,226,0.0571961
0,548,97,613,0.00273632
0,161,290,3902,0.0151532
0,1516,1838,97,0.0215095
0,97,97,2354,0.00180018
0,2612,2999,3386,1.57078
0,32,161,2870,0.00186246
0,3644,677,3386,0.475613
0,3257,1451,871,0.227199
0,161,3709,32,0.00232962
0,2161,1129,1064,0.151467
0,2741,677,1967,0.225329
0,742,355,355,0.00692846
0,97,1129,226,0.003327
0,677,677,871,0.0262696
0,32,1193,742,0.00382369
0,32,1709,3322,0.023872
0,613,1000,1387,0.0520571
0,32,1387,3644,0.0211299
0,1193,32,1516,0.00605182
0,97,3064,806,0.0172691
0,32,2870,290,0.0143335
0,419,1580,161,0.00748164
0,97,806,1903,0.0123935
0,1774,355,2548,0.113944
0,32,1000,1387,0.00581028
0,613,1709,484,0.0279792
0,1193,1387,97,0.00883318
0,935,355,355,0.00808254
0,1709,1451,290,0.0417605
0,2741,2548,3580,1.39215
0,226,4031,161,0.0101787
0,3193,32,355,0.0045021
0,161,2161,677,0.0156
0,3580,1322,226,0.0607965
0,226,226,613,0.00277315
0,32,1451,1967,0.0153429
0,161,1838,97,0.00216662
0,1064,226,3257,0.0445928
0,32,1709,1129,0.0103049
0,2548,32,548,0.00465205
0,484,2548,32,0.00463368
0,2096,32,1645,0.0133669
0,3386,161,97,0.00391908
0,677,1516,355,0.0244762
0,419,484,97,0.0015852
0,355,677,613,0.0108839
0,97,2548,2161,0.0470903
0,1774,97,419,0.00557119
0,742,419,2548,0.0475759
0,484,32,1774,0.0036147
0,161,97,3128,0.00372581
0,226,3515,3902,0.211721
0,2612,97,97,0.00353544
0,97,290,3644,0.00671002
0,32,484,2096,0.0049386
0,871,1258,97,0.00623063
0,3838,1129,677,0.166479
0,1064,742,290,0.0145771
0,806,3322,32,0.0101408
0,2870,32,355,0.00381471
0,161,3709,2612,0.0994228
0,97,3902,97,0.00995263
0,2548,2419,1645,0.568865
0,484,548,484,0.00940135
0,2354,97,4031,0.0477004
0,806,32,3386,0.0101938
0,3644,355,161,0.0115817
0,290,935,226,0.00438112
0,355,161,1516,0.00618292
0,1903,1000,32,0.00503028
0,32,1193,161,0.00353808
0,613,1000,806,0.0324861
0,32,2870,1258,0.0168409
0,1709,419,1580,0.0693076
0,1064,419,1967,0.0549722
0,2161,2161,1451,0.383591
0,97,806,2225,0.0145669
0,161,1645,2290,0.0474994
0,935,2483,226,0.0337202
0,1193,1387,1967,0.181789
0,935,355,677,0.0158592
0,1516,290,32,0.00191719
0,97,613,2419,0.0122768
0,1774,1387,161,0.0229219
0,2354,419,613,0.0414866
0,2290,226,97,0.00308423
0,226,4031,1774,0.0992441
0,2225,419,1580,0.08825
0,161,2161,226,0.00558766
0,97,2354,742,0.0108715
0,1709,226,161,0.00428519
0,2548,3128,1000,0.521924
0,806,548,935,0.0241932
0,161,1838,548,0.0116944
0,2612,2225,1516,0.475693
0,2161,4031,1580,0.76248
0,97,1645,32,0.00147875
0,613,484,1451,0.0305605
0,2548,32,97,0.00106736
0,484,2548,3838,0.269149
0,1903,1322,226,0.0300158
0,1064,935,2354,0.133389
0,1193,1709,1129,0.134141
0,484,32,3257,0.00855956
0,3902,290,419,0.0364895
0,1000,1193,742,0.0549978
0,355,677,161,0.00257324
0,613,1451,3064,0.176312
0,1258,484,1258,0.0468209
0,871,32,806,0.00297432
0,226,806,1193,0.0162
0,1774,3386,355,0.150022
0,1709,935,355,0.0421319
0,226,3515,355,0.0234461
0,677,613,2354,0.0615182
0,97,290,3193,0.00710097
0,161,2677,3967,0.125138
0,3580,1838,161,0.0519078
0,226,1774,419,0.0123352
0,806,1064,32,0.00231679
0,161,290,935,0.00349314
0,97,97,3515,0.00306339
0,3709,1774,97,0.0466638
0,32,161,4031,0.0029428
0,1064,226,1516,0.0282621
0,484,3064,97,0.00852188
0,1580,1580,548,0.0802123
0,2161,1129,161,0.0215538
0,2741,677,806,0.0984258
0,2354,97,2548,0.0449041
0,419,1000,32,0.00172551
0,742,355,2806,0.0494012
0,355,161,1580,0.00686627
0,677,677,3322,0.0930819
0,290,97,1064,0.00225289
0,1193,32,97,0.000460316
0,2548,1967,1774,0.513279
0,97,3064,2225,0.0525169
0,806,742,2999,0.110543
0,3644,32,3128,0.0393956
0,1129,355,613,0.0133883
0,3064,161,677,0.0225885
0,2419,3257,806,0.341913
0,97,806,2806,0.0205065
0,935,3773,161,0.0324719
0,32,1000,2290,0.0107186
0,3128,1258,3515,0.820024
0,871,1774,161,0.0159466
0,226,1258,3902,0.0639979
0,548,1645,1129,0.063326
0,290,161,290,0.00118259
0,97,1387,1258,0.0117423
0,1451,226,97,0.00228032
0,32,677,2354,0.00788257
0,2290,226,548,0.0206745
0,1967,613,290,0.0187757
0,2225,1838,32,0.0171417
0,97,2354,32,0.00244312
0,484,1064,419,0.0172996
0,32,2548,548,0.00664629
0,742,871,871,0.0330207
0,226,3193,1451,0.0670174
0,677,161,355,0.00371398
0,32,1709,226,0.00631055
0,613,484,1903,0.0340573
0,548,290,1387,0.016516
0,484,2548,3257,0.233065
0,2225,2870,2032,0.766232
0,1193,4031,32,0.0178451
0,3386,161,1258,0.0474422
0,355,2935,161,0.0101678
0,484,32,2806,0.0047793
0,2290,806,1709,0.191086
0,3838,97,355,0.00799988
0,548,1129,484,0.0224337
0,290,613,226,0.00283673
0,871,32,355,0.00141298
0,226,806,742,0.00993654
0,97,2548,3580,0.059112
0,806,226,871,0.0113776
0,32,2354,4096,0.0607775
0,742,419,1387,0.0291488
0,1645,2677,226,0.064853
0,97,1451,1774,0.0207882
0,2999,871,1129,0.172999
0,2225,2096,2032,0.569881
0,3128,742,355,0.0601064
0,871,1258,1516,0.109501
0,1774,290,2741,0.0923184
0,3838,806,290,0.0486336
0,161,290,1645,0.00588644
0,935,613,161,0.00603426
0,742,1387,484,0.033764
0,97,97,97,0.00019679
0,32,161,613,0.000465675
0,3644,1580,32,0.0248077
0,1322,1387,290,0.0277478
0,419,2612,32,0.00363338
0,613,3902,419,0.0596561
0,548,3902,3128,0.399056
0,2419,161,1064,0.0289357
0,419,1000,613,0.0179796
0,3257,32,613,0.00860785
0,1258,161,2032,0.0304066
0,742,355,2225,0.0387135
0,355,161,97,0.000499319
0,2096,3451,3386,1.37311
0,290,97,1645,0.00312808
0,3128,419,1645,0.127794
0,2806,1064,2161,0.37451
0,226,290,1129,0.00550741
0,3644,32,2548,0.0433898
0,1129,355,32,0.00171346
0,1516,1129,161,0.0175241
0,290,1193,2225,0.0507875
0,677,97,2548,0.0113002
0,97,806,3128,0.0160959
0,2032,742,1064,0.094602
0,1580,32,1451,0.00955888
0,32,1000,2612,0.0120755
0,3515,226,613,0.0348883
0,226,1258,484,0.00938516
0,1451,3451,226,0.0585544
0,806,1580,97,0.00880139
0,97,419,3838,0.0139211
0,97,613,3580,0.0133153
0,1322,3838,1258,0.390607
0,1387,935,161,0.0129286
0,742,4031,32,0.010431
0,161,2161,1129,0.029711
0,2806,871,355,0.0470375
0,613,290,3902,0.0520688
0,1322,2612,355,0.0655698
0,484,1064,2032,0.065508
0,32,2548,97,0.00452216
0,419,1516,484,0.0187281
0,355,1709,1000,0.0409003
0,3967,1322,32,0.0237508
0,1903,3580,548,0.226029
0,32,1709,677,0.00471387
0,613,484,290,0.00653014
0,3515,1967,3967,1.50946
0,677,806,1516,0.0479809
0,548,290,1838,0.0196951
0,2419,677,226,0.0221405
0,2032,226,2999,0.0932282
0,161,97,2935,0.00470437
0,806,2290,226,0.0268893
0,1516,806,548,0.0399854
0,1064,1774,419,0.0509938
0,1774,3386,32,0.0191647
0,806,226,161,0.00300696
0,161,1258,290,0.00371816
0,97,3322,2548,0.136887
0,742,419,677,0.0157415
0,2612,97,3902,0.065366
0,2225,290,97,0.00447338
0,161,2677,742,0.0247682
0,226,613,3580,0.0334658
0,161,290,1064,0.00433524
0,4031,97,161,0.00501645
0,2161,2483,32,0.0227682
0,97,97,1580,0.00124482
0,226,2161,2354,0.070548
0,2096,2419,548,0.167412
0,32,161,32,0.000108158
0,935,548,3128,0.0999504
0,2225,1322,2870,0.484928
0,2354,97,1129,0.026706
0,3257,32,32,0.00062294
0,32,3322,2548,0.0458506
0,355,161,677,0.00290961
0,1129,2096,32,0.0107469
0,3773,419,935,0.0920091
0,290,97,161,0.000380606
0,871,548,290,0.00749917
0,226,290,1709,0.00885377
0,806,742,1838,0.0700266
0,3644,32,1967,0.0336418
0,2935,1774,97,0.0274147
0,1064,419,226,0.00712207
0,1451,1451,97,0.0129898
0,2032,742,742,0.0679162
0,935,3773,1000,0.207636
0,1580,32,871,0.00597723
0,32,1000,3193,0.0167704
0,3515,226,161,0.0089152
0,161,806,419,0.00443501
0,1387,3644,32,0.0229447
0,97,613,4031,0.021302
0,290,2677,2806,0.134023
0,1645,677,355,0.0271791
0,2483,1516,1000,0.21542
0,419,3128,97,0.00808124
0,2806,871,806,0.115922
0,3580,32,2290,0.0306076
0,484,1064,1064,0.0315032
0,2225,355,226,0.0104619
0,1580,3257,742,0.216442
0,355,1709,32,0.00213538
0,677,161,3838,0.0285778
0,290,1645,548,0.0165395
0,1064,2548,3838,0.583738
0,1000,1516,871,0.0786999
0,1774,3193,1000,0.30572
0,935,1064,355,0.0231223
0,32,290,3838,0.00360377
0,1516,1645,226,0.0340008
0,419,2096,2870,0.165855
0,613,2354,3773,0.327631
0,2935,32,161,0.00193674
0,2290,806,290,0.0316901
0,1322,161,3902,0.0642569
0,484,355,1967,0.0200705
0,1387,419,97,0.00389994
0,742,419,226,0.00445316
0,484,32,1129,0.0022678
0,97,1451,355,0.00396279
0,677,613,742,0.0188862
0,2483,32,806,0.00765137
0,32,1387,871,0.00498888
0,613,806,1258,0.0399991
0,1000,3128,32,0.0117951
0,2161,97,32,0.000902271
0,2741,1709,935,0.462996
0,32,3064,32,0.00272664
0,4031,97,742,0.0252577
0,1000,1451,355,0.032237
0,97,97,1258,0.000995828
0,419,484,1645,0.0224708
0,32,161,1774,0.00139867
0,613,2032,355,0.034529
0,1967,97,3644,0.0468538
0,935,548,742,0.0235855
0,2419,161,161,0.0046323
0,806,3515,3838,0.65993
0,484,548,2290,0.0419468
0,419,1000,3838,0.102386
0,2290,290,1193,0.0559727
0,1903,97,3064,0.0375454
0,290,97,742,0.00189667
0,3709,226,871,0.0449173
0,226,290,226,0.00121846
0,871,226,484,0.00725282
0,806,742,355,0.0152682
0,484,2290,1064,0.0688824
0,97,1967,1258,0.0203076
0,2870,1580,32,0.013026
0,2032,742,161,0.0135969
0,613,290,2935,0.0329944
0,548,484,2419,0.0428225
0,1000,161,4031,0.0550457
0,677,2870,1451,0.173016
0,2225,2806,1000,0.379581
0,161,806,1129,0.00949069
0,806,32,1000,0.00290751
0,3386,871,742,0.128885
0,97,613,613,0.00272249
0,1322,3838,97,0.0405444
0,1903,2548,226,0.0718728
0,32,677,97,0.00104979
0,3644,1064,1580,0.346658
0,2096,290,3838,0.156739
0,1838,484,161,0.00978122
0,2612,2161,1322,0.404811
0,484,2096,1387,0.0902238
0,1774,161,677,0.0137616
0,1258,2935,1258,0.278834
0,3257,548,97,0.0146536
0,97,871,2612,0.0152394
0,2612,290,226,0.0115953
0,355,1709,1645,0.0655728
0,677,161,2225,0.0187692
0,32,2032,3967,0.0358796
0,2161,419,2612,0.142274
0,871,1064,484,0.0294794
0,226,1838,613,0.0152199
0,3451,1258,2806,0.684375
0,1064,935,32,0.00339725
0,1451,1967,161,0.0282255
0,1838,1580,97,0.0162438
0,290,2999,3580,0.206556
0,3515,742,97,0.0151997
0,161,3386,484,0.0171479
0,1387,3128,226,0.0554792
0,97,3193,1000,0.0315143
0,484,355,355,0.0047399
0,32,3257,1516,0.0194381
0,3644,548,161,0.0172995
0,419,161,1903,0.0099138
0,97,3322,2354,0.0563909
0,1322,355,161,0.00523295
0,2999,2032,2419,0.865641
0,484,4096,419,0.0469562
0,677,613,32,0.00128261
0,32,1387,419,0.00412402
0,935,1387,871,0.0651415
0,613,806,548,0.0180274
0,3193,548,2548,0.260268
0,226,613,2419,0.0189678
0,97,2870,1129,0.0275251
0,32,3064,613,0.00853308
0,32,161,1193,0.00087625
0,548,1838,290,0.0177413
0,935,548,161,0.00508195
0,1516,97,806,0.00779026
0,1645,2419,97,0.0226159
0,2419,161,742,0.0227908
0,2354,97,226,0.00338358
0,3451,613,97,0.0131419
0,2935,548,355,0.0353006
0,2290,290,1774,0.0703448
0,226,2290,355,0.0163141
0,355,161,2354,0.00880903
0,419,1580,3128,0.133952
0,226,290,3386,0.0159931
0,97,1064,2419,0.018337
0,806,742,677,0.0264721
0,161,1774,806,0.0170595
0,32,2870,4031,0.0590807
0,1967,4096,97,0.0533703
0,97,1967,290,0.00431775
0,677,97,1709,0.00690089
0,2161,613,97,0.00783641
0,1064,3128,2225,0.436342
0,3451,935,1838,0.335061
0,161,806,1580,0.0151549
0,613,2677,613,0.0659425
0,97,1387,613,0.00754531
0,97,613,1064,0.00497088
0,3967,290,161,0.0129419
0,3322,548,806,0.0895719
0,32,677,548,0.00207172
0,613,1516,419,0.0244156
0,1000,484,32,0.00225123
0,871,484,290,0.0091067
0,2677,419,1645,0.1212
0,290,1451,2096,0.0552106
0,2419,1709,97,0.0310045
0,1774,161,226,0.00500568
0,484,1064,2225,0.0799971
0,419,1516,2741,0.106193
0,226,3838,742,0.0447128
0,355,1709,1193,0.0434336
0,3193,871,32,0.009144
0,677,161,2677,0.0217497
0,3580,1645,161,0.0487932
0,1774,32,290,0.00203499
0,226,1838,161,0.00530076
0,548,2354,355,0.032402
0,161,226,677,0.00221601
0,1129,290,3709,0.0865354
0,2032,226,226,0.0095406
0,1387,1258,97,0.00950344
0,3193,3064,3257,1.76838
0,1709,484,226,0.0120377
0,2483,161,1387,0.0406491
0,2806,419,32,0.00521849
0,97,3193,419,0.0092851
0,1322,3322,32,0.0123923
0,484,355,806,0.00984025
0,32,3257,935,0.0159436
0,419,161,290,0.00164685
0,2612,1000,1580,0.227054
0,97,1451,3580,0.0419457
0,1903,806,355,0.0328089
0,1258,32,226,0.0010693
0,613,806,97,0.00299808
0,2161,97,1193,0.0135194
0,355,3451,97,0.0083019
0,161,1451,2354,0.0385219
0,32,3064,1967,0.0263282
0,2677,2032,290,0.0950494
0,1000,2225,1451,0.180875
0,290,1129,32,0.0020058
0,290,806,742,0.010563
0,677,1129,2999,0.129081
0,2032,1774,613,0.145943
0,935,1129,32,0.00382067
0,3257,32,2419,0.0262217
0,226,2290,806,0.0273351
0,1645,1064,419,0.0418036
0,3451,4031,548,0.443246
0,161,3902,290,0.0120543
0,290,97,2419,0.00528714
0,226,290,3967,0.0184907
0,1064,1580,32,0.00653715
0,3644,32,226,0.00305847
0,161,1774,3451,0.0762391
0,2161,3322,226,0.0938219
0,97,1967,871,0.0129253
0,677,97,226,0.00133369
0,32,1903,355,0.0095579
0,1580,32,3257,0.0231215
0,226,97,2483,0.00528049
0,2741,1193,419,0.0791643
0,2096,677,32,0.00487606
0,1258,1903,419,0.0662468
0,613,2677,32,0.00607305
0,3709,1258,4031,1.0276
0,677,1193,1387,0.0668902
0,3322,548,355,0.0450614
0,32,677,1258,0.00444197
0,3902,484,226,0.0275526
0,613,1516,871,0.0474251
0,3257,3580,871,0.557903
0,1967,1645,2096,0.387562
0,3838,161,742,0.0337457
0,1000,2225,806,0.112819
0,548,1322,355,0.0189124
0,935,32,226,0.000882468
0,97,3515,2483,0.0581305
0,1709,226,742,0.0192898
0,1000,3644,3515,0.734536
0,1645,548,548,0.0299585
0,3128,935,226,0.0360529
0,1064,2806,613,0.103715
0,226,1838,1774,0.0573168
0,2032,2483,97,0.0300093
0,161,226,226,0.000683649
0,4031,290,1258,0.0933457
0,2161,3838,871,0.410129
0,97,419,742,0.00280591
0,1774,1193,2419,0.289972
0,1967,290,161,0.00685498
0,2548,355,290,0.0144813
0,2999,935,2612,0.4219
0,1838,1709,1193,0.208405
0,1451,355,2935,0.0926746
0,97,3193,3193,0.0744614
0,2741,613,97,0.0127539
0,3644,548,1064,0.128358
0,419,161,742,0.00442608
0,355,1000,226,0.0049471
0,32,3838,97,0.00569579
0,161,3838,2354,0.0855702
0,1258,32,806,0.00417312
0,355,1903,548,0.022143
0,871,355,1129,0.0259995
0,226,613,1258,0.0102956
0,935,2032,32,0.0066845
0,290,3515,32,0.00449486
0,32,1064,3838,0.0197015
0,677,1709,3773,0.239673
0,3580,97,226,0.00562269
0,226,1322,97,0.00205109
0,97,1645,2548,0.0324389
0,935,548,1322,0.0410486
0,3773,1387,419,0.150292
0,1516,97,1193,0.011771
0,419,2612,3064,0.211009
0,1129,226,2096,0.0407818
0,2032,1774,32,0.0109749
0,1387,742,161,0.0120617
0,1322,548,677,0.0304569
0,3193,355,2354,0.165288
0,161,3902,1000,0.0349457
0,290,97,2999,0.00856092
0,97,3709,484,0.0184959
0,226,290,2483,0.0132826
0,32,3773,2032,0.0333012
0,419,677,355,0.00646579
0,355,484,871,0.0105129
0,677,97,548,0.00353631
0,32,1903,935,0.00798797
0,613,290,32,0.000791963
0,2999,355,2419,0.173358
0,484,1258,1064,0.0423899
0,871,2741,1451,0.194929
0,32,1258,2096,0.0138102
0,3838,161,32,0.00273813
0,1774,2161,548,0.113017
0,935,32,677,0.00273358
0,1516,613,290,0.0165431
0,97,3515,2032,0.0549339
0,1774,161,1129,0.0228688
0,1000,3644,3064,0.636055
0,2419,2677,3580,1.34254
0,161,1129,677,0.00787028
0,1645,548,97,0.00594207
0,355,1709,3902,0.148418
0,419,3709,3515,0.35485
0,1580,742,613,0.0389924
0,3515,1967,548,0.211058
0,484,1387,484,0.0219376
0,2096,355,3838,0.188987
0,3451,1258,32,0.0125667
0,32,1322,484,0.00358242
0,161,226,1322,0.00425092
0,742,1451,1709,0.108547
0,2096,32,2935,0.024343
0,97,419,1838,0.00626355
0,677,1645,161,0.01065
0,32,355,290,0.00126014
0,1000,548,806,0.0255379
0,2870,226,2483,0.105821
0,2483,161,226,0.00589662
0,613,2161,97,0.00671577
0,2870,2806,3773,1.70063
0,355,2225,355,0.0172033
0,3322,32,290,0.0031101
0,3515,2935,290,0.170704
0,3064,1580,32,0.0151996
0,226,2354,1387,0.0534651
0,355,1000,677,0.0161575
0,290,806,161,0.00257578
0,871,355,548,0.0112464
0,2290,2741,1193,0.419307
0,226,613,1709,0.0188862
0,355,3451,1258,0.0938085
0,161,1451,1193,0.0164356
0,1451,1387,484,0.0523577
0,3193,1387,1580,0.398915
0,3580,97,1709,0.0411742
0,3515,419,161,0.0125718
0,548,355,871,0.0122088
0,2032,4031,32,0.0277337
0,161,742,161,0.00156711
0,161,32,3644,0.00276551
0,2548,871,355,0.0491951
0,97,3709,935,0.0245845
0,2741,97,32,0.00129036
0,32,3773,419,0.020211
0,161,1774,2548,0.0560176
0,355,484,290,0.00351057
0,290,290,806,0.00474683
0,3128,97,2225,0.0422557
0,613,290,613,0.00809424
0,226,97,3386,0.00786317
0,548,484,97,0.00166877
0,2096,677,1193,0.0935547
0,1064,97,1258,0.0106732
0,2612,1322,290,0.0527368
0,2999,32,161,0.00187386
0,2354,3386,32,0.0245523
0,1838,2354,2548,0.669703
0,226,2870,32,0.00275388
0,548,1322,1774,0.0805532
0,2483,97,3451,0.0859244
0,97,3515,1064,0.0349667
0,3709,548,613,0.0770378
0,484,419,1193,0.016135
0,32,3451,1580,0.0314021
0,419,97,1709,0.00554411
0,226,3838,1322,0.0683017
0,871,161,3128,0.0299233
0,97,2161,290,0.00463697
0,484,1387,935,0.0343884
0,1451,32,1451,0.00900272
0,32,2225,806,0.00757327
0,3257,1000,2612,0.499658
0,2677,1193,3967,0.747807
0,97,419,1387,0.00558327
0,1516,2677,2354,0.550113
0,2870,2096,2999,0.99395
0,32,355,1903,0.00313203
0,3773,32,3967,0.0494658
0,1193,1000,1645,0.110983
0,161,97,2225,0.00263531
0,935,1000,871,0.0467822
0,2483,161,677,0.0217674
0,613,2161,548,0.0475986
0,2612,2741,871,0.352286
0,226,3515,2999,0.137269
0,742,2935,32,0.0055714
0,290,2161,419,0.0170902
0,1709,2483,97,0.0336344
0,97,290,2741,0.00566856
0,871,355,226,0.00443184
0,742,2483,32,0.00569372
0,226,613,97,0.00106717
0,2483,2870,3902,1.54371
0,2096,161,2548,0.0587901
0,1709,355,548,0.0244291
0,97,1258,1129,0.0102394
0,226,3322,677,0.0405002
0,1645,32,32,0.000335472
0,32,1064,2677,0.0128879
0,161,2870,161,0.00548029
0,3580,97,1129,0.0228649
0,1064,3322,1129,0.225689
0,677,2806,1193,0.136856
0,3064,97,1709,0.035829
0,3451,742,97,0.0170176
0,161,742,742,0.00646729
0,97,935,226,0.00248072
