nnodes,ppn,nthreads,order,ndirsets,ngroupsets,nzonesetsx,nzonesetsy,nzonesetsz,ngroups,ndirections,nx,ny,nz,legendre_order,solver,k1,k2,k3,k4,k5,k6,k7,k8,k9
0,1,32,4,5,16,4,1,1,1,32,48,32,32,32,3,1,0.0319414,0.199285,0.228442,0.028909,0.322747,1.57658,0.000442315,0.700929,0.358136
0,1,32,4,5,16,4,1,1,1,104,96,32,32,32,0,1,0.0478026,0.319388,0.114628,0.203054,0.366493,5.15439,0.00080719,3.83758,1.7915
0,1,8,8,1,16,4,1,1,1,56,112,32,32,32,3,0,0.0934139,1.84311,1.04953,0.332051,1.5527,7.31695,0.000879591,2.22199,1.67352
0,1,16,4,3,8,4,1,1,1,8,16,32,32,32,0,0,0.0235332,0.00569733,0.00421851,0.0156703,0.00463557,0.12523,0.000333522,0.0851247,0.061616
0,1,2,64,5,56,32,1,1,1,64,56,32,32,32,4,1,0.238408,0.926235,1.73255,1.57986,2.55486,140.51,0.00292712,131.721,11.4226
0,1,64,2,1,32,32,1,1,1,32,32,32,32,32,1,0,0.114837,0.180216,0.304363,0.0578021,0.268847,3.0967,0.00109117,2.272,0.472118
0,1,2,64,4,24,4,1,1,1,16,48,32,32,32,1,1,0.0848457,0.0734869,0.0783752,0.0546235,0.0375279,2.77502,0.00140569,2.15814,0.776886
0,1,64,1,3,24,4,1,1,1,64,72,32,32,32,0,1,0.052471,0.191804,0.073387,0.294912,0.178541,2.64706,0.000787533,1.72264,0.780096
0,1,8,8,4,24,32,1,1,1,32,48,32,32,32,3,0,0.0752305,1.32312,2.0677,0.109059,1.93225,8.41837,0.00150149,2.74041,1.65771
0,1,64,1,5,32,2,1,1,1,24,32,32,32,32,2,0,0.0473805,0.0632597,0.131955,0.0542432,0.146496,0.582547,0.000387628,0.153612,0.136646
0,1,8,8,3,48,16,1,1,1,112,48,32,32,32,1,1,0.0907637,0.418953,1.16019,0.883779,1.97191,36.3561,0.00187293,31.2474,2.01352
0,1,64,2,2,40,16,1,1,1,32,80,32,32,32,0,1,0.100334,0.0211285,0.0208672,0.519091,0.0232091,5.39703,0.000679424,4.72731,0.565013
0,1,2,32,1,48,4,1,1,1,96,48,32,32,32,2,0,0.285539,0.452591,0.541247,0.291573,2.49413,25.4794,0.00165485,20.7526,20.4281
0,1,64,2,1,64,2,1,1,1,40,64,32,32,32,2,1,0.0582617,0.115399,0.160041,0.243819,0.237425,2.24688,0.000442905,1.37722,0.637935
0,1,4,32,1,56,8,1,1,1,24,112,32,32,32,3,1,0.0847377,1.57985,1.38052,2.42532,0.41416,24.8775,0.000726903,18.4208,4.61397
0,1,8,16,2,40,2,1,1,1,16,120,32,32,32,0,1,0.0358534,0.0121411,0.0145866,0.277409,0.00995112,2.01119,0.000354098,1.46372,0.339112
0,1,32,2,5,64,32,1,1,1,128,64,32,32,32,3,0,0.17274,1.64445,2.82213,0.43036,8.23172,20.752,0.0023349,7.26826,3.48809
0,1,64,1,3,40,16,1,1,1,48,120,32,32,32,0,0,0.116922,0.246106,0.0978239,0.145298,0.121433,2.49912,0.000879762,1.68394,1.07802
0,1,4,32,3,64,2,1,1,1,8,128,32,32,32,0,0,0.0503609,0.0485943,0.0334992,0.272638,0.00535343,1.85829,0.000846191,1.25574,1.05394
0,1,32,2,2,40,32,1,1,1,64,80,32,32,32,2,0,0.114796,0.199199,0.180395,0.0951833,1.06669,4.32794,0.00151072,2.58083,1.16967
0,1,2,32,1,48,4,1,1,1,24,48,32,32,32,4,1,0.0984594,1.5318,0.886859,0.567265,0.636879,14.2619,0.000661424,9.9695,5.90597
0,1,2,32,2,64,32,1,1,1,32,64,32,32,32,3,0,0.223679,3.93535,0.380592,0.562038,1.17379,18.4554,0.00176444,11.3872,10.3046
0,1,64,2,5,8,4,1,1,1,16,112,32,32,32,3,1,0.0454816,0.196325,0.148954,0.105547,0.0782519,1.1172,0.00028981,0.500865,0.331442
0,1,8,16,5,32,8,1,1,1,80,32,32,32,32,2,1,0.0598445,0.285655,0.655249,1.66919,1.66436,10.3526,0.00103399,5.72782,1.08848
0,1,8,16,3,32,16,1,1,1,16,32,32,32,32,3,1,0.0527701,0.0948256,0.33466,0.369002,0.130613,5.07274,0.00125043,4.04374,1.34747
0,1,4,16,5,48,2,1,1,1,8,48,32,32,32,2,0,0.0496335,0.0526196,0.0903061,0.0319406,0.0252277,0.702668,0.000384581,0.396072,0.355773
0,1,16,8,1,48,2,1,1,1,32,96,32,32,32,0,1,0.0320566,0.0318486,0.0327328,14.1039,0.0224827,17.6632,0.0004275,3.27206,1.6598
0,1,8,16,4,8,16,1,1,1,16,72,32,32,32,2,0,0.0382593,0.582608,0.568475,0.0570228,0.237456,2.92522,0.00103518,1.31722,0.560107
0,1,2,32,5,56,1,1,1,1,88,56,32,32,32,0,1,0.178319,0.272917,0.353808,0.295517,0.38208,9.65854,0.00115945,7.46283,2.3299
0,1,64,1,4,8,2,1,1,1,16,24,32,32,32,0,0,0.0445805,0.0068308,0.00555708,0.0273626,0.00910737,0.148771,0.000481967,0.0840718,0.0604645
0,1,8,16,0,8,2,1,1,1,56,24,32,32,32,4,1,0.0523851,0.129638,0.167671,0.244486,2.0063,3.4721,0.000871766,0.763165,0.291154
0,1,4,16,2,24,32,1,1,1,32,24,32,32,32,2,1,0.0871746,0.419621,0.0777888,0.310121,0.598003,11.6325,0.00147579,9.97274,2.01826
0,1,64,2,3,32,32,1,1,1,32,32,32,32,32,4,1,0.116597,0.20438,0.724025,0.733775,0.566824,6.72474,0.00111338,4.4607,0.681688
0,1,1,64,3,56,32,1,1,1,32,56,32,32,32,1,1,0.252342,0.286424,0.586729,0.834297,0.321996,121.155,0.00423846,117.517,30.9268
0,1,32,2,5,64,8,1,1,1,16,128,32,32,32,1,1,0.0609904,0.165561,0.216588,0.411163,0.0471829,6.21787,0.000460027,5.29113,1.22981
0,1,2,32,2,16,2,1,1,1,8,80,32,32,32,0,1,0.0980542,0.0088945,0.0238871,0.052968,0.0168309,0.845968,0.00037939,0.635972,0.222997
0,1,32,2,1,24,8,1,1,1,8,24,32,32,32,4,1,0.0343331,0.223035,0.504152,0.0241384,0.163983,1.3075,0.000389353,0.376057,0.189967
0,1,4,16,4,56,16,1,1,1,96,112,32,32,32,1,0,0.132812,0.957472,1.06804,0.251677,1.77494,13.0838,0.00272651,6.52068,5.57025
0,1,32,4,2,16,1,1,1,1,32,48,32,32,32,2,0,0.0287847,0.0392397,0.0446526,0.0927557,0.16526,0.659823,0.00047084,0.242829,0.216138
0,1,16,4,3,16,32,1,1,1,128,80,32,32,32,2,1,0.0685033,1.16364,1.49578,1.1956,5.79185,39.1651,0.00238311,28.8387,3.83429
0,1,64,1,2,40,2,1,1,1,88,40,32,32,32,2,1,0.0554534,0.139816,0.147593,0.164719,1.64925,3.28764,0.00118854,1.06466,0.49578
0,1,8,16,5,56,2,1,1,1,8,56,32,32,32,2,1,0.0357525,0.0618123,0.125685,0.124294,0.0196743,1.17364,0.000279697,0.768406,0.333588
0,1,64,1,1,48,2,1,1,1,128,96,32,32,32,3,1,0.0634139,5.45164,0.991688,0.772144,5.27828,17.3368,0.00141287,4.39256,1.66906
0,1,8,16,4,48,16,1,1,1,16,48,32,32,32,0,1,0.0633575,0.102911,0.0934704,0.134802,0.0288047,7.49414,0.00155741,7.0388,1.39676
0,1,8,16,5,48,1,1,1,1,32,48,32,32,32,1,1,0.0365503,0.0996528,0.172934,0.316257,0.115431,1.93043,0.000398953,1.02895,0.466801
0,1,4,32,1,8,16,1,1,1,48,16,32,32,32,3,0,0.0720372,0.515995,0.397151,0.0468194,1.65882,5.09956,0.00122903,2.20346,1.32157
0,1,16,4,5,8,8,1,1,1,8,104,32,32,32,0,0,0.025655,0.0603048,0.0172922,0.0533334,0.0119996,0.645927,0.000354863,0.447212,0.382067
0,1,8,16,0,56,4,1,1,1,24,56,32,32,32,4,0,0.0494417,0.339852,0.172659,0.0780229,0.359565,2.37411,0.000611402,1.20033,0.51955
0,1,16,8,4,64,8,1,1,1,40,64,32,32,32,3,0,0.0583316,6.36015,11.2934,5.87923,1.45413,259.373,0.0917992,234.106,233.609
0,1,32,4,1,48,16,1,1,1,32,48,32,32,32,3,0,0.0697862,0.495809,1.03595,0.0754215,0.76074,4.02291,0.000738169,1.57704,0.851349
0,1,2,64,0,48,1,1,1,1,8,48,32,32,32,1,0,0.0769416,0.0398507,0.0168767,0.0337034,0.0133467,0.620302,0.000424322,0.324654,0.284362
0,1,8,16,2,32,8,1,1,1,112,32,32,32,32,0,1,0.0572422,0.0300661,0.0278522,0.290087,0.339004,8.52227,0.00162917,7.39005,0.7696
0,1,16,4,0,64,4,1,1,1,128,64,32,32,32,2,1,0.0534125,0.369742,0.424432,1.38814,4.00561,19.8633,0.00182906,13.1544,2.24381
0,1,16,4,1,8,2,1,1,1,16,40,32,32,32,3,1,0.0254292,0.325707,0.183977,0.491232,0.168122,1.57847,0.000385023,0.35646,0.287245
0,1,8,8,1,40,4,1,1,1,80,40,32,32,32,0,1,0.0491146,0.0413595,0.0368761,0.576948,0.197699,8.81385,0.00112977,7.57869,3.87795
0,1,64,2,5,24,4,1,1,1,40,120,32,32,32,0,1,0.0522468,0.153529,0.0593346,0.153653,0.056712,2.60893,0.000445662,1.98228,0.958147
0,1,8,16,0,32,16,1,1,1,48,32,32,32,32,3,0,0.069553,0.330646,0.124411,0.106169,0.919744,3.84072,0.00106115,2.10334,0.819684
0,1,64,1,3,24,8,1,1,1,16,120,32,32,32,3,1,0.0593364,0.309523,0.313105,0.232316,0.113473,2.5724,0.000511697,1.52938,0.560597
0,1,64,1,4,48,32,1,1,1,32,48,32,32,32,2,1,0.150974,0.575266,1.21602,2.13848,0.82943,14.3781,0.000799023,9.60271,1.33647
0,1,64,1,1,24,1,1,1,1,56,96,32,32,32,1,1,0.0458907,0.100509,0.10013,0.443143,0.255771,2.18547,0.000687021,1.06611,0.731117
0,1,64,1,2,56,16,1,1,1,96,56,32,32,32,4,0,0.146624,0.484181,0.591969,0.112147,5.45018,8.91032,0.0014379,2.04276,0.914692
0,1,32,2,4,48,32,1,1,1,64,48,32,32,32,1,0,0.110192,0.44987,0.751418,0.146987,1.14999,6.34493,0.00170624,3.73423,1.76833
0,1,64,2,2,56,16,1,1,1,80,112,32,32,32,4,1,0.157784,0.616538,0.627164,0.882573,2.6381,25.5926,0.00112059,20.4887,1.4508
0,1,2,32,1,40,8,1,1,1,16,40,32,32,32,4,0,0.103202,2.24779,1.23661,0.0740159,0.535676,9.0543,0.000777544,4.56707,4.43108
0,1,1,64,3,64,4,1,1,1,104,64,32,32,32,2,0,0.394429,1.08608,3.2752,0.292352,8.01737,21.1517,0.00300155,5.75883,5.23879
0,1,64,2,1,64,1,1,1,1,32,128,32,32,32,1,1,0.0503168,0.0890845,0.100083,0.13933,0.0631871,1.83384,0.000361156,1.26792,0.669516
0,1,4,32,3,16,8,1,1,1,24,128,32,32,32,2,0,0.110932,0.275876,0.256488,0.17304,0.140642,5.43514,0.0011489,4.16874,3.17422
0,1,32,2,5,40,2,1,1,1,72,120,32,32,32,3,1,0.0377739,1.68934,1.80369,0.301185,2.45748,11.0723,0.000820613,4.46974,2.36406
0,1,64,2,0,24,4,1,1,1,8,24,32,32,32,0,1,0.0486474,0.00354092,0.00481207,0.0149113,0.00412004,0.167223,0.000989298,0.129816,0.0516867
0,1,64,2,5,64,4,1,1,1,40,64,32,32,32,3,0,0.073045,0.300932,0.603463,0.145218,0.457665,2.30042,0.00045302,0.671871,0.557637
0,1,1,64,0,24,1,1,1,1,8,120,32,32,32,1,1,0.14824,0.0441345,0.0464586,0.0197219,0.0230647,1.54183,0.000556778,1.0569,0.400998
0,1,1,64,4,48,8,1,1,1,128,48,32,32,32,0,1,0.565755,0.182788,0.135599,0.24229,0.699511,68.8632,0.00377127,65.59,6.10021
0,1,2,64,5,24,8,1,1,1,8,72,32,32,32,4,1,0.0930373,0.116216,0.146509,0.15489,0.04393,4.20152,0.000756017,3.41716,1.27976
0,1,8,8,5,8,1,1,1,1,16,80,32,32,32,3,0,0.0369285,0.263375,0.193798,0.141009,0.12305,1.3059,0.000380964,0.506573,0.437805
0,1,64,1,1,32,4,1,1,1,8,32,32,32,32,2,1,0.0526137,0.0593496,0.106647,0.0125161,0.0370706,0.449415,0.000264625,0.226989,0.109216
0,1,1,64,5,16,16,1,1,1,48,64,32,32,32,2,0,0.387942,0.43468,0.497213,0.147268,0.998616,7.02904,0.00206314,3.81958,3.56971
0,1,4,16,5,24,2,1,1,1,24,96,32,32,32,3,0,0.0918074,0.50532,0.493005,0.105646,0.285793,2.67411,0.000484945,1.04431,0.841278
0,1,32,2,4,32,8,1,1,1,24,32,32,32,32,4,0,0.0403886,0.382848,0.814849,0.0353696,0.764873,2.4646,0.000823177,0.412927,0.346364
0,1,2,32,1,24,2,1,1,1,32,24,32,32,32,0,0,0.126038,0.0159101,0.0136687,0.0870726,0.0353371,3.87986,0.000654242,3.60526,3.54011
0,1,8,16,5,8,1,1,1,1,32,80,32,32,32,0,0,0.0396003,0.0841185,0.0286269,0.311205,0.04279,1.31025,0.00036738,0.710289,0.53636
0,1,8,16,2,56,2,1,1,1,8,112,32,32,32,1,0,0.0354921,0.0235998,0.0218803,0.0660922,0.0061671,0.54535,0.000316071,0.308785,0.232924
0,1,1,64,4,56,2,1,1,1,8,56,32,32,32,1,0,0.137978,0.0776497,0.105622,0.0611772,0.0181251,1.82025,0.00217107,1.16562,1.12045
0,1,4,16,3,24,16,1,1,1,96,72,32,32,32,4,1,0.143983,2.31222,4.60282,0.3193,8.21352,50.7125,0.00216199,33.6669,3.76995
0,1,4,16,4,64,32,1,1,1,32,64,32,32,32,1,1,0.155885,0.722205,1.2706,0.528705,0.569389,63.745,0.00186371,60.157,5.3138
0,1,4,16,2,40,4,1,1,1,32,40,32,32,32,0,0,0.057525,0.0189896,0.0175869,0.0363097,0.0685142,1.00688,0.000730722,0.554652,0.463425
0,1,4,16,0,16,32,1,1,1,96,96,32,32,32,4,0,0.186265,1.8573,1.33073,0.222921,7.51971,17.4188,0.00249565,4.41156,3.14759
0,1,4,16,5,8,8,1,1,1,8,8,32,32,32,3,1,0.0448347,0.0164558,0.0280633,0.0261384,0.0419669,0.401771,0.000410101,0.236908,0.15864
0,1,32,4,0,40,1,1,1,1,24,80,32,32,32,0,0,0.0283895,0.00927847,0.00912953,0.0664021,0.0113236,0.525497,0.00039734,0.331359,0.293795
0,1,32,2,4,32,2,1,1,1,8,32,32,32,32,2,0,0.0301675,0.0456595,0.0771799,0.0245341,0.0266781,0.3643,0.000511795,0.176148,0.0988823
0,1,64,2,5,40,8,1,1,1,16,40,32,32,32,1,1,0.0652555,0.035631,0.0594783,0.150316,0.0303856,1.40552,0.000414539,1.11263,0.350698
0,1,64,2,2,8,1,1,1,1,72,8,32,32,32,4,0,0.0484724,0.0374111,0.0629949,0.0442096,2.06775,2.42831,0.000865483,0.172846,0.0788361
0,1,64,2,4,48,32,1,1,1,32,96,32,32,32,1,0,0.1638,0.554043,0.641592,0.135014,0.288017,7.33532,0.00108366,5.64183,1.44756
0,1,32,2,5,40,32,1,1,1,96,80,32,32,32,4,1,0.1239,2.10554,3.04337,2.52272,6.90434,52.4712,0.00182529,37.5362,4.09031
0,1,16,4,4,40,16,1,1,1,96,120,32,32,32,2,1,0.0731275,1.92915,2.73532,2.17228,4.08143,53.146,0.00193526,41.4927,7.00368
0,1,4,32,3,24,32,1,1,1,32,24,32,32,32,2,1,0.0878283,0.0892755,0.245181,1.85147,0.309432,14.6618,0.00208061,11.9071,3.7476
0,1,8,8,5,48,16,1,1,1,48,48,32,32,32,3,1,0.0862271,0.551576,1.00203,0.372391,1.25402,19.0743,0.00119102,15.5741,1.98323
0,1,8,16,5,32,1,1,1,1,32,96,32,32,32,1,1,0.0643077,0.256769,0.247194,0.182474,0.137856,2.72633,0.000455493,1.7623,0.989448
0,1,16,8,4,32,8,1,1,1,16,64,32,32,32,1,0,0.0372625,0.117296,0.133733,0.0894112,0.0484259,1.24482,0.000632845,0.78526,0.505145
0,1,8,16,2,40,16,1,1,1,48,40,32,32,32,4,0,0.0853428,0.790403,0.249285,0.130636,1.60878,5.91787,0.00109558,2.83912,1.16675
0,1,1,64,2,48,1,1,1,1,40,48,32,32,32,3,1,0.183058,0.276326,0.212762,0.0353524,0.79012,5.49333,0.00529162,3.20288,0.782227
0,1,4,16,0,56,8,1,1,1,120,112,32,32,32,3,0,0.441167,1.17476,1.19601,0.206971,6.39523,15.7123,0.00207049,5.3726,3.7345
0,1,64,2,3,48,2,1,1,1,8,48,32,32,32,0,1,0.0491249,0.0129863,0.0129198,0.0450822,0.00486136,0.307217,0.000920364,0.217674,0.0970936
0,1,8,16,0,48,8,1,1,1,80,48,32,32,32,2,1,0.0695682,0.251035,0.187321,0.731161,1.45508,14.8512,0.00145616,11.7269,1.15781
0,1,16,4,1,24,16,1,1,1,16,24,32,32,32,0,1,0.0387053,0.0588079,0.0556903,0.11497,0.0318783,2.05282,0.000590519,1.76787,0.728746
0,1,16,4,5,8,1,1,1,1,80,16,32,32,32,4,0,0.0369834,0.357059,0.512393,0.225951,4.34168,7.04206,0.000981542,1.4998,0.430792
0,1,4,16,4,8,16,1,1,1,64,88,32,32,32,0,0,0.164458,0.237747,0.125367,0.133683,0.215438,3.55504,0.00184093,2.37772,2.08277
0,1,4,32,1,32,16,1,1,1,16,96,32,32,32,2,0,0.0796019,0.613216,0.723293,0.176487,0.184524,6.63984,0.000909969,4.55266,2.53331
0,1,16,4,5,48,16,1,1,1,16,96,32,32,32,2,1,0.0627254,0.168522,0.249927,0.309222,0.0951874,9.62415,0.000661173,8.69924,1.69074
0,1,32,2,5,56,32,1,1,1,96,56,32,32,32,0,0,0.137043,0.290124,0.378464,0.278697,0.656494,7.35303,0.0016745,5.54607,2.59274
0,1,2,64,1,32,32,1,1,1,32,32,32,32,32,1,0,0.141892,0.31062,0.470092,0.438168,0.423285,12.6302,0.00277501,10.4627,9.98195
0,1,32,2,0,8,32,1,1,1,128,88,32,32,32,4,0,0.0552221,1.10513,1.06851,0.18305,11.8426,17.2564,0.00231652,2.51646,2.32497
0,1,32,4,4,40,4,1,1,1,16,80,32,32,32,1,1,0.0368618,0.0820184,0.0963626,0.0686641,0.0296785,1.50752,0.000465207,1.16951,0.429062
0,1,16,4,5,32,2,1,1,1,8,96,32,32,32,0,1,0.0256011,0.0492181,0.0246818,0.437697,0.00585794,1.337,0.000192535,0.769258,0.49408
0,1,16,4,3,24,2,1,1,1,16,24,32,32,32,4,1,0.0276105,0.112916,0.428659,0.0698808,0.186361,1.16255,0.000459855,0.322361,0.155352
0,1,16,4,5,8,1,1,1,1,16,64,32,32,32,2,1,0.0309299,0.104165,0.0905504,0.213501,0.0788158,0.889033,0.000249477,0.372068,0.295488
0,1,64,2,5,40,16,1,1,1,16,40,32,32,32,4,1,0.0864034,0.120132,0.24065,0.278839,0.142058,2.95384,0.000642276,2.15334,0.554779
0,1,16,4,3,64,8,1,1,1,40,128,32,32,32,1,1,0.0590482,0.429409,0.682336,0.7576,0.26998,17.7938,0.000829854,15.3396,2.68802
0,1,64,2,1,24,32,1,1,1,64,24,32,32,32,0,0,0.100403,0.0745078,0.0735866,0.0520396,0.189667,1.90338,0.00126256,1.47465,0.497868
0,1,32,4,0,56,4,1,1,1,120,56,32,32,32,1,0,0.0482385,0.098669,0.126409,0.0921625,1.02485,2.81838,0.00113747,1.16615,1.00082
0,1,2,64,3,24,1,1,1,1,16,72,32,32,32,1,1,0.0963114,0.0788635,0.0929803,0.0216599,0.0626881,1.667,0.00194192,1.17915,0.613311
0,1,2,64,4,48,4,1,1,1,16,48,32,32,32,0,0,0.0885657,0.0415555,0.0396631,0.0991077,0.0128586,2.01742,0.00125403,1.45946,1.36096
0,1,2,32,3,56,16,1,1,1,16,112,32,32,32,4,0,0.148812,0.614098,1.39695,0.230257,0.247144,16.1322,0.00148681,12.7447,11.5513
0,1,64,2,1,16,2,1,1,1,80,128,32,32,32,2,1,0.0710073,0.415153,0.390065,0.26562,0.860176,4.32143,0.000742338,2.12214,1.30805
0,1,2,64,3,40,1,1,1,1,104,80,32,32,32,4,1,0.146687,1.57118,3.45586,0.432308,7.72043,23.629,0.00332142,8.22835,1.59758
0,1,2,64,3,40,2,1,1,1,24,80,32,32,32,2,1,0.147736,0.212584,0.42766,0.166185,0.17743,5.63128,0.00165604,4.27521,1.46009
0,1,4,32,4,64,32,1,1,1,32,64,32,32,32,1,1,0.153606,0.527367,0.852875,0.624522,0.368258,65.1386,0.00220661,62.2778,6.58495
0,1,64,1,3,8,16,1,1,1,16,40,32,32,32,1,0,0.052734,0.0359928,0.0318431,0.0157624,0.0400231,0.297764,0.000560318,0.152737,0.113722
0,1,64,1,0,64,4,1,1,1,16,128,32,32,32,2,0,0.0710102,0.0531624,0.0533058,0.0757622,0.0539837,0.713322,0.000434608,0.403389,0.325425
0,1,64,1,2,32,2,1,1,1,32,32,32,32,32,1,1,0.047994,0.0151239,0.0149984,0.0587258,0.0940218,0.560707,0.000537777,0.338819,0.174629
0,1,64,1,4,48,4,1,1,1,8,96,32,32,32,0,0,0.0591134,0.0403867,0.0289305,0.0285037,0.00440863,0.376434,0.000416026,0.252322,0.206408
0,1,16,4,2,56,1,1,1,1,72,112,32,32,32,4,0,0.0922318,0.875094,0.858936,0.370145,3.4148,8.8268,0.00107681,3.0824,1.75013
0,1,16,8,2,64,2,1,1,1,40,64,32,32,32,4,0,0.0378294,0.218273,0.273873,0.34296,0.762559,4.22999,0.000606042,2.43216,0.419612
0,1,32,4,5,48,2,1,1,1,8,48,32,32,32,1,0,0.0313754,0.0215526,0.0334839,0.0231184,0.00668436,0.257333,0.000179486,0.152293,0.127769
0,1,4,16,1,8,16,1,1,1,32,16,32,32,32,3,0,0.0685668,0.945636,0.426774,0.032347,1.40301,4.0199,0.00112075,1.03291,0.96475
0,1,64,2,2,24,8,1,1,1,48,96,32,32,32,2,1,0.0634683,0.10458,0.105415,0.464016,0.332253,3.70838,0.000726141,2.50886,0.65938
0,1,4,32,5,8,8,1,1,1,56,88,32,32,32,2,0,0.117105,0.452977,0.375707,0.10172,0.831706,4.54611,0.001072,2.28536,1.50382
0,1,8,16,4,40,2,1,1,1,48,80,32,32,32,3,1,0.0747554,0.353698,0.464527,0.072402,0.861611,5.95061,0.000816501,3.88902,1.06839
0,1,2,64,4,56,2,1,1,1,88,112,32,32,32,1,0,0.225783,0.214319,0.221692,0.243331,0.524568,7.193,0.00182943,4.0843,3.25832
0,1,1,64,1,64,4,1,1,1,40,64,32,32,32,1,0,0.370158,0.161942,0.248628,0.135226,0.264222,24.3831,0.000992518,22.7574,22.5332
0,1,2,64,2,64,4,1,1,1,8,64,32,32,32,2,0,0.0929875,0.367212,0.0604629,0.128785,0.0412936,2.47526,0.000543304,1.61642,1.45545
0,1,32,4,2,24,8,1,1,1,8,24,32,32,32,4,0,0.0353206,0.0408373,0.0176215,0.013384,0.0345816,0.265644,0.000492841,0.140522,0.0891104
0,1,16,4,0,56,1,1,1,1,16,112,32,32,32,1,1,0.0277143,0.0344525,0.0400278,0.181356,0.0307736,1.35976,0.000396861,0.958035,0.438634
0,1,8,16,0,16,32,1,1,1,96,32,32,32,32,2,0,0.0714778,0.215335,0.134016,0.0926519,2.29437,8.97967,0.00197962,5.7628,0.911986
0,1,32,4,3,32,8,1,1,1,120,32,32,32,32,3,0,0.0596809,0.531324,1.75711,0.139633,8.54952,12.9128,0.00110715,1.75208,0.877456
0,1,32,2,2,8,8,1,1,1,32,16,32,32,32,2,1,0.0310837,0.0227648,0.0193151,0.0286286,0.260085,0.635319,0.000702287,0.269583,0.138892
0,1,32,4,4,24,16,1,1,1,16,48,32,32,32,2,0,0.0448898,0.25548,0.372113,0.043366,0.160288,1.87495,0.000741757,1.00835,0.383012
0,1,32,2,3,32,16,1,1,1,80,128,32,32,32,1,0,0.069529,0.764748,0.791071,0.209027,0.975137,6.11043,0.00130266,2.93013,2.55302
0,1,16,4,4,8,32,1,1,1,96,48,32,32,32,0,1,0.0456382,0.242677,0.142914,1.10375,0.529435,10.6714,0.00218727,8.36832,2.68092
0,1,8,16,4,40,16,1,1,1,16,80,32,32,32,2,0,0.0663171,0.601866,0.889589,0.127248,0.204158,4.20173,0.0010779,2.20667,1.38574
0,1,32,2,4,8,16,1,1,1,48,8,32,32,32,0,0,0.0339303,0.0224351,0.0154632,0.0198646,0.123537,0.407967,0.00128516,0.206618,0.167043
0,1,4,32,5,16,2,1,1,1,120,48,32,32,32,2,0,0.106862,0.512398,0.535644,0.307126,2.90773,8.61287,0.00112551,3.6726,1.42477
0,1,64,1,1,16,8,1,1,1,72,112,32,32,32,3,0,0.0630083,0.986099,1.02067,0.212589,2.45155,6.56003,0.00106112,1.54746,1.17724
0,1,8,8,5,32,32,1,1,1,32,32,32,32,32,4,0,0.0768634,0.314487,0.604035,0.0920656,0.897487,4.78155,0.00120567,2.65316,1.78706
0,1,4,16,0,24,8,1,1,1,40,48,32,32,32,3,1,0.0693827,0.258011,0.174854,0.0367064,0.80408,6.90523,0.000942923,5.1055,0.844105
0,1,64,2,3,40,2,1,1,1,96,40,32,32,32,0,0,0.05237,0.108794,0.108497,0.23234,0.311443,1.66289,0.00096662,0.739173,0.671974
0,1,64,2,2,56,32,1,1,1,96,56,32,32,32,2,1,0.199286,0.182843,0.158685,3.91894,1.41245,34.1235,0.00150026,28.2951,1.62507
0,1,32,2,0,16,1,1,1,1,32,48,32,32,32,3,1,0.0280058,0.118031,0.107472,0.0163542,0.457407,1.1633,0.000589747,0.390622,0.294683
0,1,64,1,3,8,4,1,1,1,56,8,32,32,32,2,1,0.0452697,0.0365664,0.135208,0.102797,0.814052,1.27892,0.000807001,0.156035,0.114076
0,1,4,16,4,16,32,1,1,1,64,80,32,32,32,3,1,0.11675,2.53936,3.17429,0.89025,5.42072,45.5671,0.00231956,32.2428,2.90415
0,1,8,16,4,40,32,1,1,1,32,80,32,32,32,4,0,0.104862,3.27124,5.06388,0.184141,2.66267,20.0114,0.00237725,8.43483,2.92854
0,1,4,32,0,56,1,1,1,1,32,56,32,32,32,4,0,0.103102,0.147172,0.273927,0.152603,0.45163,2.14606,0.000459083,0.869932,0.29575
0,1,8,16,5,56,2,1,1,1,8,56,32,32,32,4,1,0.0384094,0.112458,0.252923,0.186954,0.0452443,1.41758,0.000264883,0.741897,0.319995
0,1,4,16,0,64,32,1,1,1,128,128,32,32,32,1,1,0.204977,0.624498,0.50148,1.10148,2.04977,388.846,0.00285897,380.746,5.95012
0,1,16,4,5,64,1,1,1,1,8,64,32,32,32,2,0,0.0271969,0.0597992,0.127844,0.0633831,0.0192792,0.617751,0.000214287,0.307962,0.241733
0,1,8,16,2,48,16,1,1,1,16,96,32,32,32,0,0,0.0735125,0.0747191,0.10472,0.149772,0.0761774,3.0088,0.000870794,2.4172,1.35195
0,1,16,8,2,64,8,1,1,1,72,64,32,32,32,3,0,0.0697291,0.34755,0.301294,21.2259,1.68587,91.667,0.000945037,67.7932,1.1168
0,1,32,2,1,32,32,1,1,1,64,64,32,32,32,1,1,0.0974882,0.574254,0.696005,0.325991,1.20215,20.3154,0.00166262,17.3577,1.82012
0,1,8,8,3,48,2,1,1,1,24,96,32,32,32,0,1,0.0366675,0.112363,0.0798571,0.191252,0.0432474,3.03533,0.000616268,2.33639,0.755509
0,1,2,32,3,32,16,1,1,1,112,32,32,32,32,3,1,0.162162,0.812826,2.95586,0.69675,7.34336,51.4239,0.00284238,37.5688,5.05215
