nnodes,ppn,nthreads,order,ndirsets,ngroupsets,nzonesetsx,nzonesetsy,nzonesetsz,ngroups,ndirections,nx,ny,nz,legendre_order,solver,k1,k2,k3,k4,k5,k6,k7,k8,k9
0,1,1,64,4,24,16,1,1,1,48,96,32,32,32,2,1,0.499218,1.19309,1.67871,0.228318,1.37832,56.1408,0.00311214,50.0496,5.36582
0,1,1,64,3,56,16,1,1,1,16,112,32,32,32,2,0,0.20131,0.354956,0.594208,0.45982,0.133175,26.7105,0.00323223,23.5858,23.3003
0,1,1,64,0,56,16,1,1,1,32,112,32,32,32,3,0,0.222801,4.22631,0.699152,0.513774,1.14604,19.5769,0.0019128,9.82898,9.42947
0,1,1,64,3,56,4,1,1,1,16,56,32,32,32,1,1,0.151985,0.101538,0.253554,0.122686,0.0574916,10.7181,0.00317534,9.40183,4.2225
0,1,1,64,3,24,32,1,1,1,32,96,32,32,32,1,0,0.201101,0.365142,0.350882,0.396619,0.325477,37.1398,0.00422368,33.0287,32.6705
0,1,1,64,0,16,1,1,1,1,16,16,32,32,32,0,1,0.152308,0.0151182,0.00949654,0.0138313,0.0347433,0.513182,0.000832988,0.343802,0.209739
0,1,1,64,5,64,1,1,1,1,8,128,32,32,32,2,1,0.180486,0.180936,0.246231,0.044914,0.0281022,3.69583,0.000314888,2.82802,1.10111
0,1,1,64,2,32,16,1,1,1,32,64,32,32,32,1,0,0.19193,0.646756,0.346732,0.308334,1.25899,9.79966,0.00191351,5.50751,5.29042
0,1,1,64,3,8,1,1,1,1,8,72,32,32,32,2,0,0.133236,0.0949696,0.0855861,0.0121652,0.0315841,1.22274,0.00208285,0.744333,0.699708
0,1,1,64,3,24,2,1,1,1,8,24,32,32,32,0,0,0.131854,0.0185936,0.0171461,0.0270816,0.00858664,1.20661,0.00200762,0.959043,0.936424
0,1,1,64,5,32,8,1,1,1,8,32,32,32,32,0,0,0.141283,0.0389181,0.0399854,0.12197,0.0166707,2.52851,0.000772318,2.08357,2.03649
0,1,1,64,1,40,32,1,1,1,96,120,32,32,32,3,0,1.36304,11.7719,7.33941,0.681679,9.12078,80.1018,0.00374174,47.1782,46.1223
0,1,1,64,2,8,8,1,1,1,24,40,32,32,32,0,1,0.195664,0.0289992,0.0984436,0.0405827,0.428344,3.30728,0.00121771,2.37368,0.748794
0,1,1,64,2,24,8,1,1,1,8,48,32,32,32,2,0,0.144539,0.554012,0.135209,0.107915,0.164393,3.32981,0.000931045,1.99213,1.93925
0,1,1,64,5,48,8,1,1,1,16,48,32,32,32,2,0,0.164622,0.146212,0.268629,0.19771,0.11434,4.81183,0.00117359,3.37482,3.28326
0,1,1,64,0,8,1,1,1,1,16,112,32,32,32,3,0,0.144788,0.220603,0.213892,0.0207081,0.152696,1.99639,0.000521105,0.610737,0.519689
0,1,1,64,5,56,32,1,1,1,32,56,32,32,32,0,1,0.25523,0.249448,0.273012,0.86772,0.21301,106.265,0.00269667,103.124,14.0626
0,1,1,64,3,56,1,1,1,1,8,56,32,32,32,1,1,0.173805,0.0555724,0.140292,0.0381509,0.0153293,2.27912,0.00159829,1.88141,1.19178
0,1,1,64,3,64,32,1,1,1,32,64,32,32,32,3,1,0.293974,0.612828,1.93243,0.999961,0.788503,152.604,0.00500392,146.368,31.6068
0,1,1,64,5,32,16,1,1,1,16,32,32,32,32,1,1,0.164372,0.0866391,0.111067,0.243471,0.0749838,12.3177,0.00136806,11.3104,4.07882
0,1,1,64,2,32,16,1,1,1,112,64,32,32,32,3,1,0.643516,2.58336,0.95174,0.31304,7.56764,112.517,0.00281883,97.9603,6.34121
0,1,1,64,4,8,8,1,1,1,96,32,32,32,32,2,1,0.251297,0.298419,0.368843,0.0499221,3.10813,12.4774,0.00383142,7.16409,2.08836
0,1,1,64,0,16,2,1,1,1,96,32,32,32,32,0,0,0.200171,0.0348342,0.0334697,0.0466478,0.411121,2.86439,0.0022231,1.21487,0.983231
0,1,1,64,5,16,8,1,1,1,104,16,32,32,32,2,1,0.315279,0.254764,0.505119,0.0998675,3.71381,12.8576,0.00215655,7.30275,1.89787
0,1,1,64,1,32,1,1,1,1,16,96,32,32,32,3,0,0.16387,0.77192,0.328193,0.0292451,0.171523,6.77654,0.000519252,4.81326,4.69687
0,1,1,64,2,64,32,1,1,1,64,128,32,32,32,0,0,0.311485,0.796837,1.29607,1.16147,4.23464,36.9757,0.00342415,22.5627,21.6254
0,1,1,64,2,56,2,1,1,1,32,56,32,32,32,1,1,0.245442,0.186362,0.0757933,0.0771521,0.156925,7.60549,0.00093296,6.46138,1.3178
0,1,1,64,3,8,4,1,1,1,24,16,32,32,32,0,1,0.165052,0.031939,0.0190468,0.0200722,0.0684195,1.56255,0.00192572,1.28146,0.927974
0,1,1,64,2,56,1,1,1,1,96,56,32,32,32,3,1,0.220585,0.628243,0.576171,0.0762104,4.34311,17.8859,0.00647896,9.57519,1.74023
0,1,1,64,4,32,4,1,1,1,48,64,32,32,32,2,1,0.267806,0.338203,0.477145,0.0840488,0.825958,15.5388,0.00492741,12.5898,2.53892
0,1,1,64,1,24,4,1,1,1,16,96,32,32,32,3,1,0.219098,1.83708,0.836051,0.0540271,0.245898,11.5872,0.000699028,7.99173,4.19814
0,1,1,64,0,24,8,1,1,1,120,48,32,32,32,4,1,0.352152,1.56617,1.04451,0.130178,11.4655,49.2675,0.00247634,31.5714,2.96507
0,1,1,64,4,8,16,1,1,1,48,40,32,32,32,4,1,0.287112,1.1781,1.65156,0.0769244,3.63621,15.9835,0.00370266,8.22992,1.96949
0,1,1,64,0,24,4,1,1,1,8,48,32,32,32,4,1,0.137474,0.657765,0.0970152,0.0574232,0.0784727,3.32965,0.000622209,2.00956,0.999099
0,1,1,64,1,16,1,1,1,1,8,64,32,32,32,2,1,0.142015,0.125488,0.0983878,0.0114892,0.030354,1.99387,0.000441172,1.51202,1.25272
0,1,1,64,4,40,2,1,1,1,16,40,32,32,32,4,1,0.205938,0.287862,0.494221,0.0432452,0.316122,3.85221,0.00215109,2.33479,0.974859
0,1,1,64,4,40,2,1,1,1,72,40,32,32,32,2,0,0.280593,0.242002,0.278946,0.0620595,1.40101,5.56152,0.00261476,2.26937,2.05271
0,1,1,64,3,40,32,1,1,1,128,40,32,32,32,4,0,0.333783,1.63036,6.80224,0.726072,14.1916,54.0688,0.00620062,24.9299,24.3327
0,1,1,64,0,8,8,1,1,1,24,40,32,32,32,0,1,0.194197,0.0333935,0.10124,0.0380837,0.417606,3.29468,0.00118125,2.37057,0.742144
0,1,1,64,5,48,32,1,1,1,32,48,32,32,32,0,0,0.23759,0.20716,0.225415,0.753596,0.203066,15.388,0.00276512,12.7032,12.4388
0,1,1,64,5,16,2,1,1,1,8,80,32,32,32,0,0,0.153091,0.0607108,0.0206731,0.021299,0.00931381,1.00447,0.000315741,0.671183,0.62053
0,1,1,64,5,56,8,1,1,1,40,56,32,32,32,3,0,0.27838,0.563376,1.07556,0.265132,1.04064,9.63551,0.0012796,5.02303,4.81981
0,1,1,64,2,8,1,1,1,1,8,56,32,32,32,4,1,0.136297,0.100508,0.108447,0.00725958,0.0747954,0.843092,0.000549071,0.284411,0.15945
0,1,1,64,0,48,4,1,1,1,8,96,32,32,32,2,0,0.15079,0.553239,0.141281,0.113641,0.0792547,3.65916,0.000621348,2.09176,2.00728
0,1,1,64,3,8,16,1,1,1,64,56,32,32,32,4,0,0.289197,1.0653,1.40382,0.0807226,3.58922,17.3143,0.00318747,9.14967,8.87583
0,1,1,64,1,64,16,1,1,1,16,128,32,32,32,4,1,0.21285,17.7249,5.15731,0.531265,0.81443,100.166,0.00146163,74.0538,18.6446
0,1,1,64,1,56,8,1,1,1,16,112,32,32,32,4,1,0.174856,7.9399,2.65558,0.230431,0.551515,46.063,0.00114606,33.0243,12.3835
0,1,1,64,3,56,8,1,1,1,24,56,32,32,32,4,1,0.175468,0.449979,1.84093,0.238462,0.558238,28.1052,0.00239422,23.6046,8.16074
0,1,1,64,2,8,32,1,1,1,64,16,32,32,32,4,1,0.215478,1.68604,0.254389,0.141234,4.91863,18.1771,0.00317239,9.52926,2.66121
0,1,1,64,4,56,32,1,1,1,96,112,32,32,32,2,0,1.0882,2.92316,4.0543,0.89325,5.20928,37.9033,0.00462594,19.4322,18.52
0,1,1,64,2,48,2,1,1,1,72,96,32,32,32,0,0,0.243236,0.086267,0.0845549,0.114676,0.262253,6.04281,0.00153947,3.03294,2.56028
0,1,1,64,1,40,16,1,1,1,16,120,32,32,32,1,1,0.17603,0.7586,0.679061,0.328766,0.155096,47.8526,0.00143426,44.2632,11.6931
0,1,1,64,5,64,8,1,1,1,48,64,32,32,32,4,1,0.399726,1.03028,2.41231,0.321432,1.89031,53.3514,0.00163288,45.6733,5.70092
0,1,1,64,0,56,4,1,1,1,16,56,32,32,32,1,1,0.152365,0.295962,0.0817971,0.125488,0.148963,9.02338,0.00075163,7.59032,2.40853
0,1,1,64,1,56,32,1,1,1,64,112,32,32,32,2,1,0.325311,3.38176,3.94579,0.904388,3.1924,397.4,0.00336341,379.87,50.0063
0,1,1,64,2,48,32,1,1,1,32,48,32,32,32,0,0,0.238058,0.49054,0.485622,0.84803,2.08653,20.5149,0.00290693,15.3006,14.9175
0,1,1,64,4,24,16,1,1,1,64,24,32,32,32,4,0,0.211962,0.829477,1.93474,0.187864,5.59609,14.3733,0.0033153,3.77087,3.63619
0,1,1,64,2,24,8,1,1,1,32,24,32,32,32,2,1,0.163276,0.59239,0.106132,0.126436,0.68964,8.31709,0.00159053,6.01885,2.19477
0,1,1,64,0,56,2,1,1,1,8,56,32,32,32,0,0,0.134445,0.0449618,0.0432028,0.0676706,0.0367437,1.81556,0.00047949,1.23564,1.18675
0,1,1,64,4,8,1,1,1,1,56,24,32,32,32,4,0,0.201529,0.217552,0.233835,0.0165386,2.09393,4.58065,0.00307528,0.831909,0.751979
0,1,1,64,4,8,32,1,1,1,32,128,32,32,32,4,1,0.397238,5.75182,6.08181,0.205517,3.22479,47.7115,0.00411856,30.7399,4.22002
0,1,1,64,3,24,32,1,1,1,64,48,32,32,32,3,1,0.247178,0.838105,1.76649,0.393916,2.72301,90.5101,0.00806575,81.7428,21.0387
0,1,1,64,1,8,32,1,1,1,128,24,32,32,32,4,1,0.468003,7.28594,2.39447,0.149701,20.7929,64.5607,0.00422397,31.4036,11.4011
0,1,1,64,1,24,2,1,1,1,120,72,32,32,32,3,0,0.334755,2.06965,1.18331,0.0967559,5.8252,38.3582,0.00185277,25.1516,24.6468
0,1,1,64,3,64,16,1,1,1,48,128,32,32,32,0,0,0.63072,0.456171,0.293858,0.523563,0.22502,34.0239,0.00384676,29.548,28.9364
0,1,1,64,0,56,32,1,1,1,64,56,32,32,32,1,0,0.307733,2.04579,0.636112,1.01773,4.54622,29.1503,0.00330821,17.8705,17.2976
0,1,1,64,2,32,2,1,1,1,16,64,32,32,32,2,0,0.190221,0.205779,0.102714,0.0396828,0.136746,1.7197,0.000992678,0.830193,0.740127
0,1,1,64,1,56,4,1,1,1,64,56,32,32,32,1,0,0.365587,0.204313,0.262735,0.134299,0.627131,34.0447,0.00138197,31.5512,31.2512
0,1,1,64,3,24,16,1,1,1,112,48,32,32,32,2,1,0.510302,0.791786,1.66416,0.2307,5.07929,73.5681,0.00448259,63.6221,12.1324
0,1,1,64,3,64,1,1,1,1,40,128,32,32,32,0,0,0.197957,0.312822,0.184914,0.140009,0.580057,5.56154,0.00193267,2.53307,2.15501
0,1,1,64,2,64,4,1,1,1,16,128,32,32,32,3,1,0.372687,1.20086,0.272566,0.146383,0.137916,18.8378,0.000645635,16.3925,2.89935
0,1,1,64,2,56,4,1,1,1,112,56,32,32,32,4,1,0.37512,1.75606,1.18861,0.171405,9.34745,54.6773,0.00223062,38.6889,3.10498
0,1,1,64,1,56,2,1,1,1,48,56,32,32,32,0,0,0.278841,0.0446468,0.041784,0.0727788,0.076196,23.7751,0.00084696,22.6239,22.4033
0,1,1,64,5,56,16,1,1,1,128,56,32,32,32,0,0,0.98349,0.552396,0.61418,0.572199,1.20924,16.6005,0.00314525,11.5737,10.943
0,1,1,64,0,16,4,1,1,1,104,16,32,32,32,3,1,0.230659,0.319677,0.209924,0.0429722,5.58142,11.2478,0.00195081,3.70386,0.940139
0,1,1,64,1,40,16,1,1,1,32,40,32,32,32,4,0,0.200774,4.73585,2.67431,0.312819,2.18687,28.3999,0.00188537,17.0256,16.8302
0,1,1,64,2,56,2,1,1,1,16,56,32,32,32,4,1,0.229109,0.824674,0.207715,0.0789649,0.25207,5.68183,0.000694788,3.86777,1.26249
0,1,1,64,2,32,4,1,1,1,128,32,32,32,32,1,1,0.292163,0.178301,0.148617,0.0848606,2.07467,19.0668,0.00240468,14.9355,1.69628
0,1,1,64,3,8,32,1,1,1,64,112,32,32,32,0,0,0.381137,0.448919,0.115643,0.159401,0.461236,36.3708,0.00458491,32.6999,32.1457
0,1,1,64,1,24,4,1,1,1,104,48,32,32,32,3,1,0.332645,1.48443,0.948338,0.0889387,4.99089,45.8094,0.00215676,35.7069,23.5097
0,1,1,64,0,64,1,1,1,1,128,64,32,32,32,2,1,0.239849,0.724928,0.523148,0.0981341,4.54502,26.5075,0.0204828,17.0733,2.68742
0,1,1,64,1,48,1,1,1,1,8,96,32,32,32,1,1,0.171138,0.0627344,0.0703538,0.0274659,0.0125596,4.99621,0.000315239,4.56689,3.57685
0,1,1,64,3,16,8,1,1,1,104,64,32,32,32,0,0,0.284819,0.455227,0.167532,0.134706,1.22236,11.1759,0.00337982,6.85067,6.39028
0,1,1,64,4,48,2,1,1,1,88,48,32,32,32,4,1,0.3164,0.794909,1.0793,0.0767839,5.11622,22.5939,0.00303076,12.991,2.7499
0,1,1,64,0,24,8,1,1,1,96,24,32,32,32,2,0,0.335562,0.559601,0.198424,0.115736,3.33798,7.70027,0.00230083,2.35972,2.166
0,1,1,64,4,32,1,1,1,1,24,32,32,32,32,2,1,0.175239,0.0612319,0.0919182,0.0220915,0.178138,2.0668,0.00158971,1.34019,0.658315
0,1,1,64,2,8,4,1,1,1,24,56,32,32,32,3,0,0.165375,0.203443,0.180132,0.0236804,0.434955,2.11358,0.000968742,0.609367,0.507619
0,1,1,64,5,40,1,1,1,1,8,40,32,32,32,3,1,0.159229,0.0794983,0.151291,0.0272229,0.0391928,1.31473,0.000381813,0.855643,0.488035
0,1,1,64,5,48,1,1,1,1,40,96,32,32,32,3,1,0.21551,0.904227,1.40838,0.104927,0.85887,12.3283,0.00212805,7.39321,2.55238
0,1,1,64,1,32,8,1,1,1,24,128,32,32,32,3,1,0.359076,3.35975,1.92382,0.14727,0.576149,36.4569,0.00112819,29.3393,9.27322
0,1,1,64,2,48,16,1,1,1,48,48,32,32,32,4,1,0.222747,4.94039,0.746087,0.437213,3.58758,65.8285,0.00216981,53.6124,7.88892
0,1,1,64,0,40,16,1,1,1,64,40,32,32,32,0,0,0.227273,0.223516,0.257179,0.377477,2.14839,12.3415,0.00235248,7.09057,6.81062
0,1,1,64,2,16,1,1,1,1,32,48,32,32,32,1,0,0.152181,0.0638991,0.065072,0.0220926,0.161004,1.55503,0.000792644,0.620673,0.507862
0,1,1,64,4,64,16,1,1,1,64,64,32,32,32,4,0,0.258694,2.24781,4.66997,0.504582,5.30671,27.3885,0.00314039,10.5021,10.0951
0,1,1,64,4,8,2,1,1,1,80,72,32,32,32,3,0,0.264701,0.619699,0.643124,0.0653171,2.8358,10.2107,0.00348966,3.31184,3.04242
0,1,1,64,1,16,32,1,1,1,32,48,32,32,32,1,0,0.180773,0.536942,0.579043,0.264781,0.615687,13.0202,0.00268821,9.61407,9.43042
0,1,1,64,5,40,4,1,1,1,72,40,32,32,32,1,1,0.338085,0.29155,0.491569,0.144116,0.83071,17.2511,0.00142282,14.411,2.8199
0,1,1,64,1,40,32,1,1,1,32,80,32,32,32,0,1,0.225905,0.504498,0.358018,0.635351,0.206231,112.139,0.00292988,108.282,22.0737
0,1,1,64,0,8,1,1,1,1,104,40,32,32,32,0,1,0.186903,0.0386637,0.0355969,0.0428866,0.384562,4.2894,0.00395436,2.25198,1.10413
0,1,1,64,4,24,16,1,1,1,16,72,32,32,32,1,1,0.159496,0.477108,0.421067,0.197847,0.167593,17.3877,0.00282692,15.095,3.57491
0,1,1,64,5,16,1,1,1,1,16,64,32,32,32,1,1,0.149042,0.112867,0.0999333,0.0286815,0.0455341,1.90777,0.000696573,1.22657,0.729858
0,1,1,64,4,56,1,1,1,1,8,56,32,32,32,3,1,0.174025,0.14495,0.233663,0.0306225,0.0503346,2.03076,0.00170597,1.37721,0.687082
0,1,1,64,1,40,32,1,1,1,32,120,32,32,32,3,0,0.255782,10.8735,5.14999,0.671587,2.08074,45.969,0.002767,23.7833,23.2881
0,1,1,64,3,8,1,1,1,1,24,16,32,32,32,3,1,0.142852,0.0996209,0.211304,0.0143791,0.648209,1.68448,0.00184341,0.375261,0.259629
0,1,1,64,2,40,4,1,1,1,8,80,32,32,32,2,1,0.144567,0.537134,0.136589,0.109261,0.0866252,6.09545,0.000720217,4.60354,1.83635
0,1,1,64,5,64,2,1,1,1,8,64,32,32,32,3,0,0.138769,0.134494,0.248206,0.0747214,0.0462138,2.31091,0.000373755,1.31212,1.26402
0,1,1,64,2,8,16,1,1,1,32,32,32,32,32,1,1,0.265108,0.171295,0.159676,0.0780361,1.18753,6.7969,0.00183476,4.84967,1.45705
0,1,1,64,0,64,32,1,1,1,32,64,32,32,32,0,0,0.271729,0.677572,0.68158,1.17115,2.08517,26.921,0.002906,20.6085,20.021
0,1,1,64,2,48,2,1,1,1,8,48,32,32,32,0,0,0.134515,0.0462447,0.0423683,0.0608837,0.0413291,1.64726,0.000512636,1.12028,1.07498
0,1,1,64,3,64,1,1,1,1,16,64,32,32,32,3,0,0.185973,0.247699,0.908843,0.0538443,0.231115,3.24858,0.00181629,1.3453,1.25945
0,1,1,64,5,32,2,1,1,1,64,96,32,32,32,3,0,0.253503,1.46091,1.78094,0.138197,2.11736,12.2672,0.00115876,4.08423,3.65136
0,1,1,64,1,8,32,1,1,1,128,112,32,32,32,0,1,0.449681,0.702823,1.03424,0.286242,0.941346,111.218,0.0039931,103.127,11.8564
0,1,1,64,4,32,4,1,1,1,16,128,32,32,32,4,1,0.253441,1.12441,1.50352,0.0741262,0.336859,12.6752,0.00234046,8.78497,2.03764
0,1,1,64,5,48,1,1,1,1,8,96,32,32,32,3,1,0.171726,0.222766,0.294748,0.0320455,0.0424948,2.71125,0.000334325,1.79821,0.804525
0,1,1,64,0,56,8,1,1,1,72,56,32,32,32,0,0,0.535797,0.166461,0.17428,0.271412,1.33957,8.51275,0.00223194,5.38715,5.01768
0,1,1,64,5,56,2,1,1,1,40,112,32,32,32,2,1,0.258745,0.655335,0.997761,0.131247,0.579375,20.3594,0.000949417,16.2881,3.37172
0,1,1,64,5,64,16,1,1,1,32,128,32,32,32,3,1,0.230951,1.2278,1.58991,0.497989,0.695381,124.828,0.00185297,117.158,9.88559
0,1,1,64,1,8,2,1,1,1,8,56,32,32,32,4,0,0.143094,1.04544,0.313158,0.0124442,0.08465,2.47272,0.000411923,0.758777,0.719235
0,1,1,64,2,24,1,1,1,1,16,72,32,32,32,2,1,0.15157,0.100754,0.100384,0.0204758,0.0948814,2.00441,0.000913915,1.20906,0.422578
0,1,1,64,5,24,8,1,1,1,16,24,32,32,32,4,1,0.151572,0.153799,0.299035,0.0964499,0.267149,4.95965,0.00104045,3.62063,1.63105
0,1,1,64,2,56,4,1,1,1,104,56,32,32,32,2,0,0.364627,0.674416,0.413586,0.145911,3.1618,10.4505,0.00229231,3.62619,3.17787
0,1,1,64,3,16,16,1,1,1,32,16,32,32,32,0,1,0.164845,0.0527204,0.0500081,0.127486,0.112907,9.023,0.00381686,8.18368,4.62695
0,1,1,64,1,64,32,1,1,1,96,128,32,32,32,3,1,1.20265,13.3774,8.24637,1.04251,9.08507,752.624,0.00378548,714.327,72.5377
0,1,1,64,2,64,16,1,1,1,32,128,32,32,32,3,1,0.23426,4.66799,0.78922,0.635994,1.2416,127.318,0.00183181,116.378,10.9366
0,1,1,64,1,24,4,1,1,1,48,24,32,32,32,4,0,0.257837,1.52396,0.532766,0.051034,2.25056,15.2915,0.00122446,9.97809,9.88665
0,1,1,64,1,40,32,1,1,1,64,120,32,32,32,3,0,0.808138,13.0164,6.61848,0.635498,5.79729,66.3829,0.00346082,36.2972,35.5509
0,1,1,64,2,32,2,1,1,1,80,32,32,32,32,0,0,0.214948,0.0408225,0.0350996,0.0502471,0.303505,2.58894,0.00184837,1.24632,1.04929
0,1,1,64,1,64,32,1,1,1,32,64,32,32,32,3,0,0.29585,7.0722,4.84742,0.980489,2.14759,52.6182,0.00295377,35.6491,35.1198
0,1,1,64,2,24,32,1,1,1,32,96,32,32,32,4,0,0.227297,5.33866,1.07226,0.432857,2.50862,20.5427,0.00277644,8.2827,7.94392
0,1,1,64,3,48,32,1,1,1,96,96,32,32,32,4,0,0.972726,3.01304,7.34135,0.806547,8.33351,68.9072,0.00459294,43.9269,42.9947
0,1,1,64,4,24,16,1,1,1,16,96,32,32,32,1,0,0.162711,0.618761,0.558144,0.217294,0.163664,6.65164,0.00395816,3.75378,3.62289
0,1,1,64,4,48,2,1,1,1,8,48,32,32,32,4,1,0.13602,0.258942,0.457301,0.048977,0.0908285,3.27801,0.0018852,1.98918,0.990304
0,1,1,64,3,48,32,1,1,1,32,48,32,32,32,3,1,0.262726,0.463578,1.38928,0.722227,0.833049,95.1283,0.00399182,90.2159,26.2344
0,1,1,64,3,24,4,1,1,1,16,24,32,32,32,4,1,0.143385,0.151612,0.611913,0.0528943,0.268371,4.35868,0.00304407,2.74176,1.74371
0,1,1,64,4,32,32,1,1,1,64,64,32,32,32,0,0,0.241899,0.426289,0.322942,0.503898,0.40062,15.5516,0.00485603,10.4969,10.114
0,1,1,64,3,56,1,1,1,1,24,112,32,32,32,0,1,0.184691,0.158673,0.112774,0.0849819,0.211281,7.40061,0.00237519,5.8852,1.93749
0,1,1,64,3,56,16,1,1,1,64,56,32,32,32,0,0,0.232203,0.28348,0.275337,0.489319,0.425645,21.3077,0.00355236,16.8042,16.4411
