31 2 4 0.00969476
0 5 5 5.06871e-05
21 3 3 0.000745466
10 3 3 4.48938e-05
28 2 3 0.00344453
18 5 6 0.000431352
3 0 3 5.65838e-06
1 4 4 6.55103e-05
7 1 3 1.59379e-05
22 2 4 0.000532289
14 4 3 0.000136718
24 5 6 0.00215523
12 5 1 8.31433e-05
10 1 6 2.46212e-05
19 2 5 0.000229578
5 1 1 1.3484e-05
23 3 1 0.0010687
25 4 5 0.00208436
13 4 0 8.28169e-05
31 1 2 0.00848327
0 2 1 2.58516e-05
23 2 5 0.00072611
8 0 2 4.72267e-06
21 0 3 0.000131836
19 4 4 0.000443984
7 0 6 1.25131e-05
29 2 2 0.0041197
14 2 3 5.93214e-05
17 3 4 0.000213924
22 3 2 0.000893359
24 2 0 0.000368451
15 0 2 3.77345e-05
17 5 0 0.000284979
5 5 5 6.66758e-05
3 1 4 1.64529e-05
31 4 0 0.00416345
19 3 5 0.000360148
26 0 6 0.00162932
11 5 1 6.68757e-05
12 4 6 7.34123e-05
1 2 0 2.70661e-05
6 0 6 9.79869e-06
8 3 4 3.87634e-05
29 5 4 0.00616045
27 1 3 0.00194942
16 1 3 5.34837e-05
30 5 4 0.00859124
2 5 3 6.3093e-05
20 0 3 8.77134e-05
17 0 6 3.35292e-05
25 2 1 0.000986595
18 3 1 0.000273445
3 2 6 3.70509e-05
11 3 4 4.90565e-05
26 5 0 0.00189669
11 0 1 3.87511e-06
9 4 6 5.44996e-05
5 0 1 2.80181e-06
4 1 1 1.48465e-05
22 4 1 0.000959598
5 0 0 4.22809e-07
12 3 5 6.14236e-05
23 5 5 0.00146687
21 4 2 0.000883481
10 2 4 3.29528e-05
28 1 2 0.00317259
18 4 5 0.000318056
16 0 4 2.17746e-05
13 5 4 0.000110832
29 0 1 0.00257648
30 0 1 0.00374368
22 1 1 0.00034843
24 4 1 0.00132346
25 3 6 0.00208674
30 3 0 0.00297798
15 2 1 6.74396e-05
5 3 6 4.70736e-05
23 0 0 4.52188e-07
25 5 6 0.00265732
13 5 3 0.000113457
11 1 6 2.86093e-05
0 1 0 7.6642e-06
15 5 4 0.000218963
5 2 1 2.58568e-05
1 0 3 4.69358e-06
19 5 3 0.000562757
8 5 3 5.61368e-05
29 3 5 0.00584007
22 3 5 0.00088234
16 3 6 0.00021086
2 3 6 4.43923e-05
20 2 4 0.000339139
15 1 5 4.64613e-05
25 0 0 4.5625e-07
6 4 4 5.17827e-05
23 1 2 0.000675633
18 1 0 7.17668e-05
7 5 3 5.66486e-05
11 2 0 2.38185e-05
4 3 0 3.52352e-05
19 0 5 5.81721e-05
2 4 0 4.71693e-05
27 4 2 0.00258473
15 4 5 0.000180942
13 0 2 8.09937e-06
21 2 5 0.000387416
6 1 2 1.45423e-05
28 3 1 0.00230381
18 2 6 0.000224038
3 3 5 4.41855e-05
26 4 3 0.00252541
24 0 6 0.000750623
9 5 5 6.11794e-05
26 5 5 0.00276257
28 4 6 0.00570213
4 0 6 1.19452e-05
30 1 3 0.00591335
20 4 0 0.000573635
9 2 6 3.70354e-05
23 2 3 0.000713209
13 3 0 6.21483e-05
31 0 6 0.0106926
0 3 3 3.52934e-05
21 5 1 0.000969772
6 2 0 2.40912e-05
28 0 5 0.00253952
17 1 3 7.19814e-05
29 1 2 0.00454613
15 5 2 0.000224247
4 5 4 6.98779e-05
2 1 5 1.98505e-05
24 3 0 0.00100013
15 3 1 0.000139941
15 3 2 0.000148103
17 4 0 0.000234173
30 3 1 0.00393539
28 5 5 0.00479249
26 1 2 0.00165418
9 5 2 5.58264e-05
1 1 0 8.66422e-06
19 2 2 0.000275352
8 4 4 5.39676e-05
29 4 4 0.00577541
14 3 5 0.000112195
12 3 2 5.88704e-05
2 2 1 2.27164e-05
20 1 5 0.000204087
4 2 5 3.55119e-05
31 5 2 0.00804285
21 0 4 0.000138051
18 0 3 3.54603e-05
3 5 6 7.21337e-05
4 4 3 5.86496e-05
26 2 0 0.000636582
11 3 3 4.77923e-05
19 1 0 8.76991e-05
8 1 6 2.20532e-05
22 5 3 0.00115996
12 0 0 4.46981e-07
9 0 5 2.62669e-05
27 5 5 0.00354643
28 4 2 0.00329398
13 1 1 2.30635e-05
31 2 5 0.0102479
0 5 6 5.90517e-05
21 3 2 0.000833894
6 0 1 3.03469e-06
28 2 2 0.00306337
14 2 2 5.22992e-05
3 0 4 6.08786e-06
1 4 5 5.80807e-05
7 1 2 1.47574e-05
14 4 2 0.000136858
30 0 5 0.00537566
23 5 4 0.00147791
12 5 2 8.30491e-05
30 0 0 4.503e-07
5 2 2 3.02439e-05
23 3 0 0.00105519
25 4 2 0.00164934
13 4 1 8.82281e-05
31 1 1 0.00488016
0 2 0 2.24428e-05
10 4 6 5.55766e-05
16 1 6 6.34332e-05
30 0 4 0.00475223
19 4 5 0.000444259
7 4 0 3.68213e-05
29 2 3 0.00491934
14 1 4 3.61189e-05
16 4 6 0.000232896
17 3 3 0.000225768
2 0 6 1.45679e-05
20 3 4 0.000509237
10 2 3 3.09455e-05
15 0 3 1.84702e-05
17 5 3 0.00031286
5 5 4 7.01092e-05
9 3 4 4.00746e-05
6 5 4 5.93657e-05
31 4 1 0.00538861
29 0 6 0.00531931
