m,n,k,avg,std
12288,256,256,256,0.000129397,0.154889
12289,354,256,256,0.00014251,0.120749
12290,489,256,256,0.000186874,0.118151
12291,676,256,256,0.000234171,0.0799865
12292,934,256,256,0.000257085,0.094028
12293,1290,256,256,0.000316828,0.0747566
12294,1783,256,256,0.000400787,0.0684819
12295,2464,256,256,0.00047732,0.061839
12296,3405,256,256,0.000623144,0.06065
12297,4705,256,256,0.000766891,0.0485011
12298,6502,256,256,0.000967234,0.00510841
12299,8985,256,256,0.00124936,0.0186072
12300,12417,256,256,0.00145351,0.0315214
12301,17159,256,256,0.00186371,0.020811
12302,23712,256,256,0.00237793,0.0129703
12303,32768,256,256,0.0162644,0.0208672
12304,256,354,256,0.000146994,0.204864
12305,354,354,256,0.000162831,0.140037
12306,489,354,256,0.000212634,0.0967808
12307,676,354,256,0.000271062,0.0687165
12308,934,354,256,0.000315415,0.0614217
12309,1290,354,256,0.000400879,0.0566545
12310,1783,354,256,0.000526667,0.055652
12311,2464,354,256,0.000684078,0.0487166
12312,3405,354,256,0.000860371,0.0346978
12313,4705,354,256,0.000979532,0.0823126
12314,6502,354,256,0.00121579,0.0271484
12315,8985,354,256,0.00146397,0.0209139
12316,12417,354,256,0.00192978,0.0176604
12317,17159,354,256,0.00249386,0.0142282
12318,23712,354,256,0.00346848,0.0126302
12319,32768,354,256,0.0186768,0.0291267
12320,256,489,256,0.00021994,0.0820174
12321,354,489,256,0.000263137,0.0611933
12322,489,489,256,0.000336477,0.0403934
12323,676,489,256,0.000428187,0.0513743
12324,934,489,256,0.000443636,0.0544189
12325,1290,489,256,0.000573969,0.0479433
12326,1783,489,256,0.000792165,0.0396236
12327,2464,489,256,0.00101808,0.00640208
12328,3405,489,256,0.00134249,0.0346935
12329,4705,489,256,0.00125579,0.00963356
12330,6502,489,256,0.00158031,0.0202899
12331,8985,489,256,0.00208023,0.00352142
12332,12417,489,256,0.00262857,0.00999453
12333,17159,489,256,0.0035449,0.00998321
12334,23712,489,256,0.00468188,0.00434972
12335,32768,489,256,0.0297535,0.0397872
12336,256,676,256,0.000244061,0.0824488
12337,354,676,256,0.000261758,0.0795571
12338,489,676,256,0.00030205,0.0630217
12339,676,676,256,0.000386938,0.0620142
12340,934,676,256,0.00050098,0.0591258
12341,1290,676,256,0.000690754,0.0497752
12342,1783,676,256,0.000892202,0.0252303
12343,2464,676,256,0.00111283,0.01914
12344,3405,676,256,0.00145156,0.0165128
12345,4705,676,256,0.00151855,0.0621054
12346,6502,676,256,0.0019407,0.0979219
12347,8985,676,256,0.00281996,0.137759
12348,12417,676,256,0.00315346,0.00802658
12349,17159,676,256,0.00410876,0.00621135
12350,23712,676,256,0.00543849,0.00735987
12351,32768,676,256,0.0145081,0.0391489
12352,256,934,256,0.000278788,0.0690669
12353,354,934,256,0.000324214,0.0850536
12354,489,934,256,0.000385039,0.0552468
12355,676,934,256,0.000484417,0.0531129
12356,934,934,256,0.000631279,0.0484116
12357,1290,934,256,0.000800871,0.0308114
12358,1783,934,256,0.00102498,0.00936898
12359,2464,934,256,0.00134883,0.070532
12360,3405,934,256,0.00170842,0.0118271
12361,4705,934,256,0.0022267,0.0133851
12362,6502,934,256,0.00294281,0.004386
12363,8985,934,256,0.00393266,0.00446523
12364,12417,934,256,0.0051419,0.00455711
12365,17159,934,256,0.00714456,0.0044682
12366,23712,934,256,0.00954014,0.00123685
12367,32768,934,256,0.038048,0.0277184
12368,256,1290,256,0.000308735,0.0862689
12369,354,1290,256,0.000357463,0.0822724
