m,n,k,avg,std
192,256,256,256,0.000140328,0.142607
193,1290,256,256,0.000316904,0.0919311
194,6502,256,256,0.000934626,0.0314492
195,32768,256,256,0.0152689,0.00826824
196,256,1290,256,0.000306064,0.0706324
197,1290,1290,256,0.000840793,0.0395035
198,6502,1290,256,0.00308402,0.0422394
199,32768,1290,256,0.0512613,0.0266962
200,256,6502,256,0.0012926,0.0307043
201,1290,6502,256,0.00297458,0.00664579
202,6502,6502,256,0.0121784,0.00222883
203,32768,6502,256,0.149231,0.0163634
204,256,32768,256,0.00554108,0.00393436
205,1290,32768,256,0.0131668,0.00939897
206,6502,32768,256,0.0548955,0.00316337
207,32768,32768,256,0.613729,0.0164472
208,256,256,1290,0.000652435,0.071002
209,1290,256,1290,0.00308769,0.00505311
210,6502,256,1290,0.0112565,0.00291929
211,32768,256,1290,0.0578974,0.0165322
212,256,1290,1290,0.00145655,0.0180055
213,1290,1290,1290,0.00369402,0.0268395
214,6502,1290,1290,0.0143694,0.00346348
215,32768,1290,1290,0.367619,0.0388974
216,256,6502,1290,0.00643044,0.0146223
217,1290,6502,1290,0.0129769,0.0011405
218,6502,6502,1290,0.0585162,0.00181243
219,32768,6502,1290,0.95493,0.116443
220,256,32768,1290,0.0291437,0.00971367
221,1290,32768,1290,0.0585852,0.00315528
222,6502,32768,1290,0.272907,0.00371289
223,32768,32768,1290,4.3981,0.040774
224,256,256,6502,0.00135008,0.0306292
225,1290,256,6502,0.0121709,0.00453313
226,6502,256,6502,0.0487794,0.0051061
227,32768,256,6502,0.233548,0.0187622
228,256,1290,6502,0.00433947,0.00883753
229,1290,1290,6502,0.0177284,0.0129521
230,6502,1290,6502,0.0716429,0.00592023
231,32768,1290,6502,2.05389,0.00947171
232,256,6502,6502,0.031585,0.00160676
233,1290,6502,6502,0.0597188,0.00395624
234,6502,6502,6502,0.274527,0.00172189
235,32768,6502,6502,5.67602,0.0457205
236,256,32768,6502,0.14785,0.0019148
237,1290,32768,6502,0.292695,0.0010813
238,6502,32768,6502,1.36705,0.00110658
239,32768,32768,6502,25.4453,0.0242512
240,256,256,32768,0.00786274,0.0231681
241,1290,256,32768,0.0755702,0.00280721
242,6502,256,32768,0.244539,0.0369018
243,32768,256,32768,1.15566,0.00739374
244,256,1290,32768,0.0376573,0.0264555
245,1290,1290,32768,0.321458,0.00384346
246,6502,1290,32768,0.59177,0.00321252
247,32768,1290,32768,10.275,0.00617593
248,256,6502,32768,0.775904,0.00348799
249,1290,6502,32768,0.640014,0.00490296
250,6502,6502,32768,1.56369,0.00331755
251,32768,6502,32768,22.9748,0.00476762
252,256,32768,32768,3.13893,0.00461861
253,1290,32768,32768,3.40585,0.00483872
254,6502,32768,32768,7.72992,0.00128516
255,32768,32768,32768,116.767,0.0284806
