node ppn nthreads layout dset gset zsetx zsety zsetz groups quad zonex zoney zonez legendre solver k1 k2 k3 k4 k5 Solver k7 SweepSolver k9
0 16 32 4 4 16 4 1 1 1 32 32 16 16 16 3 1 0.107845 0.00299073 0.00414327 0.0196644 0.00489842 0.077453 0.0005947 0.0416126 0.0133604
0 16 32 4 2 8 1 2 2 2 8 8 16 16 16 3 0 0.10872 0.0025027 0.00305808 0.0240292 0.00280833 0.0691247 0.00144015 0.0312846 0.006771
0 16 32 4 0 8 8 1 1 1 64 8 24 24 24 0 0 0.0718744 0.00171003 0.00318661 0.00431225 0.00567587 0.0679076 0.000621001 0.0477135 0.00934192
0 16 32 4 3 24 4 1 1 1 8 24 24 24 24 4 0 0.0787798 0.00286689 0.00710627 0.00942786 0.00288613 0.091602 0.00061224 0.0647847 0.0131331
0 16 32 4 1 8 1 2 2 2 8 8 16 16 16 0 1 0.0803752 0.00177659 0.00232859 0.0124543 0.00219354 0.0440436 0.000364976 0.02145 0.00771719
0 16 32 4 3 8 4 2 2 2 48 8 16 16 16 4 0 0.0920479 0.00625568 0.0101424 0.0234192 0.0185134 0.179907 0.000916017 0.118394 0.0286799
0 16 32 4 5 8 2 1 1 1 16 24 24 24 24 3 1 0.0793658 0.00180493 0.00226559 0.0112957 0.00347793 0.0372187 9.4078e-05 0.0159657 0.0074233
0 16 32 4 2 8 1 2 2 2 16 8 16 16 16 1 0 0.0859473 0.0027348 0.00256283 0.0227628 0.00227146 0.0678944 0.00180738 0.0320804 0.00723796
0 16 32 4 2 24 2 1 1 1 16 24 24 24 24 3 1 0.0890521 0.00282941 0.00422608 0.0136504 0.00423512 0.0632136 0.00101707 0.0329539 0.00863099
0 16 32 4 2 16 8 1 1 1 56 32 16 16 16 0 1 0.0944326 0.00386347 0.00373405 0.0293665 0.0034617 0.12491 0.0011364 0.0794195 0.0168285
0 16 32 4 3 24 2 1 1 1 16 24 24 24 24 4 1 0.0932085 0.00292148 0.00936101 0.0261577 0.00488491 0.0751795 0.000696768 0.0269085 0.00784981
0 16 32 4 5 8 8 1 1 1 8 8 16 16 16 2 1 0.0962204 0.00153854 0.00152473 0.0202342 0.00323144 0.0583427 0.000200405 0.0291762 0.0120941
0 16 32 4 1 24 2 1 1 1 24 24 24 24 24 3 0 0.0990696 0.00259987 0.00390898 0.0113379 0.00668785 0.0676298 0.000186543 0.0396846 0.011097
0 16 32 4 2 8 8 1 1 1 16 24 24 24 24 3 1 0.100766 0.00292133 0.0033957 0.0157505 0.00453786 0.0665455 0.00134412 0.0349455 0.00954499
0 16 32 4 3 24 8 1 1 1 64 24 24 24 24 3 1 0.110211 0.00816286 0.0219656 0.0673006 0.0349839 0.302132 0.000662478 0.164979 0.0296826
0 16 32 4 5 8 2 1 1 1 8 32 16 16 16 0 1 0.10022 0.00118901 0.000532365 0.00545745 0.00172098 0.0238797 9.3527e-05 0.0120422 0.00503554
0 16 32 4 1 16 2 1 1 1 8 16 16 16 16 0 0 0.10389 0.00194211 0.00131538 0.00659534 0.00196401 0.040453 0.000431633 0.0239463 0.00454612
0 16 32 4 5 24 2 1 1 1 8 24 24 24 24 3 1 0.106533 0.0018477 0.00309643 0.0147966 0.00260285 0.0555201 9.6222e-05 0.0298116 0.0135091
0 16 32 4 0 24 1 1 1 1 32 24 24 24 24 3 1 0.105423 0.0025678 0.00327817 0.0192091 0.00821971 0.0639076 0.000360096 0.0253029 0.00710899
0 16 32 4 5 8 8 1 1 1 24 8 8 8 8 0 1 0.110099 0.00171904 0.00144671 0.0162893 0.0030687 0.0532034 0.000214337 0.0279556 0.0102085
0 16 32 4 4 16 1 1 1 1 24 16 16 16 16 2 0 0.108975 0.00112035 0.00171616 0.010968 0.00196952 0.0409716 0.00081478 0.0202599 0.00354303
0 16 32 4 5 8 8 1 1 1 8 24 8 8 8 0 0 0.113517 0.00171207 0.00175379 0.00552357 0.00325117 0.062031 0.000229221 0.0466985 0.00945994
0 16 32 4 0 8 2 2 2 2 32 8 16 16 16 0 0 0.116154 0.00301975 0.0040403 0.0202865 0.00402252 0.0986842 0.000828011 0.0628351 0.0137332
0 16 32 4 5 8 1 2 2 2 8 8 16 16 16 3 1 0.107231 0.00164977 0.00152013 0.0159691 0.00221094 0.0474015 0.000222076 0.0230135 0.00911425
0 16 32 4 3 24 4 1 1 1 48 24 24 24 24 4 0 0.0742007 0.00884139 0.0345035 0.0124804 0.0387679 0.17088 0.000365177 0.0715703 0.0208893
0 16 32 4 1 8 1 1 1 1 8 32 16 16 16 2 0 0.0691966 0.00106461 0.00190463 0.00323941 0.00185945 0.0292563 0.000328461 0.0162676 0.00159483
0 16 32 4 5 8 1 2 2 2 8 32 16 16 16 0 1 0.0741777 0.00147304 0.0013251 0.0202212 0.00137927 0.0561095 0.000179727 0.0288607 0.00940346
0 16 32 4 4 24 4 1 1 1 24 24 24 24 24 1 0 0.0774391 0.00365866 0.00484311 0.0120946 0.00410682 0.0980201 0.000602078 0.0692013 0.0318541
0 16 32 4 2 8 8 1 1 1 64 16 16 16 16 4 1 0.0781983 0.00400169 0.0038749 0.0240052 0.0189491 0.0915148 0.00125811 0.0353995 0.00869946
0 16 32 4 5 8 2 2 2 2 16 16 16 16 16 2 1 0.0820523 0.00301871 0.00299898 0.0199267 0.0031496 0.0884999 0.000351055 0.0569133 0.0187806
0 16 32 4 2 8 2 1 1 1 16 8 8 8 8 1 0 0.0776178 0.00186302 0.00241842 0.0024362 0.00200308 0.0304837 0.00133751 0.0166933 0.00202576
0 16 32 4 3 16 8 1 1 1 48 32 16 16 16 1 0 0.086311 0.00331991 0.00402444 0.00837675 0.00487369 0.111319 0.000688618 0.086207 0.0175988
0 16 32 4 4 8 8 1 1 1 8 16 16 16 16 3 0 0.0839709 0.00238712 0.00244277 0.00682436 0.00301792 0.0730247 0.00114606 0.0529594 0.0126779
0 16 32 4 0 8 2 2 2 2 32 8 16 16 16 0 0 0.0895784 0.00319709 0.00380058 0.0212755 0.0039146 0.0994219 0.000807794 0.06238 0.0137707
0 16 32 4 0 16 4 1 1 1 16 16 16 16 16 0 1 0.0876371 0.00201665 0.0034247 0.0189822 0.00298995 0.0599837 0.00057813 0.0278674 0.00742609
0 1 64 1 0 16 1 1 1 1 24 16 16 16 16 4 1 0.0422883 0.00561617 0.0082878 0.000848167 0.0505045 0.0900462 0.000615175 0.0179814 0.0096724
0 1 64 1 0 16 2 1 1 1 32 16 16 16 16 4 1 0.0429375 0.00689147 0.0086737 0.0404411 0.0835152 0.174817 0.000330115 0.0285704 0.0148337
0 1 64 1 4 8 2 1 1 1 8 24 16 16 16 3 0 0.0416836 0.0054329 0.00784549 0.00555923 0.00674354 0.0507288 0.000816412 0.0189987 0.00778971
0 1 64 1 1 8 8 2 2 2 32 8 16 16 16 2 1 0.0559781 0.0116767 0.0120308 0.0777269 0.060299 0.57891 0.00105101 0.411985 0.0494727
0 1 64 1 5 16 1 1 1 1 16 16 16 16 16 3 0 0.0411623 0.00581819 0.00918179 0.0055321 0.0152524 0.0656335 0.000115477 0.0250894 0.00896458
0 1 64 1 0 8 1 2 2 2 16 8 16 16 16 0 0 0.0439267 0.00152865 0.00285723 0.0140475 0.00364319 0.0499156 0.000964235 0.0211542 0.00936259
0 1 64 1 3 8 1 2 2 2 16 8 16 16 16 2 0 0.0448856 0.00246581 0.00596118 0.0162812 0.0101467 0.0628462 0.000783947 0.0219424 0.0104917
0 1 64 1 3 24 8 1 1 1 16 24 24 24 24 3 1 0.0531516 0.0286514 0.0820758 0.0581537 0.0478467 0.467685 0.000490808 0.244234 0.0817666
0 1 64 1 0 8 1 1 1 1 24 32 8 8 8 2 1 0.041616 0.00180361 0.00267088 0.00140926 0.00437618 0.0304356 0.00089734 0.0129276 0.00576417
0 1 64 1 2 16 1 1 1 1 8 16 16 16 16 2 1 0.0486199 0.00206535 0.00200841 0.00540984 0.00389466 0.034609 0.00137986 0.0141908 0.00600753
0 1 64 1 2 16 2 1 1 1 24 16 16 16 16 0 1 0.0465321 0.00207446 0.00195371 0.0094254 0.00415812 0.0549369 0.00183235 0.0295615 0.0140677
0 1 64 1 3 8 1 2 2 2 24 32 16 16 16 1 1 0.0454658 0.00667471 0.00638854 0.0452457 0.00989262 0.171708 0.000827287 0.0974455 0.0251926
0 1 64 1 2 8 4 2 2 2 16 8 16 16 16 1 0 0.0505721 0.00414063 0.00406404 0.0137528 0.00869483 0.11289 0.00142695 0.0758791 0.0247225
0 1 64 1 5 8 2 2 2 2 48 8 16 16 16 3 1 0.0467255 0.0112057 0.0151539 0.0147163 0.131969 0.289153 0.000377154 0.111605 0.0272382
0 1 64 1 3 24 4 1 1 1 16 24 24 24 24 3 0 0.0525427 0.0274335 0.0811141 0.0139204 0.0446337 0.289291 0.000759511 0.115239 0.0505268
0 1 64 1 0 16 2 1 1 1 16 32 16 16 16 3 0 0.0463826 0.00452578 0.00582594 0.0068956 0.0149772 0.0653882 0.000681268 0.0263119 0.0140573
0 1 64 1 0 8 4 1 1 1 16 16 8 8 8 3 1 0.0429291 0.00162731 0.00260388 0.00599251 0.00454957 0.0364583 0.000969677 0.014353 0.00499814
0 1 64 1 5 8 1 2 2 2 16 8 16 16 16 1 0 0.0442267 0.00172603 0.00218862 0.0182657 0.00495778 0.0514632 0.000145407 0.0200236 0.0105268
0 1 64 1 5 8 1 2 2 2 40 16 16 16 16 0 0 0.0484655 0.00370512 0.00296691 0.0263155 0.00993856 0.0801259 0.000186592 0.0324537 0.0201391
0 1 64 1 1 16 1 1 1 1 8 16 16 16 16 1 1 0.0449091 0.00208599 0.00189348 0.0039058 0.00325088 0.0315204 0.000455185 0.0142557 0.00623711
0 1 64 1 3 8 2 2 2 2 56 8 16 16 16 0 1 0.0461932 0.00378749 0.0040577 0.0497938 0.0186522 0.206029 0.00114718 0.123173 0.0282203
0 1 64 1 2 16 4 1 1 1 40 32 16 16 16 2 0 0.0460154 0.00619367 0.00727061 0.00960483 0.048271 0.14235 0.000626423 0.0645986 0.0332272
0 1 64 1 4 16 2 1 1 1 8 16 16 16 16 1 0 0.0418936 0.00208029 0.00294209 0.00498252 0.00294763 0.039945 0.00090222 0.0204774 0.009012
0 1 64 1 1 16 8 1 1 1 64 16 16 16 16 0 1 0.0478295 0.00442488 0.00429241 0.0309181 0.0189762 0.224539 0.000572387 0.159871 0.0424384
0 1 64 1 0 16 8 1 1 1 8 32 16 16 16 3 0 0.0442 0.00342646 0.00486343 0.00626786 0.00662287 0.084706 0.000995206 0.0563852 0.0168913
0 1 64 1 0 16 8 1 1 1 16 32 16 16 16 3 1 0.0452915 0.00533991 0.00670073 0.0506861 0.0177453 0.185855 0.000850882 0.098574 0.0245161
0 1 64 1 4 8 2 1 1 1 56 24 8 8 8 3 0 0.0420051 0.00197614 0.00294854 0.0042153 0.0201954 0.0563222 0.000307863 0.0225648 0.00634942
0 1 64 1 5 16 8 1 1 1 8 16 16 16 16 0 0 0.045202 0.00220582 0.00230833 0.00786238 0.00308826 0.0795815 0.000133388 0.0596193 0.0288995
0 1 64 1 5 8 8 2 2 2 16 32 16 16 16 2 1 0.0541619 0.0108139 0.0108055 0.146156 0.0244884 0.808534 0.000719397 0.612542 0.0819888
0 1 64 1 5 8 1 1 1 1 16 16 8 8 8 4 1 0.0439971 0.0014312 0.00186747 0.00143816 0.00399091 0.0251732 5.2832e-05 0.0101267 0.00396763
0 1 64 1 3 24 4 1 1 1 8 24 24 24 24 2 1 0.045282 0.0071937 0.0259093 0.0193224 0.00817774 0.148622 0.000442936 0.0829585 0.0403905
0 1 64 1 1 8 1 2 2 2 16 24 16 16 16 3 1 0.0449299 0.00554479 0.00637989 0.0267408 0.0165324 0.122604 0.000615907 0.0610591 0.0178747
0 1 64 1 5 16 4 1 1 1 48 16 16 16 16 1 0 0.0443421 0.00587348 0.00884424 0.0100948 0.0335913 0.11653 0.00018546 0.0536216 0.0271849
0 1 64 1 4 8 2 1 1 1 8 16 16 16 16 2 1 0.0425073 0.0028325 0.00328313 0.00521995 0.00428011 0.0372397 0.000900788 0.0155043 0.00745963
0 1 64 1 4 16 1 1 1 1 32 16 16 16 16 2 1 0.0451373 0.00370902 0.00412213 0.0177461 0.0277955 0.0848311 0.000783877 0.0245327 0.0118699
0 1 64 1 3 24 2 1 1 1 24 24 24 24 24 1 0 0.0482854 0.0125348 0.0373663 0.0219495 0.0266838 0.232774 0.000615808 0.12567 0.0679898
0 1 64 1 1 16 1 1 1 1 32 32 16 16 16 3 0 0.0431412 0.0107461 0.0122075 0.016445 0.0482561 0.121451 0.000329604 0.0261336 0.0199019
0 1 64 1 2 16 1 1 1 1 56 32 16 16 16 2 0 0.0434817 0.00742548 0.00917417 0.0314303 0.0930193 0.201262 0.0003923 0.050558 0.039228
0 1 64 1 3 24 4 1 1 1 16 24 24 24 24 1 0 0.0467449 0.00918606 0.0257006 0.0170226 0.0139406 0.145264 0.000413569 0.0739733 0.0508648
0 1 64 1 2 16 8 1 1 1 8 16 16 16 16 2 0 0.0444398 0.00308393 0.00304916 0.00528854 0.00506136 0.0725706 0.00140775 0.0485432 0.0148668
0 1 64 1 4 16 4 1 1 1 32 16 16 16 16 1 0 0.0420013 0.00404164 0.00573959 0.00767204 0.0173616 0.0793717 0.000393683 0.0395754 0.0217571
0 1 64 1 0 24 4 1 1 1 24 24 24 24 24 0 0 0.0456976 0.00277861 0.00380776 0.0143954 0.00768933 0.108991 0.000942203 0.0705738 0.0472275
0 1 64 1 4 24 1 1 1 1 8 24 24 24 24 3 0 0.0436755 0.0118676 0.0184846 0.0108767 0.0142527 0.0924779 0.000510724 0.0301272 0.0187337
0 1 64 1 3 8 4 2 2 2 64 24 16 16 16 3 0 0.0583507 0.0348205 0.0476405 0.0233619 0.219195 0.465717 0.00063897 0.134375 0.0589323
0 1 64 1 0 16 1 1 1 1 48 16 16 16 16 4 0 0.0446049 0.00948759 0.0149812 0.0135983 0.184266 0.25878 0.000327268 0.0272831 0.0179132
0 1 64 1 0 16 4 1 1 1 8 32 16 16 16 1 1 0.0425662 0.00194181 0.00284112 0.0113978 0.003506 0.0630087 0.00094422 0.0368635 0.0140225
0 1 64 1 1 8 2 2 2 2 64 8 16 16 16 0 0 0.0463308 0.0022372 0.0030338 0.0198699 0.0144516 0.0889781 0.000378276 0.0451091 0.0207102
0 1 64 1 1 16 8 1 1 1 8 32 16 16 16 4 1 0.0519235 0.0249195 0.0420257 0.0408237 0.019211 0.201501 0.000372984 0.0687284 0.0239905
0 1 64 1 0 8 8 2 2 2 8 8 16 16 16 3 1 0.0530862 0.00876581 0.00895864 0.011991 0.026281 0.370997 0.00109512 0.310202 0.0474454
0 1 64 1 0 16 4 1 1 1 16 16 16 16 16 4 1 0.0423921 0.00475712 0.00569627 0.0136204 0.022679 0.0862409 0.000746621 0.0333089 0.0135706
0 1 64 1 3 8 1 1 1 1 64 8 8 8 8 2 0 0.0427061 0.00135111 0.00287829 0.00462457 0.0199189 0.0455885 0.000712362 0.0107156 0.00359844
0 1 64 1 2 16 2 1 1 1 48 16 16 16 16 0 1 0.0430843 0.00226307 0.00211297 0.00872757 0.00921464 0.0753905 0.00138462 0.044509 0.0196204
0 1 64 1 2 16 8 1 1 1 48 16 16 16 16 1 0 0.0486273 0.00364281 0.00416755 0.00777105 0.0350424 0.11119 0.000601503 0.0551421 0.0291598
0 1 64 1 1 24 4 1 1 1 16 24 24 24 24 4 0 0.0478975 0.0488422 0.0913491 0.0109389 0.0942376 0.329882 0.000260924 0.0762798 0.0351944
0 1 64 1 2 8 8 2 2 2 56 8 16 16 16 2 1 0.0555363 0.0128335 0.0135644 0.00753099 0.130187 0.7483 0.00120659 0.579307 0.0561442
0 1 64 1 0 8 4 1 1 1 16 32 16 16 16 3 0 0.0438564 0.0047972 0.00570433 0.00615169 0.0160842 0.0644352 0.000648463 0.0240862 0.014804
0 1 64 1 2 8 2 1 1 1 24 24 8 8 8 2 1 0.0449797 0.00243906 0.00210158 0.00428132 0.0041948 0.0329098 0.00134275 0.0124543 0.00528498
0 1 64 1 3 8 1 1 1 1 24 24 24 24 24 3 0 0.045742 0.0414291 0.0569396 0.022431 0.0977509 0.327744 0.000434968 0.0948016 0.0431056
0 1 64 1 3 8 4 2 2 2 40 8 16 16 16 4 1 0.0514209 0.0126503 0.033376 0.0657689 0.129912 0.449399 0.00081948 0.201506 0.0331287
0 1 64 1 4 8 1 1 1 1 8 16 24 24 24 4 0 0.0428094 0.011841 0.0160607 0.00781601 0.0211272 0.098958 0.000258891 0.0367133 0.0100465
0 1 64 1 0 16 1 1 1 1 24 16 16 16 16 0 0 0.0426341 0.00113785 0.00231467 0.00903968 0.00434776 0.0401713 0.000868725 0.0161539 0.00951662
0 1 64 1 2 8 4 2 2 2 56 32 16 16 16 1 1 0.0587533 0.0127364 0.0121148 0.123381 0.0497826 0.883853 0.00110386 0.679607 0.0799931
0 1 64 1 2 8 8 1 1 1 8 8 8 8 8 4 1 0.0414763 0.0028949 0.00259953 0.00987339 0.00344135 0.0463341 0.00142271 0.0198691 0.00576563
0 1 64 1 1 16 1 1 1 1 16 16 16 16 16 1 0 0.0435177 0.00164616 0.00241594 0.0063639 0.00586929 0.0353666 0.000477427 0.0128277 0.00707173
0 1 64 1 2 8 4 2 2 2 48 8 16 16 16 0 0 0.046845 0.0046504 0.00434699 0.0172373 0.0135558 0.127418 0.00147019 0.0807099 0.0322643
0 1 64 1 1 16 2 1 1 1 8 16 16 16 16 3 1 0.042642 0.00508513 0.00720379 0.00930542 0.00717995 0.0517846 0.00028896 0.0178154 0.00768018
0 1 64 1 5 24 4 1 1 1 32 24 24 24 24 1 0 0.0508703 0.0198388 0.0302169 0.0267783 0.0518789 0.276608 0.000275529 0.13986 0.084165
0 1 64 1 5 16 2 1 1 1 24 16 16 16 16 4 1 0.0446557 0.011727 0.0196239 0.00390723 0.0490821 0.118476 0.000147643 0.0298457 0.016866
0 1 64 1 2 16 2 1 1 1 8 32 16 16 16 4 0 0.0422835 0.00335056 0.00443071 0.00587258 0.00705465 0.0445399 0.00120922 0.0158255 0.0085545
0 1 64 1 0 16 2 1 1 1 8 16 16 16 16 2 1 0.0431013 0.00166252 0.00312429 0.008558 0.00504398 0.0440212 0.000868803 0.0188534 0.00762975
0 1 64 1 3 16 1 1 1 1 64 16 16 16 16 3 1 0.0441792 0.023305 0.0661953 0.0902287 0.221011 0.455515 0.000336461 0.0464904 0.0321123
0 1 64 1 2 24 2 1 1 1 32 24 24 24 24 4 0 0.0472607 0.0285443 0.0373198 0.0317621 0.227103 0.446454 0.000667366 0.100165 0.0552767
0 1 64 1 5 8 4 2 2 2 8 8 16 16 16 4 0 0.0465329 0.00452749 0.00558238 0.0177418 0.00975657 0.120616 0.0003754 0.0783185 0.0344646
0 1 64 1 4 24 2 1 1 1 16 24 24 24 24 0 1 0.0460733 0.00360857 0.00406131 0.0184755 0.00451088 0.134185 0.000596171 0.0963515 0.0573705
0 1 64 1 0 24 4 1 1 1 16 24 24 24 24 1 0 0.0461737 0.0037981 0.00436233 0.0114175 0.0104295 0.105267 0.000942454 0.0678415 0.0337742
0 1 64 1 4 8 2 1 1 1 16 16 24 24 24 0 0 0.0510501 0.00301797 0.00285993 0.0131593 0.00497294 0.0651787 0.000928332 0.0333494 0.0203923
0 1 64 1 5 8 1 1 1 1 32 16 8 8 8 4 1 0.0405063 0.00226597 0.00243512 0.00175835 0.0109386 0.0330124 8.2862e-05 0.0103615 0.00436293
0 1 64 1 2 8 8 2 2 2 16 8 16 16 16 2 0 0.0570156 0.00719028 0.0076682 0.0152446 0.0251954 0.24377 0.00161499 0.182561 0.0453994
0 1 64 1 2 8 2 2 2 2 56 8 16 16 16 0 0 0.0494606 0.00346083 0.00316432 0.0192146 0.0135148 0.0964478 0.00140321 0.0503817 0.0235393
0 1 64 1 5 8 1 1 1 1 8 8 8 8 8 3 1 0.0413917 0.000755471 0.00077214 0.00203379 0.00223992 0.0216305 6.5001e-05 0.0104824 0.00439109
0 1 64 1 4 8 8 2 2 2 8 32 16 16 16 3 0 0.0540434 0.0211667 0.0285288 0.018154 0.0260231 0.305648 0.00116999 0.206586 0.0721565
0 1 64 1 2 24 2 1 1 1 8 24 24 24 24 4 1 0.0439777 0.00734543 0.00803159 0.0169374 0.0153087 0.100995 0.000912825 0.0456939 0.0257932
0 1 64 1 5 24 4 1 1 1 8 24 24 24 24 0 0 0.0479103 0.00457945 0.00511061 0.0141978 0.00345414 0.0988089 0.000152694 0.0676317 0.0444659
0 1 64 1 0 8 4 1 1 1 56 24 16 16 16 4 0 0.0454977 0.020076 0.0191688 0.0119567 0.275626 0.381199 0.000370288 0.0428455 0.035072
0 1 64 1 4 16 4 1 1 1 16 16 16 16 16 4 1 0.0426722 0.0105141 0.019425 0.0331782 0.0307048 0.142314 0.000694079 0.0424833 0.0219013
0 1 64 1 2 8 8 2 2 2 32 16 16 16 16 0 1 0.0540774 0.00765253 0.00709263 0.0722984 0.0197144 0.707282 0.00169453 0.593512 0.0597142
0 1 64 1 0 8 2 1 1 1 8 8 24 24 24 1 1 0.0416175 0.00133928 0.00228101 0.00773554 0.00468144 0.0382643 0.000929826 0.0152901 0.00667075
0 1 64 1 4 16 1 1 1 1 8 32 16 16 16 3 1 0.0402867 0.00532495 0.00714562 0.0069213 0.00566784 0.0478759 0.000724559 0.0167341 0.00845557
0 1 64 1 0 8 2 2 2 2 8 24 16 16 16 3 0 0.0444772 0.0047965 0.00610479 0.0158037 0.0069723 0.0753041 0.000933985 0.035205 0.0164327
0 1 64 1 0 8 8 1 1 1 16 16 8 8 8 1 1 0.0419594 0.00159504 0.00299591 0.00865693 0.00388193 0.0486911 0.000893711 0.0245345 0.00714252
0 1 64 1 0 24 4 1 1 1 56 24 24 24 24 3 0 0.0495417 0.0267661 0.0345064 0.0248543 0.41584 0.695342 0.000518211 0.164758 0.0977065
0 1 64 1 2 8 8 2 2 2 16 16 16 16 16 4 1 0.0543222 0.012641 0.0146813 0.109992 0.042296 0.599368 0.00169192 0.41324 0.0507295
0 1 64 1 2 8 1 1 1 1 48 8 8 8 8 1 0 0.0412871 0.00184424 0.00165133 0.00356434 0.00642745 0.0285922 0.00145614 0.00807773 0.00303468
0 1 64 1 3 8 2 2 2 2 8 24 16 16 16 2 0 0.0467755 0.00367457 0.00483496 0.0158417 0.00503548 0.0732899 0.00142329 0.0380863 0.0155709
0 1 64 1 5 24 1 1 1 1 8 24 24 24 24 2 0 0.0439454 0.0068689 0.0135841 0.0209603 0.00786774 0.082573 0.000119206 0.0281993 0.0191222
0 1 64 1 0 8 2 2 2 2 8 16 16 16 16 4 0 0.0457877 0.00527763 0.00707834 0.0118223 0.00954166 0.082261 0.000887568 0.0426845 0.0155893
0 1 64 1 4 24 8 1 1 1 64 24 24 24 24 1 1 0.0597869 0.0290105 0.0397244 0.102145 0.210589 1.08872 0.000770026 0.68793 0.204353
0 1 64 1 5 16 4 1 1 1 64 16 16 16 16 3 1 0.0492485 0.0227866 0.0316508 0.0617676 0.21462 0.431462 0.000215831 0.0930279 0.0416047
0 1 64 1 1 16 2 1 1 1 64 16 16 16 16 1 0 0.0449507 0.00376525 0.00461377 0.00810754 0.0517108 0.11278 0.000262408 0.0381302 0.0224918
0 1 64 1 4 16 8 1 1 1 64 16 16 16 16 1 1 0.0521664 0.00726824 0.00918758 0.0827341 0.0684547 0.346845 0.00077617 0.172997 0.0576028
0 1 64 1 4 8 1 1 1 1 16 8 8 8 8 3 1 0.040541 0.0011434 0.00155894 0.00247386 0.00340597 0.0254811 0.00094032 0.00981396 0.00374922
0 1 64 1 1 8 2 2 2 2 16 8 16 16 16 4 0 0.0469653 0.00512062 0.00697288 0.0139133 0.0282006 0.0987902 0.000565862 0.0384295 0.0131211
0 1 64 1 5 8 1 1 1 1 8 16 8 8 8 0 0 0.0456454 0.000490888 0.000613251 0.00278671 0.00176621 0.0192106 5.6201e-05 0.00777907 0.00177202
0 1 64 1 0 8 1 2 2 2 16 16 16 16 16 0 0 0.0459488 0.00171926 0.00261843 0.0194176 0.00396602 0.0578922 0.000952047 0.023506 0.0129439
0 1 64 1 0 8 1 1 1 1 40 8 8 8 8 3 1 0.0421745 0.00157545 0.00262174 0.00331886 0.0128251 0.0375652 0.000867821 0.010426 0.00425681
0 1 64 1 2 16 4 1 1 1 48 16 16 16 16 2 0 0.0447009 0.00404618 0.00546148 0.00824826 0.0683879 0.126282 0.000427049 0.0348363 0.0217312
0 1 64 1 2 8 4 2 2 2 8 24 16 16 16 2 1 0.047948 0.0058227 0.0059708 0.057271 0.00669257 0.215806 0.000919903 0.134624 0.0280913
0 1 64 1 2 8 2 1 1 1 24 16 24 24 24 4 1 0.0494723 0.0128121 0.0148193 0.0355971 0.127091 0.243928 0.000387899 0.0393993 0.0249611
0 1 64 1 2 8 4 1 1 1 32 16 8 8 8 3 0 0.0419897 0.00268584 0.0031227 0.00276083 0.00933069 0.0424035 0.00128294 0.0171071 0.00477118
0 1 64 1 1 8 1 1 1 1 8 16 16 16 16 2 0 0.0433597 0.00263505 0.00268594 0.00278547 0.00437574 0.0317488 0.000525829 0.0117492 0.00422839
0 1 64 1 4 24 1 1 1 1 48 24 24 24 24 2 0 0.0425899 0.022418 0.0301702 0.0388015 0.187149 0.389977 0.000451015 0.0884007 0.0784953
0 1 64 1 5 16 8 1 1 1 8 16 16 16 16 3 1 0.0445286 0.00425805 0.00533738 0.0289949 0.00602336 0.119938 0.000144214 0.0700924 0.0307843
0 1 64 1 1 16 2 1 1 1 8 16 16 16 16 3 1 0.0428954 0.00463979 0.00659445 0.0149281 0.00678612 0.0565413 0.000490667 0.0172405 0.00695123
0 1 64 1 2 8 2 1 1 1 8 8 24 24 24 0 0 0.0425615 0.00172922 0.0016979 0.00387542 0.00273921 0.0330787 0.00153033 0.0154023 0.00611468
0 1 64 1 2 8 2 2 2 2 8 8 16 16 16 2 0 0.0450155 0.00358387 0.00314112 0.0134404 0.0047899 0.0648637 0.00146854 0.0335416 0.0125961
0 1 64 1 5 8 4 1 1 1 16 8 16 16 16 2 0 0.0434985 0.00181899 0.00319856 0.0051095 0.00982951 0.0477665 0.000149736 0.0238672 0.00936881
0 1 64 1 1 16 1 1 1 1 40 32 16 16 16 4 0 0.0443738 0.019595 0.0218023 0.019646 0.11263 0.241269 0.000240437 0.0577281 0.0235743
0 1 64 1 4 24 1 1 1 1 8 24 24 24 24 3 0 0.0438964 0.0140276 0.0210178 0.0179279 0.0144993 0.099518 0.000489174 0.0254494 0.0201654
0 1 64 1 4 8 4 1 1 1 48 8 8 8 8 4 0 0.04466 0.0018532 0.00282446 0.00227557 0.0276449 0.0646002 0.00111502 0.0230357 0.0056014
0 1 64 1 0 16 2 1 1 1 8 32 16 16 16 0 1 0.0428027 0.00144905 0.00215809 0.0102281 0.00305479 0.0474363 0.00140552 0.0233346 0.0105023
0 1 64 1 5 24 8 1 1 1 64 24 24 24 24 0 1 0.0591481 0.0342223 0.0327078 0.0760424 0.0915566 0.977276 0.000492812 0.726795 0.227412
0 1 64 1 4 8 8 2 2 2 8 8 16 16 16 1 1 0.0536266 0.00721575 0.00820726 0.094516 0.0185308 0.400079 0.00131575 0.265492 0.0656064
0 1 64 1 0 8 1 1 1 1 24 32 16 16 16 4 0 0.0428685 0.0095066 0.0106048 0.0104096 0.0473763 0.119872 0.000260905 0.0351816 0.017484
0 1 64 1 2 24 2 1 1 1 8 24 24 24 24 2 1 0.0411721 0.00387727 0.0040292 0.0284305 0.00642468 0.0978635 0.000370499 0.0498461 0.0266753
0 1 64 1 1 8 8 2 2 2 32 8 16 16 16 3 0 0.0558662 0.0140267 0.0190809 0.016577 0.09979 0.33081 0.000972484 0.177018 0.0533365
