node ppn nthreads layout dset gset zsetx zsety zsetz groups quad zonex zoney zonez legendre solver k1 k2 k3 k4 k5 Solver k7 SweepSolver k9
0 4 32 2 0 24 4 1 1 1 16 24 24 24 24 1 0 0.104061 0.00292895 0.00352238 0.0102029 0.00491484 0.0763474 0.000320291 0.0512327 0.0191643
0 4 32 2 5 8 1 1 1 1 40 8 16 16 16 1 0 0.100586 0.000935146 0.00125109 0.00411761 0.00721451 0.0344518 9.7677e-05 0.0180645 0.00467557
0 4 32 2 4 8 8 2 2 2 16 16 16 16 16 2 1 0.0760325 0.00997391 0.0106582 0.0723268 0.0250151 0.459208 0.00129477 0.337342 0.0787643
0 4 32 2 5 8 2 1 1 1 8 8 8 8 8 4 1 0.0655167 0.000903112 0.000625479 0.00213522 0.00157349 0.0174057 8.5839e-05 0.00921403 0.00426687
0 4 32 2 0 16 1 1 1 1 24 16 16 16 16 2 1 0.0672417 0.00168373 0.00206512 0.00318592 0.00522281 0.0319789 0.00051803 0.0152589 0.00663864
0 4 32 2 1 8 4 2 2 2 16 8 16 16 16 1 1 0.0750132 0.00498304 0.00556964 0.00996406 0.00728539 0.150464 0.00079463 0.119348 0.0292831
0 4 32 2 5 24 1 1 1 1 24 24 24 24 24 3 0 0.0725307 0.0131756 0.0208416 0.0208366 0.030643 0.133954 0.000131265 0.042978 0.0224172
0 4 32 2 1 16 4 1 1 1 64 32 16 16 16 2 1 0.0783855 0.00629522 0.00691325 0.0130128 0.033925 0.158042 0.000232458 0.0934122 0.025347
0 4 32 2 1 8 8 1 1 1 32 24 24 24 24 2 1 0.0797798 0.0137748 0.02297 0.0125232 0.0447296 0.203847 0.000305609 0.104293 0.0465405
0 4 32 2 5 8 2 2 2 2 24 8 16 16 16 0 0 0.0816051 0.0022755 0.00250124 0.0227411 0.00295349 0.0830731 0.000284659 0.0502506 0.0195337
0 4 32 2 1 8 8 2 2 2 40 32 16 16 16 4 0 0.0979782 0.0197637 0.0268694 0.0258675 0.0641372 0.374632 0.00100364 0.234311 0.0605307
0 4 32 2 2 16 2 1 1 1 24 32 16 16 16 4 0 0.0815901 0.00423928 0.00495239 0.00616575 0.0126088 0.0600044 0.000640944 0.0276593 0.00972269
0 4 32 2 2 24 4 1 1 1 48 24 24 24 24 3 1 0.0877131 0.00860127 0.0141069 0.0228591 0.102739 0.324363 0.000391406 0.167396 0.050185
0 4 32 2 3 16 4 1 1 1 40 16 16 16 16 4 1 0.0880925 0.00591841 0.0211272 0.0205143 0.0365789 0.132614 0.000268983 0.0447726 0.0143669
0 4 32 2 5 24 2 1 1 1 8 24 24 24 24 1 1 0.0891756 0.00245517 0.0031461 0.0108749 0.00199276 0.0641939 9.0349e-05 0.0428662 0.0250661
0 4 32 2 4 16 4 1 1 1 8 16 16 16 16 4 0 0.096238 0.00367052 0.0076061 0.00674243 0.00465419 0.065104 0.000351323 0.039543 0.0160543
0 4 32 2 1 24 4 1 1 1 8 24 24 24 24 4 0 0.097324 0.0168908 0.0307453 0.0103639 0.0146355 0.127083 0.00022464 0.0510771 0.0181937
0 4 32 2 5 16 2 1 1 1 40 32 16 16 16 3 1 0.0978117 0.00854229 0.0111008 0.018944 0.0236798 0.111328 0.000120879 0.0452701 0.0206563
0 4 32 2 4 8 8 2 2 2 40 8 16 16 16 3 0 0.114318 0.0102927 0.0123518 0.0252004 0.0475907 0.350215 0.00115362 0.251007 0.0812491
0 4 32 2 0 16 8 1 1 1 8 32 16 16 16 3 1 0.105453 0.00271185 0.00342919 0.0309276 0.00318235 0.0976891 0.000546236 0.0534383 0.0144676
0 4 32 2 4 16 8 1 1 1 8 16 16 16 16 1 1 0.106651 0.00364111 0.00502647 0.0288994 0.00321198 0.11372 0.000546346 0.0696052 0.0314092
0 4 32 2 5 8 1 1 1 1 16 16 16 16 16 1 0 0.105546 0.00108018 0.00120887 0.00475116 0.00258218 0.027355 7.6568e-05 0.014787 0.00483343
0 4 32 2 2 16 2 1 1 1 24 16 16 16 16 3 1 0.10942 0.00235411 0.0025651 0.00692575 0.00888187 0.0458341 0.000868623 0.0207587 0.00798376
0 4 32 2 4 8 1 1 1 1 24 24 8 8 8 3 0 0.0963266 0.000928911 0.00123747 0.00328697 0.00250747 0.023304 0.000942474 0.0109432 0.00237764
0 4 32 2 1 8 8 1 1 1 24 24 16 16 16 0 0 0.104159 0.00217673 0.00211381 0.00530793 0.00293081 0.0521797 0.000360304 0.0364554 0.0119339
0 4 32 2 0 8 1 2 2 2 40 8 16 16 16 0 1 0.101698 0.001919 0.00293616 0.00392142 0.00355073 0.0565142 0.000567866 0.0403639 0.0118683
0 4 32 2 1 8 1 2 2 2 16 8 16 16 16 2 0 0.0664429 0.0014907 0.00190471 0.0166748 0.00348792 0.0510497 0.0003755 0.0244542 0.00792687
0 4 32 2 2 16 4 1 1 1 16 16 16 16 16 0 1 0.0674389 0.00172115 0.00205691 0.0147478 0.00208139 0.0547064 0.000857095 0.0299628 0.00910893
0 4 32 2 0 8 2 2 2 2 64 16 16 16 16 4 0 0.0711641 0.0145644 0.021651 0.0211607 0.0990564 0.23062 0.000448558 0.0695533 0.0255681
0 4 32 2 4 8 1 2 2 2 32 16 16 16 16 4 1 0.0700167 0.00385927 0.00475206 0.0118943 0.02282 0.0968809 0.000391998 0.0499058 0.0146651
0 4 32 2 3 8 4 2 2 2 8 8 16 16 16 3 1 0.0764244 0.0043643 0.00581981 0.0332071 0.00609741 0.143549 0.000760421 0.0909663 0.0234578
0 4 32 2 1 24 4 1 1 1 56 24 24 24 24 2 0 0.0778709 0.012009 0.020434 0.0191639 0.0890828 0.239274 0.000266137 0.0906448 0.0540441
0 4 32 2 3 24 8 1 1 1 24 24 24 24 24 0 1 0.0820133 0.00547757 0.00522038 0.0432385 0.00495556 0.255436 0.000323179 0.193581 0.0542875
0 4 32 2 3 8 8 2 2 2 16 16 16 16 16 0 1 0.0893418 0.00864801 0.00915841 0.0648758 0.0215724 0.429209 0.00127297 0.321761 0.0544775
0 4 32 2 1 16 8 1 1 1 16 16 16 16 16 3 0 0.0821685 0.00526877 0.011129 0.00694556 0.0101964 0.0999425 0.000286854 0.0638407 0.0167445
0 4 32 2 2 24 2 1 1 1 16 24 24 24 24 2 0 0.0824285 0.00313665 0.0034512 0.00966351 0.00753893 0.0597331 0.000608157 0.0313598 0.0146841
0 4 32 2 5 8 2 2 2 2 56 16 16 16 16 1 0 0.0909203 0.00348586 0.00521737 0.0234076 0.0142844 0.110514 0.000296747 0.0618404 0.0250331
0 4 32 2 2 16 4 1 1 1 32 16 16 16 16 4 0 0.0907204 0.0037537 0.00572786 0.00536187 0.0246312 0.0763206 0.000470209 0.0330599 0.0100941
0 4 32 2 3 8 1 2 2 2 48 8 16 16 16 4 1 0.0913647 0.00419716 0.0140471 0.0172174 0.0539603 0.130816 0.000328943 0.0378125 0.0131198
0 4 32 2 5 16 2 1 1 1 8 32 16 16 16 1 1 0.0916316 0.00169817 0.00176555 0.00439163 0.00187026 0.0366783 8.8455e-05 0.024066 0.0122563
0 4 32 2 3 8 1 1 1 1 8 16 8 8 8 4 0 0.0929636 0.000609531 0.00119077 0.00287933 0.00193626 0.019559 0.000649935 0.00849661 0.00142681
0 4 32 2 0 24 1 1 1 1 24 24 24 24 24 0 0 0.0988896 0.00104692 0.00217581 0.0135428 0.0030541 0.0586173 0.00041888 0.0333738 0.0185853
0 4 32 2 0 8 1 1 1 1 32 8 8 8 8 4 1 0.0971707 0.00110489 0.00234041 0.00243273 0.00462499 0.0205741 0.000524114 0.00607527 0.00215889
0 4 32 2 1 8 8 1 1 1 48 16 8 8 8 4 1 0.101567 0.00244402 0.00266917 0.0118081 0.0110631 0.0551146 0.000322175 0.024184 0.00688435
0 4 32 2 0 16 4 1 1 1 16 16 16 16 16 1 1 0.10137 0.00150416 0.00262419 0.0123704 0.00264781 0.0522546 0.000544682 0.0292615 0.00963728
0 4 32 2 2 8 8 1 1 1 16 8 16 16 16 3 1 0.105047 0.00194508 0.0025268 0.0123786 0.005797 0.0515764 0.000984872 0.0244968 0.00765433
0 4 32 2 5 8 8 1 1 1 24 24 16 16 16 4 1 0.1038 0.00602778 0.00693487 0.0148988 0.0151292 0.0948774 0.000213114 0.0490237 0.0207896
0 4 32 2 2 16 1 1 1 1 16 16 16 16 16 0 0 0.103718 0.00105865 0.00130982 0.00517082 0.00174244 0.0259907 0.000871258 0.0122397 0.00401107
0 4 32 2 5 8 1 2 2 2 64 16 16 16 16 4 0 0.11022 0.00922894 0.0145971 0.024065 0.0920467 0.196383 0.000224601 0.0523309 0.0183477
0 4 32 2 4 16 1 1 1 1 16 16 16 16 16 3 1 0.099339 0.0013005 0.00219053 0.00681021 0.00390253 0.0314523 0.000541204 0.0134366 0.00660342
0 4 32 2 1 16 4 1 1 1 8 16 16 16 16 4 0 0.102915 0.00401745 0.00878211 0.00584736 0.00426797 0.0547554 0.000214558 0.0291868 0.00894572
0 4 32 2 4 24 2 1 1 1 8 24 24 24 24 2 0 0.0646386 0.00403604 0.00713778 0.0104614 0.00363286 0.0668113 0.00024185 0.0386407 0.0191328
0 4 32 2 1 16 8 1 1 1 56 32 16 16 16 4 1 0.0719922 0.0215572 0.0249314 0.0308152 0.0873625 0.316936 0.00026358 0.147901 0.0304872
0 4 32 2 4 8 1 1 1 1 16 16 16 16 16 1 1 0.0666579 0.0010298 0.00106257 0.00498983 0.00181429 0.0227363 0.000618602 0.009918 0.00525476
0 4 32 2 0 24 8 1 1 1 8 24 24 24 24 3 1 0.074301 0.00542706 0.00494673 0.0384263 0.00508281 0.171797 0.000373815 0.114475 0.0331737
0 4 32 2 3 24 1 1 1 1 24 24 24 24 24 1 1 0.0731264 0.00451652 0.0140311 0.018314 0.00843899 0.0941421 0.000242462 0.0447803 0.0241339
0 4 32 2 5 16 8 1 1 1 32 16 16 16 16 4 1 0.0757275 0.00657536 0.0102064 0.0210222 0.0241581 0.155282 0.000224881 0.0903565 0.036133
0 4 32 2 1 24 1 1 1 1 16 24 24 24 24 1 1 0.0759431 0.00254206 0.00303554 0.010665 0.00434296 0.0646854 0.00018174 0.0399132 0.0227689
0 4 32 2 2 8 8 1 1 1 24 32 8 8 8 4 0 0.078737 0.00293585 0.00326259 0.00279231 0.00480638 0.0469833 0.00107311 0.0284698 0.00829013
0 4 32 2 2 16 8 1 1 1 32 32 16 16 16 2 0 0.0813383 0.00384 0.00447852 0.00752278 0.0105145 0.0983648 0.000670784 0.0676404 0.02151
0 4 32 2 0 8 4 1 1 1 8 16 16 16 16 1 0 0.0783429 0.000973494 0.00183809 0.00320126 0.0021824 0.0293932 0.000632625 0.0172419 0.00407881
0 4 32 2 0 8 8 2 2 2 48 16 16 16 16 3 0 0.0974889 0.0136606 0.0208731 0.0232243 0.0573067 0.341963 0.00115485 0.222465 0.0582849
0 4 32 2 5 8 8 2 2 2 8 24 16 16 16 4 0 0.0984072 0.00984591 0.00897962 0.0261815 0.019978 0.311174 0.00110527 0.243077 0.0813936
0 8 32 2 3 24 8 1 1 1 16 24 24 24 24 2 0 0.0983278 0.00524291 0.0115055 0.0121208 0.00694787 0.152297 0.00038016 0.113562 0.0261132
0 8 32 2 1 16 1 1 1 1 8 16 16 16 16 0 0 0.0939144 0.000906751 0.000939978 0.00481056 0.00177359 0.0252844 0.000589025 0.0128735 0.00279198
0 8 32 2 1 24 8 1 1 1 64 24 24 24 24 4 1 0.107709 0.0252891 0.0518935 0.0898509 0.197208 0.6413 0.000328351 0.270872 0.0606803
0 8 32 2 0 16 2 1 1 1 24 16 16 16 16 4 1 0.0996773 0.00183943 0.00298413 0.00848244 0.00697225 0.0404023 0.000466381 0.0159652 0.00568205
0 8 32 2 4 8 2 2 2 2 56 32 16 16 16 0 0 0.104599 0.00236687 0.00287087 0.0313678 0.00310818 0.111084 0.000750238 0.0676937 0.0251198
0 8 32 2 1 8 2 2 2 2 56 16 16 16 16 4 1 0.106955 0.00386656 0.00513809 0.0345168 0.0305501 0.162862 0.00038404 0.0858314 0.0154552
0 8 32 2 2 8 1 2 2 2 16 8 16 16 16 4 0 0.10392 0.00288267 0.00513416 0.0172302 0.00487299 0.0626701 0.000899344 0.0284344 0.00687154
0 8 32 2 4 8 8 2 2 2 64 8 16 16 16 0 1 0.12227 0.00827502 0.00863872 0.100381 0.0194279 0.498945 0.00122064 0.358647 0.0701908
0 8 32 2 2 16 2 1 1 1 16 32 16 16 16 3 0 0.106821 0.00186837 0.00231455 0.00592429 0.00314645 0.0378779 0.000904055 0.0203933 0.00574249
0 8 32 2 0 16 2 1 1 1 8 16 16 16 16 0 1 0.108509 0.0012866 0.00205871 0.00570317 0.00190056 0.0283657 0.000614785 0.0134295 0.00462451
0 8 32 2 2 8 4 2 2 2 40 16 16 16 16 3 1 0.118246 0.0092287 0.0127282 0.0359421 0.02272 0.231988 0.000758568 0.148354 0.0276686
0 8 32 2 3 8 2 2 2 2 8 16 16 16 16 3 0 0.0668755 0.00255385 0.0034703 0.0210239 0.00307464 0.0825516 0.000830614 0.049061 0.0135035
0 8 32 2 0 24 2 1 1 1 48 24 24 24 24 1 1 0.0657593 0.00224623 0.0029001 0.0369022 0.0116504 0.120913 0.00031959 0.0618554 0.0209754
0 8 32 2 0 8 1 1 1 1 32 16 8 8 8 0 0 0.0636994 0.000725822 0.00156442 0.00228547 0.00191037 0.0229397 0.000585346 0.0119072 0.00181916
0 8 32 2 1 16 2 1 1 1 56 16 16 16 16 1 1 0.0683166 0.00125652 0.00177435 0.00656722 0.00621376 0.0457933 0.000244788 0.0265284 0.0114838
0 8 32 2 4 24 1 1 1 1 40 24 24 24 24 4 0 0.0694127 0.0089821 0.0116987 0.0194906 0.055417 0.147043 0.000312675 0.0454307 0.0188122
0 8 32 2 4 16 1 1 1 1 32 16 16 16 16 3 0 0.0698102 0.00157529 0.00239197 0.00534081 0.00719329 0.0398582 0.000456107 0.0198001 0.0052687
0 8 32 2 0 8 2 2 2 2 8 24 16 16 16 4 1 0.0766168 0.00403194 0.0044224 0.0176081 0.0034251 0.0789408 0.000584935 0.0458864 0.0128003
0 8 32 2 0 8 2 2 2 2 56 8 16 16 16 2 1 0.0813743 0.00377217 0.00662004 0.0175748 0.0161228 0.10763 0.000636505 0.0601772 0.0157434
0 8 32 2 1 8 1 1 1 1 8 24 16 16 16 0 1 0.0793142 0.00098407 0.00102571 0.001548 0.0015639 0.0173979 0.00033659 0.00824384 0.00378537
0 8 32 2 0 8 4 1 1 1 64 32 8 8 8 2 0 0.0844564 0.00202583 0.00325395 0.00292868 0.00407878 0.0392459 0.000464856 0.0230644 0.00598729
0 8 32 2 5 8 4 1 1 1 40 24 24 24 24 3 1 0.0876915 0.0119079 0.0135602 0.0192113 0.0397034 0.140803 0.000161504 0.0518818 0.024135
0 8 32 2 0 8 4 2 2 2 8 32 16 16 16 4 0 0.096889 0.00643749 0.00827182 0.0204132 0.00662313 0.15034 0.000676548 0.105616 0.0269675
0 8 32 2 1 24 4 1 1 1 8 24 24 24 24 3 0 0.0942433 0.00703457 0.0123419 0.00918098 0.00520384 0.0889766 0.000196908 0.0525757 0.0151609
0 8 32 2 1 8 2 2 2 2 16 8 16 16 16 2 0 0.0958526 0.00281253 0.00295117 0.0209116 0.00375199 0.084165 0.000447147 0.0502998 0.0140986
0 8 32 2 0 24 8 1 1 1 8 24 24 24 24 0 1 0.0987075 0.00352798 0.00443764 0.0403731 0.00322796 0.149876 0.000462552 0.0949322 0.0252262
0 8 32 2 1 24 8 1 1 1 8 24 24 24 24 1 1 0.103174 0.00536625 0.00709093 0.0352986 0.0033363 0.150345 0.00023285 0.097072 0.0277457
0 8 32 2 2 24 8 1 1 1 48 24 24 24 24 3 0 0.106285 0.00869807 0.0112959 0.00812855 0.0507365 0.224926 0.000391569 0.141218 0.035658
0 8 32 2 3 8 1 1 1 1 40 32 16 16 16 1 0 0.0998949 0.00181844 0.00269628 0.0055183 0.00423957 0.0442801 0.000442997 0.0261351 0.00624542
0 8 32 2 4 8 4 2 2 2 24 16 16 16 16 1 0 0.112069 0.00442571 0.00493546 0.0256762 0.00615592 0.163257 0.000850201 0.118693 0.0365903
0 8 32 2 5 16 4 1 1 1 24 16 16 16 16 1 0 0.107053 0.00159855 0.00150287 0.00664889 0.00256713 0.0579359 0.000115497 0.0429788 0.0149861
0 8 32 2 1 8 8 2 2 2 8 32 16 16 16 2 0 0.123198 0.0110157 0.0113386 0.0225332 0.0221062 0.313756 0.00119655 0.243547 0.0536328
0 8 32 2 0 24 2 1 1 1 16 24 24 24 24 3 1 0.111523 0.00306109 0.00307897 0.0199542 0.0065973 0.0714468 0.000493142 0.0345894 0.0126741
0 8 32 2 3 16 4 1 1 1 8 16 16 16 16 3 1 0.105878 0.00176332 0.00272436 0.0144186 0.00191217 0.0451657 0.000634931 0.0206115 0.00649104
0 8 32 2 5 24 2 1 1 1 8 24 24 24 24 4 0 0.0656401 0.00300187 0.00557518 0.0100307 0.0028279 0.0614255 0.000101435 0.0377627 0.014967
0 8 32 2 3 16 4 1 1 1 16 16 16 16 16 3 0 0.0657992 0.0020718 0.0045919 0.00598728 0.00372594 0.0546754 0.000722463 0.03444 0.00907661
0 8 32 2 3 24 4 1 1 1 64 24 24 24 24 1 1 0.071068 0.00783546 0.0200331 0.0610654 0.0299123 0.271448 0.0002937 0.147868 0.0443514
0 8 32 2 5 8 2 2 2 2 16 16 16 16 16 0 0 0.0718072 0.00249868 0.00227634 0.0271069 0.00261155 0.0923449 0.000293921 0.0558379 0.0193798
0 8 32 2 4 24 8 1 1 1 40 24 24 24 24 2 0 0.0789188 0.00957671 0.013577 0.0118684 0.030714 0.250747 0.000352287 0.181529 0.0619025
0 8 32 2 1 8 8 1 1 1 8 24 24 24 24 2 0 0.0767163 0.00519759 0.00681546 0.00500863 0.00493886 0.0670631 0.00026747 0.0425039 0.0109835
0 8 32 2 1 24 4 1 1 1 8 24 24 24 24 2 0 0.078406 0.0046447 0.00689245 0.00909903 0.00347913 0.0801589 0.000250269 0.0530224 0.0152446
0 8 32 2 3 8 4 1 1 1 24 8 16 16 16 1 1 0.0770137 0.00111697 0.00171278 0.010385 0.00277016 0.0321068 0.000635011 0.0123344 0.00421783
0 8 32 2 0 8 4 1 1 1 8 16 8 8 8 3 0 0.0809625 0.000926707 0.00164147 0.00260038 0.00209495 0.0302512 0.000546566 0.0180363 0.00329137
0 8 32 2 4 8 8 2 2 2 8 32 16 16 16 4 0 0.0985406 0.0116487 0.0132055 0.025831 0.020277 0.33965 0.00111259 0.26533 0.072134
0 8 32 2 2 8 4 2 2 2 40 24 16 16 16 0 1 0.0907386 0.00511207 0.00430707 0.0648952 0.00565189 0.260917 0.00107957 0.177249 0.0266827
0 8 32 2 1 24 4 1 1 1 32 24 24 24 24 4 1 0.0899699 0.0109196 0.0235757 0.0579926 0.0537838 0.237211 0.000216412 0.087104 0.0346119
0 8 32 2 1 8 1 1 1 1 16 32 8 8 8 0 1 0.0874359 0.000776338 0.000844126 0.00177486 0.00165099 0.0150697 0.000342715 0.00620884 0.00253019
0 8 32 2 4 16 4 1 1 1 16 16 16 16 16 0 1 0.0894979 0.00158035 0.00152364 0.0158066 0.0015648 0.0576025 0.000660471 0.0332064 0.0148932
0 8 32 2 3 8 1 2 2 2 64 16 16 16 16 2 1 0.094161 0.00294153 0.00537488 0.0119258 0.0182413 0.0952728 0.000656822 0.0534163 0.0113122
0 8 32 2 3 8 2 2 2 2 24 16 16 16 16 1 1 0.0982933 0.0027321 0.00332736 0.012658 0.00336772 0.0828682 0.000610675 0.0573518 0.0133856
0 8 32 2 3 16 2 1 1 1 8 16 16 16 16 1 0 0.0969963 0.000978829 0.00125969 0.00555845 0.00156404 0.0314834 0.000822676 0.0181608 0.00402252
0 8 32 2 5 24 8 1 1 1 24 24 24 24 24 0 1 0.104451 0.00476802 0.00522716 0.0349507 0.0041912 0.216491 0.000225442 0.164994 0.0618194
0 8 32 2 0 16 1 1 1 1 48 16 16 16 16 3 1 0.0999538 0.00200227 0.00368519 0.00826946 0.0171445 0.0496244 0.000482898 0.0140247 0.00537902
0 8 32 2 0 24 1 1 1 1 8 24 24 24 24 2 0 0.101903 0.00134552 0.00210893 0.00711247 0.00240607 0.0344911 0.000475683 0.0172773 0.00532171
0 8 32 2 0 16 4 1 1 1 8 32 16 16 16 4 1 0.106012 0.00183611 0.00297732 0.0154785 0.00261606 0.0498418 0.000549242 0.0230029 0.00720907
0 8 32 2 2 16 1 1 1 1 56 32 16 16 16 1 1 0.10438 0.00146808 0.00243532 0.011917 0.00651613 0.049198 0.000787645 0.0225245 0.00955928
0 8 32 2 1 24 1 1 1 1 24 24 24 24 24 1 1 0.109978 0.00164591 0.00247424 0.00907687 0.00418262 0.0536375 0.00031098 0.0323317 0.0173274
0 8 32 2 5 8 2 1 1 1 56 8 8 8 8 0 1 0.107146 0.000564028 0.000639952 0.00301057 0.00158103 0.0181679 8.5708e-05 0.00952335 0.00400366
0 8 32 2 0 24 8 1 1 1 32 24 24 24 24 0 0 0.119456 0.00366281 0.00401665 0.0106801 0.00406044 0.143505 0.000377595 0.117368 0.0293821
0 8 32 2 3 8 2 1 1 1 32 8 24 24 24 1 1 0.108771 0.00155902 0.00401798 0.00446508 0.00865209 0.0379869 0.000698368 0.0152743 0.00795135
0 8 32 2 3 8 8 1 1 1 8 16 8 8 8 0 1 0.0642722 0.00129876 0.00149809 0.0132617 0.00229819 0.0409158 0.000887135 0.0185864 0.00586096
0 8 32 2 0 16 4 1 1 1 24 16 16 16 16 1 0 0.0643916 0.00165222 0.00242289 0.00616538 0.00321172 0.0516755 0.000585878 0.0339256 0.00859399
0 8 32 2 0 8 1 1 1 1 8 8 16 16 16 0 0 0.0627475 0.000754708 0.00173534 0.00127047 0.002209 0.0217869 0.000511676 0.0113083 0.00143251
0 8 32 2 0 8 2 2 2 2 40 8 16 16 16 4 0 0.072701 0.00549249 0.0113581 0.0200662 0.0234028 0.118433 0.000404466 0.0548942 0.0149015
0 8 32 2 4 24 8 1 1 1 8 24 24 24 24 4 0 0.0766432 0.0126043 0.0303267 0.0133814 0.00937352 0.217133 0.000306451 0.148626 0.0542919
0 8 32 2 2 24 1 1 1 1 32 24 24 24 24 0 1 0.0720588 0.00122393 0.00149995 0.0149643 0.00251866 0.053935 0.000866137 0.02849 0.0111114
0 8 32 2 4 8 4 1 1 1 16 32 24 24 24 4 0 0.074387 0.00922026 0.0165458 0.00427059 0.0150347 0.0918056 0.000271168 0.0431089 0.0146713
0 8 32 2 3 16 4 1 1 1 24 32 16 16 16 0 0 0.0802549 0.00199272 0.00205906 0.0073608 0.00215609 0.0535587 0.000617931 0.0361068 0.0102007
0 8 32 2 5 24 4 1 1 1 8 24 24 24 24 2 1 0.0826809 0.00277869 0.00427409 0.0223867 0.00231708 0.0909024 0.000122464 0.0566688 0.0282508
0 8 32 2 5 24 8 1 1 1 16 24 24 24 24 1 1 0.08827 0.00494357 0.00657327 0.0439874 0.00438778 0.202146 0.000201056 0.140047 0.0565397
0 8 32 2 4 24 2 1 1 1 8 24 24 24 24 1 1 0.0827148 0.00215471 0.00337016 0.0109396 0.00174159 0.0545165 0.00059038 0.0322544 0.0166828
0 8 32 2 0 8 8 2 2 2 40 8 16 16 16 3 1 0.106646 0.00934583 0.0119802 0.0758583 0.0366638 0.424618 0.00104529 0.287186 0.048721
0 8 32 2 3 16 4 1 1 1 8 16 16 16 16 1 0 0.0924964 0.00143653 0.00185306 0.00575777 0.00206331 0.0466354 0.000775516 0.03171 0.00742077
0 8 32 2 3 8 4 2 2 2 48 16 16 16 16 1 0 0.101877 0.00432266 0.00555107 0.023138 0.00960766 0.154888 0.000868762 0.109071 0.0283397
0 8 32 2 1 8 1 1 1 1 8 8 8 8 8 1 0 0.0958583 0.00104433 0.000993702 0.00270597 0.00145137 0.0205417 0.00030261 0.0101248 0.00135218
0 8 32 2 0 8 4 2 2 2 48 16 16 16 16 3 1 0.106918 0.0102387 0.0121277 0.0301068 0.0254133 0.243959 0.000684155 0.16281 0.0269267
0 8 32 2 5 8 1 2 2 2 40 8 16 16 16 2 0 0.101892 0.00165443 0.00255125 0.0253607 0.00795155 0.0733038 0.000178754 0.0331089 0.0111185
0 8 32 2 4 16 8 1 1 1 56 16 16 16 16 0 0 0.107206 0.00293437 0.00330617 0.00800772 0.00414377 0.101941 0.000687774 0.0803327 0.029609
0 8 32 2 1 8 2 1 1 1 16 8 8 8 8 1 0 0.102866 0.00111444 0.00094922 0.00236588 0.00163952 0.0235038 0.000349581 0.0126614 0.00206198
0 8 32 2 5 16 4 1 1 1 56 32 16 16 16 2 1 0.108263 0.00481467 0.005357 0.0132158 0.0162857 0.102183 0.000140525 0.0601459 0.0202303
0 8 32 2 1 8 2 2 2 2 16 8 16 16 16 4 1 0.112109 0.00296786 0.00377219 0.0119987 0.00552034 0.0709634 0.000512436 0.0436906 0.0117837
0 8 32 2 3 8 1 1 1 1 32 16 24 24 24 1 1 0.108649 0.00291733 0.00461761 0.00343394 0.0083284 0.0396946 0.000636666 0.0160199 0.0089351
0 8 32 2 5 24 2 1 1 1 8 24 24 24 24 3 0 0.11091 0.00270099 0.0037219 0.0101794 0.00255155 0.0575459 9.8809e-05 0.0359004 0.0150499
0 8 32 2 4 8 8 1 1 1 64 8 8 8 8 0 0 0.114864 0.00174811 0.00168718 0.00439821 0.00265725 0.0505278 0.000711688 0.0359073 0.00997265
0 8 32 2 2 8 4 2 2 2 8 8 16 16 16 0 0 0.070319 0.00427438 0.00427938 0.0206287 0.00542903 0.141057 0.00119613 0.102414 0.0241018
0 8 32 2 1 8 2 1 1 1 16 16 24 24 24 2 0 0.0642446 0.00243966 0.00316128 0.00496464 0.00577953 0.0391452 0.000273353 0.0192932 0.00527155
0 8 32 2 5 16 1 1 1 1 16 16 16 16 16 0 1 0.0642927 0.000957148 0.000719267 0.00376729 0.00137722 0.0217776 7.0062e-05 0.0120816 0.00557693
0 8 32 2 3 8 1 1 1 1 24 16 16 16 16 0 1 0.0659136 0.000863943 0.000873294 0.00352089 0.00188414 0.0195735 0.000590729 0.00821494 0.00332068
0 8 32 2 5 8 1 1 1 1 40 8 8 8 8 3 0 0.070595 0.000626904 0.000586038 0.00204674 0.00253477 0.021035 6.7736e-05 0.0122607 0.00157937
0 8 32 2 1 8 1 1 1 1 64 8 8 8 8 1 0 0.069939 0.000465778 0.000943967 0.00218807 0.00237636 0.0210831 0.000292047 0.0110749 0.00134313
0 8 32 2 5 16 1 1 1 1 56 16 16 16 16 3 1 0.0735087 0.00302911 0.00524567 0.0157419 0.0209579 0.0661 0.000105483 0.0185757 0.00858514
0 8 32 2 5 24 8 1 1 1 64 24 24 24 24 0 1 0.0854147 0.00695061 0.00887071 0.0538081 0.0151438 0.376321 0.000230244 0.288718 0.0766307
0 8 32 2 4 8 8 2 2 2 32 24 16 16 16 2 1 0.0942162 0.0105436 0.0110551 0.0762084 0.0260687 0.544705 0.00125057 0.417216 0.0742696
0 8 32 2 5 8 2 1 1 1 32 32 8 8 8 4 1 0.0781837 0.00137735 0.00120213 0.00238114 0.00284864 0.0209503 9.7927e-05 0.0104545 0.00463575
0 8 32 2 1 16 8 1 1 1 24 16 16 16 16 0 0 0.0867699 0.00275194 0.00310917 0.00727668 0.00306904 0.0859308 0.00035785 0.0666345 0.0164744
0 8 32 2 0 24 1 1 1 1 24 24 24 24 24 3 1 0.0846834 0.00259058 0.00384515 0.0149255 0.0127069 0.0630062 0.000320323 0.0243454 0.0105128
0 8 32 2 2 16 4 1 1 1 8 16 16 16 16 1 0 0.0862112 0.00180507 0.00187638 0.00501967 0.00190317 0.0459278 0.000907292 0.0308362 0.0071993
