m,n,node,ppn,ob,ib,pc,avg,std
4019,2048,1791,4,16,128,56,8,0.19668,0.144729
4025,76640,535,4,16,208,64,2,0.30305,0.0365417
4032,17521,313,4,16,80,32,1,0.0614221,0.102381
4054,51246,94,4,16,80,40,1,0.0257123,0.226978
4064,8958,72,4,16,64,24,1,0.0120239,0.566971
4,5238,48,4,32,48,16,1,0.00478795,0.118533
15,100226,1047,4,32,192,24,4,0.689165,0.0230487
37,15321,37,4,32,16,8,1,0.0246319,0.226019
80,8958,239,4,32,128,24,1,0.0342915,0.00994143
110,2342,801,4,32,80,64,8,0.0963813,0.29983
144,2678,1369,4,32,80,32,1,0.300081,0.00962731
165,11715,1369,4,32,160,8,8,0.38187,0.0814636
188,20036,2048,4,32,112,40,1,0.94588,0.00989676
192,2678,313,4,32,64,40,1,0.0325065,0.020415
210,2048,122,4,32,112,48,1,0.0103622,0.0372203
239,87643,160,4,32,80,32,1,0.0371753,0.146458
241,76640,700,4,32,80,40,4,0.361719,0.0478646
270,3503,535,4,32,64,8,2,0.0734048,0.00743534
271,8958,48,4,32,48,8,1,0.00979543,0.523116
276,100226,916,4,32,144,56,2,0.392366,0.0186641
316,22913,94,4,32,64,40,1,0.0172592,0.372792
322,11715,107,4,32,96,8,1,0.0157621,0.0409432
325,76640,107,4,32,80,24,1,0.0275642,0.134352
328,100226,55,4,32,16,8,1,0.129923,0.0219777
330,3063,916,4,32,64,32,4,0.106965,0.0995931
338,22913,2048,4,32,176,56,2,0.675698,0.00495998
339,58604,160,4,32,144,48,1,0.0366882,0.143217
360,5990,140,4,32,64,48,2,0.0194518,0.411591
366,67018,612,4,32,128,40,2,0.194031,0.0463215
371,76640,1197,4,32,224,64,1,0.493537,0.00736409
372,2048,107,4,32,96,48,1,0.00815078,0.047777
384,34267,82,4,32,64,8,1,0.0183442,0.190012
400,44812,916,4,32,176,24,1,0.287128,0.0214633
407,7834,700,4,32,64,48,4,0.106303,0.132522
437,34267,358,4,32,224,24,1,0.0889736,0.0469503
447,100226,801,4,32,256,24,1,0.366449,0.00973007
459,11715,32,4,32,16,8,2,0.0127471,0.699601
464,114616,122,4,32,112,16,1,0.0347228,0.10496
467,7834,700,4,32,64,32,8,0.117062,0.221992
475,4005,183,4,32,64,64,1,0.0171533,0.0264347
478,17521,2048,4,32,144,32,2,0.634234,0.00989824
502,76640,183,4,32,128,64,1,0.0378471,0.154942
533,51246,209,4,32,64,8,2,0.0681225,0.154243
539,3503,535,4,32,208,24,2,0.0798224,0.00706933
568,114616,72,4,32,64,48,1,0.0286947,0.211791
578,8958,63,4,32,16,8,1,0.0272109,0.235364
582,15321,1566,4,32,96,56,8,0.382459,0.103244
600,6850,535,4,32,64,8,8,0.0992955,0.281438
603,3063,1369,4,32,208,40,4,0.217814,0.00837743
648,58604,239,4,32,160,48,1,0.0522426,0.114739
681,58604,1047,4,32,240,24,1,0.400292,0.0150279
682,4581,183,4,32,80,16,1,0.020752,0.0496982
684,114616,183,4,32,80,32,2,0.083621,0.0969822
704,29965,313,4,32,144,24,1,0.0752536,0.0472575
748,8958,916,4,32,208,56,2,0.196898,0.00870747
760,17521,82,4,32,80,64,1,0.0156483,0.228735
764,8958,535,4,32,256,48,2,0.123349,0.0103054
815,2342,32,4,32,32,24,1,0.00327834,0.133617
819,11715,140,4,32,96,56,1,0.0174749,0.0271996
843,76640,183,4,32,176,56,1,0.0490364,0.0921482
853,22913,535,4,32,64,56,4,0.134304,0.134459
854,22913,63,4,32,32,32,1,0.0158123,0.373428
896,114616,2048,4,32,176,24,1,1.33601,0.00422678
898,26203,107,4,32,96,40,1,0.0204026,0.298928
903,2678,48,4,32,32,24,1,0.00622209,0.0810534
929,39186,313,4,32,112,40,1,0.0633138,0.0907339
940,2048,700,4,32,64,40,8,0.0747654,0.416042
944,58604,1197,4,32,96,56,2,0.440428,0.0150773
947,114616,916,4,32,64,32,4,0.77479,0.0227863
966,10245,1791,4,32,224,48,2,0.449444,0.00841333
977,17521,535,4,32,240,40,1,0.127684,0.00865851
988,131072,32,4,32,32,8,1,0.0140004,0.255125
1009,44812,468,4,32,256,64,1,0.137724,0.0105285
1013,7834,468,4,32,112,40,4,0.0833341,0.158589
1040,11715,468,4,32,112,32,2,0.0923223,0.0930563
1050,51246,1791,4,32,240,56,4,0.828036,0.0199937
1069,4581,183,4,32,160,40,1,0.0204176,0.0085458
1079,100226,183,4,32,64,48,2,0.0775794,0.0882005
1083,4581,239,4,32,208,32,1,0.0301934,0.0164203
1106,2048,1369,4,32,224,40,2,0.198125,0.00703971
1135,3063,700,4,32,96,24,4,0.0796412,0.00568993
1153,100226,107,4,32,96,16,1,0.0311636,0.182007
1159,8958,468,4,32,80,56,1,0.0741437,0.00726593
1188,2342,916,4,32,112,48,4,0.103007,0.00758827
1211,39186,916,4,32,112,8,4,0.335026,0.0498344
1217,7834,72,4,32,64,16,1,0.0104537,0.0318014
1232,87643,140,4,32,64,32,1,0.0469877,0.0594979
1264,5238,409,4,32,256,24,1,0.0732535,0.0108298
1301,13398,535,4,32,96,64,1,0.10484,0.033815
1322,15321,183,4,32,176,48,1,0.0311698,0.00978456
1344,58604,358,4,32,64,48,2,0.115704,0.0679272
1366,58604,1197,4,32,208,48,4,0.525223,0.0389386
1374,34267,1369,4,32,160,32,2,0.42883,0.00971214
1384,22913,1197,4,32,64,16,4,0.35268,0.0290398
1386,5990,700,4,32,128,40,4,0.124842,0.123882
1388,5238,32,4,32,16,8,1,0.0107467,0.428102
1433,11715,2048,4,32,96,48,8,0.445695,0.0694329
1437,34267,94,4,32,64,64,1,0.017653,0.222732
1456,15321,140,4,32,64,8,2,0.0286396,0.327007
1463,8958,48,4,32,16,8,2,0.0179522,0.49586
1486,5990,1566,4,32,64,8,8,0.273044,0.0799486
1492,5238,916,4,32,96,64,4,0.138345,0.130651
1524,22913,1369,4,32,80,8,2,0.416434,0.0196638
1548,17521,2048,4,32,176,32,2,0.629823,0.00789917
1598,11715,1047,4,32,160,24,2,0.236857,0.0186392
1635,4581,107,4,32,64,8,1,0.0119562,0.0371485
1679,131072,1566,4,32,224,24,4,1.32379,0.0138384
1683,20036,48,4,32,32,8,1,0.0151323,0.368708
1685,76640,160,4,32,64,16,2,0.0631585,0.118486
1709,87643,140,4,32,128,48,1,0.0336417,0.20292
1738,51246,700,4,32,112,16,1,0.219614,0.0164734
1744,26203,358,4,32,64,56,1,0.0855899,0.0491367
1751,8958,1369,4,32,192,56,2,0.299586,0.00418428
1773,10245,535,4,32,128,40,2,0.103361,0.0817278
1799,17521,48,4,32,32,24,1,0.0138183,0.268253
1806,11715,700,4,32,240,16,1,0.173433,0.0085757
1808,20036,82,4,32,80,64,1,0.0165522,0.362783
1821,44812,535,4,32,112,56,2,0.137278,0.0596048
1833,114616,48,4,32,16,16,2,0.12525,0.0583415
1848,5238,1047,4,32,144,8,1,0.234158,0.00324621
1857,2048,183,4,32,144,8,1,0.0173763,0.0494965
1886,2678,107,4,32,80,48,1,0.00804008,0.0376984
1891,26203,1791,4,32,128,24,8,0.620739,0.0546142
1905,5990,122,4,32,64,64,1,0.0114024,0.0307789
1917,76640,1791,4,32,112,8,4,1.02774,0.00904271
1922,6850,274,4,32,192,32,1,0.0406079,0.013488
1925,15321,1566,4,32,192,64,2,0.430362,0.0122115
1935,13398,94,4,32,80,64,1,0.0160403,0.218837
1944,100226,140,4,32,112,32,1,0.0345311,0.164171
1949,20036,122,4,32,64,24,1,0.020039,0.310531
1975,3503,37,4,32,32,32,1,0.00629518,0.0479329
2023,8958,140,4,32,112,56,1,0.0166392,0.01536
2042,44812,239,4,32,112,24,1,0.0583497,0.0601166
2043,8958,239,4,32,96,24,1,0.0329218,0.027128
2054,4581,2048,4,32,64,48,2,0.497593,0.014313
2055,10245,700,4,32,80,24,2,0.131589,0.070855
2062,5238,183,4,32,64,16,1,0.0236164,0.0275355
2082,10245,916,4,32,112,32,2,0.180528,0.0341346
2088,87643,209,4,32,144,64,1,0.0512059,0.109813
2105,114616,160,4,32,144,8,1,0.0507724,0.0700941
2167,51246,94,4,32,80,32,1,0.0210847,0.161733
2173,131072,612,4,32,176,32,2,0.328375,0.0172192
2175,15321,239,4,32,208,40,1,0.0447586,0.011853
2181,44812,55,4,32,32,32,1,0.0201992,0.229442
2211,6850,801,4,32,64,56,1,0.185251,0.00926216
2215,8958,1791,4,32,128,40,8,0.352414,0.0945117
2217,13398,94,4,32,64,40,1,0.015161,0.229208
2245,7834,700,4,32,256,64,1,0.140938,0.0158365
2247,29965,468,4,32,112,32,1,0.110067,0.0408
2271,67018,42,4,32,16,16,2,0.0841601,0.086145
2285,7834,1197,4,32,240,48,2,0.268542,0.00708427
2294,6850,916,4,32,192,8,4,0.198048,0.0568992
2298,2342,409,4,32,96,64,2,0.0417514,0.00877563
2305,39186,160,4,32,64,56,2,0.0411896,0.198378
2352,7834,209,4,32,64,24,2,0.0327216,0.261483
2354,67018,535,4,32,80,56,2,0.175801,0.0569086
2355,100226,2048,4,32,128,64,2,1.11849,0.00607569
2361,114616,801,4,32,112,24,1,0.324059,0.0118638
2364,8958,1047,4,32,64,32,2,0.217896,0.020525
2394,4005,1047,4,32,160,40,2,0.157712,0.00995253
2399,4005,409,4,32,80,8,2,0.0542096,0.00678097
2402,20036,48,4,32,16,8,1,0.0292717,0.107263
2417,131072,468,4,32,256,48,1,0.167339,0.0217711
2461,3063,409,4,32,64,40,2,0.04366,0.00998681
2498,15321,313,4,32,256,64,1,0.0625948,0.00982659
2500,11715,63,4,32,48,16,1,0.0132323,0.416257
2528,13398,1791,4,32,128,24,4,0.408393,0.0188786
2581,58604,72,4,32,64,8,1,0.0209024,0.281181
2628,8958,72,4,32,64,8,1,0.0129984,0.253636
2635,17521,63,4,32,16,16,2,0.0382436,0.232203
2655,11715,468,4,32,240,56,1,0.0959018,0.00982713
2674,17521,122,4,32,96,40,1,0.0202004,0.192631
2677,29965,916,4,32,224,56,2,0.309649,0.0199027
2688,4005,1197,4,32,176,40,1,0.223655,0.00764387
2707,44812,535,4,32,80,40,2,0.139674,0.061703
2719,4005,468,4,32,176,40,2,0.0640844,0.0219225
2749,100226,209,4,32,80,24,2,0.0844267,0.0688881
2751,2678,48,4,32,48,40,1,0.00307679,0.210371
2754,58604,801,4,32,112,16,4,0.35304,0.0379927
2766,4005,63,4,32,32,16,1,0.00885185,0.0339687
2773,4005,55,4,32,16,8,2,0.0172372,0.380412
2784,51246,239,4,32,112,24,1,0.0608257,0.0971616
2787,7834,183,4,32,64,40,1,0.0246782,0.0476268
2798,2342,1369,4,32,176,64,1,0.213631,0.0126552
2827,76640,612,4,32,240,8,2,0.293888,0.0225631
2832,39186,32,4,32,32,24,1,0.0085083,0.656073
2851,11715,274,4,32,128,64,2,0.0493062,0.125834
2855,44812,82,4,32,64,56,1,0.0200048,0.300073
2869,5238,468,4,32,128,48,2,0.0628807,0.00974902
2877,51246,94,4,32,80,48,1,0.021277,0.286211
2880,44812,55,4,32,48,48,1,0.0177843,0.266981
2885,3503,107,4,32,80,40,1,0.00829495,0.0307349
2894,34267,42,4,32,32,8,1,0.017305,0.19006
2895,5990,37,4,32,16,16,2,0.0143992,0.601108
2914,3503,122,4,32,64,32,1,0.00896474,0.0292737
2923,6850,183,4,32,112,32,1,0.0201425,0.0209159
2932,13398,140,4,32,112,48,1,0.0190826,0.024396
2934,22913,1369,4,32,240,8,4,0.544728,0.0295277
2944,5238,409,4,32,112,8,2,0.0599272,0.00472935
2949,26203,82,4,32,64,24,1,0.0170445,0.347889
2956,5238,82,4,32,80,56,1,0.00850301,0.0371672
2958,51246,801,4,32,224,32,1,0.24958,0.016478
2966,2342,1566,4,32,80,64,4,0.168615,0.0053454
2981,2342,32,4,32,32,8,1,0.0038206,0.158404
2998,8958,183,4,32,80,56,2,0.0280563,0.292002
3017,15321,409,4,32,128,40,2,0.0916426,0.115404
3034,3063,107,4,32,96,24,1,0.00812505,0.025184
3042,58604,1566,4,32,240,24,1,0.712499,0.00785261
3044,20036,72,4,32,64,24,1,0.0146916,0.276207
3053,13398,122,4,32,112,64,1,0.0177305,0.0224497
3061,10245,48,4,32,32,24,1,0.0127184,0.491876
3131,2342,37,4,32,16,8,2,0.0115631,0.965532
3135,44812,1047,4,32,160,24,1,0.338878,0.0106962
3158,2678,63,4,32,48,48,1,0.00490375,0.0501151
3202,7834,2048,4,32,256,64,4,0.50345,0.00854441
3215,2342,409,4,32,192,32,1,0.048393,0.00873634
3226,13398,107,4,32,64,8,1,0.0181566,0.217674
3252,2048,535,4,32,96,32,4,0.0557895,0.0128135
3260,4005,535,4,32,64,8,2,0.0741633,0.00957687
3270,11715,700,4,32,96,64,2,0.135921,0.0433893
3271,5990,140,4,32,112,64,1,0.0146918,0.0297137
3274,2342,1197,4,32,144,8,4,0.166944,0.00284036
3283,5238,94,4,32,80,24,1,0.0100608,0.051848
3291,44812,140,4,32,64,56,1,0.0361912,0.103283
3303,34267,107,4,32,96,8,1,0.0217952,0.283294
3327,15321,468,4,32,64,24,2,0.0927537,0.087616
3337,8958,535,4,32,256,32,2,0.123348,0.0115904
3338,26203,37,4,32,16,16,1,0.0315368,0.100001
3347,8958,1791,4,32,192,8,1,0.709814,0.00443027
3353,8958,409,4,32,112,48,2,0.0685269,0.120954
3355,4005,209,4,32,112,40,1,0.0222756,0.0128557
3370,51246,1791,4,32,112,56,2,0.655193,0.0120591
3373,6850,55,4,32,32,8,1,0.01244,0.459859
3378,10245,535,4,32,176,56,2,0.100642,0.00566917
3395,76640,468,4,32,224,24,1,0.165302,0.0177556
3398,8958,409,4,32,112,24,1,0.0666147,0.0461876
3411,26203,122,4,32,112,8,1,0.0236477,0.246827
3417,76640,274,4,32,64,16,1,0.0933534,0.0620439
3438,4005,55,4,32,32,8,1,0.00904049,0.065214
3442,3063,42,4,32,16,16,1,0.0148907,0.228862
3450,2048,274,4,32,128,48,1,0.0230178,0.0490505
3451,4005,122,4,32,64,64,1,0.00921632,0.0298893
3456,76640,183,4,32,80,64,1,0.0515933,0.0717348
3460,5990,535,4,32,208,56,1,0.0832706,0.0133487
3548,17521,801,4,32,64,8,2,0.199077,0.0337773
3568,2678,535,4,32,80,56,1,0.0625421,0.0163474
3625,8958,409,4,32,240,16,1,0.0813963,0.00993069
3627,17521,468,4,32,128,64,2,0.101012,0.0876244
3628,3503,94,4,32,64,16,1,0.00903378,0.0875862
3635,11715,313,4,32,256,8,1,0.0693951,0.00969708
3653,5238,1566,4,32,64,40,8,0.230563,0.0974299
3654,20036,313,4,32,240,40,1,0.0644017,0.00970291
3682,100226,209,4,32,128,48,1,0.0495253,0.121455
3706,29965,48,4,32,16,8,2,0.0397764,0.247219
3729,11715,916,4,32,224,64,2,0.216131,0.00629966
3743,4581,535,4,32,128,56,1,0.0782274,0.00872064
3773,5990,209,4,32,128,56,1,0.0233678,0.0112445
3846,67018,2048,4,32,160,8,4,1.15413,0.0140872
3848,51246,63,4,32,16,16,1,0.0723288,0.0818971
3861,8958,209,4,32,208,32,1,0.0325809,0.0122625
3867,4005,32,4,32,32,8,1,0.00513824,0.0315903
3880,51246,209,4,32,96,48,2,0.058445,0.145284
3909,6850,535,4,32,128,24,2,0.0837357,0.00374276
3935,67018,1791,4,32,96,56,2,0.815995,0.0106345
3963,6850,409,4,32,144,64,1,0.0593946,0.0067995
3976,76640,55,4,32,48,16,1,0.0232932,0.129664
3981,4005,358,4,32,176,48,1,0.0470066,0.0219929
3984,131072,239,4,32,128,64,1,0.065489,0.0730036
3986,22913,313,4,32,144,32,1,0.0676759,0.0486866
4017,7834,107,4,32,96,8,1,0.0135969,0.0262675
4052,6850,1791,4,32,80,32,4,0.308412,0.0400536
4063,5238,48,4,32,48,32,1,0.00454432,0.114863
2,5990,183,4,64,96,64,1,0.0188974,0.0156239
9,10245,209,4,64,176,24,1,0.0303393,0.0126429
33,5238,42,4,64,32,32,1,0.011369,0.019073
47,15321,72,4,64,64,64,1,0.0219882,0.00972667
56,44812,140,4,64,80,64,1,0.0352342,0.0107778
69,100226,140,4,64,64,32,2,0.0574032,0.00522362
90,100226,468,4,64,80,48,1,0.239488,0.00251572
124,67018,1197,4,64,128,48,8,0.668537,0.00323668
147,29965,916,4,64,80,40,8,0.28865,0.0024522
154,100226,48,4,64,16,16,1,0.123311,0.00964671
155,2342,1197,4,64,112,24,8,0.141863,0.00684871
163,39186,63,4,64,48,40,1,0.0278372,0.00665604
167,2678,358,4,64,176,24,2,0.0469384,0.0101142
189,67018,409,4,64,224,64,1,0.116939,0.02297
203,10245,107,4,64,64,56,1,0.0174428,0.0076911
204,5238,160,4,64,80,48,2,0.016424,0.0166362
214,5238,239,4,64,160,32,1,0.0276325,0.0175958
225,26203,612,4,64,64,16,8,0.188449,0.00149435
259,15321,358,4,64,96,48,1,0.0844884,0.00499848
301,6850,2048,4,64,208,16,2,0.80069,0.00316424
306,15321,1791,4,64,64,32,2,0.863166,0.00248993
311,131072,37,4,64,32,16,1,0.0459944,0.00240334
315,2048,313,4,64,80,16,1,0.0407521,0.0125067
317,4581,183,4,64,128,56,1,0.0204267,0.00998969
318,5238,55,4,64,48,32,1,0.00841806,0.0223258
320,10245,72,4,64,64,56,1,0.0145991,0.0148258
323,76640,82,4,64,64,48,1,0.0327555,0.00551853
351,51246,1791,4,64,208,56,8,0.900067,0.0036912
379,7834,1566,4,64,128,16,8,0.306121,0.00178343
393,8958,468,4,64,112,48,4,0.0726118,0.00254621
453,17521,239,4,64,160,40,1,0.040912,0.00667541
471,2678,140,4,64,64,48,2,0.0131084,0.0245917
479,29965,48,4,64,32,8,1,0.0265404,0.00528418
506,20036,48,4,64,48,48,1,0.00924152,0.0221063
517,15321,468,4,64,64,8,2,0.133675,0.00332149
523,26203,1047,4,64,80,64,4,0.314178,0.00150686
529,17521,160,4,64,80,32,2,0.0234807,0.00362758
548,29965,55,4,64,32,16,1,0.0272652,0.00978371
553,15321,32,4,64,32,32,1,0.0082703,0.0241837
598,39186,1369,4,64,64,40,4,0.613238,0.00344068
608,4581,1047,4,64,240,40,2,0.253481,0.00787769
614,15321,313,4,64,128,56,1,0.0587174,0.00619227
619,4581,801,4,64,64,40,4,0.13461,0.00535107
645,20036,1791,4,64,192,40,8,0.519277,0.00336037
695,2342,32,4,64,16,16,1,0.00924761,0.0179165
711,87643,122,4,64,96,32,1,0.038666,0.00566724
754,51246,48,4,64,48,16,1,0.0109801,0.0137218
755,100226,160,4,64,96,56,1,0.0472781,0.00589414
757,7834,916,4,64,64,56,1,0.37823,0.00451867
765,17521,37,4,64,16,8,1,0.0473243,0.00496259
788,87643,122,4,64,80,16,1,0.040818,0.00630954
816,3063,612,4,64,256,48,1,0.116235,0.00254941
822,100226,183,4,64,64,40,2,0.0660196,0.00969653
834,131072,916,4,64,224,48,1,0.487086,0.00483575
842,131072,209,4,64,64,16,2,0.111568,0.00682584
851,20036,1369,4,64,144,32,4,0.361397,0.0019587
877,39186,37,4,64,32,8,1,0.0273714,0.00691448
900,7834,160,4,64,80,56,1,0.0190942,0.0149344
902,11715,274,4,64,80,56,2,0.0520304,0.00547802
918,7834,42,4,64,16,16,2,0.0186539,0.00866194
933,4005,82,4,64,64,32,1,0.00698758,0.0253273
935,8958,612,4,64,112,48,2,0.126114,0.00723867
956,2342,1197,4,64,96,16,8,0.157829,0.00492255
959,131072,1791,4,64,176,64,8,2.35892,0.0097423
979,114616,1047,4,64,160,24,2,0.536365,0.00521378
1004,8958,612,4,64,128,48,2,0.118794,0.00515115
1017,3063,48,4,64,48,40,1,0.00267593,0.0480727
1039,26203,274,4,64,112,64,2,0.0525031,0.00407408
1053,51246,239,4,64,112,56,1,0.0772784,0.00516458
1066,131072,358,4,64,64,40,1,0.231283,0.00232146
1075,29965,94,4,64,80,8,1,0.0295904,0.0048223
1094,39186,37,4,64,32,24,1,0.0274648,0.00387612
1118,7834,1566,4,64,240,8,4,0.485584,0.00570183
1132,15321,535,4,64,80,48,1,0.187015,0.0038801
1160,10245,2048,4,64,176,40,1,1.17412,0.00105533
1197,3503,916,4,64,96,40,8,0.111728,0.00103272
1198,87643,1369,4,64,240,56,4,0.728321,0.00134311
1199,51246,1197,4,64,112,40,4,0.446191,0.00114226
1203,6850,82,4,64,80,40,1,0.00963073,0.0149354
1213,13398,140,4,64,96,40,1,0.0219371,0.00589865
1214,5990,274,4,64,224,64,1,0.0395186,0.00697755
1216,17521,916,4,64,96,40,4,0.210392,0.000904779
1230,26203,107,4,64,80,64,1,0.0294444,0.0139183
1231,67018,468,4,64,224,48,1,0.164065,0.0114651
1236,8958,409,4,64,160,16,1,0.076703,0.00730427
1259,17521,122,4,64,80,56,1,0.0252104,0.0102028
1261,11715,107,4,64,64,16,1,0.0209004,0.00985576
1272,58604,107,4,64,96,16,1,0.0347562,0.00961898
1325,11715,1791,4,64,96,40,8,0.389959,0.00206274
1329,2678,409,4,64,96,40,4,0.0439206,0.014084
1355,11715,82,4,64,80,16,1,0.0156151,0.0128434
1363,17521,1197,4,64,112,32,2,0.404435,0.00489458
1369,87643,1369,4,64,80,24,4,0.936051,0.00396878
1405,13398,183,4,64,176,8,1,0.030819,0.00953579
1407,34267,1369,4,64,128,48,8,0.45885,0.00292985
1418,5238,535,4,64,176,32,2,0.0927283,0.00735852
1423,5238,1369,4,64,128,32,4,0.263217,0.00308799
1458,7834,409,4,64,256,16,1,0.0817117,0.0114233
1462,7834,63,4,64,48,48,1,0.0127888,0.0139232
1465,2678,612,4,64,128,64,1,0.0960947,0.0096263
1472,4581,239,4,64,208,16,1,0.0336408,0.00459718
1473,76640,1197,4,64,224,56,4,0.564314,0.00700791
1477,39186,1566,4,64,144,16,1,1.16296,0.00210724
1494,2048,468,4,64,160,8,2,0.0632021,0.0062628
1500,10245,2048,4,64,192,16,2,0.89694,0.00208268
1503,22913,916,4,64,80,40,2,0.298162,0.00395531
1512,76640,122,4,64,96,64,1,0.0379673,0.007787
1545,4581,1197,4,64,208,8,2,0.34724,0.00577051
1568,17521,42,4,64,16,16,1,0.0474538,0.00229319
1578,29965,535,4,64,208,24,2,0.141392,0.00875556
1597,11715,700,4,64,80,40,1,0.24681,0.00432257
1620,67018,801,4,64,192,64,2,0.306738,0.00960148
1624,2678,94,4,64,64,16,1,0.00815972,0.0160294
1628,5238,1197,4,64,128,32,8,0.173506,0.00200305
1636,5238,801,4,64,160,24,1,0.187126,0.003218
1642,100226,612,4,64,144,40,2,0.2323,0.00336699
1669,3503,72,4,64,64,64,1,0.0058898,0.0297538
1672,87643,916,4,64,64,32,2,0.589419,0.00455415
1674,5990,313,4,64,128,24,1,0.045822,0.0074134
1719,4005,468,4,64,112,32,4,0.062058,0.00551273
1725,39186,94,4,64,80,16,1,0.0300565,0.0216378
1737,34267,55,4,64,32,8,1,0.0281012,0.00945332
1758,13398,239,4,64,176,64,1,0.0393714,0.00864707
1771,11715,122,4,64,64,64,1,0.0194668,0.00888498
1783,34267,916,4,64,144,48,4,0.254515,0.00489395
1792,4005,1369,4,64,224,32,1,0.44425,0.00425729
1793,8958,358,4,64,80,32,2,0.0663652,0.00993532
1803,34267,107,4,64,96,32,1,0.0310193,0.00967926
1807,29965,82,4,64,80,64,1,0.0278244,0.00662993
1811,2678,1566,4,64,64,8,1,0.806598,0.00952469
1826,8958,72,4,64,64,48,1,0.0128126,0.022687
1844,100226,1047,4,64,208,24,2,0.515788,0.00471351
1847,76640,535,4,64,64,24,8,0.357168,0.00437146
1862,34267,916,4,64,80,24,8,0.329356,0.00336019
1874,3503,535,4,64,112,56,4,0.0615408,0.00446355
1875,4005,1566,4,64,240,48,2,0.404209,0.00372441
1884,2678,313,4,64,256,24,1,0.0443054,0.0063543
1896,11715,160,4,64,64,32,1,0.0361858,0.0114761
1908,51246,612,4,64,240,8,1,0.244367,0.00994756
1923,29965,160,4,64,96,56,1,0.0376015,0.00497492
1965,131072,409,4,64,128,48,1,0.167956,0.00657133
1970,6850,107,4,64,96,16,1,0.0133082,0.0114746
2002,26203,274,4,64,64,24,4,0.0611147,0.00654306
2005,29965,1566,4,64,224,64,4,0.539037,0.00118488
2011,87643,313,4,64,144,8,1,0.116987,0.00962207
2014,15321,468,4,64,256,32,1,0.0989723,0.0230101
2031,3503,160,4,64,128,40,1,0.0149964,0.0244116
2033,6850,1791,4,64,208,16,1,0.904141,0.00563442
2065,39186,122,4,64,64,8,1,0.03406,0.00453359
2081,58604,140,4,64,112,48,1,0.038582,0.00663746
2090,2342,409,4,64,144,40,2,0.047488,0.00807565
2093,17521,1369,4,64,160,64,4,0.358529,0.00886804
2112,51246,239,4,64,64,8,2,0.0755363,0.00432097
2150,2678,82,4,64,64,16,1,0.00716236,0.0212072
2184,4005,1566,4,64,256,48,4,0.370679,0.00661788
2206,2342,37,4,64,16,8,1,0.0170394,0.0114484
2246,76640,612,4,64,80,40,1,0.337361,0.00366719
2274,5990,32,4,64,16,8,2,0.00987146,0.0235694
2300,2048,32,4,64,16,8,1,0.00764608,0.0311179
2324,17521,1047,4,64,128,64,2,0.325249,0.00378759
2351,2048,612,4,64,160,32,1,0.0884549,0.0100205
2373,34267,37,4,64,32,24,1,0.0266318,0.00298657
2395,26203,32,4,64,16,16,2,0.01989,0.0114864
2415,15321,916,4,64,64,16,8,0.225456,0.00107605
2427,20036,2048,4,64,128,48,2,0.899666,0.00700293
2499,2342,1197,4,64,256,64,1,0.296536,0.00218616
2503,26203,1047,4,64,240,32,2,0.361468,0.00324643
2509,11715,1566,4,64,80,8,8,0.365412,0.0011591
2542,76640,700,4,64,160,40,4,0.277013,0.0098848
2543,15321,82,4,64,64,48,1,0.0229806,0.00971805
2560,44812,1369,4,64,176,8,4,0.570721,0.00404444
2565,7834,32,4,64,16,16,2,0.0103923,0.023194
2594,114616,94,4,64,80,64,1,0.0385108,0.00215864
2597,2678,916,4,64,256,48,1,0.213195,0.001899
2618,2048,72,4,64,64,40,1,0.00495464,0.0484431
2619,29965,801,4,64,112,24,2,0.250481,0.00176978
2695,4581,535,4,64,208,32,1,0.098564,0.00452787
2711,11715,42,4,64,32,8,1,0.0224239,0.0116446
2724,131072,700,4,64,176,8,1,0.343061,0.00424571
2758,44812,612,4,64,256,64,1,0.205042,0.0144223
2775,58604,160,4,64,80,64,1,0.0413137,0.00928683
2779,34267,535,4,64,208,16,1,0.168273,0.00979052
2790,3503,1197,4,64,192,32,2,0.269761,0.00443026
2793,13398,1369,4,64,64,8,16,0.411313,0.00162065
2807,2342,72,4,64,64,48,1,0.00565834,0.0247503
2816,44812,409,4,64,96,40,4,0.113679,0.00270649
2858,39186,209,4,64,80,40,1,0.0649645,0.0175736
2866,6850,183,4,64,160,32,1,0.0237105,0.00564331
2903,4581,274,4,64,224,24,1,0.0392048,0.00721656
2907,11715,535,4,64,240,56,1,0.122978,0.00636788
2950,20036,1566,4,64,224,56,1,0.806037,0.00969445
2976,8958,94,4,64,64,8,1,0.0162935,0.0165439
2989,100226,209,4,64,144,40,1,0.0562186,0.0114737
2992,131072,209,4,64,128,56,1,0.0611516,0.0113529
3000,29965,274,4,64,64,32,1,0.116547,0.0017247
3002,51246,274,4,64,240,16,1,0.0703684,0.0163753
3015,44812,409,4,64,80,48,4,0.12161,0.00205688
3049,4581,209,4,64,80,64,2,0.0236068,0.00904689
3057,3503,72,4,64,64,40,1,0.00616636,0.0232216
3064,11715,82,4,64,64,16,1,0.0183712,0.00668873
3065,3503,1791,4,64,240,16,1,0.780028,0.0054823
3070,34267,55,4,64,16,8,1,0.0894962,0.00383021
3073,7834,2048,4,64,224,40,2,0.781722,0.00466366
3078,51246,42,4,64,16,8,1,0.0748398,0.00205817
3126,20036,140,4,64,96,64,1,0.0273086,0.00922066
3140,87643,63,4,64,32,24,1,0.0414952,0.00237776
