,nbytes,nnodes,ppn,avg,std
0,64,1,1,4.375e-07,1.09882
1,380,1,1,4.2245e-07,0.939914
2,2261,1,1,4.4605e-07,0.925113
3,13440,1,1,4.5605e-07,1.00262
4,79889,1,1,4.27e-07,0.823355
5,474860,1,1,4.3545e-07,0.947752
6,2822557,1,1,4.6105e-07,0.917459
7,16777216,1,1,4.671e-07,0.98306
48,64,1,2,1.49755e-06,1.18279
49,380,1,2,2.64955e-06,1.68863
50,2261,1,2,2.40755e-06,0.787489
51,13440,1,2,1.76143e-05,0.78016
52,79889,1,2,8.66157e-05,0.159578
53,474860,1,2,0.000223045,0.10839
54,2822557,1,2,0.00103888,0.0150363
55,16777216,1,2,0.00556047,0.00508922
96,64,1,4,2.0794e-06,1.20448
97,380,1,4,3.04565e-06,1.5118
98,2261,1,4,4.20635e-06,1.71559
99,13440,1,4,1.57846e-05,0.357196
100,79889,1,4,3.71407e-05,0.450404
101,474860,1,4,0.000164495,0.100748
102,2822557,1,4,0.00116809,0.0248063
103,16777216,1,4,0.00665538,0.00651995
144,64,1,8,6.9159e-06,1.6549
145,380,1,8,2.80195e-06,0.934095
146,2261,1,8,7.0464e-06,1.16423
147,13440,1,8,1.13882e-05,0.660889
148,79889,1,8,2.87375e-05,0.44133
149,474860,1,8,0.000204828,0.166957
150,2822557,1,8,0.00123932,0.0298511
151,16777216,1,8,0.00702084,0.0094739
192,64,1,16,3.07855e-06,0.583499
193,380,1,16,5.26225e-06,0.9476
194,2261,1,16,5.20865e-06,0.775615
195,13440,1,16,1.27777e-05,0.482249
196,79889,1,16,3.42014e-05,0.404505
197,474860,1,16,0.000188555,0.124521
198,2822557,1,16,0.00125567,0.0255619
199,16777216,1,16,0.00707636,0.00924036
240,64,1,32,9.1867e-06,0.397578
241,380,1,32,8.73965e-06,0.561361
242,2261,1,32,2.39906e-05,0.777756
243,13440,1,32,1.50368e-05,0.252628
244,79889,1,32,4.10124e-05,0.372677
245,474860,1,32,0.000225523,0.11462
246,2822557,1,32,0.00140127,0.0493704
247,16777216,1,32,0.0076824,0.0158117
288,64,1,64,7.2553e-06,0.667152
289,380,1,64,7.3296e-06,0.988194
290,2261,1,64,1.01616e-05,0.523598
291,13440,1,64,1.34145e-05,0.234112
292,79889,1,64,4.12194e-05,0.214268
293,474860,1,64,0.00076978,0.424174
294,2822557,1,64,0.00206073,0.0522441
295,16777216,1,64,0.0115558,0.00599493
8,64,2,1,1.33615e-06,0.828434
9,380,2,1,7.79445e-06,0.271263
10,2261,2,1,1.04022e-05,0.776506
11,13440,2,1,1.55278e-05,0.758465
12,79889,2,1,7.19676e-05,0.448679
13,474860,2,1,0.000129847,0.401517
14,2822557,2,1,0.000372995,0.0773727
15,16777216,2,1,0.00168268,0.0190383
56,64,2,2,2.83365e-06,0.538616
57,380,2,2,1.28783e-05,0.485029
58,2261,2,2,1.32e-05,0.284802
59,13440,2,2,2.97719e-05,0.687134
60,79889,2,2,0.00012687,0.300289
61,474860,2,2,0.000358797,0.144377
62,2822557,2,2,0.00122033,0.02944
63,16777216,2,2,0.00525316,0.00989689
104,64,2,4,3.48915e-06,0.477379
105,380,2,4,1.19267e-05,0.217415
106,2261,2,4,1.43719e-05,0.243867
107,13440,2,4,3.26592e-05,0.241967
108,79889,2,4,0.000109918,0.260851
109,474860,2,4,0.000376481,0.104159
110,2822557,2,4,0.00203202,0.312033
111,16777216,2,4,0.00931287,0.00904728
152,64,2,8,9.2024e-06,0.862452
153,380,2,8,1.384e-05,0.392963
154,2261,2,8,1.95007e-05,0.93502
155,13440,2,8,3.38714e-05,0.570321
156,79889,2,8,0.00010222,0.314511
157,474860,2,8,0.000357906,0.121206
158,2822557,2,8,0.00169926,0.0173863
159,16777216,2,8,0.00879744,0.00921279
200,64,2,16,6.01745e-06,0.984772
201,380,2,16,1.82768e-05,0.730147
202,2261,2,16,1.69729e-05,0.520455
203,13440,2,16,3.34935e-05,0.434172
204,79889,2,16,0.00011805,0.342197
205,474860,2,16,0.00036475,0.122632
206,2822557,2,16,0.00169342,0.0353954
207,16777216,2,16,0.00902852,0.0102399
248,64,2,32,1.02348e-05,0.49612
249,380,2,32,1.86901e-05,0.339884
250,2261,2,32,2.26148e-05,0.545702
251,13440,2,32,3.56333e-05,0.338296
252,79889,2,32,9.38485e-05,0.139916
253,474860,2,32,0.00040518,0.0900989
254,2822557,2,32,0.00183173,0.0197052
255,16777216,2,32,0.00956252,0.01438
296,64,2,64,1.40479e-05,0.439402
297,380,2,64,2.12453e-05,0.37561
298,2261,2,64,2.17573e-05,0.647928
299,13440,2,64,4.16103e-05,0.302986
300,79889,2,64,0.000105146,0.212374
301,474860,2,64,0.000549904,0.0634381
302,2822557,2,64,0.00250861,0.0204402
303,16777216,2,64,0.0137006,0.00670516
16,64,4,1,2.62415e-06,0.538661
17,380,4,1,2.75923e-05,0.39853
18,2261,4,1,2.2636e-05,0.668236
19,13440,4,1,3.42259e-05,0.402627
20,79889,4,1,0.000183111,0.439042
21,474860,4,1,0.000258908,0.306589
22,2822557,4,1,0.00086867,0.0781712
23,16777216,4,1,0.00359764,0.0280316
64,64,4,2,4.3247e-06,0.640643
65,380,4,2,2.55462e-05,0.711676
66,2261,4,2,2.55371e-05,0.477392
67,13440,4,2,4.13575e-05,0.332849
68,79889,4,2,0.00020843,0.272464
69,474860,4,2,0.000514102,0.11126
70,2822557,4,2,0.00145355,0.0622078
71,16777216,4,2,0.0052661,0.0504861
112,64,4,4,4.4612e-06,0.448546
