,nbytes,nnodes,ppn,avg,std
0,64,1,1,4.511e-07,1.15826
1,96,1,1,4.2945e-07,1.03041
2,143,1,1,4.841e-07,1.40819
3,214,1,1,3.9735e-07,1.00265
4,320,1,1,2.3479e-06,3.57859
5,479,1,1,4.245e-07,0.962691
6,716,1,1,4.6705e-07,1.20619
7,1071,1,1,4.175e-07,0.936936
8,1601,1,1,4.5405e-07,0.987151
9,2395,1,1,4.355e-07,0.83461
10,3582,1,1,4.586e-07,0.990172
11,5357,1,1,4.36e-07,0.848704
12,8011,1,1,4.4855e-07,0.93926
13,11980,1,1,4.4555e-07,0.921391
14,17917,1,1,4.7015e-07,1.02766
15,26795,1,1,4.4555e-07,0.956745
16,40072,1,1,4.4e-07,0.935865
17,59929,1,1,4.6405e-07,1.08469
18,89625,1,1,4.405e-07,0.928843
19,134036,1,1,4.586e-07,1.02714
20,200453,1,1,4.681e-07,0.975978
21,299781,1,1,4.491e-07,0.854256
22,448328,1,1,4.58e-07,0.900416
23,670482,1,1,4.6795e-07,0.957402
24,1002718,1,1,5.072e-07,1.21385
25,1499582,1,1,4.656e-07,0.942383
26,2242652,1,1,4.606e-07,0.899366
27,3353926,1,1,4.7115e-07,0.965306
28,5015856,1,1,4.4855e-07,1.01016
29,7501302,1,1,4.2195e-07,0.85062
30,11218332,1,1,4.921e-07,1.14128
31,16777216,1,1,4.721e-07,1.00963
0,64,1,1,5.447e-07,1.30369
1,96,1,1,4.0845e-07,0.880633
2,143,1,1,4.175e-07,0.925561
3,214,1,1,4.1855e-07,0.923064
4,320,1,1,4.385e-07,1.04825
5,479,1,1,4.0945e-07,0.851292
6,716,1,1,4.199e-07,0.997827
7,1071,1,1,4.465e-07,0.907951
8,1601,1,1,4.5755e-07,0.999072
9,2395,1,1,4.5155e-07,0.972859
10,3582,1,1,4.3755e-07,0.840259
11,5357,1,1,4.416e-07,1.06254
12,8011,1,1,4.4155e-07,0.89409
13,11980,1,1,4.8765e-07,1.20387
14,17917,1,1,4.2895e-07,0.774203
15,26795,1,1,4.6705e-07,1.08414
16,40072,1,1,4.46e-07,0.962505
17,59929,1,1,6.3105e-07,1.09027
18,89625,1,1,4.365e-07,0.885972
19,134036,1,1,4.681e-07,1.10684
20,200453,1,1,4.4595e-07,1.04558
21,299781,1,1,5.217e-07,1.07573
22,448328,1,1,4.0545e-07,0.953695
23,670482,1,1,4.2955e-07,0.882267
24,1002718,1,1,4.3105e-07,0.900471
25,1499582,1,1,4.4e-07,0.988692
26,2242652,1,1,4.526e-07,1.06952
27,3353926,1,1,5.0065e-07,1.19393
28,5015856,1,1,4.51945e-06,3.8604
29,7501302,1,1,4.426e-07,1.00798
30,11218332,1,1,4.44e-07,1.02982
31,16777216,1,1,4.2405e-07,0.809522
192,64,1,2,1.7791e-06,0.822049
193,96,1,2,1.7834e-06,0.858588
194,143,1,2,1.9266e-06,0.917418
195,214,1,2,2.7681e-06,1.6956
196,320,1,2,2.50185e-06,1.90109
197,479,1,2,1.8349e-06,0.849179
198,716,1,2,2.03335e-06,0.751679
199,1071,1,2,2.0573e-06,0.803526
200,1601,1,2,2.4251e-06,0.838049
201,2395,1,2,2.36495e-06,0.647282
202,3582,1,2,3.8315e-06,1.40519
203,5357,1,2,3.05915e-06,0.494006
204,8011,1,2,3.52665e-06,0.454872
205,11980,1,2,1.53486e-05,0.751781
206,17917,1,2,2.53527e-05,0.913424
207,26795,1,2,3.29273e-05,0.837624
208,40072,1,2,4.39894e-05,0.873473
209,59929,1,2,6.92888e-05,0.159367
210,89625,1,2,0.000103712,0.122958
211,134036,1,2,8.52159e-05,0.237534
212,200453,1,2,8.11766e-05,0.229428
213,299781,1,2,0.000181328,0.141009
214,448328,1,2,0.000215322,0.117617
215,670482,1,2,0.000350523,0.0851921
216,1002718,1,2,0.000451824,0.062985
217,1499582,1,2,0.000667963,0.0417912
218,2242652,1,2,0.000949554,0.0120584
219,3353926,1,2,0.00124631,0.0165523
220,5015856,1,2,0.00197739,0.0102456
221,7501302,1,2,0.00273351,0.00658571
