,nbytes,nnodes,ppn,avg,std
0,64,1,1,4.385e-07,1.09041
1,71,1,1,4.5315e-07,1.21372
2,78,1,1,4.1855e-07,0.929079
3,86,1,1,4.3945e-07,1.06263
4,95,1,1,4.361e-07,1.092
5,105,1,1,3.849e-07,0.853659
6,115,1,1,4.49e-07,1.14977
7,127,1,1,4.5615e-07,1.21002
8,140,1,1,4.19e-07,0.937749
9,155,1,1,4.27e-07,0.931403
10,171,1,1,4.395e-07,1.11359
11,189,1,1,4.179e-07,0.896804
12,208,1,1,4.4555e-07,1.12226
13,230,1,1,4.064e-07,0.813308
14,253,1,1,7.0715e-07,1.0111
15,279,1,1,4.321e-07,1.04986
16,308,1,1,4.1e-07,0.856123
17,340,1,1,4.2955e-07,0.99741
18,375,1,1,4.245e-07,0.978409
19,414,1,1,4.1e-07,0.861061
20,457,1,1,4.2995e-07,1.01831
21,504,1,1,4.149e-07,0.904859
22,556,1,1,4.681e-07,1.18798
23,613,1,1,4.5605e-07,1.02756
24,676,1,1,4.315e-07,0.940887
25,746,1,1,4.174e-07,0.977459
26,823,1,1,4.19e-07,0.973612
27,908,1,1,4.571e-07,1.11994
28,1002,1,1,4.1895e-07,0.979145
29,1105,1,1,4.5155e-07,1.20293
30,1219,1,1,4.44e-07,0.908867
31,1345,1,1,4.44e-07,0.908999
32,1484,1,1,4.435e-07,0.900024
33,1637,1,1,4.706e-07,1.09573
34,1806,1,1,4.3605e-07,0.844047
35,1993,1,1,4.3195e-07,0.810327
36,2199,1,1,4.58e-07,1.01756
37,2426,1,1,4.385e-07,0.853702
38,2676,1,1,4.45e-07,0.901395
39,2952,1,1,4.466e-07,0.94458
40,3257,1,1,5.022e-07,1.32059
41,3593,1,1,4.405e-07,0.875749
42,3964,1,1,4.391e-07,0.857425
43,4373,1,1,4.4305e-07,0.900727
44,4825,1,1,4.3905e-07,0.858003
45,5323,1,1,4.4505e-07,0.916559
46,5872,1,1,4.48e-07,0.940759
47,6478,1,1,4.4355e-07,0.96683
48,7147,1,1,4.5405e-07,0.987464
49,7885,1,1,4.4305e-07,0.900667
50,8699,1,1,4.3895e-07,0.873488
51,9597,1,1,5.578e-07,1.5936
52,10588,1,1,4.4395e-07,0.91408
53,11680,1,1,4.4505e-07,0.9119
54,12886,1,1,4.4555e-07,0.91588
55,14216,1,1,4.4305e-07,0.901057
56,15684,1,1,2.7493e-06,3.51359
57,17303,1,1,4.42e-07,0.908919
58,19089,1,1,4.6155e-07,1.06921
59,21060,1,1,4.531e-07,0.99004
60,23234,1,1,4.355e-07,0.839526
61,25632,1,1,4.5155e-07,0.952516
62,28278,1,1,4.545e-07,0.995943
63,31197,1,1,4.375e-07,0.839849
64,34418,1,1,4.346e-07,0.869846
65,37971,1,1,4.4555e-07,0.867697
66,41890,1,1,4.2505e-07,0.805851
67,46215,1,1,5.6135e-07,1.08523
68,50985,1,1,4.601e-07,1.05508
69,56249,1,1,4.616e-07,1.07535
