,nbytes,nnodes,ppn,avg,std
0,64,1,1,4.3195e-07,1.03927
1,78,1,1,4.345e-07,1.09567
2,95,1,1,4.31e-07,1.03178
3,116,1,1,4.225e-07,0.95151
4,141,1,1,4.381e-07,1.01822
5,172,1,1,4.2195e-07,0.947497
6,210,1,1,4.776e-07,1.37154
7,256,1,1,4.59e-07,1.24166
8,312,1,1,4.1245e-07,0.872822
9,380,1,1,4.279e-07,0.964013
10,464,1,1,4.135e-07,0.841241
11,565,1,1,4.129e-07,0.905358
12,689,1,1,4.079e-07,0.845417
13,840,1,1,4.084e-07,0.877402
14,1024,1,1,4.66e-07,1.29693
15,1248,1,1,4.3045e-07,0.80285
16,1522,1,1,4.747e-07,1.14295
17,1855,1,1,4.4455e-07,0.907588
18,2261,1,1,4.661e-07,1.06777
19,2756,1,1,4.595e-07,1.03361
20,3360,1,1,4.3755e-07,0.845169
21,4096,1,1,4.586e-07,1.02634
22,4993,1,1,4.641e-07,1.08231
23,6087,1,1,4.5355e-07,0.958144
24,7420,1,1,4.36e-07,0.854632
25,9045,1,1,4.585e-07,1.022
26,11026,1,1,4.546e-07,0.996547
27,13440,1,1,4.3305e-07,0.818629
28,16384,1,1,4.4555e-07,0.848744
29,19972,1,1,4.6755e-07,1.10319
30,24347,1,1,4.7955e-07,1.17251
31,29679,1,1,4.1445e-07,0.905208
32,36179,1,1,4.2595e-07,0.808568
33,44102,1,1,4.5255e-07,1.00734
34,53761,1,1,5.3585e-07,0.756328
35,65536,1,1,4.28e-07,0.820134
36,79889,1,1,4.51e-07,0.917097
37,97386,1,1,4.3005e-07,0.809816
38,118715,1,1,4.7455e-07,1.15384
39,144715,1,1,4.4905e-07,0.969296
40,176410,1,1,4.5155e-07,0.838546
41,215046,1,1,4.465e-07,0.797088
42,262144,1,1,4.7855e-07,1.0526
43,319557,1,1,4.555e-07,0.894897
44,389544,1,1,4.4105e-07,1.02822
45,474860,1,1,4.6455e-07,0.94932
46,578861,1,1,2.5259e-06,3.8248
47,705639,1,1,4.54e-07,0.862391
48,860184,1,1,4.671e-07,1.09254
49,1048576,1,1,4.806e-07,1.05722
50,1278228,1,1,4.8115e-07,1.04693
51,1558178,1,1,4.6255e-07,0.923985
52,1899440,1,1,4.576e-07,0.885526
53,2315444,1,1,5.6735e-07,1.09494
54,2822557,1,1,4.3e-07,0.928861
55,3440736,1,1,4.59e-07,0.916972
56,4194304,1,1,4.52e-07,0.882095
57,5112914,1,1,4.4895e-07,0.863818
58,6232712,1,1,4.666e-07,0.979822
59,7597761,1,1,4.526e-07,0.860513
60,9261774,1,1,4.5555e-07,0.879396
61,11290229,1,1,4.721e-07,0.953557
62,13762943,1,1,4.891e-07,1.1539
63,16777216,1,1,4.771e-07,1.05584
0,64,1,1,4.114e-07,1.08021
1,78,1,1,4.32e-07,1.05048
2,95,1,1,4.2805e-07,0.997806
3,116,1,1,4.48e-07,1.17745
4,141,1,1,2.86265e-06,3.61275
5,172,1,1,4.1295e-07,0.882397
6,210,1,1,4.265e-07,0.905107
7,256,1,1,4.4605e-07,1.13211
8,312,1,1,4.11e-07,0.813666
9,380,1,1,4.205e-07,0.945621
10,464,1,1,4.1195e-07,0.87315
11,565,1,1,4.3545e-07,1.06163
12,689,1,1,4.0935e-07,0.875735
13,840,1,1,4.094e-07,0.88689
14,1024,1,1,4.2055e-07,0.979988
15,1248,1,1,4.0845e-07,0.864816
16,1522,1,1,4.385e-07,0.85441
17,1855,1,1,4.4255e-07,0.896822
18,2261,1,1,4.4205e-07,0.892786
19,2756,1,1,4.57e-07,0.990704
20,3360,1,1,4.4555e-07,1.14326
21,4096,1,1,4.465e-07,0.890586
22,4993,1,1,4.571e-07,0.984868
23,6087,1,1,4.5305e-07,0.96441
24,7420,1,1,4.4055e-07,0.885713
25,9045,1,1,4.3605e-07,0.849092
26,11026,1,1,4.4805e-07,0.940791
27,13440,1,1,4.4055e-07,0.880976
28,16384,1,1,4.606e-07,0.972385
29,19972,1,1,4.4255e-07,0.876279
30,24347,1,1,4.49e-07,0.943626
31,29679,1,1,4.4205e-07,0.898458
32,36179,1,1,4.3505e-07,0.868455
33,44102,1,1,7.567e-07,1.69524
34,53761,1,1,4.4355e-07,0.932445
35,65536,1,1,4.881e-07,1.2329
36,79889,1,1,4.3e-07,0.827449
37,97386,1,1,4.56e-07,1.03449
38,118715,1,1,4.5965e-07,1.06007
39,144715,1,1,4.385e-07,0.896717
40,176410,1,1,4.5455e-07,0.847041
41,215046,1,1,4.2945e-07,0.898543
42,262144,1,1,4.084e-07,0.962652
43,319557,1,1,4.1355e-07,1.00454
44,389544,1,1,4.565e-07,1.1255
45,474860,1,1,4.2795e-07,0.885782
46,578861,1,1,4.621e-07,1.06511
47,705639,1,1,4.846e-07,1.08546
48,860184,1,1,4.62e-07,0.930611
49,1048576,1,1,4.6705e-07,0.95888
50,1278228,1,1,4.395e-07,0.98883
51,1558178,1,1,4.726e-07,1.07047
52,1899440,1,1,4.496e-07,1.0363
53,2315444,1,1,4.5955e-07,0.891232
54,2822557,1,1,4.4e-07,1.00377
55,3440736,1,1,4.21e-07,1.00846
56,4194304,1,1,4.33e-07,0.953675
57,5112914,1,1,4.6055e-07,0.954543
58,6232712,1,1,4.5155e-07,1.00601
59,7597761,1,1,4.395e-07,0.889129
60,9261774,1,1,4.2945e-07,0.919197
61,11290229,1,1,4.555e-07,1.00394
62,13762943,1,1,4.7205e-07,1.02138
63,16777216,1,1,4.5655e-07,1.07458
384,64,1,2,1.75325e-06,1.01723
385,78,1,2,1.82565e-06,0.836132
386,95,1,2,2.76465e-06,1.61378
387,116,1,2,1.97505e-06,0.973243
388,141,1,2,1.8464e-06,0.837425
389,172,1,2,2.3043e-06,1.95076
390,210,1,2,1.92315e-06,1.01673
391,256,1,2,1.8105e-06,0.889369
392,312,1,2,2.78715e-06,1.68847
393,380,1,2,2.77355e-06,1.86233
394,464,1,2,2.5068e-06,1.7804
395,565,1,2,2.0478e-06,1.02636
396,689,1,2,5.8466e-06,2.10697
397,840,1,2,2.75885e-06,1.66742
398,1024,1,2,2.07685e-06,0.726236
399,1248,1,2,2.04825e-06,0.781851
400,1522,1,2,3.0411e-06,1.46366
401,1855,1,2,5.7442e-06,1.14542
402,2261,1,2,4.4088e-06,2.03464
403,2756,1,2,3.27665e-06,1.36797
404,3360,1,2,2.5829e-06,0.704466
405,4096,1,2,2.7022e-06,0.630209
