0,93,2302,175,0.0127487,0.00551337
1,63,6638,266,0.0114364,0.0106915
2,1287,960,444,0.0327867,0.00914765
3,346,626,606,0.0085153,0.00962024
4,3322,175,65,0.00324919,0.00636329
5,91,48,1496,0.00074342,0.0496442
6,95,16853,491,0.0661861,0.00449033
7,37,53,462,8.50085e-05,0.0855223
8,57,145,164,0.000425805,0.043504
9,296,96,4218,0.00977266,0.00455803
10,539,187,58,0.000606355,0.057828
11,317,67,80,0.000134128,0.213218
12,13721,222,53,0.0139147,0.00541244
13,80,209,492,0.000740341,0.0487384
14,178,1263,380,0.0058614,0.00995061
15,142,88,7245,0.00704114,0.020378
16,329,39,618,0.000902706,0.0435725
17,66,29752,123,0.085176,0.00577945
18,686,12358,72,0.0406259,0.010132
19,59,479,20694,0.0584669,0.00567269
20,176,180,49,0.000126325,0.105748
21,4203,172,88,0.0047754,0.00931725
22,98,92,34079,0.0259186,0.00493691
23,128,143,319,0.000556876,0.0799452
24,45,33,183088,0.0322825,0.0137813
25,50,76,43,5.30676e-05,0.248793
26,394,35,1732,0.00254141,0.0217168
27,198,149,35923,0.0910789,0.00874781
28,213,450,109,0.000867796,0.0530047
29,287,1767,1800,0.0598742,0.00524783
30,239,369,434,0.0029629,0.00107409
31,351,210,2132,0.0121501,0.0184694
32,235,246,64,0.000331112,0.114751
33,2051,107,5773,0.117132,0.00185038
34,1010,1058,2848,0.177949,0.00503068
35,40,64900,74,0.0698846,0.00908947
36,7264,46,68,0.00198506,0.0098566
37,48,555,68,0.000549433,0.0386553
38,8197,279,109,0.0196261,0.0248239
39,1239,6748,452,0.217265,0.0078129
40,1092,33,38,0.000126266,0.149902
41,63,886,3373,0.0175253,0.00614974
42,13247,128,60,0.00881651,0.0645801
43,1185,2038,70,0.011955,0.0178443
44,82,688,46,0.00082124,0.0240568
45,30457,221,48,0.0278006,0.00974975
46,141,10798,40,0.00611831,0.00719906
47,109,172,14516,0.0244436,0.00497649
48,1916,1884,121,0.0259516,0.00963204
49,38,53,284,0.000222593,0.0819231
50,5684,602,1014,0.213823,0.00210262
51,296,461,7856,0.0715834,0.00798311
52,135,508,6380,0.0351977,0.0099149
53,1893,2938,1351,0.437982,0.00243965
54,374,105,697,0.00260818,0.0165205
55,950,677,3929,0.15471,0.00485755
56,108,11078,1108,0.0922644,0.00968185
57,251,248,94,0.000513582,0.0813181
58,4898,103,47,0.00257372,0.0389773
59,35,8616,80,0.00978909,0.00334236
60,64,674,8271,0.033453,0.00632957
61,2181,102,134,0.00280162,0.0244393
62,5620,354,74,0.0106322,0.0202208
63,35,3259,147,0.00744721,0.0155487
64,6587,218,36,0.00471052,0.00665266
65,14258,64,56,0.00389549,0.0174004
66,983,9613,75,0.0475225,0.00293424
67,241,10902,32,0.00812732,0.00409839
68,247,3034,143,0.00766672,0.0228777
69,99,72,2046,0.00156546,0.019477
70,94,1183,58,0.00212985,0.0169275
71,48,51355,44,0.0361484,0.00717169
72,79,34,347,8.67322e-05,0.127878
73,2541,304,5410,0.261036,0.00293975
74,1907,2434,867,0.224727,0.00297332
75,4647,880,247,0.0576909,0.00720821
76,1664,52,269,0.00200397,0.0318373
77,471,89,967,0.00333028,0.0205032
78,52,481,9307,0.0232035,0.0113295
79,219,142,1010,0.00281296,0.00691235
80,2316,268,4002,0.153532,0.00311563
81,281,3716,74,0.00550497,0.0205938
82,167,325,852,0.0037725,0.022551
83,2586,70,89,0.00148315,0.0253188
84,17986,639,279,0.189804,0.00424343
85,18079,64,55,0.00498633,0.0080273
86,453,757,8482,0.181767,0.00268731
87,2073,348,239,0.0112485,0.0127199
88,156,1994,62,0.0016377,0.0230956
89,464,13318,307,0.107635,0.00328783
90,9182,238,241,0.0363394,0.00974193
91,63,802,559,0.00275933,0.0206197
92,1090,32,34,0.000105056,0.15338
93,1206,1245,580,0.0515398,0.00707118
94,35847,75,298,0.0594866,0.00513828
95,1004,3069,252,0.044338,0.00632143
96,163,7202,535,0.0463481,0.00732213
97,92,41999,46,0.0568913,0.00595727
98,76,198,523,0.000761122,0.055741
99,8167,114,846,0.0639497,0.00492444
100,128,737,7218,0.046602,0.00266784
101,127,12304,671,0.0836086,0.00776156
102,9322,536,225,0.0661204,0.0112226
103,168,2887,1710,0.0536319,0.00705065
104,875,1325,4932,0.334731,0.00126354
105,681,51,171,0.000544148,0.0659205
106,493,2130,1590,0.100827,0.00299385
107,371,14006,720,0.238699,0.0016706
108,907,156,1240,0.0124867,0.0064581
109,145,17109,137,0.0241263,0.00338767
110,366,135,106,0.000536461,0.0675579
111,1572,698,77,0.00581951,0.00560968
112,102,5549,33,0.0023682,0.0183642
113,52,1037,49,0.000943309,0.0415756
114,2766,276,2454,0.117579,0.00375385
115,74,40,2988,0.00107569,0.0272554
116,58,16991,86,0.030363,0.0107662
117,7108,1218,44,0.028028,0.00648251
118,156,980,141,0.00160797,0.0351896
119,33,41,40215,0.00659874,0.00991381
120,118,92029,47,0.0522723,0.00321671
121,3252,78,135,0.00269203,0.0174064
122,114,301,1522,0.00428509,0.011268
123,2204,243,193,0.00729422,0.00493004
124,2030,67,104,0.00142833,0.040205
125,94,2342,322,0.00656028,0.00360469
126,1027,93,773,0.00624091,0.00706388
127,41,2367,64,0.00254517,0.0324775
128,3635,73,4234,0.0873056,0.00609207
129,464,514,218,0.00340385,0.0176938
130,158,61,13172,0.0109081,0.00503745
131,45,598,7323,0.0200274,0.00705258
132,244,188,4301,0.0148801,0.0039556
133,120,48,34,7.51122e-05,0.103389
134,460,19873,60,0.041943,0.00369243
135,724,389,128,0.00253669,0.0304931
136,75,3465,846,0.0205603,0.00605476
137,205,207,77,0.000291846,0.107039
138,8061,53,189,0.00648786,0.00480572
139,34,80,687,0.000173415,0.161337
140,7146,63,277,0.00950899,0.00911366
141,1532,39,297,0.00171228,0.0304176
142,8062,265,131,0.0191647,0.00996583
143,283,349,10308,0.0750359,0.00391103
144,24739,171,408,0.124005,0.00359323
145,224,13016,949,0.166931,0.0030359
146,304,537,462,0.00492604,0.00455715
147,11652,184,103,0.016123,0.00984798
148,48,51,104,9.43432e-05,0.0753823
149,35,129,21914,0.00960482,0.0076668
150,130,15183,57,0.00939219,0.014179
151,621,126,423,0.00352257,0.0162501
152,52,520,5431,0.0149515,0.00509708
153,2002,570,1554,0.106466,0.00406931
154,8666,176,194,0.0198566,0.00316978
155,52,56,6833,0.00208685,0.0297438
156,326,63,83,0.000130862,0.139983
157,86,30984,167,0.149971,0.00283637
158,59,125,66900,0.0622063,0.00513318
159,2162,182,1890,0.0517126,0.00580878
160,249,266,2084,0.0103975,0.0287939
161,115,302,4813,0.0144569,0.0127264
162,36,71,26785,0.00681277,0.00550227
163,76,10765,583,0.0443613,0.00300876
