nx,ny,nz,nmom,nang,ng,ichunk,node,ppn,thread,solve
0,8,32,32,2,1023,11,2,1,64,2,5.933300
0,8,32,32,1,256,11,8,1,64,2,1.548100
0,8,32,32,2,1023,11,8,1,64,2,6.199200
0,8,32,32,4,256,128,1,1,64,2,45.540000
0,8,32,32,2,256,26,4,1,64,2,3.707700
0,8,32,32,1,256,11,8,1,64,2,1.548100
0,8,32,32,4,63,8,8,1,64,2,0.700220
0,8,32,32,2,32,26,1,1,64,2,1.701100
0,8,32,32,4,511,17,2,1,64,2,6.997800
0,8,32,32,2,32,128,1,1,64,2,10.687000
0,8,32,32,2,127,57,1,1,64,2,8.487500
0,8,32,32,2,63,17,1,1,64,2,1.589600
0,8,32,32,2,256,26,8,1,64,2,3.499100
0,8,32,32,1,32,39,4,1,64,2,1.354900
0,8,32,32,3,63,11,2,1,64,2,0.928960
0,8,32,32,1,32,39,1,1,64,2,2.489400
0,8,32,32,3,256,86,2,1,64,2,19.557000
0,8,32,32,1,32,26,1,1,64,2,1.521000
0,8,32,32,2,256,11,8,1,64,2,1.749300
0,8,32,32,1,32,57,4,1,64,2,1.930700
0,8,32,32,1,32,11,1,1,64,2,0.689620
0,8,32,32,4,256,8,2,1,64,2,1.776700
0,8,32,32,1,32,26,1,1,64,2,1.521000
0,8,32,32,2,63,11,8,1,64,2,0.619000
0,8,32,32,4,256,8,2,1,64,2,1.776700
0,8,32,32,1,1023,17,2,1,64,2,7.428500
0,8,32,32,1,127,8,8,1,64,2,0.609830
0,8,32,32,3,63,128,2,1,64,2,13.064000
0,8,32,32,4,511,57,1,1,64,2,27.799000
0,8,32,32,2,2047,11,8,1,64,2,13.786000
0,8,32,32,4,32,11,2,1,64,2,0.729440
0,8,32,32,4,1023,17,8,1,64,2,14.708000
0,8,32,32,2,32,57,4,1,64,2,2.324600
0,8,32,32,4,511,26,8,1,64,2,9.967600
0,8,32,32,1,256,39,8,1,64,2,4.944500
0,8,32,32,3,63,26,8,1,64,2,1.468700
0,8,32,32,1,256,26,1,1,64,2,4.385200
0,8,32,32,2,63,39,8,1,64,2,2.003200
0,8,32,32,1,256,128,1,1,64,2,27.935000
0,8,32,32,4,1023,26,4,1,64,2,20.940000
0,8,32,32,2,511,17,8,1,64,2,4.379700
0,8,32,32,4,32,17,1,1,64,2,1.259300
0,8,32,32,4,2047,11,4,1,64,2,23.134000
0,8,32,32,4,1023,17,4,1,64,2,14.170000
0,8,32,32,4,127,128,4,1,64,2,22.466000
0,8,32,32,2,127,8,4,1,64,2,0.731060
0,8,32,32,4,256,128,1,1,64,2,45.540000
0,8,32,32,3,127,26,1,1,64,2,3.659800
0,8,32,32,4,32,128,1,1,64,2,12.962000
0,8,32,32,2,256,86,4,1,64,2,14.753000
0,8,32,32,4,32,39,2,1,64,2,2.637800
0,8,32,32,4,256,39,1,1,64,2,10.533000
0,8,32,32,4,511,17,4,1,64,2,6.901200
0,8,32,32,3,256,11,2,1,64,2,2.189000
0,8,32,32,4,127,17,1,1,64,2,2.949100
0,8,32,32,4,32,8,8,1,64,2,0.385980
0,8,32,32,4,32,26,8,1,64,2,1.146600
0,8,32,32,2,63,128,4,1,64,2,8.969100
0,8,32,32,4,4096,8,2,1,64,2,34.988000
0,8,32,32,2,63,57,8,1,64,2,3.045700
0,8,32,32,1,511,39,8,1,64,2,9.164500
0,8,32,32,3,256,128,1,1,64,2,37.736000
0,8,32,32,4,127,128,4,1,64,2,22.466000
0,8,32,32,2,4096,8,2,1,64,2,19.536000
0,8,32,32,3,256,11,8,1,64,2,2.207200
0,8,32,32,2,256,11,8,1,64,2,1.749300
0,8,32,32,2,32,39,1,1,64,2,2.638000
0,8,32,32,1,256,8,1,1,64,2,1.344300
0,8,32,32,3,1023,8,1,1,64,2,4.992600
0,8,32,32,2,256,26,8,1,64,2,3.499100
0,8,32,32,1,63,39,8,1,64,2,1.526000
0,8,32,32,1,63,26,4,1,64,2,1.202600
0,8,32,32,2,63,39,4,1,64,2,2.351400
0,8,32,32,2,63,11,1,1,64,2,1.041200
0,8,32,32,3,256,39,4,1,64,2,6.667700
0,8,32,32,2,256,57,4,1,64,2,8.602900
0,8,32,32,1,32,128,4,1,64,2,4.812800
0,8,32,32,3,256,26,2,1,64,2,4.773000
0,8,32,32,2,63,8,4,1,64,2,0.507780
0,8,32,32,3,63,86,2,1,64,2,8.376800
0,8,32,32,1,32,8,1,1,64,2,0.449520
0,8,32,32,2,127,11,1,1,64,2,1.465400
0,8,32,32,1,32,57,4,1,64,2,1.930700
0,8,32,32,4,63,86,4,1,64,2,8.503800
0,8,32,32,2,63,57,8,2,32,2,3.028400
0,8,32,32,4,511,57,4,2,32,2,23.038000
0,8,32,32,3,127,17,8,2,32,2,1.664300
0,8,32,32,4,32,26,4,2,32,2,1.258800
0,8,32,32,1,127,11,2,2,32,2,1.048100
0,8,32,32,2,127,86,8,2,32,2,7.846600
0,8,32,32,1,32,57,2,2,32,2,2.350500
0,8,32,32,2,2047,11,8,2,32,2,11.269000
0,8,32,32,4,127,17,8,2,32,2,2.133200
0,8,32,32,2,511,26,4,2,32,2,5.960300
0,8,32,32,2,63,57,1,2,32,2,5.766000
0,8,32,32,3,32,26,1,2,32,2,1.541300
0,8,32,32,4,256,8,1,2,32,2,1.921000
0,8,32,32,1,2047,11,2,2,32,2,8.653600
0,8,32,32,1,256,26,8,2,32,2,2.872700
0,8,32,32,1,63,11,8,2,32,2,0.475650
0,8,32,32,3,32,86,8,2,32,2,3.698300
0,8,32,32,3,127,128,8,2,32,2,15.670000
0,8,32,32,4,256,26,8,2,32,2,5.223200
0,8,32,32,4,4096,8,1,2,32,2,24.648000
0,8,32,32,3,256,57,1,2,32,2,13.649000
0,8,32,32,2,32,17,2,2,32,2,0.715500
0,8,32,32,4,63,8,4,2,32,2,0.672020
0,8,32,32,3,127,8,8,2,32,2,0.863730
0,8,32,32,1,32,86,2,2,32,2,3.939800
0,8,32,32,3,63,57,1,2,32,2,5.935300
0,8,32,32,2,511,17,1,2,32,2,5.241000
0,8,32,32,3,32,57,4,2,32,2,2.578500
0,8,32,32,1,256,86,2,2,32,2,14.367000
0,8,32,32,4,32,17,8,2,32,2,0.728210
0,8,32,32,1,63,128,2,2,32,2,9.605900
0,8,32,32,3,32,11,4,2,32,2,0.479480
0,8,32,32,3,1023,8,8,2,32,2,5.201500
0,8,32,32,4,511,17,1,2,32,2,7.640900
0,8,32,32,3,511,8,4,2,32,2,2.490500
0,8,32,32,3,511,57,2,2,32,2,19.175000
0,8,32,32,1,2047,11,4,2,32,2,8.278200
0,8,32,32,1,63,8,8,2,32,2,0.364330
0,8,32,32,2,127,8,8,2,32,2,0.711050
0,8,32,32,1,63,17,4,2,32,2,0.860850
0,8,32,32,1,32,8,2,2,32,2,0.288090
0,8,32,32,2,32,57,2,2,32,2,2.636400
0,8,32,32,2,1023,11,1,2,32,2,5.860200
0,8,32,32,4,127,57,2,2,32,2,9.087900
0,8,32,32,4,127,17,8,2,32,2,2.133200
0,8,32,32,3,256,26,1,2,32,2,5.610700
0,8,32,32,2,63,17,8,2,32,2,0.867740
0,8,32,32,2,127,17,4,2,32,2,1.513900
0,8,32,32,1,511,11,1,2,32,2,3.053500
0,8,32,32,4,256,8,8,2,32,2,1.922000
0,8,32,32,4,32,11,1,2,32,2,0.760800
0,8,32,32,1,63,26,2,2,32,2,1.481800
0,8,32,32,2,32,17,4,2,32,2,0.610750
0,8,32,32,3,63,57,8,2,32,2,3.355200
0,8,32,32,3,127,8,4,2,32,2,0.847340
0,8,32,32,1,511,11,4,2,32,2,2.378100
0,8,32,32,1,511,57,2,2,32,2,13.314000
0,8,32,32,4,63,17,2,2,32,2,1.641400
0,8,32,32,2,511,26,1,2,32,2,7.691000
0,8,32,32,2,1023,17,4,2,32,2,7.822000
0,8,32,32,3,32,11,8,2,32,2,0.419340
0,8,32,32,1,32,39,2,2,32,2,1.588900
0,8,32,32,1,511,26,8,2,32,2,4.850600
0,8,32,32,2,511,8,1,2,32,2,2.325300
0,8,32,32,2,32,11,8,2,32,2,0.357800
0,8,32,32,3,127,17,1,2,32,2,2.617800
0,8,32,32,4,32,17,1,2,32,2,1.133900
0,8,32,32,3,511,8,1,2,32,2,2.752900
0,8,32,32,2,63,86,4,2,32,2,6.043800
0,8,32,32,3,63,26,4,2,32,2,1.663500
0,8,32,32,4,1023,17,4,2,32,2,12.739000
0,8,32,32,2,256,86,8,2,32,2,13.304000
0,8,32,32,3,511,8,2,2,32,2,2.467600
0,8,32,32,1,256,128,8,2,32,2,16.942000
0,8,32,32,2,63,26,1,2,32,2,2.149500
0,8,32,32,1,63,8,4,2,32,2,0.418090
0,8,32,32,2,2047,11,1,2,32,2,11.267000
0,8,32,32,3,32,8,1,2,32,2,0.416280
0,8,32,32,4,256,57,8,2,32,2,12.453000
0,8,32,32,3,63,17,8,2,32,2,1.031100
0,8,32,32,2,256,11,8,2,32,2,1.606200
0,8,32,32,4,256,8,4,2,32,2,1.754400
0,8,32,32,4,63,17,4,2,32,2,1.432100
0,8,32,32,2,1023,26,8,2,32,2,10.971000
0,8,32,32,2,63,39,1,2,32,2,3.706200
0,8,32,32,2,127,57,8,2,32,2,4.449500
0,8,32,32,4,2047,8,4,2,32,2,12.341000
0,8,32,32,1,511,17,4,2,32,2,3.514100
0,8,32,32,2,256,86,1,2,32,2,19.792000
0,8,32,32,3,511,11,2,2,32,2,3.746700
0,8,32,32,1,256,39,4,2,32,2,5.002400
0,8,32,32,2,63,26,1,2,32,2,2.149500
0,8,32,32,4,511,57,1,2,32,2,27.581000
0,8,32,32,1,256,57,8,2,32,2,6.338100
0,8,32,32,4,511,57,1,2,32,2,27.581000
0,8,32,32,1,256,26,8,2,32,2,2.872700
0,8,32,32,1,32,17,8,2,32,2,0.443860
0,8,32,32,2,1023,11,1,2,32,2,5.860200
0,8,32,32,2,511,8,8,2,32,2,2.174600
0,8,32,32,4,32,57,2,2,32,2,3.584800
0,8,32,32,2,127,8,8,2,32,2,0.711050
0,8,32,32,4,63,86,8,2,32,2,7.541600
0,8,32,32,4,256,26,4,2,32,2,5.354400
0,8,32,32,2,511,39,4,2,32,2,9.398500
0,8,32,32,4,32,11,4,2,32,2,0.574250
0,8,32,32,4,511,39,8,2,32,2,14.889000
0,8,32,32,3,63,86,4,2,32,2,7.030300
0,8,32,32,4,32,128,1,2,32,2,12.524000
0,8,32,32,1,32,8,8,2,32,2,0.199420
0,8,32,32,2,63,57,4,2,32,2,3.755700
0,8,32,32,1,511,57,1,2,32,2,16.707000
0,8,32,32,3,256,11,1,2,32,2,2.453300
0,8,32,32,3,511,8,2,2,32,2,2.467600
0,8,32,32,3,32,17,8,2,32,2,0.592520
0,8,32,32,1,511,57,1,2,32,2,16.707000
0,8,32,32,2,511,26,1,2,32,2,7.691000
0,8,32,32,4,127,17,8,2,32,2,2.133200
0,8,32,32,3,32,8,1,2,32,2,0.416280
0,8,32,32,1,32,17,2,2,32,2,0.688430
0,8,32,32,2,127,8,2,2,32,2,0.807570
0,8,32,32,1,127,39,2,2,32,2,3.933300
0,8,32,32,2,1023,8,4,2,32,2,3.735200
0,8,32,32,4,32,11,4,2,32,2,0.574250
0,8,32,32,3,511,57,8,2,32,2,17.320000
0,8,32,32,1,32,26,2,2,32,2,0.949800
0,8,32,32,3,1023,11,1,2,32,2,7.313900
0,8,32,32,4,256,8,8,2,32,2,1.922000
0,8,32,32,2,127,17,4,2,32,2,1.513900
0,8,32,32,3,127,39,4,2,32,2,4.068200
0,8,32,32,2,1023,17,4,2,32,2,7.822000
0,8,32,32,4,256,128,8,2,32,2,34.402000
0,8,32,32,1,32,26,2,2,32,2,0.949800
0,8,32,32,2,32,11,8,2,32,2,0.357800
0,8,32,32,3,127,57,8,2,32,2,5.650700
0,8,32,32,4,32,11,8,2,32,2,0.517950
0,8,32,32,2,127,26,8,2,32,2,2.052300
0,8,32,32,1,2047,11,1,2,32,2,9.318300
0,8,32,32,4,32,26,2,2,32,2,1.399500
0,8,32,32,2,32,86,8,2,32,2,3.130500
0,8,32,32,3,2047,8,4,2,32,2,9.164900
0,8,32,32,3,256,39,4,2,32,2,6.414600
0,8,32,32,3,32,86,4,2,32,2,4.490300
0,8,32,32,2,63,11,2,2,32,2,0.782370
0,8,32,32,3,32,57,1,2,32,2,4.054200
0,8,32,32,4,511,8,1,2,32,2,3.391700
0,8,32,32,3,127,8,8,2,32,2,0.863730
0,8,32,32,2,32,39,4,2,32,2,1.523200
0,8,32,32,2,511,17,8,2,32,2,4.181800
0,8,32,32,3,32,86,1,2,32,2,6.975800
0,8,32,32,2,2047,8,2,2,32,2,7.160700
0,8,32,32,4,1023,17,2,2,32,2,13.219000
0,8,32,32,3,32,11,2,2,32,2,0.542900
0,8,32,32,2,511,39,2,2,32,2,10.196000
0,8,32,32,3,511,8,4,2,32,2,2.490500
0,8,32,32,1,511,39,1,2,32,2,11.635000
0,8,32,32,1,256,11,4,2,32,2,1.408600
0,8,32,32,2,256,26,2,2,32,2,3.971000
0,8,32,32,3,1023,17,1,2,32,2,10.769000
0,8,32,32,1,511,8,8,2,32,2,1.791800
0,8,32,32,1,256,86,8,2,32,2,12.176000
0,8,32,32,3,127,17,4,2,32,2,1.781200
0,8,32,32,3,256,17,2,2,32,2,3.240100
0,8,32,32,4,63,57,4,2,32,2,4.972600
0,8,32,32,1,63,26,4,2,32,2,1.213400
0,8,32,32,3,32,11,2,2,32,2,0.542900
0,8,32,32,2,256,11,1,2,32,2,2.013300
0,8,32,32,4,32,57,8,2,32,2,2.692900
0,8,32,32,3,63,39,1,2,32,2,4.082500
0,8,32,32,2,256,57,1,2,32,2,11.472000
0,8,32,32,1,32,8,1,2,32,2,0.386610
0,8,32,32,4,32,39,4,2,32,2,2.069300
0,8,32,32,4,256,86,1,2,32,2,28.144000
0,8,32,32,3,256,8,4,2,32,2,1.387200
0,8,32,32,2,63,17,1,2,32,2,1.477000
0,8,32,32,1,127,57,8,2,32,2,3.600100
0,8,32,32,2,63,128,4,2,32,2,9.391000
0,8,32,32,2,256,128,4,2,32,2,23.056000
0,8,32,32,3,256,17,8,2,32,2,2.978800
0,8,32,32,4,63,128,8,2,32,2,12.021000
0,8,32,32,1,32,8,8,2,32,2,0.199420
0,8,32,32,1,127,17,4,2,32,2,1.285700
0,8,32,32,3,63,128,8,2,32,4,8.262200
0,8,32,32,3,63,86,1,2,32,4,10.572000
0,8,32,32,4,1023,11,2,2,32,4,9.439100
0,8,32,32,3,32,86,1,2,32,4,8.498000
0,8,32,32,3,511,39,4,2,32,4,11.001000
0,8,32,32,1,63,86,8,2,32,4,3.410000
0,8,32,32,2,511,26,8,2,32,4,6.161900
0,8,32,32,4,63,8,2,2,32,4,0.700910
0,8,32,32,2,4096,8,4,2,32,4,15.955000
0,8,32,32,4,511,39,1,2,32,4,15.809000
0,8,32,32,2,1023,11,4,2,32,4,5.835000
0,8,32,32,4,511,8,8,2,32,4,4.494800
0,8,32,32,1,256,39,4,2,32,4,4.498200
0,8,32,32,1,511,39,4,2,32,4,7.764800
0,8,32,32,1,256,39,2,2,32,4,5.120300
0,8,32,32,2,63,57,2,2,32,4,4.087600
0,8,32,32,2,1023,17,2,2,32,4,8.302200
0,8,32,32,4,1023,8,1,2,32,4,5.972000
0,8,32,32,4,256,11,4,2,32,4,2.725600
0,8,32,32,1,1023,17,8,2,32,4,7.250500
0,8,32,32,2,63,128,4,2,32,4,7.659800
0,8,32,32,4,32,39,1,2,32,4,3.332600
0,8,32,32,2,127,11,4,2,32,4,1.024900
0,8,32,32,4,256,11,2,2,32,4,2.630600
0,8,32,32,1,511,17,4,2,32,4,3.665100
0,8,32,32,2,63,11,4,2,32,4,0.671910
0,8,32,32,2,127,39,2,2,32,4,3.381000
0,8,32,32,2,4096,8,1,2,32,4,13.598000
0,8,32,32,1,127,128,2,2,32,4,12.409000
0,8,32,32,4,511,8,8,2,32,4,4.494800
0,8,32,32,3,256,17,4,2,32,4,2.981300
0,8,32,32,4,127,17,2,2,32,4,2.345500
0,8,32,32,1,256,57,4,2,32,4,6.054400
0,8,32,32,4,127,39,4,2,32,4,4.580700
0,8,32,32,2,511,8,8,2,32,4,2.640400
0,8,32,32,1,32,11,1,2,32,4,0.817620
0,8,32,32,2,127,8,4,2,32,4,0.756320
0,8,32,32,1,1023,17,4,2,32,4,6.752000
0,8,32,32,2,63,39,8,2,32,4,1.892700
0,8,32,32,4,32,128,2,2,32,4,9.360800
0,8,32,32,4,256,8,2,2,32,4,1.753200
0,8,32,32,4,63,57,2,2,32,4,4.889100
0,8,32,32,1,63,11,1,2,32,4,1.030400
0,8,32,32,2,127,128,4,2,32,4,12.548000
0,8,32,32,1,32,128,2,2,32,4,7.074200
0,8,32,32,4,1023,17,1,2,32,4,13.781000
0,8,32,32,1,127,17,4,2,32,4,1.291200
0,8,32,32,4,32,86,4,2,32,4,4.777200
0,8,32,32,4,63,128,2,2,32,4,13.385000
0,8,32,32,4,511,26,2,2,32,4,9.917500
0,8,32,32,2,63,17,8,2,32,4,0.971680
0,8,32,32,3,127,128,4,2,32,4,15.251000
0,8,32,32,1,63,86,8,2,32,4,3.410000
0,8,32,32,3,63,26,4,2,32,4,1.536800
0,8,32,32,4,256,128,2,2,32,4,33.743000
0,8,32,32,3,1023,11,2,2,32,4,7.246000
0,8,32,32,2,32,26,1,2,32,4,2.092000
0,8,32,32,4,127,11,8,2,32,4,1.807400
0,8,32,32,1,32,57,2,2,32,4,2.868300
0,8,32,32,4,63,57,4,2,32,4,4.384800
0,8,32,32,2,32,39,2,2,32,4,1.990400
0,8,32,32,1,32,17,8,2,32,4,0.505520
0,8,32,32,2,2047,11,2,2,32,4,10.550000
0,8,32,32,1,2047,11,2,2,32,4,8.492200
0,8,32,32,2,511,17,8,2,32,4,4.695200
0,8,32,32,4,32,8,1,2,32,4,0.575370
0,8,32,32,3,32,17,2,2,32,4,0.927680
0,8,32,32,1,63,11,8,2,32,4,0.554120
0,8,32,32,1,127,17,2,2,32,4,1.501900
0,8,32,32,2,256,86,2,2,32,4,14.351000
0,8,32,32,2,256,128,2,2,32,4,22.658000
0,8,32,32,2,32,86,2,2,32,4,5.100600
0,8,32,32,2,127,11,8,2,32,4,1.108200
0,8,32,32,2,511,11,4,2,32,4,3.151200
0,8,32,32,4,511,17,4,2,32,4,7.246700
0,8,32,32,4,127,8,4,2,32,4,1.143000
0,8,32,32,4,63,86,2,2,32,4,8.577600
0,8,32,32,3,63,26,8,2,32,4,1.521900
0,8,32,32,3,32,128,2,2,32,4,9.003800
0,8,32,32,4,256,86,1,2,32,4,24.170000
0,8,32,32,4,256,17,4,2,32,4,3.850000
0,8,32,32,3,32,39,2,2,32,4,2.056800
0,8,32,32,4,511,39,1,2,32,4,15.809000
0,8,32,32,2,63,128,8,2,32,4,6.663300
0,8,32,32,1,127,57,8,2,32,4,3.464200
0,8,32,32,3,32,26,4,2,32,4,1.010500
0,8,32,32,3,256,39,1,2,32,4,7.453300
0,8,32,32,3,4096,8,1,2,32,4,17.155000
0,8,32,32,4,256,39,2,2,32,4,8.043200
0,8,32,32,4,63,128,8,2,32,4,10.921000
0,8,32,32,2,256,11,4,2,32,4,1.725700
0,8,32,32,3,63,39,2,2,32,4,2.881400
0,8,32,32,4,32,26,1,2,32,4,2.072700
0,8,32,32,4,127,128,1,2,32,4,25.372000
0,8,32,32,4,1023,8,2,2,32,4,6.125400
0,8,32,32,3,1023,8,1,2,32,4,4.519100
0,8,32,32,3,1023,17,8,2,32,4,11.611000
0,8,32,32,4,256,39,1,2,32,4,9.059300
0,8,32,32,1,32,86,2,2,32,4,4.730000
0,8,32,32,3,511,39,8,2,32,4,11.360000
0,8,32,32,3,4096,8,4,2,32,4,20.291000
0,8,32,32,1,127,26,8,2,32,4,1.638200
0,8,32,32,2,256,8,4,2,32,4,1.234900
0,8,32,32,2,256,17,1,2,32,4,2.948000
0,8,32,32,1,4096,8,2,2,32,4,11.353000
0,8,32,32,2,511,26,4,2,32,4,5.993700
0,8,32,32,2,1023,11,4,2,32,4,5.835000
0,8,32,32,4,32,26,8,2,32,4,1.153600
0,8,32,32,1,63,17,4,2,32,4,0.857740
0,8,32,32,3,63,8,2,2,32,4,0.605600
0,8,32,32,2,63,57,2,2,32,4,4.087600
0,8,32,32,3,2047,11,1,2,32,4,13.610000
0,8,32,32,2,32,128,1,2,32,4,12.619000
0,8,32,32,4,256,26,2,2,32,4,5.337000
0,8,32,32,1,32,86,2,2,32,4,4.730000
0,8,32,32,3,32,17,1,2,32,4,1.346800
0,8,32,32,2,32,8,4,2,32,4,0.322720
0,8,32,32,1,1023,17,1,2,32,4,7.187300
0,8,32,32,3,32,26,4,2,32,4,1.010500
0,8,32,32,4,256,26,8,2,32,4,5.675500
0,8,32,32,4,127,39,2,2,32,4,5.089500
0,8,32,32,3,256,128,2,2,32,4,26.987000
0,8,32,32,2,32,57,2,2,32,4,3.014000
0,8,32,32,1,127,11,2,2,32,4,0.991760
0,8,32,32,1,32,8,1,2,32,4,0.523180
0,8,32,32,1,127,26,4,2,32,4,1.746500
0,8,32,32,3,4096,8,1,2,32,4,17.155000
0,8,32,32,4,32,26,8,2,32,4,1.153600
0,8,32,32,2,256,57,1,2,32,4,9.859100
0,8,32,32,2,32,39,2,2,32,4,1.990400
0,8,32,32,2,32,17,2,2,32,4,0.868270
0,8,32,32,4,127,39,4,2,32,4,4.580700
0,8,32,32,1,256,26,4,2,32,4,2.890300
0,8,32,32,2,127,17,8,2,32,4,1.490400
0,8,32,32,2,511,39,4,2,32,4,8.843400
0,8,32,32,3,63,26,1,2,32,4,2.521800
0,8,32,32,3,63,128,2,2,32,4,11.245000
0,8,32,32,3,32,57,4,2,32,4,2.240200
0,8,32,32,3,511,26,2,2,32,4,7.514800
0,8,32,32,4,32,57,2,2,32,4,3.385500
0,8,32,32,2,63,8,1,2,32,4,0.777490
0,8,32,32,2,1023,8,2,2,32,4,3.782100
0,8,32,32,1,127,39,2,2,32,4,3.421800
0,8,32,32,1,1023,8,2,2,32,4,3.111700
0,8,32,32,1,256,39,1,2,32,4,6.373200
0,8,32,32,3,127,86,8,2,32,4,8.572400
0,8,32,32,1,63,86,8,2,32,4,3.410000
0,8,32,32,2,32,11,1,2,32,4,0.835550
0,8,32,32,4,256,57,1,2,32,4,14.120000
0,8,32,32,4,63,8,2,2,32,4,0.700910
0,8,32,32,3,511,8,4,2,32,4,2.757500
0,8,32,32,4,63,57,1,2,32,4,6.374100
0,8,32,32,1,256,128,2,2,32,4,18.285000
0,8,32,32,1,127,39,8,2,32,4,2.564100
0,8,32,32,4,2047,8,4,2,32,4,13.517000
0,8,32,32,3,63,128,2,2,32,4,11.245000
0,8,32,32,4,256,86,2,2,32,4,21.251000
0,8,32,32,4,63,128,8,2,32,4,10.921000
0,8,32,32,1,1023,8,2,2,32,4,3.111700
0,8,32,32,1,511,11,4,2,32,4,2.555600
0,8,32,32,2,511,57,8,2,32,4,13.336000
0,8,32,32,2,511,39,4,2,32,4,8.843400
0,8,32,32,2,1023,26,4,2,32,4,11.336000
0,8,32,32,3,127,8,8,2,32,4,1.068300
0,8,32,32,3,511,39,8,2,32,4,11.360000
0,8,32,32,2,32,128,8,2,32,4,4.337200
0,8,32,32,4,32,57,4,2,32,4,2.712700
0,8,32,32,2,32,8,4,2,32,4,0.322720
0,8,32,32,4,511,11,8,2,32,4,6.239900
0,8,32,32,1,32,39,2,2,32,4,1.926200
0,8,32,32,1,63,39,1,2,32,4,3.691800
0,8,32,32,3,2047,11,4,2,32,4,14.546000
0,8,32,32,1,32,26,8,2,32,4,0.663370
0,8,32,32,3,63,128,2,2,32,4,11.245000
0,8,32,32,2,1023,26,8,2,32,4,11.842000
0,8,32,32,1,511,17,2,2,32,4,3.788900
0,8,32,32,4,63,86,4,2,32,4,7.655600
0,8,32,32,3,127,17,1,2,32,4,2.318600
0,8,32,32,4,1023,17,2,2,32,4,13.651000
0,8,32,32,1,2047,11,4,2,32,4,8.728200
0,8,32,32,2,63,26,4,2,64,1,1.133200
0,8,32,32,2,32,8,2,2,64,1,0.269080
0,8,32,32,2,127,86,1,2,64,1,12.206000
0,8,32,32,3,511,26,1,2,64,1,7.594500
0,8,32,32,1,63,17,8,2,64,1,0.559230
0,8,32,32,4,32,26,2,2,64,1,1.219200
0,8,32,32,3,1023,39,1,2,64,1,20.457000
0,8,32,32,3,32,86,4,2,64,1,3.647800
0,8,32,32,3,127,8,2,2,64,1,0.750470
0,8,32,32,1,256,128,4,2,64,1,14.314000
0,8,32,32,2,32,8,8,2,64,1,0.190180
0,8,32,32,2,256,39,8,2,64,1,4.272300
0,8,32,32,2,1023,11,8,2,64,1,4.051500
0,8,32,32,2,63,128,8,2,64,1,5.899900
0,8,32,32,3,127,17,4,2,64,1,1.364700
0,8,32,32,2,256,57,2,2,64,1,7.837700
0,8,32,32,2,63,128,1,2,64,1,13.022000
0,8,32,32,4,511,17,2,2,64,1,5.233000
0,8,32,32,3,1023,57,8,2,64,1,25.207000
0,8,32,32,2,511,11,8,2,64,1,2.238100
0,8,32,32,4,1023,39,4,2,64,1,21.518000
0,8,32,32,3,256,128,1,2,64,1,31.697000
0,8,32,32,3,511,39,1,2,64,1,12.033000
0,8,32,32,4,127,86,8,2,64,1,9.051300
0,8,32,32,1,256,8,4,2,64,1,0.818340
0,8,32,32,2,63,39,2,2,64,1,2.485000
0,8,32,32,1,32,57,8,2,64,1,1.310700
0,8,32,32,1,256,11,8,2,64,1,1.098400
0,8,32,32,4,511,86,4,2,64,1,29.583000
0,8,32,32,3,1023,57,2,2,64,1,28.564000
0,8,32,32,2,2047,26,2,2,64,1,18.428000
0,8,32,32,3,127,17,1,2,64,1,2.121000
0,8,32,32,4,63,8,1,2,64,1,0.729760
0,8,32,32,1,32,128,8,2,64,1,3.217300
0,8,32,32,1,1023,26,4,2,64,1,7.473400
0,8,32,32,2,63,57,2,2,64,1,3.835500
0,8,32,32,4,32,39,2,2,64,1,1.968000
0,8,32,32,1,63,17,2,2,64,1,0.912440
0,8,32,32,3,32,8,4,2,64,1,0.251180
0,8,32,32,3,63,17,1,2,64,1,1.407900
0,8,32,32,4,32,8,4,2,64,1,0.283920
0,8,32,32,2,256,11,1,2,64,1,1.745800
0,8,32,32,4,2047,8,8,2,64,1,10.560000
0,8,32,32,2,63,8,4,2,64,1,0.386930
0,8,32,32,2,256,26,2,2,64,1,3.200200
0,8,32,32,3,63,39,8,2,64,1,1.815600
0,8,32,32,2,4096,8,8,2,64,1,13.224000
0,8,32,32,3,2047,11,2,2,64,1,9.973600
0,8,32,32,3,4096,11,4,2,64,1,21.695000
0,8,32,32,2,63,8,8,2,64,1,0.333400
0,8,32,32,4,32,57,2,2,64,1,2.999000
0,8,32,32,2,1023,39,2,2,64,1,15.402000
0,8,32,32,4,511,8,4,2,64,1,2.272800
0,8,32,32,1,127,8,1,2,64,1,0.775580
0,8,32,32,4,1023,17,2,2,64,1,9.888600
0,8,32,32,3,32,39,1,2,64,1,2.409100
0,8,32,32,1,2047,26,4,2,64,1,14.934000
0,8,32,32,3,256,128,1,2,64,1,31.697000
0,8,32,32,4,256,86,2,2,64,1,19.460000
0,8,32,32,3,32,57,8,2,64,1,1.695200
0,8,32,32,3,32,86,2,2,64,1,4.485700
0,8,32,32,4,4096,8,2,2,64,1,20.326000
0,8,32,32,4,127,86,1,2,64,1,15.836000
0,8,32,32,4,4096,11,2,2,64,1,29.381000
0,8,32,32,1,32,128,2,2,64,1,5.549700
0,8,32,32,2,256,11,2,2,64,1,1.373800
0,8,32,32,2,32,11,8,2,64,1,0.285320
0,8,32,32,4,63,86,2,2,64,1,8.224300
0,8,32,32,1,256,39,8,2,64,1,3.977800
