0 4 1 3 4 1 1 0.82341
0 6 2 3 3 0 1 4.9143
1 2 1 1 1 1 1 0.9318
2 0 0 2 2 1 0 0.18128
3 0 4 2 1 0 1 2.0693
2 5 0 3 2 0 2 4.6671
1 1 7 1 3 1 0 5.4576
1 0 3 0 0 1 1 1.7011
0 4 6 3 4 1 0 4.6542
0 7 3 3 3 1 0 11.877
3 0 1 0 1 0 1 0.7608
3 5 6 3 4 0 2 14.906
2 3 2 2 4 0 2 1.083
1 3 2 2 0 0 1 3.8901
3 1 7 3 0 0 2 19.76
3 3 0 3 1 0 1 1.922
0 5 1 0 3 0 2 2.3942
2 6 0 0 4 0 1 2.4343
3 4 2 0 1 1 1 5.2598
0 0 2 3 2 1 0 0.28152
0 5 2 0 2 1 0 4.1737
1 6 3 0 3 1 0 8.798
3 0 0 3 2 1 0 0.1768
1 1 5 0 3 0 2 4.5179
3 1 7 1 2 1 1 7.2299
1 1 4 1 1 1 0 2.485
3 6 0 0 4 0 2 2.9828
1 5 4 1 2 0 1 11.784
3 2 6 3 2 1 0 5.3777
1 3 5 2 3 1 0 2.894
1 3 5 1 3 0 1 3.8922
0 6 1 2 1 0 2 8.7282
0 1 6 3 4 1 0 1.2963
1 4 2 0 2 1 1 2.6005
0 1 3 1 3 1 1 0.91456
3 2 7 0 3 0 1 12.904
2 3 7 0 3 0 2 17.21
1 1 3 0 1 1 0 1.9034
3 0 4 2 0 0 2 3.0163
1 2 5 3 3 1 1 1.6061
3 1 5 3 3 0 1 1.5859
0 0 3 2 1 1 1 0.71488
3 5 2 2 2 1 0 5.4521
1 0 1 0 1 1 0 0.57307
1 6 1 1 3 0 2 4.3001
1 3 0 3 4 0 2 0.72707
3 2 4 0 1 1 0 5.9114
2 1 6 0 2 0 1 7.2562
3 0 0 3 0 1 0 0.36061
1 6 0 2 2 1 0 3.4479
3 6 2 0 2 0 2 16.12
2 7 0 3 4 1 0 4.4345
1 2 7 1 2 1 1 8.9114
3 2 3 0 3 1 1 1.9334
2 2 4 0 2 0 1 4.143
1 7 0 0 2 1 0 7.3315
2 1 5 3 4 1 1 0.97393
2 4 0 3 4 0 2 1.3998
3 2 6 1 4 0 2 5.0389
1 0 5 2 4 1 0 1.1183
3 1 0 2 2 1 0 0.31202
3 6 5 2 4 0 2 17.102
0 1 3 1 1 1 1 1.2798
2 3 2 2 1 0 2 2.9813
2 5 3 3 4 0 1 3.5465
3 1 1 1 3 0 2 0.60853
2 4 5 3 0 1 0 22.09
3 3 2 2 2 1 0 1.6527
1 5 2 3 0 1 0 9.5689
1 2 2 2 2 1 0 0.76676
1 4 2 3 2 0 2 3.1052
2 0 1 0 3 0 2 0.72899
3 1 0 0 4 0 1 0.45363
1 0 4 2 2 1 0 0.89845
0 4 5 1 4 1 0 3.5121
2 6 0 0 0 0 1 15.12
2 2 0 0 3 1 1 0.58781
2 2 2 2 4 1 0 0.48638
2 4 7 0 2 1 1 28.899
0 2 2 2 1 0 1 1.2857
0 6 1 0 4 1 1 2.4689
1 3 4 3 2 1 0 2.5919
1 6 7 1 3 1 1 46.049
0 1 5 2 2 1 0 1.5948
1 6 0 2 0 1 0 9.0835
1 7 1 0 3 0 1 8.1307
1 1 4 0 1 0 1 3.7062
1 4 1 1 3 1 1 1.1427
1 2 7 3 3 0 1 4.9164
2 1 7 1 3 0 2 6.6086
0 2 2 2 4 0 2 0.7432
2 2 0 2 0 0 1 1.3026
0 7 2 3 2 1 0 12.835
1 1 2 3 4 0 2 0.5198
3 3 0 3 0 0 1 3.1362
3 3 1 0 3 1 0 1.3702
0 3 6 3 1 0 1 12.176
1 1 3 3 1 1 1 0.89732
1 3 5 0 1 0 1 11.472
0 3 6 1 2 1 1 7.3441
0 4 0 2 1 1 1 1.2979
3 0 1 2 1 1 0 0.44901
2 2 7 2 4 0 2 5.1619
2 1 1 2 4 1 0 0.28259
0 1 2 3 3 1 1 0.41292
2 4 7 0 4 0 1 16.656
0 1 5 2 0 1 0 3.3567
0 4 4 2 3 0 1 3.4085
1 2 3 2 0 1 0 2.7044
0 4 2 2 1 0 1 3.5141
0 3 2 3 1 1 1 1.5255
3 1 7 0 1 1 1 15.031
3 0 5 0 4 1 0 2.7565
0 2 7 2 4 1 0 3.2582
1 0 5 2 0 1 0 2.5429
3 0 6 1 0 0 1 10.631
1 4 3 2 4 0 2 2.1076
2 2 2 0 1 0 1 2.6178
0 1 7 2 2 0 2 5.0193
2 0 0 0 1 0 1 0.41628
2 3 3 1 0 1 1 4.773
1 4 2 2 2 1 0 2.33
0 2 6 0 3 0 2 8.5639
1 3 3 2 4 1 0 0.93776
1 4 6 3 3 1 1 6.5118
3 1 3 2 3 0 1 0.78155
3 2 5 3 1 1 1 4.4638
0 3 3 1 0 0 2 4.6958
0 2 1 0 2 0 1 0.95933
1 6 4 1 2 1 1 16.393
3 1 2 1 2 1 0 0.85074
1 2 3 2 2 1 0 1.2269
1 4 2 3 1 0 1 4.1818
0 3 0 2 1 1 0 0.81834
2 2 6 2 3 0 2 3.9313
1 2 2 1 3 0 2 0.97587
1 0 5 2 2 1 0 1.3038
2 0 1 3 2 1 0 0.22857
1 2 1 3 0 0 1 1.5072
1 0 4 1 3 0 2 1.4911
2 5 2 1 3 1 1 2.9636
3 4 3 1 2 1 1 4.1454
1 5 4 3 4 1 0 3.5066
0 7 1 2 4 0 2 5.5537
1 3 4 0 3 0 2 3.9645
0 5 5 1 2 0 1 15.399
0 2 5 2 2 0 2 2.8492
0 4 3 0 2 1 1 3.5294
3 6 1 2 4 1 0 3.1229
3 3 7 0 0 1 1 45.54
2 1 1 2 0 1 0 0.86427
3 2 5 3 3 1 1 1.9645
0 0 2 0 2 0 2 1.1995
0 0 2 1 3 0 2 0.68482
3 0 0 1 4 0 2 0.3962
2 6 1 1 4 0 1 3.3658
3 4 1 3 1 1 1 3.5268
2 2 3 3 0 1 0 2.7576
0 2 0 1 3 0 2 0.4925
1 5 2 0 3 0 2 3.8143
2 0 4 0 3 1 1 2.2299
0 2 7 2 0 1 0 12.846
0 5 2 2 3 1 0 2.4658
2 6 6 2 3 1 0 32.315
2 2 5 1 4 0 1 2.2232
1 3 6 1 3 1 0 6.5101
3 7 0 0 1 0 1 24.648
1 0 7 3 0 0 1 8.08
0 3 5 1 4 0 2 3.5838
2 3 4 0 1 1 0 7.6328
2 2 1 3 2 0 2 0.98444
1 0 5 0 2 0 1 3.2705
0 1 2 0 3 1 1 1.2361
0 4 3 0 4 1 1 2.2511
0 3 1 1 4 0 2 0.85702
0 2 6 2 4 1 0 2.148
1 2 1 1 0 1 0 1.3086
2 1 2 0 1 1 0 1.4079
0 3 4 0 3 1 1 3.7984
0 5 6 2 3 0 2 14.183
3 1 6 0 3 0 1 6.0692
3 4 6 2 4 1 0 7.447
1 0 0 1 1 1 0 0.26908
0 6 6 2 3 1 1 21.293
0 6 1 3 2 0 2 7.2104
0 7 0 2 3 0 2 5.5177
1 7 4 1 4 1 1 13.117
2 1 7 1 0 1 1 13.064
1 6 2 1 1 1 0 12.351
0 1 4 3 4 1 0 0.5791
1 3 2 3 3 1 1 0.90664
3 1 2 3 3 1 0 0.51894
1 4 6 1 3 0 2 11.585
3 1 3 0 4 1 0 1.1304
3 0 4 3 3 0 2 0.82353
1 1 6 3 1 1 1 3.3978
1 5 5 0 4 0 1 9.368
2 2 5 1 2 0 1 4.8752
1 1 0 3 3 1 1 0.25571
3 0 3 1 4 0 1 0.74331
3 1 1 3 2 1 0 0.41349
2 3 7 2 4 1 0 6.7789
0 0 2 2 4 1 0 0.30458
1 5 3 2 0 1 0 14.346
2 2 2 2 1 1 0 1.3647
2 1 2 0 3 1 0 0.83422
2 6 5 1 2 1 0 32.286
3 2 1 3 2 0 2 1.2481
3 0 0 3 3 1 0 0.14802
3 1 1 1 4 0 1 0.41861
2 0 0 2 1 1 0 0.25118
2 3 7 0 2 0 1 25.562
0 4 5 0 2 0 2 10.452
3 2 6 3 3 1 0 4.0768
0 5 2 0 4 0 2 2.821
3 0 7 1 3 0 2 5.8967
0 1 4 3 2 1 0 0.85406
2 1 6 3 1 1 1 3.9218
1 4 5 1 4 0 2 5.0192
1 1 6 1 0 0 1 10.92
3 4 3 0 4 1 1 2.6498
3 5 5 1 4 0 1 10.326
1 4 0 0 3 1 1 0.9593
0 6 5 0 2 1 0 26.214
0 4 3 1 0 1 1 5.7864
3 0 0 1 0 0 2 0.5915
1 0 6 2 2 0 2 2.8121
3 5 1 3 2 0 2 7.9472
0 2 3 3 4 0 2 0.84018
0 5 6 3 3 0 2 13.218
3 5 4 2 1 1 0 21.518
3 4 6 1 3 0 2 13.604
3 6 1 2 2 1 0 7.7654
3 5 2 1 1 1 1 8.9707
0 7 0 1 4 1 0 2.5948
2 0 2 1 2 0 1 0.60057
0 4 4 3 4 0 2 2.9759
0 2 4 2 3 0 2 1.584
3 7 0 2 3 1 0 7.43
1 1 1 1 1 1 1 0.67744
0 6 1 2 1 0 1 8.2782
1 5 0 3 4 0 2 2.2232
3 0 3 1 2 1 0 0.86861
0 4 6 2 2 1 0 10.451
3 5 0 1 3 0 2 2.3743
1 6 1 0 1 0 1 11.267
3 1 4 3 4 1 0 0.71287
0 6 3 3 1 1 1 14.7
3 2 6 3 1 1 0 9.0513
0 1 1 0 3 1 1 0.64868
2 1 2 2 3 0 1 0.51082
0 2 1 2 4 1 0 0.28962
3 1 3 0 0 1 0 3.3171
1 4 1 2 1 1 1 2.1167
3 5 5 1 2 0 1 26.762
0 4 3 3 1 0 1 4.8506
1 4 0 0 1 1 1 1.7713
0 2 4 3 0 0 2 4.1723
3 3 2 2 3 1 0 1.2862
2 2 6 2 3 1 0 4.087
2 5 4 1 2 0 2 13.248
3 3 7 1 0 1 1 39.194
2 0 6 3 1 0 1 3.6983
1 7 1 2 4 1 0 4.2347
2 2 0 1 0 0 1 1.3789
2 5 0 0 0 1 1 4.9926
2 2 0 3 3 1 1 0.40743
2 4 3 1 1 0 2 7.5148
3 4 1 1 4 1 0 0.98908
0 4 7 1 4 0 1 10.539
3 1 2 0 4 1 0 0.94198
2 0 1 1 1 0 1 0.5429
3 0 3 2 4 1 1 0.58956
0 2 7 1 3 0 2 7.773
3 1 2 3 3 0 1 0.53002
1 2 6 2 2 0 2 5.1706
0 1 5 2 3 1 0 1.3713
2 3 2 2 3 0 1 1.1646
2 0 4 3 1 1 1 1.075
2 3 4 2 1 0 1 6.4146
1 0 7 2 4 1 0 2.5763
2 2 3 1 4 0 2 1.3165
3 4 0 0 1 0 1 3.3917
3 4 5 3 4 0 2 5.2974
3 5 6 0 4 1 0 20.195
0 0 6 2 0 0 2 3.9368
3 1 4 3 1 1 1 1.8663
0 0 1 1 3 1 0 0.31834
0 3 3 1 1 1 0 2.938
3 0 7 1 3 1 0 4.3584
2 0 6 1 0 1 1 5.608
1 3 0 0 4 1 1 0.64347
1 1 2 3 2 0 2 0.7086
1 0 2 3 0 1 0 0.56577
3 2 0 0 2 1 1 0.72992
1 5 7 3 3 0 1 24.322
1 6 5 0 3 1 1 18.36
0 2 1 2 3 0 1 0.41522
0 1 7 1 4 0 1 4.3373
2 7 2 0 4 0 1 9.4704
1 7 4 0 4 1 1 14.93
2 6 2 0 2 1 0 9.8777
0 5 4 0 2 0 1 12.512
1 0 4 1 4 0 1 1.1286
1 5 0 3 0 0 2 7.5601
3 0 5 1 3 0 2 2.2961
1 2 3 2 1 1 0 1.8965
0 1 0 0 2 1 1 0.51066
3 0 5 2 1 0 2 2.7127
3 2 2 2 1 1 1 1.5136
0 7 4 2 4 0 2 14.524
1 0 5 3 4 0 1 0.77542
2 4 1 3 3 0 2 2.1221
3 4 5 1 2 1 0 11.405
2 5 0 2 2 0 2 3.5031
2 6 2 2 4 0 1 4.4594
3 4 0 2 1 1 1 2.2118
1 6 5 0 2 1 1 27.667
0 2 1 0 3 0 2 0.93624
1 5 3 1 3 0 2 4.6241
3 2 4 3 0 0 1 8.0473
2 0 5 1 3 1 1 1.954
1 6 1 2 3 1 0 3.2121
2 3 4 2 0 0 2 10.38
3 5 0 1 0 0 1 10.006
1 2 5 3 4 1 1 1.3543
1 0 2 1 2 0 2 0.78156
3 3 3 1 1 0 2 5.337
0 0 2 0 0 0 2 1.3793
1 3 7 0 3 1 0 14.502
3 4 2 0 0 1 1 7.6265
0 1 0 3 4 0 2 0.32888
2 2 2 0 2 0 2 1.833
0 1 1 3 3 1 1 0.29026
0 3 0 0 4 0 2 0.81706
0 6 3 0 4 1 1 5.536
0 2 7 3 4 1 0 2.8057
0 3 1 3 1 1 0 1.0984
3 4 4 0 2 0 1 10.964
1 0 2 0 3 0 2 1.071
3 1 7 1 3 0 1 6.0089
0 5 4 2 2 1 0 7.8398
3 3 6 2 4 0 1 5.2146
2 5 0 1 2 1 1 2.0302
1 6 1 2 1 1 0 7.9169
1 7 0 0 2 0 1 8.7104
0 7 2 2 2 1 0 12.436
1 1 7 0 2 0 1 10.876
2 3 2 1 2 1 1 1.5261
1 1 2 0 0 1 1 1.5896
0 3 5 3 1 0 1 6.3381
0 6 6 1 4 0 2 21.15
3 0 2 0 4 0 1 0.85021
2 1 7 2 3 1 0 3.7683
2 3 6 3 4 1 0 3.7121
0 6 3 0 3 1 1 7.0181
3 4 0 0 4 0 2 1.0904
3 1 3 3 3 0 2 0.87257
3 3 0 0 2 1 0 1.0934
3 4 4 2 3 0 1 5.1023
3 5 6 0 2 1 0 41.813
0 2 6 2 3 0 1 3.301
0 0 5 0 1 1 1 3.8376
3 7 1 2 3 1 0 10.077
1 6 4 3 4 0 2 8.9736
3 7 5 1 3 1 1 47.895
1 6 0 3 3 0 1 3.566
2 4 6 2 2 0 1 17.45
3 1 6 0 2 0 2 9.1732
0 7 5 1 3 1 1 27.971
3 5 0 1 4 0 1 1.5461
1 5 3 3 4 1 0 2.3287
3 2 0 0 4 1 1 0.5512
2 3 4 0 0 1 0 10.596
1 2 5 1 3 0 1 2.6569
0 4 1 0 1 1 1 2.3633
3 6 2 0 4 1 0 5.5234
0 3 3 3 1 0 1 2.8727
3 4 6 3 2 1 0 15.878
2 1 2 0 0 1 0 1.9387
0 0 6 0 1 1 1 6.4134
0 0 4 0 2 0 2 2.7674
0 2 0 0 4 0 2 0.67961
0 0 3 3 2 1 0 0.41524
3 1 5 0 3 0 2 4.3654
3 3 0 0 4 1 0 0.5953
1 5 0 1 2 1 0 1.9179
1 5 7 1 4 0 2 21.646
1 3 1 2 3 0 1 0.70329
2 0 3 0 2 0 1 1.3138
1 3 7 2 1 0 1 23.056
3 0 5 0 3 1 0 2.8357
1 0 1 3 3 1 1 0.2541
3 3 5 0 3 0 2 6.5521
3 3 6 0 3 1 1 10.607
3 5 1 0 3 0 2 3.4675
2 1 3 0 4 1 0 1.1167
1 6 0 1 1 0 1 7.1607
0 6 0 0 1 1 1 4.8294
1 6 3 3 3 1 1 6.6565
1 0 4 1 1 0 2 1.9904
2 7 7 1 4 1 0 66.128
3 4 7 2 1 1 0 47.661
0 4 6 0 3 0 1 13.044
1 4 4 2 2 1 0 4.6397
1 2 2 1 4 0 1 0.67007
0 2 5 0 4 1 0 2.8988
3 4 6 3 4 1 0 6.1221
0 6 6 3 4 1 0 14.833
2 5 5 3 2 1 1 13.313
3 4 4 3 1 0 1 14.889
2 4 0 2 1 0 2 2.7575
0 4 5 1 0 1 1 14.602
2 3 1 3 0 1 1 2.2072
1 4 2 1 1 1 1 3.2631
0 3 5 3 2 0 2 4.0479
3 2 7 3 2 0 1 11.496
1 0 4 0 3 1 1 2.1891
2 5 2 3 1 0 2 11.611
0 4 7 1 4 0 2 11.9
0 6 0 0 3 1 1 2.2062
3 4 4 2 4 0 2 3.5856
2 5 2 0 3 0 2 4.2622
2 4 0 2 4 0 1 0.79048
0 1 6 0 3 0 2 7.1594
3 4 2 1 0 1 1 6.9978
1 3 1 2 2 0 2 1.1916
3 0 3 3 0 1 1 1.1466
3 0 6 0 3 1 0 4.7816
3 0 7 0 2 0 2 11.676
2 4 7 3 4 0 1 10.181
1 6 7 0 4 1 1 38.808
1 1 3 2 2 0 2 0.97738
2 1 0 1 1 0 2 0.6056
3 0 1 3 0 0 1 0.82544
3 1 0 1 3 1 0 0.34938
0 2 2 1 3 0 2 0.96098
1 4 5 2 0 1 0 18.895
1 1 3 0 4 1 1 1.3016
3 3 1 0 1 1 1 2.3982
1 5 1 2 0 0 2 9.464
2 3 6 1 4 0 1 5.3508
2 0 2 1 1 0 2 0.92768
1 2 5 2 2 1 1 2.5504
3 6 0 1 0 0 1 20.5
1 1 5 0 2 0 2 5.4274
1 7 2 2 3 0 2 11.913
1 4 1 2 1 0 2 3.1512
2 5 3 1 2 0 2 8.7667
1 0 2 3 3 1 0 0.25822
0 1 7 3 2 0 1 3.9424
0 1 7 1 1 1 0 8.4634
3 0 6 0 1 1 0 6.9286
2 1 6 1 3 0 1 3.5726
3 2 2 0 4 0 2 1.4147
2 3 1 1 2 0 2 1.3881
0 7 0 1 3 1 0 3.8385
2 7 0 2 3 0 2 8.2197
3 1 0 1 1 1 0 0.59569
0 2 1 0 4 1 0 0.53528
0 1 6 2 1 1 1 3.6477
3 4 1 1 3 0 1 1.7546
2 5 5 3 3 0 1 11.28
1 0 7 2 2 0 1 3.9647
0 1 0 2 3 1 1 0.27224
0 4 1 2 0 0 2 3.8829
1 5 6 0 2 1 0 29.633
1 5 4 2 3 1 0 5.6701
3 2 0 1 4 1 1 0.42308
1 3 5 1 2 0 1 6.1954
2 2 6 1 2 1 1 5.9936
3 7 4 1 4 0 2 22.019
1 5 2 2 3 0 1 3.0199
3 5 2 2 0 1 1 14.17
0 2 1 1 0 0 2 1.299
1 0 2 3 1 1 0 0.42628
2 5 6 2 4 0 1 13.224
0 7 2 0 3 0 2 10.49
1 3 7 2 4 0 2 6.6432
3 0 0 3 4 0 2 0.29348
3 6 5 3 3 1 1 22.316
0 2 5 0 2 1 0 4.1525
0 1 2 2 1 0 1 0.86085
3 5 0 3 4 0 1 2.1912
0 4 4 1 2 0 1 6.2483
0 5 5 2 4 1 0 5.3518
0 3 4 0 2 1 1 4.4984
2 1 7 0 2 0 2 13.592
0 3 4 2 1 0 1 5.0024
0 4 2 3 3 1 1 1.3689
3 0 1 3 4 0 1 0.22472
2 5 5 0 2 1 1 17.599
3 5 0 1 1 0 2 6.1254
2 3 5 0 4 1 0 4.4891
0 1 6 2 3 1 1 2.3293
3 4 6 1 4 0 1 10.168
0 2 2 2 1 0 2 1.2912
0 5 4 1 4 0 2 5.7418
0 3 3 1 2 1 0 1.8391
2 0 0 3 4 0 1 0.16128
3 3 4 0 1 0 2 9.0593
3 0 7 1 0 1 0 12.45
1 4 0 0 4 1 1 0.778
3 0 4 1 1 1 0 1.968
0 0 3 1 1 0 1 0.9498
2 3 3 2 0 0 1 6.9669
2 7 0 0 1 1 1 14.038
0 1 1 1 4 0 2 0.56681
2 3 5 2 2 0 1 6.1163
1 6 2 0 2 0 1 10.491
0 2 1 1 1 0 1 1.0481
3 2 1 3 0 0 1 2.5115
1 5 6 3 3 1 1 11.888
3 3 7 3 4 1 0 6.4173
1 6 4 2 3 1 1 9.499
2 4 1 3 0 0 1 6.4837
3 0 0 2 3 0 2 0.2924
1 5 0 0 4 1 0 1.0334
3 4 1 2 4 1 1 1.0285
0 3 4 0 0 1 1 7.4014
3 3 3 2 4 1 0 1.2209
2 4 2 3 0 0 1 8.9855
0 2 7 1 1 0 2 12.409
1 4 2 2 3 1 1 1.4605
2 0 3 2 1 0 2 1.0105
3 3 4 0 4 0 1 3.0688
3 3 5 3 2 1 1 4.5255
2 2 4 3 0 0 1 6.0548
2 2 2 3 2 0 1 1.0676
3 1 6 3 3 0 2 2.5851
2 5 2 2 2 1 1 4.1645
0 1 1 3 2 1 1 0.32738
1 3 2 3 0 1 1 2.4645
3 3 1 1 4 1 0 0.7925
2 5 2 0 1 0 1 10.769
3 1 5 0 1 0 2 6.3741
2 0 0 3 2 0 1 0.20504
0 0 4 3 0 0 1 1.4909
3 6 2 3 3 0 2 11.927
1 1 0 3 0 1 1 0.47492
2 0 7 1 0 1 1 9.6309
1 2 1 2 1 0 2 1.0249
3 5 2 3 3 0 2 6.148
3 2 3 2 2 1 1 1.4048
0 6 1 1 1 1 1 6.3906
2 2 0 3 0 1 1 0.89732
2 2 5 0 3 1 0 4.1615
2 3 4 3 0 1 1 6.5038
1 4 2 2 1 1 1 2.9632
2 7 2 2 2 1 1 17.983
3 6 0 3 1 1 0 10.56
0 3 6 0 4 0 2 9.9645
3 3 0 0 3 1 0 0.77644
1 0 6 3 2 1 0 1.726
0 7 5 3 4 0 2 20.584
3 3 5 3 0 1 1 12.554
2 2 4 3 2 0 1 2.2421
0 5 4 3 2 1 0 7.5862
0 5 2 0 2 0 2 5.0846
3 0 6 2 0 0 1 9.1857
3 7 3 2 4 1 0 12.389
0 6 1 2 3 1 0 2.7589
3 0 0 2 2 0 1 0.24302
1 1 6 2 2 1 1 2.7976
2 4 3 0 1 1 0 7.5945
0 2 2 1 4 0 1 0.65931
3 3 7 3 2 0 1 19.589
1 2 4 0 1 1 0 4.5363
0 2 4 2 4 0 1 1.1012
3 1 6 3 2 0 1 4.422
2 2 0 3 2 1 1 0.49198
1 7 1 1 4 0 1 5.0721
3 5 2 1 1 1 0 9.8886
2 2 5 0 1 1 0 7.8431
0 5 0 0 4 1 0 0.9406
2 0 5 0 4 0 2 3.9692
0 2 0 0 2 0 2 0.79947
0 3 5 2 1 0 2 6.0544
0 3 3 2 3 0 2 1.5263
2 1 4 2 3 1 1 1.0943
0 4 0 3 2 0 2 1.6239
2 0 4 1 3 0 1 1.1619
3 1 4 3 4 1 1 0.76925
0 5 0 3 3 1 0 1.2271
0 5 1 2 3 0 2 2.23
2 1 3 2 1 0 2 1.5368
1 3 7 0 0 1 1 33.034
0 1 5 3 4 0 1 0.89724
2 3 7 1 1 1 0 25.431
0 2 3 0 3 0 2 2.0258
3 4 3 2 2 0 1 5.5483
1 1 0 3 4 1 1 0.24831
3 6 1 0 1 1 0 14.471
2 3 5 2 4 0 1 2.6661
2 1 1 1 1 1 0 0.72787
0 3 1 2 1 1 0 1.1335
2 7 5 1 4 0 1 28.535
3 1 0 3 2 0 1 0.44095
3 0 6 0 4 1 0 4.5889
0 0 1 0 4 0 1 0.55013
3 5 5 0 3 1 0 16.786
2 3 2 3 4 0 1 0.8957
0 5 3 2 1 1 0 7.4734
3 3 2 3 2 0 1 2.3205
0 0 3 3 1 1 0 0.55975
1 5 1 3 3 0 2 3.2628
0 2 7 3 3 1 0 3.8676
3 3 1 0 3 1 1 1.1777
0 4 7 3 1 1 0 24.525
2 7 7 0 4 1 0 76.606
3 3 3 3 0 0 1 8.9677
2 6 1 2 1 0 2 14.546
3 6 1 1 3 1 0 4.9674
1 3 3 2 4 1 1 1.0596
2 2 7 1 1 1 0 16.813
1 4 7 2 3 0 2 14.102
3 2 3 2 4 1 1 0.82763
1 1 2 0 3 1 1 1.0411
1 0 3 1 2 1 0 0.80602
0 0 1 2 1 1 1 0.36611
0 0 4 0 0 1 1 2.4894
3 7 2 3 2 1 1 26.023
0 2 3 0 2 0 1 2.1373
1 7 7 2 4 1 1 50.866
2 1 4 0 4 0 1 2.1199
1 3 1 3 4 1 1 0.57572
1 3 5 3 3 1 0 2.6351
0 2 3 2 1 1 1 1.41
2 5 5 0 4 0 2 10.225
1 2 6 1 1 1 1 8.1644
2 3 5 0 1 1 0 11.479
2 1 1 3 4 0 1 0.27399
3 5 4 3 4 0 1 6.1807
1 4 0 1 2 1 1 1.0545
1 1 0 2 0 1 1 0.50778
1 5 0 2 2 0 1 2.4096
0 3 0 1 0 0 1 1.5476
0 7 1 0 3 1 1 5.9088
3 4 7 1 1 1 0 51.928
3 0 0 2 4 0 1 0.19343
1 2 3 3 0 0 1 3.3038
1 1 5 3 2 1 1 1.4811
0 2 6 1 3 1 0 4.0686
2 2 7 1 3 1 0 8.1574
2 5 0 3 0 0 1 8.5902
2 6 2 3 1 1 1 14.686
1 0 5 3 0 0 1 2.8178
3 0 5 1 1 1 0 2.999
2 0 1 2 4 0 1 0.26021
1 1 7 2 0 1 1 8.9691
2 2 2 3 3 0 1 0.69412
2 7 1 2 1 1 0 21.695
1 1 1 2 2 1 1 0.40538
0 0 1 0 0 0 1 0.74044
0 4 1 2 1 0 1 2.3781
0 7 1 1 2 0 1 10.33
2 4 4 2 1 1 1 7.7997
0 6 3 0 2 1 1 9.6309
2 1 2 3 2 0 1 0.66308
3 0 5 1 1 0 2 3.3855
3 1 0 1 0 1 0 0.85603
3 1 7 2 4 1 0 3.6655
1 5 1 1 4 1 0 1.4867
2 3 5 0 3 1 0 5.766
2 1 5 3 0 1 0 3.9946
0 4 5 2 3 1 1 4.248
3 0 1 3 1 1 1 0.42424
0 3 7 1 3 0 1 9.2286
2 7 4 2 3 1 0 25.738
0 0 5 2 3 0 1 1.0222
