nnodes,ppn,nthreads,nbodies,dist,ncrit,level,order,Initialize_bodies,Partition,Precalculation,Build_tree,P2M_&_M2M,Local_essential_tree,M2L_&_P2P,L2L_&_L2P,Total_FMM
0,1,1,2,6020,cube,44,1,3,0.00141,0.003689,6e-06,0.00499,0.053943,0.021148,0.219104,0.0045,0.308543
0,1,1,2,1756,cube,58,0,7,0.000685,0.001543,5e-06,0.001234,0.052919,0.005058,0.283041,0.003086,0.347963
0,1,1,2,4424,cube,58,3,1,0.001089,0.003219,6e-06,0.003422,0.050204,0.215083,0.091264,0.002326,0.366691
0,1,1,2,512,cube,72,1,6,0.00059,0.001059,5e-06,0.000444,0.051436,0.001836,0.088467,0.001309,0.145511
0,1,1,2,3250,cube,72,4,6,0.001228,0.00335,6e-06,0.00214,0.049388,0.235267,0.206957,0.004209,0.502476
0,1,1,2,2390,cube,4,3,5,0.001004,0.002528,7e-06,0.008856,0.051728,0.666191,1.36431,0.007333,2.10227
0,1,1,2,696,cube,18,2,4,0.000606,0.00135,6e-06,0.000842,0.048232,0.006775,0.101223,0.001342,0.160694
0,1,1,2,4424,cube,100,2,0,0.001424,0.003774,8e-06,0.002296,0.050348,0.012891,0.091892,0.00182,0.164185
0,1,1,2,1290,cube,128,1,1,0.000462,0.001182,4e-06,0.000631,0.050453,0.003748,0.020779,0.00063,0.078382
0,1,1,2,8192,cube,100,0,4,0.002128,0.004889,7e-06,0.006769,0.050964,0.022151,0.385597,0.007454,0.479026
0,1,1,2,696,cube,4,0,0,0.000394,0.001019,3e-06,0.00089,0.048177,0.005668,0.104229,0.001238,0.162185
0,1,1,2,1290,cube,128,0,7,0.000593,0.001343,6e-06,0.000995,0.052584,0.004235,0.275623,0.00237,0.338272
0,1,1,2,1290,cube,72,3,3,0.000507,0.001275,4e-06,0.000734,0.04422,0.031734,0.038006,0.000979,0.117813
0,1,1,2,512,cube,4,2,3,0.000401,0.000923,5e-06,0.001557,0.048434,0.024288,0.186056,0.001567,0.263889
0,1,1,2,948,cube,86,0,3,0.000541,0.001364,7e-06,0.000862,0.048485,0.002952,0.034912,0.000721,0.090314
0,1,1,2,8192,cube,86,2,7,0.002009,0.005554,7e-06,0.008007,0.056181,0.056469,1.72785,0.015631,1.87092
0,1,1,2,512,cube,128,0,6,0.000466,0.000997,7e-06,0.000417,0.051079,0.001561,0.071011,0.001306,0.127379
0,1,1,2,512,cube,86,1,6,0.000337,0.000733,3e-06,0.000266,0.047587,0.001571,0.071677,0.001251,0.123898
0,1,1,2,1756,cube,86,4,5,0.000793,0.002242,8e-06,0.001239,0.048656,0.237806,0.109466,0.00186,0.402446
0,1,1,2,3250,cube,18,3,1,0.0009,0.002439,6e-06,0.003,0.047385,0.241567,0.093416,0.001819,0.390723
0,1,1,2,6020,cube,86,3,4,0.001471,0.004228,7e-06,0.004916,0.054537,0.205941,0.299962,0.005424,0.576253
0,1,1,2,512,cube,4,0,6,0.00033,0.000807,3e-06,0.002142,0.050483,0.010983,0.984312,0.004326,1.05414
0,1,1,2,8192,cube,86,4,3,0.001835,0.00605,7e-06,0.005894,0.050136,1.80028,0.236331,0.005973,2.10584
0,1,1,2,6020,cube,72,1,6,0.001445,0.003696,6e-06,0.006125,0.058186,0.025143,1.02533,0.00946,1.12902
0,1,1,2,6020,cube,128,3,8,0.001692,0.00492,7e-06,0.003439,0.054077,0.040017,0.542234,0.011071,0.656928
0,1,1,2,948,cube,4,3,7,0.000506,0.001437,5e-06,0.004116,0.050859,0.252113,1.54385,0.005272,1.85878
0,1,1,2,6020,cube,4,0,8,0.001662,0.004167,8e-06,0.03139,0.08849,0.143349,14.1675,0.051704,14.4878
0,1,1,2,696,cube,100,4,7,0.000556,0.001436,7e-06,0.000443,0.04737,0.030645,0.118708,0.002253,0.201955
0,1,1,2,4424,cube,100,4,7,0.001513,0.004124,8e-06,0.002765,0.053299,0.244116,0.339083,0.006698,0.651231
0,1,1,2,6020,cube,18,3,7,0.001437,0.004249,8e-06,0.007316,0.059714,0.30618,1.9347,0.013141,2.32644
0,1,1,2,4424,cube,44,0,4,0.001403,0.003277,7e-06,0.004966,0.054428,0.01691,0.363978,0.004617,0.449345
0,1,1,2,1756,cube,72,2,2,0.000608,0.001555,5e-06,0.000923,0.050319,0.007578,0.032149,0.001092,0.094672
0,1,1,2,8192,cube,18,3,6,0.001806,0.005473,7e-06,0.011525,0.062962,0.616139,2.17438,0.016223,2.88792
0,1,1,2,3250,cube,86,2,8,0.000894,0.002205,5e-06,0.0019,0.052973,0.010773,0.451949,0.006406,0.5273
0,1,1,2,6020,cube,86,1,7,0.001424,0.003668,6e-06,0.005836,0.053096,0.024224,1.34623,0.011606,1.44587
0,1,1,2,512,cube,100,2,6,0.000362,0.000777,3e-06,0.000272,0.048474,0.002081,0.071382,0.001283,0.12514
0,1,1,2,1756,cube,128,4,4,0.000587,0.001637,3.1e-05,0.000853,0.048372,0.239469,0.067615,0.001586,0.360618
0,1,1,2,2390,cube,30,1,1,0.000718,0.001716,5e-06,0.002352,0.048323,0.011561,0.076933,0.001405,0.143355
0,1,1,2,2390,cube,72,2,2,0.000811,0.0021,6e-06,0.001356,0.046824,0.008498,0.04364,0.001324,0.104944
0,1,1,2,948,cube,100,1,6,0.000483,0.001101,4e-06,0.0008,0.048151,0.003886,0.157102,0.001506,0.213486
0,1,1,2,512,cube,58,1,0,0.000486,0.001005,6e-06,0.000406,0.050066,0.002288,0.019592,0.000475,0.074825
0,1,1,2,6020,cube,72,1,7,0.00136,0.003569,5e-06,0.006213,0.057658,0.026933,1.61881,0.012294,1.72661
0,1,1,2,1290,cube,86,0,7,0.000478,0.001182,4e-06,0.000984,0.051279,0.004412,0.274306,0.00238,0.335531
0,1,1,2,948,cube,128,1,7,0.00062,0.001412,6e-06,0.000578,0.051405,0.002604,0.118424,0.001547,0.177008
0,1,1,2,2390,cube,30,4,2,0.000725,0.002035,5e-06,0.002437,0.050711,1.51431,0.100858,0.001784,1.67321
0,1,1,2,696,cube,72,2,1,0.000415,0.001194,5e-06,0.000685,0.051144,0.005888,0.02684,0.00073,0.087442
0,1,1,2,1290,cube,58,1,5,0.000624,0.00147,6e-06,0.000959,0.046307,0.004286,0.105227,0.001528,0.160834
0,1,1,2,2390,cube,18,3,1,0.000703,0.00188,4e-06,0.002508,0.050642,0.234305,0.088627,0.001557,0.380581
0,1,1,2,4424,cube,114,1,3,0.001409,0.003539,6e-06,0.002583,0.0522,0.008637,0.108635,0.002835,0.179468
0,1,1,2,4424,cube,4,4,5,0.001085,0.003265,6e-06,0.015124,0.058773,10.2871,2.64217,0.013061,13.0207
0,1,1,2,1290,cube,72,4,1,0.000484,0.001493,4e-06,0.000657,0.049659,0.238325,0.020803,0.000644,0.312568
0,1,1,2,696,cube,18,0,8,0.000498,0.001028,7e-06,0.001025,0.053241,0.00503,0.677138,0.00417,0.742837
0,1,1,2,696,cube,30,1,3,0.000375,0.001047,4e-06,0.000523,0.050771,0.003258,0.054701,0.001037,0.112254
0,1,1,2,4424,cube,114,3,8,0.001148,0.003136,5e-06,0.002469,0.054108,0.038417,0.487757,0.008429,0.595432
0,1,1,2,696,cube,4,0,1,0.000536,0.001225,6e-06,0.001677,0.049166,0.007274,0.11347,0.001326,0.175085
0,1,1,2,2390,cube,44,4,0,0.00102,0.002706,8e-06,0.001481,0.046605,0.563932,0.040832,0.001312,0.657956
0,1,1,2,2390,cube,128,1,0,0.000729,0.001729,3e-06,0.00102,0.050262,0.005593,0.037127,0.00111,0.097883
0,1,1,2,4424,cube,58,2,7,0.001239,0.003388,7e-06,0.00574,0.057397,0.045453,1.4911,0.009745,1.614
0,1,1,2,3250,cube,114,3,0,0.000876,0.002376,5e-06,0.001421,0.046701,0.035195,0.057163,0.001378,0.145179
0,1,1,2,4424,cube,18,2,8,0.001079,0.002875,5e-06,0.006587,0.059668,0.053751,2.58063,0.013374,2.71805
0,1,1,2,1290,cube,30,4,6,0.000558,0.001665,6e-06,0.001001,0.051384,0.2359,0.169533,0.001886,0.462447
0,1,1,2,6020,cube,30,2,3,0.001681,0.004441,6e-06,0.005116,0.053981,0.045527,0.220429,0.004467,0.335152
0,1,1,2,4424,cube,44,1,8,0.001408,0.003452,6e-06,0.006716,0.060194,0.028927,2.55748,0.013516,2.6716
0,1,1,2,4424,cube,86,2,5,0.001294,0.003246,6e-06,0.002444,0.052986,0.011669,0.176966,0.004379,0.252906
0,1,1,2,3250,cube,114,0,2,0.001112,0.002287,7e-06,0.001837,0.047834,0.006247,0.062034,0.001831,0.12321
0,1,1,2,696,cube,128,3,8,0.00038,0.00107,3e-06,0.000344,0.05189,0.005479,0.164207,0.002514,0.226305
0,1,1,2,3250,cube,72,1,5,0.001077,0.002453,5e-06,0.0019,0.052571,0.007191,0.143216,0.003367,0.211729
0,1,1,2,1756,cube,18,1,5,0.000701,0.001604,6e-06,0.003418,0.051894,0.016235,0.562529,0.003242,0.640057
0,1,1,2,948,cube,18,3,1,0.000419,0.00131,3e-06,0.000785,0.049185,0.059672,0.025543,0.000583,0.137976
0,1,1,2,1290,cube,30,1,0,0.000473,0.001135,3e-06,0.000582,0.049397,0.003749,0.020345,0.000614,0.076701
0,1,1,2,6020,cube,128,3,5,0.001757,0.005083,8e-06,0.003303,0.048925,0.038945,0.238474,0.00587,0.341753
0,1,1,2,696,cube,44,1,7,0.000514,0.001257,5e-06,0.000886,0.048531,0.004359,0.432823,0.002917,0.491807
0,1,1,2,1290,cube,4,1,6,0.000564,0.001303,5e-06,0.004676,0.051647,0.024987,1.2131,0.004902,1.30169
0,1,1,2,4424,cube,4,2,6,0.001517,0.00374,7e-06,0.018527,0.06518,0.23402,4.50269,0.01912,4.84451
0,1,1,2,6020,cube,86,4,2,0.00168,0.005334,7e-06,0.004761,0.052059,1.48315,0.127429,0.003683,1.67775
0,1,1,2,3250,cube,58,1,5,0.001085,0.002481,6e-06,0.002364,0.047836,0.009087,0.195679,0.003708,0.262228
0,1,1,2,512,cube,18,1,7,0.000317,0.000833,3e-06,0.000656,0.048874,0.004009,0.428208,0.002439,0.486018
0,1,1,2,512,cube,58,0,6,0.000364,0.000864,3e-06,0.000512,0.048627,0.00268,0.211398,0.00166,0.266661
0,1,1,2,2390,cube,58,2,5,0.00075,0.001782,5e-06,0.001234,0.047899,0.009072,0.122598,0.002538,0.186137
0,1,1,2,1756,cube,18,4,5,0.00063,0.00171,4e-06,0.002994,0.049293,1.68564,0.5628,0.003118,2.30662
0,1,1,2,1290,cube,128,2,8,0.00054,0.001392,4e-06,0.001095,0.052216,0.008177,0.408289,0.003102,0.475399
0,1,1,2,948,cube,30,0,6,0.000484,0.001071,4e-06,0.000749,0.049905,0.003578,0.170221,0.001546,0.227994
0,1,1,2,6020,cube,4,2,1,0.00189,0.004887,7e-06,0.012825,0.056129,0.243856,0.464553,0.005512,0.789024
0,1,1,2,512,cube,100,3,2,0.000471,0.001056,7e-06,0.000337,0.050692,0.00497,0.021764,0.000559,0.080416
0,1,1,2,1290,cube,58,0,1,0.000526,0.001173,3e-06,0.000694,0.050799,0.003446,0.02125,0.00069,0.079026
0,1,1,2,4424,cube,58,1,4,0.001355,0.00318,6e-06,0.004526,0.053849,0.018493,0.323967,0.004422,0.409717
0,1,1,2,512,cube,44,3,5,0.000303,0.00093,4e-06,0.000576,0.05082,0.031327,0.162229,0.001357,0.248069
0,1,1,2,8192,cube,58,3,7,0.002047,0.006324,6e-06,0.007859,0.060722,0.258357,1.69067,0.015771,2.04093
0,1,1,2,512,cube,44,4,8,0.00038,0.001152,5e-06,0.000881,0.052805,0.238579,0.647826,0.003165,0.945383
0,1,1,2,1756,cube,72,1,3,0.000663,0.001628,5e-06,0.000923,0.049038,0.004384,0.044612,0.001294,0.102989
0,1,1,2,3250,cube,128,4,3,0.000937,0.002874,6e-06,0.001794,0.052484,0.239503,0.072256,0.002275,0.372165
0,1,1,2,512,cube,114,0,3,0.000517,0.001011,6e-06,0.000399,0.049947,0.001458,0.025121,0.000699,0.079682
0,1,1,4,1756,cube,58,1,0,0.000626,0.003345,5e-06,0.000895,0.050486,0.004133,0.017173,0.000447,0.077473
0,1,1,4,6020,cube,58,3,4,0.001417,0.004243,6e-06,0.005191,0.052464,0.244572,0.212076,0.002969,0.522611
0,1,1,4,696,cube,58,1,3,0.000359,0.000956,2e-06,0.000522,0.046984,0.003039,0.054021,0.001045,0.107329
0,1,1,4,8192,cube,58,2,5,0.002326,0.006014,6e-06,0.006881,0.05514,0.049849,0.354261,0.004863,0.478075
0,1,1,4,6020,cube,30,2,7,0.001447,0.003836,6e-06,0.006459,0.057082,0.049674,0.963776,0.006364,1.08825
0,1,1,4,3250,cube,30,4,6,0.000869,0.002575,5e-06,0.004321,0.053481,1.77307,0.608337,0.00324,2.44603
0,1,1,4,6020,cube,100,4,3,0.001435,0.004364,6e-06,0.003603,0.054339,0.703881,0.091982,0.0022,0.861586
0,1,1,4,3250,cube,86,4,6,0.000832,0.002517,4e-06,0.001679,0.05321,0.238749,0.148249,0.002156,0.44753
0,1,1,4,4424,cube,44,4,2,0.001231,0.003526,5e-06,0.003769,0.052142,1.79336,0.07602,0.001514,1.93161
0,1,1,4,2390,cube,44,3,7,0.000682,0.001883,4e-06,0.002131,0.053673,0.07734,0.333703,0.002597,0.472356
0,1,1,4,948,cube,58,1,1,0.000638,0.001073,3e-06,0.000535,0.051324,0.003124,0.013079,0.000287,0.070177
0,1,1,4,3250,cube,114,2,2,0.001104,0.002543,6e-06,0.001687,0.05245,0.009378,0.038771,0.000918,0.106838
0,1,1,4,512,cube,128,3,2,0.000326,0.000855,5e-06,0.000278,0.052066,0.005059,0.021396,0.00058,0.081205
0,1,1,4,512,cube,58,0,2,0.000336,0.00072,2e-06,0.000352,0.0509,0.001964,0.026554,0.000627,0.081929
0,1,1,4,696,cube,86,2,6,0.000387,0.001003,3e-06,0.000478,0.052893,0.004456,0.156808,0.001938,0.218412
0,1,1,4,512,cube,128,0,1,0.00032,0.000785,3e-06,0.00025,0.050237,0.001379,0.019919,0.00049,0.07378
0,1,1,4,3250,cube,18,3,6,0.001001,0.002783,7e-06,0.004749,0.054764,0.242081,0.61096,0.00322,0.919585
0,1,1,4,1290,cube,100,2,5,0.00052,0.001422,5e-06,0.000823,0.051338,0.007064,0.076057,0.000821,0.138388
0,1,1,4,6020,cube,72,1,5,0.001534,0.004017,6e-06,0.005645,0.055522,0.022367,0.351018,0.003767,0.443425
0,1,1,4,1290,cube,58,3,4,0.000525,0.001389,5e-06,0.000792,0.050785,0.031922,0.044823,0.000654,0.131214
0,1,1,4,948,cube,72,4,0,0.000442,0.001262,4e-06,0.000539,0.051884,0.233901,0.01237,0.000279,0.301098
0,1,1,4,1756,cube,30,4,6,0.000651,0.001772,4e-06,0.001951,0.053676,0.767297,0.281719,0.001834,1.10937
0,1,1,4,1290,cube,86,0,6,0.000479,0.00115,3e-06,0.000917,0.050973,0.003911,0.127346,0.001047,0.186276
0,1,1,4,948,cube,44,3,0,0.00039,0.001241,3e-06,0.000458,0.050913,0.031025,0.012359,0.000258,0.097097
0,1,1,4,696,cube,128,0,6,0.000418,0.001165,6e-06,0.000411,0.052334,0.001719,0.084025,0.001679,0.142245
0,1,1,4,8192,cube,30,0,6,0.001856,0.004517,7e-06,0.007238,0.05513,0.024289,0.587386,0.00624,0.685909
0,1,1,4,696,cube,18,4,1,0.000526,0.001493,7e-06,0.000632,0.0532,0.259244,0.028193,0.000741,0.344434
0,1,1,4,948,cube,44,4,0,0.000428,0.001217,4e-06,0.000488,0.050896,0.23381,0.012695,0.000257,0.300199
0,1,1,4,8192,cube,100,0,7,0.002271,0.005118,7e-06,0.007798,0.059002,0.025952,0.88583,0.007838,0.992646
0,1,1,4,696,cube,72,0,6,0.000347,0.000977,4e-06,0.000656,0.052362,0.003482,0.273252,0.002224,0.3338
0,1,1,4,696,cube,114,3,0,0.000371,0.001054,3e-06,0.000262,0.050795,0.005479,0.032986,0.000576,0.091913
0,1,1,4,8192,cube,58,4,5,0.002081,0.006736,7e-06,0.006903,0.055721,1.80403,0.354175,0.004859,2.23352
0,1,1,4,696,cube,58,2,6,0.00038,0.001007,4e-06,0.000711,0.053386,0.006793,0.271842,0.002207,0.33684
0,1,1,4,696,cube,18,3,7,0.00078,0.001419,7e-06,0.001021,0.054902,0.035549,0.453196,0.003009,0.550118
0,1,1,4,3250,cube,4,2,6,0.000891,0.002226,4e-06,0.013712,0.060044,0.170498,1.85832,0.007433,2.11323
0,1,1,4,696,cube,100,2,5,0.000377,0.001051,2e-06,0.000337,0.052001,0.002161,0.061237,0.001364,0.118961
0,1,1,4,948,cube,58,3,8,0.000424,0.001166,4e-06,0.000929,0.051059,0.032567,0.30847,0.001391,0.396453
0,1,1,4,4424,cube,114,2,2,0.001394,0.003594,8e-06,0.002439,0.051428,0.011046,0.059048,0.001224,0.129815
0,1,1,4,512,cube,58,1,6,0.000307,0.000803,3e-06,0.000535,0.052252,0.002891,0.211362,0.001679,0.270355
0,1,1,4,512,cube,58,1,0,0.0004,0.001024,4e-06,0.000432,0.051858,0.002223,0.019104,0.000492,0.07599
0,1,1,4,948,cube,114,3,2,0.000439,0.001234,3e-06,0.000507,0.051762,0.021627,0.016539,0.000355,0.092857
0,1,1,4,696,cube,44,0,1,0.000396,0.001021,3e-06,0.000455,0.049733,0.002435,0.02737,0.000727,0.08259
0,1,1,4,6020,cube,58,4,8,0.00145,0.004536,6e-06,0.007069,0.057578,1.80418,1.45432,0.00837,3.33715
0,1,1,4,1290,cube,128,0,5,0.000675,0.001553,6e-06,0.000956,0.053163,0.003734,0.07597,0.000804,0.137179
0,1,1,4,512,cube,128,3,0,0.000432,0.000974,5e-06,0.000325,0.049862,0.005023,0.01959,0.000418,0.07696
0,1,1,4,8192,cube,128,2,3,0.001968,0.005586,7e-06,0.005096,0.050768,0.031784,0.118307,0.002811,0.215334
0,1,1,4,1756,cube,30,3,3,0.000846,0.002137,8e-06,0.001729,0.051352,0.101958,0.055391,0.000796,0.214335
0,1,1,4,3250,cube,86,4,5,0.000898,0.002446,5e-06,0.001587,0.051533,0.237306,0.096998,0.00176,0.392806
0,1,1,4,1756,cube,86,3,3,0.000819,0.002112,7e-06,0.00113,0.052777,0.032391,0.03013,0.000669,0.120166
0,1,1,4,2390,cube,100,3,0,0.00091,0.002509,7e-06,0.001257,0.051294,0.033213,0.02329,0.00054,0.113176
0,1,1,4,3250,cube,72,3,5,0.001067,0.002789,6e-06,0.001868,0.049531,0.034993,0.097483,0.001738,0.189388
0,1,1,4,948,cube,128,4,1,0.000396,0.001289,4e-06,0.000378,0.047477,0.056636,0.020757,0.000296,0.127747
0,1,1,4,2390,cube,18,4,7,0.000768,0.002018,4.6e-05,0.004465,0.049917,1.78811,0.963043,0.003762,2.8124
0,1,1,4,6020,cube,86,3,4,0.001462,0.004351,7e-06,0.004837,0.049742,0.203575,0.179846,0.002876,0.446288
0,1,1,4,696,cube,114,1,7,0.000446,0.001136,5e-06,0.000427,0.050314,0.001814,0.117352,0.002075,0.174031
0,1,1,4,2390,cube,4,3,0,0.000861,0.002265,7e-06,0.003595,0.0474,0.642926,0.100263,0.001178,0.798707
0,1,1,4,948,cube,44,4,4,0.000455,0.001277,4e-06,0.000621,0.049197,0.234349,0.044674,0.000523,0.331491
0,1,1,4,6020,cube,128,4,6,0.001431,0.004502,7e-06,0.003051,0.049604,0.243023,0.193086,0.003813,0.498089
0,1,1,4,4424,cube,30,1,6,0.001152,0.002683,4e-06,0.005246,0.050932,0.021946,0.613966,0.003932,0.699778
0,1,1,4,4424,cube,128,4,4,0.001354,0.004069,7e-06,0.002535,0.049622,0.239128,0.085701,0.001837,0.383962
0,1,1,4,2390,cube,18,0,7,0.00073,0.001673,4e-06,0.00438,0.051086,0.017997,0.962558,0.003828,1.04257
0,1,1,4,8192,cube,100,3,3,0.002182,0.006367,7e-06,0.005982,0.050301,0.240021,0.12815,0.003059,0.434976
0,1,1,4,696,cube,4,4,5,0.000755,0.001488,6e-06,0.002578,0.050955,1.46354,0.799773,0.003888,2.32331
0,1,1,4,2390,cube,58,3,6,0.000941,0.002177,7e-06,0.001504,0.04834,0.033822,0.137364,0.001711,0.22595
0,1,1,4,948,cube,30,4,3,0.000618,0.001554,5e-06,0.000687,0.049661,0.234741,0.025804,0.000408,0.313806
0,1,1,4,4424,cube,18,2,5,0.001191,0.002962,4e-06,0.004851,0.050694,0.044949,0.365215,0.002995,0.472699
0,1,1,4,2390,cube,86,1,5,0.000917,0.002311,6e-06,0.001624,0.047053,0.00557,0.085954,0.001339,0.144836
0,1,1,4,948,cube,58,4,8,0.000442,0.001307,4e-06,0.000885,0.047488,0.234884,0.307803,0.001384,0.594661
0,1,1,4,6020,cube,86,3,0,0.001431,0.004325,7e-06,0.003599,0.048653,0.200568,0.056456,0.001424,0.316061
0,1,1,4,4424,cube,114,1,8,0.001093,0.00276,4e-06,0.002407,0.047488,0.009042,0.344496,0.00437,0.411557
0,1,1,4,1290,cube,18,3,5,0.000506,0.001292,3e-06,0.002137,0.048629,0.163043,0.25081,0.00135,0.468192
0,1,1,4,4424,cube,18,1,4,0.001126,0.002728,6e-06,0.004488,0.0482,0.018803,0.210908,0.002339,0.288555
0,1,1,4,8192,cube,58,4,6,0.001998,0.006453,7e-06,0.007227,0.05258,1.81015,0.584418,0.006202,2.46805
0,1,1,4,696,cube,4,3,7,0.000382,0.001111,3e-06,0.003046,0.054288,0.202438,2.11517,0.008342,2.38551
0,1,1,4,1756,cube,58,2,4,0.000656,0.001646,5e-06,0.001038,0.049006,0.0075,0.048523,0.000831,0.109525
0,1,1,4,512,cube,114,2,7,0.00041,0.000884,5e-06,0.000331,0.049446,0.001954,0.104031,0.001538,0.159057
0,1,1,4,1290,cube,18,4,1,0.000487,0.001506,3e-06,0.001462,0.049092,1.21555,0.03825,0.000503,1.30722
0,1,1,4,2390,cube,30,2,2,0.000906,0.002094,5e-06,0.002733,0.048479,0.032541,0.064367,0.000932,0.152117
0,1,1,4,8192,cube,58,1,6,0.001876,0.004848,6e-06,0.006892,0.051366,0.027224,0.583775,0.006145,0.681381
0,1,1,4,512,cube,114,1,6,0.000341,0.000824,3e-06,0.000267,0.049436,0.001564,0.07084,0.001257,0.124987
0,1,1,4,6020,cube,4,4,8,0.0014,0.004885,7e-06,0.030066,0.066994,12.3721,7.41493,0.026063,19.9161
0,1,1,4,696,cube,72,1,7,0.000527,0.001128,4e-06,0.000755,0.048427,0.004218,0.428408,0.002888,0.486861
0,1,1,4,2390,cube,18,0,7,0.00073,0.001762,5e-06,0.004471,0.04839,0.017785,0.960641,0.005999,1.04009
0,1,1,4,8192,cube,72,3,2,0.002145,0.006245,6e-06,0.00589,0.050249,0.245013,0.090508,0.002497,0.401493
0,1,1,4,512,cube,58,1,5,0.000362,0.000732,3e-06,0.000495,0.049333,0.002631,0.124537,0.00128,0.179854
0,1,1,4,1756,cube,128,1,7,0.000546,0.001409,3e-06,0.001056,0.049944,0.005121,0.204146,0.001638,0.264137
0,1,1,4,1756,cube,128,0,5,0.000695,0.001571,6e-06,0.00105,0.048394,0.004294,0.079761,0.001042,0.137139
0,1,1,4,696,cube,44,2,3,0.000406,0.001321,5e-06,0.000699,0.05065,0.006109,0.053992,0.00104,0.114788
0,1,1,4,2390,cube,30,0,2,0.000933,0.002019,6e-06,0.0027,0.047302,0.009511,0.065107,0.000932,0.128552
0,1,1,4,6020,cube,128,1,2,0.001478,0.003712,6e-06,0.002907,0.049836,0.010469,0.092667,0.001665,0.162268
0,1,1,4,2390,cube,100,3,2,0.000689,0.001907,4e-06,0.001196,0.048698,0.033296,0.027468,0.000714,0.114227
0,1,1,4,948,cube,44,1,5,0.000441,0.001139,4e-06,0.000786,0.050052,0.003709,0.076346,0.000633,0.133534
0,1,1,4,1756,cube,72,3,6,0.000857,0.001952,6e-06,0.001242,0.049014,0.033027,0.130335,0.001304,0.217786
0,1,1,4,4424,cube,18,4,7,0.001186,0.00386,6e-06,0.005937,0.052122,1.8317,0.987856,0.005203,2.88772
0,1,1,4,4424,cube,72,2,7,0.001057,0.002794,6e-06,0.003565,0.048037,0.02503,0.474557,0.00427,0.559298
0,1,1,4,696,cube,72,3,2,0.000412,0.001171,5e-06,0.000668,0.050013,0.030822,0.034507,0.000848,0.118899
0,1,1,4,696,cube,114,4,7,0.00037,0.001144,6e-06,0.000362,0.049971,0.030567,0.118053,0.002052,0.203073
0,1,1,4,3250,cube,18,3,3,0.000891,0.002411,4e-06,0.003288,0.049502,0.239062,0.115651,0.001441,0.412411
0,1,1,4,948,cube,100,3,7,0.000483,0.001275,5e-06,0.000832,0.04993,0.028813,0.183829,0.001078,0.266675
0,1,1,4,512,cube,18,0,4,0.000304,0.000814,3e-06,0.000564,0.048009,0.002487,0.092683,0.00105,0.146374
0,1,1,4,948,cube,58,3,2,0.000481,0.001378,5e-06,0.000683,0.048387,0.03124,0.016752,0.000333,0.099698
0,1,1,4,8192,cube,100,2,4,0.002156,0.005839,7e-06,0.006413,0.052675,0.047582,0.207162,0.003821,0.324661
0,1,1,4,8192,cube,18,2,2,0.00183,0.005276,6e-06,0.008583,0.048774,0.10144,0.144504,0.002891,0.312461
0,1,1,4,6020,cube,72,0,8,0.001674,0.003753,6e-06,0.007501,0.054568,0.024431,1.3921,0.008206,1.49164
0,1,1,4,512,cube,72,0,1,0.000345,0.00078,3e-06,0.000277,0.047957,0.001493,0.01853,0.000474,0.070232
0,1,1,4,3250,cube,4,2,0,0.001112,0.002705,6e-06,0.004939,0.05194,0.137497,0.13898,0.001517,0.338593
0,1,1,4,6020,cube,86,2,6,0.001759,0.004596,7e-06,0.005896,0.049838,0.041136,0.504234,0.004738,0.611458
0,1,1,4,512,cube,44,1,4,0.00032,0.000786,3e-06,0.000532,0.048462,0.0028,0.092457,0.001049,0.146912
0,1,1,4,2390,cube,100,4,0,0.000698,0.002031,4e-06,0.001079,0.049305,0.236018,0.023483,0.000563,0.31337
0,1,1,4,512,cube,86,3,6,0.000376,0.001122,6e-06,0.000415,0.050382,0.004999,0.070727,0.001263,0.129784
0,1,1,4,2390,cube,114,4,8,0.000937,0.002582,6e-06,0.001696,0.051516,0.237312,0.312638,0.002628,0.609364
0,1,1,4,696,cube,114,2,6,0.000385,0.000952,3e-06,0.00031,0.048078,0.00221,0.084409,0.001683,0.138393
0,1,1,4,6020,cube,30,3,3,0.001732,0.004982,8e-06,0.005337,0.051193,0.242354,0.123808,0.002339,0.431106
0,1,1,4,1756,cube,18,4,5,0.000592,0.001812,5e-06,0.003309,0.05002,1.67924,0.337536,0.001759,2.07466
0,1,1,4,4424,cube,4,0,6,0.001439,0.003183,6e-06,0.018327,0.057867,0.077999,2.48914,0.009894,2.6575
0,1,1,4,948,cube,72,4,6,0.000444,0.001251,3e-06,0.000719,0.048194,0.235203,0.128991,0.000838,0.415984
0,1,1,4,4424,cube,44,0,5,0.001097,0.002516,4e-06,0.00473,0.051231,0.017326,0.362473,0.003005,0.442335
0,1,1,4,948,cube,58,3,8,0.000428,0.001217,3e-06,0.000874,0.049011,0.032568,0.307183,0.001406,0.393147
0,1,1,4,512,cube,128,0,8,0.000311,0.000769,3e-06,0.000283,0.045303,0.001631,0.150386,0.00191,0.201074
0,1,1,4,3250,cube,30,1,6,0.00108,0.002622,6e-06,0.004679,0.051116,0.01955,0.608284,0.003287,0.690561
0,1,1,4,4424,cube,114,3,8,0.001152,0.003155,6e-06,0.002417,0.051267,0.037329,0.344061,0.004377,0.443761
0,1,1,4,6020,cube,58,2,7,0.001462,0.003949,6e-06,0.006654,0.053288,0.049723,0.966483,0.006401,1.08759
