nnodes,ppn,nthreads,nbodies,dist,ncrit,level,order,Initialize_bodies,Partition,Precalculation,Build_tree,P2M_&_M2M,Local_essential_tree,M2L_&_P2P,L2L_&_L2P,Total_FMM
0,1,1,4,1290,cube,100,1,0,0.00053,0.001194,3e-06,0.000574,0.047405,0.003436,0.013353,0.000326,0.067176
0,1,1,4,4424,cube,58,0,4,0.001067,0.002522,6e-06,0.004096,0.050551,0.014804,0.198423,0.002272,0.273724
0,1,1,4,1756,cube,128,1,6,0.000697,0.001642,6e-06,0.00115,0.048549,0.004838,0.130686,0.001305,0.189196
0,1,1,4,696,cube,86,0,8,0.000359,0.000973,3e-06,0.00058,0.050447,0.003164,0.352384,0.003172,0.411565
0,1,1,4,4424,cube,72,4,6,0.001212,0.003692,7e-06,0.003672,0.050875,0.800109,0.304501,0.003387,1.1674
0,1,1,4,1756,cube,18,4,1,0.000743,0.002036,6e-06,0.002205,0.049891,1.67194,0.049746,0.000647,1.77747
0,1,1,4,1290,cube,100,2,1,0.000488,0.001265,3e-06,0.000641,0.047629,0.006668,0.014183,0.00036,0.071589
0,1,1,4,3250,cube,44,0,6,0.001048,0.002378,5e-06,0.004171,0.046895,0.014615,0.54115,0.003147,0.61334
0,1,1,4,4424,cube,72,1,7,0.001198,0.003035,6e-06,0.003732,0.050866,0.014204,0.47336,0.004291,0.550618
0,1,1,4,948,cube,100,0,0,0.000441,0.001027,3e-06,0.000477,0.049474,0.002459,0.012307,0.000261,0.066831
0,1,1,4,1756,cube,30,4,5,0.000626,0.001776,5e-06,0.001786,0.049687,0.787193,0.166953,0.001503,1.00999
0,1,1,4,3250,cube,100,3,0,0.001066,0.002879,7e-06,0.001636,0.048685,0.034523,0.035033,0.000711,0.124453
0,1,1,4,2390,cube,4,0,7,0.001088,0.002217,6e-06,0.011397,0.055717,0.045686,2.13664,0.007948,2.26076
0,1,1,4,512,cube,100,2,0,0.000347,0.000855,3e-06,0.000234,0.049027,0.001955,0.019611,0.000434,0.07287
0,1,1,4,4424,cube,86,4,2,0.001446,0.004162,7e-06,0.002329,0.049072,0.239301,0.059474,0.001227,0.356625
0,1,1,4,6020,cube,18,2,8,0.001439,0.003811,7e-06,0.00839,0.055731,0.062519,1.65088,0.009119,1.79154
0,1,1,8,4424,cube,86,3,0,0.00113,0.004488,6e-06,0.002076,0.049051,0.036604,0.046124,0.000524,0.139917
0,1,1,8,1756,cube,18,0,8,0.000703,0.001656,5e-06,0.004687,0.051972,0.017572,1.10797,0.002415,1.18731
0,1,1,8,1756,cube,128,4,3,0.000647,0.00179,5e-06,0.000953,0.049448,0.235463,0.024779,0.000363,0.313707
0,1,1,8,4424,cube,128,3,3,0.00105,0.003399,7e-06,0.002169,0.052402,0.036109,0.056449,0.0008,0.15231
0,1,1,8,948,cube,72,1,0,0.000481,0.001214,4e-06,0.000501,0.051075,0.002765,0.011791,0.000239,0.068438
0,1,1,8,1756,cube,58,2,1,0.000657,0.001519,6e-06,0.000932,0.053375,0.007307,0.01482,0.00026,0.079155
0,1,1,8,512,cube,4,4,7,0.000359,0.001142,4e-06,0.00232,0.059514,1.15583,1.61706,0.006622,2.84369
0,1,1,8,696,cube,58,2,0,0.000367,0.001051,3e-06,0.000361,0.050728,0.00579,0.025108,0.000654,0.084423
0,1,1,8,948,cube,4,1,3,0.000479,0.001203,4e-06,0.002395,0.049926,0.012249,0.101094,0.00061,0.168473
0,1,1,8,1756,cube,128,2,8,0.000602,0.001434,4e-06,0.001101,0.052397,0.008015,0.243254,0.001171,0.30829
0,1,1,8,4424,cube,114,2,3,0.001048,0.002743,6e-06,0.002061,0.051098,0.011103,0.056231,0.000797,0.125029
0,1,1,8,3250,cube,72,4,1,0.000976,0.0028,6e-06,0.001629,0.052255,0.237637,0.029923,0.000428,0.325723
0,1,1,8,6020,cube,58,3,4,0.0018,0.004964,7e-06,0.005398,0.053795,0.243511,0.16558,0.001553,0.475918
0,1,1,8,6020,cube,128,3,2,0.001623,0.004638,6e-06,0.002958,0.050586,0.038348,0.07155,0.000877,0.170041
0,1,1,8,4424,cube,18,1,4,0.001179,0.002595,5e-06,0.004299,0.051204,0.018642,0.168299,0.00121,0.247279
0,1,1,8,948,cube,4,0,3,0.000608,0.001225,5e-06,0.002452,0.047544,0.009418,0.101417,0.000606,0.163643
0,1,1,8,948,cube,114,4,4,0.000439,0.001205,3e-06,0.000559,0.050083,0.159413,0.030786,0.000387,0.243259
0,1,1,8,8192,cube,100,4,6,0.001831,0.005948,7e-06,0.007057,0.052387,1.76344,0.351582,0.00328,2.18479
0,1,1,8,512,cube,30,1,3,0.000578,0.001023,5e-06,0.000584,0.052318,0.002768,0.051809,0.000822,0.110302
0,1,1,8,948,cube,100,1,3,0.000431,0.001093,3e-06,0.000599,0.051029,0.00307,0.021605,0.000331,0.078583
0,1,1,8,948,cube,58,1,0,0.000458,0.001125,4e-06,0.00056,0.050895,0.002757,0.012025,0.000226,0.068482
0,1,1,8,512,cube,128,0,5,0.000349,0.000827,4e-06,0.000274,0.051764,0.001594,0.047767,0.001019,0.103968
0,1,1,8,948,cube,18,4,8,0.000389,0.001293,4e-06,0.001322,0.051486,0.448261,0.421201,0.001398,0.925871
0,1,1,8,8192,cube,44,0,7,0.001857,0.004488,7e-06,0.007559,0.055081,0.025209,0.571184,0.004127,0.66869
0,1,1,8,3250,cube,58,2,5,0.000905,0.002507,6e-06,0.002369,0.052137,0.015154,0.112109,0.001083,0.186365
0,1,1,8,1756,cube,114,2,3,0.000662,0.001722,5e-06,0.001046,0.051915,0.007396,0.024779,0.000362,0.088163
0,1,1,8,948,cube,86,1,3,0.00039,0.001058,4e-06,0.000607,0.051206,0.003201,0.024095,0.000351,0.081367
0,1,1,8,3250,cube,18,0,1,0.000885,0.00198,5e-06,0.003012,0.051081,0.011547,0.043304,0.000542,0.112442
0,1,1,8,1756,cube,18,4,2,0.000683,0.001919,6e-06,0.002394,0.05206,1.68454,0.052861,0.00044,1.79536
0,1,1,8,8192,cube,72,4,2,0.002174,0.00674,6e-06,0.005913,0.052411,1.80263,0.056785,0.001313,1.92688
0,1,1,8,1290,cube,30,1,2,0.000447,0.001153,4e-06,0.00064,0.052166,0.00369,0.014829,0.000254,0.073619
0,1,1,8,1756,cube,18,3,3,0.000604,0.00165,5e-06,0.00236,0.050225,0.222747,0.085205,0.000534,0.363677
0,1,1,8,1756,cube,128,2,4,0.000822,0.00192,6e-06,0.001194,0.05064,0.007457,0.038934,0.000454,0.101628
0,1,1,8,6020,cube,4,2,3,0.001614,0.004571,6e-06,0.014844,0.05258,0.247649,0.381081,0.002397,0.704294
0,1,1,8,696,cube,100,2,4,0.000547,0.001279,6e-06,0.000403,0.051006,0.002133,0.046942,0.001101,0.103764
0,1,1,8,1290,cube,18,3,6,0.000509,0.001368,3e-06,0.002424,0.053794,0.163746,0.352275,0.001076,0.5758
0,1,1,8,4424,cube,58,4,1,0.001037,0.003289,5e-06,0.003475,0.050307,1.58771,0.04484,0.000768,1.6915
0,1,1,8,2390,cube,72,0,7,0.001018,0.002219,6e-06,0.001736,0.049946,0.005361,0.168396,0.001162,0.229858
0,1,1,8,512,cube,30,4,2,0.000315,0.001035,3e-06,0.000435,0.051003,0.233304,0.032438,0.000674,0.319719
0,1,1,8,512,cube,58,1,8,0.000407,0.000884,2e-06,0.000675,0.052356,0.003815,0.487497,0.002879,0.549119
0,1,1,8,696,cube,44,1,7,0.000339,0.000994,3e-06,0.000702,0.051883,0.004261,0.427464,0.002879,0.48902
0,1,1,8,6020,cube,18,3,1,0.00146,0.004617,5e-06,0.00485,0.053164,0.294212,0.053387,0.000898,0.412248
0,1,1,8,2390,cube,30,0,0,0.000741,0.001697,5e-06,0.001707,0.051667,0.007167,0.036866,0.000378,0.100345
0,1,1,8,512,cube,86,2,7,0.000377,0.000886,3e-06,0.000268,0.053873,0.002096,0.10462,0.001548,0.16406
0,1,1,8,6020,cube,114,4,5,0.001794,0.005244,7e-06,0.003363,0.05331,0.266916,0.11998,0.001736,0.451673
0,1,1,8,1756,cube,30,1,5,0.000673,0.001417,4e-06,0.001688,0.05103,0.008238,0.144713,0.000797,0.208816
0,1,1,8,512,cube,30,2,7,0.000319,0.000806,3e-06,0.000652,0.050496,0.006998,0.426449,0.002509,0.488855
0,1,1,8,512,cube,30,0,8,0.000364,0.000855,4e-06,0.000778,0.051967,0.003978,0.637969,0.003181,0.699752
0,1,1,8,8192,cube,114,1,7,0.001799,0.004796,6e-06,0.007009,0.054501,0.025426,0.490984,0.004135,0.587971
0,1,1,8,948,cube,72,1,1,0.000496,0.001325,5e-06,0.000628,0.053026,0.003166,0.012684,0.000254,0.072062
0,1,1,8,4424,cube,30,3,1,0.001281,0.003571,7e-06,0.003959,0.051895,0.239506,0.045839,0.000658,0.346436
0,1,1,8,1756,cube,128,2,1,0.000777,0.001863,6e-06,0.000972,0.053444,0.007288,0.014987,0.000259,0.079825
0,1,1,8,6020,cube,4,4,0,0.00143,0.004472,5e-06,0.007551,0.052666,12.1655,0.234201,0.001362,12.4668
0,1,1,8,512,cube,86,3,5,0.000322,0.000883,3e-06,0.000288,0.052432,0.005088,0.047711,0.001016,0.108184
0,1,1,8,1756,cube,58,4,3,0.000614,0.001677,5e-06,0.000856,0.05148,0.235114,0.024716,0.000364,0.315104
0,1,1,8,3250,cube,44,3,1,0.000894,0.002479,5e-06,0.002655,0.052676,0.194907,0.04072,0.000523,0.295055
0,1,1,8,948,cube,72,4,3,0.000674,0.001719,7e-06,0.00077,0.050874,0.234371,0.024277,0.000349,0.313327
0,1,1,8,948,cube,114,2,7,0.000429,0.001083,4e-06,0.000641,0.0507,0.005392,0.134984,0.000745,0.194335
0,1,1,8,696,cube,128,0,6,0.00039,0.000944,3e-06,0.000355,0.050037,0.001748,0.084383,0.001732,0.139967
0,1,1,8,1756,cube,4,2,5,0.000737,0.001843,6e-06,0.005871,0.053326,0.072947,0.421427,0.001403,0.557859
0,1,1,8,8192,cube,58,3,7,0.001828,0.005784,6e-06,0.0075,0.054524,0.251946,0.595609,0.004166,0.920592
0,1,1,8,4424,cube,100,4,0,0.001563,0.004093,7e-06,0.002384,0.052434,0.241636,0.046377,0.000507,0.348469
0,1,1,8,512,cube,4,4,7,0.000338,0.001037,4e-06,0.002356,0.055481,1.15628,1.56662,0.006343,2.78912
0,1,1,8,948,cube,86,4,5,0.000402,0.001311,4e-06,0.000697,0.050088,0.234475,0.070444,0.000575,0.358436
0,1,1,8,696,cube,30,4,1,0.000373,0.001175,4e-06,0.000449,0.050461,0.232504,0.027005,0.000726,0.313169
0,1,1,8,3250,cube,58,4,4,0.000888,0.002523,5e-06,0.001937,0.050588,0.506142,0.070338,0.000859,0.633356
0,1,1,8,2390,cube,114,1,1,0.000724,0.001812,3e-06,0.001112,0.050076,0.005102,0.020288,0.000349,0.079662
0,1,1,8,512,cube,4,1,3,0.000619,0.001039,5e-06,0.001634,0.053358,0.008534,0.184834,0.001545,0.252008
0,1,1,8,1756,cube,128,4,8,0.000827,0.00218,6e-06,0.001376,0.049929,0.236538,0.243179,0.001175,0.535391
0,1,1,8,3250,cube,86,1,6,0.000947,0.002177,5e-06,0.001784,0.052327,0.006843,0.118789,0.001176,0.184124
0,1,1,8,4424,cube,58,2,5,0.001402,0.003779,7e-06,0.004727,0.052889,0.039629,0.274245,0.001586,0.377889
0,1,1,8,2390,cube,4,3,2,0.000751,0.002095,5e-06,0.005591,0.051738,0.652597,0.108236,0.000821,0.822102
0,1,1,8,4424,cube,30,0,7,0.001101,0.002571,6e-06,0.005662,0.052043,0.019434,0.76665,0.002726,0.850081
0,1,1,8,8192,cube,72,4,6,0.00215,0.00674,8e-06,0.007443,0.054192,1.7988,0.364117,0.003238,2.23556
0,1,1,8,3250,cube,58,1,2,0.000904,0.002142,5e-06,0.001905,0.050952,0.007859,0.034039,0.000558,0.098405
0,1,1,8,6020,cube,72,0,4,0.00171,0.003825,7e-06,0.005482,0.053073,0.017741,0.158684,0.001584,0.241423
0,1,1,8,696,cube,58,1,6,0.000351,0.00099,3e-06,0.000635,0.046747,0.003737,0.27263,0.002214,0.327783
0,1,1,8,1756,cube,86,1,0,0.000772,0.001763,5e-06,0.000877,0.049603,0.004,0.014289,0.000234,0.071704
0,1,1,8,1290,cube,58,3,8,0.000515,0.001334,3e-06,0.001168,0.052401,0.032532,0.239861,0.00097,0.329141
0,1,1,8,948,cube,114,3,6,0.000443,0.001148,5e-06,0.000584,0.050324,0.022127,0.08547,0.000597,0.16116
0,1,1,8,4424,cube,4,0,3,0.001122,0.002801,7e-06,0.011883,0.048219,0.05235,0.32198,0.001863,0.440355
0,1,1,8,4424,cube,58,1,0,0.001176,0.002784,5e-06,0.00278,0.05372,0.013119,0.041927,0.000611,0.115867
0,1,1,8,8192,cube,4,3,7,0.001809,0.005741,7e-06,0.031439,0.061782,1.98379,3.35719,0.011689,5.45278
0,1,1,8,948,cube,86,0,7,0.000528,0.001118,5e-06,0.000852,0.052703,0.003552,0.187706,0.000949,0.247904
0,1,1,8,2390,cube,58,1,5,0.001084,0.002316,6e-06,0.001567,0.050962,0.005526,0.069228,0.000743,0.131334
0,1,1,8,4424,cube,18,0,1,0.001176,0.00257,6e-06,0.003761,0.05017,0.013858,0.046294,0.000645,0.118238
0,1,1,8,3250,cube,72,4,7,0.001173,0.002948,6e-06,0.001979,0.052748,0.237395,0.17821,0.001472,0.475783
0,1,1,8,1756,cube,18,3,5,0.000731,0.001766,5e-06,0.003254,0.050967,0.2233,0.26952,0.000928,0.550686
0,1,1,8,3250,cube,100,3,2,0.00116,0.003116,7e-06,0.00192,0.051514,0.034536,0.032548,0.000499,0.125188
0,1,1,8,6020,cube,18,1,1,0.001463,0.003749,5e-06,0.004828,0.051205,0.021331,0.053569,0.001282,0.136999
0,1,1,8,1756,cube,18,4,7,0.000754,0.001879,6e-06,0.00414,0.051787,1.67796,0.734957,0.001765,2.47355
0,1,1,8,512,cube,4,3,5,0.000389,0.000967,4e-06,0.001929,0.052582,0.154843,0.576881,0.003109,0.791382
0,1,1,8,948,cube,100,3,3,0.000597,0.001552,6e-06,0.000745,0.049126,0.028215,0.021673,0.000332,0.102618
0,1,1,8,696,cube,58,4,5,0.000434,0.001275,5e-06,0.000704,0.051051,0.233055,0.164082,0.00171,0.452767
0,1,1,8,948,cube,86,1,3,0.000447,0.001027,4e-06,0.000596,0.049905,0.003245,0.024096,0.000367,0.080004
0,1,1,8,3250,cube,30,3,3,0.000971,0.00275,6e-06,0.003539,0.051462,0.234746,0.090545,0.000766,0.38482
0,1,1,8,6020,cube,44,2,3,0.001361,0.003844,6e-06,0.004842,0.051212,0.044214,0.095692,0.001231,0.202003
0,1,1,8,4424,cube,86,1,5,0.001338,0.003392,5e-06,0.002469,0.052075,0.00849,0.095662,0.001218,0.164226
0,1,1,8,4424,cube,18,1,4,0.001495,0.003621,6e-06,0.004861,0.052621,0.018342,0.16703,0.001267,0.248783
0,1,1,8,3250,cube,100,3,8,0.001043,0.002844,6e-06,0.002053,0.051082,0.035279,0.258063,0.001827,0.352201
0,1,1,8,948,cube,58,3,2,0.000446,0.001201,4e-06,0.000583,0.049965,0.031202,0.015792,0.000313,0.099889
0,1,1,8,512,cube,4,1,4,0.000353,0.000836,2e-06,0.001604,0.053372,0.009784,0.329127,0.002171,0.397824
0,1,1,8,1756,cube,114,3,8,0.000834,0.002176,7e-06,0.00141,0.052061,0.033312,0.242867,0.001171,0.33404
0,1,1,8,1756,cube,30,4,6,0.000581,0.001734,4e-06,0.0019,0.052467,0.761121,0.244702,0.001077,1.06399
0,1,1,8,3250,cube,72,3,4,0.001182,0.003132,6e-06,0.001956,0.053343,0.034756,0.054204,0.000764,0.149163
0,1,1,8,512,cube,4,2,4,0.000303,0.000862,3e-06,0.001722,0.053003,0.025159,0.329561,0.002125,0.413313
0,1,1,8,948,cube,58,2,7,0.000488,0.001333,4e-06,0.000995,0.052901,0.006974,0.187364,0.000944,0.251442
0,1,1,8,6020,cube,128,2,3,0.001424,0.00401,6e-06,0.002953,0.053497,0.013466,0.08292,0.001075,0.158923
0,1,1,8,6020,cube,72,0,5,0.001446,0.00343,6e-06,0.005466,0.052413,0.019163,0.271064,0.001982,0.354604
0,1,1,8,1756,cube,4,3,0,0.000605,0.001615,4e-06,0.002101,0.052157,0.421013,0.055179,0.00045,0.533422
0,1,1,8,4424,cube,4,1,1,0.001375,0.003258,6e-06,0.010092,0.053998,0.061864,0.145976,0.001194,0.277391
0,1,1,8,1756,cube,4,3,7,0.000618,0.001627,4e-06,0.007286,0.051748,0.439112,1.15742,0.003037,1.66148
0,1,1,8,948,cube,4,3,8,0.000496,0.001398,6e-06,0.004708,0.05328,0.248318,1.32729,0.00338,1.63938
0,1,1,8,1290,cube,86,0,7,0.000462,0.001104,5e-06,0.000933,0.052613,0.003894,0.160538,0.000755,0.22078
0,1,1,8,4424,cube,18,1,7,0.001059,0.002645,4e-06,0.006037,0.053295,0.022928,0.782225,0.002715,0.870869
0,1,1,8,6020,cube,30,4,2,0.001466,0.004669,6e-06,0.004689,0.052729,1.79944,0.060737,0.001008,1.92441
0,1,1,8,512,cube,128,4,0,0.00044,0.001284,5e-06,0.000315,0.05424,0.030265,0.019575,0.00042,0.106915
0,1,1,8,512,cube,4,3,4,0.000587,0.001147,5e-06,0.00183,0.053985,0.153478,0.330494,0.002118,0.544074
0,1,1,8,696,cube,128,3,1,0.000587,0.001251,6e-06,0.000413,0.050873,0.005169,0.032962,0.000623,0.092216
0,1,1,8,1756,cube,30,0,5,0.000615,0.001362,4e-06,0.001673,0.051481,0.007039,0.144608,0.000795,0.207964
0,1,1,8,1756,cube,44,3,3,0.000611,0.001576,4e-06,0.000828,0.052465,0.032405,0.024672,0.000364,0.113276
0,1,1,8,696,cube,72,0,1,0.000344,0.000915,3e-06,0.00042,0.050818,0.002361,0.026902,0.000727,0.08292
0,1,1,8,3250,cube,86,3,0,0.00088,0.002731,6e-06,0.001578,0.052488,0.034108,0.028946,0.000399,0.121203
0,1,1,8,948,cube,18,4,3,0.000462,0.001437,5e-06,0.000885,0.053389,0.445864,0.033991,0.000368,0.536843
0,1,1,8,696,cube,100,0,1,0.000391,0.00101,3e-06,0.000298,0.050547,0.001625,0.03302,0.000642,0.087945
0,1,1,8,3250,cube,114,4,0,0.001236,0.003366,6e-06,0.001714,0.050032,0.237012,0.029191,0.000413,0.322768
0,1,1,8,8192,cube,58,2,6,0.001972,0.005618,6e-06,0.007224,0.052168,0.050579,0.380134,0.003237,0.500065
0,1,1,8,696,cube,18,4,0,0.000441,0.001335,5e-06,0.000455,0.051438,0.257186,0.026329,0.000667,0.338351
0,1,1,8,8192,cube,4,4,7,0.001852,0.006044,7e-06,0.031788,0.060845,16.2182,3.44309,0.011805,19.7731
0,1,1,8,512,cube,100,3,3,0.000529,0.00116,5e-06,0.000361,0.052281,0.004936,0.025995,0.000681,0.086314
0,1,1,8,512,cube,128,1,8,0.000371,0.000858,5e-06,0.000349,0.050917,0.001665,0.150146,0.001901,0.206695
0,1,1,8,1290,cube,18,0,4,0.000654,0.001413,5e-06,0.002191,0.053669,0.007904,0.118569,0.000553,0.185219
0,1,1,8,2390,cube,30,2,7,0.000915,0.00221,5e-06,0.004315,0.05257,0.03766,0.709026,0.001972,0.808808
0,1,1,8,3250,cube,100,1,8,0.000874,0.002058,5e-06,0.001807,0.04939,0.007094,0.25816,0.001855,0.321448
0,1,1,8,8192,cube,44,2,5,0.002214,0.005994,6e-06,0.006932,0.054432,0.049528,0.219433,0.002529,0.339986
0,1,1,8,3250,cube,128,3,8,0.00118,0.003094,7e-06,0.002252,0.051246,0.035235,0.25736,0.001845,0.352113
0,1,1,8,6020,cube,100,2,3,0.001451,0.004374,5e-06,0.003695,0.053785,0.022771,0.071549,0.001148,0.15834
0,1,1,8,4424,cube,18,1,1,0.001297,0.003154,6e-06,0.003819,0.052512,0.016498,0.046106,0.000664,0.123843
0,1,1,8,948,cube,86,2,1,0.000437,0.00112,4e-06,0.000564,0.051935,0.006094,0.012893,0.000266,0.073703
0,1,1,8,512,cube,86,4,1,0.000349,0.001053,4e-06,0.000243,0.050646,0.030251,0.019842,0.000476,0.103305
0,1,1,8,3250,cube,72,0,2,0.000879,0.002055,5e-06,0.001576,0.050418,0.006043,0.032351,0.000509,0.093889
0,1,1,8,4424,cube,128,4,5,0.001496,0.004264,7e-06,0.002645,0.051037,0.239683,0.095655,0.001222,0.395509
0,1,1,8,6020,cube,4,4,0,0.001708,0.00507,7e-06,0.007604,0.054176,12.192,0.168075,0.001419,12.4295
0,1,1,8,696,cube,128,0,4,0.000389,0.000962,3e-06,0.000296,0.051453,0.001819,0.046872,0.001097,0.103254
0,1,1,8,1290,cube,86,3,6,0.000526,0.001462,7e-06,0.00096,0.050582,0.032367,0.101343,0.000593,0.188242
0,1,1,8,1756,cube,58,4,5,0.00084,0.002283,6e-06,0.00113,0.0507,0.238287,0.064298,0.000582,0.358275
0,1,1,8,1756,cube,58,4,0,0.000602,0.001769,5e-06,0.000833,0.052219,0.235007,0.014565,0.000234,0.305518
0,1,1,16,1756,cube,58,0,7,0.00073,0.003061,5e-06,0.001214,0.053564,0.005242,0.163991,0.000991,0.229175
0,1,1,16,1756,cube,100,0,8,0.000687,0.00139,4e-06,0.001094,0.056471,0.00568,0.242932,0.001166,0.309676
0,1,1,16,6020,cube,72,1,7,0.001426,0.00358,5e-06,0.006291,0.055497,0.024098,0.714354,0.003092,0.807873
0,1,1,16,1290,cube,4,3,8,0.000572,0.001278,4e-06,0.005812,0.053403,0.324859,1.32591,0.00305,1.7153
0,1,1,16,948,cube,72,4,4,0.000486,0.001275,4e-06,0.000666,0.055515,0.234244,0.042019,0.000462,0.335043
0,1,1,16,1290,cube,128,2,2,0.000506,0.001389,4e-06,0.000671,0.05386,0.007041,0.0153,0.000253,0.079428
0,1,1,16,1756,cube,100,0,0,0.000651,0.001375,4e-06,0.000705,0.053568,0.004085,0.014991,0.000252,0.075874
0,1,1,16,512,cube,18,0,8,0.00039,0.000871,3e-06,0.000775,0.052801,0.00396,0.634803,0.003185,0.697249
0,1,1,16,3250,cube,4,4,2,0.001028,0.002731,7e-06,0.008363,0.055618,7.48285,0.150844,0.001123,7.70251
0,1,1,16,1290,cube,100,3,8,0.0005,0.001369,4e-06,0.001002,0.056707,0.033056,0.241134,0.000973,0.335162
0,1,1,16,3250,cube,30,3,8,0.001135,0.003143,7e-06,0.005935,0.059044,0.242629,1.15332,0.003119,1.46823
0,1,1,16,3250,cube,18,2,3,0.001009,0.002231,6e-06,0.003281,0.053929,0.040668,0.092989,0.00078,0.194827
0,1,1,16,948,cube,4,0,8,0.000535,0.001212,7e-06,0.004661,0.05713,0.018589,1.32636,0.003349,1.41225
0,1,1,16,6020,cube,86,2,0,0.001777,0.004546,7e-06,0.003859,0.051061,0.035312,0.042859,0.000675,0.13926
0,1,1,16,8192,cube,44,0,3,0.001935,0.004573,7e-06,0.005894,0.05911,0.020443,0.05651,0.000859,0.14845
0,1,1,16,1756,cube,100,0,5,0.000634,0.001352,3e-06,0.000956,0.057308,0.00452,0.064506,0.000576,0.130112
0,1,1,16,696,cube,100,4,5,0.000386,0.001084,3e-06,0.000331,0.052801,0.030528,0.060942,0.001363,0.147787
0,1,1,16,948,cube,30,0,5,0.000472,0.001021,3e-06,0.000662,0.055387,0.003446,0.07144,0.000581,0.133379
0,1,1,16,948,cube,18,1,7,0.000481,0.001064,3e-06,0.001136,0.055432,0.006062,0.280468,0.001105,0.346157
0,1,1,16,948,cube,114,1,1,0.000493,0.001006,3e-06,0.000471,0.050791,0.002925,0.013922,0.000245,0.070137
0,1,1,16,1290,cube,44,4,1,0.000827,0.002065,7e-06,0.000812,0.05561,0.236298,0.012839,0.000212,0.308823
0,1,1,16,948,cube,100,4,5,0.000562,0.001427,5e-06,0.000751,0.057178,0.210659,0.061215,0.000532,0.332686
0,1,1,16,3250,cube,44,2,8,0.000911,0.002204,5e-06,0.004818,0.0568,0.040004,1.05157,0.003092,1.15949
0,1,1,16,6020,cube,114,1,7,0.001667,0.004165,6e-06,0.003288,0.057112,0.012064,0.211466,0.00224,0.291425
0,1,1,16,1756,cube,72,1,8,0.00066,0.001417,3e-06,0.001136,0.055349,0.005748,0.24416,0.001174,0.309854
0,1,1,16,2390,cube,44,1,4,0.001002,0.002133,5e-06,0.001889,0.053349,0.008015,0.067177,0.000706,0.13424
0,1,1,16,3250,cube,114,1,7,0.001081,0.00251,6e-06,0.001993,0.056886,0.007105,0.178411,0.001464,0.249424
0,1,1,16,1290,cube,58,2,0,0.000578,0.001502,5e-06,0.000708,0.056182,0.006844,0.01219,0.000193,0.078523
0,1,1,16,512,cube,4,3,2,0.000617,0.001161,6e-06,0.001488,0.049092,0.151803,0.110694,0.001212,0.316503
0,1,1,16,696,cube,58,0,3,0.00053,0.001132,5e-06,0.00063,0.056136,0.002784,0.054168,0.001101,0.116851
0,1,1,16,512,cube,128,4,7,0.000408,0.001037,3e-06,0.000274,0.054283,0.030353,0.104692,0.001555,0.192983
0,1,1,16,6020,cube,4,2,5,0.001604,0.004264,7e-06,0.019884,0.055676,0.264149,1.16942,0.004085,1.51851
0,1,1,16,4424,cube,86,0,4,0.001107,0.002509,6e-06,0.002052,0.05767,0.008184,0.07123,0.000986,0.14366
0,1,1,16,948,cube,18,4,2,0.000639,0.001608,6e-06,0.000892,0.05409,0.446493,0.022974,0.000309,0.527241
0,1,1,16,8192,cube,4,0,5,0.00188,0.004458,7e-06,0.023593,0.060229,0.102213,0.811705,0.003015,1.00631
0,1,1,16,4424,cube,86,0,1,0.001412,0.003065,7e-06,0.002395,0.055224,0.008527,0.04739,0.000573,0.118196
0,1,1,16,512,cube,86,3,2,0.000388,0.000867,3e-06,0.000241,0.055157,0.004891,0.021429,0.000567,0.084009
0,1,1,16,3250,cube,100,2,5,0.000933,0.002121,6e-06,0.001546,0.054783,0.010096,0.078989,0.000951,0.149437
0,1,1,16,1290,cube,58,0,2,0.000521,0.001104,4e-06,0.000666,0.055134,0.003749,0.015398,0.000249,0.077125
0,1,1,16,4424,cube,18,2,5,0.001289,0.003242,6e-06,0.005105,0.055329,0.045158,0.290509,0.001589,0.401998
0,1,1,16,512,cube,100,1,0,0.000491,0.000958,3e-06,0.000299,0.054789,0.001621,0.019526,0.000433,0.078442
0,1,1,16,512,cube,100,0,5,0.000376,0.000748,3e-06,0.000269,0.055321,0.001458,0.04789,0.00102,0.107443
0,1,1,16,6020,cube,114,3,8,0.001521,0.004236,6e-06,0.003317,0.059205,0.043239,0.289366,0.002793,0.403222
0,1,1,16,696,cube,114,3,3,0.000381,0.001056,3e-06,0.000307,0.051253,0.00515,0.038699,0.000901,0.098145
0,1,1,16,1756,cube,100,4,2,0.000867,0.00227,7e-06,0.001058,0.05737,0.235973,0.018513,0.000321,0.316542
0,1,1,16,3250,cube,128,2,0,0.000916,0.002122,5e-06,0.001374,0.055488,0.009235,0.02962,0.00039,0.0992
0,1,1,16,1290,cube,30,4,5,0.000535,0.001409,4e-06,0.000683,0.049198,0.235741,0.061537,0.000481,0.34985
0,1,1,16,6020,cube,72,2,7,0.001492,0.003768,5e-06,0.006285,0.052235,0.047378,0.712883,0.003107,0.8266
0,1,1,16,4424,cube,4,3,4,0.001301,0.003619,7e-06,0.014482,0.057218,1.26438,0.587226,0.002575,1.93052
0,1,1,16,8192,cube,72,4,6,0.001933,0.005892,7e-06,0.007226,0.056473,1.80605,0.260315,0.00179,2.1387
0,1,1,16,2390,cube,44,2,7,0.000766,0.001749,4e-06,0.002091,0.054234,0.016632,0.28919,0.001506,0.366398
