m,n,avg,std
8813,1944,64,0.00249939,0.0195408
8829,842,65,0.00113022,0.0469258
8845,3544,119,0.0143332,0.0057863
8861,763,83,0.00167631,0.0341929
8877,691,541,0.0318649,0.00979865
8893,224,159,0.0016768,0.0351697
8909,1559,66,0.00227165,0.0255638
8925,1765,683,0.110664,0.00532122
8941,765,281,0.0138774,0.0141305
8957,1420,146,0.00816656,0.0039706
8973,749,336,0.0167882,0.0132707
8989,1901,359,0.0445732,0.00996326
9005,134,94,0.000634551,0.0583035
9021,182,176,0.00147585,0.0315666
9037,2474,96,0.00607826,0.0178262
9053,10658,75,0.0221977,0.0058684
9069,8254,185,0.0688729,0.00273484
9085,6329,113,0.0228218,0.00986423
9101,2336,64,0.00300154,0.0114629
9117,1155,223,0.0144309,0.00985193
9133,146,99,0.000703436,0.0342755
9149,892,811,0.064952,0.00722981
9165,4228,122,0.0173831,0.00558987
9181,261,66,0.000548987,0.0327019
9197,5948,253,0.0769314,0.00503393
9213,6261,293,0.102758,0.00812361
9229,2447,732,0.168979,0.00984203
9245,2290,244,0.0283953,0.00984865
9261,360,280,0.00569209,0.0207768
9277,8950,74,0.016514,0.00811512
9293,7782,132,0.0336467,0.00440578
9309,546,111,0.00195174,0.0215652
9325,148,88,0.000585543,0.0356581
9341,2038,577,0.0952383,0.00941086
9357,984,176,0.00736026,0.0073331
9373,488,175,0.00380006,0.0202002
9389,366,120,0.00147026,0.0251786
9405,272,168,0.00173207,0.0405309
9421,2747,75,0.00483127,0.00850495
9437,6564,145,0.0344977,0.00313382
9453,8597,211,0.0884131,0.00789579
9469,8114,82,0.018516,0.00415042
9485,17142,78,0.0374498,0.00955027
9501,625,234,0.00796748,0.00837333
9517,8671,85,0.0215765,0.00264126
9533,379,315,0.00804413,0.014602
9549,2794,178,0.0208589,0.0153707
9565,1949,496,0.0696537,0.00564832
9581,412,293,0.00765577,0.0152041
9597,3694,288,0.0578776,0.00725359
9613,3011,303,0.0531564,0.00589597
9629,474,214,0.00534929,0.0208783
9645,2410,85,0.00561725,0.012966
9661,999,274,0.016785,0.00832677
9677,134,70,0.000398899,0.0420797
9693,5611,150,0.0310069,0.00200441
9709,228,116,0.00103218,0.0310903
9725,9416,163,0.0639833,0.00235907
9741,1998,77,0.00369588,0.0174702
9757,585,213,0.00663374,0.00997234
9773,1646,89,0.00461199,0.00605843
9789,2438,171,0.0172729,0.00247908
9805,1627,630,0.0923036,0.0277967
9821,5959,101,0.0162899,0.0294447
9837,5648,117,0.021599,0.0216764
9853,993,351,0.0235851,0.00877743
9869,7809,262,0.10977,0.00814816
9885,91,73,0.000343461,0.105171
9901,3351,206,0.0314245,0.00920355
9917,325,74,0.000637979,0.0351772
9933,662,452,0.0222067,0.00968353
9949,447,70,0.00071857,0.0444388
9965,1685,112,0.00597704,0.0024326
9981,4549,72,0.00703427,0.00836555
9997,1633,145,0.0091394,0.00806916
10013,733,692,0.0440864,0.00589782
10029,1063,90,0.00283262,0.033494
10045,599,102,0.00177979,0.0360979
10061,2038,685,0.126609,0.00993972
10077,9933,135,0.0510552,0.00996661
10093,4397,118,0.0167977,0.00668067
10109,968,77,0.00170539,0.0340678
10125,4369,394,0.111818,0.00795506
10141,4009,104,0.0107759,0.00223607
10157,722,387,0.0205464,0.00781029
10173,1788,337,0.0374234,0.00806591
10189,7041,143,0.0364434,0.00353948
10205,2256,471,0.077378,0.00988496
10221,3064,491,0.111561,0.00994586
10237,8471,211,0.086529,0.00405775
10253,309,66,0.00051448,0.0447174
10269,709,344,0.0165563,0.00978605
10285,2169,78,0.00417663,0.00933485
10301,1347,77,0.00248996,0.0191762
10317,22888,73,0.0470046,0.00681591
10333,2640,148,0.0146051,0.00275801
10349,186,127,0.00108757,0.030752
10365,4680,181,0.0356334,0.00990588
10381,1158,520,0.0449778,0.00727509
10397,365,212,0.00384938,0.0130157
10413,280,199,0.00269229,0.035504
10429,1860,783,0.141289,0.00379026
10445,909,824,0.0688729,0.0093552
10461,25189,74,0.0515566,0.00969494
10477,5218,156,0.0309724,0.00780042
10493,2242,113,0.00819851,0.00176721
10509,1784,860,0.149854,0.00730224
10525,271,266,0.00385174,0.0277352
10541,6187,162,0.0366203,0.0038515
10557,536,76,0.000955382,0.0336965
10573,1105,962,0.105417,0.00628343
10589,1910,523,0.0770793,0.00583439
10605,5682,101,0.0150754,0.00488904
10621,1826,725,0.121959,0.00622662
10637,1447,277,0.0239049,0.00995349
10653,797,126,0.0039865,0.0170622
10669,591,542,0.0260077,0.00957699
10685,2597,393,0.0679153,0.00988378
10701,3443,257,0.0457239,0.00972473
10717,1357,282,0.0232719,0.00960039
10733,327,323,0.0071098,0.0133863
10749,1419,746,0.0994673,0.00716157
10765,281,187,0.00239454,0.0213932
10781,7603,230,0.0833564,0.00336507
10797,6200,317,0.113457,0.00982277
10813,1418,242,0.0181404,0.00995636
10829,2058,118,0.00870627,0.00272101
10845,2421,594,0.117481,0.00518421
10861,7854,78,0.0151786,0.0119531
10877,5330,114,0.0191108,0.00989756
10893,324,99,0.000956877,0.0325179
10909,7756,218,0.0792419,0.00490278
10925,1345,190,0.0125168,0.01239
10941,145,137,0.00106456,0.0437525
10957,7435,214,0.0744669,0.00432164
10973,1415,510,0.0570582,0.00696083
10989,909,115,0.00367973,0.0147801
11005,6187,121,0.0251387,0.00974738
11021,8811,92,0.0262176,0.00412924
11037,105,92,0.000532759,0.0326611
11053,331,107,0.00113721,0.0337579
11069,379,79,0.000802264,0.0343879
11085,322,320,0.00625675,0.0200296
11101,495,126,0.00231762,0.0346376
11117,1250,853,0.102605,0.00579444
11133,495,178,0.0039671,0.0186306
11149,651,541,0.0297443,0.0057238
11165,24178,81,0.0615901,0.00278691
11181,1344,576,0.0599324,0.0098256
11197,6691,65,0.0101009,0.0147516
11213,11403,66,0.0207538,0.00485356
11229,5567,75,0.00956236,0.00959728
11245,1275,394,0.0351297,0.00987442
11261,4940,233,0.0543396,0.0082371
11277,6811,106,0.0206337,0.00972772
11293,6514,81,0.013172,0.00497872
11309,247,99,0.000838137,0.0392673
11325,270,127,0.00138228,0.0380157
11341,5566,80,0.010053,0.00883891
11357,492,276,0.0080138,0.0161516
11373,7077,129,0.0284608,0.00809439
11389,941,352,0.0214598,0.0095601
11405,10415,156,0.0695237,0.00455524
11421,1490,161,0.00979321,0.00796049
11437,346,160,0.00206295,0.0258834
11453,651,233,0.00838819,0.00981671
11469,11358,77,0.0253239,0.00227651
11485,708,611,0.0353435,0.00968419
11501,6428,64,0.00829744,0.00701518
11517,557,94,0.00165105,0.0370697
11533,2059,98,0.00585014,0.0091622
11549,3926,115,0.0144514,0.00714614
11565,743,249,0.0109037,0.00850085
11581,1269,124,0.00586649,0.0155387
11597,992,537,0.0410339,0.0069275
11613,11860,84,0.0322866,0.00937368
11629,446,208,0.00451597,0.0201432
11645,405,284,0.0073305,0.0314166
11661,6377,130,0.0264338,0.0096916
11677,4673,126,0.0208722,0.016958
11693,245,112,0.000936569,0.031386
11709,977,825,0.0767889,0.00984034
11725,284,185,0.00227996,0.0308612
11741,696,542,0.0309243,0.00996246
11757,519,190,0.00521305,0.00995598
11773,560,514,0.0228423,0.00591447
11789,1547,94,0.00486926,0.0248476
11805,1250,161,0.00823446,0.0131327
11821,503,135,0.00263041,0.0191109
11837,12995,151,0.0883586,0.00940185
11853,1598,787,0.12104,0.00502479
11869,953,256,0.0136391,0.0165421
11885,14984,94,0.0526148,0.00623123
11901,668,215,0.00781732,0.0180981
11917,1449,814,0.114452,0.00626153
11933,3512,484,0.121611,0.00624172
11949,584,68,0.000807483,0.058946
11965,190,107,0.000866213,0.0456934
11981,1097,923,0.100489,0.00414758
11997,4407,74,0.00733227,0.0149747
12013,8211,97,0.0262057,0.00967355
12029,9268,121,0.0421358,0.00359667
12045,5036,86,0.0118171,0.00881388
12061,177,84,0.000633003,0.0474183
12077,411,145,0.00236706,0.0247449
12093,97,81,0.000408327,0.0531833
12109,409,272,0.00641006,0.0164299
12125,458,147,0.00265576,0.0345183
12141,10103,101,0.0338406,0.0278744
12157,7634,234,0.0908617,0.00676855
12173,4283,112,0.0148773,0.0220075
12189,228,98,0.00075762,0.0541025
12205,1397,679,0.0881709,0.0249858
12221,930,872,0.0712307,0.0064151
12237,1501,311,0.0296878,0.0138421
12253,248,193,0.00211578,0.0269174
12269,1001,993,0.0961764,0.00661916
12285,888,247,0.0128523,0.0135766
12301,1568,122,0.00704415,0.0207675
12317,1831,75,0.00326765,0.0210827
12333,1830,81,0.00379042,0.0108778
12349,2693,525,0.109747,0.00623384
12365,4146,65,0.00564898,0.00761582
12381,847,278,0.0150662,0.0163344
12397,1331,960,0.127716,0.00466919
12413,5140,118,0.0204501,0.0125433
12429,1743,429,0.0531349,0.00994289
12445,16323,111,0.0719474,0.00600343
12461,2412,552,0.100966,0.00883052
12477,1038,101,0.00308212,0.0184935
12493,6289,288,0.0964425,0.00542994
12509,5166,109,0.0165043,0.0157384
12525,2543,86,0.00605498,0.0202674
12541,86,83,0.000402502,0.0556282
12557,1187,785,0.0891749,0.00731567
12573,6940,129,0.027706,0.00248054
12589,1002,510,0.0398457,0.00654665
12605,19349,68,0.0364972,0.00256318
12621,2893,104,0.00822486,0.00778092
12637,17154,89,0.0503811,0.00582476
12653,5847,90,0.0151782,0.0159325
12669,686,72,0.00102958,0.0284589
12685,160,150,0.00121458,0.0346977
12701,24868,84,0.0673621,0.00788153
12717,319,264,0.00460686,0.0158746
12733,2505,723,0.171149,0.00831421
12749,943,85,0.00218787,0.025717
12765,1531,338,0.0357767,0.00923429
12781,1917,632,0.102228,0.00390656
12797,636,166,0.00453114,0.0228513
12813,1203,171,0.00932295,0.015831
12829,742,86,0.00174106,0.0225646
12845,664,201,0.00647421,0.0215133
12861,542,169,0.00392993,0.0231417
12877,400,89,0.00105277,0.0391999
12893,2145,596,0.104871,0.00960819
12909,2857,366,0.0661384,0.00563096
12925,1661,80,0.00319446,0.0270954
12941,5023,108,0.0157411,0.00420186
12957,2168,229,0.0246284,0.00992539
12973,3848,152,0.0214551,0.00667267
12989,11241,98,0.0346684,0.0243711
13005,296,101,0.000930118,0.0562928
13021,9326,212,0.0970739,0.00420349
13037,130,78,0.000490246,0.0653558
13053,2988,77,0.00549948,0.0187544
13069,11561,132,0.0586383,0.00320028
13085,12637,135,0.0682184,0.00929261
13101,16838,120,0.0762211,0.00471685
13117,113,79,0.000431844,0.0560407
13133,1123,69,0.00163004,0.0293725
13149,1530,256,0.0218562,0.0173023
13165,746,259,0.0115754,0.00994311
13181,184,79,0.000592529,0.0498219
13197,382,235,0.00498632,0.0177519
13213,1593,393,0.0424564,0.00614889
13229,21040,66,0.0382365,0.00476514
13245,264,136,0.00125381,0.0201182
13261,137,118,0.00088849,0.0474664
13277,1329,876,0.12192,0.0268044
13293,2206,221,0.0245433,0.00946407
13309,1033,128,0.00457542,0.0224696
13325,532,143,0.00303506,0.0143855
13341,2171,98,0.00592531,0.00551709
13357,583,246,0.0084204,0.011787
13373,5273,66,0.00716088,0.00294898
13389,253,226,0.0027872,0.016656
13405,9913,116,0.0414343,0.00543216
13421,513,258,0.00892767,0.00862347
13437,725,81,0.00143789,0.0323306
13453,1717,468,0.0583088,0.00983018
13469,2970,114,0.0110221,0.00956618
13485,1588,797,0.121953,0.00632886
13501,275,142,0.00157634,0.0279035
13517,1371,160,0.00867014,0.00942439
13533,5170,209,0.0481207,0.00997819
13549,1992,110,0.00705057,0.00968702
13565,12362,162,0.0860941,0.0035788
13581,1290,107,0.00436844,0.0189895
13597,1962,85,0.00456095,0.0105163
13613,2104,102,0.00612546,0.00964593
13629,477,68,0.000724657,0.0378618
13645,4146,85,0.00957861,0.00983832
13661,893,103,0.00275222,0.0278883
13677,6955,82,0.0148179,0.0131301
13693,2781,125,0.0128671,0.00402262
13709,148,75,0.000483703,0.0379488
13725,972,226,0.0116119,0.00877088
13741,6733,295,0.114181,0.0040988
13757,561,314,0.0116335,0.00728367
13773,275,68,0.000492973,0.053302
13789,2498,71,0.00402801,0.0273888
13805,9582,94,0.0314316,0.00684763
13821,3283,133,0.0152435,0.0161526
13837,913,79,0.00187229,0.0274867
13853,2037,706,0.132479,0.00994936
13869,3357,430,0.0981595,0.00614023
13885,3625,200,0.0303928,0.00985828
13901,10168,142,0.058693,0.00774231
13917,15244,73,0.0324618,0.00323079
13933,19128,69,0.0371068,0.00958639
13949,4595,79,0.00888092,0.0039387
13965,1664,480,0.057636,0.00939888
13981,4198,125,0.019363,0.00409433
13997,5042,69,0.00806462,0.00518615
14013,6232,121,0.0255852,0.0137665
14029,706,203,0.00727315,0.00998714
14045,272,217,0.00264406,0.0256631
14061,1230,619,0.0645366,0.0118946
14077,727,126,0.00364177,0.0259563
14093,3131,602,0.15579,0.00907486
14109,3122,611,0.158781,0.0094015
14125,1310,1102,0.149242,0.00456338
14141,7036,65,0.0106061,0.0098488
14157,1012,985,0.0979449,0.0269054
14173,6021,127,0.028674,0.0320596
14189,728,79,0.00142083,0.0277553
14205,330,125,0.00155164,0.0336608
14221,108,103,0.000663582,0.0334597
14237,4804,97,0.0119919,0.0161601
14253,3477,452,0.108325,0.00604242
14269,2309,97,0.00618367,0.00932964
14285,1320,404,0.0354862,0.00936005
14301,1329,300,0.0244898,0.00988661
14317,4191,75,0.00711451,0.00233183
14333,3262,112,0.0110848,0.0185638
14349,2024,123,0.00912677,0.00364708
14365,1904,152,0.0110826,0.0095091
14381,10749,71,0.0200975,0.00231309
14397,453,96,0.00110364,0.0253382
14413,754,247,0.0110475,0.00980392
14429,662,73,0.00106349,0.0318095
14445,1153,95,0.00366866,0.0124938
14461,6694,247,0.0847422,0.0085797
14477,1046,662,0.0599899,0.00997471
14493,1615,115,0.0064646,0.00970971
14509,3651,72,0.00557263,0.0191581
14525,1932,502,0.0723427,0.00772133
14541,2567,259,0.0393273,0.00317314
14557,1743,427,0.0532819,0.00995816
14573,318,142,0.00173878,0.0296709
14589,3922,259,0.052457,0.00646403
14605,21438,87,0.0622499,0.00632961
14621,3520,89,0.00903818,0.0169975
14637,4378,75,0.00757774,0.0174278
14653,13599,85,0.0390333,0.0066695
14669,21035,67,0.0382373,0.0099076
14685,751,155,0.00520008,0.00798155
14701,362,333,0.00795401,0.00604615
14717,4353,116,0.0162136,0.00458398
14733,2505,729,0.171575,0.00816778
14749,1009,85,0.00237015,0.0326417
14765,819,80,0.00147616,0.036145
14781,2187,241,0.0274488,0.00975471
14797,463,72,0.000724513,0.030542
14813,12332,132,0.0635491,0.00998042
14829,723,78,0.00134237,0.0285399
14845,1233,752,0.0847354,0.00680795
14861,974,866,0.0767055,0.00996814
14877,484,91,0.00133965,0.0350353
14893,3341,428,0.0962094,0.00916926
14909,1445,111,0.00551232,0.0195757
14925,1807,245,0.0242134,0.00999244
14941,5628,280,0.0916128,0.00459345
14957,4346,189,0.035312,0.00372361
14973,877,255,0.0139201,0.00952936
14989,1755,98,0.00478586,0.00980115
15005,1461,110,0.00532071,0.0233682
15021,4619,164,0.0291519,0.00832333
15037,7437,75,0.0132879,0.00641285
15053,1739,90,0.00470963,0.00961555
15069,13002,101,0.0433519,0.0048337
15085,15900,86,0.0459854,0.00378867
15101,1693,137,0.00840012,0.00665538
15117,6307,168,0.0393153,0.00999165
15133,228,106,0.000867089,0.0302662
15149,12530,122,0.0600781,0.0051522
15165,2226,569,0.100369,0.00956062
15181,339,93,0.00101165,0.0275031
15197,442,131,0.00207003,0.0321334
15213,2551,64,0.00328276,0.0220884
15229,815,172,0.00637455,0.0222212
15245,505,154,0.00326219,0.013832
15261,991,68,0.00143653,0.0386553
15277,1116,82,0.00239763,0.0350584
15293,174,88,0.000671849,0.0536151
15309,11068,150,0.0714277,0.00755442
15325,3062,513,0.118758,0.00989504
15341,1769,153,0.0110117,0.0144478
15357,3768,67,0.00558656,0.00873679
15373,536,440,0.0170747,0.012362
15389,5593,234,0.0613715,0.00374608
15405,327,151,0.00206292,0.0213586
15421,267,104,0.000919376,0.0393146
15437,318,168,0.00210947,0.0292701
15453,140,74,0.000457342,0.0454553
15469,750,98,0.00187124,0.0230782
15485,5364,116,0.0196295,0.00991724
15501,1690,77,0.00313791,0.0192413
15517,5460,93,0.0159827,0.00987702
15533,2945,65,0.0041725,0.0212326
15549,501,224,0.00571715,0.0193054
15565,84,64,0.000249956,0.0743485
15581,2808,124,0.0124719,0.00388501
15597,733,93,0.00211955,0.0197025
15613,7910,94,0.0242386,0.00454483
15629,119,67,0.000337327,0.0506485
15645,4749,90,0.0120327,0.00493205
15661,596,92,0.00160302,0.02654
15677,233,214,0.00247794,0.017378
15693,1297,283,0.0227231,0.00554898
15709,5108,371,0.118007,0.00989952
15725,1475,295,0.0273909,0.0115477
15741,4074,183,0.0327371,0.00999621
15757,5070,117,0.0190026,0.00682184
15773,811,74,0.0012927,0.0289166
15789,272,66,0.00047482,0.0651571
15805,601,378,0.0162622,0.0131414
15821,386,142,0.00213603,0.0377682
15837,16291,107,0.0638511,0.004729
15853,2366,67,0.00350924,0.013287
15869,9490,77,0.0197481,0.00970663
15885,7646,159,0.050693,0.00699942
15901,1632,185,0.01376,0.0139684
15917,4638,345,0.0962969,0.00877176
15933,390,153,0.00245441,0.0335135
15949,1037,245,0.0149601,0.00991347
15965,208,187,0.00185139,0.0281706
15981,190,176,0.00151444,0.0235405
15997,6297,282,0.0960264,0.00681383
16013,264,94,0.000907349,0.0443986
16029,247,104,0.000855179,0.0386529
16045,4402,122,0.0181651,0.0144418
16061,14512,81,0.0375967,0.00997058
16077,10109,203,0.0994215,0.00423887
16093,549,114,0.00205484,0.033585
16109,670,294,0.0128688,0.0139979
16125,2640,624,0.134829,0.00373441
16141,3630,216,0.0352019,0.00991079
16157,3799,109,0.0123429,0.00599621
16173,404,367,0.0103794,0.00983662
16189,1170,340,0.0261864,0.0102312
16205,1141,770,0.0839929,0.00598057
16221,1499,69,0.00226649,0.0267385
16237,12411,105,0.0439193,0.0057242
16253,10612,159,0.077467,0.00556164
16269,1889,189,0.0166973,0.00534
16285,11326,166,0.0818781,0.00357811
16301,18933,99,0.0592993,0.00377549
16317,1396,786,0.101897,0.00545821
16333,291,257,0.00385563,0.0247505
16349,2504,65,0.00356323,0.022293
16365,121,70,0.000365418,0.0681503
16381,416,372,0.0101699,0.00986199
16397,2639,619,0.140102,0.00807606
16413,3184,189,0.0263279,0.00315509
16429,1641,798,0.129064,0.00771806
16445,6342,290,0.100633,0.00588839
16461,3786,223,0.0429575,0.0334733
16477,6199,157,0.0378832,0.00548247
16493,4385,149,0.0254921,0.00371452
16509,739,262,0.0122523,0.0361507
16525,276,93,0.00097154,0.0214414
16541,6875,95,0.0212331,0.0313868
16557,350,192,0.00319478,0.0132397
16573,780,345,0.0186231,0.00606928
16589,162,117,0.00089951,0.0474417
16605,329,136,0.00156517,0.0361942
16621,3858,153,0.0222693,0.00977662
16637,4619,71,0.00747007,0.00445331
16653,186,118,0.00096101,0.052937
16669,2369,542,0.101724,0.00956737
16685,479,347,0.0121664,0.0165768
16701,3873,218,0.0395282,0.00997696
16717,1626,618,0.0832727,0.0100219
16733,516,179,0.00463794,0.0160094
16749,5038,196,0.0404146,0.00597183
16765,104,77,0.000390139,0.0457389
16781,1946,178,0.0149298,0.00388513
16797,1182,101,0.00345774,0.0227644
16813,242,95,0.000858857,0.0521309
16829,1023,175,0.00962594,0.00815587
16845,1167,340,0.0262263,0.018132
16861,1495,335,0.0335437,0.0068721
16877,1164,108,0.0039053,0.0092452
16893,875,203,0.00906732,0.00420609
16909,4165,248,0.0511028,0.00533344
16925,1527,292,0.0269535,0.00973164
16941,1157,353,0.0270393,0.008207
16957,1396,85,0.00334496,0.0241747
16973,2601,549,0.11227,0.00978242
16989,3419,64,0.00445767,0.0214376
17005,171,101,0.000737493,0.0524702
17021,735,455,0.0264157,0.00860057
17037,15389,127,0.0860619,0.00542662
17053,209,155,0.00146092,0.0335557
17069,2389,351,0.0540695,0.00887344
17085,462,149,0.00279169,0.0363093
17101,1570,629,0.0837652,0.0090758
17117,436,66,0.000635388,0.0411247
17133,431,305,0.00870812,0.0162732
17149,6420,187,0.0517031,0.00467382
17165,120,105,0.000671374,0.0374569
17181,2280,750,0.159973,0.00949864
17197,8161,249,0.112688,0.00851481
17213,1072,1036,0.105673,0.00875117
17229,3075,67,0.00495133,0.00710512
17245,1875,111,0.00703674,0.0059363
17261,589,454,0.0208273,0.0114745
17277,7716,86,0.0185104,0.0099506
17293,986,611,0.0509595,0.00986198
17309,1084,558,0.0482808,0.00767167
17325,5676,240,0.0646404,0.00377584
17341,487,482,0.0182584,0.00630454
17357,514,380,0.0147233,0.00571571
17373,713,208,0.00733318,0.0192617
17389,348,192,0.00277278,0.0424264
17405,231,223,0.00274861,0.0266096
17421,770,116,0.00315147,0.0310787
17437,3000,95,0.00906636,0.00215577
17453,1513,255,0.022351,0.00327913
17469,223,130,0.00115677,0.0394695
17485,1117,87,0.0028471,0.0261803
17501,4223,438,0.127883,0.00932375
17517,574,367,0.0154257,0.00488963
17533,343,214,0.00363738,0.029693
17549,870,115,0.00354353,0.0239256
17565,500,186,0.004223,0.0143647
17581,3538,541,0.147625,0.00956905
17597,12042,79,0.0282593,0.00881612
17613,2301,132,0.0103958,0.00844646
17629,464,362,0.0110327,0.00757712
17645,17767,67,0.0335851,0.00937106
17661,8119,123,0.0365117,0.00809649
17677,238,86,0.000706526,0.0468062
17693,4785,143,0.0250687,0.00524481
17709,496,135,0.00246618,0.025611
17725,2509,341,0.0536164,0.00995552
17741,669,387,0.018953,0.0124203
17757,306,236,0.00372064,0.0130214
17773,9056,113,0.0357321,0.0096643
17789,1715,131,0.0079631,0.00569008
17805,639,90,0.00168849,0.0330498
17821,4576,79,0.00858086,0.00741756
17837,3423,77,0.00618026,0.00931609
17853,430,182,0.00361337,0.0220015
17869,3926,102,0.0106149,0.00488454
17885,340,146,0.00192763,0.021317
17901,1400,138,0.00708875,0.00384091
17917,741,132,0.00349337,0.0213761
17933,918,133,0.00460606,0.00537919
17949,403,131,0.00194469,0.0211287
17965,6303,216,0.060359,0.00514242
17981,807,131,0.00392582,0.0210678
17997,1428,92,0.00413256,0.0250455
18013,1434,431,0.0450261,0.00978688
