m,n,k,avg
0,84,4096,161,0.0151431
0,813,2964,161,0.0234682
0,117,117,813,0.00121067
0,2145,84,308,0.00537474
0,308,61,2145,0.00341591
0,32,84,32,3.51673e-05
0,2145,2964,426,0.169934
0,1552,32,4096,0.0212313
0,4096,2964,426,0.273551
0,426,308,4096,0.0332823
0,1552,2145,32,0.00824354
0,4096,161,44,0.00265094
0,61,44,61,7.33096e-05
0,161,588,308,0.0022997
0,61,813,1123,0.00551411
0,2964,61,588,0.00748601
0,426,32,308,0.000516758
0,44,117,813,0.000426112
0,813,2145,44,0.00607511
0,117,813,4096,0.0279888
0,44,4096,84,0.00496053
0,117,32,1552,0.000788122
0,588,426,588,0.0103127
0,32,426,32,0.000185046
0,308,813,2964,0.0485682
0,32,1123,2145,0.00973064
0,84,84,1552,0.00111447
0,4096,1123,223,0.0533874
0,1552,426,813,0.0351826
0,223,2145,223,0.00721676
0,4096,223,161,0.00977275
0,1123,223,1123,0.0207019
0,2964,1552,2964,0.803375
0,1123,2145,61,0.0113125
0,161,44,813,0.000633687
0,44,1552,4096,0.0262955
0,117,61,61,0.000140576
0,588,2145,44,0.00441942
0,2145,308,117,0.00540096
0,32,4096,308,0.0164779
0,588,32,813,0.00167441
0,308,2145,588,0.0251263
0,426,2964,588,0.0494318
0,223,32,32,0.000142516
0,426,84,61,0.000169681
0,61,161,588,0.000557917
0,1123,2964,1552,0.300818
0,161,2145,426,0.0110231
0,2964,117,2145,0.062043
0,61,2964,32,0.0020792
0,813,44,117,0.000405868
0,44,1123,426,0.00304608
0,2145,117,223,0.00477266
0,308,84,2964,0.00623988
0,32,61,84,7.01677e-05
0,84,426,32,0.00039487
0,1552,308,2964,0.0979455
0,4096,4096,1123,0.872362
0,426,223,1552,0.0105338
0,223,426,4096,0.0253504
0,61,32,44,5.30206e-05
0,161,813,223,0.00218385
0,1123,588,308,0.0136599
0,161,161,308,0.00072344
0,44,161,588,0.000438947
0,813,1552,61,0.00568783
0,117,588,2964,0.0160124
0,44,426,61,0.000360688
0,588,588,813,0.0194526
0,308,1123,2145,0.0480488
0,32,813,2964,0.00974396
0,1552,61,32,0.000301734
0,4096,426,308,0.0304581
0,1552,4096,1123,0.391385
0,223,1552,161,0.00405758
0,4096,308,223,0.0173949
0,1123,308,426,0.010669
0,84,2964,161,0.0115139
0,2964,4096,4096,2.98887
0,1123,813,84,0.00589805
0,161,61,1123,0.00105487
0,44,2145,1552,0.0159519
0,117,44,84,0.000185824
0,588,2964,32,0.00468485
0,2145,426,161,0.00985384
0,32,2964,117,0.00491331
0,588,44,588,0.00150849
0,426,2145,426,0.0262988
0,223,84,44,0.000183507
0,426,61,44,9.98902e-05
0,61,117,813,0.000594875
0,1123,4096,4096,0.823491
0,161,2964,588,0.0205887
0,2964,308,1552,0.0897248
0,813,32,308,0.000911563
0,32,4096,588,0.0093771
0,2145,161,161,0.00460437
0,308,32,4096,0.00457271
0,32,44,61,4.34463e-05
0,2145,4096,2964,1.39372
0,84,588,4096,0.0167528
0,1552,223,2145,0.0505466
0,4096,1552,813,0.272491
0,426,161,2145,0.0119181
0,223,1123,2964,0.0513445
0,61,84,32,6.15191e-05
0,161,1123,44,0.000829277
0,61,1552,588,0.00536684
0,161,223,223,0.000681665
0,44,223,426,0.000516705
0,813,4096,84,0.0163078
0,117,426,588,0.0026312
0,44,588,44,0.000379135
0,588,813,1123,0.0349396
0,308,426,1552,0.0142102
0,32,588,4096,0.00828756
0,1552,44,44,0.000294176
0,4096,588,32,0.0059993
0,1552,2964,426,0.125916
0,223,4096,117,0.00729868
0,4096,117,308,0.0121771
0,1123,117,588,0.00736721
0,2964,2964,426,0.234424
0,1123,1123,32,0.0031945
0,161,84,1552,0.0018923
0,117,1123,161,0.00167906
0,44,2964,2145,0.0298558
0,117,32,117,0.000209593
0,588,4096,308,0.0455933
0,2145,588,223,0.0179247
0,32,2145,161,0.00553891
0,588,61,426,0.00130484
0,426,1552,4096,0.158076
0,223,61,2964,0.00352194
0,426,44,32,0.000232964
0,2964,2145,61,0.0279649
0,61,308,1123,0.00204002
0,1123,1552,2964,0.296464
0,161,4096,223,0.00953819
0,2964,223,1123,0.0497448
0,2964,117,4096,0.111493
0,2145,223,117,0.00419405
0,308,44,426,0.000609281
0,84,1552,2145,0.0258177
0,84,223,2964,0.00506136
0,426,4096,84,0.00920505
0,1552,161,1552,0.0297602
0,4096,2145,161,0.0708705
0,426,117,813,0.0036328
0,61,61,308,0.000134567
0,161,1552,32,0.000950424
0,61,4096,426,0.00948644
0,44,308,4096,0.00495876
0,813,2964,1552,0.211191
0,117,4096,426,0.0150253
0,44,813,32,0.000424206
0,117,117,44,6.93358e-05
0,308,61,61,0.000142749
0,588,1123,117,0.00506845
0,308,588,1123,0.0137435
0,84,44,588,0.000216566
0,1552,32,223,0.00123696
0,223,161,813,0.00260452
0,4096,2964,44,0.0373414
0,1552,2145,588,0.126488
0,223,2964,84,0.00421749
0,1123,161,2964,0.0431143
0,2964,588,588,0.0589334
0,1123,426,44,0.00180811
0,2964,61,32,0.000593823
0,44,117,84,0.000157549
0,117,813,223,0.00173956
0,44,4096,813,0.0133539
0,117,308,161,0.000532567
0,32,308,1123,0.00152553
0,588,426,223,0.00402008
0,2145,813,308,0.0338929
0,32,1552,61,0.00115946
0,32,426,4096,0.00662761
0,426,1123,2964,0.084959
0,223,2145,4096,0.122872
0,1123,223,32,0.000843991
0,2964,1552,44,0.0159427
0,61,223,117,0.000530646
0,1123,2145,588,0.0925818
0,161,32,308,0.00014959
0,2964,44,813,0.0090801
0,813,588,426,0.0137601
0,813,61,44,0.000184079
0,117,223,2145,0.00507523
0,2145,2145,32,0.0131002
0,2145,308,1123,0.0495221
0,308,223,588,0.00326938
0,161,117,2145,0.00361552
0,84,308,2145,0.00525617
0,308,2145,32,0.00225145
0,426,2964,32,0.00402309
0,1552,117,84,0.00150586
0,32,426,61,0.000337408
0,4096,61,117,0.00212971
0,426,84,1123,0.00319678
0,223,813,426,0.00570065
0,61,161,223,0.000658715
0,84,1123,2145,0.0185551
0,161,2145,84,0.00262858
0,44,32,2964,0.000616724
0,813,44,2145,0.00728998
0,117,2964,1123,0.0293833
0,2145,2964,1552,0.520355
0,308,84,44,0.00026788
0,588,117,161,0.00113103
0,308,2964,813,0.0488081
0,1552,308,308,0.00993154
0,223,117,588,0.00164833
0,4096,4096,61,0.0587223
0,223,588,61,0.000710146
0,1123,61,4096,0.0211098
0,2964,426,813,0.0651974
0,161,161,2964,0.00665433
0,61,117,117,0.000286033
0,44,161,32,8.91298e-05
0,117,588,308,0.00169749
0,84,813,426,0.00284895
0,117,223,223,0.000570387
0,32,223,426,0.00108945
0,588,588,161,0.00395142
0,1123,588,223,0.00891902
0,32,1123,84,0.00121479
0,426,813,2145,0.0491963
0,223,1552,1552,0.0327924
0,1123,308,84,0.00225026
0,2964,4096,32,0.0257129
0,61,588,161,0.00220018
0,1123,813,426,0.0270744
0,161,44,117,8.64914e-05
0,2964,32,588,0.00591517
0,813,426,1123,0.0262548
0,813,161,32,0.000493032
0,2145,2145,2964,0.78995
0,2145,426,813,0.0485985
0,117,161,588,0.00108799
0,44,426,4096,0.00813228
0,84,117,1552,0.0015495
0,426,2145,44,0.00338973
0,1552,1123,61,0.00873003
0,4096,84,308,0.00773319
0,426,61,426,0.000967246
0,61,117,161,0.000405459
0,44,426,84,0.000552047
0,161,2964,61,0.00253671
0,61,2964,2964,0.0516366
0,44,44,2145,0.000497388
0,813,32,2964,0.00808672
0,117,2145,813,0.0145242
0,308,32,32,0.000187025
0,588,161,223,0.00193712
0,2145,4096,161,0.0803977
0,308,4096,588,0.0447781
0,1552,223,117,0.0031994
0,223,308,426,0.00256523
0,4096,1552,84,0.0317094
0,1552,1552,2145,0.2856
0,161,117,426,0.000883407
0,223,426,44,0.000406575
0,1123,84,1552,0.0113716
0,2964,1123,1123,0.21067
0,44,426,1552,0.00316496
0,161,223,4096,0.0111841
0,44,223,44,0.000149752
0,117,426,32,0.000178277
0,44,588,426,0.00191297
0,2145,44,813,0.006322
0,32,161,588,0.000355983
0,588,813,117,0.00383503
0,2145,1552,44,0.0115812
0,32,813,32,0.000332187
0,426,588,1552,0.0248533
0,223,4096,2145,0.11189
0,1123,117,61,0.000965537
0,2964,2964,308,0.150124
0,61,426,223,0.00184838
0,1123,1123,1123,0.0795333
0,161,61,161,0.000147221
0,2964,84,426,0.00855974
0,813,1123,813,0.0437174
0,2145,1123,1123,0.155856
0,32,1123,223,0.00377786
0,813,813,2964,0.108763
0,813,117,84,0.000761009
0,1123,588,2964,0.123859
0,84,2964,61,0.00488906
0,308,117,1123,0.00384011
0,32,2145,2964,0.0244885
0,32,1123,117,0.00172309
0,84,161,1123,0.00147629
0,426,1552,223,0.00950761
0,1552,813,44,0.00456683
0,4096,32,223,0.00260267
0,426,44,588,0.00114101
0,1552,84,813,0.0086623
0,61,308,117,0.000669514
0,161,4096,2145,0.0873973
0,44,61,1552,0.000471625
0,813,84,4096,0.0213387
0,117,1552,161,0.00236729
0,308,44,308,0.000427094
0,588,223,308,0.00352943
0,308,1552,426,0.0132681
0,1552,161,161,0.00315775
0,223,223,4096,0.0149254
0,4096,2145,1552,0.756843
0,223,1123,32,0.000948651
0,1123,32,2145,0.00879525
0,2964,813,117,0.0192299
0,84,4096,223,0.0108134
0,44,308,223,0.00108916
0,117,4096,44,0.00212642
0,44,813,588,0.00239545
0,2145,61,1123,0.0111318
0,32,117,2964,0.00134826
0,588,1123,1123,0.0465689
0,84,813,588,0.00354988
0,32,588,44,0.000298872
0,84,44,32,5.87431e-05
0,223,161,84,0.000257434
0,426,426,84,0.00121043
0,223,2964,813,0.0345216
0,1123,161,161,0.00251001
0,161,426,1123,0.0058096
0,2964,588,223,0.0224085
0,61,1123,308,0.00281584
0,1123,426,813,0.0266853
0,161,84,61,0.000196568
0,4096,223,588,0.0349969
0,813,813,2145,0.0837725
0,813,308,61,0.00136145
0,32,308,32,0.000117527
0,2145,813,426,0.048933
0,308,161,117,0.000540295
0,32,1552,588,0.00372695
0,84,61,813,0.000420113
0,4096,813,426,0.0781096
0,426,1123,308,0.00905877
0,1552,588,32,0.00258805
0,4096,44,44,0.000694025
0,61,223,1123,0.00163163
0,161,32,1552,0.00110019
0,84,2964,32,0.00277752
0,2145,2145,61,0.0193534
0,813,588,44,0.0019551
0,44,84,84,9.50357e-05
0,813,61,426,0.00174021
0,117,84,117,0.000218641
0,588,1552,588,0.0349438
0,308,223,223,0.00119855
0,588,308,32,0.000643569
0,1552,117,813,0.0124999
0,223,44,2964,0.0029465
0,4096,61,2145,0.0407409
0,1123,44,61,0.000277333
0,2964,161,161,0.00589766
0,32,1123,308,0.00519488
0,161,308,308,0.00139485
0,44,32,308,0.000265001
0,117,2964,61,0.00201834
0,117,117,4096,0.00575431
0,2145,84,1552,0.0213343
0,32,84,4096,0.00109165
0,588,117,813,0.00514912
0,84,1123,813,0.00685666
0,223,117,32,0.000101553
0,426,308,61,0.00072852
0,223,588,1123,0.0102765
0,61,44,588,0.000157338
0,1123,61,117,0.000673365
0,161,588,426,0.00319446
0,2964,426,161,0.0130753
0,61,813,32,0.000526408
0,161,117,84,0.000138354
0,813,2145,1552,0.167352
0,32,223,84,0.000217994
0,84,1552,32,0.00143051
0,308,813,161,0.00269851
0,588,84,161,0.000706561
0,1552,84,223,0.00257014
0,4096,1123,1123,0.268651
0,426,813,117,0.00292319
0,1552,426,308,0.0134611
0,426,32,2145,0.0032945
0,1123,223,2964,0.0543782
0,61,588,813,0.00296903
0,161,44,4096,0.00302774
0,813,426,61,0.00177239
0,44,1552,61,0.00153496
0,32,4096,84,0.00448835
0,117,61,308,0.000164395
0,588,2145,813,0.0651192
0,308,308,161,0.001228
0,588,32,44,8.13586e-05
0,308,2145,2964,0.12378
0,1552,1123,1123,0.116394
0,223,32,2145,0.00191213
0,4096,84,2964,0.0832171
0,1123,2964,84,0.0195286
0,2964,117,223,0.00616799
0,61,2964,161,0.0109941
0,44,44,117,0.000104527
0,117,2145,84,0.00183147
0,44,1123,2145,0.0117336
0,2145,117,2145,0.0461678
0,32,61,1552,0.000397444
0,588,161,588,0.00452553
0,84,426,1123,0.00410898
0,223,308,44,0.000306489
0,426,223,44,0.000434485
0,1552,1552,117,0.0183997
0,223,426,426,0.00306116
0,61,32,813,0.00017015
0,1123,84,308,0.00262804
0,161,813,588,0.0057985
0,2964,1123,117,0.0244351
0,61,2145,44,0.00198676
0,161,161,32,0.000101154
0,813,1552,4096,0.295465
0,32,161,61,0.000106778
0,2145,1552,2964,0.568465
0,308,1123,223,0.00503971
0,32,813,1123,0.0040134
0,84,32,426,0.000125059
0,4096,426,813,0.0813287
0,426,588,161,0.00288163
0,1552,4096,223,0.076371
0,4096,308,84,0.00814553
0,1123,308,2145,0.0527392
0,61,426,588,0.00166136
0,161,61,2964,0.00252894
0,813,1123,84,0.00506492
0,44,2145,44,0.00157192
0,813,117,813,0.00719574
0,117,44,223,9.6967e-05
0,588,2964,1123,0.11514
0,308,117,117,0.000388564
0,588,44,61,0.000139917
0,1552,813,426,0.0369421
0,223,84,1552,0.00266051
0,4096,32,4096,0.0503567
0,1123,4096,32,0.0116629
0,2964,308,308,0.0189318
0,44,61,161,0.000168655
0,117,1552,1552,0.0202434
0,2145,161,2964,0.0717098
0,32,44,2145,0.000426941
0,588,223,426,0.00537259
0,84,588,117,0.00182862
0,223,223,223,0.00101676
0,426,161,32,0.000281136
0,223,1123,588,0.0106771
0,61,84,1123,0.000580806
0,1123,32,223,0.000944547
0,161,1123,2964,0.0382574
0,2964,813,1123,0.165011
0,61,1552,61,0.00211845
0,161,223,44,0.000148041
0,44,1123,117,0.00223086
0,813,4096,2964,0.54727
0,2145,4096,32,0.0234828
0,32,117,161,0.000253211
0,2145,2145,2145,0.572956
0,308,426,308,0.00299342
0,32,588,813,0.00189276
0,1552,44,117,0.000722056
0,4096,588,2145,0.29648
0,61,84,1552,0.000832515
0,1552,2964,161,0.0427433
0,4096,117,61,0.00262712
0,1123,117,1552,0.0183042
0,161,426,32,0.000259237
0,61,1123,426,0.00293714
0,161,84,588,0.000694301
0,813,813,117,0.0050675
0,117,1123,426,0.00457823
0,44,2964,32,0.00167147
0,813,308,1123,0.0202953
0,117,32,44,8.8601e-05
0,588,4096,1552,0.227654
0,308,161,1123,0.00473366
0,588,61,84,0.000237907
0,308,2964,44,0.00340042
0,1552,588,588,0.0343074
0,223,61,84,9.65144e-05
0,4096,44,426,0.00642747
0,2964,2145,588,0.231172
0,1123,1552,44,0.00569698
0,2964,223,32,0.00217713
0,44,84,813,0.000299855
0,117,84,2145,0.00187226
0,2145,2964,61,0.0300877
0,2145,223,4096,0.133413
0,32,32,61,3.75026e-05
0,588,308,4096,0.0482206
0,84,223,161,0.000829129
0,426,4096,223,0.0224019
0,223,44,308,0.000296718
0,426,117,308,0.00150828
0,61,61,1552,0.000656639
0,1123,44,588,0.00254595
0,1552,84,2145,0.0232528
0,2964,161,813,0.0290052
0,61,4096,84,0.00655871
0,4096,32,1123,0.0143906
0,813,2964,44,0.00818963
0,117,117,223,0.000284491
0,308,61,588,0.000990252
0,32,84,117,0.000109486
0,84,1123,161,0.00449748
0,308,588,32,0.000651231
0,84,44,2964,0.00140325
0,1552,32,84,0.000472453
0,4096,2964,1552,0.978003
0,426,308,1123,0.010579
0,1552,2145,117,0.0252834
0,1123,161,1123,0.0147936
0,813,813,32,0.00203555
0,161,588,84,0.000653523
0,61,813,4096,0.0196015
0,2964,61,161,0.00227476
0,44,117,223,0.00042506
0,813,2145,161,0.0168099
0,117,813,1123,0.00833436
0,223,588,813,0.00739237
0,44,4096,308,0.0169524
0,84,813,4096,0.0234806
0,117,308,32,0.000134366
0,32,308,2964,0.00342678
0,588,426,2145,0.0378293
0,61,2145,2964,0.0375438
0,308,813,813,0.0136772
0,4096,1123,61,0.0194343
0,1552,426,2964,0.118691
0,223,2145,61,0.00224059
0,426,32,117,0.000150404
0,1123,223,308,0.00558522
0,2964,1552,813,0.247398
0,1123,2145,223,0.0338176
0,2964,44,44,0.000555234
0,813,588,4096,0.113609
0,44,1552,1123,0.00858895
0,117,61,2964,0.00197076
0,161,161,813,0.00192377
0,2145,308,32,0.00210183
0,117,161,1552,0.00272551
0,588,32,2964,0.00606291
0,84,308,223,0.000817017
0,308,2145,161,0.00716764
0,426,2964,161,0.0130403
0,223,32,117,8.03243e-05
0,426,84,223,0.00066638
0,223,813,2145,0.0258423
0,61,161,2145,0.00205267
0,1123,2964,426,0.094486
0,161,2145,1552,0.0379333
0,2964,117,588,0.018177
0,813,44,32,0.000106232
0,84,2145,84,0.0046579
0,813,2145,4096,0.37244
0,117,223,84,0.000201237
0,308,84,813,0.00195697
0,32,61,308,0.000224226
0,84,426,117,0.00126101
0,32,426,1552,0.00263331
0,1552,308,61,0.0024534
0,4096,4096,4096,2.97304
0,426,223,426,0.00366159
0,161,117,4096,0.00680343
0,1123,61,813,0.00459158
0,588,588,2964,0.0686561
0,161,813,61,0.000706467
0,84,32,117,0.000193296
0,1123,588,84,0.00414502
0,161,161,1123,0.00272556
0,44,161,161,0.000377554
0,813,1552,223,0.0180954
0,117,588,813,0.00440313
0,44,426,223,0.00155276
0,2145,32,1552,0.0119698
0,32,223,2145,0.00185315
0,117,223,2964,0.00659727
0,308,1123,588,0.0140524
0,32,1123,813,0.00382099
0,4096,426,84,0.00913404
0,1552,4096,4096,1.50339
0,223,1552,44,0.00136862
0,4096,308,813,0.0597482
0,1123,308,117,0.00299637
0,2964,4096,1123,0.712258
0,1123,813,308,0.0164937
0,2964,32,61,0.000631181
0,813,426,1552,0.0375264
0,84,1552,308,0.00388225
0,44,2145,426,0.00656074
0,117,44,4096,0.00224902
0,2145,426,44,0.00343372
0,32,2964,32,0.00147594
0,588,44,2145,0.00519022
0,32,1123,1123,0.005293
0,426,2145,117,0.00677849
0,223,84,161,0.000271053
0,426,61,161,0.000379974
0,1552,84,588,0.00676147
0,1123,4096,1123,0.269814
0,161,2964,2145,0.0751409
0,2964,308,426,0.02843
0,84,4096,1552,0.0440812
0,813,32,84,0.000219998
0,308,32,1123,0.0014492
0,32,44,223,0.000173629
0,2145,4096,813,0.385826
0,84,588,1123,0.00521907
0,308,4096,61,0.00525642
0,1552,223,44,0.00145073
0,4096,1552,2964,0.91827
0,426,161,588,0.00359426
0,1123,84,588,0.00458728
0,2145,32,32,0.000288437
0,161,1123,161,0.00232977
0,61,1552,2145,0.0204132
0,4096,223,84,0.00595667
0,161,223,813,0.00265531
0,84,4096,84,0.00822943
0,44,223,117,0.000375559
0,813,4096,308,0.0567898
0,117,426,2145,0.00838651
0,44,588,161,0.0015888
0,117,161,61,0.000116504
0,32,161,1552,0.00095475
0,588,813,4096,0.11324
0,308,426,426,0.0043054
0,4096,588,117,0.0166634
0,1552,2964,1552,0.429853
0,223,4096,32,0.00277818
0,4096,117,1123,0.0412212
0,1123,117,161,0.00205994
0,2964,2964,1552,0.795146
0,2145,588,44,0.00455717
0,2964,84,84,0.00203415
0,813,1123,2145,0.11692
0,117,1123,44,0.000615462
0,44,2964,588,0.0080697
0,117,32,426,0.000181668
0,2145,588,61,0.00597675
0,32,2145,44,0.00139727
0,588,61,1552,0.00457043
0,84,161,32,0.000100224
0,426,1552,84,0.00397193
0,223,61,813,0.00103509
0,426,44,117,0.000169121
0,61,308,4096,0.0068788
0,1123,1552,813,0.0820882
0,161,4096,61,0.00303274
0,2964,223,4096,0.165553
0,813,84,61,0.000357769
0,161,1552,4096,0.0629752
0,308,44,1552,0.00214461
0,32,32,588,6.87599e-05
0,84,223,813,0.00143439
0,308,1552,84,0.00315674
0,1552,161,32,0.000905107
0,4096,2145,44,0.026551
0,426,117,2964,0.0143478
0,1123,32,426,0.00165684
0,1552,61,84,0.000683822
0,161,1552,117,0.00223399
0,61,4096,1552,0.0324773
0,44,308,84,0.000380872
0,813,2964,426,0.0687205
0,117,4096,1552,0.0533285
0,44,813,117,0.00147313
0,2145,61,2964,0.0309977
0,32,117,1123,0.000492554
0,588,1123,32,0.00196317
0,308,588,4096,0.0476331
0,84,44,161,0.000254864
0,223,161,223,0.000753576
0,4096,2964,161,0.108555
0,1552,2145,2145,0.40392
0,223,2964,308,0.0138397
0,1123,161,61,0.00105992
0,161,426,2964,0.0164588
0,2964,588,2145,0.224415
0,1123,426,161,0.00500942
0,813,813,813,0.0321517
0,117,813,61,0.000608319
0,44,4096,2964,0.0515243
0,84,84,32,7.24369e-05
0,117,308,588,0.00197382
0,32,308,308,0.0012537
0,2145,813,84,0.0100774
0,32,1552,223,0.00517218
0,84,61,44,7.6901e-05
0,4096,813,4096,0.638484
0,426,1123,61,0.00215568
0,223,2145,1123,0.0370158
0,61,223,32,0.000167323
0,2964,61,4096,0.0538774
0,161,32,84,0.000203485
0,2964,44,2964,0.0334445
0,813,588,117,0.00416495
0,813,61,161,0.000749393
0,588,1552,1552,0.0833729
0,308,223,2145,0.0108946
0,32,4096,426,0.0237927
0,84,308,588,0.00141365
0,1552,117,4096,0.0571851
0,4096,61,32,0.000765923
0,426,84,4096,0.0114715
0,223,813,117,0.00166411
0,1123,44,308,0.00145476
0,61,117,2964,0.00205633
0,161,2145,308,0.00777506
0,161,308,1552,0.0062534
0,44,32,61,5.68173e-05
