m,n,k,avg
0,1171,179,209,0.00334442
0,392,392,44,0.000662848
0,96,32,2995,0.00122489
0,2190,60,458,0.00481222
0,1873,179,1601,0.0345634
0,1601,286,37,0.00160687
0,1369,245,131,0.00299402
0,96,1171,179,0.00439589
0,209,245,286,0.00114109
0,44,37,732,0.000123938
0,179,112,82,0.000127854
0,37,60,2561,0.000602637
0,153,96,3503,0.00446457
0,32,96,60,4.32582e-05
0,131,44,1001,0.000701472
0,335,153,209,0.000951866
0,732,535,179,0.00457972
0,2995,1171,245,0.0455664
0,335,1001,1601,0.0317446
0,626,1171,51,0.00315075
0,70,245,70,0.000393807
0,2190,458,2995,0.198525
0,1873,3503,856,0.298536
0,732,96,2995,0.0203936
0,458,2190,96,0.00634356
0,458,2190,60,0.00532001
0,60,286,286,0.000491396
0,2561,131,1171,0.0285689
0,51,179,1001,0.000945864
0,2190,209,335,0.0119394
0,44,732,3503,0.0115971
0,179,70,1369,0.00146212
0,60,626,3503,0.0133809
0,245,51,179,0.000183696
0,245,1001,2561,0.0443077
0,44,131,286,0.000514158
0,179,392,209,0.00110101
0,37,209,82,0.000193236
0,1001,60,458,0.00235857
0,4096,70,1171,0.0239873
0,732,153,37,0.000460352
0,626,335,131,0.00200909
0,2561,2561,335,0.124685
0,96,335,209,0.000592203
0,70,70,2561,0.00115934
0,60,82,732,0.000312224
0,245,179,535,0.00204359
0,535,70,96,0.000290312
0,112,131,37,5.98073e-05
0,286,856,51,0.00104716
0,1171,732,131,0.00770763
0,392,51,1171,0.00206421
0,1001,626,458,0.0217398
0,856,3503,1601,0.252016
0,245,3503,44,0.00338499
0,335,37,2995,0.00406594
0,131,153,51,9.36055e-05
0,286,82,856,0.00178506
0,1171,179,1171,0.0165425
0,392,392,131,0.00164074
0,96,32,1001,0.000374265
0,4096,2995,37,0.0366404
0,82,96,3503,0.00251524
0,535,70,245,0.000780042
0,1873,179,535,0.013919
0,1369,245,44,0.00130815
0,96,1171,44,0.000556422
0,82,392,153,0.00163978
0,179,112,335,0.00067142
0,37,60,856,0.000169693
0,153,96,96,0.000322929
0,32,96,2995,0.000909154
0,131,44,4096,0.00252726
0,335,153,70,0.000320166
0,458,112,458,0.00228352
0,626,1171,153,0.00737127
0,2561,732,209,0.0228418
0,2190,458,60,0.00588648
0,1873,3503,2561,0.924498
0,1601,2190,732,0.154045
0,2561,131,1369,0.0329328
0,51,179,37,0.000116887
0,2190,209,392,0.0132257
0,44,732,131,0.00166307
0,1873,51,112,0.000987066
0,37,458,458,0.000935352
0,153,153,4096,0.00840967
0,535,245,392,0.00434408
0,32,535,1601,0.00327558
0,245,1001,856,0.0141355
0,51,1001,4096,0.020527
0,209,856,2995,0.0353436
0,44,131,1171,0.000694489
0,179,392,70,0.000511098
0,37,209,335,0.00082216
0,153,4096,245,0.0104282
0,32,335,96,0.000396666
0,856,131,392,0.00405376
0,3503,44,1001,0.0142793
0,2561,209,732,0.027201
0,2995,4096,3503,2.19268
0,626,335,32,0.000659922
0,2561,2561,82,0.0355599
0,2190,1601,286,0.0564349
0,82,112,335,0.000253569
0,70,70,96,0.00015794
0,335,37,2190,0.00295622
0,60,82,4096,0.00189676
0,245,179,1601,0.00567445
0,51,51,1171,0.000308516
0,209,112,458,0.00110773
0,1171,732,44,0.0029272
0,392,51,209,0.000388682
0,1001,626,153,0.00633594
0,4096,286,732,0.0537246
0,856,3503,535,0.102254
0,3503,131,2561,0.0922654
0,286,82,626,0.00122706
0,245,3503,179,0.00941329
0,732,2995,1873,0.247341
0,209,2995,51,0.00283477
0,286,82,2561,0.0049971
0,1171,179,3503,0.0509028
0,392,392,392,0.00424484
0,4096,2995,112,0.0766884
0,856,37,286,0.000875958
0,732,44,82,0.000218899
0,1601,286,626,0.020173
0,1369,245,2190,0.0506285
0,96,1171,2995,0.0276843
0,82,392,70,0.000740956
0,70,2995,245,0.0083263
0,32,96,535,0.000186368
0,131,44,112,0.000170881
0,335,153,1873,0.00760653
0,112,37,32,6.99515e-05
0,286,245,44,0.000286937
0,335,1001,2561,0.0507895
0,1171,2561,1369,0.224388
0,392,179,1001,0.00558637
0,392,1369,535,0.0188997
0,1001,2190,392,0.055621
0,70,245,82,0.00045824
0,2190,458,179,0.0105495
0,1873,3503,51,0.0271583
0,1601,2190,2190,0.493636
0,2995,153,4096,0.139384
0,1369,1369,626,0.0727537
0,96,112,856,0.000960868
0,2190,209,1601,0.0511311
0,626,44,856,0.00206507
0,1873,51,458,0.00349307
0,2995,335,535,0.0353668
0,32,535,392,0.00284295
0,131,335,3503,0.0125858
0,535,32,2561,0.00541583
0,392,1369,209,0.0067062
0,96,4096,51,0.00423201
0,209,856,1001,0.0121028
0,44,131,2561,0.00140871
0,179,392,3503,0.0172942
0,37,209,732,0.000545516
0,153,4096,82,0.00370062
0,32,335,209,0.000695242
0,535,856,112,0.00356714
0,732,153,626,0.00557915
0,2995,4096,856,0.536819
0,4096,856,732,0.153025
0,626,335,2190,0.0298671
0,2561,2561,2995,1.0639
0,2190,1601,70,0.0158923
0,1873,1001,245,0.0249748
0,70,70,286,0.000127497
0,60,82,82,0.000113633
0,51,51,3503,0.00105183
0,209,112,1369,0.00293936
0,44,2561,1001,0.0118321
0,392,51,70,0.000102125
0,1001,626,51,0.00258882
0,4096,286,245,0.019011
0,3503,131,856,0.0311267
0,245,3503,732,0.0407223
0,732,2995,626,0.0840142
0,2995,732,2995,0.359098
0,209,2995,209,0.00821524
0,626,1369,2190,0.108245
0,131,153,82,0.000142147
0,179,1369,60,0.00132371
0,96,32,32,6.06119e-05
0,856,37,458,0.00146442
0,535,70,32,0.000100076
0,3503,1873,1171,0.433133
0,70,153,392,0.000361155
0,2995,96,335,0.007973
0,626,96,37,0.000200819
0,2561,60,96,0.00119564
0,96,1171,732,0.00757997
0,82,392,2561,0.00715281
0,70,2995,60,0.00438378
0,286,856,60,0.00123051
0,60,3503,209,0.0168656
0,245,626,153,0.00167495
0,535,245,335,0.00407254
0,112,37,131,0.000302768
0,286,245,2190,0.0113867
0,1171,2561,37,0.00748554
0,392,179,4096,0.0220509
0,1001,2190,1601,0.211095
0,856,1001,458,0.0264137
0,1873,3503,153,0.060025
0,1601,60,131,0.0010021
0,1601,2190,44,0.0125173
0,1369,1369,1873,0.203316
0,96,112,3503,0.00395175
0,82,335,1001,0.00257228
0,3503,535,37,0.00563624
0,153,153,245,0.000543912
0,535,245,1171,0.0108414
0,2561,209,458,0.0172914
0,335,4096,626,0.051131
0,112,209,2995,0.00588707
0,96,4096,153,0.00459116
0,286,1369,2190,0.0544379
0,82,1369,44,0.00161077
0,179,392,1171,0.006689
0,37,209,2995,0.00224244
0,32,335,856,0.00113189
0,82,82,732,0.000506404
0,131,1873,96,0.00212261
0,535,856,37,0.00156097
0,112,1601,335,0.00398044
0,286,70,70,0.000111156
0,626,335,535,0.00734076
0,2561,2561,732,0.281551
0,2190,1601,2561,0.529412
0,1873,1001,60,0.00847337
0,245,96,2995,0.00610872
0,1601,626,209,0.0128749
0,535,70,458,0.00152213
0,245,179,335,0.00128146
0,51,51,131,0.000142455
0,209,112,96,0.000205544
0,44,2561,37,0.00148218
0,179,245,4096,0.0133114
0,37,1601,1601,0.0101381
0,2190,112,44,0.00112324
0,32,1873,458,0.0109304
0,856,3503,60,0.0130195
0,3503,131,44,0.00203563
0,245,3503,2995,0.164288
0,2995,732,153,0.018675
0,626,1369,732,0.0407756
0,458,60,32,0.000338779
0,2561,1171,535,0.0929739
0,179,1369,245,0.00410388
0,2190,535,1873,0.146942
0,153,1171,70,0.00112598
0,856,37,1369,0.00432002
0,3503,1873,3503,1.29662
0,70,153,131,0.000421413
0,2995,96,1001,0.0192722
0,626,96,112,0.000568067
0,2561,60,286,0.00334198
0,51,209,1601,0.00157968
0,209,51,4096,0.00373428
0,96,32,2190,0.000972326
0,70,2995,4096,0.0804899
0,60,3503,96,0.00725188
0,245,626,37,0.000639966
0,209,392,131,0.000891704
0,458,112,209,0.000994049
0,535,131,96,0.00065319
0,1171,2561,153,0.0304591
0,392,179,60,0.000387369
0,1001,2190,44,0.00714717
0,856,1001,1873,0.0980191
0,3503,37,732,0.00908307
0,732,856,535,0.023184
0,1601,2190,131,0.0284102
0,2995,153,1873,0.0532531
