m,n,p,avg,std
8854,19593,234,1,0.0381422,0.0936278
8855,22406,234,1,0.0428107,0.128207
8856,25623,234,1,0.0438548,0.084082
8857,29302,234,1,0.0472107,0.0792206
8858,33509,234,1,0.0520692,0.0820098
8859,38320,234,1,0.0585077,0.0531315
8860,43822,234,1,0.0616453,0.0898351
8861,50113,234,1,0.0675217,0.0691923
8862,57308,234,1,0.0734388,0.0663505
8863,65536,234,1,0.079172,0.048737
8864,1024,268,1,0.0225248,0.0200666
8865,1171,268,1,0.0254481,0.0196051
8866,1339,268,1,0.0257475,0.0287012
8867,1531,268,1,0.0264549,0.0221314
8868,1751,268,1,0.0267935,0.0198431
8869,2003,268,1,0.0274899,0.0110795
8870,2290,268,1,0.0312426,0.00989015
8871,2619,268,1,0.031376,0.0110209
8872,2995,268,1,0.0317543,0.00984225
8873,3425,268,1,0.0318195,0.00969131
8874,3917,268,1,0.032187,0.0138222
8875,4479,268,1,0.0392282,0.0931753
8876,5122,268,1,0.0420727,0.107581
8877,5858,268,1,0.041505,0.0929587
8878,6699,268,1,0.0445547,0.082647
8879,7661,268,1,0.0454445,0.132899
8880,8760,268,1,0.0468271,0.0845327
8881,10018,268,1,0.0490159,0.110823
8882,11456,268,1,0.0494705,0.0721855
8883,13101,268,1,0.0520629,0.0683238
8884,14982,268,1,0.053516,0.0704155
8885,17133,268,1,0.0552059,0.0669352
8886,19593,268,1,0.0575565,0.0628566
8887,22406,268,1,0.0621714,0.0944288
8888,25623,268,1,0.0638483,0.0577414
8889,29302,268,1,0.0695544,0.0754661
8890,33509,268,1,0.072719,0.0499227
8891,38320,268,1,0.0798769,0.0437311
8892,43822,268,1,0.0845984,0.0708884
8893,50113,268,1,0.0912792,0.0427294
8894,57308,268,1,0.0972652,0.0371732
8895,65536,268,1,0.106758,0.0308808
8896,1024,306,1,0.0231456,0.0213333
8897,1171,306,1,0.0267332,0.0181566
8898,1339,306,1,0.0281043,0.0202172
8899,1531,306,1,0.0282916,0.0234269
8900,1751,306,1,0.0285175,0.0215963
8901,2003,306,1,0.0285632,0.0150065
8902,2290,306,1,0.0332968,0.0110126
8903,2619,306,1,0.0338526,0.00991712
8904,2995,306,1,0.0339709,0.0096053
8905,3425,306,1,0.0341793,0.00982649
8906,3917,306,1,0.0344138,0.00968276
8907,4479,306,1,0.0418206,0.0854678
8908,5122,306,1,0.0429226,0.0901486
8909,5858,306,1,0.0454349,0.133728
8910,6699,306,1,0.0478804,0.0826472
8911,7661,306,1,0.048019,0.0803115
8912,8760,306,1,0.050908,0.120669
8913,10018,306,1,0.0508048,0.0744646
8914,11456,306,1,0.0527778,0.0786356
8915,13101,306,1,0.0566595,0.106186
8916,14982,306,1,0.0572889,0.0672678
8917,17133,306,1,0.0600232,0.0632796
8918,19593,306,1,0.0630251,0.0769566
8919,22406,306,1,0.0663277,0.0706084
8920,25623,306,1,0.0697138,0.0500601
8921,29302,306,1,0.0759938,0.0426061
8922,33509,306,1,0.0802559,0.0564443
8923,38320,306,1,0.088413,0.0371439
8924,43822,306,1,0.0952319,0.03682
8925,50113,306,1,0.10133,0.0505562
8926,57308,306,1,0.108647,0.0330404
8927,65536,306,1,0.117726,0.0293057
8928,1024,350,1,0.0278653,0.0153035
8929,1171,350,1,0.0306176,0.0176326
8930,1339,350,1,0.0328097,0.021034
8931,1531,350,1,0.0329106,0.016273
8932,1751,350,1,0.0331964,0.0125283
8933,2003,350,1,0.033267,0.0156331
8934,2290,350,1,0.0382116,0.0117068
8935,2619,350,1,0.0391807,0.00962501
8936,2995,350,1,0.039492,0.00825035
8937,3425,350,1,0.0396734,0.00991335
8938,3917,350,1,0.0400126,0.0108026
8939,4479,350,1,0.0482242,0.071434
8940,5122,350,1,0.0487398,0.0776155
8941,5858,350,1,0.0496496,0.112911
8942,6699,350,1,0.0531096,0.0640243
8943,7661,350,1,0.0530175,0.0639404
8944,8760,350,1,0.054825,0.0615965
8945,10018,350,1,0.0554672,0.0669569
8946,11456,350,1,0.0568397,0.0615323
8947,13101,350,1,0.0599733,0.0590933
8948,14982,350,1,0.0631739,0.0555433
8949,17133,350,1,0.0650407,0.0555567
8950,19593,350,1,0.0664001,0.0507301
8951,22406,350,1,0.0707886,0.0485441
8952,25623,350,1,0.0808135,0.288179
8953,29302,350,1,0.0801724,0.0397822
8954,33509,350,1,0.0878599,0.037327
8955,38320,350,1,0.0950669,0.039888
8956,43822,350,1,0.100527,0.0374921
8957,50113,350,1,0.109759,0.0316753
8958,57308,350,1,0.11949,0.0415958
8959,65536,350,1,0.133124,0.0871123
8960,1024,400,1,0.0536517,0.903029
8961,1171,400,1,0.0506729,0.647688
8962,1339,400,1,0.0401825,0.0160688
8963,1531,400,1,0.0664392,0.624361
8964,1751,400,1,0.071323,0.617356
8965,2003,400,1,0.086572,0.656583
8966,2290,400,1,0.0803333,0.651733
8967,2619,400,1,0.0750774,0.606108
8968,2995,400,1,0.0508911,0.00366521
8969,3425,400,1,0.0515665,0.00992352
8970,3917,400,1,0.0516688,0.0050886
8971,4479,400,1,0.0592241,0.0573463
8972,5122,400,1,0.061059,0.063559
8973,5858,400,1,0.0639814,0.05557
8974,6699,400,1,0.0689301,0.062339
8975,7661,400,1,0.079536,0.633882
8976,8760,400,1,0.0740855,0.124672
8977,10018,400,1,0.0842091,0.64782
8978,11456,400,1,0.0744988,0.0800562
8979,13101,400,1,0.0857372,0.377453
8980,14982,400,1,0.081264,0.0776395
8981,17133,400,1,0.0837866,0.0692056
8982,19593,400,1,0.0874354,0.103253
8983,22406,400,1,0.0915545,0.0895055
8984,25623,400,1,0.0959128,0.0405349
8985,29302,400,1,0.103684,0.0843124
8986,33509,400,1,0.110293,0.0518489
8987,38320,400,1,0.12112,0.0724778
8988,43822,400,1,0.127374,0.0493223
8989,50113,400,1,0.136555,0.0226796
8990,57308,400,1,0.149826,0.0565495
8991,65536,400,1,0.160494,0.0328473
8992,1024,458,1,0.0482329,0.612143
8993,1171,458,1,0.0622941,0.684062
8994,1339,458,1,0.0500146,0.26617
8995,1531,458,1,0.046992,0.00714345
8996,1751,458,1,0.0791936,0.516187
8997,2003,458,1,0.0680696,0.426324
8998,2290,458,1,0.0761877,0.645345
8999,2619,458,1,0.076241,0.424848
9000,2995,458,1,0.0762827,0.30898
9001,3425,458,1,0.0882939,0.681135
9002,3917,458,1,0.0585907,0.0121675
9003,4479,458,1,0.067333,0.0855802
9004,5122,458,1,0.0687565,0.0521967
9005,5858,458,1,0.0703324,0.0545657
9006,6699,458,1,0.0754084,0.0747529
9007,7661,458,1,0.0830455,0.269339
9008,8760,458,1,0.0810834,0.14506
9009,10018,458,1,0.0788279,0.0476874
9010,11456,458,1,0.0806249,0.0425412
9011,13101,458,1,0.0841926,0.042827
9012,14982,458,1,0.0884467,0.0415313
9013,17133,458,1,0.0919293,0.039185
9014,19593,458,1,0.094218,0.0390925
9015,22406,458,1,0.10062,0.0599743
9016,25623,458,1,0.105918,0.0474132
9017,29302,458,1,0.113496,0.0401593
9018,33509,458,1,0.123513,0.0621156
9019,38320,458,1,0.133006,0.0290542
9020,43822,458,1,0.14503,0.0483265
9021,50113,458,1,0.154505,0.0391324
9022,57308,458,1,0.167034,0.0396322
9023,65536,458,1,0.180951,0.0456214
9024,1024,524,1,0.0766037,0.515447
9025,1171,524,1,0.095886,0.706972
9026,1339,524,1,0.0828446,0.531284
9027,1531,524,1,0.0820119,0.748258
9028,1751,524,1,0.0887526,0.522057
9029,2003,524,1,0.0783476,0.340021
9030,2290,524,1,0.0686125,0.119721
9031,2619,524,1,0.0757339,0.0917647
9032,2995,524,1,0.0805136,0.0980919
9033,3425,524,1,0.0887057,0.237209
9034,3917,524,1,0.102029,0.541422
9035,4479,524,1,0.100359,0.258795
9036,5122,524,1,0.0942062,0.102769
9037,5858,524,1,0.100202,0.100287
9038,6699,524,1,0.111487,0.354267
9039,7661,524,1,0.108883,0.0940714
9040,8760,524,1,0.111841,0.0700973
9041,10018,524,1,0.117532,0.0702058
9042,11456,524,1,0.126071,0.0776219
9043,13101,524,1,0.131041,0.0581915
9044,14982,524,1,0.144608,0.0532374
9045,17133,524,1,0.154889,0.051438
9046,19593,524,1,0.16569,0.0451295
9047,22406,524,1,0.182828,0.0452267
9048,25623,524,1,0.194819,0.0503064
9049,29302,524,1,0.216047,0.0531391
9050,33509,524,1,0.236448,0.0480098
9051,38320,524,1,0.266224,0.0378252
9052,43822,524,1,0.285997,0.0301615
9053,50113,524,1,0.319147,0.0300701
9054,57308,524,1,0.349009,0.0308464
9055,65536,524,1,0.38571,0.0303821
9056,1024,599,1,0.0665111,0.314868
9057,1171,599,1,0.0919437,0.372433
9058,1339,599,1,0.0910029,0.341756
9059,1531,599,1,0.0946359,0.346762
9060,1751,599,1,0.0670442,0.00653567
9061,2003,599,1,0.0910578,0.517179
9062,2290,599,1,0.0761197,0.112721
9063,2619,599,1,0.0808778,0.0923579
9064,2995,599,1,0.0831381,0.0827157
9065,3425,599,1,0.0884547,0.0786953
9066,3917,599,1,0.0906387,0.0713482
9067,4479,599,1,0.0947003,0.0698803
9068,5122,599,1,0.095285,0.0812814
9069,5858,599,1,0.0986066,0.063401
9070,6699,599,1,0.105696,0.0811178
9071,7661,599,1,0.111426,0.0769412
9072,8760,599,1,0.115099,0.0682171
9073,10018,599,1,0.11984,0.0650453
9074,11456,599,1,0.132412,0.0652169
9075,13101,599,1,0.136901,0.0590525
9076,14982,599,1,0.146798,0.0592405
9077,17133,599,1,0.159845,0.0519108
9078,19593,599,1,0.173722,0.0535581
9079,22406,599,1,0.186989,0.0414383
9080,25623,599,1,0.202478,0.0414537
9081,29302,599,1,0.225773,0.0310301
9082,33509,599,1,0.246991,0.0299261
9083,38320,599,1,0.264361,0.0338935
9084,43822,599,1,0.2922,0.0315424
9085,50113,599,1,0.325538,0.0264077
9086,57308,599,1,0.365172,0.01841
9087,65536,599,1,0.402382,0.0207341
9088,1024,685,1,0.0622324,0.00979637
9089,1171,685,1,0.0679035,0.00961806
9090,1339,685,1,0.0718764,0.00338311
9091,1531,685,1,0.0753583,0.00455518
9092,1751,685,1,0.0795116,0.00845989
9093,2003,685,1,0.0801033,0.00633477
9094,2290,685,1,0.0852043,0.0680486
9095,2619,685,1,0.0953085,0.0648941
9096,2995,685,1,0.100529,0.0628842
9097,3425,685,1,0.107416,0.0583541
9098,3917,685,1,0.112064,0.0781488
9099,4479,685,1,0.115519,0.0575505
9100,5122,685,1,0.118019,0.0508218
9101,5858,685,1,0.124853,0.0507067
9102,6699,685,1,0.128706,0.0476027
9103,7661,685,1,0.135403,0.0428802
9104,8760,685,1,0.141528,0.064474
9105,10018,685,1,0.149949,0.0474616
9106,11456,685,1,0.161212,0.0406633
9107,13101,685,1,0.167124,0.0426567
9108,14982,685,1,0.182245,0.0398443
9109,17133,685,1,0.197585,0.0331393
9110,19593,685,1,0.210278,0.0335179
9111,22406,685,1,0.22551,0.0414036
9112,25623,685,1,0.244825,0.0300935
9113,29302,685,1,0.271729,0.0326104
9114,33509,685,1,0.296367,0.0258488
9115,38320,685,1,0.319226,0.0230426
9116,43822,685,1,0.350672,0.0261984
9117,50113,685,1,0.380175,0.0182476
9118,57308,685,1,0.429231,0.0152122
9119,65536,685,1,0.475103,0.0191975
9120,1024,783,1,0.0785452,0.00702249
9121,1171,783,1,0.0851084,0.00741989
9122,1339,783,1,0.0904014,0.00963567
9123,1531,783,1,0.0970096,0.00579515
9124,1751,783,1,0.102183,0.0260661
9125,2003,783,1,0.103006,0.00510707
9126,2290,783,1,0.111945,0.0457134
9127,2619,783,1,0.119353,0.0484381
9128,2995,783,1,0.126195,0.0472654
9129,3425,783,1,0.135232,0.0417655
9130,3917,783,1,0.14156,0.0456831
9131,4479,783,1,0.14744,0.0411387
9132,5122,783,1,0.150558,0.0479247
9133,5858,783,1,0.157482,0.0433041
9134,6699,783,1,0.167118,0.0347271
9135,7661,783,1,0.174539,0.0428138
9136,8760,783,1,0.183021,0.0365208
9137,10018,783,1,0.19228,0.0317486
9138,11456,783,1,0.200026,0.0311761
9139,13101,783,1,0.212395,0.0318965
9140,14982,783,1,0.228436,0.0312374
9141,17133,783,1,0.243542,0.0278856
9142,19593,783,1,0.268541,0.0292635
9143,22406,783,1,0.290159,0.027842
9144,25623,783,1,0.31401,0.0186734
9145,29302,783,1,0.34415,0.0216043
9146,33509,783,1,0.372159,0.0213221
9147,38320,783,1,0.410782,0.0178553
9148,43822,783,1,0.452325,0.0222254
9149,50113,783,1,0.498744,0.0158615
9150,57308,783,1,0.550314,0.0184484
9151,65536,783,1,0.614729,0.0131311
9152,1024,895,1,0.0777332,0.0085234
9153,1171,895,1,0.0863742,0.00391625
9154,1339,895,1,0.0941686,0.00941858
9155,1531,895,1,0.0990248,0.0088534
9156,1751,895,1,0.104529,0.00390722
9157,2003,895,1,0.107427,0.00745456
9158,2290,895,1,0.116433,0.0414415
9159,2619,895,1,0.123449,0.0391074
9160,2995,895,1,0.130567,0.0444491
9161,3425,895,1,0.138464,0.0400764
9162,3917,895,1,0.146769,0.0592016
9163,4479,895,1,0.150632,0.044576
9164,5122,895,1,0.155591,0.0404661
9165,5858,895,1,0.159498,0.0389066
9166,6699,895,1,0.169748,0.0329419
9167,7661,895,1,0.17425,0.0529597
9168,8760,895,1,0.181198,0.0392011
9169,10018,895,1,0.189705,0.0395485
9170,11456,895,1,0.206009,0.0455966
9171,13101,895,1,0.220611,0.0341665
9172,14982,895,1,0.23265,0.0325394
9173,17133,895,1,0.253631,0.0286173
9174,19593,895,1,0.273035,0.0242695
9175,22406,895,1,0.292508,0.0187517
9176,25623,895,1,0.320536,0.0265471
9177,29302,895,1,0.349582,0.0219075
9178,33509,895,1,0.384108,0.014364
9179,38320,895,1,0.414318,0.0143054
9180,43822,895,1,0.457087,0.01223
9181,50113,895,1,0.514346,0.00980631
9182,57308,895,1,0.576244,0.0133078
9183,65536,895,1,0.643908,0.00686658
9184,1024,1024,1,0.0816853,0.00957446
9185,1171,1024,1,0.0962607,0.0650744
9186,1339,1024,1,0.104256,0.0929636
9187,1531,1024,1,0.113739,0.142856
9188,1751,1024,1,0.122245,0.134231
9189,2003,1024,1,0.13381,0.131905
9190,2290,1024,1,0.142682,0.109544
9191,2619,1024,1,0.147502,0.107296
9192,2995,1024,1,0.156994,0.101723
9193,3425,1024,1,0.163661,0.10828
9194,3917,1024,1,0.172003,0.0870866
9195,4479,1024,1,0.179156,0.10497
9196,5122,1024,1,0.194745,0.0719179
9197,5858,1024,1,0.218108,0.170575
9198,6699,1024,1,0.221861,0.0877434
9199,7661,1024,1,0.238689,0.0795379
9200,8760,1024,1,0.255322,0.0644637
9201,10018,1024,1,0.28005,0.0530205
9202,11456,1024,1,0.308178,0.0468896
9203,13101,1024,1,0.334423,0.0485724
9204,14982,1024,1,0.371509,0.0412966
9205,17133,1024,1,0.400585,0.0400574
9206,19593,1024,1,0.443706,0.0345515
9207,22406,1024,1,0.492353,0.0330127
9208,25623,1024,1,0.550779,0.0277614
9209,29302,1024,1,0.618955,0.0220181
9210,33509,1024,1,0.704529,0.0200151
9211,38320,1024,1,0.783723,0.0183025
9212,43822,1024,1,0.894012,0.0170054
9213,50113,1024,1,1.0055,0.012532
9214,57308,1024,1,1.14871,0.00999797
9215,65536,1024,1,1.31015,0.00995101
9216,2048,32,4,0.0026621,0.22989
9217,2342,32,4,0.0031607,0.121253
9218,2678,32,4,0.00311401,0.148151
9219,3063,32,4,0.0034103,0.16364
9220,3503,32,4,0.00378344,0.132354
9221,4005,32,4,0.00430861,0.0590697
9222,4581,32,4,0.0055535,0.567789
9223,5238,32,4,0.00576366,0.541807
9224,5990,32,4,0.00610201,0.472384
9225,6850,32,4,0.00653981,0.622266
9226,7834,32,4,0.006793,0.73153
9227,8958,32,4,0.00701779,0.714969
9228,10245,32,4,0.00692444,0.704074
9229,11715,32,4,0.00710181,0.667608
9230,13398,32,4,0.00735593,0.644757
9231,15321,32,4,0.00749424,0.692549
9232,17521,32,4,0.0074847,0.72713
9233,20036,32,4,0.00764734,0.69153
9234,22913,32,4,0.00767777,0.70759
9235,26203,32,4,0.00769747,0.578568
9236,29965,32,4,0.00804291,0.574821
9237,34267,32,4,0.00815021,0.601375
9238,39186,32,4,0.00854262,0.616586
9239,44812,32,4,0.00892714,0.607464
9240,51246,32,4,0.00928622,0.590159
9241,58604,32,4,0.00970494,0.559026
9242,67018,32,4,0.0102708,0.519309
9243,76640,32,4,0.0107118,0.49286
9244,87643,32,4,0.0110922,0.288764
9245,100226,32,4,0.0121353,0.356069
9246,114616,32,4,0.0128136,0.425074
9247,131072,32,4,0.0137783,0.32024
9248,2048,37,4,0.00272554,0.1856
9249,2342,37,4,0.00308366,0.165817
9250,2678,37,4,0.00335808,0.155309
9251,3063,37,4,0.00393605,0.0753667
9252,3503,37,4,0.0042372,0.061546
9253,4005,37,4,0.00433508,0.0578544
9254,4581,37,4,0.00464737,0.088559
9255,5238,37,4,0.00564057,0.53129
9256,5990,37,4,0.00633435,0.488
9257,6850,37,4,0.00677537,0.437947
9258,7834,37,4,0.00719593,0.757348
9259,8958,37,4,0.00752569,0.637642
9260,10245,37,4,0.00777912,0.694447
9261,11715,37,4,0.00751555,0.565995
9262,13398,37,4,0.00768236,0.722449
9263,15321,37,4,0.0077872,0.628487
9264,17521,37,4,0.00791473,0.684221
9265,20036,37,4,0.00807685,0.601611
9266,22913,37,4,0.00801021,0.685331
9267,26203,37,4,0.008323,0.653627
9268,29965,37,4,0.00837649,0.502376
9269,34267,37,4,0.00855031,0.646523
9270,39186,37,4,0.00847865,0.423273
9271,44812,37,4,0.0091084,0.445983
9272,51246,37,4,0.0095521,0.363594
9273,58604,37,4,0.00984044,0.402516
9274,67018,37,4,0.010498,0.512371
9275,76640,37,4,0.0110841,0.494545
9276,87643,37,4,0.0113878,0.475745
9277,100226,37,4,0.0121678,0.441802
9278,114616,37,4,0.0123268,0.281627
9279,131072,37,4,0.0138664,0.350679
9280,2048,42,4,0.00308918,0.155257
9281,2342,42,4,0.00304273,0.164752
9282,2678,42,4,0.00340816,0.140749
9283,3063,42,4,0.00371319,0.140483
9284,3503,42,4,0.00378033,0.150978
9285,4005,42,4,0.00403106,0.147141
9286,4581,42,4,0.00436454,0.143634
9287,5238,42,4,0.00500642,0.0568565
9288,5990,42,4,0.00643705,0.537878
9289,6850,42,4,0.00655447,0.539774
9290,7834,42,4,0.00758117,0.761914
9291,8958,42,4,0.00694876,0.499899
9292,10245,42,4,0.00777847,0.700365
9293,11715,42,4,0.00786952,0.730017
9294,13398,42,4,0.00846279,0.647865
9295,15321,42,4,0.0080881,0.674035
9296,17521,42,4,0.00782675,0.750787
9297,20036,42,4,0.00783858,0.78557
9298,22913,42,4,0.00818412,0.703398
9299,26203,42,4,0.00854825,0.676566
9300,29965,42,4,0.00846839,0.584532
9301,34267,42,4,0.00860019,0.586975
9302,39186,42,4,0.00886531,0.524618
9303,44812,42,4,0.00917293,0.617954
9304,51246,42,4,0.00949519,0.501771
9305,58604,42,4,0.00949186,0.484627
9306,67018,42,4,0.0101575,0.499359
9307,76640,42,4,0.010485,0.465246
9308,87643,42,4,0.0112759,0.299987
9309,100226,42,4,0.011814,0.359803
9310,114616,42,4,0.0132019,0.447689
9311,131072,42,4,0.0135504,0.276033
9312,2048,48,4,0.00319431,0.145532
9313,2342,48,4,0.00312794,0.209026
9314,2678,48,4,0.00314579,0.187665
9315,3063,48,4,0.0035642,0.148239
9316,3503,48,4,0.00402206,0.123856
9317,4005,48,4,0.00417095,0.105099
9318,4581,48,4,0.00428027,0.117092
9319,5238,48,4,0.0046689,0.0982324
9320,5990,48,4,0.00535414,0.0771628
9321,6850,48,4,0.00642831,0.461344
9322,7834,48,4,0.00682175,0.479844
9323,8958,48,4,0.00736948,0.439593
9324,10245,48,4,0.00742379,0.607697
9325,11715,48,4,0.00835425,0.644464
9326,13398,48,4,0.0081808,0.628931
9327,15321,48,4,0.00787262,0.508692
9328,17521,48,4,0.00823988,0.589872
9329,20036,48,4,0.00833387,0.639722
9330,22913,48,4,0.00842481,0.647385
9331,26203,48,4,0.00835745,0.642215
9332,29965,48,4,0.00884795,0.60794
9333,34267,48,4,0.00881277,0.632107
9334,39186,48,4,0.00859909,0.41629
9335,44812,48,4,0.00928108,0.498356
9336,51246,48,4,0.00967354,0.543306
9337,58604,48,4,0.0094789,0.47991
9338,67018,48,4,0.0102395,0.530911
9339,76640,48,4,0.0119788,0.438767
9340,87643,48,4,0.0111504,0.30921
9341,100226,48,4,0.0120836,0.417851
9342,114616,48,4,0.0128085,0.428113
9343,131072,48,4,0.0140093,0.297224
9344,2048,55,4,0.00398929,0.140911
9345,2342,55,4,0.00407876,0.124421
9346,2678,55,4,0.00408982,0.15235
9347,3063,55,4,0.004073,0.12608
9348,3503,55,4,0.00426962,0.14057
9349,4005,55,4,0.0050209,0.0626156
9350,4581,55,4,0.00517048,0.0934507
9351,5238,55,4,0.00539438,0.109869
9352,5990,55,4,0.00596515,0.0484615
9353,6850,55,4,0.00619565,0.0523717
9354,7834,55,4,0.00733079,0.515093
9355,8958,55,4,0.00777274,0.478237
9356,10245,55,4,0.00831093,0.403047
9357,11715,55,4,0.00833595,0.482296
9358,13398,55,4,0.00900842,0.516804
9359,15321,55,4,0.00866218,0.68497
9360,17521,55,4,0.00949665,0.657964
9361,20036,55,4,0.00948937,0.52993
9362,22913,55,4,0.00925568,0.494979
9363,26203,55,4,0.0100634,0.561619
9364,29965,55,4,0.00930506,0.482255
9365,34267,55,4,0.0101117,0.576443
9366,39186,55,4,0.00993629,0.391295
9367,44812,55,4,0.0104065,0.439535
9368,51246,55,4,0.0107069,0.386678
9369,58604,55,4,0.0113154,0.505368
9370,67018,55,4,0.0112044,0.325458
9371,76640,55,4,0.0126193,0.496088
9372,87643,55,4,0.0127139,0.352346
9373,100226,55,4,0.013425,0.438159
9374,114616,55,4,0.0144644,0.399777
9375,131072,55,4,0.0153828,0.379724
9376,2048,63,4,0.00433022,0.159811
9377,2342,63,4,0.0042716,0.110854
9378,2678,63,4,0.00464972,0.105688
9379,3063,63,4,0.00430908,0.113595
9380,3503,63,4,0.00470233,0.133676
9381,4005,63,4,0.0049291,0.0778681
9382,4581,63,4,0.00551189,0.0819898
9383,5238,63,4,0.0057041,0.0807753
9384,5990,63,4,0.00593766,0.074804
9385,6850,63,4,0.00626907,0.060827
9386,7834,63,4,0.00673729,0.0517831
9387,8958,63,4,0.00785952,0.478707
9388,10245,63,4,0.0081161,0.482463
9389,11715,63,4,0.00858816,0.449208
9390,13398,63,4,0.00878156,0.498103
9391,15321,63,4,0.0087237,0.459483
9392,17521,63,4,0.00931501,0.501041
9393,20036,63,4,0.00953978,0.651536
9394,22913,63,4,0.00973235,0.638186
9395,26203,63,4,0.00960718,0.463301
9396,29965,63,4,0.00991373,0.529986
9397,34267,63,4,0.0101814,0.585191
9398,39186,63,4,0.0104934,0.567153
9399,44812,63,4,0.0104338,0.455197
9400,51246,63,4,0.0107204,0.395573
9401,58604,63,4,0.0117766,0.518615
9402,67018,63,4,0.0119607,0.415681
9403,76640,63,4,0.012481,0.305201
9404,87643,63,4,0.0132651,0.352305
9405,100226,63,4,0.0140234,0.405462
9406,114616,63,4,0.0152447,0.389484
9407,131072,63,4,0.0165915,0.350941
9408,2048,72,4,0.00442641,0.139534
9409,2342,72,4,0.00480771,0.111614
9410,2678,72,4,0.00497439,0.102903
9411,3063,72,4,0.00510867,0.0969384
9412,3503,72,4,0.005225,0.115978
9413,4005,72,4,0.00523781,0.128087
9414,4581,72,4,0.0053215,0.0987365
9415,5238,72,4,0.00623646,0.0911005
9416,5990,72,4,0.00628726,0.0705927
9417,6850,72,4,0.00660064,0.0608919
9418,7834,72,4,0.00709238,0.0573563
9419,8958,72,4,0.00727966,0.0595254
9420,10245,72,4,0.00862131,0.434339
9421,11715,72,4,0.00897971,0.423023
9422,13398,72,4,0.00908822,0.417294
9423,15321,72,4,0.00939817,0.399983
9424,17521,72,4,0.00990468,0.611757
9425,20036,72,4,0.0099367,0.599391
9426,22913,72,4,0.0108315,0.539371
9427,26203,72,4,0.010847,0.547211
9428,29965,72,4,0.0111342,0.537171
9429,34267,72,4,0.0108936,0.403351
9430,39186,72,4,0.0119716,0.496104
9431,44812,72,4,0.0107646,0.398424
9432,51246,72,4,0.0118661,0.49686
9433,58604,72,4,0.0120995,0.356089
9434,67018,72,4,0.0131406,0.448313
9435,76640,72,4,0.0135179,0.433775
9436,87643,72,4,0.0131645,0.29476
9437,100226,72,4,0.015009,0.391486
9438,114616,72,4,0.0159305,0.384402
9439,131072,72,4,0.0165361,0.383302
9440,2048,82,4,0.00509182,0.120625
9441,2342,82,4,0.00528885,0.0965174
9442,2678,82,4,0.00590504,0.0860324
9443,3063,82,4,0.00608337,0.078534
9444,3503,82,4,0.006116,0.074744
9445,4005,82,4,0.00614361,0.086508
9446,4581,82,4,0.0064187,0.068516
9447,5238,82,4,0.0064055,0.0859034
9448,5990,82,4,0.00718728,0.070332
9449,6850,82,4,0.00735368,0.0679797
9450,7834,82,4,0.00766554,0.0640879
9451,8958,82,4,0.00805254,0.0549568
9452,10245,82,4,0.00855457,0.045788
9453,11715,82,4,0.0102019,0.364445
9454,13398,82,4,0.0104152,0.370946
9455,15321,82,4,0.0108648,0.353397
9456,17521,82,4,0.0106615,0.393687
9457,20036,82,4,0.0114137,0.493255
9458,22913,82,4,0.0113553,0.327456
9459,26203,82,4,0.011688,0.513201
9460,29965,82,4,0.0119375,0.496094
9461,34267,82,4,0.0122966,0.508358
9462,39186,82,4,0.0128989,0.470089
9463,44812,82,4,0.0129836,0.354712
9464,51246,82,4,0.0136508,0.432282
9465,58604,82,4,0.0136593,0.275643
9466,67018,82,4,0.0144292,0.413062
9467,76640,82,4,0.0151819,0.244294
9468,87643,82,4,0.0164196,0.35305
9469,100226,82,4,0.0172311,0.367107
9470,114616,82,4,0.0178814,0.351757
9471,131072,82,4,0.0191815,0.312198
9472,2048,94,4,0.00622686,0.0793857
9473,2342,94,4,0.00628567,0.092527
9474,2678,94,4,0.00650324,0.0979021
9475,3063,94,4,0.00760746,0.0757131
9476,3503,94,4,0.00733995,0.063882
9477,4005,94,4,0.00749836,0.0872878
9478,4581,94,4,0.00771692,0.0628932
9479,5238,94,4,0.00774152,0.0805327
9480,5990,94,4,0.00786178,0.0613021
9481,6850,94,4,0.00862224,0.0648769
9482,7834,94,4,0.00901226,0.0539353
9483,8958,94,4,0.00912665,0.0482006
9484,10245,94,4,0.00951241,0.0476393
9485,11715,94,4,0.00992128,0.0393424
9486,13398,94,4,0.011992,0.275763
9487,15321,94,4,0.0124184,0.327915
9488,17521,94,4,0.0126656,0.356024
9489,20036,94,4,0.0133341,0.441204
9490,22913,94,4,0.013619,0.422446
9491,26203,94,4,0.0135372,0.270167
9492,29965,94,4,0.0147474,0.373061
9493,34267,94,4,0.0142848,0.391559
9494,39186,94,4,0.0142272,0.246006
9495,44812,94,4,0.0160054,0.584179
9496,51246,94,4,0.015813,0.348297
9497,58604,94,4,0.0151704,0.377538
9498,67018,94,4,0.0166748,0.355857
9499,76640,94,4,0.0170585,0.210234
9500,87643,94,4,0.0193056,0.408943
9501,100226,94,4,0.0193571,0.271945
9502,114616,94,4,0.0209311,0.276873
9503,131072,94,4,0.0225056,0.338588
9504,2048,107,4,0.00748585,0.0722045
9505,2342,107,4,0.00767837,0.0966388
9506,2678,107,4,0.00779812,0.075967
9507,3063,107,4,0.00770791,0.0616255
9508,3503,107,4,0.00887287,0.0633412
9509,4005,107,4,0.00884144,0.0521608
9510,4581,107,4,0.00883038,0.0467558
9511,5238,107,4,0.00933307,0.0616329
9512,5990,107,4,0.0092473,0.0566808
