0,165,888,1516,0.0157342,0.0058848
1,153,48,1253,0.000988846,0.0332727
2,3794,159,2139,0.0932204,0.00609224
3,141,41,2690,0.00171276,0.0340924
4,1405,117,68,0.00118465,0.0279677
5,141,1301,2589,0.034298,0.010733
6,1982,1982,3383,0.753987,0.00434165
7,1460,654,3942,0.220205,0.00518683
8,147,165,52,0.000126745,0.157684
9,2904,185,482,0.0176897,0.0098723
10,192,112,2904,0.00478034,0.0131529
11,1637,89,52,0.000695578,0.047457
12,2492,271,136,0.00630695,0.0211275
13,464,446,40,0.000727827,0.0721853
14,369,52,131,0.000209821,0.103235
15,61,959,855,0.00489848,0.0212288
16,271,482,855,0.00813405,0.0134806
17,251,54,413,0.000525694,0.0691839
18,242,1460,2139,0.0478401,0.0043371
19,304,96,40,0.000115317,0.196842
20,792,446,1301,0.0285312,0.00981886
21,383,41,561,0.000895207,0.0290601
22,35,446,2492,0.00432116,0.00599126
23,224,77,131,0.000177972,0.106002
24,2492,141,3383,0.0857874,0.0098901
25,141,34,96,0.000266854,0.120982
26,630,1075,855,0.0360341,0.00990495
27,734,606,86,0.00273235,0.0264264
28,1575,1117,121,0.0132195,0.00512222
29,3652,34,1160,0.0141168,0.0207952
30,500,959,3515,0.102927,0.0053158
31,923,3652,734,0.147912,0.00517869
32,159,3017,3942,0.134867,0.00673447
33,1907,77,89,0.00140822,0.0361039
34,2589,1982,1982,0.563367,0.000774335
35,341,66,520,0.000994738,0.0183759
36,3017,2309,66,0.031328,0.002312
37,1117,1035,117,0.00900746,0.0295015
38,2492,329,1637,0.0842996,0.0069159
39,34,66,413,0.000328937,0.0519088
40,762,413,41,0.00108801,0.024633
41,762,208,71,0.000989666,0.0435229
42,104,3515,77,0.00230504,0.0140542
43,63,606,35,0.000400069,0.0838972
44,2904,216,126,0.00552159,0.0184694
45,680,583,58,0.00199901,0.0331126
46,583,1701,93,0.00643536,0.00560117
47,216,216,33,0.000162311,0.255699
48,606,583,131,0.00328148,0.00844937
49,216,2795,1301,0.0477765,0.00646085
50,316,74,3256,0.00613522,0.00479734
51,413,3942,341,0.0392636,0.0156047
52,2059,304,89,0.00434966,0.0423468
53,2139,80,224,0.00327734,0.0308391
54,74,117,61,0.000180972,0.08034
55,100,823,80,0.000612342,0.0678267
56,71,2492,1516,0.0233561,0.00483001
57,45,54,37,3.69169e-05,0.256141
58,104,923,293,0.00200325,0.0123678
59,242,316,159,0.000953851,0.0404925
60,147,58,54,0.000147399,0.0723287
61,959,1301,271,0.020653,0.0247614
62,282,3652,2222,0.139742,0.00526093
63,413,1701,83,0.00408017,0.0085276
64,96,1405,959,0.00907205,0.01897
65,630,80,1075,0.00505679,0.00695704
66,1301,77,583,0.00445181,0.00996695
67,1516,3017,56,0.0195658,0.0163368
68,37,93,93,8.42886e-05,0.121403
69,464,41,4096,0.0086934,0.0271029
70,2492,37,178,0.0015764,0.0427201
71,147,2492,1460,0.0378832,0.00999016
72,1460,2690,131,0.0306883,0.0163728
73,1352,2904,48,0.0152808,0.00902916
74,126,2222,52,0.00141375,0.0378641
75,1075,482,35,0.00160642,0.0482912
76,1160,153,117,0.00170778,0.0145818
77,233,464,104,0.000862998,0.0311761
78,606,1075,63,0.00323553,0.00793245
79,316,117,136,0.000481551,0.0712846
80,93,141,282,0.00030018,0.179177
81,41,540,792,0.00198792,0.0436311
82,37,341,1575,0.00210509,0.0253275
83,54,561,100,0.00101446,0.0305323
84,45,89,131,0.000143501,0.104254
85,37,58,1405,0.000323575,0.0875955
86,121,63,126,0.000315542,0.0926326
87,341,1767,153,0.00626205,0.0266888
88,959,2795,3383,0.533048,0.00322006
89,50,823,1575,0.00685625,0.00813042
90,112,369,261,0.000848278,0.0341637
91,83,2309,68,0.00441702,0.0043375
92,93,1982,63,0.00372071,0.0207581
93,200,3652,316,0.0142516,0.0297306
94,131,1836,89,0.00182543,0.0273783
95,153,316,2690,0.00971422,0.0203945
96,2492,1253,2690,0.484908,0.00145697
97,1836,192,654,0.0154228,0.00445584
98,261,121,3942,0.0114677,0.00481662
99,121,43,606,0.000319541,0.0954512
100,4096,3134,178,0.195317,0.00930827
101,141,40,80,0.000209223,0.0403146
102,41,823,1206,0.0047309,0.0143724
103,383,996,383,0.0109353,0.00934401
104,46,316,54,0.000238055,0.0747808
105,1075,1575,63,0.00769336,0.00959559
106,630,224,71,0.000868987,0.039465
107,3942,192,3134,0.156681,0.00452615
108,185,1301,2492,0.03984,0.00992979
109,734,2399,63,0.00840353,0.00379913
110,1117,3794,192,0.0472137,0.00240064
111,3942,304,2059,0.154522,0.00582816
112,282,654,413,0.00570057,0.00987404
113,1907,1516,583,0.104918,0.00925374
114,54,2690,126,0.00639237,0.0218557
115,32,888,482,0.00502543,0.0289359
116,369,208,482,0.00276657,0.0272283
117,1767,54,1035,0.0080078,0.00972235
118,185,61,63,0.000240474,0.141917
119,43,100,261,0.000465492,0.0475332
120,482,37,50,7.98451e-05,0.299736
121,355,54,1767,0.00297427,0.0142352
122,4096,40,1117,0.033276,0.00942295
123,3515,66,46,0.000910041,0.0340663
124,108,540,104,0.00052433,0.0663211
125,3256,121,540,0.0172706,0.0171535
126,271,208,3383,0.0148081,0.0118464
127,500,2059,413,0.0295123,0.012637
128,77,68,71,0.000107951,0.0974375
129,1575,233,583,0.0165452,0.0228686
130,464,3017,251,0.0205213,0.0164851
131,56,208,561,0.000608185,0.0653597
132,341,316,251,0.00194378,0.00236758
133,654,261,823,0.00979307,0.00469823
134,369,233,61,0.000479198,0.070246
135,1907,77,45,0.000570072,0.0811307
136,1637,855,32,0.00368856,0.00890331
137,606,100,261,0.00138586,0.0220851
138,224,1701,40,0.00138084,0.0202306
139,4096,200,66,0.00778435,0.00217942
140,3383,208,52,0.00297749,0.0394236
141,1075,63,654,0.00360252,0.0354418
142,117,369,40,0.000170839,0.122439
143,304,40,192,0.000207796,0.218338
144,540,45,117,0.000239385,0.107939
145,80,38,329,9.56198e-05,0.115259
146,185,355,112,0.000620435,0.0717953
147,855,1767,74,0.00770258,0.0035381
148,233,45,4096,0.00496649,0.0210291
149,117,2589,1701,0.0386413,0.00947253
150,383,734,93,0.00199494,0.0181571
151,446,500,147,0.00237524,0.0467072
152,959,1117,61,0.00483254,0.0201974
153,66,86,2795,0.00150711,0.0241578
154,464,341,3652,0.0383915,0.00763265
155,1117,520,61,0.00278083,0.0236735
156,96,630,233,0.00108472,0.00875767
157,3942,48,3017,0.0468406,0.0036079
158,185,100,185,0.000262183,0.0960208
159,83,2399,2139,0.0391321,0.0115211
160,520,482,58,0.00126553,0.060059
161,112,50,233,0.000108467,0.126822
162,171,58,2139,0.00191013,0.00961439
163,153,41,1836,0.00128837,0.018983
164,304,1117,734,0.0157062,0.00340316
165,1075,136,242,0.00306153,0.00955496
166,3256,2795,1035,0.546288,0.0023535
167,200,293,126,0.000589997,0.0668625
168,83,71,2139,0.00124352,0.0241886
169,32,100,185,0.000226079,0.0762917
170,959,996,165,0.00987311,0.0147426
171,3942,2904,2059,1.31639,0.0018536
172,93,242,2795,0.00554508,0.0109883
173,83,3256,1117,0.0275804,0.017461
174,80,208,3515,0.00515763,0.00339879
175,398,996,959,0.0240019,0.0174422
176,500,3017,1301,0.114514,0.00665636
177,108,242,500,0.00114157,0.040059
178,383,823,4096,0.101978,0.00477735
179,1352,3383,293,0.0748469,0.00601108
180,74,32,185,0.000257301,0.0624594
181,654,1836,1982,0.138849,0.00545576
182,63,316,383,0.000758995,0.0529638
183,855,68,2139,0.00953799,0.0151115
184,216,100,2222,0.00386131,0.00676685
185,654,482,41,0.00109015,0.00560544
186,32,355,606,0.000787003,0.0469967
187,200,271,178,0.000774475,0.0411028
188,3256,959,45,0.0103621,0.00297216
189,706,141,153,0.00130593,0.0236412
190,45,83,38,3.93231e-05,0.176301
191,855,2492,159,0.0210712,0.0134
192,561,32,762,0.00147025,0.0280382
193,3794,888,37,0.00971984,0.00710418
194,1301,121,2492,0.0324942,0.00749751
195,34,77,4096,0.00162492,0.0404193
196,86,888,398,0.00298659,0.00972183
197,1575,185,464,0.00958719,0.0025911
198,583,680,561,0.0157241,0.00338126
199,40,3515,1035,0.0162788,0.0154573
200,165,680,2139,0.0172052,0.005644
201,2492,561,108,0.00964933,0.00259272
202,50,104,43,9.00716e-05,0.0878144
203,1907,329,54,0.00282861,0.038575
204,1035,1836,89,0.0109761,0.0114746
205,96,37,1075,0.000461842,0.0705804
206,66,71,2795,0.00133218,0.0421059
207,77,2059,104,0.00561587,0.0185859
208,261,1637,86,0.00270407,0.00957006
209,126,1253,583,0.00728799,0.00804784
210,2795,792,261,0.0334284,0.00239033
211,1405,38,32,0.000157038,0.131219
212,200,48,1701,0.00161414,0.0375643
213,261,50,58,0.000287873,0.060995
214,4096,147,71,0.00699216,0.0174063
215,41,1460,316,0.00769776,0.00485388
216,242,63,2904,0.00367415,0.0163058
217,1767,1907,104,0.0218117,0.0142167
218,316,46,33,0.000209831,0.138443
219,1352,38,153,0.000820864,0.0605888
220,141,383,52,0.000255496,0.129942
221,304,1117,96,0.00225485,0.0231861
222,104,355,86,0.00025268,0.107198
223,37,464,341,0.00229886,0.0260245
224,1836,80,2589,0.029151,0.0109027
225,1075,282,355,0.00826385,0.0168042
226,762,520,200,0.0050745,0.0223772
227,606,293,823,0.0101176,0.00380243
228,54,316,89,0.00047845,0.0186288
229,1460,446,464,0.0191919,0.0301437
230,3383,108,1637,0.0447999,0.00896355
231,1575,3256,83,0.0273172,0.00919267
232,46,58,1516,0.000435124,0.070144
233,1516,153,482,0.00845371,0.0235271
234,58,2795,153,0.00867304,0.00329794
235,520,1301,1075,0.043989,0.0081254
236,71,43,52,6.88775e-05,0.152537
237,680,251,1836,0.0222869,0.0116194
238,3134,706,80,0.0114717,0.00605129
239,43,369,121,0.000665108,0.0302806
240,2795,71,329,0.00482212,0.0045676
241,33,46,355,0.000274999,0.0621409
242,48,3256,1637,0.0286954,0.00977535
243,178,734,242,0.0022178,0.0131326
244,71,3515,2904,0.0619354,0.00616562
245,823,1701,996,0.082965,0.012254
246,100,996,654,0.00477093,0.0192065
