m,n,k,avg,std
0,32,32,32,2.06423e-05,0.142545
1,63,32,32,4.07802e-05,0.2213
2,127,32,32,8.59646e-05,0.26994
3,256,32,32,0.000157797,0.17914
4,511,32,32,0.000336958,0.144148
5,1023,32,32,9.93298e-05,0.310098
6,2047,32,32,0.000235523,0.216793
7,4096,32,32,0.000572461,0.0876528
8,32,63,32,2.81535e-05,0.590983
9,63,63,32,4.82931e-05,0.230223
10,127,63,32,9.43152e-05,0.211781
11,256,63,32,0.00016809,0.108344
12,511,63,32,0.000371194,0.122868
13,1023,63,32,0.000189939,0.157405
14,2047,63,32,0.000444104,0.0774631
15,4096,63,32,0.000895772,0.0515861
16,32,127,32,4.75328e-05,0.22947
17,63,127,32,9.216e-05,0.23571
18,127,127,32,7.84703e-05,0.201466
19,256,127,32,0.000134196,0.342027
20,511,127,32,0.000311449,0.20535
21,1023,127,32,0.000625187,0.118516
22,2047,127,32,0.00112046,0.03971
23,4096,127,32,0.00252082,0.0348504
24,32,256,32,8.89856e-05,0.167127
25,63,256,32,0.000179456,0.161584
26,127,256,32,0.000119362,0.132367
27,256,256,32,0.000233385,0.195613
28,511,256,32,0.000523749,0.0992031
29,1023,256,32,0.00106839,0.046924
30,2047,256,32,0.00195503,0.0609802
31,4096,256,32,0.00410664,0.0490105
32,32,511,32,0.000182912,0.185779
33,63,511,32,0.000364871,0.136794
34,127,511,32,0.000267838,0.168792
35,256,511,32,0.000533058,0.0749427
36,511,511,32,0.00105363,0.0445942
37,1023,511,32,0.00193902,0.0430213
38,2047,511,32,0.00362763,0.0428362
39,4096,511,32,0.00781377,0.0252029
40,32,1023,32,0.000348773,0.0814598
41,63,1023,32,0.00078116,0.0925853
42,127,1023,32,0.000621504,0.120836
43,256,1023,32,0.00109807,0.0545823
44,511,1023,32,0.00193558,0.0378511
45,1023,1023,32,0.00369543,0.032937
46,2047,1023,32,0.00712688,0.0332455
47,4096,1023,32,0.0144909,0.0325261
48,32,2047,32,0.000857191,0.0861471
49,63,2047,32,0.00152628,0.033958
50,127,2047,32,0.0012299,0.042281
51,256,2047,32,0.00199774,0.0386615
52,511,2047,32,0.00372102,0.043386
53,1023,2047,32,0.00714218,0.0367858
54,2047,2047,32,0.0139043,0.0265567
55,4096,2047,32,0.0279388,0.023983
56,32,4096,32,0.00163075,0.0407058
57,63,4096,32,0.00311479,0.0410159
58,127,4096,32,0.00233146,0.0498534
59,256,4096,32,0.0039369,0.0411416
60,511,4096,32,0.00738015,0.0386385
61,1023,4096,32,0.0139401,0.0267185
62,2047,4096,32,0.0270673,0.0298175
63,4096,4096,32,0.0551676,0.0222328
64,32,32,63,4.12417e-05,0.308434
65,63,32,63,7.63819e-05,0.287529
66,127,32,63,0.00014231,0.216945
67,256,32,63,0.000281458,0.127282
68,511,32,63,9.13984e-05,0.170712
69,1023,32,63,0.00020257,0.241871
70,2047,32,63,0.000506504,0.0717836
71,4096,32,63,0.00110407,0.0327892
72,32,63,63,3.94195e-05,0.0661861
73,63,63,63,8.72934e-05,0.329325
74,127,63,63,0.000159375,0.191748
75,256,63,63,0.000302747,0.0843199
76,511,63,63,0.000161177,0.142822
77,1023,63,63,0.000393791,0.129701
78,2047,63,63,0.000796475,0.0652024
79,4096,63,63,0.00192281,0.0380639
80,32,127,63,8.19525e-05,0.233695
81,63,127,63,0.000159759,0.15548
82,127,127,63,0.000129574,0.250045
83,256,127,63,0.000205987,0.15916
84,511,127,63,0.000514138,0.102055
85,1023,127,63,0.00110353,0.0599316
86,2047,127,63,0.00208779,0.0358577
87,4096,127,63,0.00607538,0.0320232
88,32,256,63,0.000151791,0.140447
89,63,256,63,0.000262481,0.0361386
90,127,256,63,0.000203138,0.178693
91,256,256,63,0.000412988,0.19202
92,511,256,63,0.000847876,0.0547092
93,1023,256,63,0.00167192,0.0468518
94,2047,256,63,0.00340703,0.0429954
95,4096,256,63,0.0100707,0.0312107
96,32,511,63,0.00032339,0.113549
97,63,511,63,0.000588618,0.0493934
98,127,511,63,0.000443687,0.10738
99,256,511,63,0.000784365,0.066253
100,511,511,63,0.00162405,0.0397598
101,1023,511,63,0.00319709,0.0262676
102,2047,511,63,0.00639055,0.0386489
103,4096,511,63,0.0205329,0.0238298
104,32,1023,63,0.00074074,0.0705444
105,63,1023,63,0.00137745,0.0731987
106,127,1023,63,0.000921022,0.0535589
107,256,1023,63,0.0014664,0.0484453
108,511,1023,63,0.00314489,0.0403424
109,1023,1023,63,0.00586945,0.0309764
110,2047,1023,63,0.0128828,0.0255686
111,4096,1023,63,0.0399682,0.0204378
112,32,2047,63,0.00158734,0.0780468
113,63,2047,63,0.0028598,0.0508012
114,127,2047,63,0.00161511,0.038985
115,256,2047,63,0.00279881,0.0353216
116,511,2047,63,0.0061248,0.0245964
117,1023,2047,63,0.0113887,0.0360754
118,2047,2047,63,0.0245283,0.025152
119,4096,2047,63,0.0789142,0.0171565
120,32,4096,63,0.00320627,0.023541
121,63,4096,63,0.00561371,0.0371827
122,127,4096,63,0.00326719,0.0505391
123,256,4096,63,0.00551966,0.0330904
124,511,4096,63,0.0118474,0.0317219
125,1023,4096,63,0.0223768,0.0248808
126,2047,4096,63,0.0485338,0.0229873
127,4096,4096,63,0.15566,0.0133349
128,32,32,127,7.75372e-05,0.224455
129,63,32,127,0.000150376,0.146333
130,127,32,127,0.000305504,0.165444
131,256,32,127,9.16038e-05,0.255696
132,511,32,127,0.000182243,0.162695
133,1023,32,127,0.000487484,0.101006
134,2047,32,127,0.00105535,0.0331855
135,4096,32,127,0.00331138,0.0261004
136,32,63,127,8.22115e-05,0.165095
137,63,63,127,0.000161404,0.130956
138,127,63,127,0.000326086,0.138857
139,256,63,127,0.000157765,0.148306
140,511,63,127,0.000338939,0.160866
141,1023,63,127,0.000791426,0.0753922
142,2047,63,127,0.00160517,0.0558643
143,4096,63,127,0.0044776,0.0396351
144,32,127,127,0.000169505,0.185742
145,63,127,127,0.000312954,0.0828296
146,127,127,127,0.000225332,0.177593
147,256,127,127,0.000411693,0.142381
148,511,127,127,0.000943694,0.0559667
149,1023,127,127,0.00175657,0.0472451
150,2047,127,127,0.00380826,0.00822647
151,4096,127,127,0.0110929,0.0363066
152,32,256,127,0.000323873,0.0999263
153,63,256,127,0.000638402,0.0551658
154,127,256,127,0.00042905,0.0760219
155,256,256,127,0.000733866,0.110945
156,511,256,127,0.00146367,0.0609179
157,1023,256,127,0.00299087,0.0259196
158,2047,256,127,0.00577213,0.0323928
159,4096,256,127,0.0164471,0.021266
160,32,511,127,0.000679441,0.0601014
161,63,511,127,0.00135315,0.0538499
162,127,511,127,0.000813807,0.0791742
163,256,511,127,0.00131206,0.0458078
164,511,511,127,0.00283939,0.0404042
165,1023,511,127,0.00516851,0.0280681
166,2047,511,127,0.0114935,0.0352295
167,4096,511,127,0.030389,0.0245153
168,32,1023,127,0.00161505,0.0584313
169,63,1023,127,0.00291035,0.0543003
170,127,1023,127,0.00154776,0.044962
171,256,1023,127,0.00256529,0.0508197
172,511,1023,127,0.00522576,0.0302781
173,1023,1023,127,0.0100488,0.0341267
174,2047,1023,127,0.0217676,0.026244
175,4096,1023,127,0.0569482,0.022103
176,32,2047,127,0.00307698,0.019553
177,63,2047,127,0.00569493,0.041055
178,127,2047,127,0.00297702,0.0633737
179,256,2047,127,0.00462752,0.00775814
180,511,2047,127,0.0102717,0.0384891
181,1023,2047,127,0.0189568,0.0238575
182,2047,2047,127,0.0420417,0.0176019
183,4096,2047,127,0.108628,0.0160278
184,32,4096,127,0.00652063,0.038088
185,63,4096,127,0.0113025,0.0374937
186,127,4096,127,0.00581818,0.0322113
187,256,4096,127,0.00935001,0.0373788
