m,n,k,avg,std
0,32,32,32,2.19054e-05,0.239454
1,161,32,32,0.000105283,0.200834
2,812,32,32,8.08323e-05,0.37036
3,4096,32,32,0.000516959,0.0724738
4,32,161,32,6.81405e-05,0.369644
5,161,161,32,9.93153e-05,0.342065
6,812,161,32,0.000479937,0.138628
7,4096,161,32,0.00280948,0.0341447
8,32,812,32,0.000282894,0.11178
9,161,812,32,0.000506241,0.113063
10,812,812,32,0.00184688,0.0422794
11,4096,812,32,0.0114189,0.0327897
12,32,4096,32,0.00168348,0.0294247
13,161,4096,32,0.00245837,0.0331945
14,812,4096,32,0.00864711,0.0435341
15,4096,4096,32,0.0545469,0.0193387
16,32,32,161,0.000112725,0.317807
17,161,32,161,8.18919e-05,0.136279
18,812,32,161,0.00048817,0.103815
19,4096,32,161,0.00430392,0.0238032
20,32,161,161,0.000319329,0.0497944
21,161,161,161,0.000386664,0.0894154
22,812,161,161,0.00176495,0.00721808
23,4096,161,161,0.0141753,0.0279057
24,32,812,161,0.00174717,0.0224803
25,161,812,161,0.00168241,0.0453994
26,812,812,161,0.00678491,0.0371431
27,4096,812,161,0.0515712,0.0174076
28,32,4096,161,0.00865288,0.036984
29,161,4096,161,0.00781173,0.0327615
30,812,4096,161,0.0332379,0.0180382
31,4096,4096,161,0.243879,0.00983222
32,32,32,812,8.36109e-05,0.161518
33,161,32,812,0.000591346,0.0934635
34,812,32,812,0.00234077,0.0367215
35,4096,32,812,0.0222985,0.0227048
36,32,161,812,0.000451745,0.110768
37,161,161,812,0.00202388,0.0477836
38,812,161,812,0.00853162,0.0408875
39,4096,161,812,0.0701242,0.0153476
40,32,812,812,0.00245535,0.0456279
41,161,812,812,0.00781084,0.0222251
42,812,812,812,0.0332687,0.0239271
43,4096,812,812,0.250243,0.0087845
44,32,4096,812,0.0116235,0.0212916
45,161,4096,812,0.0371353,0.0241964
46,812,4096,812,0.162837,0.00353407
47,4096,4096,812,1.16711,0.00302943
48,32,32,4096,0.000560215,0.0751264
49,161,32,4096,0.0029225,0.0467532
50,812,32,4096,0.0131507,0.00917693
51,4096,32,4096,0.11629,0.0078609
52,32,161,4096,0.00297804,0.0309514
53,161,161,4096,0.0115017,0.0298169
54,812,161,4096,0.044979,0.0196656
55,4096,161,4096,0.351336,0.00472109
56,32,812,4096,0.0154847,0.00966
57,161,812,4096,0.0538981,0.0185427
58,812,812,4096,0.183471,0.00991979
59,4096,812,4096,1.25506,0.00173287
60,32,4096,4096,0.0807548,0.00881294
61,161,4096,4096,0.274391,0.00231158
62,812,4096,4096,0.896603,0.00301303
63,4096,4096,4096,5.90649,0.00108293
