,nbytes,nnodes,ppn,avg,std
0,64,1,1,6.9555e-07,0.876929
1,380,1,1,8.439e-07,0.808495
2,2261,1,1,8.084e-07,1.02334
3,13440,1,1,8.248e-07,0.873278
4,79889,1,1,1.58725e-06,0.554822
5,474860,1,1,1.8022e-06,2.61515
6,2822557,1,1,2.13355e-06,2.83416
7,16777216,1,1,2.0908e-06,2.8732
56,64,1,2,1.8243e-06,0.925506
57,380,1,2,2.63555e-06,0.783319
58,2261,1,2,4.2573e-06,1.28407
59,13440,1,2,1.5555e-05,0.986374
60,79889,1,2,4.00814e-05,0.401106
61,474860,1,2,0.000430316,0.169807
62,2822557,1,2,0.00185829,0.161721
63,16777216,1,2,0.008201,0.0658684
112,64,1,4,3.9111e-06,1.32409
113,380,1,4,9.0326e-06,0.763208
114,2261,1,4,3.94945e-05,2.46376
115,13440,1,4,2.62875e-05,0.837911
116,79889,1,4,8.53172e-05,0.601595
117,474860,1,4,0.000710786,0.161292
118,2822557,1,4,0.00296606,0.187962
119,16777216,1,4,0.0126575,0.0516461
168,64,1,8,8.7237e-06,0.732337
169,380,1,8,5.45722e-05,3.34073
170,2261,1,8,4.12501e-05,2.67555
171,13440,1,8,5.40121e-05,0.572718
172,79889,1,8,0.000166694,1.31415
173,474860,1,8,0.00088719,0.132818
174,2822557,1,8,0.00384367,0.0959119
175,16777216,1,8,0.0253792,0.0522858
224,64,1,16,1.02637e-05,0.853781
225,380,1,16,1.63014e-05,0.914192
226,2261,1,16,4.10077e-05,2.60276
227,13440,1,16,7.11446e-05,1.54618
228,79889,1,16,0.000200249,0.607911
229,474860,1,16,0.00153136,0.0923635
230,2822557,1,16,0.00461789,0.0843719
231,16777216,1,16,0.0279778,0.0494674
280,64,1,32,1.17467e-05,0.256552
281,380,1,32,2.195e-05,1.23397
282,2261,1,32,3.11072e-05,0.84247
283,13440,1,32,7.53131e-05,0.861373
284,79889,1,32,0.000316116,0.347242
285,474860,1,32,0.00183607,0.130193
286,2822557,1,32,0.00576777,0.0528405
287,16777216,1,32,0.0301079,0.0492508
336,64,1,64,1.2674e-05,0.493529
337,380,1,64,5.74259e-05,2.94726
338,2261,1,64,2.49261e-05,0.357596
339,13440,1,64,0.000110819,0.917353
340,79889,1,64,0.000791528,0.143786
341,474860,1,64,0.00170772,0.241482
342,2822557,1,64,0.00806643,0.110038
343,16777216,1,64,0.0344932,0.162166
8,64,2,1,1.30153e-05,0.398147
9,380,2,1,1.47086e-05,0.103406
10,2261,2,1,2.13065e-05,0.932014
11,13440,2,1,4.49337e-05,1.15297
12,79889,2,1,9.7202e-05,0.450688
13,474860,2,1,0.00045009,0.367265
14,2822557,2,1,0.00137466,0.293404
15,16777216,2,1,0.00480178,0.255776
64,64,2,2,4.42288e-05,2.22341
65,380,2,2,2.7417e-05,0.530487
66,2261,2,2,3.06756e-05,0.861927
67,13440,2,2,0.000107782,1.38214
68,79889,2,2,0.000169425,0.501575
69,474860,2,2,0.000836123,0.0852618
70,2822557,2,2,0.00267389,0.18235
71,16777216,2,2,0.0117769,0.110833
120,64,2,4,2.89987e-05,0.722839
121,380,2,4,3.85327e-05,0.666895
122,2261,2,4,6.48542e-05,1.70008
123,13440,2,4,7.43159e-05,0.325098
124,79889,2,4,0.000295736,0.385183
125,474860,2,4,0.00108642,0.136533
126,2822557,2,4,0.00396548,0.183379
127,16777216,2,4,0.0180103,0.184817
176,64,2,8,2.46537e-05,0.473838
177,380,2,8,3.08695e-05,0.394714
178,2261,2,8,3.73404e-05,0.492984
179,13440,2,8,0.000119086,1.51434
180,79889,2,8,0.000245645,0.624993
181,474860,2,8,0.00116243,0.177185
182,2822557,2,8,0.00432008,0.155109
183,16777216,2,8,0.0212705,0.117649
232,64,2,16,2.93454e-05,0.280973
233,380,2,16,5.21336e-05,0.700142
234,2261,2,16,3.47644e-05,0.345343
235,13440,2,16,0.000102887,0.507844
