,nbytes,nnodes,ppn,avg,std
44,79889,32,1,0.000606813,0.200357
47,16777216,32,1,0.012596,0.0924726
96,64,32,2,9.50906e-05,0.329176
98,2261,32,2,0.000143632,0.258261
100,79889,32,2,0.000456729,0.217923
103,16777216,32,2,0.0194931,0.0917066
152,64,32,4,8.86992e-05,0.269147
154,2261,32,4,0.000146058,0.279178
156,79889,32,4,0.000632101,0.474544
159,16777216,32,4,0.0240629,0.134804
208,64,32,8,8.51698e-05,0.309387
210,2261,32,8,0.000153374,0.192028
212,79889,32,8,0.000637259,0.429446
215,16777216,32,8,0.0261336,0.136537
264,64,32,16,8.33182e-05,0.32938
266,2261,32,16,0.000134882,0.249898
268,79889,32,16,0.000671748,0.303246
271,16777216,32,16,0.0274755,0.12137
320,64,32,32,9.77342e-05,0.508012
322,2261,32,32,0.000146779,0.240769
324,79889,32,32,0.000629612,0.207758
327,16777216,32,32,0.0295194,0.129527
376,64,32,64,0.000196018,1.96282
378,2261,32,64,0.00020412,1.20534
380,79889,32,64,0.000899206,0.822525
383,16777216,32,64,0.0349456,0.0809721
