,nbytes,nnodes,ppn,avg,std
0,64,1,1,6.405e-07,0.856061
1,96,1,1,6.785e-07,0.775268
2,143,1,1,8.7745e-07,0.937441
3,214,1,1,8.087e-07,0.8084
4,320,1,1,8.5785e-07,0.716429
5,479,1,1,7.7475e-07,0.768637
6,716,1,1,7.583e-07,0.789567
7,1071,1,1,7.728e-07,0.845514
8,1601,1,1,7.8635e-07,0.926404
9,2395,1,1,7.8845e-07,0.928129
10,3582,1,1,8.164e-07,0.893227
11,5357,1,1,1.54405e-06,0.592251
12,8011,1,1,1.54045e-06,0.535426
13,11980,1,1,1.55855e-06,0.603782
14,17917,1,1,8.2335e-07,0.903276
15,26795,1,1,1.5687e-06,0.590818
16,40072,1,1,1.64485e-06,0.681758
17,59929,1,1,1.5847e-06,0.540641
18,89625,1,1,8.9955e-07,0.788221
19,134036,1,1,1.87545e-06,2.60244
20,200453,1,1,1.99615e-06,2.7844
21,299781,1,1,1.76155e-06,2.679
22,448328,1,1,1.82525e-06,2.64871
23,670482,1,1,2.85755e-06,3.25813
24,1002718,1,1,2.64565e-06,2.11801
25,1499582,1,1,2.69225e-06,2.14635
26,2242652,1,1,1.99325e-06,2.75437
27,3353926,1,1,2.10905e-06,2.80533
28,5015856,1,1,3.48265e-06,3.51034
29,7501302,1,1,2.1682e-06,2.84659
30,11218332,1,1,2.1463e-06,2.83151
31,16777216,1,1,2.1849e-06,2.90353
224,64,1,2,2.14005e-06,0.945384
225,96,1,2,2.92185e-06,1.83323
226,143,1,2,2.3946e-06,0.821717
227,214,1,2,3.2029e-06,1.55322
228,320,1,2,2.399e-06,0.83333
229,479,1,2,4.536e-06,1.4364
230,716,1,2,2.79555e-06,0.739811
231,1071,1,2,3.0038e-06,0.679386
232,1601,1,2,4.92095e-06,1.34092
233,2395,1,2,6.83515e-06,1.10225
234,3582,1,2,7.5049e-06,1.04681
235,5357,1,2,1.37205e-05,0.913692
236,8011,1,2,1.11158e-05,1.0163
237,11980,1,2,9.483e-06,0.34203
238,17917,1,2,1.16706e-05,0.237764
239,26795,1,2,1.45973e-05,0.203989
240,40072,1,2,2.37482e-05,0.7845
241,59929,1,2,3.03029e-05,0.283521
242,89625,1,2,5.55065e-05,0.871259
243,134036,1,2,0.000120117,0.349389
244,200453,1,2,0.000185233,0.299442
245,299781,1,2,0.000366672,0.157365
246,448328,1,2,0.000425684,0.1713
247,670482,1,2,0.000631748,0.149986
248,1002718,1,2,0.000870716,0.134028
249,1499582,1,2,0.00118024,0.158652
250,2242652,1,2,0.00160928,0.172
251,3353926,1,2,0.00224555,0.167842
252,5015856,1,2,0.00301769,0.173189
253,7501302,1,2,0.00398266,0.0911958
254,11218332,1,2,0.00583986,0.0864105
255,16777216,1,2,0.00826172,0.089296
448,64,1,4,5.3049e-06,1.71471
449,96,1,4,3.0858e-06,0.786352
450,143,1,4,6.60425e-06,1.70134
451,214,1,4,4.54365e-06,1.09843
452,320,1,4,8.29815e-06,1.51757
453,479,1,4,3.37632e-05,3.06829
454,716,1,4,2.99903e-05,3.01632
455,1071,1,4,7.8543e-06,0.801226
456,1601,1,4,5.90816e-05,2.16219
457,2395,1,4,6.8523e-05,2.89732
458,3582,1,4,1.10396e-05,0.70301
459,5357,1,4,1.53332e-05,1.38134
460,8011,1,4,1.54178e-05,0.71656
461,11980,1,4,4.38847e-05,2.49342
462,17917,1,4,3.21468e-05,1.67085
463,26795,1,4,3.02576e-05,0.492793
464,40072,1,4,6.87899e-05,1.9954
465,59929,1,4,9.38561e-05,1.42578
466,89625,1,4,0.000206089,0.165514
467,134036,1,4,0.000334444,0.336492
468,200453,1,4,0.000524479,0.129087
469,299781,1,4,0.000545122,0.234239
470,448328,1,4,0.000630035,0.231206
471,670482,1,4,0.00099561,0.1118
472,1002718,1,4,0.00134802,0.0732498
473,1499582,1,4,0.00180733,0.0935286
474,2242652,1,4,0.0024731,0.110628
475,3353926,1,4,0.00334069,0.110823
476,5015856,1,4,0.00459482,0.121752
477,7501302,1,4,0.0062113,0.0935466
478,11218332,1,4,0.00907288,0.0960885
479,16777216,1,4,0.012632,0.0594127
672,64,1,8,5.56245e-06,1.21881
673,96,1,8,3.58605e-05,3.14607
