,nbytes,nnodes,ppn,avg,std
0,64,1,1,6.8105e-07,0.806435
1,71,1,1,6.9055e-07,0.828396
2,78,1,1,6.855e-07,0.815706
3,86,1,1,6.8665e-07,0.840768
4,95,1,1,6.8005e-07,0.78012
5,105,1,1,6.8065e-07,0.818033
6,115,1,1,6.8355e-07,0.778461
7,127,1,1,8.28e-07,0.857897
8,140,1,1,8.5205e-07,0.850492
9,155,1,1,8.8495e-07,0.968595
10,171,1,1,8.4805e-07,0.839178
11,189,1,1,8.5675e-07,0.875375
12,208,1,1,8.5915e-07,0.801682
13,230,1,1,8.4825e-07,0.825804
14,253,1,1,9.001e-07,0.82233
15,279,1,1,8.531e-07,0.7509
16,308,1,1,8.5245e-07,0.790345
17,340,1,1,8.5685e-07,0.742635
18,375,1,1,8.504e-07,0.79235
19,414,1,1,8.352e-07,0.773901
20,457,1,1,9.168e-07,1.04798
21,504,1,1,7.4575e-07,0.770913
22,556,1,1,7.6075e-07,0.737903
23,613,1,1,7.653e-07,0.877557
24,676,1,1,7.503e-07,0.809919
25,746,1,1,2.9006e-06,3.19593
26,823,1,1,7.558e-07,0.806418
27,908,1,1,7.723e-07,0.844484
28,1002,1,1,7.618e-07,0.952371
29,1105,1,1,7.617e-07,0.807262
30,1219,1,1,7.9375e-07,0.919322
31,1345,1,1,8.0145e-07,0.972794
32,1484,1,1,7.9035e-07,0.923652
33,1637,1,1,7.7875e-07,0.864843
34,1806,1,1,7.672e-07,0.829442
35,1993,1,1,7.712e-07,0.829739
36,2199,1,1,7.843e-07,0.89177
37,2426,1,1,7.928e-07,0.934196
38,2676,1,1,7.9085e-07,0.945352
39,2952,1,1,7.878e-07,0.932761
40,3257,1,1,8.0095e-07,0.813882
41,3593,1,1,8.36e-07,0.987426
42,3964,1,1,7.9885e-07,0.871407
43,4373,1,1,8.113e-07,0.923972
44,4825,1,1,1.5261e-06,0.52596
45,5323,1,1,1.52355e-06,0.541516
46,5872,1,1,3.92415e-06,2.56324
47,6478,1,1,1.52695e-06,0.550879
48,7147,1,1,1.51945e-06,0.529765
49,7885,1,1,1.5035e-06,0.582108
50,8699,1,1,1.53705e-06,0.568511
51,9597,1,1,1.53855e-06,0.576783
52,10588,1,1,1.55855e-06,0.608784
53,11680,1,1,1.5566e-06,0.585966
54,12886,1,1,8.3945e-07,0.93742
55,14216,1,1,8.0535e-07,0.916167
56,15684,1,1,8.2825e-07,0.894952
57,17303,1,1,8.179e-07,0.863592
58,19089,1,1,8.3455e-07,0.911944
59,21060,1,1,8.6365e-07,0.830617
60,23234,1,1,1.561e-06,0.540449
61,25632,1,1,1.9992e-06,0.416379
62,28278,1,1,1.60265e-06,0.6808
63,31197,1,1,1.5606e-06,0.588743
64,34418,1,1,1.5621e-06,0.588274
65,37971,1,1,1.6488e-06,0.676782
66,41890,1,1,1.6362e-06,0.665668
67,46215,1,1,1.6543e-06,0.720407
68,50985,1,1,1.6669e-06,0.74957
69,56249,1,1,1.67885e-06,0.755555
70,62055,1,1,1.59625e-06,0.572869
71,68461,1,1,1.5997e-06,0.609484
72,75528,1,1,2.2191e-06,0.633465
73,83325,1,1,9.166e-07,0.880349
74,91926,1,1,8.9415e-07,0.77641
75,101416,1,1,2.85965e-06,2.59996
76,111885,1,1,8.765e-07,0.969764
77,123434,1,1,9.401e-07,0.989322
78,136176,1,1,1.87595e-06,2.61305
79,150234,1,1,2.0351e-06,2.7427
80,165742,1,1,1.89485e-06,2.60152
81,182852,1,1,1.8858e-06,2.58984
82,201727,1,1,1.8517e-06,2.65299
83,222551,1,1,1.85435e-06,2.65347
84,245525,1,1,3.40485e-06,3.4513
85,270871,1,1,2.07135e-06,2.82939
86,298832,1,1,2.69325e-06,3.17865
87,329680,1,1,3.5282e-06,3.33296
88,363713,1,1,1.97515e-06,2.62883
89,401259,1,1,2.09835e-06,2.71071
90,442680,1,1,2.0888e-06,2.71436
91,488378,1,1,1.95455e-06,2.63612
92,538792,1,1,1.96555e-06,2.57947
93,594411,1,1,1.92745e-06,2.59957
94,655772,1,1,2.0712e-06,2.76836
95,723467,1,1,2.07185e-06,2.71379
96,798149,1,1,2.6497e-06,1.99079
97,880542,1,1,2.8832e-06,2.14516
98,971439,1,1,3.13485e-06,2.32794
99,1071720,1,1,2.6576e-06,2.00097
100,1182352,1,1,6.77075e-06,3.40863
101,1304405,1,1,3.3558e-06,2.47411
102,1439058,1,1,3.86885e-06,2.71743
103,1587610,1,1,3.8164e-06,3.43305
104,1751497,1,1,2.08285e-06,2.683
105,1932303,1,1,3.4255e-06,3.29763
106,2131772,1,1,2.1053e-06,2.74864
107,2351833,1,1,1.74148e-05,4.14418
108,2594611,1,1,2.6386e-06,2.95104
109,2862450,1,1,2.1385e-06,2.72096
110,3157937,1,1,2.4607e-06,2.89846
111,3483928,1,1,3.48035e-06,3.36706
112,3843571,1,1,2.15455e-06,2.75528
113,4240339,1,1,2.60405e-06,3.04239
114,4678064,1,1,2.2683e-06,2.83048
115,5160976,1,1,2.25465e-06,2.81568
116,5693739,1,1,2.40655e-06,2.95096
117,6281498,1,1,3.48065e-06,3.31924
118,6929930,1,1,3.6579e-06,3.42853
119,7645300,1,1,2.33795e-06,2.87777
120,8434517,1,1,2.7839e-06,3.09666
121,9305204,1,1,2.22815e-06,2.78191
122,10265771,1,1,2.3149e-06,2.84721
123,11325496,1,1,2.2823e-06,2.83021
124,12494615,1,1,3.4174e-06,3.31096
125,13784422,1,1,3.4425e-06,3.33589
126,15207374,1,1,2.21875e-06,2.8236
127,16777216,1,1,2.2197e-06,2.77193
896,64,1,2,2.1856e-06,0.896827
897,71,1,2,2.96745e-06,1.88383
898,78,1,2,2.2533e-06,1.06272
899,86,1,2,3.7362e-06,1.70036
900,95,1,2,4.0117e-06,1.63244
901,105,1,2,2.2603e-06,1.05651
902,115,1,2,2.26835e-06,0.955769
903,127,1,2,2.16945e-06,0.945911
904,140,1,2,2.39005e-06,1.03267
905,155,1,2,2.39305e-06,1.02828
906,171,1,2,3.98285e-06,1.60793
907,189,1,2,3.1849e-06,1.6916
