nxP,nyQ,nzR,coarsen_type,relax_type,interp_type,P,Q,R,nthreads,ppn_count,nnodes,wall_time2,wall_time
4712,20,17,56,3,9,5,4,2,8,1,64,1,0.322370,0.532392
4718,52,30,62,3,5,1,4,4,4,1,64,1,1.161256,12.114584
4728,47,31,32,6,5,11,4,4,4,1,64,1,0.970590,2.459791
4729,19,18,24,3,7,12,4,4,4,1,64,1,0.222998,0.386538
4731,47,31,17,2,3,7,8,4,2,1,64,1,0.933817,0.857055
4738,62,49,16,6,7,10,8,4,2,1,64,1,1.138533,1.462452
4742,23,51,19,6,9,8,4,8,2,1,64,1,0.481574,0.696607
4743,16,30,16,3,2,9,4,4,4,1,64,1,0.229925,1.670963
4746,17,17,22,0,4,7,4,4,4,1,64,1,0.873306,0.344592
4752,22,35,53,1,1,7,2,4,8,1,64,1,1.192962,0.907395
4753,21,55,39,3,0,9,2,8,4,1,64,1,0.595081,1.165953
4754,47,49,17,1,1,8,4,8,2,1,64,1,1.059581,1.616911
4755,44,26,54,4,7,10,4,4,4,1,64,1,1.170026,1.803498
4763,29,52,22,4,1,2,4,8,2,1,64,1,0.512093,1.265648
4764,54,25,24,6,1,11,8,4,2,1,64,1,0.605153,1.104911
4765,32,36,37,2,9,1,4,4,4,1,64,1,1.894541,1.370430
4767,40,55,50,6,0,6,4,4,4,1,64,1,2.261073,3.353176
4769,19,23,49,0,2,0,2,4,8,1,64,1,1.075448,0.900677
4770,62,52,26,2,3,5,8,4,2,1,64,1,2.416566,2.791758
4771,43,37,49,4,8,7,4,4,4,1,64,1,1.248776,3.472007
4772,32,24,33,6,9,6,4,4,4,1,64,1,0.735703,0.908744
4777,55,46,52,1,9,4,4,4,4,1,64,1,2.773738,3.989974
4779,36,40,27,6,5,11,4,4,4,1,64,1,0.830233,1.804929
4780,26,56,54,5,4,7,2,8,4,1,64,1,1.414233,2.526824
4783,53,30,64,3,5,13,4,2,8,1,64,1,1.161608,11.962227
4784,19,48,35,5,3,1,2,8,4,1,64,1,0.599120,1.082043
4787,38,37,51,6,3,5,4,4,4,1,64,1,1.804340,3.182382
4789,19,22,38,1,5,4,4,4,4,1,64,1,0.575019,0.584581
4790,27,48,33,5,3,2,4,4,4,1,64,1,0.720557,1.848187
4791,45,63,19,1,1,1,4,8,2,1,64,1,1.607414,2.117616
4798,60,45,31,5,9,13,8,4,2,1,64,1,1.359072,2.593626
4801,55,38,58,1,1,13,4,4,4,1,64,1,3.375213,2.915153
4803,42,54,43,4,0,1,4,4,4,1,64,1,1.422609,2.995572
4810,34,33,25,0,4,5,4,4,4,1,64,1,2.348668,1.289518
4814,20,20,29,5,3,3,4,4,4,1,64,1,0.333021,0.482734
4815,30,28,16,1,1,6,4,4,4,1,64,1,0.775911,0.557162
4816,53,23,24,3,5,5,8,2,4,1,64,1,0.444572,3.576117
4817,40,18,55,6,1,0,4,2,8,1,64,1,0.658538,0.862246
4823,28,35,18,2,4,1,4,4,4,1,64,1,0.968219,0.702404
4833,28,63,35,0,5,12,2,8,4,1,64,1,2.826570,4.277343
4839,53,40,17,1,5,13,8,4,2,1,64,1,0.998386,1.367016
4841,53,40,43,3,9,13,4,4,4,1,64,1,1.090899,3.657142
4842,53,28,56,0,5,0,4,4,4,1,64,1,4.358206,7.901735
4845,53,63,61,1,9,6,4,4,4,1,64,1,7.139290,6.369528
4846,43,19,19,2,8,13,8,4,2,1,64,1,0.612611,0.699071
4847,33,60,49,4,3,8,4,4,4,1,64,1,1.427058,3.606880
4848,50,17,28,1,1,1,8,2,4,1,64,1,0.777815,0.621607
4851,35,20,46,1,2,0,4,2,8,1,64,1,0.838454,1.024785
4853,39,57,36,1,8,2,4,4,4,1,64,1,1.835296,3.819264
4855,26,24,37,1,0,9,4,4,4,1,64,1,0.927402,0.704625
4861,42,32,37,4,8,11,4,4,4,1,64,1,0.776328,2.421788
4865,48,57,61,1,0,6,4,4,4,1,64,1,5.416575,10.121055
4867,17,36,21,2,2,8,2,8,4,1,64,1,0.579066,0.553349
4872,23,21,45,3,5,10,4,2,8,1,64,1,0.352393,2.755685
4873,49,58,18,6,4,8,4,8,2,1,64,1,0.880398,1.580583
4876,62,16,36,0,4,11,8,2,4,1,64,1,1.663348,1.185818
4877,26,62,25,5,3,7,4,8,2,1,64,1,0.848650,1.508622
4878,60,18,33,2,7,2,8,2,4,1,64,1,1.101302,0.999497
4879,29,28,42,1,3,8,4,4,4,1,64,1,1.258118,1.356675
4884,30,19,24,4,9,2,4,4,4,1,64,1,0.317478,0.535356
4889,34,19,33,6,2,13,4,4,4,1,64,1,0.481787,1.343902
4896,41,24,29,0,2,4,4,4,4,1,64,1,1.479862,6.781244
4897,20,21,41,1,0,4,4,4,4,1,64,1,0.583467,0.583835
4903,25,46,30,1,6,12,4,4,4,1,64,1,1.237219,1.577353
4906,44,53,30,5,4,2,4,4,4,1,64,1,1.081043,3.369329
4908,55,28,35,5,9,10,4,4,4,1,64,1,1.335080,1.927979
4910,16,21,42,2,1,7,2,4,8,1,64,1,0.669997,0.356448
4912,28,21,48,1,8,0,4,2,8,1,64,1,0.746851,1.199293
4917,27,47,21,3,1,12,4,8,2,1,64,1,0.373803,3.299497
4920,29,34,34,1,8,0,4,4,4,1,64,1,1.237279,1.713676
4921,58,17,31,3,5,12,8,2,4,1,64,1,0.415557,3.744879
4924,26,27,61,6,3,9,4,2,8,1,64,1,0.821138,1.574282
4928,29,26,58,2,5,12,4,2,8,1,64,1,1.267926,0.937873
4930,47,18,17,5,4,0,8,4,2,1,64,1,0.337819,0.513230
4931,22,62,21,0,7,8,4,8,2,1,64,1,1.535612,0.914678
4932,63,24,58,4,6,7,8,2,4,1,64,1,1.315885,2.995539
4940,49,33,58,2,9,13,4,4,4,1,64,1,3.070668,2.831747
4941,56,34,23,0,6,6,8,4,2,1,64,1,2.411897,10.250855
4942,39,28,30,1,9,8,4,4,4,1,64,1,1.206585,1.183169
4946,37,18,25,4,2,3,8,2,4,1,64,1,0.311946,0.683379
4962,22,22,24,2,6,9,4,4,4,1,64,1,0.765650,0.639850
4965,21,23,30,4,4,6,4,4,4,1,64,1,0.397064,0.612830
4967,26,24,37,6,4,4,4,4,4,1,64,1,0.513647,0.985579
4979,25,24,55,6,1,5,4,2,8,1,64,1,0.701097,0.810015
4980,19,20,41,1,6,8,2,4,8,1,64,1,0.617928,0.575051
4981,52,53,55,6,5,6,4,4,4,1,64,1,3.276827,5.305302
4982,60,17,28,0,6,9,8,2,4,1,64,1,1.434134,1.723279
4986,59,56,41,0,0,9,4,4,4,1,64,1,6.818256,3.729026
4991,60,50,61,6,2,1,4,4,4,1,64,1,5.528543,9.842018
4994,16,45,22,4,2,1,2,8,4,1,64,1,0.333055,0.659576
4995,45,33,47,3,9,11,4,4,4,1,64,1,0.861035,2.832055
5000,21,19,55,5,0,4,4,2,8,1,64,1,0.396920,0.652167
5003,40,16,18,5,6,5,8,2,4,1,64,1,0.355000,0.472779
5009,26,18,19,6,8,11,4,4,4,1,64,1,0.296228,0.642649
5011,28,40,17,4,6,7,4,8,2,1,64,1,0.391227,1.400861
5016,22,25,41,2,0,13,4,4,4,1,64,1,1.007695,0.677043
5017,47,38,20,1,9,3,8,4,2,1,64,1,0.820025,1.099315
5019,23,28,28,4,4,9,4,4,4,1,64,1,0.407836,0.728361
5020,43,27,43,1,7,8,4,4,4,1,64,1,1.937647,1.835708
5022,26,56,30,3,9,12,2,8,4,1,64,1,0.552297,1.451658
5024,28,44,22,0,1,10,4,8,2,1,64,1,1.668661,4.432296
5025,29,58,27,5,4,7,4,8,2,1,64,1,0.940685,1.676878
7537,21,48,18,1,9,6,4,8,2,1,64,1,0.677439,0.629446
7542,52,55,60,1,2,1,4,4,4,1,64,1,6.669449,6.123220
7547,33,41,17,1,3,11,4,8,2,1,64,1,0.717595,0.831048
7548,57,52,29,2,5,0,8,4,2,1,64,1,2.255352,3.251517
7549,36,20,20,4,4,7,4,4,4,1,64,1,0.388182,0.579355
7550,31,49,50,6,0,2,4,4,4,1,64,1,1.226667,2.510127
7553,24,48,20,6,8,2,4,8,2,1,64,1,0.404998,0.867536
7556,25,16,17,6,0,9,4,4,4,1,64,1,0.314660,0.307365
7561,20,49,27,5,8,12,2,8,4,1,64,1,0.496568,1.228265
7563,49,40,40,0,5,10,4,4,4,1,64,1,5.191010,12.529042
7566,41,17,48,0,9,7,4,2,8,1,64,1,1.870586,0.915627
7568,16,23,64,5,2,10,2,4,8,1,64,1,0.476755,0.778321
7574,29,22,25,0,9,0,4,4,4,1,64,1,1.156606,0.600921
7575,17,18,27,2,2,9,4,4,4,1,64,1,0.622841,0.474620
7579,18,25,55,6,2,6,2,4,8,1,64,1,0.569159,0.848516
7583,36,22,35,5,7,0,4,4,4,1,64,1,0.823847,1.299491
7586,42,17,23,6,8,10,8,2,4,1,64,1,0.498573,0.951633
7588,17,37,59,3,4,11,2,4,8,1,64,1,0.538276,1.622223
7591,40,28,57,3,6,4,4,4,4,1,64,1,0.861358,12.344734
7600,26,49,18,6,7,4,4,8,2,1,64,1,0.549514,0.807212
7603,53,16,29,4,6,3,8,2,4,1,64,1,0.441584,1.084076
7604,32,18,47,2,2,11,4,2,8,1,64,1,0.845370,0.864218
7605,36,45,29,2,5,1,4,4,4,1,64,1,2.207895,1.864682
7607,33,20,25,3,4,5,4,4,4,1,64,1,0.381983,0.769432
7611,26,22,19,0,4,2,4,4,4,1,64,1,0.750719,0.607350
7617,21,57,28,0,0,7,2,8,4,1,64,1,2.112048,0.993572
7622,46,58,53,5,6,12,4,4,4,1,64,1,2.759852,11.573658
7624,35,32,60,6,9,8,4,4,4,1,64,1,1.500954,2.598249
7628,38,30,22,3,0,4,4,4,4,1,64,1,0.380017,0.973772
7631,18,19,45,6,6,2,4,2,8,1,64,1,0.328830,0.642963
7632,31,46,57,4,3,11,4,4,4,1,64,1,1.164704,3.532589
7636,26,21,56,2,6,7,4,2,8,1,64,1,1.056404,1.005433
7637,21,21,21,6,3,7,4,4,4,1,64,1,0.463634,0.435586
7640,34,42,18,4,6,10,4,8,2,1,64,1,0.479068,1.817228
7642,20,61,26,5,7,11,2,8,4,1,64,1,0.643586,0.876455
7644,34,18,48,0,5,13,4,2,8,1,64,1,1.418968,0.841588
7647,31,41,24,6,9,10,4,4,4,1,64,1,0.867381,1.247817
7648,32,25,17,4,7,10,8,4,2,1,64,1,0.367690,0.396877
7649,16,16,31,0,6,0,4,4,4,1,64,1,0.679845,0.601375
7650,47,21,25,3,4,5,8,2,4,1,64,1,0.394618,0.906931
7652,26,60,60,0,4,11,2,8,4,1,64,1,4.038510,3.451714
7656,63,17,23,3,4,10,8,2,4,1,64,1,0.389301,0.886788
7657,38,24,63,3,7,1,4,2,8,1,64,1,0.818169,1.920027
7658,56,17,34,0,1,0,8,2,4,1,64,1,1.531902,1.198996
7659,21,58,33,3,6,7,2,8,4,1,64,1,0.558780,7.060938
7664,24,17,59,2,2,6,4,2,8,1,64,1,0.864365,0.804977
7670,54,16,39,0,6,9,8,2,4,1,64,1,1.604639,1.657008
7673,24,16,32,1,6,4,4,4,4,1,64,1,0.424893,0.525559
7675,53,36,55,0,2,1,4,4,4,1,64,1,7.124055,23.053000
7676,22,62,25,4,7,7,2,8,4,1,64,1,0.665403,0.873661
7677,52,59,16,3,6,3,4,8,2,1,64,1,0.607722,8.444092
7682,51,28,57,5,0,0,4,4,4,1,64,1,1.625661,2.501633
7686,42,34,21,3,3,6,8,4,2,1,64,1,0.470199,1.132423
7687,16,16,17,5,9,2,4,4,4,1,64,1,0.166089,0.276308
7691,25,19,56,2,8,13,4,2,8,1,64,1,0.822791,1.066804
7704,40,25,18,3,2,6,8,4,2,1,64,1,0.330701,3.416539
7706,29,27,61,2,7,4,4,2,8,1,64,1,1.374459,1.344054
7707,39,18,17,6,2,7,8,4,2,1,64,1,0.381818,0.743701
7711,16,40,22,0,7,0,2,8,4,1,64,1,0.820538,0.500581
7713,31,18,28,4,1,8,4,4,4,1,64,1,0.402086,0.644448
7715,27,27,26,3,0,10,4,4,4,1,64,1,0.356851,0.559982
7717,26,34,17,5,7,11,4,8,2,1,64,1,0.395782,0.460526
7719,59,24,27,2,2,2,8,2,4,1,64,1,1.065828,1.482895
7722,35,47,31,0,3,2,4,4,4,1,64,1,2.425052,2.322901
7723,31,38,41,1,2,9,4,4,4,1,64,1,1.709478,2.110338
7727,35,16,35,0,6,11,8,2,4,1,64,1,1.011227,1.065100
7728,28,59,28,6,9,11,4,8,2,1,64,1,0.855475,1.413762
7731,62,61,16,4,7,8,8,4,2,1,64,1,1.049864,1.434875
7733,31,44,55,0,4,0,4,4,4,1,64,1,3.989322,3.015906
7736,56,48,34,3,0,0,4,4,4,1,64,1,1.083467,3.574128
7741,59,41,22,5,3,5,8,4,2,1,64,1,1.046828,1.825574
7742,29,22,24,2,7,7,4,4,4,1,64,1,1.123759,0.656910
7743,24,25,44,5,2,1,4,4,4,1,64,1,0.665748,1.190271
7748,46,20,28,5,4,2,8,2,4,1,64,1,0.452649,0.829990
7751,64,21,49,4,8,3,8,2,4,1,64,1,0.909698,2.508525
7754,49,19,16,6,1,13,8,4,2,1,64,1,0.338441,0.540141
7761,44,20,47,0,0,13,8,2,4,1,64,1,1.938339,1.024278
7764,31,60,30,6,0,4,4,8,2,1,64,1,0.895774,1.573430
7768,36,24,31,3,1,6,4,4,4,1,64,1,0.473246,3.456682
7775,30,16,32,0,1,11,4,4,4,1,64,1,1.094319,1.070717
7785,48,48,26,0,7,6,4,4,4,1,64,1,4.399785,2.319176
7790,25,43,27,0,0,3,4,4,4,1,64,1,1.487637,0.918966
7794,22,22,29,3,9,10,4,4,4,1,64,1,0.306691,0.476036
7796,23,25,37,2,8,3,4,4,4,1,64,1,0.810881,1.175713
7798,34,34,38,6,5,13,4,4,4,1,64,1,0.940933,1.486436
7800,32,60,44,1,4,11,4,4,4,1,64,1,2.272530,3.069004
7801,45,41,26,4,6,1,4,4,4,1,64,1,0.755864,3.419313
7807,39,39,19,5,2,7,8,4,2,1,64,1,0.649653,2.182242
7813,27,37,44,3,4,0,4,4,4,1,64,1,0.575488,2.367394
7817,22,31,39,2,2,7,4,4,4,1,64,1,1.391756,1.293073
7820,45,36,47,6,4,2,4,4,4,1,64,1,1.217897,3.457623
7827,33,48,29,3,4,7,4,4,4,1,64,1,0.713146,1.990957
7829,40,57,62,4,3,3,4,4,4,1,64,1,1.905966,6.451054
7830,18,20,28,0,5,6,4,4,4,1,64,1,1.268724,0.824060
7833,21,19,27,5,5,12,4,4,4,1,64,1,0.333703,0.670060
7850,22,24,27,6,5,10,4,4,4,1,64,1,0.572987,0.649507
7859,51,57,45,5,5,4,4,4,4,1,64,1,2.138063,4.580228
7862,22,23,20,1,2,11,4,4,4,1,64,1,0.566609,0.602794
7865,51,29,34,2,3,0,4,4,4,1,64,1,1.812799,1.886681
7867,46,16,18,6,7,10,8,2,4,1,64,1,0.429763,0.415180
7870,45,35,28,6,7,12,4,4,4,1,64,1,1.056448,1.706831
7871,44,32,43,6,8,11,4,4,4,1,64,1,1.298409,3.045418
7873,31,37,31,0,8,6,4,4,4,1,64,1,2.773519,2.010418
7881,61,45,25,3,3,12,8,4,2,1,64,1,0.817926,2.846884
7887,22,19,22,1,0,12,4,4,4,1,64,1,0.558018,0.399904
7888,37,33,24,3,5,10,4,4,4,1,64,1,0.488816,3.754990
7896,23,19,20,3,0,3,4,4,4,1,64,1,0.196062,0.373743
7897,29,43,35,6,1,12,4,4,4,1,64,1,0.896112,2.064971
7899,21,17,54,2,2,12,4,2,8,1,64,1,0.644372,0.613213
7903,38,34,60,5,0,7,4,4,4,1,64,1,1.742356,2.388694
7908,32,30,47,4,0,13,4,4,4,1,64,1,0.708434,1.457619
7910,24,18,26,0,5,3,4,4,4,1,64,1,0.711253,1.011831
7912,19,41,56,5,6,3,2,4,8,1,64,1,0.691460,1.525045
7914,22,28,58,6,1,1,2,4,8,1,64,1,0.655163,0.742767
7922,16,31,17,3,3,9,4,4,4,1,64,1,0.237947,0.388812
7924,27,58,31,1,4,12,2,8,4,1,64,1,1.226292,1.657883
7933,37,37,50,2,8,0,4,4,4,1,64,1,2.345939,2.950911
7950,46,17,21,3,9,0,8,2,4,1,64,1,0.264411,0.527803
7955,25,60,36,2,9,11,2,8,4,1,64,1,1.496464,1.467200
7956,32,63,51,4,9,1,4,4,4,1,64,1,1.514307,3.576164
7957,37,16,43,4,4,12,4,2,8,1,64,1,0.420340,0.840786
7959,40,38,39,2,6,9,4,4,4,1,64,1,2.105046,2.693677
7961,43,43,45,4,0,1,4,4,4,1,64,1,1.188156,2.742577
7963,29,59,34,6,4,1,4,4,4,1,64,1,1.418596,2.480370
7965,26,50,30,5,0,11,4,4,4,1,64,1,0.904984,1.072553
7966,27,45,63,2,7,1,2,4,8,1,64,1,2.491912,2.164576
7968,25,31,35,0,0,3,4,4,4,1,64,1,1.405272,0.872314
7975,44,33,44,0,3,3,4,4,4,1,64,1,2.977134,2.910473
7979,20,18,21,1,0,4,4,4,4,1,64,1,0.346285,0.342008
7987,38,19,18,2,5,1,8,4,2,1,64,1,0.602947,0.550484
7991,19,23,29,6,5,2,4,4,4,1,64,1,0.300016,0.600065
7992,42,41,46,1,3,4,4,4,4,1,64,1,1.799949,3.093844
7996,21,24,27,1,3,3,4,4,4,1,64,1,0.536390,0.607857
7997,53,35,17,1,8,3,8,4,2,1,64,1,0.787785,1.368143
7998,18,30,53,3,5,2,2,4,8,1,64,1,0.378850,3.618359
7999,16,24,54,2,7,3,2,4,8,1,64,1,0.706802,0.557709
8000,20,17,28,4,6,9,4,4,4,1,64,1,0.308970,0.487688
8003,28,50,38,6,7,6,4,4,4,1,64,1,1.371503,1.630021
8004,39,22,23,4,3,4,4,4,4,1,64,1,0.374853,0.870887
8011,24,19,42,0,2,4,4,2,8,1,64,1,0.918889,0.881595
8013,34,41,43,3,7,1,4,4,4,1,64,1,0.887640,2.644478
8014,21,48,16,3,9,0,4,8,2,1,64,1,0.262422,0.510937
8015,28,49,47,5,5,9,4,4,4,1,64,1,1.285512,2.134673
8025,18,39,29,6,0,1,4,4,4,1,64,1,0.469608,0.724732
8026,23,54,55,1,9,12,2,8,4,1,64,1,1.579968,1.897795
8027,17,24,52,2,9,2,2,4,8,1,64,1,0.648400,0.603710
8030,51,44,41,2,9,10,4,4,4,1,64,1,3.439859,2.893657
8034,25,22,30,1,4,5,4,4,4,1,64,1,1.007761,0.720881
8039,21,17,40,3,8,9,4,2,8,1,64,1,0.258470,0.651098
8042,26,32,33,4,9,13,4,4,4,1,64,1,0.488778,0.929289
8046,58,18,45,4,4,2,8,2,4,1,64,1,0.700513,1.528274
8047,34,36,48,4,0,11,4,4,4,1,64,1,0.896265,1.779062
8051,16,21,19,4,1,12,4,4,4,1,64,1,0.194756,0.512175
8052,38,16,18,0,8,8,8,2,4,1,64,1,0.687960,0.576442
8055,48,18,57,1,4,2,4,2,8,1,64,1,0.990247,1.621724
8058,34,16,44,6,6,6,4,2,8,1,64,1,0.545181,0.776519
8061,23,30,22,0,3,5,4,4,4,1,64,1,1.610219,0.710899
8064,28,55,49,4,6,13,4,4,4,1,64,1,1.103210,4.885789
8065,35,51,16,4,3,7,4,8,2,1,64,1,0.507966,0.926535
8069,21,64,47,6,6,1,2,8,4,1,64,1,1.099096,2.298759
8072,59,40,45,4,9,2,4,4,4,1,64,1,1.477003,3.697770
8082,52,52,29,3,9,1,4,4,4,1,64,1,0.976233,3.099199
8084,61,42,29,6,6,11,8,4,2,1,64,1,1.219142,4.940664
8086,38,20,41,1,0,3,4,4,4,1,64,1,0.850381,0.954236
8091,20,23,16,3,1,10,4,4,4,1,64,1,0.223295,1.277510
8097,26,17,18,4,1,5,4,4,4,1,64,1,0.277706,0.348253
8098,46,32,22,0,1,8,8,4,2,1,64,1,1.641580,4.929851
8099,39,19,27,4,6,11,8,2,4,1,64,1,0.346262,1.233656
8100,60,43,24,3,0,3,8,4,2,1,64,1,0.723703,1.897817
8106,23,21,36,5,1,11,4,4,4,1,64,1,0.421714,0.794173
8108,16,24,26,3,0,12,4,4,4,1,64,1,0.260713,0.488802
8110,34,22,64,6,3,8,4,2,8,1,64,1,0.834159,1.446914
8122,31,32,17,5,1,1,4,8,2,1,64,1,0.378419,0.629369
8127,42,28,17,6,1,7,8,4,2,1,64,1,0.509980,0.768337
8130,56,53,46,1,9,1,4,4,4,1,64,1,5.231021,4.092253
8133,16,26,49,5,1,9,2,4,8,1,64,1,0.442808,0.415179
8136,40,23,33,5,8,9,4,4,4,1,64,1,0.743139,1.662791
8140,31,29,58,1,7,2,4,4,4,1,64,1,1.474900,1.915160
8152,58,25,17,1,3,3,8,4,2,1,64,1,0.648943,0.839311
8158,20,50,30,2,6,6,2,8,4,1,64,1,1.054148,1.147344
8160,19,29,33,2,1,12,4,4,4,1,64,1,0.876409,0.712538
8161,21,20,51,1,0,7,4,2,8,1,64,1,0.779255,0.616505
8164,23,20,36,0,0,0,4,4,4,1,64,1,1.120588,0.567604
8175,20,17,20,2,8,2,4,4,4,1,64,1,0.409635,0.507675
8182,36,17,43,2,8,8,4,2,8,1,64,1,0.846384,1.054789
8184,18,32,25,3,4,5,4,4,4,1,64,1,0.311086,0.596740
8186,32,63,16,4,1,13,4,8,2,1,64,1,0.537821,1.409191
1,35,57,17,3,8,13,4,8,2,1,64,1,0.452996,1.559035
9,50,39,35,5,5,10,4,4,4,1,64,1,1.633583,3.050964
12,24,22,63,6,1,5,4,2,8,1,64,1,0.690105,0.756606
15,17,18,39,2,0,1,2,4,8,1,64,1,0.547782,0.363911
16,24,41,29,6,1,0,4,4,4,1,64,1,0.640902,0.902048
17,27,40,55,3,0,7,4,4,4,1,64,1,0.858383,1.664285
24,53,16,31,2,5,2,8,2,4,1,64,1,0.856959,0.825269
28,28,26,16,0,7,12,4,4,4,1,64,1,0.979390,0.625850
30,18,35,63,6,8,2,2,4,8,1,64,1,0.696476,1.808771
32,61,31,37,6,3,8,8,2,4,1,64,1,1.377291,2.916628
39,23,32,43,0,3,4,4,4,4,1,64,1,1.771301,1.648474
40,55,16,31,1,5,1,8,2,4,1,64,1,0.910334,0.792115
44,19,44,51,4,2,5,2,4,8,1,64,1,0.754646,1.601975
47,16,47,45,6,6,1,2,8,4,1,64,1,0.682037,1.272785
49,42,54,23,3,2,8,4,8,2,1,64,1,0.689014,9.933519
50,53,18,26,6,4,2,8,2,4,1,64,1,0.480109,1.011211
51,24,44,47,2,5,10,4,4,4,1,64,1,2.213879,1.648479
64,48,26,45,0,8,11,4,4,4,1,64,1,3.104999,2.755077
78,59,47,18,6,7,9,8,4,2,1,64,1,1.008351,1.419683
80,47,18,58,3,5,3,4,2,8,1,64,1,0.591583,6.013648
83,17,46,17,4,3,6,4,8,2,1,64,1,0.327265,0.441608
84,34,33,24,2,2,2,4,4,4,1,64,1,0.945164,1.438184
86,18,51,34,1,6,9,2,8,4,1,64,1,0.845006,1.181262
89,17,34,59,5,8,4,2,4,8,1,64,1,0.566205,1.445202
96,20,31,57,2,1,6,2,4,8,1,64,1,1.174781,0.757598
99,16,50,57,1,5,6,2,4,8,1,64,1,1.148993,0.890400
100,22,20,27,0,3,12,4,4,4,1,64,1,0.923995,0.592417
107,44,31,37,5,1,3,4,4,4,1,64,1,0.902850,1.694373
111,33,43,23,4,9,9,4,4,4,1,64,1,0.587849,1.178234
112,54,17,33,2,3,7,8,2,4,1,64,1,1.034331,1.111790
113,45,22,51,4,0,5,4,2,8,1,64,1,0.796482,1.220644
117,62,54,33,3,7,12,4,4,4,1,64,1,1.524572,4.968617
126,35,38,30,4,3,4,4,4,4,1,64,1,0.635319,1.687296
135,22,40,17,5,5,3,4,8,2,1,64,1,0.338832,0.543450
137,27,17,31,0,1,3,4,4,4,1,64,1,0.841451,1.130938
142,28,44,40,4,8,11,4,4,4,1,64,1,0.766275,2.383935
143,23,19,29,6,8,11,4,4,4,1,64,1,0.339557,0.867890
145,36,44,45,4,8,7,4,4,4,1,64,1,1.181839,3.093801
149,44,48,26,5,3,13,4,4,4,1,64,1,1.073878,2.047348
150,25,27,49,0,0,4,4,4,4,1,64,1,1.659104,1.087781
