nxP,nyQ,nzR,coarsen_type,relax_type,interp_type,P,Q,R,nthreads,ppn_count,nnodes,wall_time2,wall_time
1229,81,67,43,6,2,10,4,4,4,1,64,1,5.667365,15.136324
1430,111,86,46,0,0,2,8,4,2,2,64,1,17.833166,12.383742
6855,111,64,68,4,3,8,4,2,4,2,32,1,4.443324,11.449223
2731,21,100,22,5,1,8,1,4,1,16,4,1,0.320740,0.120689
3106,96,84,66,3,4,3,2,2,1,16,4,1,0.719081,2.411750
16530,76,80,112,3,0,13,2,2,2,8,8,1,1.379415,3.308321
38619,98,120,48,1,7,8,1,2,1,64,2,1,4.108453,0.640573
6660,38,66,62,2,8,11,2,2,2,8,8,1,2.060414,0.847867
7089,18,26,29,3,0,6,2,2,2,8,8,1,0.085624,0.089422
34427,26,125,40,2,7,5,1,2,1,32,2,1,1.293810,0.183206
5179,17,52,17,2,9,9,2,8,2,4,32,1,0.477428,0.231244
39790,22,19,21,3,1,5,2,1,1,64,2,1,0.095054,0.046374
17981,112,24,35,5,1,10,4,1,2,8,8,1,0.714277,0.375180
5818,35,18,18,0,8,1,4,4,2,4,32,1,0.689803,0.361273
5817,73,20,23,4,2,5,8,2,2,4,32,1,0.421605,0.672089
2197,62,20,120,4,4,11,4,2,8,2,64,1,1.766098,5.139436
2668,37,35,19,2,1,4,4,4,2,4,32,1,0.692814,0.533428
5232,28,40,43,0,7,7,2,4,4,4,32,1,2.232156,0.773877
21820,60,61,104,5,2,0,2,2,2,16,8,1,3.357031,2.346027
3419,39,104,105,6,5,3,1,1,2,32,2,1,2.467120,0.459223
38858,21,25,24,6,6,5,1,2,1,64,2,1,0.196069,0.067103
10133,107,126,29,2,6,8,4,4,1,4,16,1,4.962830,6.595485
32989,28,89,19,3,4,11,1,2,1,32,2,1,0.104209,0.113999
39975,42,36,19,4,5,7,2,1,1,64,2,1,0.277606,0.076777
14405,56,20,89,6,2,10,1,1,1,64,1,1,0.592100,0.090678
13122,109,60,37,4,1,8,4,2,2,8,16,1,2.103841,2.079988
7517,57,79,54,6,7,7,2,2,2,16,8,1,2.481288,1.122593
3502,20,122,60,5,1,5,1,8,4,2,32,1,1.413378,1.564177
1947,116,18,66,2,1,11,4,1,2,16,8,1,1.990144,0.490687
15668,51,45,17,3,5,0,4,2,1,8,8,1,0.127573,0.223474
16518,67,78,54,6,6,5,2,2,2,8,8,1,2.117643,2.193780
40259,43,27,55,1,7,3,1,1,2,64,2,1,0.619809,0.169702
3135,121,28,57,5,4,13,8,1,2,4,16,1,1.582202,2.134929
2868,101,122,66,5,6,11,2,2,1,16,4,1,5.209128,2.545783
21197,27,26,114,0,2,8,1,1,8,16,8,1,2.254624,0.424211
22249,32,80,46,3,6,12,1,4,2,16,8,1,0.350213,0.966288
3260,36,57,40,3,3,6,2,4,2,4,16,1,0.349243,1.055728
26967,51,42,65,5,7,4,2,1,2,16,4,1,0.947205,0.341483
3621,18,82,19,3,3,0,1,8,2,4,16,1,0.130246,0.287583
22093,36,46,17,0,1,7,2,4,1,16,8,1,1.028429,0.175929
21200,85,123,29,2,8,10,2,4,1,16,8,1,4.043472,1.251308
5096,22,18,28,0,2,11,4,2,4,4,32,1,0.642813,0.333594
3081,106,50,87,2,4,10,4,2,4,2,32,1,8.504706,11.400822
42270,52,73,22,0,1,4,1,2,1,64,2,1,2.228219,0.142314
10683,30,82,68,0,4,7,1,4,4,4,16,1,4.993778,2.060218
3752,22,112,32,4,6,6,2,8,2,2,32,1,0.787240,2.321634
10842,27,29,114,6,8,0,1,2,8,8,16,1,0.892375,0.738108
34264,18,29,42,5,5,1,1,1,2,32,2,1,0.177202,0.049360
1755,55,96,48,4,7,1,1,2,1,32,2,1,1.226435,0.304113
1737,17,47,45,2,5,3,1,2,1,32,2,1,0.382871,0.070672
7665,50,113,16,0,2,0,4,8,2,1,64,1,3.813764,18.162788
30850,62,32,54,1,1,5,2,1,2,32,4,1,0.971820,0.219820
29355,18,17,80,2,2,8,1,1,4,32,4,1,0.398955,0.090302
34124,45,56,46,5,5,2,1,2,1,32,2,1,0.715482,0.144962
34320,19,23,17,3,5,10,1,2,1,32,2,1,0.051709,0.031053
9547,82,104,121,0,3,8,2,2,4,4,16,1,32.004569,14.377600
14496,28,96,16,5,4,3,2,4,1,8,8,1,0.337260,0.290600
40901,22,41,102,0,0,1,1,1,2,64,2,1,2.374202,0.137481
10730,27,89,17,5,6,6,2,8,1,8,16,1,0.554631,0.411576
20635,124,57,89,4,0,10,4,1,2,16,8,1,4.136491,1.684156
44631,118,35,78,3,0,10,1,1,1,64,1,1,0.357957,0.149794
27775,25,104,62,1,0,8,1,2,2,32,4,1,1.285716,0.247155
16228,77,93,33,2,6,10,2,4,1,8,8,1,2.829617,1.583442
8541,34,27,42,4,8,4,2,2,4,4,16,1,0.300190,0.450595
3025,23,78,46,4,3,2,2,4,4,2,32,1,0.748504,1.720398
3806,44,26,64,5,8,5,4,2,4,4,32,1,0.922718,1.064262
12948,20,89,60,1,9,4,1,2,1,64,2,1,0.809863,0.159945
19224,52,21,92,6,9,2,2,1,4,16,8,1,0.917162,0.363702
15592,23,19,84,5,8,8,2,1,4,8,8,1,0.295592,0.207696
12530,40,47,65,4,2,9,2,2,4,8,16,1,1.061230,1.393204
5512,91,127,22,5,5,13,4,4,1,4,16,1,2.036190,3.129202
4580,33,47,85,0,8,0,2,4,4,4,32,1,4.877846,2.168091
756,19,28,106,2,4,0,2,2,8,4,32,1,1.172452,0.925559
3418,23,67,61,0,0,8,2,4,4,2,32,1,3.260859,1.216762
306,86,105,118,6,3,12,4,4,4,1,64,1,20.956200,81.073105
3223,22,51,88,1,8,2,1,2,4,16,8,1,0.987411,0.487077
4963,36,34,109,2,8,1,2,2,4,8,16,1,2.550392,1.226037
5847,27,24,17,6,8,8,4,2,2,8,16,1,0.285015,0.298685
27181,69,74,61,4,1,8,2,2,1,16,4,1,1.592487,0.666211
12723,35,70,118,5,1,10,1,1,2,64,2,1,1.946752,0.299029
1032,85,17,85,4,6,2,8,1,8,1,64,1,1.571924,3.030383
11539,30,97,18,2,5,10,2,8,1,8,16,1,1.037988,0.379548
3787,20,88,16,4,7,9,1,8,1,8,8,1,0.208558,0.101510
24275,125,114,44,5,4,1,2,2,1,16,4,1,4.140287,1.863031
2972,45,20,74,1,6,0,1,1,2,32,2,1,0.445584,0.123497
9063,32,81,35,0,1,6,2,4,2,4,16,1,2.915586,2.370215
41231,29,16,39,1,5,7,1,1,2,64,2,1,0.271608,0.068513
85,123,46,67,2,5,13,8,2,4,1,64,1,9.085324,10.697333
2984,60,63,103,3,5,10,2,4,4,4,32,1,2.022042,24.177433
39877,27,66,39,3,8,11,1,2,1,64,2,1,0.187661,0.149576
47453,57,97,26,4,8,5,1,1,1,64,1,1,0.637382,0.106054
29756,27,42,18,4,2,8,2,2,1,32,4,1,0.229797,0.098048
47349,94,27,21,5,0,9,1,1,1,64,1,1,0.361183,0.045202
4839,29,72,117,4,3,5,2,4,4,4,32,1,2.056246,3.881531
15229,65,90,27,6,6,6,4,8,2,2,64,1,2.547388,8.127223
11456,49,52,57,5,5,13,2,2,4,8,16,1,1.654001,1.331956
2872,93,85,113,2,3,8,2,1,2,16,4,1,9.426635,2.429390
1211,41,44,117,2,7,10,1,1,2,64,2,1,2.379256,0.324363
47410,28,19,42,0,3,6,1,1,1,64,1,1,0.513477,0.049892
4810,63,59,69,2,8,13,2,2,4,8,16,1,4.608590,2.407154
36064,53,17,43,3,9,4,2,1,1,32,2,1,0.090622,0.078880
10477,38,17,18,3,9,11,4,1,1,32,4,1,0.110531,0.068113
6580,61,81,80,6,1,5,2,4,4,4,32,1,4.443991,4.778394
26655,19,23,65,6,7,6,1,1,4,16,4,1,0.237861,0.090993
13568,36,75,61,2,2,6,1,1,1,64,1,1,1.853869,0.164687
40273,49,92,18,0,5,10,1,2,1,64,2,1,2.169513,0.136705
373,19,87,127,1,4,0,1,4,8,2,32,1,2.270056,4.049545
5021,17,87,16,1,6,5,2,8,2,4,32,1,0.565432,0.429528
2367,84,35,51,4,1,1,2,1,2,16,4,1,0.770170,0.325576
24746,29,23,62,3,5,8,1,1,4,16,4,1,0.106666,0.135179
22437,33,43,89,2,9,6,1,2,4,16,8,1,1.878810,0.468730
8777,53,45,125,0,1,5,1,1,4,16,4,1,7.722464,0.788820
12541,61,32,67,3,8,7,1,1,2,64,2,1,0.283834,0.235391
13298,95,80,36,2,5,3,2,1,1,64,2,1,3.007427,0.297296
8508,67,101,34,6,9,10,2,4,2,4,16,1,2.057549,1.737247
5374,64,50,103,4,2,5,4,4,4,2,64,1,4.187838,15.165205
28766,19,46,31,2,0,11,1,2,2,32,4,1,0.479464,0.101663
14774,68,80,104,4,2,4,4,4,4,2,64,1,6.662325,47.893110
13635,73,27,27,2,2,9,1,1,1,64,1,1,0.550058,0.064679
19246,125,42,95,3,7,4,4,1,2,16,8,1,1.398193,2.392719
14352,23,117,37,4,0,3,1,4,2,8,8,1,0.542380,0.316075
3219,80,98,18,3,7,5,4,8,1,4,32,1,0.815497,1.259984
4892,114,36,32,2,6,6,8,4,2,1,64,1,3.555901,6.398220
17724,97,37,36,6,0,4,4,2,1,8,8,1,0.953845,0.420945
5982,68,89,17,4,9,11,2,4,1,8,8,1,0.594258,0.347732
19296,111,65,43,2,9,7,4,2,1,16,8,1,4.299481,1.042312
38200,50,31,118,1,7,13,1,1,2,64,2,1,1.379729,0.286687
14349,31,31,18,5,2,9,2,2,2,8,8,1,0.188305,0.146672
27238,69,95,120,0,7,8,1,2,2,16,4,1,21.528013,1.745781
1878,51,90,73,6,9,9,1,2,1,32,2,1,2.011300,0.343717
16559,92,54,39,3,0,1,4,2,1,8,8,1,0.450234,0.711907
576,16,17,62,1,7,1,1,1,4,32,4,1,0.244951,0.069144
4475,99,36,22,4,7,13,8,2,1,8,16,1,0.812626,0.519844
341,57,68,90,2,2,5,1,2,2,16,4,1,3.732325,0.772695
749,94,35,30,4,5,6,2,1,1,64,2,1,0.653832,0.136625
5319,56,31,33,5,7,11,4,2,2,8,16,1,0.838856,0.588068
1628,62,45,116,5,6,7,4,2,8,2,64,1,5.689449,10.147043
45465,124,53,52,0,3,1,1,1,1,64,1,1,8.308486,0.413888
494,37,18,55,1,0,9,4,2,8,1,64,1,0.961756,0.923837
20307,84,95,120,6,6,3,2,2,2,16,8,1,7.091840,5.874688
4800,59,81,76,1,5,6,2,4,4,4,32,1,5.807374,4.234365
21277,33,24,27,4,8,4,2,2,2,16,8,1,0.279887,0.216019
4802,22,23,24,4,0,11,4,2,4,2,32,1,0.185824,0.213845
3679,78,18,17,0,5,0,8,2,1,8,16,1,0.904159,0.250760
5903,42,44,17,4,5,9,2,4,1,8,8,1,0.231141,0.125770
1830,70,26,126,4,4,0,4,2,8,2,64,1,2.842376,8.506830
13601,18,68,71,1,0,9,1,4,4,8,16,1,1.061650,0.458127
10990,74,74,41,6,7,3,4,2,2,8,16,1,2.531649,1.927230
467,32,16,117,4,7,3,1,1,4,32,4,1,0.430375,0.129833
8560,20,77,30,3,7,7,2,4,2,4,16,1,0.267315,0.385404
21087,25,33,59,4,7,5,1,2,4,16,8,1,0.520200,0.224285
10449,49,20,101,5,7,4,2,1,8,4,16,1,0.835210,0.599214
8318,31,25,40,6,6,2,2,2,2,16,8,1,0.427119,0.256479
2159,104,42,23,3,3,12,8,2,2,4,32,1,0.535082,2.202157
1440,35,35,22,2,3,3,4,4,2,2,32,1,0.623682,0.599416
2831,81,31,93,5,0,10,2,1,2,16,4,1,1.552732,0.393530
26873,20,38,22,6,3,7,1,2,2,16,4,1,0.168148,0.083512
5420,47,33,65,1,0,1,2,2,4,4,16,1,1.323370,0.695311
45290,56,102,19,4,0,9,1,1,1,64,1,1,0.507718,0.065258
8455,83,38,17,5,6,13,4,1,1,16,4,1,0.384468,0.162890
6149,75,58,39,2,6,6,2,2,2,8,8,1,2.299886,1.242272
1581,19,75,107,3,6,12,1,2,4,8,8,1,0.314481,1.885379
32852,21,36,29,1,7,10,1,2,1,32,2,1,0.216978,0.059340
47621,18,29,19,2,0,1,1,1,1,64,1,1,0.111956,0.018482
283,51,120,101,0,8,4,2,8,4,1,64,1,25.633406,37.462901
34470,93,96,26,2,3,8,1,2,1,32,2,1,2.343308,0.511013
195,59,16,62,6,3,3,1,1,1,64,1,1,0.354718,0.072062
30857,47,72,41,2,5,11,2,2,1,32,4,1,1.741294,0.288821
36983,119,49,34,0,3,3,2,1,1,32,2,1,5.112014,0.479618
1588,18,121,28,2,5,11,2,8,2,2,32,1,1.190605,0.882836
4243,55,106,106,1,8,7,2,4,4,4,32,1,8.248249,18.766538
4224,60,107,51,4,9,2,2,4,1,8,8,1,1.768618,1.199759
24105,36,44,17,2,6,7,2,2,1,16,4,1,0.376503,0.104013
10963,56,118,22,1,1,4,1,4,1,32,4,1,1.090607,0.237716
8355,44,34,45,4,0,9,4,2,2,4,16,1,0.514930,0.448208
1698,38,71,54,6,5,11,4,4,4,2,64,1,2.528980,9.533322
1039,25,106,67,4,9,9,1,2,1,64,2,1,1.082656,0.196483
2555,81,40,53,6,1,13,8,2,4,2,64,1,3.013815,4.776929
10640,108,24,26,4,2,3,8,1,2,4,16,1,0.482573,0.678310
3725,75,64,97,5,8,9,2,2,2,16,8,1,3.788044,2.406733
8814,38,121,41,4,3,7,1,4,1,16,4,1,0.935977,0.481878
6503,65,108,57,0,5,7,4,4,2,4,32,1,15.594592,34.159455
5270,105,113,35,0,1,11,4,4,2,4,32,1,14.982781,32.391455
4584,96,60,85,0,9,9,4,2,2,4,16,1,15.365788,3.394572
25469,50,25,46,6,9,5,2,1,2,16,4,1,0.418220,0.162014
5032,21,51,79,6,0,3,1,4,4,8,16,1,0.871386,0.494416
3736,81,48,114,1,0,10,2,2,4,4,16,1,4.620502,2.654610
6811,106,65,120,6,6,12,4,2,4,2,32,1,9.723094,22.539053
4481,19,27,16,0,6,7,4,4,2,4,32,1,0.656849,0.351111
36843,57,32,23,3,8,12,2,1,1,32,2,1,0.096981,0.102073
3537,99,30,25,1,3,2,4,2,1,16,8,1,0.868171,0.488630
43513,35,35,29,3,7,8,1,1,1,64,1,1,0.083150,0.043293
24492,41,24,59,0,4,8,2,1,2,16,4,1,1.548594,0.213011
9321,83,37,31,0,8,9,4,2,2,4,16,1,2.982857,1.162457
42102,31,22,82,6,0,1,1,1,2,64,2,1,0.475925,0.097792
2352,35,33,53,2,9,6,2,1,2,16,4,1,0.724240,0.171438
4498,57,114,73,0,5,2,2,4,2,8,16,1,14.952538,16.304303
4414,114,36,24,3,8,12,8,2,2,4,32,1,0.535221,1.585200
406,20,88,28,3,5,0,2,8,4,1,64,1,0.617585,5.929145
20045,27,30,92,3,8,9,1,2,4,16,8,1,0.254911,0.400765
2886,73,17,86,5,7,6,4,1,8,2,32,1,1.184292,1.086770
11478,34,36,53,6,6,4,1,1,2,32,2,1,0.497809,0.128426
21829,64,19,41,5,7,2,4,1,2,16,8,1,0.609349,0.240486
8011,120,32,46,3,9,13,4,2,2,4,16,1,0.661906,1.635880
4514,31,30,89,3,4,10,2,2,8,4,32,1,0.482787,1.561596
38883,34,68,99,4,3,3,1,1,2,64,2,1,1.139340,0.316868
5167,116,21,28,4,5,8,8,2,2,4,32,1,0.712635,0.875283
31162,31,114,79,0,3,9,1,2,2,32,4,1,7.463022,0.741489
5596,66,102,33,6,6,5,4,4,1,4,16,1,1.904431,4.435304
13699,30,61,59,4,8,3,1,1,1,64,1,1,0.477357,0.093418
43727,48,39,78,1,5,13,1,1,1,64,1,1,0.855743,0.101258
11095,18,80,89,1,1,5,1,4,4,8,16,1,1.431691,0.854511
6324,24,35,45,3,6,7,2,2,2,8,8,1,0.144666,1.315973
3087,57,50,43,4,3,4,2,2,1,16,4,1,0.623393,0.379019
40675,66,125,37,4,0,5,1,2,1,64,2,1,1.589667,0.216724
35820,16,81,52,5,1,6,1,2,1,32,2,1,0.442968,0.097186
5049,40,69,61,6,0,3,2,4,2,8,16,1,1.723088,1.120778
37657,34,113,51,1,3,6,1,2,1,32,2,1,1.245089,0.324166
12293,20,48,22,0,0,5,1,2,1,64,2,1,0.663064,0.065636
1526,49,36,111,0,9,8,2,2,4,8,16,1,6.563117,1.259687
5242,70,48,119,6,5,9,4,2,8,2,64,1,5.732783,12.612311
46201,112,24,42,4,6,3,1,1,1,64,1,1,0.546339,0.099403
13551,71,90,75,6,4,0,2,4,2,8,16,1,4.870532,6.766887
15778,50,36,20,4,9,11,4,2,1,8,8,1,0.251875,0.155431
1119,25,34,17,0,3,11,4,4,2,2,32,1,0.643080,0.388868
18649,20,30,21,3,4,8,2,2,2,16,8,1,0.139868,0.152341
11079,18,110,30,6,4,12,1,8,2,8,16,1,0.682106,0.594800
33649,73,123,62,2,7,0,1,2,1,32,2,1,5.447984,0.643616
4836,52,21,41,1,9,6,4,2,2,8,16,1,0.982380,0.462658
12742,48,57,60,0,7,2,1,1,2,64,2,1,4.498878,0.345960
7920,81,70,76,3,3,12,4,2,2,4,16,1,1.455218,7.995903
2814,58,27,18,0,6,8,4,1,1,32,4,1,0.858943,0.113810
10981,79,94,25,0,3,1,2,2,1,32,4,1,5.075201,0.652952
4257,22,50,114,4,7,2,1,2,4,8,8,1,0.709739,0.388975
5864,69,119,20,5,5,10,4,8,1,4,32,1,1.711404,1.664122
3116,38,20,125,5,1,9,2,2,8,2,32,1,0.984244,1.124461
2602,99,71,114,0,9,2,2,2,2,16,8,1,23.656589,2.601473
7408,40,24,37,6,3,10,2,2,2,16,8,1,0.502467,0.300834
19424,103,17,23,5,8,10,8,1,1,16,8,1,0.485987,0.183281
3153,29,61,75,0,3,8,1,2,4,16,8,1,3.910721,0.822622
13483,63,103,22,2,4,8,1,2,1,64,2,1,1.609639,0.235484
637,122,95,17,6,3,7,8,8,1,1,64,1,2.806313,4.957375
46259,30,31,77,5,3,2,1,1,1,64,1,1,0.428604,0.075898
20954,16,30,21,1,0,13,2,2,2,16,8,1,0.280038,0.111934
1800,121,93,76,6,6,4,4,4,2,2,32,1,9.339561,30.119813
27080,33,31,85,5,7,12,1,1,4,16,4,1,0.588308,0.199150
191,46,46,26,5,1,13,2,2,1,16,4,1,0.386592,0.135729
4546,63,38,21,4,1,10,4,4,2,2,32,1,0.532450,1.272856
35925,84,17,87,6,7,0,1,1,2,32,2,1,0.818288,0.160082
7232,65,58,72,6,4,12,4,2,4,4,32,1,3.475947,6.028592
39610,67,53,16,6,0,6,2,1,1,64,2,1,0.524875,0.092993
776,39,123,35,2,7,11,2,8,2,4,32,1,3.118208,1.830438
3394,62,45,108,3,8,5,1,1,2,64,2,1,0.453797,0.414729
3664,23,115,18,2,5,8,2,8,1,4,16,1,0.649390,0.456988
2011,41,20,124,3,6,3,1,1,4,32,4,1,0.208828,0.319031
26341,50,36,66,1,9,12,2,1,2,16,4,1,0.883622,0.272123
4524,26,39,100,0,6,5,2,2,8,2,32,1,3.472944,2.775699
14052,124,34,20,1,5,0,4,2,1,8,8,1,0.732555,0.292184
10590,53,44,81,2,1,4,2,2,4,4,16,1,2.668952,1.500693
24283,35,32,94,5,9,2,1,1,4,16,4,1,0.650978,0.224128
1180,19,112,28,0,9,10,2,16,2,1,64,1,2.543659,1.361872
46622,49,55,41,6,7,13,1,1,1,64,1,1,0.685017,0.100929
3473,71,45,49,4,9,6,4,2,4,2,32,1,1.496346,2.408356
4380,30,26,86,2,3,5,2,2,8,4,32,1,1.405589,1.096595
12957,56,49,23,0,3,2,2,1,1,64,2,1,1.725406,0.182029
2595,28,56,26,2,3,5,2,2,1,32,4,1,0.701225,0.200128
17173,95,28,20,5,3,11,4,2,1,8,8,1,0.418835,0.304570
1548,44,51,23,5,9,1,2,4,2,8,16,1,0.742124,0.510057
3275,44,70,19,6,2,13,4,4,2,2,32,1,0.671995,1.920151
22220,32,45,68,4,0,12,1,2,4,16,8,1,0.728897,0.314955
7232,22,17,22,3,5,10,2,2,2,16,8,1,0.126801,0.101391
39171,100,121,32,3,5,5,1,2,1,64,2,1,0.555969,0.380615
37032,114,49,61,1,5,9,2,1,1,32,2,1,2.286594,0.327676
47338,22,40,107,4,7,9,1,1,1,64,1,1,0.442131,0.077189
8282,40,27,34,2,0,10,4,2,2,4,16,1,0.702608,0.280493
4957,58,75,60,1,5,1,4,4,4,1,64,1,9.722552,6.813570
4927,111,51,79,2,7,7,8,2,4,1,64,1,13.033097,18.124180
7163,68,35,29,3,9,12,8,4,2,2,64,1,0.680108,1.862705
40241,36,51,21,6,5,9,1,2,1,64,2,1,0.415901,0.100101
3345,63,81,87,2,7,12,2,2,2,16,8,1,6.612071,1.867658
15016,87,33,27,2,0,4,4,2,1,8,8,1,0.964271,0.265737
31835,62,20,18,5,5,8,4,1,1,32,4,1,0.281936,0.086726
863,48,45,65,4,7,6,1,1,2,64,2,1,0.876372,0.234503
26183,19,37,26,3,9,11,1,2,2,16,4,1,0.077383,0.074505
18451,30,38,39,4,0,1,2,2,2,8,8,1,0.289249,0.191972
29981,17,54,68,6,9,9,1,2,2,32,4,1,0.539818,0.153266
1869,85,33,42,1,3,0,1,1,1,64,1,1,0.731503,0.143508
189,22,33,25,3,8,6,1,1,1,64,1,1,0.043233,0.028269
2921,42,126,28,1,4,11,2,8,2,2,32,1,1.942951,3.518982
24189,88,47,28,1,9,10,2,2,1,16,4,1,0.916836,0.257760
28751,49,17,44,3,4,8,2,1,2,32,4,1,0.161959,0.140826
28878,65,36,18,2,0,8,2,2,1,32,4,1,0.688609,0.110533
34879,58,48,54,4,6,9,2,1,1,32,2,1,0.732918,0.217193
24046,31,125,85,0,0,3,1,2,2,16,4,1,8.481069,0.525061
45966,51,61,33,5,5,6,1,1,1,64,1,1,0.634265,0.083794
8087,39,67,43,0,4,6,2,4,2,4,16,1,3.645595,1.761395
3305,85,90,17,5,7,11,4,8,1,2,32,1,1.374428,1.284541
2721,26,103,104,1,1,0,1,2,2,32,4,1,2.016010,0.427920
6520,33,19,99,2,1,8,2,2,8,2,32,1,1.236374,1.093999
4936,100,34,29,2,0,2,8,4,2,1,64,1,2.348438,2.366865
2606,56,63,23,1,6,11,4,8,2,2,64,1,1.871247,3.622768
25998,21,18,39,2,5,4,2,1,2,16,4,1,0.205359,0.061799
1651,64,41,43,0,1,0,2,1,1,64,2,1,3.040562,0.184867
15122,115,81,55,1,5,6,8,4,2,2,64,1,11.546241,25.068466
36124,28,53,101,5,6,3,1,1,2,32,2,1,0.890167,0.229693
5967,17,31,91,1,4,12,2,2,8,4,32,1,0.839118,0.838934
10453,32,109,27,5,2,5,1,4,1,32,4,1,0.736611,0.213238
1898,36,85,95,3,1,10,2,4,8,2,64,1,2.681343,38.148016
3302,39,37,54,3,1,3,2,2,2,16,8,1,0.282437,1.113626
2126,43,20,121,6,9,3,4,2,8,2,64,1,1.436200,2.184051
12853,113,23,30,4,7,0,2,1,1,64,2,1,0.571886,0.137767
9485,51,121,80,1,9,2,2,4,2,4,16,1,4.730877,3.701323
27574,44,37,58,5,5,10,2,1,2,16,4,1,0.644320,0.198786
1249,43,18,127,6,8,9,2,1,8,4,16,1,0.805311,0.887357
601,41,22,68,6,0,11,1,1,1,64,1,1,0.369608,0.046222
21690,94,19,21,1,9,0,8,1,1,16,8,1,0.466361,0.166652
12397,17,17,32,3,7,8,2,2,4,8,16,1,0.182010,0.161135
23014,50,90,71,5,0,10,1,2,2,16,4,1,2.095852,0.534954
7303,21,74,25,2,2,11,2,4,2,4,16,1,0.671348,0.454234
21029,67,25,18,2,9,1,4,2,1,16,8,1,0.680257,0.183676
30372,35,46,40,6,4,6,1,2,2,32,4,1,0.587343,0.242930
8254,26,56,67,5,5,5,1,4,4,4,16,1,0.812150,0.698515
1816,93,83,22,3,5,1,8,4,1,2,32,1,1.047829,12.660082
45863,106,23,33,0,6,11,1,1,1,64,1,1,1.873069,0.093838
16567,118,120,31,4,9,11,2,4,1,8,8,1,2.467044,1.452472
15862,25,66,103,3,7,7,1,2,4,8,8,1,0.477404,0.605309
3533,22,29,124,5,3,5,1,2,8,8,16,1,0.839804,0.813242
221,74,25,40,1,3,2,8,2,4,1,64,1,1.456156,2.514984
3463,38,24,23,2,2,0,2,2,2,16,8,1,0.621034,0.171365
14288,20,95,19,2,5,0,1,1,1,64,1,1,0.342134,0.036609
1348,76,69,21,3,9,3,4,4,1,8,16,1,0.442487,0.715735
46202,80,127,32,1,0,5,1,1,1,64,1,1,1.894347,0.144553
42969,48,17,29,6,3,8,1,1,1,64,1,1,0.166182,0.031708
28974,18,90,90,3,4,1,1,2,2,32,4,1,0.271247,0.357717
14506,58,32,29,5,8,9,4,2,1,8,8,1,0.457938,0.318765
5237,65,84,42,5,0,6,4,4,2,4,32,1,2.737599,2.277939
747,101,83,63,4,5,3,2,2,1,32,4,1,2.731595,0.921896
41071,22,87,50,1,4,3,1,2,1,64,2,1,0.748268,0.206597
4222,21,71,119,6,5,0,1,4,4,4,16,1,1.371930,1.178019
12722,39,42,42,0,1,7,2,4,2,8,16,1,2.717452,1.231154
34898,33,24,40,5,6,7,1,1,2,32,2,1,0.247158,0.077544
12615,116,22,122,5,1,11,4,1,4,8,16,1,2.803097,2.192472
16487,20,37,18,5,2,3,2,4,1,8,8,1,0.139540,0.110584
3111,25,109,57,5,6,11,1,4,4,4,16,1,1.215990,1.531657
6823,17,35,117,2,1,5,2,2,8,4,32,1,1.409999,0.736017
46050,69,122,22,4,9,11,1,1,1,64,1,1,0.839112,0.102664
2750,81,18,21,1,2,11,4,1,1,32,4,1,0.351034,0.115003
5139,94,104,66,0,9,3,4,4,2,4,32,1,21.774510,8.599247
1238,29,16,17,6,7,2,4,4,2,2,32,1,0.177733,0.195216
3562,83,37,51,2,1,2,4,2,2,4,16,1,2.246845,1.567966
7974,59,115,31,5,3,5,2,4,1,16,8,1,1.845464,1.313761
88,39,101,116,4,3,11,2,4,8,1,64,1,6.098712,19.238256
36108,17,71,71,6,0,12,1,2,1,32,2,1,0.526016,0.095990
3991,22,20,16,0,5,3,4,2,2,4,16,1,0.283234,0.162101
34128,41,26,54,3,6,12,1,1,2,32,2,1,0.114053,0.135370
32005,94,26,16,6,6,7,4,1,1,32,4,1,0.422418,0.122617
42719,85,30,33,5,6,1,2,1,1,64,2,1,0.693584,0.151941
3734,78,52,20,3,7,2,4,4,1,4,16,1,0.354801,0.569838
18066,105,124,16,0,1,7,2,4,1,8,8,1,5.549904,0.829658
32869,28,29,16,5,2,5,1,2,1,32,2,1,0.129567,0.043118
7210,49,45,74,5,6,10,4,4,4,2,64,1,3.711749,6.557414
2390,93,21,20,2,0,1,8,2,2,2,32,1,0.803727,0.443060
15976,34,31,22,6,9,9,2,2,2,8,8,1,0.234630,0.156057
3141,32,107,60,2,7,3,1,4,2,16,8,1,2.889811,0.775747
5794,25,29,87,3,6,7,2,2,8,4,32,1,0.415497,5.153581
11287,82,33,31,3,7,13,4,2,2,8,16,1,0.473706,0.918245
34764,89,124,24,4,9,7,1,2,1,32,2,1,1.284377,0.260180
1992,82,112,45,2,4,7,4,8,2,2,64,1,10.111070,15.516812
14020,71,35,43,3,0,4,4,2,2,8,16,1,0.459965,0.888730
3220,31,48,28,6,1,6,4,4,2,2,32,1,0.599906,1.048832
7663,79,60,54,1,2,6,2,2,2,16,8,1,2.918290,1.434409
9995,30,39,42,5,4,4,2,2,4,4,16,1,0.457291,0.627659
10595,85,28,69,3,8,11,2,1,2,32,4,1,0.322614,0.401799
45702,70,38,47,2,5,13,1,1,1,64,1,1,1.198341,0.096994
8014,54,23,82,3,3,10,2,1,4,16,8,1,0.344191,0.664900
3148,18,39,62,2,6,7,1,2,4,16,8,1,0.855303,0.230271
1040,123,103,26,5,8,3,2,1,1,64,2,1,2.320626,0.394543
