nxP,nyQ,nzR,coarsen_type,relax_type,interp_type,P,Q,R,nthreads,ppn_count,nnodes,wall_time2,wall_time
38736,117,51,22,5,4,2,2,1,1,64,2,1,1.011952,0.236795
21895,44,24,28,6,6,7,2,2,2,16,8,1,0.461752,0.212147
1514,35,16,19,3,4,6,2,1,1,64,2,1,0.096607,0.052259
986,80,69,25,6,0,11,2,1,1,32,2,1,0.890175,0.144956
36896,89,28,35,4,6,12,2,1,1,32,2,1,0.445482,0.146747
35389,34,16,83,3,7,9,1,1,2,32,2,1,0.125738,0.088901
5295,87,39,33,4,3,4,8,4,2,2,64,1,1.372173,4.492610
6141,92,23,16,4,2,6,8,2,2,4,32,1,0.440233,0.620457
9817,35,109,52,6,0,2,1,4,1,32,4,1,1.377563,0.259259
24034,78,86,18,4,2,12,2,2,1,16,4,1,0.616453,0.274178
3326,23,126,18,0,2,9,1,8,1,16,8,1,1.548078,0.248554
33011,103,122,43,2,0,12,1,2,1,32,2,1,5.312356,0.438309
18682,33,34,18,2,0,0,2,2,2,16,8,1,0.621790,0.152400
12970,33,18,38,3,2,8,1,1,2,64,2,1,0.132732,0.071268
6282,74,30,21,4,8,1,8,2,2,4,32,1,0.516654,0.700157
16095,60,16,38,2,1,3,4,1,2,8,8,1,0.494621,0.152734
1088,53,61,29,0,5,2,1,2,1,32,2,1,2.353552,0.173402
14009,23,21,28,1,6,3,1,1,1,64,1,1,0.101668,0.022840
14612,29,35,19,1,9,7,1,1,1,64,1,1,0.142283,0.028484
7065,26,21,22,0,6,5,2,2,2,8,8,1,0.412301,0.134697
24029,56,78,23,3,9,3,2,2,1,16,4,1,0.174675,0.218932
923,106,27,17,0,5,2,2,1,1,32,2,1,1.174689,0.091314
12787,38,114,68,4,3,0,2,4,2,8,16,1,2.224998,3.952613
8320,24,103,25,4,7,5,1,8,2,4,16,1,0.478699,0.397124
31740,57,23,77,6,9,3,2,1,2,32,4,1,0.777383,0.228909
19672,109,80,44,0,5,2,4,2,1,16,8,1,11.192951,2.398752
8083,29,35,82,4,2,5,2,2,4,4,16,1,0.586020,0.798504
38791,40,17,38,4,6,12,2,1,1,64,2,1,0.261335,0.079016
6101,52,91,122,0,6,5,2,4,4,4,32,1,20.894833,20.775618
11818,60,22,16,1,4,3,2,1,1,32,2,1,0.185656,0.056119
2750,83,85,39,6,4,6,2,4,1,16,8,1,2.538557,1.803752
7957,83,34,42,3,7,0,4,2,2,4,16,1,0.515815,1.167371
8101,111,26,40,0,1,0,8,1,2,4,16,1,3.312720,1.354536
12881,18,25,36,2,2,6,1,1,2,64,2,1,0.310690,0.069241
5002,84,57,20,4,8,11,8,4,1,4,32,1,0.860000,1.091114
8067,86,20,16,2,4,0,16,2,2,1,64,1,0.757335,0.853300
20636,16,32,19,1,6,8,2,2,2,16,8,1,0.291753,0.127019
4613,78,25,26,5,2,6,4,2,2,8,16,1,0.728674,0.686484
10604,48,18,75,5,8,7,4,1,4,4,16,1,0.554816,0.602207
29279,31,100,18,5,7,4,1,4,1,32,4,1,0.522881,0.131506
7889,55,127,30,2,0,8,2,4,1,16,8,1,2.894825,0.573001
22121,120,19,73,1,3,0,4,1,2,16,8,1,1.633930,0.998571
45405,113,35,20,5,5,1,1,1,1,64,1,1,0.503349,0.071126
3250,87,18,55,6,7,6,8,1,4,4,32,1,1.037641,0.816876
2612,65,36,20,2,9,3,4,4,2,2,32,1,0.968638,0.696963
26342,70,28,29,5,7,4,4,1,1,16,4,1,0.428680,0.139142
3670,59,16,27,0,2,8,1,1,1,64,1,1,0.572639,0.038339
14655,17,34,67,5,0,8,1,1,1,64,1,1,0.243500,0.030697
32480,88,21,61,6,2,9,2,1,2,32,4,1,0.901283,0.280528
4070,93,97,81,2,1,13,2,2,2,8,8,1,8.799089,3.964616
18771,96,69,33,4,5,5,4,2,1,16,8,1,1.589914,0.760842
46325,116,97,32,1,8,13,1,1,1,64,1,1,2.167362,0.242601
30391,65,32,47,0,1,7,2,1,2,32,4,1,2.791091,0.235685
16375,91,55,51,2,1,0,2,2,2,8,8,1,3.292572,1.263591
34139,54,59,80,1,1,0,1,1,2,32,2,1,1.598924,0.278471
37977,31,47,103,4,4,12,1,1,2,64,2,1,0.802936,0.232469
17646,38,18,51,1,7,3,2,1,4,8,8,1,0.350694,0.161620
12406,17,46,58,3,2,11,1,1,2,64,2,1,0.165125,0.111247
5518,24,124,51,4,0,5,1,8,2,8,16,1,1.163556,0.754188
13961,62,24,34,1,8,11,4,2,2,8,16,1,0.905259,0.607785
30288,67,18,64,0,3,8,2,1,2,32,4,1,2.133297,0.240163
1680,22,50,33,6,3,5,2,8,4,2,64,1,0.813651,1.261072
3861,23,18,16,1,2,1,4,4,2,2,32,1,0.239875,0.233502
1797,47,62,22,4,2,7,1,2,1,32,2,1,0.340684,0.101452
4255,58,65,19,0,6,6,4,4,2,4,32,1,2.857615,3.455673
7765,30,108,46,0,0,9,1,4,2,16,8,1,4.360438,0.475963
42064,117,91,23,6,6,3,2,1,1,64,2,1,1.809005,0.295098
221,120,63,69,1,5,12,2,1,2,16,4,1,3.896942,0.976455
13385,49,36,77,3,2,3,2,2,4,8,16,1,0.534223,7.440731
37047,72,120,28,2,2,7,1,2,1,32,2,1,2.463343,0.333412
2399,60,76,115,5,8,4,4,4,4,2,64,1,7.113893,30.968019
7472,32,97,61,6,0,3,1,4,2,16,8,1,1.616770,0.590466
1729,78,30,95,3,0,8,2,1,4,8,8,1,0.507046,0.693442
26434,73,82,78,0,7,7,1,2,2,16,4,1,13.074192,1.127149
6149,42,63,31,6,1,3,4,4,2,4,32,1,0.960836,1.772179
46034,78,27,29,4,5,7,1,1,1,64,1,1,0.328423,0.052094
13241,103,114,65,2,4,8,2,4,2,8,16,1,11.304485,9.623661
4127,20,83,77,5,5,6,2,4,4,2,32,1,1.442547,1.690698
4452,112,18,36,0,4,1,8,1,2,4,16,1,2.078110,0.775268
6163,17,34,58,4,6,13,2,4,4,4,32,1,0.410826,0.595397
5042,102,75,81,0,6,12,4,2,4,4,32,1,23.059676,62.641791
43707,50,24,27,4,3,0,1,1,1,64,1,1,0.180793,0.040911
118,113,31,81,0,1,12,2,1,2,16,4,1,7.585397,0.696279
5950,33,23,63,3,9,9,4,2,4,4,32,1,0.360928,0.562269
3344,85,34,123,5,0,1,2,1,4,16,8,1,2.898218,1.027515
4681,23,35,53,5,6,3,2,4,8,1,64,1,0.803742,1.784314
4961,86,88,28,2,1,4,4,8,2,1,64,1,4.871217,6.159377
3683,55,31,102,5,3,11,4,2,4,2,32,1,1.890815,4.463222
7811,34,41,26,6,4,5,2,4,2,4,16,1,0.396154,0.472691
1734,107,78,61,3,5,13,2,2,2,8,8,1,1.073444,10.397231
2102,26,127,24,5,5,1,1,4,1,32,4,1,0.631173,0.175197
41568,63,54,84,3,1,10,1,1,2,64,2,1,0.475280,0.332465
20963,125,62,39,1,2,4,4,2,1,16,8,1,2.862799,1.472349
46763,19,37,56,1,7,1,1,1,1,64,1,1,0.264624,0.045220
330,91,18,102,0,2,0,4,1,8,2,32,1,5.122365,2.800112
2810,52,110,57,5,1,5,1,2,2,16,4,1,2.062912,0.622085
2856,91,127,24,3,5,4,1,2,1,32,2,1,0.328100,0.363437
2413,31,22,90,3,3,5,1,1,4,16,4,1,0.120054,0.171920
42552,114,102,37,5,7,9,2,1,1,64,2,1,3.163854,0.493435
25182,37,86,49,2,5,3,1,2,2,16,4,1,1.647919,0.310924
2813,77,24,18,5,1,8,8,2,2,2,32,1,0.423903,0.637894
34607,21,101,115,6,5,3,1,1,2,32,2,1,1.414195,0.238226
3146,32,67,43,3,3,3,2,4,4,2,32,1,0.570182,2.638222
1642,93,85,76,5,8,5,2,1,1,32,2,1,3.727592,0.870478
1800,55,66,60,2,1,3,4,4,4,2,64,1,5.259131,6.665720
2540,105,21,38,5,5,10,4,1,1,16,4,1,0.584047,0.159250
14354,25,24,86,0,0,6,1,1,1,64,1,1,1.142238,0.051758
2178,87,83,20,0,4,6,8,4,1,4,32,1,4.762439,2.347742
25348,26,92,25,2,0,13,1,4,1,16,4,1,0.626466,0.121652
12207,27,24,92,0,7,4,2,2,4,8,16,1,2.119316,0.609125
35722,33,17,108,2,1,0,1,1,2,32,2,1,0.600861,0.086708
35404,91,22,95,4,8,3,1,1,2,32,2,1,0.883589,0.251893
467,125,98,81,0,4,11,4,4,4,1,64,1,49.409106,63.290972
40213,74,98,36,2,8,7,1,2,1,64,2,1,2.955152,0.306276
4558,40,113,115,3,4,6,1,4,4,8,16,1,1.868029,6.039173
17573,31,26,42,1,1,1,2,2,2,8,8,1,0.405298,0.183696
24738,24,30,114,0,6,0,1,1,4,16,4,1,1.976375,0.270356
3990,59,17,43,1,4,3,4,2,4,2,32,1,0.722160,1.050762
34196,51,24,74,4,3,10,1,1,2,32,2,1,0.447188,0.153328
28015,119,22,69,0,3,2,2,1,2,32,4,1,4.936383,0.484703
418,55,73,53,0,8,1,4,4,4,1,64,1,14.624719,10.286509
1131,60,41,17,5,3,11,2,1,1,64,2,1,0.415931,0.130165
3554,71,107,60,6,1,13,2,4,2,8,16,1,4.684157,5.644774
6849,57,105,29,2,5,1,2,4,1,8,8,1,2.080220,0.775604
6261,35,45,87,2,5,5,2,4,4,4,32,1,2.749273,1.757277
10037,19,17,98,2,9,11,1,1,4,32,4,1,0.466125,0.108163
1149,16,90,24,1,3,10,2,8,4,1,64,1,0.894674,1.029504
47257,36,16,70,1,3,11,1,1,1,64,1,1,0.258475,0.049333
23834,66,50,95,3,6,6,2,1,2,16,4,1,0.517652,4.763832
14092,78,115,64,1,9,6,2,2,2,8,8,1,4.977348,2.195210
44130,90,26,94,2,3,13,1,1,1,64,1,1,1.997264,0.170713
14040,38,43,35,5,2,11,1,1,1,64,1,1,0.365870,0.065558
28086,87,61,43,2,9,6,2,2,1,32,4,1,2.849576,0.411559
4667,92,50,103,6,9,9,4,2,4,4,32,1,4.997349,5.983808
38425,30,25,70,5,4,8,1,1,2,64,2,1,0.488744,0.132218
2542,88,82,28,0,5,11,4,2,1,16,8,1,5.987867,0.878709
22816,71,18,73,3,4,2,2,1,2,16,4,1,0.168486,0.273782
1204,59,114,35,5,4,4,1,2,1,32,2,1,1.445249,0.466457
8479,16,81,16,0,7,8,1,4,1,16,4,1,0.550753,0.078288
18783,59,28,112,1,1,1,2,1,4,16,8,1,1.781445,0.704248
29829,100,18,58,4,9,3,2,1,2,32,4,1,0.648375,0.201663
1181,34,108,16,2,3,0,1,2,1,64,2,1,0.759737,0.145160
32318,56,58,38,2,2,11,2,2,1,32,4,1,1.590245,0.295966
2739,72,20,110,2,9,8,4,1,8,2,32,1,2.283829,1.859777
5638,33,51,62,4,1,13,2,2,4,4,16,1,0.701776,0.921473
4434,60,120,112,5,0,6,2,4,2,8,16,1,7.262279,6.127233
19653,79,61,54,3,1,4,2,2,2,16,8,1,0.709093,5.971224
45917,18,123,77,3,2,5,1,1,1,64,1,1,0.200181,0.128161
32057,25,104,53,4,0,7,1,2,2,32,4,1,0.803352,0.202098
10629,87,54,42,3,3,3,4,2,2,4,16,1,0.710524,3.248220
8815,26,65,56,0,0,5,1,2,2,16,4,1,2.426715,0.180519
31550,70,100,49,0,3,13,2,2,1,32,4,1,9.476974,1.037665
30419,121,32,110,1,1,3,2,1,2,32,4,1,3.061831,0.650333
14617,115,25,44,1,7,3,1,1,1,64,1,1,0.809331,0.102876
1800,91,34,16,1,4,1,8,4,2,2,64,1,1.287148,1.792948
3525,41,124,19,4,2,1,2,4,1,16,8,1,0.739370,0.456614
5352,61,37,125,4,0,7,2,2,4,4,16,1,1.925561,1.701385
46906,19,38,56,0,8,5,1,1,1,64,1,1,0.881560,0.065616
18765,34,116,26,0,6,0,2,4,1,16,8,1,3.084209,0.539977
8081,111,22,43,4,3,2,8,1,2,4,16,1,0.688640,0.986974
2626,56,107,35,1,6,12,2,4,1,16,8,1,2.068104,1.035150
968,50,113,113,0,8,9,2,8,4,1,64,1,28.173172,36.038405
718,106,35,39,2,5,4,8,2,4,1,64,1,3.383282,3.692314
1839,21,59,92,5,8,9,2,4,8,2,64,1,1.617102,3.048562
43975,25,37,82,2,1,0,1,1,1,64,1,1,0.687741,0.058070
1920,17,59,21,3,1,2,2,8,4,2,64,1,0.300986,2.889190
35643,32,61,110,1,7,9,1,1,2,32,2,1,1.388689,0.293512
18608,124,21,48,5,1,8,4,1,2,16,8,1,1.184664,0.452013
10398,23,16,68,1,8,7,2,1,8,4,16,1,0.293461,0.237786
3833,19,29,24,4,5,11,2,4,4,2,32,1,0.195953,0.278069
16412,72,62,36,4,0,1,4,2,1,8,8,1,0.925001,0.487984
22511,97,89,111,1,8,12,2,2,2,16,8,1,9.122841,4.255706
461,20,31,48,5,9,11,2,4,4,2,32,1,0.390377,0.504125
11668,105,60,89,4,8,10,4,2,2,8,16,1,4.342288,4.763009
44862,62,16,50,5,3,2,1,1,1,64,1,1,0.316065,0.055848
41065,21,108,16,5,9,6,1,2,1,64,2,1,0.380555,0.083997
7518,71,39,79,6,9,11,2,2,4,4,16,1,1.936068,1.843048
12605,21,118,31,5,1,5,1,2,1,64,2,1,0.627691,0.123626
3414,32,67,33,0,4,7,2,4,2,8,16,1,2.697289,1.102266
1732,19,44,23,6,4,3,1,2,1,32,2,1,0.155301,0.055935
4985,73,16,81,1,0,6,4,1,4,8,16,1,1.175984,0.506734
7585,64,59,60,5,9,3,4,2,2,4,16,1,1.904374,1.818420
4633,41,37,92,5,4,11,2,2,8,4,32,1,1.474998,2.717753
29918,75,120,35,3,5,5,2,2,1,32,4,1,0.550385,0.544918
1827,46,21,109,4,6,6,2,1,4,8,8,1,0.604266,0.561288
4614,108,36,20,4,3,13,8,2,1,8,16,1,0.726710,0.885141
7296,111,45,62,1,8,7,8,2,4,2,64,1,7.091975,10.867768
45881,116,16,74,5,1,4,1,1,1,64,1,1,0.808132,0.078164
391,103,57,78,4,6,12,4,2,4,2,32,1,4.120526,14.468490
13268,17,46,56,3,1,5,1,1,2,64,2,1,0.163344,0.093020
2632,17,24,16,0,0,1,4,4,2,4,32,1,0.475920,0.164724
34885,50,26,27,2,2,3,2,1,1,32,2,1,0.400357,0.080715
27980,40,30,21,4,1,8,2,2,1,32,4,1,0.262652,0.089382
2497,117,32,29,0,0,7,8,4,2,2,64,1,5.327907,1.904350
35460,30,65,90,1,3,11,1,1,2,32,2,1,1.092722,0.264005
24984,60,26,64,6,3,9,2,1,2,16,4,1,0.670615,0.287266
3291,77,114,114,1,1,10,2,2,2,16,8,1,9.239863,23.512502
26177,46,122,26,3,5,3,1,4,1,16,4,1,0.220523,0.333610
2753,24,22,53,2,5,12,1,1,4,16,4,1,0.322224,0.082498
26226,65,50,86,5,4,2,2,1,2,16,4,1,1.767706,0.884931
4978,25,85,28,5,8,3,2,4,2,8,16,1,0.722537,0.704189
47225,99,18,20,4,1,0,1,1,1,64,1,1,0.193701,0.030515
4189,99,66,29,3,3,10,4,4,2,2,32,1,1.282408,4.423868
33138,32,66,49,6,2,12,1,2,1,32,2,1,0.636885,0.161296
1191,36,68,68,6,9,5,4,4,4,1,64,1,3.231497,4.690713
42725,38,16,37,5,5,11,2,1,1,64,2,1,0.268471,0.073759
37676,23,33,83,1,0,13,1,1,2,32,2,1,0.417169,0.096512
3089,46,38,17,5,2,12,2,1,1,32,2,1,0.229448,0.058426
2510,32,105,90,4,5,13,2,4,4,4,32,1,2.490186,3.962319
14137,126,88,101,0,9,4,1,1,1,64,1,1,28.240020,0.602043
8024,98,20,55,5,8,7,4,1,4,4,16,1,0.911418,0.960620
9246,48,40,48,4,6,6,4,2,2,4,16,1,0.706908,1.335535
12141,34,22,36,5,1,6,1,1,2,32,2,1,0.215083,0.055752
15988,20,71,35,1,9,0,1,4,2,8,8,1,0.451401,0.225003
16887,33,94,98,1,2,13,1,2,4,8,8,1,2.239402,1.256350
3312,113,27,111,1,2,10,2,1,1,64,2,1,2.459377,0.397198
8346,25,83,52,2,2,4,1,4,2,16,8,1,1.568991,0.481244
5087,27,23,47,1,8,3,4,2,4,4,32,1,0.647968,0.619937
35545,33,39,104,4,9,13,1,1,2,32,2,1,0.604763,0.178983
43850,107,120,30,5,2,7,1,1,1,64,1,1,2.302311,0.315462
27825,65,28,79,6,8,3,2,1,2,32,4,1,1.047475,0.365608
2791,60,34,35,0,2,7,4,4,2,4,32,1,3.090074,7.962899
5196,93,51,69,3,2,4,4,2,2,4,16,1,1.214637,19.809982
1242,78,75,78,4,1,1,4,2,4,2,32,1,4.114597,10.900825
4849,46,121,18,1,6,13,4,8,1,4,32,1,1.177474,1.667563
4720,99,43,57,1,2,0,4,2,4,4,32,1,4.144783,4.082901
36395,56,85,19,3,1,6,1,2,1,32,2,1,0.150283,0.135412
9929,77,23,45,1,2,13,2,1,2,32,4,1,0.748586,0.230490
5484,25,37,16,0,1,8,2,4,2,8,16,1,0.752492,0.238106
13903,27,36,22,4,1,8,2,4,2,8,16,1,0.330374,0.254031
38582,22,18,64,6,8,12,1,1,2,64,2,1,0.274785,0.086482
10838,28,40,49,5,1,4,2,2,4,8,16,1,0.695539,0.505164
45581,59,101,24,0,4,7,1,1,1,64,1,1,3.345598,0.174165
31410,87,105,25,4,0,6,2,2,1,32,4,1,1.361808,0.286651
7640,88,81,35,3,7,12,4,2,1,16,8,1,0.811481,1.117799
1431,21,37,127,0,5,3,2,4,8,2,64,1,3.844379,2.515811
32289,73,67,22,3,1,11,2,2,1,32,4,1,0.246884,0.227579
34398,21,62,23,0,8,13,1,2,1,32,2,1,0.728273,0.086839
2294,35,38,40,3,9,9,2,4,4,4,32,1,0.391928,0.623770
938,21,57,30,0,5,3,2,8,4,1,64,1,1.575742,1.708331
47576,107,20,38,0,5,12,1,1,1,64,1,1,1.883347,0.083717
543,62,46,18,6,6,0,8,4,2,1,64,1,0.826957,3.652191
14930,42,42,65,4,9,7,2,2,2,8,8,1,0.679285,0.438101
18825,42,25,96,0,2,0,2,1,4,16,8,1,2.963371,0.597428
7643,51,41,39,3,4,7,2,2,2,16,8,1,0.327641,0.627532
4769,38,24,21,4,7,12,4,4,2,2,32,1,0.274407,0.327271
19605,37,90,67,5,9,13,1,4,2,16,8,1,1.886226,0.785963
7813,30,68,37,6,3,5,1,4,2,16,8,1,0.823637,0.548510
20865,18,16,52,1,9,2,2,1,4,16,8,1,0.298104,0.123163
10031,84,17,29,3,1,5,8,1,2,4,16,1,0.177989,1.767885
11482,48,40,50,5,7,10,1,1,2,32,2,1,0.704330,0.177203
4954,25,112,38,5,7,11,2,8,2,4,32,1,1.253556,1.132431
8236,24,93,91,6,5,10,1,4,4,4,16,1,1.627672,1.318506
18967,59,35,17,3,1,3,4,2,1,16,8,1,0.170061,0.190860
8225,124,48,106,2,0,2,4,1,2,16,8,1,7.691874,1.748549
12666,19,20,43,4,5,11,1,1,2,64,2,1,0.180375,0.060292
6110,76,120,74,6,6,5,4,4,2,4,32,1,6.894004,15.033775
11041,40,47,32,0,5,7,2,4,2,8,16,1,2.412563,0.992205
27676,110,54,78,1,6,12,2,1,2,16,4,1,3.393171,1.300907
2304,111,118,28,0,0,9,2,2,1,32,4,1,9.935163,0.471112
23653,25,60,28,5,3,1,1,4,1,16,4,1,0.295402,0.136448
32513,123,78,24,2,5,6,2,2,1,32,4,1,2.792282,0.407922
5316,33,123,81,6,1,10,2,4,4,4,32,1,3.710485,3.943768
46460,114,87,99,5,4,10,1,1,1,64,1,1,5.837253,0.745185
1403,44,85,65,4,5,7,4,4,4,2,64,1,3.281682,7.092290
3614,23,29,24,2,0,9,2,2,2,16,8,1,0.518980,0.125342
9765,16,65,16,6,7,2,2,8,1,4,16,1,0.198660,0.124314
278,17,127,50,1,4,8,2,8,4,1,64,1,2.260146,3.486382
13950,20,27,50,5,9,8,1,1,1,64,1,1,0.184411,0.032186
21688,16,63,67,2,3,13,1,2,4,16,8,1,1.054510,0.367727
24861,77,54,82,6,6,11,2,1,2,16,4,1,2.214527,1.034594
4272,26,36,24,6,9,4,2,2,2,8,8,1,0.209650,0.140773
22648,23,88,113,1,9,8,1,2,2,16,4,1,1.584840,0.506066
2723,97,16,17,6,3,13,8,2,2,4,32,1,0.390483,0.461384
5391,76,32,17,0,6,9,8,4,2,2,64,1,2.012119,8.319442
919,125,16,21,3,2,10,16,2,2,1,64,1,0.546113,6.947020
19657,51,36,19,4,7,3,4,2,1,16,8,1,0.428903,0.192768
2813,118,125,18,3,7,8,4,8,1,2,32,1,1.845375,3.051195
38719,41,60,28,1,6,7,1,2,1,64,2,1,0.648658,0.138447
11893,89,57,26,2,4,11,2,1,1,32,2,1,1.339102,0.248331
13648,35,41,38,4,7,13,1,1,1,64,1,1,0.285722,0.055913
7448,81,69,53,6,7,3,4,4,4,2,64,1,5.368382,12.589102
8461,61,35,63,2,2,10,2,2,4,4,16,1,2.045806,1.345917
26376,76,44,63,4,2,5,2,1,2,16,4,1,1.082119,0.543270
508,33,66,42,3,1,1,2,4,4,2,32,1,0.572955,7.190218
25902,50,16,21,2,5,10,4,1,1,16,4,1,0.230546,0.060563
41840,87,117,44,0,7,0,1,2,1,64,2,1,12.126047,0.624776
4673,56,23,118,1,7,5,4,2,8,1,64,1,3.690024,4.144392
936,56,33,55,0,0,5,4,2,4,2,32,1,3.937603,1.407888
45710,94,89,17,3,1,9,1,1,1,64,1,1,0.167089,0.092508
7432,39,24,68,0,5,2,4,2,8,2,64,1,2.639288,2.020989
24324,39,73,65,6,5,5,1,2,2,16,4,1,1.191922,0.374846
8583,123,74,33,6,6,12,2,2,1,16,4,1,2.109012,0.929821
1916,67,16,85,6,3,7,2,1,2,32,4,1,0.769649,0.259499
7030,126,106,28,2,6,13,8,4,1,4,32,1,5.475117,7.254470
3221,18,20,16,5,0,8,4,4,2,2,32,1,0.151609,0.128480
1154,75,18,25,5,6,3,8,2,4,1,64,1,0.577691,1.348693
15133,30,27,40,3,3,0,4,4,4,2,64,1,0.421302,1.703078
39247,82,112,82,2,7,10,1,2,1,64,2,1,8.114159,0.799823
29499,68,29,44,4,1,12,2,1,2,32,4,1,0.585796,0.186741
2241,96,83,19,3,2,2,4,2,1,8,8,1,0.317847,1.052456
47770,37,23,127,6,4,6,1,1,1,64,1,1,0.622885,0.095414
5009,16,60,33,4,5,13,2,4,2,8,16,1,0.411009,0.326015
6098,67,58,22,5,5,13,4,4,2,4,32,1,1.058519,1.709992
2527,51,29,21,2,7,1,8,4,2,2,64,1,1.296639,0.804317
7618,28,38,78,2,4,12,2,2,4,4,16,1,1.305782,0.980448
3496,23,81,44,2,6,10,2,4,2,8,16,1,1.730768,0.824223
5596,64,111,105,6,5,9,2,4,4,4,32,1,7.377103,10.786134
11978,57,45,50,0,3,12,4,2,2,8,16,1,4.671204,1.927891
9744,103,31,80,0,6,12,4,1,4,4,16,1,7.610777,3.708362
25670,42,19,39,1,8,8,2,1,2,16,4,1,0.294262,0.139529
3569,91,117,44,5,8,5,1,1,1,64,1,1,2.830852,0.313487
22026,119,20,37,5,4,5,4,1,2,16,8,1,0.896007,0.545028
12880,86,123,57,3,5,12,2,4,2,8,16,1,2.092419,24.658174
39895,16,28,49,4,1,12,1,1,2,64,2,1,0.220978,0.069570
36062,34,59,17,6,6,10,1,2,1,32,2,1,0.261547,0.081905
34801,98,108,24,4,1,2,1,2,1,32,2,1,1.205587,0.240047
40792,25,76,47,2,9,2,1,2,1,64,2,1,1.078323,0.142289
6401,29,33,88,6,0,11,1,2,4,8,8,1,0.590828,0.293611
2831,24,87,26,2,7,6,1,4,1,32,4,1,0.783529,0.147483
5292,80,16,64,5,4,2,8,2,4,2,64,1,1.148236,2.513749
33708,109,25,24,1,7,5,2,1,1,32,2,1,0.497808,0.126390
34072,41,103,76,4,3,5,1,2,1,32,2,1,1.407170,0.464827
21376,82,38,75,1,3,8,4,1,2,16,8,1,2.355585,1.407338
45915,43,64,108,1,6,7,1,1,1,64,1,1,1.712513,0.197381
4268,19,102,109,3,7,7,1,4,8,4,32,1,1.243729,1.866809
12952,22,19,31,1,1,6,2,2,4,8,16,1,0.459729,0.216052
4146,44,119,82,2,1,6,2,4,4,2,32,1,7.838230,5.632236
47521,119,37,33,6,3,5,1,1,1,64,1,1,0.909827,0.167338
22647,46,18,88,6,0,0,2,1,2,16,4,1,0.476338,0.151298
36516,71,25,30,5,8,9,2,1,1,32,2,1,0.389383,0.110470
9020,31,127,63,2,5,4,2,4,2,4,16,1,3.381033,2.274976
40794,53,64,26,2,2,0,1,2,1,64,2,1,1.092830,0.162348
960,35,32,54,1,7,2,4,4,4,1,64,1,1.591714,2.079373
20392,99,74,20,6,5,11,4,2,1,16,8,1,1.316506,0.583874
5261,22,65,19,1,8,11,4,8,2,2,64,1,0.881532,0.964286
4435,21,106,28,5,2,5,2,8,2,2,32,1,0.709946,1.309269
496,89,24,90,6,0,7,2,1,2,32,4,1,1.448154,0.283909
9126,65,61,22,3,5,2,2,2,1,16,4,1,0.160513,0.226056
34478,27,108,89,5,2,3,1,2,1,32,2,1,1.518465,0.315039
45135,39,37,36,3,9,10,1,1,1,64,1,1,0.089049,0.047238
46354,21,24,76,1,3,3,1,1,1,64,1,1,0.244467,0.042296
13296,23,104,24,5,9,0,1,2,1,64,2,1,0.491273,0.109496
26889,84,17,19,0,3,0,4,1,1,16,4,1,0.666938,0.109818
25934,28,69,33,0,5,10,1,4,1,16,4,1,1.624576,0.175094
6505,28,54,37,4,8,7,2,4,4,4,32,1,0.642720,0.849600
20271,85,25,74,3,9,3,4,1,2,16,8,1,0.419602,0.575773
12365,79,57,98,6,4,6,2,2,4,8,16,1,4.519957,5.976031
42918,67,109,82,0,1,12,1,1,1,64,1,1,14.737918,0.418842
29435,18,88,40,0,4,0,1,4,1,32,4,1,1.688785,0.199498
24036,124,33,18,4,0,13,4,1,1,16,4,1,0.409915,0.122021
4081,79,33,29,5,0,3,8,2,2,2,32,1,0.804698,1.024364
12010,36,36,33,4,1,7,2,1,1,32,2,1,0.256503,0.076727
19480,48,56,23,2,0,9,2,4,1,16,8,1,1.120207,0.229105
14360,24,71,37,5,5,5,1,4,2,8,8,1,0.485872,0.245535
16024,50,117,87,0,6,6,1,4,2,8,8,1,14.385946,4.650734
16684,21,23,64,0,3,8,1,2,4,8,8,1,0.860229,0.185086
21018,24,16,21,3,0,2,2,2,2,16,8,1,0.109947,0.089568
889,33,59,101,1,0,12,2,4,4,2,32,1,3.075031,2.431167
9684,37,43,70,2,8,11,2,2,4,4,16,1,1.670559,1.144008
16376,105,25,56,4,4,8,4,1,2,8,8,1,0.862666,0.813210
30963,41,84,90,2,9,11,1,2,2,32,4,1,3.475965,0.482833
42663,109,28,59,0,6,5,2,1,1,64,2,1,4.835266,0.300248
4670,22,65,37,2,8,7,2,4,2,8,16,1,1.283955,0.622795
30369,83,52,60,4,7,2,2,1,2,32,4,1,1.537469,0.541552
15741,20,62,49,1,9,3,1,4,2,8,8,1,0.514062,0.256222
19935,30,117,69,4,0,13,1,4,2,16,8,1,1.546444,0.666167
37650,59,16,27,1,7,12,2,1,1,32,2,1,0.231145,0.060028
2538,79,74,61,4,2,4,4,4,4,2,64,1,4.258649,30.975504
832,93,20,27,3,6,13,8,2,4,1,64,1,0.632276,8.743311
1317,117,107,80,1,8,0,2,1,1,64,2,1,6.731435,1.028743
1539,23,16,35,2,5,7,1,1,2,32,2,1,0.166454,0.038805
34953,23,22,36,5,1,3,1,1,2,32,2,1,0.145654,0.044396
18859,49,24,17,0,0,10,4,2,1,16,8,1,0.792694,0.120469
5190,33,43,66,1,2,10,2,2,4,4,16,1,1.202114,1.211952
3744,26,24,40,2,9,12,4,2,4,2,32,1,0.641508,0.432651
8415,92,26,52,6,9,7,2,1,2,16,4,1,0.844168,0.262172
