nxP,nyQ,nzR,coarsen_type,relax_type,interp_type,P,Q,R,nthreads,ppn_count,nnodes,wall_time2,wall_time
10015,74,93,113,3,0,10,1,2,2,32,4,1,1.136256,0.934171
3212,121,93,105,0,2,1,4,2,2,4,16,1,41.948202,75.651788
6304,111,77,108,0,5,6,2,2,2,8,8,1,27.782285,19.939343
1412,79,95,105,3,1,7,4,4,4,2,64,1,7.877990,165.220631
13209,72,121,102,4,2,10,2,4,2,8,16,1,6.427572,10.396715
21220,108,94,81,2,0,9,2,2,2,16,8,1,10.789531,2.281808
18063,106,70,103,1,0,4,2,2,2,8,8,1,6.215144,2.341624
7854,73,99,81,0,1,3,2,2,2,16,8,1,17.233294,4.902946
33755,65,120,89,3,0,7,1,2,1,32,2,1,0.763184,0.584132
1684,96,110,70,0,0,8,2,2,2,8,8,1,21.416791,2.570983
5271,113,102,114,4,4,11,4,2,4,4,32,1,10.991067,37.284360
15713,124,68,64,2,3,10,2,2,2,8,8,1,7.038696,3.226225
14312,93,90,73,6,3,2,2,2,2,8,8,1,4.273735,3.628194
22586,77,110,80,1,5,8,1,2,2,16,4,1,4.898137,1.435859
4978,90,76,118,6,4,9,2,2,4,8,16,1,7.226391,9.185409
1049,108,79,69,0,5,10,4,4,4,1,64,1,34.281983,133.705378
31715,90,68,95,0,0,7,2,1,2,32,4,1,16.575174,0.827623
1306,101,88,119,5,0,1,4,2,4,2,32,1,17.719169,21.638523
36590,85,72,93,4,7,5,1,1,2,32,2,1,2.692048,0.659712
23142,83,101,98,0,2,4,1,2,2,16,4,1,22.300352,3.521002
1315,101,82,125,6,0,1,1,1,2,32,2,1,6.185057,0.904609
14614,68,104,118,6,2,9,1,1,1,64,1,1,4.601308,0.492012
30229,105,65,75,5,3,11,2,1,2,32,4,1,3.587853,1.355504
3392,76,93,111,5,1,6,2,4,4,2,32,1,8.839312,66.318507
14258,89,81,120,2,5,11,2,2,2,8,8,1,10.356076,3.353765
2787,82,124,120,4,5,4,2,2,2,16,8,1,6.747619,7.802090
5371,118,111,79,0,6,8,4,4,4,2,64,1,48.362428,267.551606
4245,121,80,126,4,7,12,4,2,4,4,32,1,11.693431,30.480217
4168,108,84,88,0,3,7,4,2,4,4,32,1,30.904386,51.970760
1411,82,83,75,5,0,13,4,2,2,8,16,1,5.330662,3.184652
2521,99,68,89,5,3,1,2,2,2,8,8,1,4.635481,3.701984
14828,68,77,74,1,9,9,4,4,4,2,64,1,9.077494,12.302519
19012,93,72,94,5,4,0,2,2,2,16,8,1,5.538278,4.315070
33232,107,127,124,4,4,8,1,2,1,32,2,1,7.768043,2.981474
14851,85,77,104,3,9,7,4,4,4,2,64,1,6.818233,33.078590
13214,86,126,98,6,9,2,1,2,1,64,2,1,6.487362,0.793163
45743,75,95,68,0,2,12,1,1,1,64,1,1,11.776463,0.450359
9432,78,68,117,0,9,2,2,2,4,4,16,1,18.753638,4.268235
4149,71,106,85,1,5,9,2,4,4,2,32,1,8.738878,9.648242
5091,97,67,70,6,6,5,4,2,4,4,32,1,5.384357,8.819424
21902,80,87,70,4,4,3,2,2,2,16,8,1,3.044257,3.762803
15502,107,84,71,0,3,0,4,4,4,2,64,1,30.814387,34.903062
40638,69,105,93,3,0,7,1,2,1,64,2,1,0.871873,0.482425
527,75,90,104,0,9,2,1,1,1,64,1,1,21.280896,0.468448
15081,82,86,64,5,9,5,4,4,4,2,64,1,8.085694,15.455824
24441,108,73,64,4,5,2,2,2,1,16,4,1,2.547438,0.994532
3280,87,103,79,5,3,10,4,4,2,2,32,1,8.502719,18.974783
8887,86,82,94,6,7,8,2,2,4,4,16,1,5.881958,4.997967
2802,88,75,121,0,6,9,2,1,2,16,4,1,21.859900,3.823320
35013,121,112,103,2,5,11,2,1,1,32,2,1,13.857989,1.404832
17913,108,74,83,5,9,9,2,2,2,8,8,1,4.768846,2.537962
708,126,104,112,5,0,9,2,1,1,64,2,1,9.463316,0.895235
34065,99,116,65,2,4,7,1,2,1,32,2,1,7.536889,1.169404
2695,82,117,73,4,6,4,2,2,2,16,8,1,4.178917,5.262982
37,65,78,103,4,1,1,4,4,4,1,64,1,7.215436,30.682030
21020,65,114,112,3,0,8,2,2,2,16,8,1,1.906239,2.504114
1522,86,69,104,5,8,4,4,2,4,2,32,1,6.562783,15.631502
18390,67,105,68,3,9,11,2,2,2,8,8,1,1.003884,2.500308
23258,85,125,88,6,4,3,1,2,2,16,4,1,5.826222,3.044245
20536,66,124,92,1,3,12,2,2,2,16,8,1,6.834811,4.663288
9800,96,106,73,0,2,3,2,4,2,4,16,1,22.601347,47.520336
1537,97,102,81,5,7,1,2,4,2,8,16,1,9.970164,7.083604
35684,78,92,88,0,7,13,1,2,1,32,2,1,16.817374,0.864968
5415,115,64,126,4,7,7,4,4,4,2,64,1,15.928609,61.638805
44817,108,106,100,3,4,4,1,1,1,64,1,1,0.870260,1.363126
25338,76,89,101,6,4,2,1,2,2,16,4,1,4.225949,2.257456
5476,70,110,86,1,8,0,2,4,4,4,32,1,8.859852,10.836001
45458,84,114,85,0,8,11,1,1,1,64,1,1,20.308535,0.658561
8081,101,77,109,5,5,12,2,2,2,16,8,1,7.202107,4.833829
1581,117,96,72,5,1,11,2,1,1,64,2,1,5.253600,0.688210
251,101,122,64,1,1,11,4,4,4,1,64,1,18.281975,33.843347
25566,83,78,86,5,8,10,2,1,2,16,4,1,3.701441,1.515759
11239,71,94,119,4,3,9,1,1,2,32,2,1,3.464126,1.107722
14054,67,80,82,2,9,3,2,2,2,8,8,1,5.222010,1.646560
12041,82,96,87,2,7,4,1,2,1,32,2,1,6.820597,0.799854
24579,126,127,110,6,7,8,2,2,1,16,4,1,12.028043,3.657280
33107,108,124,85,1,8,10,1,2,1,32,2,1,7.487680,1.367530
7846,77,75,107,3,1,12,4,4,4,1,64,1,7.228043,115.163534
26797,69,116,70,2,1,11,1,2,2,16,4,1,5.901551,0.995983
24857,110,85,96,5,8,12,2,1,2,16,4,1,5.892998,2.215918
24167,82,119,110,3,6,10,1,2,2,16,4,1,1.504478,16.376720
15072,75,102,71,4,1,2,2,2,2,8,8,1,2.871707,3.661760
31496,85,70,92,6,2,7,2,1,2,32,4,1,3.862407,1.114886
23180,88,65,92,2,3,10,2,1,2,16,4,1,5.890005,1.447296
10252,67,81,79,4,0,8,1,2,2,32,4,1,2.237090,0.510866
2857,100,72,81,4,1,4,2,1,1,32,2,1,2.703102,0.527731
41064,106,90,74,1,7,3,2,1,1,64,2,1,4.996140,0.756059
2151,94,105,92,2,4,7,4,4,4,2,64,1,24.392362,51.312262
14565,66,98,104,2,6,3,1,1,1,64,1,1,5.862893,0.413457
3507,65,94,122,2,1,5,2,4,4,2,32,1,12.647520,64.705956
12420,103,105,68,1,0,10,1,2,1,64,2,1,5.240056,0.481563
35372,123,127,113,1,7,10,1,2,1,32,2,1,12.125215,1.969164
13288,66,99,95,1,7,5,1,2,1,64,2,1,4.235746,0.684656
10459,95,65,103,0,5,5,2,1,2,32,4,1,17.573479,1.422929
33105,118,98,106,1,0,13,2,1,1,32,2,1,7.823030,0.952206
46308,102,67,77,1,9,5,1,1,1,64,1,1,3.031365,0.261043
2803,64,72,79,5,0,0,2,4,4,2,32,1,4.972575,5.022091
4808,116,90,75,5,3,2,4,4,4,1,64,1,12.140709,45.200494
44338,118,123,83,4,0,9,1,1,1,64,1,1,5.317585,0.399328
2973,66,110,74,6,8,7,1,2,2,16,4,1,3.470197,1.326344
2102,107,81,120,2,1,4,4,4,4,2,64,1,22.575380,59.223768
3613,79,117,126,0,5,9,2,2,4,8,16,1,37.306992,23.723221
300,76,118,89,1,4,0,4,4,4,1,64,1,19.284133,40.332774
5079,127,75,96,6,3,4,4,2,4,4,32,1,9.265951,19.970967
30837,65,92,87,0,1,10,1,2,2,32,4,1,14.595010,1.092292
2680,73,69,66,3,3,13,4,4,2,4,32,1,1.655600,9.509756
4,112,102,95,0,6,7,1,1,1,64,1,1,27.899414,0.857399
44238,118,124,97,2,9,6,1,1,1,64,1,1,13.100971,0.620830
2,91,82,118,3,7,9,4,4,4,1,64,1,14.357191,64.371127
13952,97,71,124,5,0,12,2,2,4,8,16,1,8.744173,5.577103
641,98,94,123,5,8,2,4,4,4,1,64,1,18.073312,91.871362
2234,126,83,77,5,3,4,4,4,2,4,32,1,8.252437,18.220924
8180,127,86,74,3,8,3,4,4,4,1,64,1,9.553584,90.636309
10668,95,96,127,4,2,11,2,2,4,4,16,1,7.334007,16.485269
7123,102,105,77,2,3,11,4,4,4,2,64,1,22.455760,38.451315
38023,88,67,65,2,6,11,2,1,1,64,2,1,4.210148,0.557381
259,84,75,120,1,1,8,4,4,4,1,64,1,17.025067,28.639167
10068,104,67,67,5,6,2,2,2,1,32,4,1,3.238844,1.083334
25363,82,76,84,0,2,3,2,1,2,16,4,1,14.236248,2.072228
45090,113,77,105,1,1,7,1,1,1,64,1,1,5.420202,0.401686
5963,77,93,123,4,4,5,2,4,4,4,32,1,7.040780,18.316688
35973,96,72,88,2,1,2,2,1,1,32,2,1,6.105425,0.572621
2638,96,93,99,6,4,0,2,1,2,16,4,1,5.660922,3.054320
4408,105,70,113,3,6,6,4,2,4,4,32,1,4.303641,69.639760
29137,124,95,70,6,9,4,2,2,1,32,4,1,5.585377,1.351063
39538,79,68,120,2,0,13,1,1,2,64,2,1,6.504315,0.535285
7747,97,90,116,1,7,1,4,4,4,1,64,1,41.041164,60.207841
2406,88,103,92,2,4,3,2,4,4,4,32,1,13.121385,16.280223
1583,67,74,97,5,7,8,4,4,4,2,64,1,9.759200,24.971898
1791,104,113,84,1,4,9,4,4,4,2,64,1,21.313667,50.464614
20920,70,97,90,3,1,11,2,2,2,16,8,1,1.361898,13.406049
7913,93,93,121,3,0,7,4,4,4,1,64,1,13.182145,52.075394
13719,76,80,124,5,2,12,1,1,1,64,1,1,4.134974,0.448078
606,75,81,124,0,3,3,1,2,2,32,4,1,20.711229,2.474091
10327,107,100,70,5,4,9,2,2,1,32,4,1,5.166601,1.927157
10676,74,124,98,5,9,1,1,2,2,32,4,1,5.759857,1.291345
5133,86,107,92,3,0,11,2,4,4,4,32,1,3.943556,18.604171
6876,115,88,107,3,3,4,4,2,4,4,32,1,5.092405,39.590114
5904,95,119,113,2,9,2,2,4,4,4,32,1,19.709805,27.150108
1777,76,124,111,1,1,3,4,4,4,2,64,1,17.627806,51.417038
38402,66,69,77,2,0,12,1,1,2,64,2,1,3.730116,0.337451
12308,64,67,89,3,1,7,1,1,2,64,2,1,0.603653,0.446799
37507,118,90,96,5,2,9,2,1,1,32,2,1,6.438689,1.142775
37247,101,92,84,0,3,6,2,1,1,32,2,1,20.943499,1.493739
14163,65,127,126,4,9,10,2,2,2,8,8,1,5.661664,3.997853
9082,72,72,124,5,8,11,2,1,2,16,4,1,3.987120,1.587730
2865,75,90,122,3,0,13,1,2,2,16,4,1,1.093405,1.787637
38570,76,108,64,6,3,0,1,2,1,64,2,1,3.433587,0.974473
8822,110,111,73,2,7,13,4,2,2,4,16,1,13.137713,6.662608
11704,96,66,102,4,3,10,1,1,2,32,2,1,3.074917,0.917122
366,112,116,68,4,1,2,4,4,4,1,64,1,12.520507,193.267641
12832,69,88,82,1,3,6,2,4,2,8,16,1,5.988102,10.658380
3436,83,111,111,3,2,11,1,2,1,64,2,1,1.020054,1.843124
21276,73,69,90,4,1,13,2,2,2,16,8,1,2.828380,2.189680
6016,122,78,125,6,0,5,4,2,4,4,32,1,12.869018,91.290382
11257,72,117,126,4,2,8,1,1,2,32,2,1,4.640795,1.258828
21914,76,90,72,0,1,6,2,2,2,16,8,1,15.670501,3.805064
21209,69,116,70,6,8,2,2,2,2,16,8,1,4.326798,2.929228
12156,115,83,64,6,3,9,2,1,1,32,2,1,3.867947,0.971015
20681,111,125,127,6,8,2,2,2,2,16,8,1,13.043626,9.493117
11713,88,108,75,4,7,3,2,4,2,8,16,1,5.414160,5.835191
2384,112,94,78,2,6,2,2,2,2,16,8,1,10.527670,4.365852
6655,75,65,93,5,9,0,4,2,4,4,32,1,5.488112,6.886573
1768,111,100,117,1,1,13,4,4,4,2,64,1,29.484966,72.409412
14553,88,121,90,4,0,7,2,2,2,8,8,1,5.394583,2.938501
777,68,69,121,5,4,9,4,4,4,1,64,1,10.042516,27.046109
27797,127,125,98,3,1,12,2,2,1,32,4,1,1.794171,12.802227
43103,115,116,110,3,6,6,1,1,1,64,1,1,1.243187,1.129688
31375,120,66,66,5,0,9,2,2,1,32,4,1,3.704464,0.615771
39755,124,113,70,5,0,2,2,1,1,64,2,1,6.375036,0.645198
2329,98,91,106,5,0,13,2,1,2,32,4,1,6.191016,1.162066
3965,72,77,117,5,7,1,2,4,4,2,32,1,12.331938,12.710592
915,113,125,88,6,3,9,4,4,4,1,64,1,22.422472,71.120787
22051,88,91,71,5,8,8,2,2,2,16,8,1,4.620869,2.827894
123,70,98,107,6,8,2,4,4,4,1,64,1,11.363598,50.107272
16323,111,75,74,6,0,3,2,2,2,8,8,1,4.394560,2.145435
5163,71,76,97,4,7,1,4,4,4,2,64,1,7.935575,31.992998
5756,121,80,109,0,9,3,4,2,4,4,32,1,35.609372,15.977771
34834,76,72,115,5,0,13,1,1,2,32,2,1,3.695806,0.533705
38018,120,68,116,1,1,7,2,1,1,64,2,1,6.653365,0.880958
10754,105,99,83,0,1,11,2,2,1,32,4,1,24.095310,1.990320
780,73,75,72,5,6,12,1,2,1,64,2,1,2.647511,0.516999
1160,73,64,96,6,2,2,2,2,4,4,16,1,3.511668,4.608025
15888,92,119,121,1,1,12,2,2,2,8,8,1,10.947323,5.171165
3310,118,127,74,5,5,4,2,4,2,4,16,1,9.125364,16.330690
11518,96,114,85,4,9,12,2,4,2,8,16,1,6.443058,6.692634
4876,83,80,77,2,2,3,4,4,2,4,32,1,8.285760,11.007847
32792,103,92,86,0,1,12,2,1,1,32,2,1,21.640813,1.250591
2971,93,108,88,5,1,0,2,4,2,4,16,1,8.441734,8.234810
6282,97,69,105,4,6,1,2,2,2,8,8,1,3.848763,6.139671
4072,73,90,90,5,2,5,2,4,2,4,16,1,4.845641,6.700713
32563,97,94,71,1,4,10,2,2,1,32,4,1,5.086960,1.626596
6960,99,70,94,2,9,5,4,4,4,2,64,1,17.959089,29.720557
15360,71,101,72,5,3,1,4,4,4,2,64,1,14.954904,32.565334
637,112,84,67,3,5,8,1,1,1,64,1,1,0.590053,0.394984
34869,87,76,105,4,8,9,1,1,2,32,2,1,3.166278,0.893024
30630,66,81,119,5,6,2,1,2,2,32,4,1,4.066428,1.324195
13959,112,70,107,2,4,9,1,1,1,64,1,1,7.600897,0.635134
12463,75,70,96,3,9,13,2,2,4,8,16,1,1.762832,4.830370
9716,117,65,71,5,7,11,2,1,2,32,4,1,4.093854,1.167091
4044,67,79,79,6,6,5,2,4,4,4,32,1,5.073612,8.346887
7130,104,124,94,2,5,8,4,4,4,2,64,1,30.101231,69.661611
23316,94,80,119,4,6,2,2,1,2,16,4,1,4.227549,3.094133
24010,95,105,95,1,6,13,2,2,1,16,4,1,6.715511,3.068821
6184,71,101,81,5,5,11,2,4,4,4,32,1,6.866275,12.156137
40314,75,108,124,5,2,11,1,1,2,64,2,1,6.068913,1.071192
6939,73,102,118,1,3,12,4,4,4,2,64,1,20.440443,43.339801
20655,78,119,91,6,9,11,2,2,2,16,8,1,6.890276,3.266879
38728,71,73,67,4,6,11,1,2,1,64,2,1,1.780848,0.408781
38317,82,90,122,4,5,6,1,1,2,64,2,1,4.378939,0.780643
5823,114,71,64,4,8,3,4,2,2,8,16,1,3.818361,5.452266
39945,112,93,125,4,4,10,1,1,2,64,2,1,6.440561,1.738555
14616,86,70,66,0,4,6,2,2,2,8,8,1,11.953218,3.272640
909,76,79,87,3,8,9,4,4,4,1,64,1,6.300739,30.080789
32840,91,80,127,5,5,13,1,1,2,32,2,1,5.440888,0.925470
34915,88,127,96,4,1,5,1,2,1,32,2,1,4.738787,0.973702
41138,78,83,73,2,5,1,1,2,1,64,2,1,4.923935,0.440959
27621,94,80,111,3,3,9,2,1,2,16,4,1,1.156485,2.598153
11168,77,103,79,1,0,6,2,4,2,8,16,1,7.701663,5.956211
2949,73,108,74,3,6,7,2,4,4,2,32,1,3.750097,73.068231
13505,115,68,111,3,9,13,4,2,2,8,16,1,2.879662,8.574491
2552,68,123,106,2,8,12,2,4,4,4,32,1,15.037762,15.940466
3040,96,73,104,2,6,1,4,2,4,2,32,1,15.240693,17.221982
47316,74,74,97,0,2,13,1,1,1,64,1,1,12.925537,0.482731
37775,117,88,73,1,8,4,2,1,1,64,2,1,5.111660,0.802936
2926,76,83,79,4,8,2,2,4,4,2,32,1,4.275674,12.675101
27223,102,96,86,2,3,5,2,2,1,16,4,1,9.132973,2.419161
20990,110,121,120,5,6,11,2,2,2,16,8,1,13.564434,10.581903
9340,110,79,73,3,6,6,4,2,2,4,16,1,2.329447,38.938591
8661,112,125,102,6,5,7,2,4,2,4,16,1,12.617145,13.387841
35921,65,102,74,2,1,10,1,2,1,32,2,1,4.853393,0.446493
1634,66,111,92,4,9,11,2,4,4,2,32,1,5.873450,12.438936
3617,84,64,111,5,5,1,2,2,4,4,16,1,6.403766,5.205117
752,117,74,66,4,9,12,2,1,1,64,2,1,2.875404,0.472751
2636,99,71,95,6,1,1,4,2,4,4,32,1,9.621411,11.938740
27,94,69,83,4,5,6,4,4,4,1,64,1,8.261233,27.875041
982,81,77,83,4,0,7,4,2,4,2,32,1,4.719362,6.863221
4335,111,108,125,5,2,11,4,2,4,4,32,1,18.508836,38.987932
47284,76,103,66,3,8,5,1,1,1,64,1,1,0.470589,0.363731
648,79,125,90,4,9,4,4,4,4,1,64,1,12.643715,63.949165
31263,69,83,92,6,8,0,1,2,2,32,4,1,3.511054,1.106269
741,72,112,85,1,2,1,1,2,2,32,4,1,5.020507,1.254248
3189,77,124,112,6,3,7,2,4,4,2,32,1,11.772049,24.485489
29185,67,70,104,3,5,6,1,2,2,32,4,1,0.820777,1.300634
18256,123,78,96,0,7,13,2,2,2,8,8,1,27.665311,4.145151
100,89,112,111,0,6,2,4,4,4,1,64,1,49.790359,313.359369
4315,102,125,67,4,2,12,4,4,2,4,32,1,6.844896,26.657351
32049,104,80,88,6,8,2,2,1,2,32,4,1,4.878262,1.396064
364,71,77,109,4,9,9,2,4,4,2,32,1,5.187782,9.271417
43814,91,111,76,4,5,1,1,1,1,64,1,1,3.256621,0.359885
34243,97,102,71,5,4,7,1,2,1,32,2,1,4.468818,1.161432
1073,77,117,81,4,8,5,2,4,2,4,16,1,4.696336,6.857589
26199,104,72,77,4,3,9,2,1,2,16,4,1,2.938706,1.634710
39928,127,76,68,1,3,3,2,1,1,64,2,1,4.491792,1.172126
44904,64,83,114,1,3,2,1,1,1,64,1,1,3.286829,0.467125
4183,86,107,65,6,4,12,2,2,2,8,8,1,4.403732,4.395528
2918,81,92,79,3,0,10,4,4,2,2,32,1,3.684838,8.120529
12344,115,99,93,0,8,11,4,2,2,8,16,1,35.882133,11.005873
4824,124,114,78,2,1,5,4,4,4,1,64,1,29.975764,274.597091
38933,70,67,70,5,8,8,2,1,1,64,2,1,2.306329,0.414133
2046,118,122,115,4,7,10,2,2,1,32,4,1,8.981066,2.530304
5868,99,101,88,0,7,4,2,2,2,8,8,1,25.664164,4.580753
24855,91,74,81,1,1,1,2,1,2,16,4,1,4.117603,0.970254
2334,87,112,77,4,8,12,4,4,4,2,64,1,9.037075,54.282772
14936,116,113,64,3,7,10,2,2,2,8,8,1,2.194984,3.673779
38044,125,88,98,0,3,3,2,1,1,64,2,1,28.989470,1.993597
13184,80,91,64,1,6,3,1,2,1,64,2,1,3.222505,0.526396
27835,68,90,90,6,8,6,1,2,2,32,4,1,3.766908,1.032702
1195,81,74,82,0,0,7,4,2,4,2,32,1,19.423000,36.632843
19177,92,88,71,1,2,11,2,2,2,16,8,1,5.796940,3.032457
15552,114,114,102,3,2,2,4,4,4,2,64,1,12.241919,299.088794
5931,112,68,97,2,9,2,4,2,4,4,32,1,11.815005,10.770242
7164,90,125,91,5,7,0,4,4,2,4,32,1,13.574953,27.362519
1469,79,76,91,4,7,3,1,1,2,64,2,1,2.724975,0.678323
2634,120,104,73,6,9,9,4,4,4,2,64,1,14.581196,47.816886
7095,121,125,98,5,7,10,4,4,2,4,32,1,19.657617,42.619053
21611,71,68,89,0,8,4,2,2,2,16,8,1,12.809282,2.554920
21768,69,85,110,0,2,10,2,2,2,16,8,1,20.073883,23.313407
213,77,127,97,3,8,8,1,2,2,16,4,1,1.296147,2.579047
26630,72,64,117,4,1,4,2,1,2,16,4,1,2.527437,1.136143
27734,64,90,97,1,6,10,1,2,2,32,4,1,4.244164,1.000350
15144,110,68,71,4,0,10,4,4,4,2,64,1,6.891515,17.745773
21815,74,78,67,6,5,4,2,2,2,16,8,1,3.200047,1.989485
16616,94,82,109,2,2,12,2,2,2,8,8,1,10.202615,4.465636
11903,127,79,85,2,6,0,2,1,1,32,2,1,8.416597,1.102646
877,113,110,65,0,9,3,4,4,4,1,64,1,36.227701,38.400168
36411,126,89,88,6,8,10,2,1,1,32,2,1,6.351913,1.233151
9425,68,125,82,5,9,0,2,4,2,4,16,1,5.897346,5.057835
1055,79,96,64,0,1,10,1,2,1,32,2,1,12.841543,0.681170
912,86,95,70,1,7,5,4,4,4,1,64,1,16.858675,28.857741
23662,85,90,112,0,6,2,1,2,2,16,4,1,23.065829,4.438863
19364,65,88,126,5,9,3,2,2,2,16,8,1,5.319662,2.627105
12559,83,91,85,6,8,7,2,4,2,8,16,1,6.466421,7.665856
3898,84,73,65,3,9,7,4,4,2,2,32,1,2.629485,6.077167
22187,91,113,69,6,1,13,2,2,2,16,8,1,5.934516,3.898257
1148,115,114,71,1,8,12,4,4,4,1,64,1,23.194671,57.637608
4854,82,123,73,3,7,5,4,4,4,1,64,1,12.077272,47.202755
1890,122,105,68,0,2,11,2,2,2,16,8,1,27.156440,8.883140
47640,80,79,78,4,6,4,1,1,1,64,1,1,2.144460,0.309222
46492,123,65,113,1,8,1,1,1,1,64,1,1,5.200685,0.561063
45847,98,110,108,2,4,7,1,1,1,64,1,1,10.848451,0.884113
3490,98,90,78,5,5,2,4,4,2,2,32,1,7.285813,26.744440
4868,125,124,79,6,8,4,4,4,2,4,32,1,12.530735,29.115013
719,77,110,76,0,0,2,4,4,4,1,64,1,28.318807,28.222818
14231,105,70,113,0,9,6,2,2,2,8,8,1,24.774784,2.898653
10272,88,73,99,0,7,7,2,1,2,32,4,1,18.236765,1.337676
1954,81,100,77,0,4,12,4,4,4,2,64,1,30.226607,33.745452
503,82,123,102,6,2,2,1,1,1,64,1,1,5.956125,0.696423
5478,95,71,122,1,3,6,4,2,4,4,32,1,11.304697,47.633289
11380,72,127,79,6,9,11,1,2,1,32,2,1,4.219364,0.712976
1239,114,78,105,6,4,0,4,4,4,1,64,1,20.132269,62.805135
29730,110,118,114,3,7,0,1,2,2,32,4,1,2.161344,3.859847
1828,65,118,78,3,4,5,4,4,4,2,64,1,5.856324,29.787352
11493,87,81,88,0,3,0,2,2,4,8,16,1,21.194487,9.448705
1684,67,92,96,1,9,8,1,1,1,64,1,1,3.357230,0.287823
32142,92,84,88,1,9,7,2,1,2,32,4,1,5.283685,1.045451
17579,91,78,123,3,3,9,2,2,2,8,8,1,1.793626,6.114911
38423,92,100,79,1,9,7,1,2,1,64,2,1,5.126049,0.561032
2909,75,70,70,1,5,7,4,4,2,4,32,1,5.863939,5.225264
2678,124,66,115,1,9,9,2,1,2,16,4,1,6.778602,1.962119
3347,89,120,90,3,6,12,1,2,1,64,2,1,0.977729,1.440908
45707,116,86,70,5,7,7,1,1,1,64,1,1,4.444280,0.387485
3386,81,85,107,3,8,4,2,4,4,2,32,1,4.332018,27.595726
4900,82,121,99,0,9,8,2,4,4,4,32,1,34.043735,16.117365
10873,85,70,82,5,3,11,4,2,2,8,16,1,5.241927,7.343639
4965,64,119,70,5,6,1,2,4,2,8,16,1,6.173994,7.447302
37790,93,108,113,5,1,4,1,1,2,64,2,1,6.952661,1.049792
32729,70,81,117,6,9,8,1,2,2,32,4,1,4.356385,1.043678
5758,121,101,67,2,3,11,4,4,2,4,32,1,14.466765,15.221438
46095,78,84,78,5,8,12,1,1,1,64,1,1,2.950065,0.323527
4090,114,120,102,3,6,8,4,4,2,2,32,1,9.210084,196.122598
4205,67,94,126,2,3,7,2,4,4,4,32,1,13.206165,43.944366
24228,76,84,90,3,2,12,1,2,2,16,4,1,0.761035,7.210810
8855,106,64,110,2,9,2,2,1,2,16,4,1,7.936945,1.349940
17551,121,67,97,0,1,7,2,2,2,8,8,1,23.729926,22.065237
34726,119,95,76,1,1,11,2,1,1,32,2,1,5.545834,0.806372
6719,96,77,73,5,2,7,2,2,2,8,8,1,4.091791,3.260580
11913,81,93,76,6,5,12,2,4,2,8,16,1,5.978594,5.736469
11951,112,93,85,3,2,1,4,2,2,8,16,1,2.940205,46.615618
5234,113,96,90,5,3,7,4,4,2,4,32,1,10.736789,29.424952
13051,75,96,68,6,2,4,2,4,2,8,16,1,4.449976,6.582537
