nxP,nyQ,nzR,coarsen_type,relax_type,interp_type,P,Q,R,nthreads,ppn_count,nnodes,wall_time2,wall_time
2790,56,22,53,3,1,13,2,1,2,16,4,1,0.154507,0.241725
11707,39,21,43,6,9,5,2,2,4,8,16,1,0.585154,0.390512
14458,22,23,25,2,0,6,1,1,1,64,1,1,0.129681,0.018730
15127,17,50,41,5,9,11,2,8,4,2,64,1,0.650811,0.807062
16285,28,29,24,5,9,8,2,2,2,8,8,1,0.202931,0.135089
12348,21,16,22,1,1,9,1,1,2,64,2,1,0.150855,0.054551
41829,16,62,28,1,0,12,1,2,1,64,2,1,0.326146,0.071291
7147,25,23,21,2,7,2,4,4,2,4,32,1,0.496376,0.277032
1100,29,63,43,5,4,1,2,8,4,1,64,1,1.399298,3.011712
11290,51,40,55,2,8,5,1,1,2,32,2,1,1.115804,0.208866
41059,60,31,30,6,8,2,2,1,1,64,2,1,0.504904,0.128541
7059,17,24,30,2,2,4,2,4,4,4,32,1,0.446972,0.287718
9943,16,28,62,3,7,5,1,1,4,32,4,1,0.172106,0.088462
16619,42,27,31,5,1,3,2,2,2,8,8,1,0.303744,0.219306
44655,40,59,40,6,0,1,1,1,1,64,1,1,0.563020,0.065239
5945,30,20,25,5,0,9,4,2,4,4,32,1,0.339832,0.226466
46241,27,50,35,1,0,13,1,1,1,64,1,1,0.299272,0.039684
5419,54,21,18,3,1,9,4,2,2,8,16,1,0.192477,0.328362
1221,53,17,58,3,1,11,1,1,2,64,2,1,0.168036,0.114879
42,18,25,45,1,2,6,2,4,8,1,64,1,0.774026,0.789205
2506,16,34,40,1,8,10,1,2,2,16,4,1,0.215905,0.092263
8805,21,16,58,3,7,4,1,1,4,16,4,1,0.083070,0.068944
14986,42,50,24,2,0,6,4,8,2,2,64,1,1.692804,0.965453
5589,28,20,21,6,6,10,4,4,2,4,32,1,0.316692,0.360143
27614,24,29,22,6,3,8,2,2,1,16,4,1,0.149334,0.079804
21710,17,62,29,4,6,0,1,4,2,16,8,1,0.349993,0.166095
41716,36,62,49,2,9,12,1,2,1,64,2,1,1.285550,0.166489
3087,20,24,28,6,1,13,2,4,4,4,32,1,0.294900,0.231391
37022,22,54,60,5,7,1,1,1,2,32,2,1,0.482944,0.122985
46851,49,56,20,1,7,13,1,1,1,64,1,1,0.370273,0.059127
4169,48,52,38,0,5,8,4,4,2,2,32,1,3.484657,9.479052
4485,45,28,26,5,8,10,4,2,2,4,16,1,0.360458,0.414123
4110,30,30,58,1,9,2,4,2,4,4,32,1,0.883143,0.668626
2066,61,30,24,5,2,10,8,4,2,2,64,1,0.923752,2.015504
34659,25,28,24,2,3,12,1,2,1,32,2,1,0.220742,0.060816
12662,17,25,43,6,7,12,1,1,2,64,2,1,0.250840,0.066420
9036,17,38,18,5,6,4,2,4,2,4,16,1,0.159763,0.197756
15738,61,62,24,2,3,0,2,4,1,8,8,1,1.107885,0.485503
14252,25,36,44,0,4,2,1,1,1,64,1,1,0.877374,0.067361
555,20,23,19,2,9,1,1,1,1,64,1,1,0.102059,0.019418
5704,46,38,40,1,7,4,4,2,2,8,16,1,1.151129,0.637666
6791,20,61,28,6,7,13,1,4,2,8,8,1,0.306445,0.156603
31793,35,16,25,6,6,1,2,1,2,32,4,1,0.198276,0.109642
6217,62,38,64,0,4,8,2,2,2,8,8,1,4.315328,1.140434
45328,27,38,17,0,8,9,1,1,1,64,1,1,0.408850,0.038295
46169,28,21,53,0,9,9,1,1,1,64,1,1,0.694730,0.038486
3123,16,37,50,0,5,5,2,4,4,2,32,1,1.196344,0.665535
3321,17,52,26,4,2,11,2,4,2,4,16,1,0.206888,0.337812
672,16,17,59,0,2,4,4,2,8,1,64,1,0.772872,0.700426
7672,19,31,47,0,7,7,2,2,4,4,16,1,0.995616,0.269776
15443,63,16,18,5,6,11,8,2,4,2,64,1,0.422566,0.730205
17129,17,16,56,2,4,7,2,1,4,8,8,1,0.249774,0.100839
29742,38,37,19,6,1,10,2,2,1,32,4,1,0.323901,0.106802
3330,17,60,39,3,7,2,1,4,4,4,16,1,0.199981,0.288474
2817,16,37,22,4,1,9,2,4,4,2,32,1,0.206704,0.232480
43733,25,61,18,6,7,7,1,1,1,64,1,1,0.199831,0.031730
42785,22,36,27,3,0,2,1,2,1,64,2,1,0.122395,0.063912
9564,64,22,60,4,5,0,2,1,2,16,4,1,0.440259,0.171573
20568,33,56,40,3,2,9,2,2,2,16,8,1,0.292462,0.665825
15035,36,53,30,5,9,7,4,4,4,2,64,1,1.469826,1.506943
3497,21,34,64,5,6,9,2,4,4,2,32,1,0.564858,1.038491
41092,39,19,56,5,9,3,1,1,2,64,2,1,0.398484,0.110437
745,43,19,18,1,0,12,8,4,2,1,64,1,0.529354,0.443068
5934,31,60,41,0,4,9,2,4,4,4,32,1,2.838539,1.594431
12810,39,31,41,1,3,0,2,2,4,8,16,1,0.985679,0.693583
30129,16,17,36,5,4,11,1,1,4,32,4,1,0.159158,0.065060
1636,21,46,31,5,6,7,2,8,4,2,64,1,0.735272,1.246643
37229,30,17,26,6,0,0,2,1,1,32,2,1,0.117404,0.034133
19315,28,20,45,6,5,3,2,1,4,16,8,1,0.383974,0.156809
28433,44,16,38,4,0,12,2,1,2,32,4,1,0.260132,0.080862
1935,28,18,17,0,0,8,2,2,1,32,4,1,0.388256,0.061563
1244,32,52,23,4,3,0,4,8,2,1,64,1,0.600506,1.379331
26626,36,46,36,2,1,7,2,2,1,16,4,1,0.768367,0.149144
1926,57,27,21,2,4,9,4,1,1,32,4,1,0.555248,0.158460
14553,49,16,54,4,3,6,1,1,1,64,1,1,0.213027,0.047944
38346,19,36,18,2,5,3,1,2,1,64,2,1,0.242634,0.057392
3573,17,20,49,0,0,11,1,1,1,64,1,1,0.411410,0.027177
21519,34,21,33,1,9,5,2,2,2,16,8,1,0.533635,0.214017
10802,27,25,28,4,1,0,2,2,4,8,16,1,0.297578,0.241518
5224,16,43,25,2,0,12,2,4,4,4,32,1,0.598065,0.235349
33715,53,19,53,1,8,11,2,1,1,32,2,1,0.384533,0.121570
1577,16,16,22,6,1,7,1,1,2,32,2,1,0.074021,0.030656
9252,16,37,21,6,2,4,1,2,2,16,4,1,0.116513,0.062038
32481,20,16,18,5,7,3,2,1,2,32,4,1,0.149169,0.054938
47330,62,20,25,6,6,13,1,1,1,64,1,1,0.220364,0.036451
4153,18,27,52,5,1,13,2,2,4,4,16,1,0.257850,0.245390
2035,40,25,27,6,3,6,1,1,1,64,1,1,0.192947,0.038204
36383,24,41,22,2,2,11,1,2,1,32,2,1,0.262253,0.054755
3547,24,17,35,1,3,4,2,2,4,4,16,1,0.243113,0.208085
5622,47,48,16,6,4,7,4,4,2,4,32,1,0.599110,0.710023
7213,24,36,52,2,0,12,2,4,8,2,64,1,1.390958,0.791714
15234,31,60,41,2,3,13,2,2,2,8,8,1,1.052464,0.435849
1191,32,64,31,0,7,6,1,2,1,64,2,1,1.831423,0.174645
19369,40,32,28,4,9,10,2,2,2,16,8,1,0.431158,0.192074
15163,61,29,28,5,1,7,8,4,2,2,64,1,1.065851,1.751496
6214,17,29,44,3,9,11,1,2,4,8,8,1,0.087430,0.115515
11650,46,25,45,4,0,3,4,2,2,8,16,1,0.557618,0.394069
26986,31,61,18,5,0,4,2,2,1,16,4,1,0.262895,0.094540
4936,29,22,24,5,0,6,4,2,2,8,16,1,0.357150,0.199179
1929,19,26,28,1,4,0,4,4,4,2,64,1,0.885244,0.676374
40611,40,24,17,0,8,12,2,1,1,64,2,1,0.514840,0.083674
41986,19,23,26,6,8,8,1,1,2,64,2,1,0.177154,0.064153
40159,48,25,43,0,6,6,2,1,1,64,2,1,1.492943,0.132355
5445,26,17,16,5,9,4,4,2,2,4,16,1,0.116882,0.120763
8097,26,17,18,4,1,5,4,4,4,1,64,1,0.277706,0.348253
3814,44,24,27,2,9,9,4,2,4,4,32,1,0.873031,0.430549
474,29,49,24,5,4,3,1,1,1,64,1,1,0.239430,0.053465
2054,43,52,17,5,8,8,4,4,2,2,32,1,0.506816,0.875978
8765,35,23,25,4,8,9,4,2,2,4,16,1,0.195855,0.274575
137,27,17,31,0,1,3,4,4,4,1,64,1,0.841451,1.130938
5126,21,20,40,1,3,1,4,2,4,4,32,1,0.555567,0.359356
8494,39,17,41,5,8,4,2,1,2,16,4,1,0.219405,0.120512
11590,20,26,54,4,6,12,1,1,2,32,2,1,0.175059,0.064889
2460,44,29,63,2,9,4,4,2,8,2,64,1,1.981248,1.704111
3935,18,37,24,6,1,1,2,4,4,2,32,1,0.255687,0.280778
40101,22,58,21,0,4,7,1,2,1,64,2,1,0.813658,0.102782
2501,62,59,45,6,7,6,4,4,2,2,32,1,2.335666,2.819417
3910,29,20,17,4,3,8,4,4,2,2,32,1,0.181281,0.240073
6854,21,34,44,1,4,9,1,2,4,8,8,1,0.316856,0.191755
28336,18,20,49,1,3,13,1,1,4,32,4,1,0.258538,0.103321
1780,17,19,19,6,1,5,2,4,4,2,32,1,0.171506,0.214847
13787,24,28,21,0,3,8,2,4,2,8,16,1,0.719674,0.276767
4725,21,16,45,1,5,6,2,2,4,8,16,1,0.489216,0.220709
28239,51,33,33,5,7,6,2,2,1,32,4,1,0.588630,0.197280
37429,38,22,58,5,2,5,1,1,2,32,2,1,0.331425,0.092552
12154,16,20,44,1,9,1,2,2,4,8,16,1,0.392729,0.211318
42281,51,44,28,2,9,9,2,1,1,64,2,1,0.862118,0.130035
3889,57,21,21,0,5,8,4,2,1,8,8,1,0.744178,0.177917
2976,64,42,20,3,0,3,4,4,2,4,32,1,0.348504,0.600469
794,44,19,21,1,6,1,8,2,4,1,64,1,0.707051,0.764739
7973,26,18,41,4,7,8,2,2,4,4,16,1,0.210181,0.164888
663,24,30,42,6,6,13,4,4,4,1,64,1,0.644623,1.425967
3697,27,36,37,5,6,4,1,1,1,64,1,1,0.241632,0.040625
3730,41,21,52,0,2,6,2,2,4,8,16,1,1.811122,0.675572
36850,25,59,43,6,3,1,1,2,1,32,2,1,0.412817,0.135816
4949,62,17,35,6,4,7,4,2,2,8,16,1,0.606911,0.563380
9867,60,35,24,4,4,10,2,2,1,32,4,1,0.418219,0.187327
465,34,29,48,1,4,10,4,4,4,1,64,1,1.848054,1.787389
3743,22,63,64,4,4,8,1,2,4,8,8,1,0.501097,0.510949
26639,52,28,23,6,6,9,2,2,1,16,4,1,0.275498,0.120677
24472,24,38,35,5,5,2,1,2,2,16,4,1,0.242952,0.098778
4149,32,50,18,5,4,1,4,4,2,4,32,1,0.454359,0.561967
7949,38,16,20,6,9,5,4,1,2,16,8,1,0.241142,0.111232
3991,18,40,34,2,7,11,1,4,2,8,8,1,0.381956,0.128254
30290,23,22,43,0,0,13,2,1,2,32,4,1,0.703500,0.093510
7834,23,18,21,6,8,0,2,2,2,16,8,1,0.194249,0.165905
21465,27,44,25,2,1,7,2,2,2,16,8,1,0.785627,0.196587
15640,42,24,18,6,7,11,8,4,2,2,64,1,0.492881,0.461684
15254,26,40,43,0,1,4,4,4,4,2,64,1,2.241581,5.041866
3392,25,46,31,4,5,4,2,4,2,4,16,1,0.277859,0.470785
31199,39,29,49,3,9,6,2,1,2,32,4,1,0.199145,0.144208
4430,22,18,30,0,4,4,2,2,4,8,16,1,0.604804,0.241636
9281,44,57,18,3,6,5,4,4,1,4,16,1,0.206921,2.775223
2822,31,23,47,5,4,1,4,2,4,2,32,1,0.443322,0.922610
24925,27,18,37,0,0,9,2,1,2,16,4,1,0.494824,0.065589
7788,59,50,56,3,3,6,4,2,2,4,16,1,0.673570,2.237835
18503,28,29,31,0,4,13,2,2,2,8,8,1,0.767018,0.213109
23526,51,25,17,3,5,3,4,1,1,16,4,1,0.074893,0.075303
6292,33,25,56,5,4,13,2,1,4,8,8,1,0.361586,0.289694
1451,42,41,33,2,6,4,2,1,1,64,2,1,0.803868,0.139837
1791,21,36,46,1,6,5,1,1,2,32,2,1,0.273313,0.075517
14991,24,22,44,1,7,1,2,2,2,8,8,1,0.321126,0.155343
17827,16,46,18,5,0,2,1,4,2,8,8,1,0.131714,0.075411
929,19,18,39,4,1,3,4,2,4,2,32,1,0.191156,0.324124
1506,31,39,60,3,7,12,1,1,2,64,2,1,0.237756,0.182167
44076,25,19,57,1,7,4,1,1,1,64,1,1,0.202399,0.034791
28675,20,48,58,5,1,6,1,2,2,32,4,1,0.511071,0.146082
2495,61,57,19,3,5,6,4,2,1,8,8,1,0.190495,0.397594
979,62,32,54,6,3,5,2,1,1,64,2,1,0.859291,0.248561
2010,35,59,26,5,1,4,4,4,2,2,32,1,0.625590,1.439743
32629,50,54,16,6,9,13,2,2,1,32,4,1,0.429291,0.135509
5318,49,27,63,3,7,8,4,2,4,4,32,1,0.602807,1.042226
1108,33,33,62,4,3,10,2,2,4,4,16,1,0.498150,0.716168
35680,45,16,19,5,2,10,2,1,1,32,2,1,0.122826,0.041166
1015,22,43,25,3,1,6,2,4,4,2,32,1,0.235510,2.055202
37578,26,52,34,6,4,3,1,2,1,32,2,1,0.317665,0.112665
25819,50,16,25,1,8,9,4,1,1,16,4,1,0.188355,0.078654
45749,19,23,57,3,2,4,1,1,1,64,1,1,0.060330,0.031668
494,21,23,41,5,5,5,2,4,4,2,32,1,0.346063,0.394853
11578,55,50,23,1,7,6,4,4,1,8,16,1,1.038837,0.539733
28354,47,42,18,2,4,2,2,2,1,32,4,1,0.633144,0.174647
45253,27,27,18,1,4,12,1,1,1,64,1,1,0.100878,0.025462
0,50,30,25,0,3,7,8,4,2,1,64,1,2.252061,1.464289
6863,46,43,18,6,0,2,4,2,1,8,8,1,0.290991,0.144520
10525,64,25,53,4,5,13,4,1,4,4,16,1,0.592516,0.571091
5025,23,25,23,3,1,12,4,4,2,4,32,1,0.174410,1.223086
4160,54,40,17,4,5,1,4,4,2,4,32,1,0.456910,0.625913
8875,29,19,29,3,8,8,4,2,2,4,16,1,0.115468,0.248322
2995,40,20,48,5,7,10,2,1,2,16,4,1,0.321690,0.118123
23144,26,22,60,6,7,5,1,1,4,16,4,1,0.278778,0.099856
31185,37,58,24,2,5,9,2,2,1,32,4,1,0.797815,0.155635
18908,64,33,25,2,9,7,4,2,1,16,8,1,1.018426,0.255580
4269,32,33,39,6,1,12,4,2,4,4,32,1,0.634715,0.788942
9965,34,40,21,1,3,10,2,2,1,32,4,1,0.391857,0.148704
11034,59,55,36,1,9,12,2,1,1,32,2,1,0.800777,0.171405
35811,27,58,19,5,5,1,1,2,1,32,2,1,0.225865,0.066551
9024,25,27,28,4,7,9,1,2,2,16,4,1,0.161466,0.076477
7165,46,45,64,0,4,5,2,2,2,16,8,1,4.218927,1.057771
4081,44,38,23,6,8,3,4,2,2,4,16,1,0.379492,0.511681
3094,29,43,33,3,6,13,2,4,4,2,32,1,0.305010,5.011490
29669,36,21,36,6,9,8,2,1,2,32,4,1,0.329031,0.109118
418,54,27,19,4,1,11,8,4,2,1,64,1,0.459877,3.373129
12114,27,30,34,2,3,11,1,1,2,32,2,1,0.322446,0.095586
4187,44,35,17,4,9,9,4,4,1,4,16,1,0.231501,0.205828
23740,29,25,49,4,3,5,2,1,2,16,4,1,0.222613,0.120877
3160,22,46,41,6,1,7,1,4,2,16,8,1,0.530409,0.210312
37249,17,54,61,4,1,5,1,1,2,32,2,1,0.290498,0.080594
3076,62,39,48,6,8,2,2,1,1,32,2,1,0.746612,0.197136
9994,27,41,27,0,6,11,2,4,2,4,16,1,0.999261,0.818588
32858,26,22,63,3,2,13,1,1,2,32,2,1,0.092356,0.089014
3958,42,44,49,2,0,5,2,4,4,2,32,1,1.909978,1.173908
39512,21,53,23,4,3,3,1,2,1,64,2,1,0.236534,0.084702
3300,30,20,44,1,2,10,4,2,4,2,32,1,0.527931,0.524068
30326,43,62,47,3,2,13,1,2,2,32,4,1,0.262182,0.390991
8199,38,50,23,5,1,6,2,4,2,4,16,1,0.462190,0.589155
23778,45,41,32,4,1,7,2,2,1,16,4,1,0.342254,0.132648
46737,50,23,53,4,1,13,1,1,1,64,1,1,0.302728,0.049569
41051,44,21,32,0,7,3,2,1,1,64,2,1,0.897249,0.111222
31681,33,22,21,6,2,7,2,2,1,32,4,1,0.227408,0.089947
1549,25,62,22,3,4,2,1,2,1,32,2,1,0.084595,0.107582
5367,23,20,29,6,9,10,4,2,4,4,32,1,0.338522,0.287334
3395,54,32,29,1,0,12,4,4,2,2,32,1,0.921275,0.703378
47401,27,58,35,1,3,9,1,1,1,64,1,1,0.339848,0.068925
6109,63,45,24,0,1,10,4,4,2,4,32,1,2.775849,3.954417
41553,46,64,54,5,8,10,1,2,1,64,2,1,1.172601,0.220412
10507,64,29,48,4,5,5,2,1,2,32,4,1,0.604780,0.181941
39787,50,51,21,3,7,4,1,2,1,64,2,1,0.207108,0.139102
18687,40,40,19,3,6,6,4,2,1,16,8,1,0.175538,0.200151
8180,16,54,17,5,1,9,1,4,2,16,8,1,0.267268,0.115086
37177,60,29,33,2,6,12,2,1,1,32,2,1,0.624559,0.121072
4734,47,53,25,2,3,3,4,4,2,2,32,1,1.211154,1.403806
162,51,21,21,0,8,0,4,1,1,16,4,1,0.575534,0.099022
27225,47,24,20,2,2,11,2,2,1,16,4,1,0.317383,0.091874
5410,32,40,42,6,4,8,2,4,4,4,32,1,0.741438,0.989674
36523,31,27,17,5,2,12,2,1,1,32,2,1,0.127190,0.041152
41550,41,50,23,6,2,10,1,2,1,64,2,1,0.463932,0.104141
44397,34,38,36,5,9,10,1,1,1,64,1,1,0.300006,0.043117
6764,41,63,17,2,7,9,4,4,2,2,32,1,1.025964,0.666675
12760,42,20,18,6,2,5,2,1,1,64,2,1,0.208287,0.059654
29920,31,63,43,0,6,13,1,2,2,32,4,1,2.348754,0.227136
44931,17,18,25,6,8,1,1,1,1,64,1,1,0.067047,0.020882
5713,18,33,18,0,3,7,2,4,2,8,16,1,0.659148,0.241673
1400,42,53,20,3,3,5,4,4,2,2,32,1,0.356277,0.991822
4693,24,27,26,5,2,1,2,4,4,4,32,1,0.346093,0.393401
4312,46,61,45,0,1,12,4,4,2,4,32,1,5.108788,10.245626
2295,58,39,64,1,0,13,4,2,4,4,32,1,2.370190,1.300881
23321,38,32,44,0,8,8,2,1,2,16,4,1,1.438660,0.221685
2772,22,16,38,4,1,11,2,1,4,16,8,1,0.207738,0.097844
5108,39,20,48,1,0,11,2,2,4,4,16,1,0.515065,0.276174
29301,48,40,35,0,9,4,2,2,1,32,4,1,1.915350,0.170465
41822,26,35,18,0,0,4,1,2,1,64,2,1,0.533833,0.065132
3162,17,32,34,3,2,13,1,1,2,64,2,1,0.123818,0.065982
928,25,25,51,3,8,10,4,2,4,4,32,1,0.283489,0.552809
21340,43,62,19,0,5,1,2,4,1,16,8,1,1.635144,0.247133
11631,35,63,24,0,6,3,1,2,1,32,2,1,1.289197,0.118922
5704,60,39,17,5,2,1,4,4,2,4,32,1,0.588352,0.909161
11304,31,47,29,3,0,1,1,2,1,32,2,1,0.098138,0.073766
5022,26,56,30,3,9,12,2,8,4,1,64,1,0.552297,1.451658
1565,27,48,20,6,0,7,2,4,1,8,8,1,0.238731,0.120883
43366,62,32,35,1,3,10,1,1,1,64,1,1,0.446774,0.092965
13633,24,55,35,3,3,13,1,1,1,64,1,1,0.090029,0.069029
1998,36,20,62,6,5,6,2,1,4,8,8,1,0.452240,0.290791
34023,38,63,36,4,9,4,1,2,1,32,2,1,0.419442,0.130497
39063,47,26,37,4,7,6,2,1,1,64,2,1,0.420173,0.101866
4935,21,31,48,3,0,2,2,2,4,8,16,1,0.208317,0.288912
4851,35,20,46,1,2,0,4,2,8,1,64,1,0.838454,1.024785
9222,17,27,27,0,0,9,2,4,2,4,16,1,0.459755,0.135753
21928,40,24,16,5,2,5,4,2,1,16,8,1,0.288595,0.115366
44096,29,52,53,0,7,13,1,1,1,64,1,1,1.845608,0.107746
2260,22,23,34,0,3,2,2,2,2,8,8,1,0.528805,0.155115
7777,44,34,28,6,3,5,2,2,2,16,8,1,0.558484,0.342841
18323,19,41,16,5,8,0,2,4,1,8,8,1,0.129671,0.098709
44686,43,29,41,4,0,12,1,1,1,64,1,1,0.257364,0.038483
4861,43,23,53,6,3,0,2,2,4,8,16,1,0.707050,0.768157
31367,50,54,19,4,4,10,2,2,1,32,4,1,0.413650,0.182537
8778,55,18,21,6,2,10,4,2,2,4,16,1,0.256006,0.304703
3999,58,25,19,0,4,6,8,2,2,4,32,1,1.186692,0.603627
46268,37,43,41,4,9,11,1,1,1,64,1,1,0.313617,0.053655
6844,34,41,32,4,5,2,4,4,2,2,32,1,0.459456,1.574896
7385,42,35,55,5,6,9,4,4,4,2,64,1,1.582675,3.895314
12840,17,19,17,6,2,3,2,4,2,8,16,1,0.175093,0.164816
1403,41,43,61,5,6,12,4,4,4,2,64,1,2.055183,7.439463
501,64,26,17,0,0,7,4,1,1,32,4,1,0.861786,0.088700
44919,34,55,32,3,4,2,1,1,1,64,1,1,0.095138,0.079200
8550,29,22,30,4,1,8,2,1,2,16,4,1,0.154056,0.074623
6773,58,16,41,0,7,5,4,1,2,8,8,1,1.091094,0.174561
20202,16,24,35,5,6,1,1,2,4,16,8,1,0.247728,0.116253
47297,46,42,27,5,1,5,1,1,1,64,1,1,0.340232,0.047117
5289,45,38,29,1,3,9,4,4,2,4,32,1,1.027763,0.932058
2632,32,43,40,6,8,0,2,4,4,2,32,1,0.712413,1.308635
586,33,18,38,4,0,0,4,2,4,2,32,1,0.261043,0.320401
47614,24,44,45,4,0,4,1,1,1,64,1,1,0.238047,0.036062
1604,19,16,64,5,2,7,4,2,8,2,64,1,0.495495,0.613137
37292,16,28,45,3,3,1,1,1,2,32,2,1,0.073190,0.051674
41581,61,51,34,4,5,3,2,1,1,64,2,1,0.639995,0.151852
7410,26,21,20,6,6,4,2,2,2,16,8,1,0.219369,0.134765
1292,24,27,16,0,1,12,1,2,1,32,2,1,0.263938,0.038959
20745,20,18,29,3,6,1,2,2,2,16,8,1,0.121582,0.133668
21234,42,30,20,0,8,11,4,2,1,16,8,1,0.931366,0.209839
13439,33,20,17,4,8,1,4,2,2,8,16,1,0.220751,0.220865
5201,27,50,17,1,7,6,2,4,2,4,16,1,0.427840,0.245923
42439,23,59,16,6,1,10,1,2,1,64,2,1,0.269400,0.063808
4934,44,36,34,6,6,5,4,4,2,4,32,1,0.780173,1.253652
3953,16,33,19,1,4,5,2,4,4,2,32,1,0.383838,0.291641
11519,20,40,16,2,0,5,1,2,1,32,2,1,0.172928,0.037278
10129,21,31,59,1,7,10,2,2,4,4,16,1,0.602836,0.347805
1133,48,52,44,0,5,3,4,4,4,1,64,1,4.914001,16.410239
12274,58,33,24,4,2,4,4,2,2,8,16,1,0.535852,0.588115
4901,23,26,44,1,3,13,2,4,4,4,32,1,0.674152,0.529688
33363,26,21,22,5,6,11,2,1,1,32,2,1,0.119834,0.043491
11313,60,31,60,0,0,10,2,1,1,32,2,1,2.849157,0.145372
362,57,21,17,2,3,2,4,1,1,16,4,1,0.259645,0.102184
20996,29,34,58,4,4,8,2,2,2,16,8,1,0.556035,0.385202
43953,61,56,35,0,8,0,1,1,1,64,1,1,2.800248,0.146164
37,36,42,22,5,5,8,4,4,4,1,64,1,0.805570,1.085169
1807,26,62,45,6,7,7,2,8,4,2,64,1,1.520145,1.679337
20789,17,39,27,4,7,1,1,4,2,16,8,1,0.276467,0.124930
8651,29,29,42,6,4,13,2,1,2,16,4,1,0.262858,0.133516
5132,36,64,22,5,2,8,2,4,2,8,16,1,0.681676,0.615903
2155,60,48,64,5,4,7,2,2,2,8,8,1,1.413669,1.138521
309,18,19,19,6,1,12,4,4,4,1,64,1,0.231934,0.549844
38565,23,28,61,1,8,4,1,1,2,64,2,1,0.402402,0.116417
32275,61,21,54,0,3,8,2,1,2,32,4,1,1.983004,0.237236
3271,23,36,21,0,3,6,2,2,2,16,8,1,0.776926,0.202182
1678,26,19,20,3,1,11,4,4,4,2,64,1,0.235619,1.667659
27071,38,19,16,3,3,6,4,1,1,16,4,1,0.060365,0.062351
7896,23,19,20,3,0,3,4,4,4,1,64,1,0.196062,0.373743
2790,19,55,18,3,9,5,2,4,1,16,8,1,0.149482,0.119295
1836,21,31,30,4,6,7,2,4,4,2,32,1,0.270394,0.522550
22409,63,30,39,2,8,5,4,1,2,16,8,1,1.258193,0.403123
12720,19,20,50,0,1,12,2,2,4,8,16,1,0.872810,0.289069
