m,n,p,avg,std
678,21619,1024,16,0.292768,0.00249783
679,28526,1024,16,0.324442,0.00427577
680,37641,1024,16,0.373094,0.00287438
681,49667,1024,16,0.383716,0.000702251
682,65536,1024,16,0.397068,0.000903461
683,86475,1024,16,0.433815,0.00105294
684,114105,1024,16,0.45808,0.00354501
685,150562,1024,16,0.514023,0.00193495
686,198668,1024,16,0.568995,0.00183825
687,262144,1024,16,0.639045,0.00427923
688,4096,1351,16,0.259888,0.00168094
689,5405,1351,16,0.296628,0.00301345
690,7132,1351,16,0.303612,0.00191952
691,9410,1351,16,0.346508,0.00434496
692,12417,1351,16,0.362687,0.00229238
693,16384,1351,16,0.385509,0.00646304
694,21619,1351,16,0.444687,0.00377238
695,28526,1351,16,0.498946,0.00433541
696,37641,1351,16,0.566883,0.000901233
697,49667,1351,16,0.586213,0.00373071
698,65536,1351,16,0.615821,0.00415595
699,86475,1351,16,0.658744,0.00364492
700,114105,1351,16,0.695536,0.0036529
701,150562,1351,16,0.776604,0.00534453
702,198668,1351,16,0.869669,0.00271159
703,262144,1351,16,0.975582,0.00813047
704,4096,1783,16,0.38007,0.00445501
705,5405,1783,16,0.432595,0.00313225
706,7132,1783,16,0.450476,0.00323825
707,9410,1783,16,0.50843,0.00211316
708,12417,1783,16,0.542086,0.00532612
709,16384,1783,16,0.570459,0.00347139
710,21619,1783,16,0.653279,0.00163066
711,28526,1783,16,0.724415,0.0039536
712,37641,1783,16,0.813928,0.00135871
713,49667,1783,16,0.836118,0.00130119
714,65536,1783,16,0.879277,0.00375673
715,86475,1783,16,0.949153,0.00177194
716,114105,1783,16,0.992515,0.00120326
717,150562,1783,16,1.11187,0.00266134
718,198668,1783,16,1.23406,0.00335106
719,262144,1783,16,1.37382,0.00345706
720,4096,2353,16,0.43376,0.00221153
721,5405,2353,16,0.494743,0.00502871
722,7132,2353,16,0.527012,0.002805
723,9410,2353,16,0.582803,0.00148152
724,12417,2353,16,0.635676,0.00205542
725,16384,2353,16,0.682029,0.00450152
726,21619,2353,16,0.724932,0.000972855
727,28526,2353,16,0.781347,0.00257913
728,37641,2353,16,0.810683,0.0054799
729,49667,2353,16,0.885747,0.00163985
730,65536,2353,16,0.97895,0.00165725
731,86475,2353,16,1.11013,0.00362953
732,114105,2353,16,1.27025,0.00527306
733,150562,2353,16,1.49765,0.00420773
734,198668,2353,16,1.76723,0.00447252
735,262144,2353,16,2.09899,0.00618252
736,4096,3104,16,0.625152,0.00249738
737,5405,3104,16,0.70132,0.00269714
738,7132,3104,16,0.768733,0.00300858
739,9410,3104,16,0.840872,0.00283003
740,12417,3104,16,0.930702,0.00120557
741,16384,3104,16,0.992374,0.00239819
742,21619,3104,16,1.05771,0.000760406
743,28526,3104,16,1.13672,0.00156586
744,37641,3104,16,1.178,0.00183914
745,49667,3104,16,1.28796,0.00192457
746,65536,3104,16,1.41967,0.00254141
747,86475,3104,16,1.60189,0.00337491
748,114105,3104,16,1.83575,0.00148121
749,150562,3104,16,2.16088,0.00153271
750,198668,3104,16,2.55276,0.00188212
751,262144,3104,16,3.01808,0.002105
752,4096,4096,16,0.645362,0.00117282
753,5405,4096,16,0.771631,0.00311302
754,7132,4096,16,0.85598,0.00403483
755,9410,4096,16,0.922241,0.00100483
756,12417,4096,16,0.993597,0.000639051
757,16384,4096,16,1.05562,0.00149081
758,21619,4096,16,1.1638,0.00155685
759,28526,4096,16,1.2875,0.00180837
760,37641,4096,16,1.4663,0.0040437
761,49667,4096,16,1.66295,0.00331161
762,65536,4096,16,1.96047,0.00124996
763,86475,4096,16,2.39917,0.00171798
764,114105,4096,16,2.97762,0.00258328
765,150562,4096,16,3.80546,0.00142363
766,198668,4096,16,4.88324,0.000901107
767,262144,4096,16,6.41706,0.00298042
768,8192,128,64,0.0130565,0.00940984
769,10809,128,64,0.014677,0.0103705
770,14263,128,64,0.0151986,0.0136965
771,18820,128,64,0.0174797,0.00983998
772,24834,128,64,0.0198191,0.00699235
773,32768,128,64,0.0238093,0.0900152
774,43238,128,64,0.0299183,0.101188
775,57052,128,64,0.0410839,0.118032
776,75281,128,64,0.0583585,0.0896938
777,99334,128,64,0.0964814,0.0714803
778,131072,128,64,0.140362,0.0858873
779,172951,128,64,0.219537,0.0893492
780,228210,128,64,0.35252,0.046859
781,301124,128,64,0.586896,0.0247832
782,397336,128,64,0.953073,0.036684
783,524288,128,64,1.65722,0.0245274
784,8192,169,64,0.0208312,0.0246094
785,10809,169,64,0.0246722,0.0249799
786,14263,169,64,0.0258179,0.0254403
787,18820,169,64,0.0322545,0.0208654
788,24834,169,64,0.036799,0.0109394
789,32768,169,64,0.043228,0.00965313
790,43238,169,64,0.0610167,0.0588513
791,57052,169,64,0.0841671,0.0622482
792,75281,169,64,0.127105,0.0940595
793,99334,169,64,0.19764,0.0877287
794,131072,169,64,0.285229,0.0423617
795,172951,169,64,0.533921,0.0431548
796,228210,169,64,0.864845,0.0351162
797,301124,169,64,1.47169,0.00915366
798,397336,169,64,2.45225,0.0206273
799,524288,169,64,4.02273,0.020742
800,8192,223,64,0.0304627,0.0143769
801,10809,223,64,0.0352633,0.0162467
802,14263,223,64,0.0371331,0.0272453
803,18820,223,64,0.0432563,0.0101781
804,24834,223,64,0.0500852,0.0340171
805,32768,223,64,0.0539882,0.00503266
806,43238,223,64,0.0689595,0.0160577
807,57052,223,64,0.0872008,0.0084086
808,75281,223,64,0.125134,0.0183798
809,99334,223,64,0.196153,0.0650702
810,131072,223,64,0.298292,0.0459035
811,172951,223,64,0.532036,0.0286786
812,228210,223,64,0.870153,0.0311437
813,301124,223,64,1.44627,0.0279108
814,397336,223,64,2.38991,0.0266958
815,524288,223,64,4.08768,0.0195888
816,8192,294,64,0.0488915,0.00982322
817,10809,294,64,0.0573872,0.009626
818,14263,294,64,0.0599482,0.0097888
819,18820,294,64,0.0708358,0.00964092
820,24834,294,64,0.0790594,0.00553409
821,32768,294,64,0.0909014,0.0034322
822,43238,294,64,0.117946,0.000682603
823,57052,294,64,0.150123,0.00702171
824,75281,294,64,0.219019,0.00741153
825,99334,294,64,0.325956,0.00585272
826,131072,294,64,0.509639,0.0083159
827,172951,294,64,0.835633,0.00452286
828,228210,294,64,1.4235,0.0326386
829,301124,294,64,2.34411,0.00088637
830,397336,294,64,4.22219,0.0215347
831,524288,294,64,7.19177,0.0163024
832,8192,388,64,0.0922317,0.00688902
833,10809,388,64,0.0963665,0.00328018
834,14263,388,64,0.100733,0.00288318
835,18820,388,64,0.119654,0.00915834
836,24834,388,64,0.133383,0.00932456
837,32768,388,64,0.170858,0.0146568
838,43238,388,64,0.208709,0.0165794
839,57052,388,64,0.285513,0.0260305
840,75281,388,64,0.413891,0.0340003
841,99334,388,64,0.655449,0.0297828
842,131072,388,64,1.00937,0.0451258
843,172951,388,64,1.61579,0.0302017
844,228210,388,64,2.65873,0.00704409
845,301124,388,64,4.26569,0.0252239
846,397336,388,64,7.38222,0.0099913
847,524288,388,64,9.97952,0.00196799
848,8192,512,64,0.092006,0.00149948
849,10809,512,64,0.107282,0.00804344
850,14263,512,64,0.112329,0.00529478
851,18820,512,64,0.127475,0.00473909
852,24834,512,64,0.142825,0.00991967
853,32768,512,64,0.161263,0.0114072
854,43238,512,64,0.204663,0.0132889
855,57052,512,64,0.258759,0.00809067
856,75281,512,64,0.361445,0.0148907
857,99334,512,64,0.535164,0.0268648
858,131072,512,64,0.797545,0.00979009
859,172951,512,64,1.24205,0.00140317
860,228210,512,64,2.03122,0.000719304
861,301124,512,64,2.64333,0.00218728
862,397336,512,64,2.67267,0.00118442
863,524288,512,64,2.73355,0.0375543
864,8192,676,64,0.147973,0.00457816
865,10809,676,64,0.171243,0.00413804
866,14263,676,64,0.179355,0.00486209
867,18820,676,64,0.202154,0.00505259
868,24834,676,64,0.22449,0.00660625
869,32768,676,64,0.255388,0.00115775
870,43238,676,64,0.319137,0.00153958
871,57052,676,64,0.40461,0.00535089
872,75281,676,64,0.568245,0.00281326
873,99334,676,64,0.816492,0.00188448
874,131072,676,64,1.24201,0.00125942
875,172951,676,64,2.01586,0.00106813
876,228210,676,64,3.3378,0.0307895
877,301124,676,64,4.28954,0.00034322
878,397336,676,64,4.3354,0.000733538
879,524288,676,64,4.37731,0.000749618
880,8192,891,64,0.206784,0.00458703
881,10809,891,64,0.240384,0.00228309
882,14263,891,64,0.252284,0.00220474
883,18820,891,64,0.286265,0.00531528
884,24834,891,64,0.308371,0.00399118
885,32768,891,64,0.348825,0.011503
886,43238,891,64,0.434214,0.00190258
887,57052,891,64,0.52988,0.0021063
888,75281,891,64,0.733587,0.00553934
889,99334,891,64,1.02861,0.00218564
890,131072,891,64,1.53349,0.000481142
891,172951,891,64,2.45499,0.000866667
892,228210,891,64,3.98222,0.00239642
893,301124,891,64,5.17631,0.000657889
894,397336,891,64,5.23374,0.000641903
895,524288,891,64,5.29595,0.00251641
896,8192,1176,64,0.256307,0.00315813
897,10809,1176,64,0.2957,0.00225638
898,14263,1176,64,0.314606,0.00249046
899,18820,1176,64,0.358103,0.00418872
900,24834,1176,64,0.39571,0.00130059
901,32768,1176,64,0.453278,0.0024613
902,43238,1176,64,0.572892,0.000734549
903,57052,1176,64,0.719683,0.00265226
904,75281,1176,64,1.01093,0.0022813
905,99334,1176,64,1.45567,0.00199419
906,131072,1176,64,2.2172,0.000789133
907,172951,1176,64,2.28253,0.000743632
908,228210,1176,64,2.32986,0.0003107
909,301124,1176,64,2.39653,0.00161231
910,397336,1176,64,2.48617,0.000837904
911,524288,1176,64,2.5474,0.000984052
912,8192,1552,64,0.379132,0.00244723
913,10809,1552,64,0.435122,0.00172473
914,14263,1552,64,0.461251,0.00325391
915,18820,1552,64,0.528024,0.00249666
916,24834,1552,64,0.578965,0.00329854
917,32768,1552,64,0.656858,0.00178398
918,43238,1552,64,0.824745,0.00296069
919,57052,1552,64,1.02679,0.00270883
920,75281,1552,64,1.44038,0.0263036
921,99334,1552,64,2.00245,0.000975823
922,131072,1552,64,3.02533,0.00119748
923,172951,1552,64,3.11355,0.00123232
924,228210,1552,64,3.17479,0.000565973
925,301124,1552,64,3.27072,0.000709456
926,397336,1552,64,3.40049,0.000388795
927,524288,1552,64,3.50135,0.00121501
928,8192,2048,64,0.435047,0.00127573
929,10809,2048,64,0.502641,0.00252083
930,14263,2048,64,0.530277,0.000533492
931,18820,2048,64,0.61245,0.00318083
932,24834,2048,64,0.680222,0.00148886
933,32768,2048,64,0.78259,0.00153858
934,43238,2048,64,0.983059,0.000732004
935,57052,2048,64,1.24471,0.000883326
936,75281,2048,64,1.50293,0.000254696
937,99334,2048,64,1.5332,0.00071844
938,131072,2048,64,1.58083,0.00103649
939,172951,2048,64,1.67676,0.000304988
940,228210,2048,64,1.77436,0.00118172
941,301124,2048,64,1.95278,0.00377717
942,397336,2048,64,2.12762,0.000561254
943,524288,2048,64,2.32324,0.000555818
944,8192,2702,64,0.72181,0.00101473
945,10809,2702,64,0.826427,0.000875565
946,14263,2702,64,0.878209,0.001495
947,18820,2702,64,0.997723,0.000690861
948,24834,2702,64,1.09078,0.00129087
949,32768,2702,64,1.27301,0.000227109
950,43238,2702,64,1.55563,0.000734892
951,57052,2702,64,1.94451,0.000258773
952,75281,2702,64,2.29529,0.000247719
953,99334,2702,64,2.38975,0.015271
954,131072,2702,64,2.4748,0.000390363
955,172951,2702,64,2.60974,0.000478887
956,228210,2702,64,2.8123,0.000563458
957,301124,2702,64,3.03413,0.000547464
958,397336,2702,64,3.32075,0.000425682
959,524288,2702,64,3.68306,0.000311503
960,8192,3566,64,0.950447,0.000614566
961,10809,3566,64,1.08232,0.00116125
962,14263,3566,64,1.16059,0.00123481
963,18820,3566,64,1.33374,0.00101018
964,24834,3566,64,1.47725,0.000736631
965,32768,3566,64,1.67622,0.00102527
966,43238,3566,64,2.0837,0.00161338
967,57052,3566,64,2.56848,0.00081281
968,75281,3566,64,3.07859,0.000802195
969,99334,3566,64,3.15158,0.000763367
970,131072,3566,64,3.29654,0.000406235
971,172951,3566,64,3.52181,0.0161936
972,228210,3566,64,3.68466,0.000655914
973,301124,3566,64,4.06381,0.000663896
974,397336,3566,64,4.50148,0.000258439
975,524288,3566,64,4.94478,0.00124012
976,8192,4705,64,1.07958,0.000478377
977,10809,4705,64,1.23668,0.000523034
978,14263,4705,64,1.35785,0.00173077
979,18820,4705,64,1.54216,0.00112202
980,24834,4705,64,1.76752,0.000591245
981,32768,4705,64,2.04589,0.000844415
982,43238,4705,64,2.21461,0.000424129
983,57052,4705,64,2.35768,0.000680862
984,75281,4705,64,2.50973,0.00115789
985,99334,4705,64,2.7042,0.000694979
986,131072,4705,64,2.97709,0.000299563
987,172951,4705,64,3.39165,0.000664021
988,228210,4705,64,3.87198,0.0115515
989,301124,4705,64,4.52124,0.000352501
990,397336,4705,64,5.25595,0.00102932
991,524288,4705,64,6.33698,0.000597645
992,8192,6208,64,1.5336,0.000370035
993,10809,6208,64,1.75783,0.00108046
994,14263,6208,64,1.96259,0.00644297
995,18820,6208,64,2.2357,0.000524747
996,24834,6208,64,2.57974,0.00747221
997,32768,6208,64,2.95953,0.000505119
998,43238,6208,64,3.24782,0.000384066
999,57052,6208,64,3.45123,0.0015266
1000,75281,6208,64,3.67338,0.000915965
1001,99334,6208,64,3.96001,0.000571441
1002,131072,6208,64,4.36726,0.000630756
1003,172951,6208,64,4.97154,0.000515305
1004,228210,6208,64,5.66588,0.000382783
1005,301124,6208,64,6.66463,0.000365369
1006,397336,6208,64,7.80909,0.000866786
1007,524288,6208,64,9.40102,0.00135313
1008,8192,8192,64,1.65338,0.000992583
1009,10809,8192,64,2.02742,0.000616646
1010,14263,8192,64,2.30861,0.00126797
1011,18820,8192,64,2.60599,0.000971369
1012,24834,8192,64,2.84154,0.000599475
1013,32768,8192,64,3.09032,0.00033826
1014,43238,8192,64,3.37621,0.000223706
1015,57052,8192,64,3.71026,0.000450476
1016,75281,8192,64,4.22048,0.000333816
1017,99334,8192,64,4.87548,0.000227657
1018,131072,8192,64,5.74622,0.000573842
1019,172951,8192,64,6.94762,0.000532122
1020,228210,8192,64,8.45204,0.000745662
1021,301124,8192,64,10.549,0.000299835
1022,397336,8192,64,13.2358,0.000772514
1023,524288,8192,64,16.9776,0.000632686
