m,n,p,avg,std
103,7132,84,1,0.00711684,0.00986229
104,9410,84,1,0.00724956,0.0138388
105,12417,84,1,0.0078594,0.014048
106,16384,84,1,0.00839313,0.00992913
107,21619,84,1,0.00965263,0.00994906
108,28526,84,1,0.0107898,0.0044554
109,37641,84,1,0.0121851,0.0075266
110,49667,84,1,0.0143666,0.00561994
111,65536,84,1,0.0171991,0.0339212
112,1024,111,1,0.00703919,0.0357891
113,1351,111,1,0.00718583,0.0323792
114,1783,111,1,0.00796113,0.0358907
115,2353,111,1,0.00837331,0.0356062
116,3104,111,1,0.00846013,0.025961
117,4096,111,1,0.0094452,0.0154932
118,5405,111,1,0.00965621,0.0179183
119,7132,111,1,0.00995507,0.0158144
120,9410,111,1,0.0111085,0.0100568
121,12417,111,1,0.0115202,0.00974175
122,16384,111,1,0.0138579,0.00717649
123,21619,111,1,0.0141984,0.013043
124,28526,111,1,0.0156748,0.00992747
125,37641,111,1,0.0183525,0.00554403
126,49667,111,1,0.0229738,0.00309309
127,65536,111,1,0.0243822,0.00441716
128,1024,147,1,0.0100916,0.034114
129,1351,147,1,0.0119582,0.0328526
130,1783,147,1,0.0122057,0.0332298
131,2353,147,1,0.0143384,0.0314061
132,3104,147,1,0.0142783,0.0237398
133,4096,147,1,0.0148061,0.0245787
134,5405,147,1,0.0183716,0.00564434
135,7132,147,1,0.019117,0.0095686
136,9410,147,1,0.0213538,0.00839546
137,12417,147,1,0.0221059,0.0107955
138,16384,147,1,0.0226039,0.0098336
139,21619,147,1,0.0251287,0.00985235
140,28526,147,1,0.0277586,0.00649265
141,37641,147,1,0.0308612,0.00813562
142,49667,147,1,0.0366208,0.00993208
143,65536,147,1,0.0390368,0.0165417
144,1024,194,1,0.0142445,0.0205899
145,1351,194,1,0.016658,0.0178942
146,1783,194,1,0.016962,0.0179509
147,2353,194,1,0.0199413,0.0192223
148,3104,194,1,0.0191925,0.034349
149,4096,194,1,0.0206706,0.0172491
150,5405,194,1,0.024691,0.00451508
151,7132,194,1,0.0241283,0.00553765
152,9410,194,1,0.027448,0.00324774
153,12417,194,1,0.0290644,0.00909192
154,16384,194,1,0.0297499,0.00984869
155,21619,194,1,0.033042,0.00909198
156,28526,194,1,0.0358498,0.00819923
157,37641,194,1,0.0401668,0.00903882
158,49667,194,1,0.0451622,0.00665059
159,65536,194,1,0.0514683,0.0133204
160,1024,256,1,0.0214972,0.105246
161,1351,256,1,0.0238498,0.0108199
162,1783,256,1,0.0244083,0.00996251
163,2353,256,1,0.0281546,0.0159151
164,3104,256,1,0.0262856,0.0215881
165,4096,256,1,0.0291026,0.0104775
166,5405,256,1,0.0339103,0.00582661
167,7132,256,1,0.034583,0.00930188
168,9410,256,1,0.0373839,0.00780405
169,12417,256,1,0.0394767,0.00411046
170,16384,256,1,0.0398284,0.00828553
171,21619,256,1,0.0447636,0.00353787
172,28526,256,1,0.0482081,0.00821153
173,37641,256,1,0.0549722,0.000714864
174,49667,256,1,0.0611763,0.00454239
175,65536,256,1,0.0705455,0.0097765
176,1024,338,1,0.0314177,0.00963095
177,1351,338,1,0.0376689,0.0144813
178,1783,338,1,0.0374554,0.0143953
179,2353,338,1,0.043693,0.0166128
180,3104,338,1,0.0439044,0.0161851
181,4096,338,1,0.0455104,0.00992278
182,5405,338,1,0.0550083,0.00617173
183,7132,338,1,0.0556802,0.00579467
184,9410,338,1,0.0604165,0.00609053
185,12417,338,1,0.0637278,0.00956166
186,16384,338,1,0.0645834,0.00738545
187,21619,338,1,0.0719217,0.0059316
188,28526,338,1,0.0764333,0.00356098
189,37641,338,1,0.0860865,0.00503095
190,49667,338,1,0.0953936,0.00439487
191,65536,338,1,0.106956,0.00998437
192,1024,446,1,0.0475948,0.00939043
193,1351,446,1,0.0566448,0.00920302
194,1783,446,1,0.0580965,0.0091673
195,2353,446,1,0.0672068,0.00698585
196,3104,446,1,0.0694266,0.00956181
197,4096,446,1,0.0712453,0.00338031
198,5405,446,1,0.0854926,0.00656997
199,7132,446,1,0.0865928,0.00623637
200,9410,446,1,0.093108,0.00568916
201,12417,446,1,0.096488,0.00792403
202,16384,446,1,0.0988853,0.00687734
203,21619,446,1,0.107466,0.00248187
204,28526,446,1,0.114217,0.00744062
205,37641,446,1,0.129223,0.00362421
206,49667,446,1,0.144733,0.00149116
207,65536,446,1,0.161777,0.00526451
208,1024,588,1,0.0640884,0.00874683
209,1351,588,1,0.0729504,0.00992578
210,1783,588,1,0.0801734,0.00497197
211,2353,588,1,0.0879087,0.00543025
212,3104,588,1,0.0939111,0.00692237
213,4096,588,1,0.093417,0.0094709
214,5405,588,1,0.103792,0.0069329
215,7132,588,1,0.109127,0.00729519
216,9410,588,1,0.118773,0.00432506
217,12417,588,1,0.127021,0.00445775
218,16384,588,1,0.140386,0.00563138
219,21619,588,1,0.161233,0.00605143
220,28526,588,1,0.18362,0.00631944
221,37641,588,1,0.220528,0.00286598
222,49667,588,1,0.263576,0.00672247
223,65536,588,1,0.312781,0.00787438
224,1024,776,1,0.0956491,0.00458945
225,1351,776,1,0.111088,0.00460572
226,1783,776,1,0.121014,0.00700708
227,2353,776,1,0.135948,0.0027598
228,3104,776,1,0.143603,0.00543297
229,4096,776,1,0.150643,0.00159098
230,5405,776,1,0.161332,0.00602243
231,7132,776,1,0.170851,0.00858384
232,9410,776,1,0.178113,0.00357145
233,12417,776,1,0.195889,0.00329647
234,16384,776,1,0.218394,0.00376015
235,21619,776,1,0.247562,0.00296888
236,28526,776,1,0.280434,0.00473466
237,37641,776,1,0.330495,0.00224974
238,49667,776,1,0.401351,0.0028314
239,65536,776,1,0.471037,0.00808159
240,1024,1024,1,0.100002,0.00177145
241,1351,1024,1,0.122293,0.00329715
242,1783,1024,1,0.137672,0.00416026
243,2353,1024,1,0.147813,0.0058361
244,3104,1024,1,0.154321,0.00622632
245,4096,1024,1,0.166707,0.00529815
246,5405,1024,1,0.186773,0.00315898
247,7132,1024,1,0.206427,0.0025494
248,9410,1024,1,0.23814,0.00545745
249,12417,1024,1,0.280827,0.0016351
250,16384,1024,1,0.327097,0.00194212
251,21619,1024,1,0.39059,0.00338327
252,28526,1024,1,0.473965,0.00292235
253,37641,1024,1,0.584668,0.00700485
254,49667,1024,1,0.737773,0.00921537
255,65536,1024,1,0.951799,0.00463156
256,2048,32,4,0.00192989,0.184889
257,2702,32,4,0.00243158,0.063733
258,3566,32,4,0.00297234,0.124339
259,4705,32,4,0.00401835,0.0403668
260,6208,32,4,0.00554109,0.0593498
261,8192,32,4,0.00871953,0.117953
262,10809,32,4,0.00828286,0.0387901
263,14263,32,4,0.00846603,0.0380699
264,18820,32,4,0.00859011,0.0267671
265,24834,32,4,0.0088194,0.0175615
266,32768,32,4,0.00910136,0.0151013
267,43238,32,4,0.00952057,0.0117559
268,57052,32,4,0.0105537,0.106838
269,75281,32,4,0.0110676,0.0130141
270,99334,32,4,0.0122976,0.00932194
271,131072,32,4,0.013109,0.0145277
272,2048,42,4,0.00248675,0.135428
273,2702,42,4,0.00298727,0.141398
274,3566,42,4,0.00322617,0.0523977
275,4705,42,4,0.0038329,0.111544
276,6208,42,4,0.00489762,0.0335458
277,8192,42,4,0.00658735,0.040407
278,10809,42,4,0.00912105,0.0390181
279,14263,42,4,0.00930502,0.0271528
280,18820,42,4,0.00947262,0.0240238
281,24834,42,4,0.00972635,0.0159524
282,32768,42,4,0.00996051,0.0151434
283,43238,42,4,0.0103961,0.014998
284,57052,42,4,0.0111368,0.0580387
285,75281,42,4,0.0119255,0.00772235
286,99334,42,4,0.0130222,0.00491126
287,131072,42,4,0.0145305,0.0053557
288,2048,56,4,0.00337509,0.0457894
289,2702,56,4,0.00337623,0.0743595
290,3566,56,4,0.00360159,0.0906558
291,4705,56,4,0.00465955,0.0383802
292,6208,56,4,0.00486954,0.0315091
293,8192,56,4,0.00628856,0.0617364
294,10809,56,4,0.00777247,0.0412491
295,14263,56,4,0.010257,0.0227228
296,18820,56,4,0.0107338,0.0182501
297,24834,56,4,0.0109816,0.0588855
298,32768,56,4,0.011251,0.0139423
299,43238,56,4,0.0115945,0.0249095
300,57052,56,4,0.012081,0.0304012
301,75281,56,4,0.0127715,0.0109247
302,99334,56,4,0.0136203,0.0160646
303,131072,56,4,0.0149078,0.0133617
304,2048,74,4,0.00444179,0.0407261
305,2702,74,4,0.00487074,0.0288384
306,3566,74,4,0.00506986,0.0470608
307,4705,74,4,0.0053033,0.0579109
308,6208,74,4,0.00622934,0.0217417
309,8192,74,4,0.00678353,0.0276219
310,10809,74,4,0.00833057,0.0415292
311,14263,74,4,0.00981021,0.0299621
312,18820,74,4,0.0122714,0.0111543
313,24834,74,4,0.013131,0.00990012
314,32768,74,4,0.0132119,0.0147059
315,43238,74,4,0.0139912,0.0071737
316,57052,74,4,0.0141557,0.0154541
317,75281,74,4,0.0148975,0.00982248
318,99334,74,4,0.0164299,0.00822302
319,131072,74,4,0.0175767,0.00780334
320,2048,97,4,0.00680511,0.0310445
321,2702,97,4,0.00688241,0.0219349
322,3566,97,4,0.00771927,0.0147843
323,4705,97,4,0.00791379,0.0275254
324,6208,97,4,0.00816886,0.0150114
325,8192,97,4,0.00938524,0.0109516
326,10809,97,4,0.0100347,0.0315933
327,14263,97,4,0.011861,0.00967512
328,18820,97,4,0.0164074,0.00971264
329,24834,97,4,0.0158246,0.00819434
330,32768,97,4,0.0169868,0.00632194
331,43238,97,4,0.0171359,0.00702771
332,57052,97,4,0.0183097,0.00715319
333,75281,97,4,0.0191339,0.00702101
334,99334,97,4,0.0208534,0.00660023
335,131072,97,4,0.022929,0.0033131
336,2048,128,4,0.0085465,0.0445176
337,2702,128,4,0.0097257,0.037401
338,3566,128,4,0.0100089,0.0405975
339,4705,128,4,0.0125076,0.00695642
340,6208,128,4,0.0127931,0.0113687
341,8192,128,4,0.0133892,0.0151681
342,10809,128,4,0.0151352,0.0112083
343,14263,128,4,0.0135519,0.041491
344,18820,128,4,0.0160151,0.0507084
345,24834,128,4,0.0172795,0.031124
346,32768,128,4,0.0201264,0.0571513
347,43238,128,4,0.0218981,0.0251026
348,57052,128,4,0.0217905,0.028733
349,75281,128,4,0.0245467,0.020017
350,99334,128,4,0.026027,0.0216988
351,131072,128,4,0.0276153,0.034211
352,2048,169,4,0.0142667,0.0266785
353,2702,169,4,0.0164716,0.0326684
354,3566,169,4,0.0170174,0.0223437
355,4705,169,4,0.0206846,0.00711739
356,6208,169,4,0.0211556,0.0147075
357,8192,169,4,0.0220975,0.0110362
358,10809,169,4,0.0252985,0.0166089
359,14263,169,4,0.0263997,0.0174372
360,18820,169,4,0.0308515,0.0127227
361,24834,169,4,0.0349827,0.0123149
362,32768,169,4,0.0415002,0.0128273
363,43238,169,4,0.0442838,0.0169999
364,57052,169,4,0.0498576,0.0825118
365,75281,169,4,0.0485673,0.0130972
366,99334,169,4,0.0511997,0.00987351
367,131072,169,4,0.0543246,0.00967066
368,2048,223,4,0.0208893,0.0119522
369,2702,223,4,0.0228116,0.02622
370,3566,223,4,0.0236,0.0172653
371,4705,223,4,0.0286619,0.00537135
372,6208,223,4,0.0293822,0.00991284
373,8192,223,4,0.0302031,0.00977892
374,10809,223,4,0.0349551,0.00953359
375,14263,223,4,0.0354076,0.0171146
376,18820,223,4,0.0409243,0.00995244
377,24834,223,4,0.0449553,0.00969229
378,32768,223,4,0.0519048,0.00802007
379,43238,223,4,0.0548225,0.00998742
380,57052,223,4,0.0565507,0.0098215
381,75281,223,4,0.060557,0.00986448
382,99334,223,4,0.064749,0.00923221
383,131072,223,4,0.0684432,0.00688785
384,2048,294,4,0.0315448,0.0106298
385,2702,294,4,0.0375892,0.00964571
386,3566,294,4,0.0378528,0.00335238
387,4705,294,4,0.0448614,0.00337776
388,6208,294,4,0.0463826,0.00385164
389,8192,294,4,0.0480633,0.00956684
390,10809,294,4,0.057211,0.00504706
391,14263,294,4,0.0591954,0.00882956
392,18820,294,4,0.0692753,0.00993769
393,24834,294,4,0.0767862,0.00837989
394,32768,294,4,0.0893358,0.00890252
395,43238,294,4,0.0950163,0.00873702
396,57052,294,4,0.0963318,0.00971495
397,75281,294,4,0.102716,0.00814478
398,99334,294,4,0.108029,0.00574316
399,131072,294,4,0.113678,0.0092948
400,2048,388,4,0.0586951,0.00930295
401,2702,388,4,0.062617,0.00323848
402,3566,388,4,0.0661395,0.00252129
403,4705,388,4,0.0774107,0.00316975
404,6208,388,4,0.0788714,0.00484285
405,8192,388,4,0.091128,0.00534641
406,10809,388,4,0.0951084,0.00307073
407,14263,388,4,0.0977686,0.00381409
408,18820,388,4,0.115368,0.00392729
409,24834,388,4,0.129179,0.00982437
410,32768,388,4,0.147503,0.00448911
411,43238,388,4,0.148628,0.00264945
412,57052,388,4,0.152986,0.00160545
413,75281,388,4,0.164219,0.00187669
414,99334,388,4,0.174011,0.00115384
415,131072,388,4,0.187124,0.0022937
416,2048,512,4,0.063861,0.00979589
417,2702,512,4,0.076245,0.00973134
418,3566,512,4,0.0759638,0.00730339
419,4705,512,4,0.0868234,0.00442705
420,6208,512,4,0.087981,0.00415917
421,8192,512,4,0.0902133,0.00540253
422,10809,512,4,0.103798,0.00694279
423,14263,512,4,0.107354,0.00987085
424,18820,512,4,0.11585,0.0095737
425,24834,512,4,0.118617,0.0096821
426,32768,512,4,0.122732,0.00627399
427,43238,512,4,0.134381,0.00591929
428,57052,512,4,0.143289,0.00989406
429,75281,512,4,0.165067,0.00822502
430,99334,512,4,0.184461,0.00963106
431,131072,512,4,0.204423,0.00749642
432,2048,676,4,0.100773,0.00992632
433,2702,676,4,0.118598,0.00988244
434,3566,676,4,0.119912,0.0053143
435,4705,676,4,0.137884,0.00336881
436,6208,676,4,0.141207,0.00567873
437,8192,676,4,0.144522,0.00983799
438,10809,676,4,0.168148,0.00780286
439,14263,676,4,0.174402,0.00343186
440,18820,676,4,0.188348,0.00813929
441,24834,676,4,0.193666,0.00864818
442,32768,676,4,0.198451,0.00653262
443,43238,676,4,0.218763,0.00484901
444,57052,676,4,0.23031,0.00390725
445,75281,676,4,0.259477,0.0040343
446,99334,676,4,0.29541,0.00646818
447,131072,676,4,0.330358,0.00349351
448,2048,891,4,0.143945,0.00348447
449,2702,891,4,0.165749,0.00759732
450,3566,891,4,0.171098,0.00772251
451,4705,891,4,0.192653,0.00449672
452,6208,891,4,0.201501,0.00282377
453,8192,891,4,0.205286,0.00614201
454,10809,891,4,0.23524,0.00794978
455,14263,891,4,0.248087,0.00324314
456,18820,891,4,0.266949,0.00581766
457,24834,891,4,0.271822,0.00741684
458,32768,891,4,0.284371,0.00311304
459,43238,891,4,0.308954,0.00552131
460,57052,891,4,0.32726,0.00147306
461,75281,891,4,0.364344,0.00183569
462,99334,891,4,0.408626,0.00388514
463,131072,891,4,0.461452,0.0159972
464,2048,1176,4,0.171369,0.0097361
465,2702,1176,4,0.198328,0.00225908
466,3566,1176,4,0.210603,0.00552391
467,4705,1176,4,0.231069,0.00210853
468,6208,1176,4,0.245083,0.00445857
469,8192,1176,4,0.253447,0.00525341
470,10809,1176,4,0.27647,0.00254239
471,14263,1176,4,0.290005,0.00137692
472,18820,1176,4,0.314826,0.00507556
473,24834,1176,4,0.328818,0.00370957
474,32768,1176,4,0.3611,0.00503057
475,43238,1176,4,0.423223,0.00330748
476,57052,1176,4,0.468082,0.00417933
477,75281,1176,4,0.570183,0.00313095
478,99334,1176,4,0.668492,0.00127719
479,131072,1176,4,0.797811,0.00402314
480,2048,1552,4,0.250366,0.00266258
481,2702,1552,4,0.289173,0.00312031
482,3566,1552,4,0.310581,0.00318788
483,4705,1552,4,0.334462,0.00563642
484,6208,1552,4,0.363868,0.0022359
485,8192,1552,4,0.374426,0.00354533
486,10809,1552,4,0.408178,0.00131179
487,14263,1552,4,0.431368,0.00273445
488,18820,1552,4,0.460259,0.00224879
489,24834,1552,4,0.481431,0.00317966
490,32768,1552,4,0.53668,0.00179933
491,43238,1552,4,0.622875,0.00199065
492,57052,1552,4,0.686589,0.00250363
493,75281,1552,4,0.828447,0.00258194
494,99334,1552,4,0.977028,0.0037663
495,131072,1552,4,1.15473,0.00446288
496,2048,2048,4,0.260671,0.00299019
497,2702,2048,4,0.313742,0.00406838
498,3566,2048,4,0.344552,0.00515798
499,4705,2048,4,0.365145,0.00327606
500,6208,2048,4,0.390221,0.00110382
501,8192,2048,4,0.414546,0.0012681
502,10809,2048,4,0.459971,0.00190008
503,14263,2048,4,0.505309,0.00313077
504,18820,2048,4,0.572859,0.00147404
505,24834,2048,4,0.661498,0.00139616
506,32768,2048,4,0.766657,0.00161881
507,43238,2048,4,0.919055,0.00189537
508,57052,2048,4,1.11476,0.00269097
509,75281,2048,4,1.36357,0.00518498
510,99334,2048,4,1.71422,0.00606422
511,131072,2048,4,2.17245,0.00378569
512,4096,64,16,0.00400857,0.080327
513,5405,64,16,0.00492061,0.060285
514,7132,64,16,0.00553261,0.0709307
515,9410,64,16,0.00687934,0.028618
516,12417,64,16,0.00849384,0.0371243
517,16384,64,16,0.0110095,0.0287938
518,21619,64,16,0.0184391,0.140343
519,28526,64,16,0.0295066,0.111926
520,37641,64,16,0.0487872,0.121326
521,49667,64,16,0.0838393,0.0800682
522,65536,64,16,0.11975,0.114139
523,86475,64,16,0.132372,0.125466
524,114105,64,16,0.133722,0.0918314
525,150562,64,16,0.102061,0.000927398
526,198668,64,16,0.126357,0.129284
527,262144,64,16,0.128391,0.138259
528,4096,84,16,0.00625465,0.0584348
529,5405,84,16,0.00716561,0.0453293
530,7132,84,16,0.00743762,0.0323534
531,9410,84,16,0.00821329,0.0392071
532,12417,84,16,0.00966733,0.0161326
533,16384,84,16,0.0112381,0.0177405
534,21619,84,16,0.0145929,0.0191856
535,28526,84,16,0.0233777,0.0757814
536,37641,84,16,0.0279379,0.0988087
537,49667,84,16,0.0439119,0.0834456
538,65536,84,16,0.0641002,0.00533218
539,86475,84,16,0.120679,0.105835
540,114105,84,16,0.134157,0.0923046
541,150562,84,16,0.138922,0.120629
542,198668,84,16,0.13446,0.0746692
543,262144,84,16,0.135312,0.100355
544,4096,111,16,0.00936542,0.0143315
545,5405,111,16,0.00955837,0.0215563
546,7132,111,16,0.0111467,0.112954
547,9410,111,16,0.0113127,0.011899
548,12417,111,16,0.0120225,0.0332048
549,16384,111,16,0.0140013,0.0136768
550,21619,111,16,0.0154859,0.0117263
551,28526,111,16,0.0191627,0.0116382
552,37641,111,16,0.0236763,0.00997712
553,49667,111,16,0.0314023,0.0130515
554,65536,111,16,0.0472365,0.0333929
555,86475,111,16,0.0853323,0.114435
556,114105,111,16,0.127543,0.106926
557,150562,111,16,0.134016,0.122949
558,198668,111,16,0.110337,0.0054412
559,262144,111,16,0.113385,0.0235208
560,4096,147,16,0.0149688,0.0358533
561,5405,147,16,0.0183913,0.0092773
562,7132,147,16,0.017795,0.00444387
563,9410,147,16,0.0206584,0.00969214
564,12417,147,16,0.0222142,0.00837831
565,16384,147,16,0.0238085,0.0152419
566,21619,147,16,0.0290661,0.0184904
567,28526,147,16,0.0345246,0.0155866
568,37641,147,16,0.0456212,0.0130802
569,49667,147,16,0.061244,0.0245549
570,65536,147,16,0.0886849,0.0409989
571,86475,147,16,0.143668,0.086376
572,114105,147,16,0.220465,0.0368367
573,150562,147,16,0.298603,0.0561282
574,198668,147,16,0.300568,0.0584012
575,262144,147,16,0.311971,0.0480284
576,4096,194,16,0.0212198,0.00922798
577,5405,194,16,0.0244454,0.00980578
578,7132,194,16,0.0251438,0.00983388
579,9410,194,16,0.0295685,0.0099445
580,12417,194,16,0.0309266,0.00580387
581,16384,194,16,0.0306089,0.0240992
582,21619,194,16,0.0366006,0.0177624
583,28526,194,16,0.0421758,0.0175821
584,37641,194,16,0.0541086,0.0132584
585,49667,194,16,0.0693918,0.00978969
586,65536,194,16,0.0947212,0.00933937
587,86475,194,16,0.144058,0.0204123
588,114105,194,16,0.226851,0.045012
589,150562,194,16,0.307278,0.0501712
590,198668,194,16,0.305598,0.0334247
591,262144,194,16,0.306358,0.0286519
592,4096,256,16,0.0287312,0.0158456
593,5405,256,16,0.0336699,0.00383297
594,7132,256,16,0.0347249,0.00921967
595,9410,256,16,0.0399053,0.00983236
596,12417,256,16,0.041764,0.00526334
597,16384,256,16,0.0415665,0.0121042
598,21619,256,16,0.0487087,0.0210608
599,28526,256,16,0.0535703,0.0161918
600,37641,256,16,0.0668834,0.00985826
601,49667,256,16,0.0828494,0.0264208
602,65536,256,16,0.106791,0.01192
603,86475,256,16,0.156439,0.00824619
604,114105,256,16,0.233143,0.00685289
605,150562,256,16,0.294646,0.00995764
606,198668,256,16,0.297165,0.00532569
607,262144,256,16,0.301401,0.00981248
608,4096,338,16,0.0453646,0.00969479
609,5405,338,16,0.0540404,0.00402615
610,7132,338,16,0.0551772,0.00476834
611,9410,338,16,0.0651788,0.00543294
612,12417,338,16,0.068226,0.0090135
613,16384,338,16,0.0694977,0.00991923
614,21619,338,16,0.0822558,0.010268
615,28526,338,16,0.093185,0.00858478
616,37641,338,16,0.116419,0.00803896
617,49667,338,16,0.144001,0.00814436
618,65536,338,16,0.189105,0.0147011
619,86475,338,16,0.278153,0.00999177
620,114105,338,16,0.444009,0.020012
621,150562,338,16,0.55378,0.027627
622,198668,338,16,0.546797,0.0118692
623,262144,338,16,0.549691,0.00961155
624,4096,446,16,0.0712353,0.00994193
625,5405,446,16,0.0855862,0.00649018
626,7132,446,16,0.0857154,0.00898728
627,9410,446,16,0.0990359,0.00963867
628,12417,446,16,0.104937,0.00413497
629,16384,446,16,0.108204,0.00244489
630,21619,446,16,0.128179,0.00957323
631,28526,446,16,0.141721,0.00999599
632,37641,446,16,0.177945,0.00378274
633,49667,446,16,0.215444,0.00365269
634,65536,446,16,0.282659,0.0034399
635,86475,446,16,0.412915,0.00482961
636,114105,446,16,0.626713,0.0154582
637,150562,446,16,0.792926,0.017723
638,198668,446,16,0.836193,0.0251163
639,262144,446,16,0.855828,0.0260184
640,4096,588,16,0.095158,0.00982088
641,5405,588,16,0.109603,0.00892886
642,7132,588,16,0.111421,0.00836021
643,9410,588,16,0.130676,0.00201208
644,12417,588,16,0.133758,0.00168033
645,16384,588,16,0.141291,0.00677796
646,21619,588,16,0.164467,0.00714235
647,28526,588,16,0.185269,0.0109676
648,37641,588,16,0.23071,0.00998676
649,49667,588,16,0.286878,0.00994254
650,65536,588,16,0.373172,0.00699672
651,86475,588,16,0.388082,0.0155262
652,114105,588,16,0.400193,0.0203256
653,150562,588,16,0.433446,0.0332893
654,198668,588,16,0.449209,0.016486
655,262144,588,16,0.477318,0.0397575
656,4096,776,16,0.159341,0.00470268
657,5405,776,16,0.168054,0.0059665
658,7132,776,16,0.174495,0.00970795
659,9410,776,16,0.201572,0.00497635
660,12417,776,16,0.210023,0.00403384
661,16384,776,16,0.242194,0.00815322
662,21619,776,16,0.260917,0.00992788
663,28526,776,16,0.29529,0.00485173
664,37641,776,16,0.368724,0.00349984
665,49667,776,16,0.460996,0.00980043
666,65536,776,16,0.576322,0.001446
667,86475,776,16,0.5969,0.00932653
668,114105,776,16,0.6246,0.00921713
669,150562,776,16,0.628757,0.00217835
670,198668,776,16,0.676075,0.0132667
671,262144,776,16,0.724137,0.0170253
672,4096,1024,16,0.171079,0.00337669
673,5405,1024,16,0.195561,0.0063611
674,7132,1024,16,0.198416,0.00674852
675,9410,1024,16,0.230389,0.00410499
676,12417,1024,16,0.239327,0.00372373
677,16384,1024,16,0.249971,0.00356286
