m,n,p,avg,std
144,8760,27,1,0.00239301,0.0553106
145,10018,27,1,0.00249453,0.0479816
146,11456,27,1,0.00263304,0.0458801
147,13101,27,1,0.00282872,0.0330184
148,14982,27,1,0.00294266,0.0411611
149,17133,27,1,0.00312597,0.0373103
150,19593,27,1,0.00335813,0.0298665
151,22406,27,1,0.00358479,0.0374445
152,25623,27,1,0.00392717,0.0383388
153,29302,27,1,0.00418227,0.0252505
154,33509,27,1,0.00470357,0.0213194
155,38320,27,1,0.00497428,0.0234748
156,43822,27,1,0.00548642,0.0253871
157,50113,27,1,0.00611477,0.0256577
158,57308,27,1,0.00674266,0.0288925
159,65536,27,1,0.00753895,0.0305359
160,1024,31,1,0.0016332,0.18641
161,1171,31,1,0.00162493,0.0884745
162,1339,31,1,0.00161874,0.0766095
163,1531,31,1,0.00171708,0.154687
164,1751,31,1,0.00175141,0.0628446
165,2003,31,1,0.00194046,0.121982
166,2290,31,1,0.00201472,0.105311
167,2619,31,1,0.00203644,0.0718803
168,2995,31,1,0.00202901,0.0563336
169,3425,31,1,0.00205003,0.0647032
170,3917,31,1,0.00208168,0.0594312
171,4479,31,1,0.0021848,0.0525504
172,5122,31,1,0.00224569,0.0492172
173,5858,31,1,0.00225388,0.057065
174,6699,31,1,0.00241253,0.0535009
175,7661,31,1,0.00244839,0.0509667
176,8760,31,1,0.00256605,0.0477475
177,10018,31,1,0.00265033,0.0513037
178,11456,31,1,0.0027763,0.0388421
179,13101,31,1,0.00297301,0.0379626
180,14982,31,1,0.00308647,0.0439917
181,17133,31,1,0.00328411,0.0345711
182,19593,31,1,0.00348667,0.0331645
183,22406,31,1,0.00407357,0.0141373
184,25623,31,1,0.00402063,0.0313147
185,29302,31,1,0.00435032,0.0346121
186,33509,31,1,0.00469831,0.0231603
187,38320,31,1,0.00514315,0.0222536
188,43822,31,1,0.00573871,0.0256384
189,50113,31,1,0.00734212,0.0130038
190,57308,31,1,0.00694267,0.0273537
191,65536,31,1,0.00759021,0.0234038
192,1024,36,1,0.00181791,0.08075
193,1171,36,1,0.00207475,0.155214
194,1339,36,1,0.00198774,0.0667761
195,1531,36,1,0.0020502,0.0549728
196,1751,36,1,0.00210308,0.132559
197,2003,36,1,0.00213152,0.0640799
198,2290,36,1,0.00228683,0.138119
199,2619,36,1,0.00242412,0.105731
200,2995,36,1,0.00250214,0.0841209
201,3425,36,1,0.00244851,0.0685234
202,3917,36,1,0.00246742,0.0531587
203,4479,36,1,0.00249791,0.0528255
204,5122,36,1,0.00260772,0.0425968
205,5858,36,1,0.00270514,0.0497727
206,6699,36,1,0.00273249,0.0525355
207,7661,36,1,0.00286297,0.0334958
208,8760,36,1,0.00299016,0.0991242
209,10018,36,1,0.00305134,0.0344593
210,11456,36,1,0.00314236,0.0382866
211,13101,36,1,0.00332396,0.0341492
212,14982,36,1,0.00346974,0.0318025
213,17133,36,1,0.00364529,0.0271622
214,19593,36,1,0.00388561,0.0341206
215,22406,36,1,0.0041316,0.0286462
216,25623,36,1,0.00441597,0.0288832
217,29302,36,1,0.00473361,0.0341057
218,33509,36,1,0.00600739,0.00781923
219,38320,36,1,0.00554692,0.0216594
220,43822,36,1,0.00607405,0.0303102
221,50113,36,1,0.00662845,0.0244809
222,57308,36,1,0.00734456,0.0384573
223,65536,36,1,0.00808735,0.0228291
224,1024,41,1,0.00209153,0.0913813
225,1171,41,1,0.00207183,0.0755015
226,1339,41,1,0.00235032,0.147579
227,1531,41,1,0.00228282,0.0621524
228,1751,41,1,0.00228275,0.0534688
229,2003,41,1,0.00239031,0.108662
230,2290,41,1,0.00238436,0.0574978
231,2619,41,1,0.00256112,0.112596
232,2995,41,1,0.0027349,0.0839097
233,3425,41,1,0.00275013,0.0578243
234,3917,41,1,0.002784,0.0564097
235,4479,41,1,0.00282755,0.0517042
236,5122,41,1,0.00284766,0.0511709
237,5858,41,1,0.00299308,0.0329053
238,6699,41,1,0.00307606,0.0335504
239,7661,41,1,0.00373104,0.0170982
240,8760,41,1,0.00328151,0.0308457
241,10018,41,1,0.00336435,0.0415343
242,11456,41,1,0.00354381,0.0295074
243,13101,41,1,0.00366262,0.0683336
244,14982,41,1,0.00384117,0.0306636
245,17133,41,1,0.00404613,0.0225828
246,19593,41,1,0.00430087,0.0231153
247,22406,41,1,0.00456786,0.0244132
248,25623,41,1,0.00494159,0.0760662
249,29302,41,1,0.00526263,0.0271589
250,33509,41,1,0.00567051,0.0240723
251,38320,41,1,0.00622365,0.030233
252,43822,41,1,0.00787225,0.00413709
253,50113,41,1,0.0074276,0.0395676
254,57308,41,1,0.0081874,0.032329
255,65536,41,1,0.00899609,0.0266221
256,1024,47,1,0.00241222,0.0761445
257,1171,47,1,0.00245084,0.0805575
258,1339,47,1,0.00240499,0.0760901
259,1531,47,1,0.00276886,0.122298
260,1751,47,1,0.00268041,0.0584377
261,2003,47,1,0.00268391,0.0446407
262,2290,47,1,0.00276456,0.116871
263,2619,47,1,0.00278182,0.047383
264,2995,47,1,0.00296729,0.102188
265,3425,47,1,0.00317171,0.0692289
266,3917,47,1,0.00318432,0.0471064
267,4479,47,1,0.00324317,0.0324835
268,5122,47,1,0.00326564,0.0346522
269,5858,47,1,0.0033249,0.0365784
270,6699,47,1,0.003535,0.0326725
271,7661,47,1,0.00357308,0.0319173
272,8760,47,1,0.00373509,0.0631994
273,10018,47,1,0.00384082,0.0310721
274,11456,47,1,0.00394061,0.0302918
275,13101,47,1,0.00413699,0.0266751
276,14982,47,1,0.00429443,0.0358727
277,17133,47,1,0.00450939,0.0233043
278,19593,47,1,0.00478946,0.0208414
279,22406,47,1,0.00660585,0.0321242
280,25623,47,1,0.0056286,0.0976483
281,29302,47,1,0.00591154,0.00979128
282,33509,47,1,0.00621234,0.0139503
283,38320,47,1,0.00869775,0.00811594
284,43822,47,1,0.00957838,0.0556613
285,50113,47,1,0.00942183,0.125422
286,57308,47,1,0.0116099,0.0367116
287,65536,47,1,0.0129517,0.0255199
288,1024,54,1,0.00343066,0.0745422
289,1171,54,1,0.00290465,0.0907034
290,1339,54,1,0.00336564,0.0789432
291,1531,54,1,0.00292292,0.0532222
292,1751,54,1,0.00376984,0.0310705
293,2003,54,1,0.00334809,0.0507453
294,2290,54,1,0.00392507,0.0217914
295,2619,54,1,0.00401028,0.0421306
296,2995,54,1,0.00374317,0.0884076
297,3425,54,1,0.00427088,0.0354947
298,3917,54,1,0.00425453,0.0225409
299,4479,54,1,0.00431255,0.0279833
300,5122,54,1,0.00482086,0.0301692
301,5858,54,1,0.00475394,0.0395521
302,6699,54,1,0.00463536,0.0895364
303,7661,54,1,0.00474517,0.100923
304,8760,54,1,0.00496664,0.00912642
305,10018,54,1,0.00472451,0.0890139
306,11456,54,1,0.00467383,0.0319492
307,13101,54,1,0.00600347,0.00986522
308,14982,54,1,0.00622921,0.0508294
309,17133,54,1,0.00621936,0.0733043
310,19593,54,1,0.00698438,0.0338569
311,22406,54,1,0.00674925,0.0994469
312,25623,54,1,0.00612922,0.0132065
313,29302,54,1,0.00659214,0.0189784
314,33509,54,1,0.00704725,0.0262575
315,38320,54,1,0.00804291,0.0101676
316,43822,54,1,0.00827525,0.0270302
317,50113,54,1,0.0117909,0.0322275
318,57308,54,1,0.0116543,0.112866
319,65536,54,1,0.0136715,0.0893657
320,1024,61,1,0.00386074,0.0430373
321,1171,61,1,0.00385734,0.0331158
322,1339,61,1,0.00352659,0.0647348
323,1531,61,1,0.00335991,0.038883
324,1751,61,1,0.00385066,0.0194008
325,2003,61,1,0.00430024,0.0373033
326,2290,61,1,0.00389872,0.0610481
327,2619,61,1,0.00382005,0.0331136
328,2995,61,1,0.00429202,0.0654213
329,3425,61,1,0.00448729,0.0562227
330,3917,61,1,0.00475532,0.0455041
331,4479,61,1,0.00477881,0.0430717
332,5122,61,1,0.0048108,0.0415996
333,5858,61,1,0.00557704,0.00976655
334,6699,61,1,0.00549488,0.018911
335,7661,61,1,0.00556328,0.0135668
336,8760,61,1,0.00566492,0.0609458
337,10018,61,1,0.00605046,0.0770208
338,11456,61,1,0.00618211,0.0309913
339,13101,61,1,0.00609285,0.0570917
340,14982,61,1,0.00661846,0.0567949
341,17133,61,1,0.00701846,0.0721292
342,19593,61,1,0.00722684,0.0737179
343,22406,61,1,0.00799372,0.0526309
344,25623,61,1,0.00827271,0.0509141
345,29302,61,1,0.00903382,0.043198
346,33509,61,1,0.0100691,0.0548738
347,38320,61,1,0.0106568,0.0076387
348,43822,61,1,0.0117058,0.0357925
349,50113,61,1,0.0121356,0.115151
350,57308,61,1,0.0112493,0.0340274
351,65536,61,1,0.0151853,0.053494
352,1024,70,1,0.00363287,0.0492
353,1171,70,1,0.00472243,0.0295838
354,1339,70,1,0.00475293,0.0410718
355,1531,70,1,0.00403081,0.0295335
356,1751,70,1,0.00452467,0.0772314
357,2003,70,1,0.00411847,0.0591674
358,2290,70,1,0.00529147,0.0550265
359,2619,70,1,0.00464946,0.0258951
360,2995,70,1,0.00546221,0.0166839
361,3425,70,1,0.00479622,0.0577965
362,3917,70,1,0.00561273,0.0131728
363,4479,70,1,0.00503767,0.0466193
364,5122,70,1,0.00575547,0.0268843
365,5858,70,1,0.00564853,0.0492263
366,6699,70,1,0.00651077,0.0540329
367,7661,70,1,0.00567878,0.0202161
368,8760,70,1,0.00671172,0.0177918
369,10018,70,1,0.00745735,0.0385464
370,11456,70,1,0.00699477,0.0463653
371,13101,70,1,0.00753927,0.0494366
372,14982,70,1,0.00788534,0.0925432
373,17133,70,1,0.00834464,0.0219075
374,19593,70,1,0.00863577,0.0445026
375,22406,70,1,0.00862817,0.0910989
376,25623,70,1,0.0102562,0.00960982
377,29302,70,1,0.00964507,0.0970422
378,33509,70,1,0.0112881,0.0602726
379,38320,70,1,0.0100438,0.0109079
380,43822,70,1,0.0108858,0.00952511
381,50113,70,1,0.0142552,0.0455611
382,57308,70,1,0.0155193,0.0810832
383,65536,70,1,0.0171636,0.0620107
384,1024,80,1,0.00398262,0.053003
385,1171,80,1,0.00401832,0.0527456
386,1339,80,1,0.00449166,0.0450572
387,1531,80,1,0.00483122,0.116403
388,1751,80,1,0.00451169,0.0403708
389,2003,80,1,0.00527618,0.0220698
390,2290,80,1,0.00531793,0.0133195
391,2619,80,1,0.00523857,0.0597662
392,2995,80,1,0.00601434,0.0145619
393,3425,80,1,0.00584811,0.0675856
394,3917,80,1,0.0052917,0.0601469
395,4479,80,1,0.00541627,0.0189026
396,5122,80,1,0.00599861,0.0649046
397,5858,80,1,0.00649595,0.00580789
398,6699,80,1,0.00667056,0.0538277
399,7661,80,1,0.00644226,0.0482865
400,8760,80,1,0.00700126,0.0713046
401,10018,80,1,0.00755743,0.0222436
402,11456,80,1,0.00789909,0.0800255
403,13101,80,1,0.00808032,0.0710775
404,14982,80,1,0.00700897,0.0124204
405,17133,80,1,0.00877755,0.0492096
406,19593,80,1,0.00771035,0.0128171
407,22406,80,1,0.00837262,0.0151808
408,25623,80,1,0.00856096,0.0125196
409,29302,80,1,0.00943486,0.0096478
410,33509,80,1,0.0113905,0.102799
411,38320,80,1,0.0133343,0.03453
412,43822,80,1,0.0139688,0.00324869
413,50113,80,1,0.0136521,0.105808
414,57308,80,1,0.0148042,0.107272
415,65536,80,1,0.0180209,0.077528
416,1024,92,1,0.00527574,0.0415957
417,1171,92,1,0.00525575,0.0367744
418,1339,92,1,0.00556496,0.106658
419,1531,92,1,0.00647054,0.108172
420,1751,92,1,0.00614413,0.0785889
421,2003,92,1,0.00619035,0.0496751
422,2290,92,1,0.00638851,0.0934254
423,2619,92,1,0.00624371,0.025332
424,2995,92,1,0.00699382,0.0455942
425,3425,92,1,0.00690765,0.0161089
426,3917,92,1,0.00697011,0.0152838
427,4479,92,1,0.00714499,0.0357292
428,5122,92,1,0.00714523,0.0127465
429,5858,92,1,0.00734456,0.0239015
430,6699,92,1,0.00800169,0.0131829
431,7661,92,1,0.00807176,0.0140302
432,8760,92,1,0.00816793,0.0112023
433,10018,92,1,0.00827073,0.0121676
434,11456,92,1,0.00841288,0.00988881
435,13101,92,1,0.00909637,0.0100298
436,14982,92,1,0.00987664,0.00994825
437,17133,92,1,0.0094124,0.00999857
438,19593,92,1,0.0103114,0.013239
439,22406,92,1,0.0113279,0.00959784
440,25623,92,1,0.01164,0.00980331
441,29302,92,1,0.0119645,0.00987429
442,33509,92,1,0.0130253,0.00668858
443,38320,92,1,0.014012,0.00564883
444,43822,92,1,0.0151816,0.0130403
445,50113,92,1,0.0175176,0.00487681
446,57308,92,1,0.0177227,0.0205843
447,65536,92,1,0.0193612,0.0348758
448,1024,105,1,0.00640864,0.0307716
449,1171,105,1,0.00643084,0.043336
450,1339,105,1,0.00657613,0.031655
451,1531,105,1,0.0065109,0.0290654
452,1751,105,1,0.00746478,0.0390211
453,2003,105,1,0.00751848,0.0330379
454,2290,105,1,0.00753154,0.0347243
455,2619,105,1,0.00763906,0.0396165
456,2995,105,1,0.00758079,0.0275399
457,3425,105,1,0.00853635,0.0293755
458,3917,105,1,0.00850743,0.0162227
459,4479,105,1,0.00854291,0.0126311
460,5122,105,1,0.00870508,0.0261489
461,5858,105,1,0.00879347,0.0114272
462,6699,105,1,0.00901444,0.0223531
463,7661,105,1,0.00997734,0.00670435
464,8760,105,1,0.0100764,0.00973466
465,10018,105,1,0.0101818,0.00954805
466,11456,105,1,0.0104944,0.0464237
467,13101,105,1,0.0104851,0.00912321
468,14982,105,1,0.0115212,0.0088943
469,17133,105,1,0.0118563,0.00691424
470,19593,105,1,0.012048,0.00680572
471,22406,105,1,0.0132222,0.00723235
472,25623,105,1,0.0136452,0.00976373
473,29302,105,1,0.0159245,0.0891689
474,33509,105,1,0.015388,0.00913113
475,38320,105,1,0.0167591,0.004607
476,43822,105,1,0.0179577,0.00243606
477,50113,105,1,0.0194109,0.00393898
478,57308,105,1,0.0211095,0.0230513
479,65536,105,1,0.0226946,0.0252154
480,1024,120,1,0.00732509,0.0293358
481,1171,120,1,0.00730218,0.0316901
482,1339,120,1,0.00736233,0.0321276
483,1531,120,1,0.00746789,0.0361617
484,1751,120,1,0.00749058,0.0308705
485,2003,120,1,0.00871613,0.0417108
486,2290,120,1,0.00860713,0.0388848
487,2619,120,1,0.0085784,0.0392321
488,2995,120,1,0.00887469,0.0344769
489,3425,120,1,0.0093371,0.0185651
490,3917,120,1,0.0104565,0.0285484
491,4479,120,1,0.0104772,0.0117619
492,5122,120,1,0.0106496,0.0098132
493,5858,120,1,0.0106576,0.0189857
494,6699,120,1,0.0108585,0.00982009
495,7661,120,1,0.0108068,0.0142311
496,8760,120,1,0.0119487,0.00993862
497,10018,120,1,0.0122878,0.00999958
498,11456,120,1,0.0124076,0.0164505
499,13101,120,1,0.0126656,0.00997767
500,14982,120,1,0.0126382,0.0133912
501,17133,120,1,0.0140862,0.00956884
502,19593,120,1,0.0153536,0.00980408
503,22406,120,1,0.0147232,0.00972152
504,25623,120,1,0.016542,0.00924621
505,29302,120,1,0.0184075,0.0593265
506,33509,120,1,0.0183502,0.00682174
507,38320,120,1,0.0187638,0.00418174
508,43822,120,1,0.0208514,0.00617271
509,50113,120,1,0.0231358,0.00942689
510,57308,120,1,0.023457,0.00389862
511,65536,120,1,0.025166,0.00403763
512,1024,137,1,0.0104204,0.0277366
513,1171,137,1,0.0111048,0.0264298
514,1339,137,1,0.0112842,0.0234679
515,1531,137,1,0.011487,0.0266573
516,1751,137,1,0.0116257,0.0229
517,2003,137,1,0.0129507,0.0231524
518,2290,137,1,0.0132435,0.0248447
519,2619,137,1,0.0133036,0.0217426
520,2995,137,1,0.0135523,0.0190436
521,3425,137,1,0.0137888,0.0139983
522,3917,137,1,0.0156293,0.00980969
523,4479,137,1,0.0160566,0.00990722
524,5122,137,1,0.0163132,0.00638132
525,5858,137,1,0.0165021,0.00616749
526,6699,137,1,0.0168019,0.00786719
527,7661,137,1,0.0173148,0.00854678
528,8760,137,1,0.0188358,0.00617207
529,10018,137,1,0.0191877,0.00723187
530,11456,137,1,0.0194149,0.00216391
531,13101,137,1,0.019739,0.00696786
532,14982,137,1,0.0198063,0.00117391
533,17133,137,1,0.0215895,0.00337911
534,19593,137,1,0.0223368,0.00573822
535,22406,137,1,0.0226051,0.00336944
536,25623,137,1,0.0245949,0.00381396
537,29302,137,1,0.0254005,0.00324589
538,33509,137,1,0.0271538,0.00433541
539,38320,137,1,0.0279128,0.00315966
540,43822,137,1,0.0304847,0.00434895
541,50113,137,1,0.0323323,0.00975081
542,57308,137,1,0.0344045,0.00333336
543,65536,137,1,0.0370029,0.00994391
544,1024,157,1,0.0111825,0.0249839
545,1171,157,1,0.0131423,0.0186487
546,1339,157,1,0.0134352,0.0169147
547,1531,157,1,0.013302,0.017132
548,1751,157,1,0.0134395,0.0204588
549,2003,157,1,0.013508,0.0162461
550,2290,157,1,0.0156901,0.0221406
551,2619,157,1,0.0158077,0.0162579
552,2995,157,1,0.016056,0.0631582
553,3425,157,1,0.0153768,0.0265224
554,3917,157,1,0.0157008,0.0213094
555,4479,157,1,0.0187041,0.00562287
556,5122,157,1,0.0193618,0.00992982
557,5858,157,1,0.0194788,0.00975006
558,6699,157,1,0.0199982,0.00612595
559,7661,157,1,0.0204657,0.0096812
560,8760,157,1,0.0222136,0.00981166
561,10018,157,1,0.0225939,0.00986278
562,11456,157,1,0.0228108,0.00972615
563,13101,157,1,0.0234653,0.00999277
564,14982,157,1,0.0234863,0.00979334
565,17133,157,1,0.0252204,0.00741397
566,19593,157,1,0.0259663,0.00999256
567,22406,157,1,0.0265394,0.00909781
568,25623,157,1,0.0288741,0.0239988
569,29302,157,1,0.0293814,0.00760291
570,33509,157,1,0.0309019,0.00870384
571,38320,157,1,0.0321609,0.0098648
572,43822,157,1,0.0344644,0.00819617
573,50113,157,1,0.0364646,0.00792059
574,57308,157,1,0.0380764,0.0129291
575,65536,157,1,0.0408464,0.0146645
576,1024,179,1,0.0127731,0.0246747
577,1171,179,1,0.0150977,0.0218614
578,1339,179,1,0.0151513,0.0203953
579,1531,179,1,0.0153984,0.0229864
580,1751,179,1,0.0154821,0.0214037
581,2003,179,1,0.0155514,0.0222321
582,2290,179,1,0.0181105,0.0221823
583,2619,179,1,0.0184495,0.0160382
584,2995,179,1,0.0177877,0.0276562
585,3425,179,1,0.0183392,0.0193365
586,3917,179,1,0.0185351,0.0209278
587,4479,179,1,0.0216656,0.0078308
588,5122,179,1,0.0227287,0.00859973
589,5858,179,1,0.0229964,0.00586857
590,6699,179,1,0.0234296,0.0056813
591,7661,179,1,0.0236356,0.00970075
592,8760,179,1,0.0258228,0.00952186
593,10018,179,1,0.0261444,0.00507582
594,11456,179,1,0.0264032,0.00826426
595,13101,179,1,0.0271265,0.00982782
596,14982,179,1,0.0273118,0.00955689
597,17133,179,1,0.029351,0.0097455
598,19593,179,1,0.0298715,0.00976085
599,22406,179,1,0.0307406,0.00941786
600,25623,179,1,0.032785,0.00854205
601,29302,179,1,0.0339146,0.00645498
602,33509,179,1,0.0356848,0.00943307
603,38320,179,1,0.0369421,0.00937082
604,43822,179,1,0.039789,0.0097915
605,50113,179,1,0.0418052,0.00924422
606,57308,179,1,0.0435313,0.00972731
607,65536,179,1,0.0469945,0.014554
608,1024,205,1,0.0150944,0.0155692
609,1171,205,1,0.0179163,0.0187693
610,1339,205,1,0.0181828,0.0163789
611,1531,205,1,0.0180783,0.015684
612,1751,205,1,0.0183513,0.0182655
613,2003,205,1,0.0183772,0.0201143
614,2290,205,1,0.0215058,0.0195443
615,2619,205,1,0.0206464,0.0328258
616,2995,205,1,0.0205164,0.0270332
617,3425,205,1,0.0211973,0.0250941
618,3917,205,1,0.0220275,0.0119413
619,4479,205,1,0.0259258,0.00487325
620,5122,205,1,0.0263096,0.00520736
621,5858,205,1,0.0263396,0.00065409
622,6699,205,1,0.0268492,0.00374635
623,7661,205,1,0.0271664,0.00984621
624,8760,205,1,0.0295425,0.009738
625,10018,205,1,0.0299064,0.00603585
626,11456,205,1,0.0303376,0.00702112
627,13101,205,1,0.0312952,0.00963874
628,14982,205,1,0.0317801,0.005643
629,17133,205,1,0.0343221,0.0170023
630,19593,205,1,0.0340802,0.00788662
631,22406,205,1,0.0352259,0.00821862
632,25623,205,1,0.0375115,0.0069722
633,29302,205,1,0.0390698,0.00292608
634,33509,205,1,0.0410726,0.00967949
635,38320,205,1,0.0426756,0.0042596
636,43822,205,1,0.0456202,0.00618935
637,50113,205,1,0.048594,0.00961992
638,57308,205,1,0.0505096,0.00970279
639,65536,205,1,0.0543442,0.00999107
640,1024,234,1,0.0178084,0.00993145
641,1171,234,1,0.0209679,0.0121327
642,1339,234,1,0.0216778,0.00981655
643,1531,234,1,0.0215008,0.00986821
644,1751,234,1,0.0217806,0.0112906
645,2003,234,1,0.0215572,0.0125096
646,2290,234,1,0.0250981,0.014172
647,2619,234,1,0.0238333,0.0275418
648,2995,234,1,0.0241081,0.0284716
649,3425,234,1,0.0246405,0.0208948
650,3917,234,1,0.0258184,0.0108898
651,4479,234,1,0.029905,0.00960476
652,5122,234,1,0.0301642,0.00939098
653,5858,234,1,0.0305668,0.0098855
654,6699,234,1,0.0309723,0.00941442
655,7661,234,1,0.0314472,0.00980038
656,8760,234,1,0.0343438,0.00971419
657,10018,234,1,0.0344166,0.00992541
658,11456,234,1,0.034759,0.00970869
659,13101,234,1,0.0361982,0.00896608
660,14982,234,1,0.0364889,0.00828347
661,17133,234,1,0.0386085,0.00971017
662,19593,234,1,0.0396562,0.00418867
663,22406,234,1,0.0411777,0.00955856
664,25623,234,1,0.0434591,0.00346529
665,29302,234,1,0.0456688,0.00429778
666,33509,234,1,0.0477386,0.00565106
667,38320,234,1,0.0496288,0.0095361
668,43822,234,1,0.0527121,0.00595024
669,50113,234,1,0.0561946,0.00436039
