m,n,k,avg,std
32768,64,64,64,3.7111e-05,0.424977
32769,75,64,64,3.82156e-05,0.304116
32770,88,64,64,3.59155e-05,0.323607
32771,102,64,64,4.68216e-05,0.310262
32772,120,64,64,4.01242e-05,0.362778
32773,140,64,64,4.83191e-05,0.323818
32774,164,64,64,4.87676e-05,0.332258
32775,191,64,64,5.95747e-05,0.252144
32776,224,64,64,5.11817e-05,0.321122
32777,262,64,64,6.15187e-05,0.274476
32778,306,64,64,6.3164e-05,0.333807
32779,358,64,64,7.17014e-05,0.36435
32780,419,64,64,7.80976e-05,0.238711
32781,490,64,64,8.23635e-05,0.233362
32782,573,64,64,9.11734e-05,0.214202
32783,670,64,64,0.000101627,0.213578
32784,783,64,64,0.000140769,0.146408
32785,916,64,64,0.000139359,0.143593
32786,1071,64,64,0.000186977,0.121109
32787,1252,64,64,0.000201727,0.135376
32788,1464,64,64,0.000220138,0.0967311
32789,1713,64,64,0.000266069,0.0792138
32790,2003,64,64,0.00031683,0.0770328
32791,2342,64,64,0.000428909,0.0653207
32792,2739,64,64,0.000461939,0.0695924
32793,3203,64,64,0.000476254,0.0663637
32794,3746,64,64,0.000530483,0.0635261
32795,4380,64,64,0.000605988,0.0559889
32796,5122,64,64,0.000697521,0.042824
32797,5990,64,64,0.000783876,0.0433636
32798,7005,64,64,0.000925421,0.00479169
32799,8192,64,64,0.00256005,0.00978249
32800,64,75,64,7.35166e-05,0.19932
32801,75,75,64,9.20851e-05,0.142859
32802,88,75,64,9.00092e-05,0.162903
32803,102,75,64,0.000109634,0.187224
32804,120,75,64,4.978e-05,0.538992
32805,140,75,64,5.50652e-05,0.314268
32806,164,75,64,5.55204e-05,0.33628
32807,191,75,64,6.96676e-05,0.223007
32808,224,75,64,5.8409e-05,0.293813
32809,262,75,64,7.2034e-05,0.231222
32810,306,75,64,7.30398e-05,0.234144
32811,358,75,64,8.39431e-05,0.232586
32812,419,75,64,9.22079e-05,0.196327
32813,490,75,64,9.65429e-05,0.239505
32814,573,75,64,0.000120544,0.151715
32815,670,75,64,0.000123225,0.154057
32816,783,75,64,0.000177414,0.148827
32817,916,75,64,0.000175634,0.112777
32818,1071,75,64,0.000222415,0.101868
32819,1252,75,64,0.000232952,0.0910419
32820,1464,75,64,0.000278624,0.086705
32821,1713,75,64,0.000328465,0.0736213
32822,2003,75,64,0.00040757,0.153757
32823,2342,75,64,0.000514581,0.0558225
32824,2739,75,64,0.00055283,0.0590361
32825,3203,75,64,0.000574119,0.0683816
32826,3746,75,64,0.00063094,0.0539484
32827,4380,75,64,0.000726842,0.0450952
32828,5122,75,64,0.000843237,0.0321323
32829,5990,75,64,0.000956685,0.00466938
32830,7005,75,64,0.00110339,0.0154557
32831,8192,75,64,0.00299294,0.00973376
32832,64,88,64,7.48396e-05,0.185727
32833,75,88,64,9.49528e-05,0.144986
32834,88,88,64,0.000103961,0.147938
32835,102,88,64,0.000113191,0.190449
32836,120,88,64,0.000115225,0.175154
32837,140,88,64,5.60996e-05,0.39454
32838,164,88,64,5.49705e-05,0.293308
32839,191,88,64,6.93469e-05,0.245275
32840,224,88,64,5.95782e-05,0.317424
32841,262,88,64,7.25974e-05,0.232717
32842,306,88,64,7.38773e-05,0.238239
32843,358,88,64,8.584e-05,0.21719
32844,419,88,64,9.18926e-05,0.204616
32845,490,88,64,0.000105076,0.179541
32846,573,88,64,0.000116708,0.19297
32847,670,88,64,0.000129163,0.148403
32848,783,88,64,0.000187058,0.105332
32849,916,88,64,0.000179244,0.0991177
32850,1071,88,64,0.00023403,0.0909144
32851,1252,88,64,0.00025061,0.0780074
32852,1464,88,64,0.000288307,0.0806587
32853,1713,88,64,0.000338526,0.0671121
32854,2003,88,64,0.000398438,0.0735968
32855,2342,88,64,0.000542021,0.0499294
32856,2739,88,64,0.000616959,0.049071
32857,3203,88,64,0.000581213,0.057762
32858,3746,88,64,0.000666534,0.047024
32859,4380,88,64,0.000737106,0.0431725
32860,5122,88,64,0.000855283,0.0319479
32861,5990,88,64,0.000968005,0.00612343
32862,7005,88,64,0.00109672,0.0178178
32863,8192,88,64,0.00354905,0.00667262
32864,64,102,64,4.42637e-05,0.372665
32865,75,102,64,7.07256e-05,0.182953
32866,88,102,64,6.80896e-05,0.196211
32867,102,102,64,8.17186e-05,0.160688
32868,120,102,64,8.33795e-05,0.16353
32869,140,102,64,9.72396e-05,0.15971
32870,164,102,64,6.42355e-05,0.372363
32871,191,102,64,7.76856e-05,0.201517
32872,224,102,64,6.69297e-05,0.352159
32873,262,102,64,8.25075e-05,0.220898
32874,306,102,64,8.37442e-05,0.223547
32875,358,102,64,9.34987e-05,0.202104
32876,419,102,64,0.000113263,0.173634
32877,490,102,64,0.000113682,0.168242
32878,573,102,64,0.000138722,0.124771
32879,670,102,64,0.000165934,0.100103
32880,783,102,64,0.000209845,0.136288
32881,916,102,64,0.00022166,0.13226
32882,1071,102,64,0.000275765,0.074501
32883,1252,102,64,0.000291777,0.078007
32884,1464,102,64,0.000339717,0.0986973
32885,1713,102,64,0.00039256,0.0756315
32886,2003,102,64,0.000457556,0.0662347
32887,2342,102,64,0.000604333,0.0501112
32888,2739,102,64,0.000658387,0.0570447
32889,3203,102,64,0.000653244,0.0508507
32890,3746,102,64,0.000733952,0.0507523
32891,4380,102,64,0.000841362,0.0303614
32892,5122,102,64,0.00096469,0.0191564
32893,5990,102,64,0.00109903,0.0156479
32894,7005,102,64,0.00127143,0.0135042
32895,8192,102,64,0.00384579,0.00865854
32896,64,120,64,6.18505e-05,0.248503
32897,75,120,64,7.3487e-05,0.290453
32898,88,120,64,9.27097e-05,0.146194
32899,102,120,64,0.000114924,0.134182
32900,120,120,64,0.000116334,0.117973
32901,140,120,64,0.000136242,0.166651
32902,164,120,64,0.000152265,0.0900277
32903,191,120,64,0.000115594,0.119295
32904,224,120,64,0.000111501,0.116215
32905,262,120,64,0.000129424,0.12319
32906,306,120,64,0.000148321,0.152367
32907,358,120,64,0.000165614,0.110288
32908,419,120,64,0.000190856,0.108871
32909,490,120,64,0.000224705,0.0940476
32910,573,120,64,0.000257655,0.0957875
32911,670,120,64,0.000320574,0.072254
32912,783,120,64,0.00036661,0.068979
32913,916,120,64,0.000426498,0.0710325
32914,1071,120,64,0.000498879,0.0501958
32915,1252,120,64,0.00056106,0.0560967
32916,1464,120,64,0.000643257,0.0455889
32917,1713,120,64,0.000750418,0.0357009
32918,2003,120,64,0.000868549,0.00937669
32919,2342,120,64,0.00108675,0.011803
32920,2739,120,64,0.00121074,0.0214316
32921,3203,120,64,0.00128998,0.0211577
32922,3746,120,64,0.00149777,0.0174035
32923,4380,120,64,0.000998157,0.0023577
32924,5122,120,64,0.00114099,0.012198
32925,5990,120,64,0.00128291,0.0122248
32926,7005,120,64,0.00147593,0.0138353
32927,8192,120,64,0.0045643,0.00894167
32928,64,140,64,6.02779e-05,0.188884
32929,75,140,64,7.2458e-05,0.184376
32930,88,140,64,6.9827e-05,0.184484
32931,102,140,64,0.000123885,0.121888
32932,120,140,64,0.000125578,0.11317
32933,140,140,64,0.000148291,0.102906
32934,164,140,64,0.000169607,0.0897632
32935,191,140,64,0.000205479,0.095691
32936,224,140,64,0.000115512,0.124497
32937,262,140,64,0.00013294,0.176374
32938,306,140,64,0.000147513,0.16271
32939,358,140,64,0.00017416,0.110087
32940,419,140,64,0.000199518,0.11473
32941,490,140,64,0.000228987,0.103825
32942,573,140,64,0.000288936,0.0955237
32943,670,140,64,0.000323407,0.0717532
32944,783,140,64,0.000382871,0.0627814
32945,916,140,64,0.000429942,0.061273
32946,1071,140,64,0.00050859,0.0513909
32947,1252,140,64,0.000573149,0.0486376
32948,1464,140,64,0.000654271,0.042865
32949,1713,140,64,0.000758692,0.0314341
32950,2003,140,64,0.000858388,0.0290368
32951,2342,140,64,0.00109201,0.0148817
32952,2739,140,64,0.00111358,0.0135782
32953,3203,140,64,0.00128321,0.0143901
32954,3746,140,64,0.00149797,0.0161766
32955,4380,140,64,0.00101813,0.00983788
32956,5122,140,64,0.00119018,0.0111458
32957,5990,140,64,0.0013297,0.0173568
32958,7005,140,64,0.00153277,0.0148317
32959,8192,140,64,0.00450082,0.00796711
32960,64,164,64,6.36036e-05,0.316043
32961,75,164,64,7.69679e-05,0.301326
32962,88,164,64,7.2037e-05,0.282045
32963,102,164,64,7.81018e-05,0.15902
32964,120,164,64,9.26349e-05,0.1424
32965,140,164,64,0.000108829,0.123479
32966,164,164,64,0.000119728,0.115501
32967,191,164,64,0.000147617,0.117363
32968,224,164,64,0.000148018,0.11642
32969,262,164,64,0.000137205,0.150062
32970,306,164,64,0.000158126,0.122371
32971,358,164,64,0.000190881,0.12759
32972,419,164,64,0.000214067,0.108607
32973,490,164,64,0.0002557,0.098497
32974,573,164,64,0.000290848,0.0867529
32975,670,164,64,0.000351111,0.0948936
32976,783,164,64,0.000389523,0.0701104
32977,916,164,64,0.000446234,0.0719652
32978,1071,164,64,0.000531132,0.0425906
32979,1252,164,64,0.000597576,0.0394028
32980,1464,164,64,0.000668781,0.0427948
32981,1713,164,64,0.000770506,0.0336814
32982,2003,164,64,0.000870416,0.0275435
32983,2342,164,64,0.0010142,0.00325156
32984,2739,164,64,0.00123231,0.0121044
32985,3203,164,64,0.00131646,0.00993524
32986,3746,164,64,0.00151231,0.00941399
32987,4380,164,64,0.00116871,0.0166084
32988,5122,164,64,0.00136196,0.0260474
32989,5990,164,64,0.00154435,0.0160948
32990,7005,164,64,0.00176644,0.0140574
32991,8192,164,64,0.00519841,0.00769839
32992,64,191,64,0.000105966,0.121245
32993,75,191,64,0.000138124,0.0956593
32994,88,191,64,0.000133218,0.0994819
32995,102,191,64,0.000166905,0.082625
32996,120,191,64,0.000171547,0.0800024
32997,140,191,64,0.000205862,0.100431
32998,164,191,64,0.000233072,0.0847323
32999,191,191,64,0.000287026,0.0507109
33000,224,191,64,0.000299511,0.0706969
33001,262,191,64,0.00036267,0.0631045
33002,306,191,64,0.000436239,0.0337936
33003,358,191,64,0.000506002,0.0363539
33004,419,191,64,0.000602128,0.02934
33005,490,191,64,0.000687383,0.0239366
33006,573,191,64,0.000816229,0.00720316
33007,670,191,64,0.000945796,0.0068158
33008,783,191,64,0.00110038,0.00986818
33009,916,191,64,0.00123887,0.0098164
33010,1071,191,64,0.00145931,0.00852425
33011,1252,191,64,0.00166059,0.00923666
33012,1464,191,64,0.0019029,0.00612296
33013,1713,191,64,0.00222185,0.00461315
33014,2003,191,64,0.00258184,0.00272722
33015,2342,191,64,0.00305844,0.00773067
33016,2739,191,64,0.00347805,0.00349169
33017,3203,191,64,0.00402867,0.00145986
33018,3746,191,64,0.00467316,0.00249543
33019,4380,191,64,0.00138662,0.0205307
33020,5122,191,64,0.00162533,0.0323235
33021,5990,191,64,0.00181739,0.0130088
33022,7005,191,64,0.00210667,0.00962358
33023,8192,191,64,0.00622677,0.00959864
33024,64,224,64,4.59797e-05,0.253012
33025,75,224,64,5.80857e-05,0.252331
33026,88,224,64,5.32676e-05,0.274022
33027,102,224,64,6.43672e-05,0.236933
33028,120,224,64,6.08011e-05,0.224815
33029,140,224,64,7.06388e-05,0.199057
33030,164,224,64,7.65148e-05,0.184815
33031,191,224,64,9.51849e-05,0.191007
33032,224,224,64,9.23301e-05,0.17114
33033,262,224,64,0.000118884,0.197978
33034,306,224,64,0.000127499,0.152278
33035,358,224,64,0.000158324,0.146428
33036,419,224,64,0.000203245,0.149021
33037,490,224,64,0.000241225,0.0919434
33038,573,224,64,0.000283773,0.0973601
33039,670,224,64,0.000324296,0.0943522
33040,783,224,64,0.000374344,0.0941064
33041,916,224,64,0.000410158,0.0785555
33042,1071,224,64,0.000478625,0.0707138
33043,1252,224,64,0.00053972,0.0660325
33044,1464,224,64,0.000577461,0.0600585
33045,1713,224,64,0.000664135,0.0466088
33046,2003,224,64,0.000804972,0.0370562
33047,2342,224,64,0.000891025,0.00422656
33048,2739,224,64,0.00100424,0.0109351
33049,3203,224,64,0.0011398,0.0142495
33050,3746,224,64,0.00136005,0.0148257
33051,4380,224,64,0.00146636,0.015156
33052,5122,224,64,0.00175073,0.0141764
33053,5990,224,64,0.00196702,0.00483331
33054,7005,224,64,0.00225466,0.0094771
33055,8192,224,64,0.00937338,0.0313237
33056,64,262,64,6.96831e-05,0.178506
33057,75,262,64,9.24509e-05,0.174906
33058,88,262,64,8.6682e-05,0.174094
33059,102,262,64,0.000107134,0.149524
33060,120,262,64,0.000108622,0.208301
33061,140,262,64,0.000131135,0.180109
33062,164,262,64,0.000141849,0.167471
33063,191,262,64,0.00017635,0.120621
33064,224,262,64,0.000180609,0.10903
33065,262,262,64,0.000225228,0.122609
33066,306,262,64,0.000256175,0.103934
33067,358,262,64,0.000318127,0.0786456
33068,419,262,64,0.0003864,0.0616067
33069,490,262,64,0.000449101,0.0858953
33070,573,262,64,0.000513179,0.0626299
33071,670,262,64,0.000625691,0.0483539
33072,783,262,64,0.000711148,0.0520232
33073,916,262,64,0.000832743,0.0411675
33074,1071,262,64,0.000963346,0.00285619
33075,1252,262,64,0.0010919,0.00544533
33076,1464,262,64,0.0012492,0.00986336
33077,1713,262,64,0.00144463,0.0152332
33078,2003,262,64,0.00167201,0.0136407
33079,2342,262,64,0.0019086,0.00126246
33080,2739,262,64,0.00222806,0.0097079
33081,3203,262,64,0.00256972,0.00937054
33082,3746,262,64,0.00296957,0.00169559
33083,4380,262,64,0.00345453,0.00596603
33084,5122,262,64,0.00365179,0.0268543
33085,5990,262,64,0.00458518,0.003153
33086,7005,262,64,0.00541651,0.0039231
33087,8192,262,64,0.014099,0.00580596
33088,64,306,64,9.35114e-05,0.145123
33089,75,306,64,0.000122921,0.136034
33090,88,306,64,0.000117632,0.13192
33091,102,306,64,0.000151693,0.12336
33092,120,306,64,0.000146176,0.0964805
33093,140,306,64,0.000181196,0.128208
33094,164,306,64,0.000211859,0.089946
33095,191,306,64,0.000254408,0.0828756
33096,224,306,64,0.000263047,0.081998
33097,262,306,64,0.00035161,0.0724276
33098,306,306,64,0.00037897,0.0680724
33099,358,306,64,0.000470771,0.0608371
33100,419,306,64,0.000558104,0.0519592
33101,490,306,64,0.000648328,0.0454553
33102,573,306,64,0.000765542,0.0365141
