m,n,k,avg,std
512,64,64,64,3.75264e-05,0.615471
513,128,64,64,4.3402e-05,0.373305
514,256,64,64,5.65594e-05,0.419557
515,512,64,64,8.86176e-05,0.212516
516,1024,64,64,0.00015965,0.171315
517,2048,64,64,0.000501455,0.0623178
518,4096,64,64,0.00111683,0.012605
519,8192,64,64,0.002689,0.00728627
520,64,128,64,6.07973e-05,0.214449
521,128,128,64,5.68561e-05,0.247197
522,256,128,64,0.000141538,0.125409
523,512,128,64,0.000276635,0.0708676
524,1024,128,64,0.000579472,0.0514988
525,2048,128,64,0.00127834,0.0113729
526,4096,128,64,0.00184623,0.00980989
527,8192,128,64,0.00435774,0.00502515
528,64,256,64,5.30093e-05,0.280144
529,128,256,64,7.91868e-05,0.216156
530,256,256,64,0.000145344,0.147157
531,512,256,64,0.000322724,0.0935165
532,1024,256,64,0.000811629,0.0335988
533,2048,256,64,0.00158058,0.0297212
534,4096,256,64,0.0036645,0.00963197
535,8192,256,64,0.0119197,0.00927958
536,64,512,64,7.78927e-05,0.20398
537,128,512,64,0.000123115,0.230087
538,256,512,64,0.000281326,0.0924688
539,512,512,64,0.000673005,0.0477191
540,1024,512,64,0.00158547,0.0131613
541,2048,512,64,0.00286915,0.00223231
542,4096,512,64,0.00656533,0.0188061
543,8192,512,64,0.0205046,0.00902001
544,64,1024,64,0.000134382,0.137824
545,128,1024,64,0.000277944,0.100611
546,256,1024,64,0.000497397,0.0687037
547,512,1024,64,0.00104672,0.00735163
548,1024,1024,64,0.0024318,0.00787171
549,2048,1024,64,0.00507113,0.00205254
550,4096,1024,64,0.0127258,0.00140385
551,8192,1024,64,0.0387411,0.0328719
552,64,2048,64,0.000318616,0.0960177
553,128,2048,64,0.000496635,0.055274
554,256,2048,64,0.000874785,0.0407887
555,512,2048,64,0.00192258,0.00988785
556,1024,2048,64,0.00550343,0.0054043
557,2048,2048,64,0.0104582,0.00332748
558,4096,2048,64,0.0249226,0.00495188
559,8192,2048,64,0.0690285,0.0331648
560,64,4096,64,0.000567636,0.0659561
561,128,4096,64,0.000888701,0.028475
562,256,4096,64,0.00160639,0.0187645
563,512,4096,64,0.00364726,0.00502153
564,1024,4096,64,0.0112234,0.00256545
565,2048,4096,64,0.0245145,0.00903281
566,4096,4096,64,0.0464285,0.0378395
567,8192,4096,64,0.133863,0.0389796
568,64,8192,64,0.000992796,0.00559062
569,128,8192,64,0.00162221,0.0165475
570,256,8192,64,0.00304666,0.00395605
571,512,8192,64,0.00725498,0.00348915
572,1024,8192,64,0.0207621,0.00159767
573,2048,8192,64,0.0434617,0.0204896
574,4096,8192,64,0.0952814,0.0410995
575,8192,8192,64,0.262795,0.0513123
576,64,64,128,4.32762e-05,0.340658
577,128,64,128,5.73689e-05,0.312189
578,256,64,128,9.44262e-05,0.197763
579,512,64,128,0.000224961,0.086238
580,1024,64,128,0.000426655,0.0585408
581,2048,64,128,0.00101973,0.00606833
582,4096,64,128,0.00213177,0.00372456
583,8192,64,128,0.00520697,0.00623006
584,64,128,128,7.43686e-05,0.212793
585,128,128,128,8.28548e-05,0.194268
586,256,128,128,0.000173063,0.111469
587,512,128,128,0.000347062,0.0722702
588,1024,128,128,0.000731019,0.0316767
589,2048,128,128,0.00139422,0.0200804
590,4096,128,128,0.00328931,0.00684255
591,8192,128,128,0.00755587,0.00739548
592,64,256,128,8.10496e-05,0.278878
593,128,256,128,0.000130468,0.176684
594,256,256,128,0.00028135,0.0880524
595,512,256,128,0.000516834,0.0762533
596,1024,256,128,0.00111669,0.00963677
597,2048,256,128,0.00239026,0.0104257
598,4096,256,128,0.00520168,0.0202404
599,8192,256,128,0.0155984,0.00967418
600,64,512,128,0.000136943,0.164891
601,128,512,128,0.00027314,0.100715
602,256,512,128,0.000493304,0.0685952
603,512,512,128,0.00105955,0.00967463
604,1024,512,128,0.00199255,0.00768367
605,2048,512,128,0.00426752,0.00555561
606,4096,512,128,0.00938504,0.0187069
607,8192,512,128,0.0258817,0.0155003
608,64,1024,128,0.000298957,0.0955955
609,128,1024,128,0.000470247,0.0844753
610,256,1024,128,0.000832107,0.0382015
611,512,1024,128,0.00183776,0.00982939
612,1024,1024,128,0.00419843,0.00919275
613,2048,1024,128,0.00767352,0.00726618
614,4096,1024,128,0.0173012,0.0252813
615,8192,1024,128,0.0440141,0.0296228
616,64,2048,128,0.000524381,0.0688894
617,128,2048,128,0.000814906,0.0379546
618,256,2048,128,0.00145197,0.0198675
619,512,2048,128,0.00336079,0.00706164
620,1024,2048,128,0.00799861,0.0113368
621,2048,2048,128,0.0151321,0.0023277
622,4096,2048,128,0.0318969,0.00256913
623,8192,2048,128,0.0855007,0.0195301
624,64,4096,128,0.000920328,0.0275514
625,128,4096,128,0.00145986,0.0147635
626,256,4096,128,0.00276134,0.00791439
627,512,4096,128,0.00635326,0.00452713
628,1024,4096,128,0.0160329,0.0030076
629,2048,4096,128,0.0297669,0.00193064
630,4096,4096,128,0.0689148,0.00834116
631,8192,4096,128,0.162001,0.0527759
632,64,8192,128,0.0016869,0.0156098
633,128,8192,128,0.00275946,0.00911802
634,256,8192,128,0.00529225,0.00552451
635,512,8192,128,0.0126522,0.00263859
636,1024,8192,128,0.0317092,0.00154355
637,2048,8192,128,0.0627252,0.00139269
638,4096,8192,128,0.122117,0.00975125
639,8192,8192,128,0.308408,0.0302395
640,64,64,256,6.02806e-05,0.265475
641,128,64,256,0.000111656,0.183956
642,256,64,256,0.000235852,0.109215
643,512,64,256,0.000555374,0.0422946
644,1024,64,256,0.00100718,0.0141133
645,2048,64,256,0.00197684,0.00355481
646,4096,64,256,0.00402489,0.00226127
647,8192,64,256,0.0103548,0.00527924
648,64,128,256,0.00012451,0.163943
649,128,128,256,0.000178471,0.145656
650,256,128,256,0.000355247,0.0813642
651,512,128,256,0.000768543,0.0371254
652,1024,128,256,0.00141069,0.0158633
653,2048,128,256,0.00297924,0.00597503
654,4096,128,256,0.00603142,0.00354521
655,8192,128,256,0.0143353,0.00178907
656,64,256,256,0.000181456,0.139686
657,128,256,256,0.000290167,0.107294
658,256,256,256,0.000498609,0.0477632
659,512,256,256,0.00102829,0.00633248
660,1024,256,256,0.00222061,0.00659603
661,2048,256,256,0.00424276,0.00414491
662,4096,256,256,0.0086883,0.00328797
663,8192,256,256,0.0225385,0.00486834
664,64,512,256,0.000351301,0.0915425
665,128,512,256,0.000530383,0.0692643
666,256,512,256,0.000922533,0.0212094
667,512,512,256,0.00205198,0.00484867
668,1024,512,256,0.00394163,0.00650305
669,2048,512,256,0.00770339,0.00264226
670,4096,512,256,0.0151642,0.0132816
671,8192,512,256,0.0366412,0.0132608
672,64,1024,256,0.000567405,0.064072
673,128,1024,256,0.000884241,0.0097208
674,256,1024,256,0.00154967,0.0151811
675,512,1024,256,0.00349983,0.00900729
676,1024,1024,256,0.00701305,0.00684179
677,2048,1024,256,0.0134557,0.00236672
678,4096,1024,256,0.0258614,0.0145146
679,8192,1024,256,0.0630436,0.0012182
680,64,2048,256,0.000989633,0.0039808
681,128,2048,256,0.00155169,0.0159791
682,256,2048,256,0.0027752,0.00974443
683,512,2048,256,0.00640541,0.00403251
684,1024,2048,256,0.0135483,0.00432069
685,2048,2048,256,0.0253373,0.00190178
686,4096,2048,256,0.0500138,0.00718614
687,8192,2048,256,0.112597,0.00198596
688,64,4096,256,0.0017819,0.0133999
689,128,4096,256,0.00291803,0.00374887
690,256,4096,256,0.0054372,0.0060637
691,512,4096,256,0.0129312,0.00263251
692,1024,4096,256,0.0268793,0.00162315
693,2048,4096,256,0.0485091,0.000708229
694,4096,4096,256,0.0948954,0.011656
695,8192,4096,256,0.215087,0.0177075
696,64,8192,256,0.00369363,0.00620373
697,128,8192,256,0.00550098,0.00372288
698,256,8192,256,0.0104346,0.00164728
699,512,8192,256,0.0246005,0.00301633
700,1024,8192,256,0.0526323,0.00149495
701,2048,8192,256,0.0968429,0.00603296
702,4096,8192,256,0.187388,0.00546189
703,8192,8192,256,0.416142,0.0196583
704,64,64,512,0.000124023,0.179258
705,128,64,512,0.000260759,0.0911118
706,256,64,512,0.000463845,0.06298
707,512,64,512,0.00116641,0.00932324
708,1024,64,512,0.00205734,0.00996758
709,2048,64,512,0.00388163,0.0037464
710,4096,64,512,0.00805922,0.00278165
711,8192,64,512,0.0211142,0.00357054
712,64,128,512,0.000271242,0.0826899
713,128,128,512,0.000365467,0.0793749
714,256,128,512,0.000677866,0.0430568
715,512,128,512,0.001527,0.0177532
716,1024,128,512,0.0028596,0.00640446
717,2048,128,512,0.00587435,0.00415593
718,4096,128,512,0.0122438,0.00303324
719,8192,128,512,0.0293466,0.00719102
720,64,256,512,0.000369091,0.0848929
721,128,256,512,0.000558987,0.0640865
722,256,256,512,0.000942988,0.0205263
723,512,256,512,0.00222932,0.00936106
724,1024,256,512,0.00446972,0.00660313
725,2048,256,512,0.00860142,0.00333765
726,4096,256,512,0.018156,0.00209248
727,8192,256,512,0.0483788,0.0106421
728,64,512,512,0.000662654,0.0542679
729,128,512,512,0.0010177,0.00842512
730,256,512,512,0.00182039,0.0410908
731,512,512,512,0.00425684,0.0065868
732,1024,512,512,0.00857838,0.00419874
733,2048,512,512,0.016249,0.00158269
734,4096,512,512,0.0318688,0.00464071
735,8192,512,512,0.0834771,0.00652451
736,64,1024,512,0.00110218,0.00748274
737,128,1024,512,0.00171415,0.0399087
738,256,1024,512,0.00354841,0.0105823
739,512,1024,512,0.00739687,0.00609109
740,1024,1024,512,0.0146457,0.00369154
741,2048,1024,512,0.0278781,0.00114694
742,4096,1024,512,0.0575971,0.0126906
743,8192,1024,512,0.146723,0.0146685
744,64,2048,512,0.00199161,0.00422523
745,128,2048,512,0.0030835,0.00465643
746,256,2048,512,0.00564705,0.00546485
747,512,2048,512,0.01355,0.0153633
748,1024,2048,512,0.0278829,0.00131276
749,2048,2048,512,0.0536415,0.00870315
750,4096,2048,512,0.108571,0.00333185
751,8192,2048,512,0.280913,0.0138707
752,64,4096,512,0.00383285,0.00320417
753,128,4096,512,0.00603369,0.00170304
754,256,4096,512,0.0109155,0.00252646
755,512,4096,512,0.0272774,0.00199862
756,1024,4096,512,0.0558983,0.000574755
757,2048,4096,512,0.103073,0.00318162
758,4096,4096,512,0.216279,0.018931
759,8192,4096,512,0.542907,0.00422345
760,64,8192,512,0.00734011,0.00441119
761,128,8192,512,0.0116428,0.00441909
762,256,8192,512,0.021364,0.00136587
763,512,8192,512,0.0540602,0.000654936
764,1024,8192,512,0.108719,0.00133761
765,2048,8192,512,0.202033,0.000905204
766,4096,8192,512,0.419399,0.0144214
767,8192,8192,512,1.09261,0.0318298
768,64,64,1024,0.000251706,0.09754
769,128,64,1024,0.000389806,0.0943341
770,256,64,1024,0.00107582,0.0199127
771,512,64,1024,0.00239016,0.0127982
772,1024,64,1024,0.00435048,0.00667649
773,2048,64,1024,0.00770399,0.00654105
774,4096,64,1024,0.0160551,0.00122521
775,8192,64,1024,0.0421194,0.00192828
776,64,128,1024,0.000522197,0.063955
777,128,128,1024,0.000672207,0.0534169
778,256,128,1024,0.00147849,0.0205213
779,512,128,1024,0.00336409,0.00457882
780,1024,128,1024,0.00654035,0.0247851
781,2048,128,1024,0.0124491,0.00192378
782,4096,128,1024,0.025116,0.00283522
783,8192,128,1024,0.0599765,0.00324713
784,64,256,1024,0.000680673,0.0553203
785,128,256,1024,0.00107018,0.00205442
786,256,256,1024,0.00196585,0.00287897
787,512,256,1024,0.00446045,0.00804117
788,1024,256,1024,0.00849837,0.00922788
789,2048,256,1024,0.0160592,0.00576025
790,4096,256,1024,0.0347258,0.00138912
791,8192,256,1024,0.088351,0.00917442
792,64,512,1024,0.00149419,0.0257437
793,128,512,1024,0.00224945,0.0122489
794,256,512,1024,0.00449607,0.00991044
795,512,512,1024,0.00971546,0.00726658
796,1024,512,1024,0.0180636,0.00397661
797,2048,512,1024,0.0331453,0.00525291
798,4096,512,1024,0.0636917,0.00151531
799,8192,512,1024,0.148716,0.00070432
800,64,1024,1024,0.00280738,0.00810943
801,128,1024,1024,0.00436878,0.00506542
802,256,1024,1024,0.00736178,0.00433045
803,512,1024,1024,0.0189483,0.00483346
804,1024,1024,1024,0.0337524,0.00644822
805,2048,1024,1024,0.0623483,0.00448777
806,4096,1024,1024,0.1206,0.00998267
807,8192,1024,1024,0.270162,0.00189664
808,64,2048,1024,0.00579578,0.00987179
809,128,2048,1024,0.00853136,0.00766585
810,256,2048,1024,0.0154665,0.00531791
811,512,2048,1024,0.036234,0.00505971
812,1024,2048,1024,0.063803,0.0115773
813,2048,2048,1024,0.11849,0.00608338
814,4096,2048,1024,0.229308,0.00156137
815,8192,2048,1024,0.533046,0.0196026
816,64,4096,1024,0.0114693,0.00301304
817,128,4096,1024,0.0172882,0.00355087
818,256,4096,1024,0.0308374,0.0036594
819,512,4096,1024,0.069823,0.00156632
820,1024,4096,1024,0.126772,0.0138951
821,2048,4096,1024,0.23506,0.00985088
822,4096,4096,1024,0.457675,0.021274
823,8192,4096,1024,1.03587,0.0485274
824,64,8192,1024,0.0221597,0.00563288
825,128,8192,1024,0.0360991,0.003942
826,256,8192,1024,0.0576516,0.00103151
827,512,8192,1024,0.140677,0.00477572
828,1024,8192,1024,0.248903,0.0098077
829,2048,8192,1024,0.455103,0.00989109
830,4096,8192,1024,0.901042,0.0120185
831,8192,8192,1024,2.0982,0.0650131
832,64,64,2048,0.000433804,0.0883022
833,128,64,2048,0.000735881,0.044796
834,256,64,2048,0.00217856,0.0198292
835,512,64,2048,0.00469022,0.0139371
836,1024,64,2048,0.00804764,0.00160643
837,2048,64,2048,0.014979,0.00241321
838,4096,64,2048,0.0315094,0.00859333
839,8192,64,2048,0.0856308,0.00343456
840,64,128,2048,0.00096991,0.0044074
841,128,128,2048,0.00125185,0.0204085
842,256,128,2048,0.00276133,0.00960825
843,512,128,2048,0.00639073,0.00968526
844,1024,128,2048,0.0126617,0.00182637
845,2048,128,2048,0.0240862,0.0012512
846,4096,128,2048,0.0496098,0.000508676
847,8192,128,2048,0.118648,0.00172816
848,64,256,2048,0.00140114,0.021706
849,128,256,2048,0.00227715,0.0196406
850,256,256,2048,0.00399933,0.00999431
851,512,256,2048,0.00898492,0.00364522
852,1024,256,2048,0.0166862,0.00644683
853,2048,256,2048,0.0325255,0.00879984
854,4096,256,2048,0.0681561,0.00193477
855,8192,256,2048,0.174655,0.00928758
856,64,512,2048,0.00365697,0.016853
