58 4 1 0.000211189
10 3 3 6.55205e-05
28 2 3 0.000109218
33 1 5 4.5037e-05
32 0 5 4.10264e-05
114 5 2 0.00841243
66 0 2 4.86945e-05
84 3 0 0.000752477
50 2 1 8.41416e-05
45 3 2 9.54271e-05
30 0 1 3.43193e-06
43 1 0 1.99065e-05
107 4 2 0.00474745
101 2 5 0.0030553
86 1 2 0.00079326
38 4 2 0.00010693
47 5 4 0.000212502
106 4 3 0.00473925
90 2 1 0.00115361
19 4 4 0.000157194
94 5 1 0.00204075
75 3 1 0.00050307
75 3 0 0.000527928
22 3 2 6.91908e-05
24 2 0 3.18408e-05
9 2 2 4.14543e-05
95 5 2 0.00227645
93 3 0 0.0017687
78 0 3 0.000443114
113 5 4 0.00833989
118 2 1 0.00770109
19 3 5 0.000115751
41 3 3 8.9022e-05
26 0 6 2.09721e-05
44 3 4 0.000105054
34 3 0 5.99063e-05
94 0 4 0.00210291
7 1 3 2.84768e-05
16 1 3 2.75084e-05
67 4 6 0.000494029
127 1 0 0.0046695
33 0 5 2.82633e-05
70 3 4 0.000368598
72 2 2 0.000308507
51 5 5 0.000268376
119 3 2 0.011208
54 2 4 0.000162637
18 3 1 6.38421e-05
126 0 5 0.0270055
54 5 5 0.000285897
109 0 4 0.00478314
89 3 1 0.00124534
74 0 0 9.93825e-07
92 3 2 0.00154305
77 5 6 0.00119542
5 0 0 6.8615e-07
110 2 0 0.0025984
115 4 0 0.00743855
123 1 2 0.0126967
10 2 4 6.07241e-05
28 1 2 4.43972e-05
46 4 0 0.000119234
95 4 2 0.00214937
12 5 1 0.000110603
55 5 6 0.000440506
114 4 1 0.00671993
66 3 3 0.000325523
51 2 4 0.000152211
63 0 4 8.26356e-05
45 4 3 0.000158802
30 3 0 5.70453e-05
122 0 2 0.00788284
107 5 5 0.00529138
26 4 5 0.000142905
11 1 6 3.77213e-05
119 0 4 0.0134833
114 2 0 0.00318461
49 3 5 0.000170641
34 0 4 3.26913e-05
19 5 3 0.000118223
94 4 2 0.00199223
112 3 1 0.00528073
54 0 4 5.62474e-05
0 3 5 7.9278e-05
26 3 5 8.15602e-05
24 1 1 3.79749e-05
75 4 4 0.00071218
93 4 1 0.00183274
78 3 2 0.000698677
6 4 4 8.72092e-05
106 0 4 0.00378904
59 1 4 0.000139667
11 2 0 3.78648e-05
90 4 2 0.00147452
0 2 1 6.48196e-05
97 3 3 0.0023157
83 2 3 0.000811116
67 5 1 0.000344955
112 2 6 0.0241131
85 5 4 0.00125001
13 0 2 4.8568e-06
72 1 3 0.00024292
123 4 6 0.0589476
63 0 5 9.05546e-05
18 2 6 6.07843e-05
3 3 5 7.29486e-05
54 4 6 0.000276611
96 4 6 0.00746667
65 4 4 0.000366737
39 4 6 0.000147869
41 1 4 4.14855e-05
59 2 6 0.000213852
110 5 5 0.00653426
114 3 2 0.00768476
20 4 0 7.52216e-05
5 1 3 2.67053e-05
23 2 3 9.22266e-05
51 3 5 0.000174887
36 5 2 0.000135614
10 5 5 0.000115009
61 0 0 1.54958e-06
9 2 3 4.51576e-05
104 0 6 0.00531071
66 2 4 0.000235783
84 1 2 0.00064186
56 3 2 0.000269911
116 4 2 0.00946319
22 0 4 2.03152e-05
45 5 0 0.000158464
15 3 2 6.74958e-05
17 4 0 7.26328e-05
