m,n,p,avg,std
700,43822,268,1,0.153427,0.0495813
701,50113,268,1,0.170905,0.0522365
702,57308,268,1,0.186037,0.0427857
703,65536,268,1,0.208278,0.036517
704,1024,306,1,0.0256874,0.0892091
705,1171,306,1,0.0294649,0.161862
706,1339,306,1,0.0301759,0.158244
707,1531,306,1,0.0314521,0.137927
708,1751,306,1,0.0333463,0.13761
709,2003,306,1,0.0337609,0.135304
710,2290,306,1,0.0393016,0.192491
711,2619,306,1,0.040119,0.191736
712,2995,306,1,0.0421565,0.162603
713,3425,306,1,0.0454588,0.141379
714,3917,306,1,0.0467054,0.144263
715,4479,306,1,0.0503171,0.172542
716,5122,306,1,0.0542483,0.149939
717,5858,306,1,0.0570092,0.13595
718,6699,306,1,0.0620528,0.137654
719,7661,306,1,0.0667411,0.124632
720,8760,306,1,0.070976,0.124115
721,10018,306,1,0.0777027,0.0995632
722,11456,306,1,0.0832708,0.110557
723,13101,306,1,0.0844497,0.0970244
724,14982,306,1,0.0880244,0.0925162
725,17133,306,1,0.0939548,0.0885783
726,19593,306,1,0.10432,0.074576
727,22406,306,1,0.109649,0.0741931
728,25623,306,1,0.116917,0.0730412
729,29302,306,1,0.129717,0.0614773
730,33509,306,1,0.138865,0.0497695
731,38320,306,1,0.154641,0.0510702
732,43822,306,1,0.172915,0.0371509
733,50113,306,1,0.184733,0.0434953
734,57308,306,1,0.20363,0.0381868
735,65536,306,1,0.229139,0.0294326
736,1024,350,1,0.0293116,0.0421608
737,1171,350,1,0.0331451,0.128087
738,1339,350,1,0.0341666,0.11681
739,1531,350,1,0.0353121,0.117125
740,1751,350,1,0.0381068,0.116819
741,2003,350,1,0.0384703,0.118205
742,2290,350,1,0.0442059,0.158109
743,2619,350,1,0.0454762,0.170708
744,2995,350,1,0.0484479,0.155422
745,3425,350,1,0.0521609,0.137444
746,3917,350,1,0.0537315,0.150308
747,4479,350,1,0.0583048,0.141602
748,5122,350,1,0.0619588,0.147348
749,5858,350,1,0.0659765,0.118894
750,6699,350,1,0.0707235,0.128226
751,7661,350,1,0.0807844,0.103661
752,8760,350,1,0.0813457,0.107373
753,10018,350,1,0.0897148,0.0887473
754,11456,350,1,0.0945302,0.0988104
755,13101,350,1,0.0982878,0.101843
756,14982,350,1,0.101502,0.0805736
757,17133,350,1,0.109016,0.0805316
758,19593,350,1,0.120411,0.0611869
759,22406,350,1,0.126846,0.0499111
760,25623,350,1,0.13519,0.0541042
761,29302,350,1,0.150038,0.0543056
762,33509,350,1,0.158801,0.049875
763,38320,350,1,0.178796,0.041219
764,43822,350,1,0.199462,0.0341143
765,50113,350,1,0.21334,0.0393299
766,57308,350,1,0.236725,0.0292062
767,65536,350,1,0.260744,0.0278803
768,1024,400,1,0.035283,0.0355355
769,1171,400,1,0.0390194,0.102242
770,1339,400,1,0.040275,0.101299
771,1531,400,1,0.041429,0.0985937
772,1751,400,1,0.0446181,0.0897691
773,2003,400,1,0.045708,0.0854102
774,2290,400,1,0.052024,0.138127
775,2619,400,1,0.0542391,0.119219
776,2995,400,1,0.057582,0.138393
777,3425,400,1,0.0617794,0.103857
778,3917,400,1,0.0643274,0.107085
779,4479,400,1,0.0694356,0.111172
780,5122,400,1,0.0737782,0.111445
781,5858,400,1,0.0783431,0.112394
782,6699,400,1,0.086498,0.0959826
783,7661,400,1,0.0918165,0.100757
784,8760,400,1,0.0981827,0.10288
785,10018,400,1,0.107407,0.0769228
786,11456,400,1,0.112839,0.0722065
787,13101,400,1,0.116476,0.0712032
788,14982,400,1,0.123519,0.0752088
789,17133,400,1,0.130211,0.0622552
790,19593,400,1,0.145091,0.0585175
791,22406,400,1,0.151117,0.0442019
792,25623,400,1,0.161076,0.0482797
793,29302,400,1,0.179857,0.0434021
794,33509,400,1,0.191596,0.0458348
795,38320,400,1,0.21525,0.039326
796,43822,400,1,0.236932,0.0373466
797,50113,400,1,0.256841,0.0356116
798,57308,400,1,0.284592,0.0269518
799,65536,400,1,0.317797,0.0256529
800,1024,458,1,0.0396171,0.0303275
801,1171,458,1,0.0435949,0.0960332
802,1339,458,1,0.0454753,0.0971497
803,1531,458,1,0.0463485,0.0910856
804,1751,458,1,0.0506222,0.0743745
805,2003,458,1,0.052225,0.0906981
806,2290,458,1,0.057538,0.119345
807,2619,458,1,0.0605216,0.139475
808,2995,458,1,0.0651768,0.114217
809,3425,458,1,0.070223,0.0956745
810,3917,458,1,0.0740278,0.0830191
811,4479,458,1,0.077842,0.119185
812,5122,458,1,0.0834394,0.103987
813,5858,458,1,0.0895884,0.0913737
814,6699,458,1,0.0964993,0.0907151
815,7661,458,1,0.1037,0.0799827
816,8760,458,1,0.111174,0.0760571
817,10018,458,1,0.121508,0.0691315
818,11456,458,1,0.129274,0.0642817
819,13101,458,1,0.133365,0.0610647
820,14982,458,1,0.138431,0.0655491
821,17133,458,1,0.147444,0.0649717
822,19593,458,1,0.163971,0.0464392
823,22406,458,1,0.17182,0.044653
824,25623,458,1,0.183722,0.0526636
825,29302,458,1,0.204536,0.0432093
826,33509,458,1,0.21789,0.0361241
827,38320,458,1,0.24118,0.0306589
828,43822,458,1,0.272544,0.0348266
829,50113,458,1,0.290525,0.0191426
830,57308,458,1,0.324431,0.0287943
831,65536,458,1,0.361278,0.0200785
832,1024,524,1,0.0556727,0.176666
833,1171,524,1,0.0636852,0.196879
834,1339,524,1,0.0649376,0.188573
835,1531,524,1,0.0716912,0.182635
836,1751,524,1,0.076765,0.167629
837,2003,524,1,0.0830178,0.149191
838,2290,524,1,0.0891631,0.144554
839,2619,524,1,0.0960339,0.150962
840,2995,524,1,0.105921,0.151502
841,3425,524,1,0.113809,0.140128
842,3917,524,1,0.124422,0.110422
843,4479,524,1,0.137316,0.107888
844,5122,524,1,0.147255,0.0956032
845,5858,524,1,0.159225,0.0935335
846,6699,524,1,0.167263,0.0916569
847,7661,524,1,0.177096,0.0823956
848,8760,524,1,0.192519,0.0787335
849,10018,524,1,0.215122,0.0751908
850,11456,524,1,0.232431,0.0566477
851,13101,524,1,0.256869,0.0560108
852,14982,524,1,0.280503,0.0584996
853,17133,524,1,0.311492,0.0416832
854,19593,524,1,0.338812,0.034467
855,22406,524,1,0.378178,0.0328787
856,25623,524,1,0.426555,0.0294757
857,29302,524,1,0.483828,0.0267972
858,33509,524,1,0.528665,0.0178585
859,38320,524,1,0.575754,0.0256514
860,43822,524,1,0.624653,0.0206891
861,50113,524,1,0.695093,0.0264346
862,57308,524,1,0.783391,0.0229954
863,65536,524,1,0.879192,0.0194411
864,1024,599,1,0.0580601,0.127302
865,1171,599,1,0.068661,0.165557
866,1339,599,1,0.0705904,0.180492
867,1531,599,1,0.0772033,0.187727
868,1751,599,1,0.083511,0.153063
869,2003,599,1,0.0895001,0.126705
870,2290,599,1,0.0970706,0.160184
871,2619,599,1,0.102822,0.148338
872,2995,599,1,0.112771,0.134614
873,3425,599,1,0.125888,0.127439
874,3917,599,1,0.137381,0.119025
875,4479,599,1,0.14778,0.0930726
876,5122,599,1,0.161585,0.0896903
877,5858,599,1,0.174701,0.0698959
878,6699,599,1,0.18533,0.0855664
879,7661,599,1,0.195064,0.0709578
880,8760,599,1,0.209859,0.072954
881,10018,599,1,0.238467,0.0723373
882,11456,599,1,0.252238,0.0587537
883,13101,599,1,0.277618,0.0526015
884,14982,599,1,0.30522,0.0478513
885,17133,599,1,0.335419,0.0447331
886,19593,599,1,0.367796,0.0357642
887,22406,599,1,0.41856,0.0283291
888,25623,599,1,0.459318,0.0280787
889,29302,599,1,0.510365,0.0225894
890,33509,599,1,0.5549,0.0238623
891,38320,599,1,0.613663,0.0230059
892,43822,599,1,0.673049,0.0244778
893,50113,599,1,0.745643,0.0165478
894,57308,599,1,0.847861,0.0247224
895,65536,599,1,0.965595,0.0202561
896,1024,685,1,0.0637606,0.111399
897,1171,685,1,0.076812,0.143402
898,1339,685,1,0.0815655,0.161879
899,1531,685,1,0.0891758,0.166845
900,1751,685,1,0.0960811,0.142189
901,2003,685,1,0.101894,0.1109
902,2290,685,1,0.108269,0.129039
903,2619,685,1,0.121245,0.138717
904,2995,685,1,0.130372,0.115025
905,3425,685,1,0.143259,0.11744
906,3917,685,1,0.156599,0.0965054
907,4479,685,1,0.170599,0.0916181
908,5122,685,1,0.188828,0.0747533
909,5858,685,1,0.204041,0.0830629
910,6699,685,1,0.215287,0.0667778
911,7661,685,1,0.226565,0.070701
912,8760,685,1,0.2472,0.0593331
913,10018,685,1,0.276392,0.0467541
914,11456,685,1,0.29646,0.0415136
915,13101,685,1,0.323743,0.0371689
916,14982,685,1,0.360882,0.0304461
917,17133,685,1,0.395626,0.030057
918,19593,685,1,0.435388,0.0333872
919,22406,685,1,0.493707,0.0318951
920,25623,685,1,0.540172,0.0277003
921,29302,685,1,0.604246,0.0256475
922,33509,685,1,0.673059,0.016701
923,38320,685,1,0.739533,0.0169496
924,43822,685,1,0.809608,0.0138963
925,50113,685,1,0.89681,0.0138044
926,57308,685,1,1.01253,0.0139876
927,65536,685,1,1.13799,0.0135214
928,1024,783,1,0.0831546,0.127024
929,1171,783,1,0.09493,0.124024
930,1339,783,1,0.0997517,0.11357
931,1531,783,1,0.110768,0.118858
932,1751,783,1,0.117355,0.126039
933,2003,783,1,0.125752,0.103997
934,2290,783,1,0.140315,0.131677
935,2619,783,1,0.149475,0.0994515
936,2995,783,1,0.159998,0.0949883
937,3425,783,1,0.178951,0.105326
938,3917,783,1,0.193969,0.0790097
939,4479,783,1,0.210746,0.074641
940,5122,783,1,0.229597,0.0607999
941,5858,783,1,0.249583,0.0612167
942,6699,783,1,0.266125,0.0608572
943,7661,783,1,0.281423,0.055361
944,8760,783,1,0.304,0.0512805
945,10018,783,1,0.338062,0.0372178
946,11456,783,1,0.367013,0.0465959
947,13101,783,1,0.399942,0.0271349
948,14982,783,1,0.447942,0.0327013
949,17133,783,1,0.486959,0.0257697
950,19593,783,1,0.538556,0.0299547
951,22406,783,1,0.611185,0.0231835
952,25623,783,1,0.675823,0.0226307
953,29302,783,1,0.752184,0.0188752
954,33509,783,1,0.820074,0.0173244
955,38320,783,1,0.899416,0.0143544
956,43822,783,1,0.989476,0.0138375
957,50113,783,1,1.08779,0.0131503
958,57308,783,1,1.24058,0.0195538
959,65536,783,1,1.4057,0.0143735
960,1024,895,1,0.0790978,0.103025
961,1171,895,1,0.0950343,0.116823
962,1339,895,1,0.100719,0.125499
963,1531,895,1,0.111536,0.122252
964,1751,895,1,0.120929,0.118691
965,2003,895,1,0.131505,0.0909621
966,2290,895,1,0.144095,0.118554
967,2619,895,1,0.154771,0.11286
968,2995,895,1,0.168475,0.104859
969,3425,895,1,0.183522,0.0884122
970,3917,895,1,0.203343,0.0856563
971,4479,895,1,0.221274,0.0668356
972,5122,895,1,0.244884,0.0558
973,5858,895,1,0.26269,0.0505179
974,6699,895,1,0.27812,0.0504386
975,7661,895,1,0.293901,0.0508303
976,8760,895,1,0.315067,0.0527983
977,10018,895,1,0.358188,0.0373057
978,11456,895,1,0.382273,0.0415692
979,13101,895,1,0.414773,0.030871
980,14982,895,1,0.464345,0.0309563
981,17133,895,1,0.504602,0.0310159
982,19593,895,1,0.565104,0.0191814
983,22406,895,1,0.628054,0.024674
984,25623,895,1,0.693069,0.023909
985,29302,895,1,0.76905,0.0166835
986,33509,895,1,0.849339,0.0229072
987,38320,895,1,0.945409,0.0281571
988,43822,895,1,1.02627,0.0149018
989,50113,895,1,1.13033,0.0126322
990,57308,895,1,1.2646,0.0123591
991,65536,895,1,1.43673,0.0123916
992,1024,1024,1,0.0847189,0.0880719
993,1171,1024,1,0.104535,0.105956
994,1339,1024,1,0.112296,0.118147
995,1531,1024,1,0.124629,0.103144
996,1751,1024,1,0.136562,0.0921696
997,2003,1024,1,0.1481,0.0781235
998,2290,1024,1,0.158727,0.0873866
999,2619,1024,1,0.173076,0.0922137
1000,2995,1024,1,0.192082,0.0759236
1001,3425,1024,1,0.211199,0.0674165
1002,3917,1024,1,0.231898,0.0620947
1003,4479,1024,1,0.250615,0.0612784
1004,5122,1024,1,0.273897,0.0510502
1005,5858,1024,1,0.298143,0.0520773
1006,6699,1024,1,0.319402,0.0383961
1007,7661,1024,1,0.337085,0.0474062
1008,8760,1024,1,0.362403,0.0383194
1009,10018,1024,1,0.409156,0.0402178
1010,11456,1024,1,0.436105,0.0308834
1011,13101,1024,1,0.473347,0.0382907
1012,14982,1024,1,0.534812,0.0366823
1013,17133,1024,1,0.579248,0.0322236
1014,19593,1024,1,0.649746,0.0225746
1015,22406,1024,1,0.734829,0.020816
1016,25623,1024,1,0.804322,0.0175091
1017,29302,1024,1,0.897403,0.015352
1018,33509,1024,1,0.991114,0.0137766
1019,38320,1024,1,1.08753,0.0108346
1020,43822,1024,1,1.20284,0.0132917
1021,50113,1024,1,1.32872,0.00964138
1022,57308,1024,1,1.49012,0.0121799
1023,65536,1024,1,1.68964,0.0105614
1024,2048,32,4,0.00469238,0.733179
1025,2342,32,4,0.00497739,1.06346
1026,2678,32,4,0.00498312,1.06129
1027,3063,32,4,0.00521049,1.01615
1028,3503,32,4,0.00531225,1.01705
1029,4005,32,4,0.00541208,0.925329
1030,4581,32,4,0.0058028,0.98871
1031,5238,32,4,0.00593928,1.01137
1032,5990,32,4,0.00621328,0.968401
1033,6850,32,4,0.00640886,0.86823
1034,7834,32,4,0.00669332,0.852565
1035,8958,32,4,0.00689117,0.76809
1036,10245,32,4,0.00718402,0.756299
1037,11715,32,4,0.00728308,0.758674
1038,13398,32,4,0.00734396,0.754481
1039,15321,32,4,0.0075827,0.697379
1040,17521,32,4,0.00771728,0.730903
1041,20036,32,4,0.00810559,0.648246
1042,22913,32,4,0.00833212,0.643611
1043,26203,32,4,0.00848055,0.645148
1044,29965,32,4,0.00898244,0.573471
1045,34267,32,4,0.00921626,0.565568
1046,39186,32,4,0.0097858,0.559016
1047,44812,32,4,0.0104275,0.49778
1048,51246,32,4,0.0108773,0.48765
1049,58604,32,4,0.0114648,0.458487
1050,67018,32,4,0.0121801,0.404501
1051,76640,32,4,0.0130767,0.362889
1052,87643,32,4,0.014361,0.359974
1053,100226,32,4,0.0157544,0.305656
1054,114616,32,4,0.0165487,0.304702
1055,131072,32,4,0.0181094,0.277331
1056,2048,37,4,0.005011,0.851474
1057,2342,37,4,0.00527449,0.965831
1058,2678,37,4,0.00569843,0.964885
1059,3063,37,4,0.00580724,0.95169
1060,3503,37,4,0.0059579,0.923889
1061,4005,37,4,0.00613569,0.823917
1062,4581,37,4,0.00609152,0.819054
1063,5238,37,4,0.00657413,0.930974
1064,5990,37,4,0.00658511,0.900472
1065,6850,37,4,0.00699211,0.855865
1066,7834,37,4,0.00713934,0.797776
1067,8958,37,4,0.00755737,0.744005
1068,10245,37,4,0.00802662,0.775122
1069,11715,37,4,0.00781666,0.680607
1070,13398,37,4,0.00818719,0.6998
1071,15321,37,4,0.00848964,0.671959
1072,17521,37,4,0.00848377,0.635715
1073,20036,37,4,0.00898151,0.619718
1074,22913,37,4,0.00924209,0.573695
1075,26203,37,4,0.00969206,0.546973
1076,29965,37,4,0.00975275,0.547689
1077,34267,37,4,0.0104098,0.512307
1078,39186,37,4,0.0106455,0.512099
1079,44812,37,4,0.0111765,0.504026
1080,51246,37,4,0.0119321,0.442711
1081,58604,37,4,0.0123708,0.43457
1082,67018,37,4,0.0131152,0.395522
1083,76640,37,4,0.0138747,0.377112
1084,87643,37,4,0.0150265,0.356553
1085,100226,37,4,0.01624,0.315359
1086,114616,37,4,0.0173974,0.299105
1087,131072,37,4,0.0192222,0.282194
1088,2048,42,4,0.0052922,0.83522
1089,2342,42,4,0.00550748,0.97033
1090,2678,42,4,0.00569824,1.00162
1091,3063,42,4,0.0058682,1.09789
1092,3503,42,4,0.00601851,0.993144
1093,4005,42,4,0.0063676,1.03895
1094,4581,42,4,0.0064473,0.963597
1095,5238,42,4,0.00680892,0.933193
1096,5990,42,4,0.0071456,1.00884
1097,6850,42,4,0.00730444,1.01737
1098,7834,42,4,0.00756375,0.966475
1099,8958,42,4,0.00793918,0.969933
1100,10245,42,4,0.00847517,0.927506
1101,11715,42,4,0.00845768,0.85917
1102,13398,42,4,0.00872,0.889485
1103,15321,42,4,0.00893667,0.830518
1104,17521,42,4,0.0093453,0.808053
1105,20036,42,4,0.0094797,0.806842
1106,22913,42,4,0.00973972,0.790203
1107,26203,42,4,0.0101756,0.723512
1108,29965,42,4,0.010535,0.697182
1109,34267,42,4,0.0108104,0.682835
1110,39186,42,4,0.0114896,0.648294
1111,44812,42,4,0.0117622,0.647743
1112,51246,42,4,0.0125176,0.587482
1113,58604,42,4,0.0133775,0.543785
1114,67018,42,4,0.0139026,0.549286
1115,76640,42,4,0.014744,0.490265
1116,87643,42,4,0.0161425,0.465471
1117,100226,42,4,0.0176009,0.405278
1118,114616,42,4,0.0185403,0.353643
1119,131072,42,4,0.0201361,0.337891
1120,2048,48,4,0.00540097,0.887476
1121,2342,48,4,0.00534818,0.746568
1122,2678,48,4,0.00574343,0.931449
1123,3063,48,4,0.00552984,0.668058
1124,3503,48,4,0.00630066,0.860546
1125,4005,48,4,0.00643576,0.79953
1126,4581,48,4,0.00651762,0.843946
1127,5238,48,4,0.00685154,0.764041
1128,5990,48,4,0.00691454,0.703872
1129,6850,48,4,0.00721658,0.813935
1130,7834,48,4,0.00759202,0.80792
1131,8958,48,4,0.0080814,0.703008
1132,10245,48,4,0.00843039,0.672716
1133,11715,48,4,0.00862744,0.6243
1134,13398,48,4,0.00886488,0.632365
1135,15321,48,4,0.00922037,0.554529
1136,17521,48,4,0.0095248,0.54517
1137,20036,48,4,0.00976876,0.541178
1138,22913,48,4,0.0100941,0.543006
1139,26203,48,4,0.0103671,0.511259
1140,29965,48,4,0.0112648,0.470892
1141,34267,48,4,0.0112303,0.464741
1142,39186,48,4,0.0116272,0.453784
1143,44812,48,4,0.0124727,0.453173
1144,51246,48,4,0.0127106,0.419682
1145,58604,48,4,0.0135032,0.382544
1146,67018,48,4,0.0141698,0.369097
1147,76640,48,4,0.0152178,0.340083
1148,87643,48,4,0.0160807,0.308721
1149,100226,48,4,0.0174598,0.314958
1150,114616,48,4,0.0190522,0.283049
1151,131072,48,4,0.0207614,0.247736
1152,2048,55,4,0.00594711,0.728701
1153,2342,55,4,0.00639781,0.867181
1154,2678,55,4,0.00639372,0.692473
1155,3063,55,4,0.00666486,0.837329
1156,3503,55,4,0.00688956,0.840485
1157,4005,55,4,0.00734488,0.820206
1158,4581,55,4,0.00745326,0.826581
1159,5238,55,4,0.00764453,0.79733
1160,5990,55,4,0.00779606,0.782394
1161,6850,55,4,0.00813212,0.818832
1162,7834,55,4,0.00877726,0.836656
1163,8958,55,4,0.00885553,0.845929
1164,10245,55,4,0.00941536,0.790493
1165,11715,55,4,0.00995206,0.764888
1166,13398,55,4,0.010459,0.740022
1167,15321,55,4,0.0116413,0.650041
1168,17521,55,4,0.0119002,0.615935
1169,20036,55,4,0.0122445,0.626795
1170,22913,55,4,0.0123817,0.589537
1171,26203,55,4,0.0125625,0.589602
1172,29965,55,4,0.0131291,0.609483
1173,34267,55,4,0.0136991,0.518953
1174,39186,55,4,0.0142153,0.498551
1175,44812,55,4,0.0149547,0.501198
1176,51246,55,4,0.0155892,0.485996
1177,58604,55,4,0.0159918,0.458985
1178,67018,55,4,0.0169724,0.409916
1179,76640,55,4,0.0181654,0.421778
1180,87643,55,4,0.018938,0.367856
1181,100226,55,4,0.0200612,0.367903
1182,114616,55,4,0.0216217,0.322261
1183,131072,55,4,0.0238228,0.302637
1184,2048,63,4,0.00598075,0.640309
1185,2342,63,4,0.00628332,0.610585
1186,2678,63,4,0.00704058,0.834884
1187,3063,63,4,0.00668329,0.584683
1188,3503,63,4,0.00707067,0.752062
1189,4005,63,4,0.00735534,0.773024
1190,4581,63,4,0.00802628,0.814985
1191,5238,63,4,0.00830507,0.79695
1192,5990,63,4,0.0084234,0.756073
1193,6850,63,4,0.00865617,0.734625
1194,7834,63,4,0.00875293,0.707418
1195,8958,63,4,0.00965408,0.805773
1196,10245,63,4,0.00984714,0.785066
1197,11715,63,4,0.0105428,0.755758
1198,13398,63,4,0.0111345,0.723475
1199,15321,63,4,0.0117918,0.728303
1200,17521,63,4,0.0120895,0.65721
1201,20036,63,4,0.0125678,0.638783
1202,22913,63,4,0.0131772,0.607963
1203,26203,63,4,0.0131285,0.593005
1204,29965,63,4,0.0134533,0.580768
1205,34267,63,4,0.0145092,0.599819
1206,39186,63,4,0.0154067,0.56558
1207,44812,63,4,0.0156978,0.523171
1208,51246,63,4,0.0164402,0.501577
1209,58604,63,4,0.0173839,0.460789
1210,67018,63,4,0.0176698,0.447645
1211,76640,63,4,0.0192666,0.427424
1212,87643,63,4,0.0203147,0.39032
1213,100226,63,4,0.0215082,0.356345
1214,114616,63,4,0.0230568,0.339922
1215,131072,63,4,0.0250813,0.303394
1216,2048,72,4,0.00566034,0.0973414
1217,2342,72,4,0.00661002,0.524348
1218,2678,72,4,0.00703808,0.51429
1219,3063,72,4,0.00753734,0.704821
1220,3503,72,4,0.00771022,0.64727
1221,4005,72,4,0.00759926,0.606164
1222,4581,72,4,0.00778415,0.603735
1223,5238,72,4,0.00891957,0.722832
1224,5990,72,4,0.00931947,0.665853
1225,6850,72,4,0.00941659,0.690038
1226,7834,72,4,0.00981287,0.681475
1227,8958,72,4,0.0099081,0.662866
1228,10245,72,4,0.0107643,0.721569
1229,11715,72,4,0.0111965,0.684061
1230,13398,72,4,0.0120097,0.657427
1231,15321,72,4,0.0124153,0.627592
1232,17521,72,4,0.0132964,0.603217
1233,20036,72,4,0.0146556,0.552612
1234,22913,72,4,0.0150571,0.496558
1235,26203,72,4,0.0157573,0.509517
1236,29965,72,4,0.0160318,0.486889
1237,34267,72,4,0.0163964,0.459538
1238,39186,72,4,0.0169088,0.458189
1239,44812,72,4,0.0181985,0.41534
1240,51246,72,4,0.0188397,0.414277
1241,58604,72,4,0.0196819,0.39039
1242,67018,72,4,0.02109,0.386589
1243,76640,72,4,0.021346,0.362894
1244,87643,72,4,0.024294,0.332569
1245,100226,72,4,0.024366,0.311279
1246,114616,72,4,0.0258796,0.289243
1247,131072,72,4,0.0275411,0.272328
1248,2048,82,4,0.00652807,0.106854
1249,2342,82,4,0.00678529,0.0608236
1250,2678,82,4,0.00782579,0.544865
1251,3063,82,4,0.00874319,0.584043
1252,3503,82,4,0.00892854,0.646004
1253,4005,82,4,0.00909481,0.516911
1254,4581,82,4,0.0090024,0.443754
1255,5238,82,4,0.0093376,0.529392
1256,5990,82,4,0.0104717,0.606492
1257,6850,82,4,0.0106861,0.630593
1258,7834,82,4,0.0109715,0.595335
1259,8958,82,4,0.0118387,0.576994
1260,10245,82,4,0.0116281,0.505913
1261,11715,82,4,0.0128108,0.59382
1262,13398,82,4,0.013334,0.614515
1263,15321,82,4,0.0141653,0.55782
1264,17521,82,4,0.0151981,0.531048
1265,20036,82,4,0.0157281,0.513709
1266,22913,82,4,0.0165329,0.473686
1267,26203,82,4,0.0172408,0.462516
1268,29965,82,4,0.0181953,0.455439
1269,34267,82,4,0.0185879,0.483752
1270,39186,82,4,0.0185984,0.432166
1271,44812,82,4,0.019896,0.367033
1272,51246,82,4,0.0212193,0.377393
1273,58604,82,4,0.0222354,0.35946
1274,67018,82,4,0.0234525,0.36498
1275,76640,82,4,0.0245711,0.321162
1276,87643,82,4,0.0256352,0.301782
1277,100226,82,4,0.027458,0.294548
1278,114616,82,4,0.0295774,0.251764
1279,131072,82,4,0.0323663,0.234239
1280,2048,94,4,0.00781913,0.0943674
1281,2342,94,4,0.00791951,0.0727722
1282,2678,94,4,0.00803359,0.0727952
1283,3063,94,4,0.00955493,0.534465
1284,3503,94,4,0.00986022,0.383196
1285,4005,94,4,0.0102586,0.353741
1286,4581,94,4,0.010809,0.428764
1287,5238,94,4,0.0108859,0.398673
1288,5990,94,4,0.0110304,0.416488
1289,6850,94,4,0.0123176,0.511829
1290,7834,94,4,0.012997,0.513674
1291,8958,94,4,0.0127993,0.475797
1292,10245,94,4,0.013844,0.441069
1293,11715,94,4,0.0142597,0.426792
1294,13398,94,4,0.0151643,0.485145
1295,15321,94,4,0.0159038,0.45803
1296,17521,94,4,0.0167624,0.420437
1297,20036,94,4,0.0179991,0.454745
1298,22913,94,4,0.0189519,0.374905
1299,26203,94,4,0.0193825,0.391898
1300,29965,94,4,0.0210152,0.359268
1301,34267,94,4,0.0215655,0.339001
1302,39186,94,4,0.0217545,0.309281
1303,44812,94,4,0.0223876,0.34179
1304,51246,94,4,0.0241382,0.304999
1305,58604,94,4,0.0258983,0.289594
1306,67018,94,4,0.0280264,0.254516
1307,76640,94,4,0.0287188,0.265765
1308,87643,94,4,0.0303154,0.247135
1309,100226,94,4,0.0344891,0.214122
1310,114616,94,4,0.0389965,0.164273
1311,131072,94,4,0.0367978,0.186887
1312,2048,107,4,0.00939504,0.0706015
1313,2342,107,4,0.00935494,0.0475924
1314,2678,107,4,0.00968571,0.0538622
1315,3063,107,4,0.00957476,0.0732215
1316,3503,107,4,0.0109825,0.33725
1317,4005,107,4,0.0113931,0.330187
1318,4581,107,4,0.0123055,0.506481
1319,5238,107,4,0.0121675,0.352425
1320,5990,107,4,0.0124752,0.361642
1321,6850,107,4,0.0130971,0.451599
1322,7834,107,4,0.0150571,0.516172
1323,8958,107,4,0.015129,0.392839
1324,10245,107,4,0.0154539,0.385152
1325,11715,107,4,0.0164675,0.550997
1326,13398,107,4,0.0177361,0.645135
1327,15321,107,4,0.0180788,0.403618
1328,17521,107,4,0.0189513,0.386345
1329,20036,107,4,0.0198858,0.383006
1330,22913,107,4,0.0216938,0.356476
1331,26203,107,4,0.0226057,0.321801
1332,29965,107,4,0.0242128,0.397305
1333,34267,107,4,0.027218,0.552411
1334,39186,107,4,0.0268711,0.352258
1335,44812,107,4,0.0267606,0.2751
1336,51246,107,4,0.0281804,0.399422
1337,58604,107,4,0.0305537,0.371563
1338,67018,107,4,0.0336037,0.412281
1339,76640,107,4,0.0337211,0.325846
1340,87643,107,4,0.0355275,0.190649
1341,100226,107,4,0.0387948,0.281946
1342,114616,107,4,0.0406147,0.252018
1343,131072,107,4,0.0433356,0.242943
1344,2048,122,4,0.0112786,0.0397212
1345,2342,122,4,0.0111811,0.0750907
1346,2678,122,4,0.0112936,0.0516676
1347,3063,122,4,0.0114018,0.0564986
1348,3503,122,4,0.0114313,0.049518
1349,4005,122,4,0.0130103,0.281864
1350,4581,122,4,0.0139719,0.280683
1351,5238,122,4,0.0144738,0.273241
1352,5990,122,4,0.0147488,0.260312
1353,6850,122,4,0.0149632,0.261668
1354,7834,122,4,0.0156987,0.354104
1355,8958,122,4,0.0174471,0.363042
1356,10245,122,4,0.0179575,0.361207
1357,11715,122,4,0.0184172,0.363295
1358,13398,122,4,0.0200377,0.332127
1359,15321,122,4,0.0213047,0.386821
1360,17521,122,4,0.0217579,0.350203
1361,20036,122,4,0.0235893,0.382181
1362,22913,122,4,0.0252742,0.395426
1363,26203,122,4,0.0265992,0.435296
1364,29965,122,4,0.0272928,0.294415
1365,34267,122,4,0.0318382,0.654662
1366,39186,122,4,0.0314766,0.267987
1367,44812,122,4,0.0339173,0.431255
1368,51246,122,4,0.0338182,0.259958
1369,58604,122,4,0.0333108,0.23828
1370,67018,122,4,0.037648,0.209256
1371,76640,122,4,0.0407435,0.192203
1372,87643,122,4,0.0425153,0.279021
1373,100226,122,4,0.0463798,0.302912
1374,114616,122,4,0.0486657,0.238633
1375,131072,122,4,0.0509682,0.149909
1376,2048,140,4,0.0154884,0.123992
1377,2342,140,4,0.0156678,0.146688
1378,2678,140,4,0.0158705,0.119559
1379,3063,140,4,0.0161583,0.112671
1380,3503,140,4,0.0165908,0.141029
