m,n,k,avg,std
128,128,128,128,5.92438e-05,0.381855
129,645,128,128,0.000240427,0.050508
130,3251,128,128,0.00103627,0.00824442
131,16384,128,128,0.0045321,0.0154524
132,128,645,128,0.000227672,0.0635097
133,645,645,128,0.000885894,0.0241582
134,3251,645,128,0.00599916,0.00168446
135,16384,645,128,0.0196396,0.024813
136,128,3251,128,0.0010273,0.0183092
137,645,3251,128,0.00146967,0.0249407
138,3251,3251,128,0.00598593,0.00213579
139,16384,3251,128,0.0756312,0.0293679
140,128,16384,128,0.00489703,0.00317414
141,645,16384,128,0.00637749,0.00383006
142,3251,16384,128,0.0279721,0.00159767
143,16384,16384,128,0.320613,0.00927081
144,128,128,645,0.000257567,0.113241
145,645,128,645,0.00146324,0.0187675
146,3251,128,645,0.00527974,0.00368329
147,16384,128,645,0.0227957,0.00499785
148,128,645,645,0.0014606,0.0184279
149,645,645,645,0.00410647,0.00895624
150,3251,645,645,0.0198145,0.000759852
151,16384,645,645,0.100411,0.0056202
152,128,3251,645,0.00553819,0.00378128
153,645,3251,645,0.00773953,0.00483029
154,3251,3251,645,0.0332622,0.00268471
155,16384,3251,645,0.563387,0.0594907
156,128,16384,645,0.0251107,0.00185649
157,645,16384,645,0.039425,0.00538779
158,3251,16384,645,0.195298,0.000811214
159,16384,16384,645,2.64662,0.0257874
160,128,128,3251,0.00137051,0.0183387
161,645,128,3251,0.00714075,0.00652736
162,3251,128,3251,0.026338,0.000416946
163,16384,128,3251,0.113588,0.00504533
164,128,645,3251,0.00762403,0.00657872
165,645,645,3251,0.0193365,0.00349133
166,3251,645,3251,0.0500514,0.00473392
167,16384,645,3251,0.343073,0.0192666
168,128,3251,3251,0.0286571,0.00368935
169,645,3251,3251,0.0320846,0.00380603
170,3251,3251,3251,0.139792,0.00333459
171,16384,3251,3251,1.5407,0.0324198
172,128,16384,3251,0.126912,0.00131946
173,645,16384,3251,0.156696,0.00313653
174,3251,16384,3251,0.682684,0.00468949
175,16384,16384,3251,7.95799,0.0393553
176,128,128,16384,0.00438063,0.0269533
177,645,128,16384,0.0193311,0.00638046
178,3251,128,16384,0.0524152,0.0017153
179,16384,128,16384,0.565495,0.00892297
180,128,645,16384,0.0148733,0.00410428
181,645,645,16384,0.137949,0.00130517
182,3251,645,16384,0.265789,0.00347415
183,16384,645,16384,1.66582,0.00697163
184,128,3251,16384,0.265664,0.0122577
185,645,3251,16384,0.284535,0.0334048
186,3251,3251,16384,0.76145,0.0044637
187,16384,3251,16384,7.79473,0.006476
188,128,16384,16384,1.13141,0.00841086
189,645,16384,16384,1.73902,0.0247339
190,3251,16384,16384,3.81893,0.00408179
191,16384,16384,16384,40.2805,0.00432207
