m,n,k,avg,std
8192,128,128,128,5.81507e-05,0.356849
8193,177,128,128,7.59788e-05,0.306559
8194,244,128,128,9.42593e-05,0.179414
8195,338,128,128,0.00012909,0.120497
8196,467,128,128,0.000173787,0.151633
8197,645,128,128,0.000243318,0.0817051
8198,891,128,128,0.000297432,0.0750949
8199,1232,128,128,0.000397422,0.0389791
8200,1702,128,128,0.000548662,0.03207
8201,2353,128,128,0.000763823,0.0252971
8202,3251,128,128,0.0010461,0.00861727
8203,4493,128,128,0.00140063,0.0131571
8204,6208,128,128,0.00191173,0.00336537
8205,8579,128,128,0.00259421,0.00780384
8206,11856,128,128,0.00346339,0.0048857
8207,16384,128,128,0.00473311,0.0226952
8208,128,177,128,6.4764e-05,0.497591
8209,177,177,128,8.29561e-05,0.186653
8210,244,177,128,0.000101214,0.160899
8211,338,177,128,0.000185082,0.152883
8212,467,177,128,0.000242995,0.0563091
8213,645,177,128,0.00034596,0.0401449
8214,891,177,128,0.000409902,0.0366179
8215,1232,177,128,0.000579575,0.0318556
8216,1702,177,128,0.00100776,0.0174376
8217,2353,177,128,0.00110443,0.0109946
8218,3251,177,128,0.00150604,0.0132845
8219,4493,177,128,0.00204183,0.00439436
8220,6208,177,128,0.00278458,0.00772094
8221,8579,177,128,0.00381279,0.00542124
8222,11856,177,128,0.00503595,0.00269731
8223,16384,177,128,0.00570397,0.0053848
8224,128,244,128,9.33494e-05,0.145919
8225,177,244,128,0.000129029,0.115436
8226,244,244,128,0.000101898,0.203554
8227,338,244,128,0.000126511,0.161701
8228,467,244,128,0.000159545,0.106484
8229,645,244,128,0.000208219,0.123877
8230,891,244,128,0.000270681,0.0662211
8231,1232,244,128,0.000356916,0.0660644
8232,1702,244,128,0.000484043,0.0774935
8233,2353,244,128,0.000621001,0.0541723
8234,3251,244,128,0.000797871,0.0366027
8235,4493,244,128,0.000946866,0.00557468
8236,6208,244,128,0.00117514,0.0163679
8237,8579,244,128,0.00152336,0.0177654
8238,11856,244,128,0.00200524,0.00602057
8239,16384,244,128,0.00763595,0.0495582
8240,128,338,128,0.000100495,0.148073
8241,177,338,128,0.000137029,0.127206
8242,244,338,128,0.00027482,0.0951099
8243,338,338,128,0.000368394,0.0516751
8244,467,338,128,0.000530612,0.0476666
8245,645,338,128,0.000420038,0.0487388
8246,891,338,128,0.000551013,0.050163
8247,1232,338,128,0.000708799,0.0456461
8248,1702,338,128,0.000942109,0.0177309
8249,2353,338,128,0.00124141,0.010601
8250,3251,338,128,0.00166636,0.0111624
8251,4493,338,128,0.00117349,0.0153469
8252,6208,338,128,0.00148078,0.0189746
8253,8579,338,128,0.00197407,0.00250153
8254,11856,338,128,0.00258876,0.0117801
8255,16384,338,128,0.01002,0.0264457
8256,128,467,128,0.000161238,0.081708
8257,177,467,128,0.000230014,0.101764
8258,244,467,128,0.000273095,0.0563099
8259,338,467,128,0.000360304,0.0540981
8260,467,467,128,0.000527405,0.0475941
8261,645,467,128,0.000739257,0.0367911
8262,891,467,128,0.000928316,0.0156996
8263,1232,467,128,0.00122896,0.0094331
8264,1702,467,128,0.00164044,0.0092195
8265,2353,467,128,0.00220332,0.00966843
8266,3251,467,128,0.00296766,0.00239146
8267,4493,467,128,0.00205359,0.0038239
8268,6208,467,128,0.00273746,0.0121372
8269,8579,467,128,0.00369089,0.00646565
8270,11856,467,128,0.0050118,0.00233618
8271,16384,467,128,0.0167442,0.027781
8272,128,645,128,0.000233206,0.0718064
8273,177,645,128,0.000338227,0.0628772
8274,244,645,128,0.000493619,0.0405682
8275,338,645,128,0.000706495,0.0336658
8276,467,645,128,0.000659473,0.0405027
8277,645,645,128,0.000885137,0.0233964
8278,891,645,128,0.00116723,0.0221673
8279,1232,645,128,0.00238636,0.00823033
8280,1702,645,128,0.00323769,0.00513616
8281,2353,645,128,0.0043856,0.0047275
8282,3251,645,128,0.00598999,0.00157996
8283,4493,645,128,0.00209926,0.00995295
8284,6208,645,128,0.00280064,0.00779496
8285,8579,645,128,0.00375719,0.00597474
8286,11856,645,128,0.00512674,0.00416233
8287,16384,645,128,0.0200554,0.0213984
8288,128,891,128,0.000254455,0.0917225
8289,177,891,128,0.000372996,0.0550952
8290,244,891,128,0.000499216,0.0260601
8291,338,891,128,0.000685773,0.0240451
8292,467,891,128,0.000953568,0.00970086
8293,645,891,128,0.00132342,0.00819133
8294,891,891,128,0.00177395,0.00942032
8295,1232,891,128,0.00234872,0.00733363
8296,1702,891,128,0.00311438,0.00357358
8297,2353,891,128,0.00423402,0.00314614
8298,3251,891,128,0.00578413,0.00324047
8299,4493,891,128,0.00358021,0.00622139
8300,6208,891,128,0.0048162,0.00276052
8301,8579,891,128,0.00654574,0.0055665
8302,11856,891,128,0.00899803,0.00172863
8303,16384,891,128,0.0248606,0.0207529
8304,128,1232,128,0.000326679,0.0815181
8305,177,1232,128,0.000605329,0.0359253
8306,244,1232,128,0.000469076,0.0636601
8307,338,1232,128,0.00063557,0.053659
8308,467,1232,128,0.00090004,0.0204076
8309,645,1232,128,0.00117604,0.0229253
8310,891,1232,128,0.00153423,0.0200197
8311,1232,1232,128,0.00197166,0.00981153
8312,1702,1232,128,0.00269065,0.00797542
8313,2353,1232,128,0.00358514,0.00711498
8314,3251,1232,128,0.00488926,0.00389166
8315,4493,1232,128,0.00664686,0.00521672
8316,6208,1232,128,0.00899841,0.00194972
8317,8579,1232,128,0.0124516,0.00366692
8318,11856,1232,128,0.0172428,0.00147461
8319,16384,1232,128,0.0498838,0.038923
8320,128,1702,128,0.000474397,0.0429694
8321,177,1702,128,0.000862579,0.0207939
8322,244,1702,128,0.000726986,0.043229
8323,338,1702,128,0.000984393,0.00287276
8324,467,1702,128,0.00133187,0.013756
8325,645,1702,128,0.00175965,0.0145761
8326,891,1702,128,0.00231395,0.0109227
8327,1232,1702,128,0.00306149,0.00769805
8328,1702,1702,128,0.00417409,0.00328714
8329,2353,1702,128,0.00609157,0.109975
8330,3251,1702,128,0.007714,0.0020902
8331,4493,1702,128,0.0105542,0.00265043
8332,6208,1702,128,0.0144397,0.00223221
8333,8579,1702,128,0.0200207,0.0025197
8334,11856,1702,128,0.027603,0.00258873
8335,16384,1702,128,0.0738262,0.0347318
8336,128,2353,128,0.000791432,0.00902077
8337,177,2353,128,0.00109524,0.0105673
8338,244,2353,128,0.00055715,0.0766297
8339,338,2353,128,0.000709878,0.056328
8340,467,2353,128,0.000964291,0.0109553
8341,645,2353,128,0.00121316,0.0236536
8342,891,2353,128,0.00156659,0.0240368
8343,1232,2353,128,0.00197365,0.00254613
8344,1702,2353,128,0.00268175,0.01177
8345,2353,2353,128,0.00353441,0.00658952
8346,3251,2353,128,0.00481132,0.00503696
8347,4493,2353,128,0.00655166,0.00577582
8348,6208,2353,128,0.00895343,0.00150454
8349,8579,2353,128,0.0124094,0.00344595
8350,11856,2353,128,0.0172031,0.00127374
8351,16384,2353,128,0.059761,0.0285947
8352,128,3251,128,0.00102328,0.0178043
8353,177,3251,128,0.00143255,0.013981
8354,244,3251,128,0.000663139,0.0627745
8355,338,3251,128,0.00085865,0.0371441
8356,467,3251,128,0.00115662,0.025347
8357,645,3251,128,0.00146613,0.0265778
8358,891,3251,128,0.00191123,0.0162432
8359,1232,3251,128,0.00240969,0.00998089
8360,1702,3251,128,0.00331524,0.00924332
8361,2353,3251,128,0.00437203,0.00464606
8362,3251,3251,128,0.00598709,0.00255676
8363,4493,3251,128,0.00812159,0.00345859
8364,6208,3251,128,0.0110136,0.00213717
8365,8579,3251,128,0.0151477,0.00191837
8366,11856,3251,128,0.0206955,0.00424897
8367,16384,3251,128,0.0769373,0.0248942
8368,128,4493,128,0.00139759,0.0121879
8369,177,4493,128,0.00199031,0.00855547
8370,244,4493,128,0.000857336,0.0427732
8371,338,4493,128,0.00110118,0.0203189
8372,467,4493,128,0.0015026,0.0279139
8373,645,4493,128,0.00195437,0.006111
8374,891,4493,128,0.0025549,0.0182437
8375,1232,4493,128,0.00323565,0.00834281
8376,1702,4493,128,0.00451879,0.00650735
8377,2353,4493,128,0.00598657,0.00957204
8378,3251,4493,128,0.00812506,0.00806003
8379,4493,4493,128,0.0110375,0.00420429
8380,6208,4493,128,0.0150875,0.00297942
8381,8579,4493,128,0.0207589,0.0061175
8382,11856,4493,128,0.0286002,0.00204185
8383,16384,4493,128,0.0994982,0.0292211
8384,128,6208,128,0.00191013,0.00830507
8385,177,6208,128,0.00267465,0.0047746
8386,244,6208,128,0.00113813,0.0189706
8387,338,6208,128,0.00146747,0.0186077
8388,467,6208,128,0.0020117,0.0046234
8389,645,6208,128,0.00262489,0.0134039
8390,891,6208,128,0.00344473,0.0118322
8391,1232,6208,128,0.00435817,0.00760416
8392,1702,6208,128,0.00607074,0.00694776
8393,2353,6208,128,0.00805237,0.00262451
8394,3251,6208,128,0.0110641,0.00853489
8395,4493,6208,128,0.0149844,0.000961382
8396,6208,6208,128,0.0204413,0.00645489
8397,8579,6208,128,0.0280624,0.00153004
8398,11856,6208,128,0.0386311,0.00133275
8399,16384,6208,128,0.132475,0.0258132
8400,128,8579,128,0.00260482,0.0048844
8401,177,8579,128,0.00367057,0.0031318
8402,244,8579,128,0.00146016,0.018436
8403,338,8579,128,0.00192504,0.00773763
8404,467,8579,128,0.00262076,0.013608
8405,645,8579,128,0.00341385,0.0112506
8406,891,8579,128,0.00451824,0.00828974
8407,1232,8579,128,0.00581266,0.00278579
8408,1702,8579,128,0.00805584,0.00075432
8409,2353,8579,128,0.0115092,0.172242
8410,3251,8579,128,0.0148028,0.0037334
8411,4493,8579,128,0.0202113,0.00151664
8412,6208,8579,128,0.0276839,0.00233817
8413,8579,8579,128,0.0379545,0.00160374
8414,11856,8579,128,0.0528922,0.00329052
8415,16384,8579,128,0.175698,0.028675
8416,128,11856,128,0.00363688,0.0090034
8417,177,11856,128,0.00509677,0.00155455
8418,244,11856,128,0.00195154,0.00698816
8419,338,11856,128,0.00256641,0.012029
8420,467,11856,128,0.00356502,0.00891928
8421,645,11856,128,0.00469315,0.00845267
8422,891,11856,128,0.00623478,0.00631791
8423,1232,11856,128,0.00798548,0.00419422
8424,1702,11856,128,0.0111582,0.00329952
8425,2353,11856,128,0.0148511,0.0105461
8426,3251,11856,128,0.0203854,0.00519276
8427,4493,11856,128,0.0278616,0.000982152
8428,6208,11856,128,0.0381709,0.00667604
8429,8579,11856,128,0.0523381,0.00140431
8430,11856,11856,128,0.0728254,0.00229208
8431,16384,11856,128,0.237043,0.0214371
8432,128,16384,128,0.00490029,0.00378492
8433,177,16384,128,0.00688052,0.00137204
8434,244,16384,128,0.0026189,0.0131818
8435,338,16384,128,0.00345424,0.0073254
8436,467,16384,128,0.00485709,0.00998261
8437,645,16384,128,0.00637006,0.00496347
8438,891,16384,128,0.00852435,0.00483727
8439,1232,16384,128,0.0109084,0.00213632
8440,1702,16384,128,0.0152705,0.00137599
8441,2353,16384,128,0.020282,0.00253686
8442,3251,16384,128,0.0280026,0.00136377
8443,4493,16384,128,0.0381216,0.00272272
8444,6208,16384,128,0.0519763,0.00147511
8445,8579,16384,128,0.071528,0.000618348
8446,11856,16384,128,0.0996243,0.00147809
8447,16384,16384,128,0.320643,0.0299088
8448,128,128,177,8.27625e-05,0.329438
8449,177,128,177,0.000104856,0.14975
8450,244,128,177,0.000138569,0.16048
8451,338,128,177,0.000185525,0.0725516
8452,467,128,177,0.000249124,0.0514181
8453,645,128,177,0.000344364,0.0404144
8454,891,128,177,0.000416078,0.0499852
8455,1232,128,177,0.000572563,0.0337564
8456,1702,128,177,0.000796272,0.0357945
8457,2353,128,177,0.00109219,0.00775983
8458,3251,128,177,0.0014869,0.0184574
8459,4493,128,177,0.0019976,0.00341232
8460,6208,128,177,0.00270316,0.00957415
8461,8579,128,177,0.00367265,0.00836529
8462,11856,128,177,0.00482839,0.00392461
8463,16384,128,177,0.00576815,0.00985785
8464,128,177,177,8.87348e-05,0.175264
8465,177,177,177,0.000115702,0.126601
8466,244,177,177,0.000147082,0.0857432
8467,338,177,177,0.000272384,0.0835228
8468,467,177,177,0.000366904,0.0375248
8469,645,177,177,0.000519194,0.0447991
8470,891,177,177,0.000606918,0.0252879
8471,1232,177,177,0.000844754,0.0193975
8472,1702,177,177,0.00141047,0.0161275
8473,2353,177,177,0.00162498,0.013538
8474,3251,177,177,0.0021761,0.00888639
8475,4493,177,177,0.00290317,0.00246087
8476,6208,177,177,0.00391573,0.0016314
8477,8579,177,177,0.00536512,0.00507642
8478,11856,177,177,0.00708592,0.00226989
8479,16384,177,177,0.00701559,0.00919562
8480,128,244,177,0.000136281,0.189996
8481,177,244,177,0.000187979,0.102199
8482,244,244,177,0.000215134,0.107816
8483,338,244,177,0.000294919,0.0759534
8484,467,244,177,0.000214764,0.0837449
8485,645,244,177,0.000293967,0.0599325
8486,891,244,177,0.000387591,0.060339
8487,1232,244,177,0.000500225,0.064393
8488,1702,244,177,0.00075023,0.06398
8489,2353,244,177,0.000843716,0.0331464
8490,3251,244,177,0.00110745,0.0150478
8491,4493,244,177,0.00122233,0.00964583
8492,6208,244,177,0.0015268,0.0179145
8493,8579,244,177,0.00202496,0.00419587
8494,11856,244,177,0.00266675,0.0117174
8495,16384,244,177,0.00891735,0.00716894
8496,128,338,177,0.000145523,0.107963
8497,177,338,177,0.00020332,0.0901055
8498,244,338,177,0.000366238,0.0555516
8499,338,338,177,0.000508028,0.0482264
8500,467,338,177,0.000720402,0.0341544
8501,645,338,177,0.000477598,0.0690229
8502,891,338,177,0.000623785,0.0532283
8503,1232,338,177,0.000781381,0.0408274
8504,1702,338,177,0.00102605,0.00750466
8505,2353,338,177,0.00133722,0.0136473
8506,3251,338,177,0.00179629,0.0415705
8507,4493,338,177,0.00153242,0.0288755
8508,6208,338,177,0.0019651,0.009414
8509,8579,338,177,0.00258168,0.0118291
8510,11856,338,177,0.00340751,0.00564035
8511,16384,338,177,0.011415,0.00414874
8512,128,467,177,0.000236424,0.0614763
8513,177,467,177,0.000335341,0.0747258
8514,244,467,177,0.000253773,0.0703354
8515,338,467,177,0.000595003,0.0366298
8516,467,467,177,0.000844638,0.0212383
8517,645,467,177,0.00113813,0.014369
8518,891,467,177,0.000838967,0.0280927
8519,1232,467,177,0.00108779,0.00970029
8520,1702,467,177,0.00143937,0.00937002
8521,2353,467,177,0.00193133,0.00664431
8522,3251,467,177,0.00258615,0.00705306
8523,4493,467,177,0.00226707,0.0068719
8524,6208,467,177,0.00304752,0.00621019
8525,8579,467,177,0.00410234,0.00872768
8526,11856,467,177,0.00560525,0.00254814
8527,16384,467,177,0.0185735,0.0386581
8528,128,645,177,0.000337468,0.0425293
8529,177,645,177,0.000489077,0.0257643
