m,n,k,avg,std
1024,128,128,128,5.45791e-05,0.218981
1025,256,128,128,9.30368e-05,0.208051
1026,512,128,128,0.000146286,0.100805
1027,1024,128,128,0.000261907,0.064352
1028,2048,128,128,0.000457268,0.0393033
1029,4096,128,128,0.000897694,0.0252481
1030,8192,128,128,0.0022765,0.0129563
1031,16384,128,128,0.00466065,0.0192962
1032,128,256,128,9.38982e-05,0.178281
1033,256,256,128,0.000105492,0.195919
1034,512,256,128,0.00023778,0.0658222
1035,1024,256,128,0.000450729,0.0432314
1036,2048,256,128,0.000753993,0.0317772
1037,4096,256,128,0.00135925,0.019357
1038,8192,256,128,0.00339831,0.0125338
1039,16384,256,128,0.00786704,0.023317
1040,128,512,128,0.000166414,0.0939889
1041,256,512,128,0.000369762,0.0579234
1042,512,512,128,0.000338561,0.106755
1043,1024,512,128,0.00149571,0.012633
1044,2048,512,128,0.00328343,0.00724378
1045,4096,512,128,0.00256016,0.00984796
1046,8192,512,128,0.00724725,0.00967144
1047,16384,512,128,0.0182868,0.00947775
1048,128,1024,128,0.000332519,0.0466578
1049,256,1024,128,0.000256871,0.0898959
1050,512,1024,128,0.000537565,0.0702582
1051,1024,1024,128,0.00121691,0.0192519
1052,2048,1024,128,0.00333912,0.050486
1053,4096,1024,128,0.008238,0.0528271
1054,8192,1024,128,0.0197787,0.0556879
1055,16384,1024,128,0.0340916,0.0434057
1056,128,2048,128,0.000606482,0.0249075
1057,256,2048,128,0.00050324,0.0920215
1058,512,2048,128,0.00109141,0.021856
1059,1024,2048,128,0.00298038,0.00551164
1060,2048,2048,128,0.00830234,0.0949133
1061,4096,2048,128,0.0125571,0.0447572
1062,8192,2048,128,0.0301792,0.0388797
1063,16384,2048,128,0.0535745,0.0324985
1064,128,4096,128,0.00128851,0.0187753
1065,256,4096,128,0.000827862,0.0444826
1066,512,4096,128,0.00186861,0.00979508
1067,1024,4096,128,0.00609703,0.0270623
1068,2048,4096,128,0.0133497,0.0725477
1069,4096,4096,128,0.020449,0.0406946
1070,8192,4096,128,0.0500798,0.0251391
1071,16384,4096,128,0.092387,0.0225581
1072,128,8192,128,0.00248908,0.00780644
1073,256,8192,128,0.00148158,0.0174928
1074,512,8192,128,0.00336396,0.00709124
1075,1024,8192,128,0.0118013,0.0277029
1076,2048,8192,128,0.0219988,0.0648179
1077,4096,8192,128,0.036972,0.0222509
1078,8192,8192,128,0.0899556,0.0243737
1079,16384,8192,128,0.169383,0.0230686
1080,128,16384,128,0.00491444,0.019134
1081,256,16384,128,0.00279596,0.00957681
1082,512,16384,128,0.00658483,0.00415611
1083,1024,16384,128,0.0248441,0.00309772
1084,2048,16384,128,0.0372808,0.0353249
1085,4096,16384,128,0.0693829,0.0181638
1086,8192,16384,128,0.167543,0.015649
1087,16384,16384,128,0.321361,0.0142965
1088,128,128,256,9.30161e-05,0.279205
1089,256,128,256,0.000157213,0.157283
1090,512,128,256,0.000304505,0.0527611
1091,1024,128,256,0.000496302,0.0556864
1092,2048,128,256,0.000815757,0.0282262
1093,4096,128,256,0.00165985,0.0152518
1094,8192,128,256,0.00396737,0.00416858
1095,16384,128,256,0.00814092,0.00697791
1096,128,256,256,0.00015907,0.155059
1097,256,256,256,0.00020833,0.138929
1098,512,256,256,0.000459512,0.0579198
1099,1024,256,256,0.000825067,0.0187008
1100,2048,256,256,0.00144879,0.0148341
1101,4096,256,256,0.00238164,0.0108083
1102,8192,256,256,0.00556948,0.00656917
1103,16384,256,256,0.0120141,0.00944051
1104,128,512,256,0.000388277,0.062024
1105,256,512,256,0.000732995,0.0380649
1106,512,512,256,0.000625383,0.0652735
1107,1024,512,256,0.00284902,0.00593801
1108,2048,512,256,0.00575563,0.00309561
1109,4096,512,256,0.00426779,0.00342003
1110,8192,512,256,0.00961303,0.00831798
1111,16384,512,256,0.023854,0.0266372
1112,128,1024,256,0.000292337,0.0945679
1113,256,1024,256,0.000517604,0.07356
1114,512,1024,256,0.000972914,0.0170459
1115,1024,1024,256,0.00190559,0.0111897
1116,2048,1024,256,0.00475229,0.029442
1117,4096,1024,256,0.0104274,0.0408342
1118,8192,1024,256,0.0230235,0.0345858
1119,16384,1024,256,0.0453818,0.0388984
1120,128,2048,256,0.000554502,0.0694866
1121,256,2048,256,0.000951409,0.00816058
1122,512,2048,256,0.0021047,0.00969915
1123,1024,2048,256,0.00431884,0.00997278
1124,2048,2048,256,0.00953275,0.0288445
1125,4096,2048,256,0.0172476,0.018049
1126,8192,2048,256,0.0388238,0.0182605
1127,16384,2048,256,0.0741642,0.019436
1128,128,4096,256,0.000874006,0.0360688
1129,256,4096,256,0.00155818,0.0232539
1130,512,4096,256,0.00348974,0.00887944
1131,1024,4096,256,0.00791038,0.00342053
1132,2048,4096,256,0.0161505,0.0301084
1133,4096,4096,256,0.0290669,0.0141341
1134,8192,4096,256,0.0676708,0.0236946
1135,16384,4096,256,0.128168,0.0155643
1136,128,8192,256,0.00155863,0.0218219
1137,256,8192,256,0.00284516,0.00559753
1138,512,8192,256,0.00650032,0.00488088
1139,1024,8192,256,0.0151325,0.00387856
1140,2048,8192,256,0.0312027,0.0477941
1141,4096,8192,256,0.0535129,0.0172311
1142,8192,8192,256,0.120744,0.00906496
1143,16384,8192,256,0.231686,0.00994985
1144,128,16384,256,0.00295807,0.0116293
1145,256,16384,256,0.0061379,0.0034589
1146,512,16384,256,0.0131498,0.0034742
1147,1024,16384,256,0.0306636,0.00747696
1148,2048,16384,256,0.0529768,0.0227541
1149,4096,16384,256,0.101144,0.00844167
1150,8192,16384,256,0.230547,0.00967477
1151,16384,16384,256,0.450033,0.0128574
1152,128,128,512,0.000176991,0.117004
1153,256,128,512,0.000309714,0.0567289
1154,512,128,512,0.000607851,0.0381555
1155,1024,128,512,0.000969014,0.0123601
1156,2048,128,512,0.00169392,0.0140405
1157,4096,128,512,0.0033662,0.00955446
1158,8192,128,512,0.00828065,0.00716307
1159,16384,128,512,0.0163364,0.00587144
1160,128,256,512,0.000310584,0.0643178
1161,256,256,512,0.000420258,0.0570659
1162,512,256,512,0.000899344,0.00634997
1163,1024,256,512,0.00164829,0.0155924
1164,2048,256,512,0.0030638,0.0054425
1165,4096,256,512,0.00508176,0.00639036
1166,8192,256,512,0.0118794,0.00962717
1167,16384,256,512,0.0250462,0.00182915
1168,128,512,512,0.000795074,0.0409995
1169,256,512,512,0.00139842,0.0192138
1170,512,512,512,0.00120987,0.022662
1171,1024,512,512,0.00569185,0.00995795
1172,2048,512,512,0.0119622,0.00633689
1173,4096,512,512,0.00869686,0.00243458
1174,8192,512,512,0.022303,0.00688564
1175,16384,512,512,0.0569797,0.00949525
1176,128,1024,512,0.000578228,0.0699452
1177,256,1024,512,0.000999498,0.00603348
1178,512,1024,512,0.00191187,0.00764371
1179,1024,1024,512,0.00400982,0.00168673
1180,2048,1024,512,0.0101001,0.0284115
1181,4096,1024,512,0.0230148,0.0393588
1182,8192,1024,512,0.0623854,0.0532276
1183,16384,1024,512,0.11481,0.0312741
1184,128,2048,512,0.00104221,0.0133958
1185,256,2048,512,0.00180316,0.0147412
1186,512,2048,512,0.00416226,0.0165561
1187,1024,2048,512,0.00850272,0.00650933
1188,2048,2048,512,0.0199424,0.0167692
1189,4096,2048,512,0.04465,0.0494656
1190,8192,2048,512,0.114336,0.0615437
1191,16384,2048,512,0.216723,0.0346744
1192,128,4096,512,0.00175725,0.0200674
1193,256,4096,512,0.0036571,0.00706364
1194,512,4096,512,0.0072685,0.00356732
1195,1024,4096,512,0.0157542,0.00435425
1196,2048,4096,512,0.0385266,0.0336435
1197,4096,4096,512,0.072953,0.0462841
1198,8192,4096,512,0.200763,0.00966742
1199,16384,4096,512,0.382437,0.0683752
1200,128,8192,512,0.00314117,0.00704026
1201,256,8192,512,0.00583789,0.00434176
1202,512,8192,512,0.0139781,0.00136507
1203,1024,8192,512,0.0315851,0.00487172
1204,2048,8192,512,0.079311,0.0179963
1205,4096,8192,512,0.131655,0.0284806
1206,8192,8192,512,0.348841,0.0622778
1207,16384,8192,512,0.682324,0.025007
1208,128,16384,512,0.00611145,0.00426665
1209,256,16384,512,0.0114324,0.00328043
1210,512,16384,512,0.028082,0.00116739
1211,1024,16384,512,0.0646191,0.00119661
1212,2048,16384,512,0.145866,0.0241416
1213,4096,16384,512,0.275909,0.00876052
1214,8192,16384,512,0.701223,0.040958
1215,16384,16384,512,1.37661,0.00891605
1216,128,128,1024,0.000513445,0.0777048
1217,256,128,1024,0.000608631,0.036398
1218,512,128,1024,0.00134101,0.023295
1219,1024,128,1024,0.00202185,0.0032292
1220,2048,128,1024,0.00366191,0.00456756
1221,4096,128,1024,0.00681528,0.00405437
1222,8192,128,1024,0.0164016,0.00817662
1223,16384,128,1024,0.034765,0.00346752
1224,128,256,1024,0.000596855,0.0441493
1225,256,256,1024,0.00107349,0.00214336
1226,512,256,1024,0.00191234,0.00298392
