m,n,k,avg
0,256,4096,1024,0.0651183
0,2048,32,256,0.00167164
0,256,32,2048,0.00253975
0,64,512,256,0.00174433
0,512,4096,1024,0.126133
0,512,64,512,0.00144215
0,64,4096,4096,0.0824793
0,128,2048,512,0.0119728
0,4096,512,128,0.0149942
0,1024,32,4096,0.0141322
0,1024,1024,2048,0.151134
0,2048,1024,128,0.0189818
0,64,128,256,0.000156878
0,1024,256,256,0.00578032
0,128,1024,2048,0.02277
0,32,4096,256,0.0142705
0,2048,2048,32,0.0152853
0,4096,1024,1024,0.24265
0,256,128,1024,0.00316629
0,4096,256,64,0.00521467
0,256,512,512,0.00695182
0,32,512,4096,0.00833366
0,64,256,512,0.000620657
0,2048,256,128,0.00601367
0,512,256,4096,0.0379851
0,4096,2048,64,0.0355745
0,512,2048,2048,0.153445
0,1024,64,512,0.00338296
0,2048,128,1024,0.0257389
0,1024,2048,4096,0.476365
0,2048,512,64,0.00543965
0,1024,512,128,0.00573332
0,128,512,1024,0.00615549
0,256,2048,4096,0.130178
0,2048,64,64,0.000772388
0,256,256,2048,0.0118963
0,1024,4096,32,0.0101096
0,256,1024,256,0.00529255
0,32,256,2048,0.0018294
0,512,128,512,0.00385593
0,64,2048,64,0.00240419
0,4096,4096,128,0.0986851
0,512,1024,4096,0.129075
0,512,4096,128,0.0165083
0,1024,128,1024,0.0120604
0,128,128,2048,0.00432345
0,2048,4096,32,0.0214421
0,4096,128,256,0.00975713
0,1024,1024,64,0.00573612
0,128,4096,512,0.0185433
0,256,4096,512,0.0340037
0,2048,32,128,0.000982806
0,256,32,4096,0.00415264
0,64,512,32,0.00048761
0,4096,64,4096,0.067424
0,256,128,128,0.000520336
0,512,64,1024,0.00334053
0,64,4096,2048,0.0499529
0,128,2048,256,0.00533327
0,4096,512,256,0.0285924
0,1024,32,512,0.00241477
0,2048,1024,256,0.0391965
0,512,2048,64,0.00588052
0,64,128,512,0.000692402
0,1024,256,128,0.00316982
0,128,1024,4096,0.0370452
0,2048,2048,4096,0.934859
0,4096,1024,512,0.125526
0,4096,256,32,0.00350976
0,1024,2048,32,0.00699817
0,256,512,1024,0.0114542
0,32,512,2048,0.00491308
0,64,256,256,0.00101782
0,2048,256,256,0.0111778
0,512,256,512,0.00615017
0,64,1024,256,0.00509019
0,4096,2048,2048,0.928045
0,256,256,64,0.00062831
0,512,32,128,0.00018628
0,1024,4096,4096,0.755985
0,1024,64,4096,0.0199052
0,128,256,128,0.000681607
0,2048,128,512,0.0124145
0,2048,512,32,0.00465265
0,512,1024,32,0.00179899
0,1024,512,256,0.00982559
0,128,512,512,0.00323595
0,256,2048,512,0.0218399
0,32,2048,256,0.00981972
0,2048,64,2048,0.0252243
0,4096,32,64,0.00110267
0,256,1024,128,0.0030175
0,512,512,4096,0.0694819
0,32,256,4096,0.00464437
0,512,128,4096,0.0218343
0,64,2048,128,0.00835506
0,4096,4096,1024,0.740087
0,512,4096,256,0.031179
0,1024,128,2048,0.0255208
0,128,128,1024,0.0019065
0,2048,4096,64,0.0339267
0,1024,1024,32,0.00343859
0,256,64,4096,0.00611648
0,128,4096,1024,0.0366367
0,256,4096,4096,0.212488
0,32,1024,128,0.000985048
0,2048,32,1024,0.00759861
0,4096,64,2048,0.0407126
0,256,128,256,0.000795451
0,512,64,2048,0.00664556
0,64,4096,1024,0.0226142
0,128,2048,128,0.00290329
0,4096,512,512,0.0665256
0,1024,32,1024,0.00493234
0,2048,1024,32,0.00699797
0,512,2048,32,0.00372164
0,64,128,1024,0.000837616
0,1024,256,64,0.00194019
0,128,1024,512,0.00650541
0,32,4096,64,0.00351869
0,2048,2048,2048,0.585001
0,4096,1024,256,0.0586736
0,4096,256,256,0.0175296
0,1024,2048,64,0.0113097
0,256,512,2048,0.0206013
0,32,512,1024,0.0026456
0,2048,256,512,0.0222171
0,512,256,1024,0.0109904
0,64,1024,128,0.00285783
0,4096,2048,4096,1.47783
0,256,256,32,0.000480253
0,32,64,1024,0.000153373
0,1024,4096,2048,0.473359
0,1024,64,2048,0.0121331
0,128,256,256,0.00109151
0,2048,128,256,0.00616977
0,2048,512,256,0.0188101
0,512,1024,64,0.00326363
0,128,64,2048,0.00175688
0,1024,512,32,0.00195561
0,128,512,4096,0.019335
0,256,2048,1024,0.0433693
0,32,2048,128,0.00493205
0,2048,64,4096,0.0405947
0,4096,32,128,0.00129451
0,256,1024,64,0.00138376
0,512,512,2048,0.040006
0,512,128,2048,0.0122474
0,64,2048,256,0.00515044
0,4096,4096,512,0.39369
0,64,512,2048,0.00847321
0,512,4096,32,0.00578598
0,1024,128,4096,0.0397066
0,128,128,512,0.000599579
0,2048,4096,128,0.0608666
0,128,32,1024,0.000866225
0,4096,128,64,0.0026771
0,1024,1024,256,0.0185014
0,256,64,2048,0.00352493
0,128,4096,2048,0.0717726
0,256,4096,2048,0.12829
0,2048,32,512,0.00350258
0,4096,64,1024,0.0225039
0,32,4096,2048,0.0293278
0,32,128,4096,0.00121071
0,512,64,4096,0.0112798
0,64,4096,512,0.0126261
0,128,2048,64,0.00154986
0,4096,512,1024,0.124301
0,64,1024,1024,0.00824067
0,2048,1024,64,0.0102957
0,512,2048,256,0.0206443
0,64,128,2048,0.001767
0,1024,256,32,0.00104399
0,128,1024,1024,0.0124326
0,2048,2048,1024,0.295191
0,4096,1024,128,0.0295578
0,128,256,512,0.00190034
0,4096,256,128,0.00923412
0,1024,2048,128,0.0204345
0,256,512,4096,0.0339927
0,64,256,64,0.000272203
0,2048,256,1024,0.0448144
0,512,256,128,0.00132708
0,4096,2048,512,0.250821
0,32,2048,1024,0.0104539
0,256,256,256,0.00151413
0,32,64,2048,0.000698106
0,1024,4096,1024,0.2419
0,1024,64,64,0.00061469
0,2048,128,128,0.00369606
0,64,2048,512,0.00854758
0,2048,512,128,0.0097887
0,512,1024,128,0.00551833
0,128,64,4096,0.0030092
0,1024,512,64,0.00305268
0,128,512,2048,0.0121164
0,256,2048,128,0.00591069
0,2048,64,512,0.00695899
0,128,128,256,0.000401484
0,4096,32,256,0.00290493
0,256,1024,32,0.00089334
0,512,512,1024,0.0204213
0,4096,128,2048,0.0772919
0,32,256,1024,0.00162544
0,512,128,64,0.000650942
0,4096,4096,4096,2.39458
0,32,1024,512,0.00529043
0,64,512,4096,0.011821
0,512,4096,64,0.00996949
0,64,4096,256,0.0108906
0,2048,4096,256,0.12127
0,1024,1024,128,0.010229
0,256,64,1024,0.00191915
0,2048,1024,2048,0.296501
0,128,4096,4096,0.11615
0,256,4096,64,0.00468782
0,2048,32,4096,0.0271796
0,128,1024,128,0.0018292
0,4096,64,512,0.0100694
0,32,4096,4096,0.0520751
0,256,128,64,0.000260411
0,4096,256,1024,0.0673993
0,32,128,2048,0.00082688
0,128,2048,32,0.00148971
0,4096,512,2048,0.246076
0,1024,32,256,0.00108766
0,32,512,256,0.00210531
0,64,1024,512,0.00408913
0,512,2048,128,0.0102659
0,64,128,4096,0.00317594
0,1024,256,4096,0.0698474
0,2048,2048,512,0.154701
0,4096,1024,64,0.0179868
0,128,256,1024,0.0031551
0,1024,2048,256,0.0385357
0,2048,512,1024,0.0794673
0,256,512,32,0.000792704
0,64,256,32,0.000199377
0,2048,256,2048,0.0852429
0,512,256,256,0.00295955
0,128,512,64,0.000328318
0,4096,2048,1024,0.474522
0,32,2048,512,0.00593498
0,256,256,128,0.000986723
0,4096,32,512,0.0061747
0,512,32,4096,0.0068462
0,1024,4096,512,0.126092
0,32,256,128,0.000689393
0,2048,128,64,0.00170295
0,64,2048,1024,0.015238
0,512,1024,256,0.00982508
0,128,64,512,0.000272723
0,1024,512,2048,0.0826361
0,256,2048,256,0.0101217
0,2048,64,1024,0.0125178
0,2048,4096,512,0.251465
0,256,1024,4096,0.0713872
0,512,512,512,0.0109034
0,4096,128,4096,0.129445
0,128,4096,32,0.00154502
0,4096,4096,2048,1.488
