m,n,k,avg
0,3010,2212,1756,0.668457
0,948,1505,323,0.0283647
0,2787,2389,3251,1.19914
0,348,299,59,0.000635295
0,3792,2580,59,0.0415729
0,697,188,3251,0.0314994
0,102,2787,219,0.00435271
0,348,1896,3251,0.137493
0,2580,1625,161,0.0421292
0,174,474,188,0.00118467
0,597,645,3792,0.083353
0,64,2212,1756,0.0236556
0,4096,87,3251,0.0840108
0,3511,110,1756,0.0484553
0,4096,1106,1024,0.259037
0,3792,1024,2212,0.499211
0,1195,2212,323,0.0483401
0,813,697,1024,0.0381184
0,3511,1756,3511,1.22951
0,348,2212,1290,0.055724
0,753,1024,1896,0.0914912
0,1290,1106,813,0.0704489
0,2389,512,406,0.035176
0,697,1106,3511,0.166509
0,645,237,219,0.00263687
0,1625,2580,878,0.204741
0,2787,3511,161,0.0914602
0,81,3511,3511,0.0948563
0,138,2389,948,0.0223913
0,1505,3511,128,0.0420506
0,3511,2580,1505,0.774669
0,753,813,1290,0.0452779
0,94,3792,2048,0.0677418
0,1756,2787,299,0.085475
0,1625,1393,2048,0.268789
0,128,553,1195,0.0063378
0,1625,2787,75,0.0214425
0,2580,878,102,0.0142897
0,2787,51,3010,0.0368724
0,219,1896,1290,0.0351204
0,1505,1024,1195,0.110815
0,256,3010,1195,0.0552701
0,1106,1024,3010,0.193093
0,1290,878,4096,0.273402
0,2212,553,1896,0.142301
0,948,813,3010,0.127392
0,4096,597,2212,0.296018
0,3792,1505,2048,0.67141
0,439,697,1505,0.027272
0,1393,1896,2389,0.368332
0,4096,1195,697,0.208714
0,3251,81,3511,0.0660715
0,948,1024,3792,0.210816
0,4096,3010,697,0.534567
0,813,102,1505,0.0103284
0,203,1024,813,0.0119718
0,597,1195,2048,0.0871832
0,2787,474,2787,0.228366
0,128,597,1756,0.00965678
0,2048,439,2389,0.147662
0,2580,597,1505,0.132822
0,1896,1195,1290,0.173198
0,2389,553,813,0.0636453
0,3792,697,1290,0.200004
0,1756,948,697,0.0732654
0,3010,753,2580,0.380726
0,753,55,1393,0.00454761
0,3792,64,512,0.0102209
0,2048,753,3511,0.349687
0,1896,512,1896,0.109119
0,3792,948,188,0.040489
0,102,188,3792,0.00721132
0,276,597,3511,0.0414274
0,3511,1896,2389,0.921019
0,3251,1505,645,0.201057
0,1625,2048,697,0.146576
0,1756,37,3792,0.0252363
0,3010,2212,1195,0.437986
0,2048,2212,51,0.0171554
0,4096,3792,219,0.187208
0,2787,2389,2212,0.836689
0,878,2212,219,0.0248339
0,1505,2389,1106,0.236278
0,2580,3511,4096,2.02086
0,44,2389,1505,0.0167155
0,237,75,3251,0.00487877
0,348,1896,1625,0.0649024
0,1393,3511,597,0.173952
0,323,1505,3010,0.0977995
0,3511,188,1625,0.0799336
0,3792,753,439,0.0727611
0,3010,376,1896,0.139452
0,2048,64,3010,0.0273479
0,3511,1756,813,0.293655
0,753,1024,948,0.045243
0,3251,2212,1505,0.586977
0,1896,1393,276,0.0432124
0,3511,276,2048,0.128051
0,3010,1505,2787,0.698613
0,299,1024,878,0.0181236
0,2212,1625,3251,0.667023
0,3792,512,1024,0.125872
0,2048,1756,44,0.011933
0,3511,2580,553,0.309854
0,3511,149,3010,0.11948
0,753,813,753,0.0302627
0,3251,2787,3511,1.79936
0,161,1625,323,0.00554591
0,1024,2580,188,0.0296203
0,1290,3010,75,0.0187842
0,3010,4096,1896,1.2588
0,2212,1756,2580,0.568971
0,138,1896,1106,0.0202947
0,2787,1106,323,0.055256
0,2580,2787,119,0.0507292
0,188,948,323,0.0042341
0,2048,174,3792,0.10991
0,474,219,1393,0.0105148
0,645,2389,37,0.00431273
0,3511,878,94,0.0196703
0,512,2048,4096,0.265566
0,1024,753,813,0.0388489
0,1896,2389,1290,0.319991
0,4096,597,3251,0.460541
0,203,1505,3792,0.080356
0,1106,697,2212,0.102176
0,1290,2048,3010,0.454462
0,161,2048,878,0.0199063
0,4096,3010,474,0.303329
0,35,4096,1195,0.0195593
0,878,697,4096,0.152054
0,3792,3251,878,0.598317
0,813,645,2212,0.0657712
0,2580,597,3010,0.272634
0,2389,553,1625,0.126591
0,645,1024,3251,0.132165
0,1756,948,4096,0.373482
0,3010,753,1290,0.165954
0,439,3010,348,0.0293797
0,1625,753,2212,0.160123
0,2787,597,2389,0.239875
0,1625,174,753,0.0199224
0,1756,645,2787,0.192537
0,110,3511,219,0.00607971
0,1505,1896,3792,0.628284
0,1625,439,1505,0.0652564
0,2787,299,3511,0.215648
0,1393,1290,597,0.0702166
0,3251,1505,323,0.0896092
0,3792,237,102,0.00652203
0,3010,2212,597,0.227394
0,948,1505,697,0.065155
0,376,813,3511,0.0701137
0,2787,2389,1106,0.418187
0,1195,645,1896,0.0889855
0,2580,3511,2048,1.03786
0,2389,3792,3792,1.89299
0,1024,2048,553,0.0725579
0,161,1106,406,0.00495166
0,645,1290,1024,0.0566738
0,1290,1106,878,0.0709427
0,3511,188,2787,0.121081
0,3251,149,1505,0.0576881
0,753,1024,645,0.0305021
0,3251,2212,878,0.347848
0,87,406,2048,0.00652584
0,1290,2787,1106,0.22367
0,3251,348,2212,0.16054
0,299,1024,1505,0.0286913
0,2212,1625,2212,0.472737
0,2787,3511,3010,1.66326
0,1505,3511,376,0.124909
0,3511,2580,948,0.486591
0,1896,2580,55,0.0209054
0,3251,2787,512,0.275119
0,3010,4096,3251,2.17807
0,474,948,1505,0.0408566
0,878,237,1106,0.0166598
0,2212,1756,1505,0.321019
0,2787,1290,1756,0.387138
0,439,1625,2787,0.133627
0,2048,1625,2787,0.526054
0,1024,174,1195,0.0139294
0,553,1195,753,0.0318308
0,4096,1896,878,0.454977
0,174,878,348,0.00461438
0,2787,51,753,0.00885291
0,2048,174,1896,0.0449413
0,1756,1195,219,0.0266276
0,439,2048,1393,0.0775554
0,645,553,2787,0.0636722
0,753,813,102,0.00401286
0,3251,276,276,0.0162981
0,878,1195,1024,0.0648764
0,3792,406,3511,0.334662
0,4096,323,406,0.0384533
0,3511,3251,1896,1.20579
0,4096,3010,2787,1.93878
0,878,697,697,0.0263467
0,3792,3251,439,0.328924
0,645,110,3251,0.0206704
0,3511,406,813,0.0699438
0,1106,161,128,0.00201686
0,697,64,1756,0.00643287
0,753,439,2389,0.0515447
0,94,2048,3792,0.0649929
0,3511,2389,219,0.105885
0,2787,2580,128,0.0566208
0,645,1024,1625,0.0651036
0,102,1505,1290,0.0150295
0,3010,753,645,0.0827601
0,597,813,3010,0.0864116
0,376,3792,348,0.0305346
0,2580,474,2212,0.170817
0,138,2048,948,0.0207777
0,110,878,2212,0.0161861
0,1505,1896,2212,0.377108
0,1625,439,3010,0.131378
0,2787,299,813,0.0459104
0,348,1290,237,0.0063026
0,2580,3251,237,0.11397
0,1024,1393,3010,0.263551
0,3010,2212,219,0.0836489
0,1195,188,1756,0.0307401
0,299,813,69,0.00132102
0,4096,3792,1195,1.02046
0,2787,2389,406,0.169958
0,1195,645,3251,0.142375
0,2580,3511,753,0.387743
0,1393,3511,1290,0.354855
0,2389,3792,1393,0.724516
0,1024,2048,3792,0.492241
0,1290,3792,697,0.203361
0,3792,3511,81,0.0661134
0,597,2212,1106,0.0892671
0,149,1393,1290,0.0177891
0,3511,188,406,0.0205236
0,37,753,3511,0.0110589
0,645,1896,1024,0.0846788
0,878,948,1756,0.0855194
0,2580,3251,128,0.0671204
0,3251,2212,376,0.144909
0,1195,813,376,0.025182
0,1756,2389,474,0.128431
0,3010,1505,697,0.183218
0,64,2048,597,0.00691613
0,3251,348,3251,0.240636
0,299,1024,3511,0.076606
0,2787,3511,1290,0.71984
0,2048,174,348,0.0094417
0,2048,1756,2048,0.438062
0,3511,2580,188,0.0947885
0,1896,2580,3792,1.04041
0,3251,2787,1195,0.563526
0,512,753,474,0.0143327
0,1290,3010,219,0.0493499
0,3010,4096,645,0.461958
0,4096,2048,119,0.0581354
0,2787,1290,4096,0.835742
0,1106,1024,697,0.052339
0,59,1393,2389,0.0208153
0,439,1625,1625,0.0699885
0,2048,1625,1625,0.293562
0,2580,1896,2212,0.61022
0,406,2048,3010,0.151227
0,1896,3792,3010,1.18257
0,645,323,256,0.00375909
0,645,2389,276,0.0257153
0,110,2787,948,0.0238532
0,1024,753,1505,0.0732575
0,813,697,2580,0.0870469
0,299,1756,1505,0.0513755
0,276,2212,2787,0.104342
0,3511,3251,439,0.293215
0,3251,4096,2787,2.03853
0,697,597,3251,0.0845684
0,3010,2787,1505,0.713963
0,2212,3010,1756,0.665206
0,3792,3251,1896,1.27254
0,553,1756,2212,0.129863
0,597,1195,753,0.0342356
0,3511,406,3511,0.291539
0,3010,645,1024,0.116345
0,474,512,1393,0.0223731
0,2212,3251,1393,0.578809
0,597,813,1505,0.0458906
0,2787,597,597,0.0627593
0,439,948,1290,0.0321773
0,3511,149,75,0.00322252
0,4096,474,3792,0.441424
0,94,1024,2389,0.0189674
0,2212,219,3792,0.123702
0,110,878,3251,0.025751
0,2048,323,2048,0.0849241
0,2787,299,474,0.0289995
0,1393,1290,1756,0.180297
0,3251,1505,59,0.0215256
0,1024,1393,1505,0.128771
0,1290,1625,3251,0.387641
0,3010,2212,110,0.0457621
0,948,1505,2787,0.233855
0,4096,3792,512,0.479685
0,75,878,3010,0.0174158
0,1393,1896,878,0.14669
0,878,2212,439,0.056852
0,3792,2580,948,0.526357
0,2580,3511,376,0.192679
0,1106,376,4096,0.107928
0,2389,3792,697,0.391262
0,1024,2048,2212,0.274334
0,1290,3792,1625,0.456454
0,161,1106,1625,0.0214322
0,948,1896,4096,0.449404
0,645,1290,4096,0.20664
0,3792,1756,474,0.200965
0,813,4096,1195,0.222957
0,1505,3511,51,0.0218386
0,1106,323,3511,0.0827713
0,94,1106,1195,0.0117825
0,1195,1896,75,0.0106009
0,597,1505,948,0.0500246
0,128,1896,597,0.0117165
0,1896,376,2212,0.101318
0,3511,276,1024,0.0654245
0,3010,1505,406,0.107302
0,3251,348,553,0.0406789
0,2212,1625,406,0.0822072
0,2787,3511,753,0.410044
0,75,2048,174,0.0097293
0,276,1106,3251,0.0653464
0,1505,3511,2048,0.628922
0,2580,2389,1393,0.496742
0,1393,2389,1106,0.221813
0,2389,3010,2580,1.0504
0,1024,2580,697,0.112989
0,1756,2787,2580,0.703503
0,3010,4096,1106,0.737434
0,948,2787,376,0.0663678
0,4096,2048,323,0.15044
0,2787,1290,597,0.1163
0,2048,1625,948,0.184097
0,2580,1896,3792,1.04186
0,3010,948,1625,0.277149
0,1896,3792,1756,0.703371
0,2389,2048,2048,0.561608
0,2212,119,138,0.00340372
0,1024,3792,1024,0.239977
0,1756,3511,3251,1.14316
0,1195,2389,3251,0.525431
0,2048,1195,878,0.129688
0,645,2389,553,0.0533095
0,597,4096,299,0.0409832
0,406,1625,645,0.0299346
0,64,948,878,0.00492536
0,299,1756,878,0.0279881
0,376,1290,4096,0.121506
0,1505,439,3010,0.126741
0,188,1505,3010,0.0611635
0,3511,3251,878,0.566559
0,3792,219,4096,0.229408
0,3251,4096,474,0.362768
0,697,597,645,0.0172084
0,3010,2787,3010,1.41327
0,188,2212,3251,0.0834296
0,2212,3010,4096,1.47329
0,2787,1896,1625,0.491322
0,75,3792,32,0.00349554
0,2048,3251,2212,0.83123
0,3511,406,1756,0.161839
0,3251,439,3251,0.277967
0,406,1024,1290,0.0348888
0,2212,3251,2787,1.1077
0,2048,3010,1505,0.520358
0,512,512,2580,0.0423232
0,2389,376,1024,0.0611219
0,2048,323,3511,0.147433
0,348,597,3511,0.0472106
0,1896,138,1896,0.0367882
0,4096,299,948,0.0677008
0,2580,3251,219,0.103217
0,1290,1625,1896,0.235378
0,3010,2212,75,0.0339164
0,81,1106,813,0.00721548
0,4096,3792,3511,3.05267
0,2787,2389,138,0.0531145
0,878,2212,1896,0.21025
0,813,2389,3511,0.386907
0,2389,3792,474,0.272549
0,753,3511,553,0.0953134
0,1290,3792,2787,0.771636
0,753,1106,1756,0.0973434
0,3010,3792,149,0.0959396
0,697,3792,1024,0.172121
0,4096,1625,1505,0.544605
0,3792,1756,813,0.323817
0,597,2212,2389,0.176844
0,813,4096,2389,0.448402
0,2212,276,1756,0.0731047
0,645,1896,3010,0.213932
0,697,1024,3251,0.147077
0,2580,256,4096,0.18489
0,512,3251,474,0.0541296
0,2787,3511,597,0.363726
0,1505,3511,4096,1.22879
0,2580,2389,1106,0.388697
0,1896,2580,697,0.201935
0,3251,2787,219,0.112052
0,3792,2048,203,0.0892529
0,1024,2580,1625,0.246243
0,1756,2787,1290,0.355672
0,2212,94,1024,0.0152324
0,1625,4096,2389,0.879782
0,2787,1290,753,0.169104
0,1195,2212,188,0.0291409
0,878,4096,474,0.111573
0,2048,1625,553,0.10577
0,406,2048,553,0.0292489
0,4096,2212,1024,0.53929
0,1896,3792,1024,0.438123
0,2389,2048,2580,0.710408
0,1024,3792,2048,0.4564
0,3251,1195,102,0.023439
0,1195,2389,1896,0.307067
0,948,3511,1106,0.221746
0,1625,2389,3511,0.779227
0,645,2389,1106,0.103833
0,1106,4096,3511,0.922027
0,878,2389,597,0.0781867
0,597,4096,597,0.0817082
0,237,1756,3010,0.0809997
0,376,1290,597,0.0183914
0,3511,348,2580,0.206836
0,1195,3511,3792,0.8949
0,474,1756,94,0.00485015
0,1393,645,2787,0.153454
0,174,1896,2389,0.0494621
0,237,3511,2389,0.125128
0,128,3511,406,0.0150927
0,3251,4096,697,0.524244
0,59,813,1195,0.00579299
0,3010,2787,376,0.196465
0,188,2212,2212,0.059973
0,2212,3010,597,0.2466
0,2787,1896,2389,0.735285
0,2048,3251,3792,1.4473
0,2580,1290,1290,0.24755
0,1896,1393,2048,0.321816
0,553,237,2212,0.0225746
0,3010,645,4096,0.48846
0,2212,3251,474,0.209065
0,439,3010,3010,0.23455
0,2048,3010,3010,1.05979
0,2580,1024,1195,0.16461
0,1505,2787,203,0.0500022
0,1896,2048,1625,0.3551
0,948,299,697,0.0139056
0,2212,219,948,0.0285823
0,1896,138,3251,0.0620572
0,4096,299,1625,0.126123
0,406,3010,697,0.0539116
0,3792,237,878,0.0535836
0,276,2787,3792,0.188065
0,299,3251,2787,0.171887
0,276,4096,1505,0.103683
0,439,1024,753,0.0214583
0,3792,512,1625,0.191334
0,3792,2580,1505,0.814217
0,3511,512,2787,0.325727
0,2389,3792,237,0.119877
0,753,3511,3251,0.491145
0,2212,474,948,0.0558612
0,3792,1756,3511,1.30218
0,138,697,1896,0.0139693
0,813,4096,1393,0.260618
0,553,2787,2580,0.229896
0,3251,4096,138,0.108201
0,753,2787,2580,0.315673
0,3251,813,1024,0.158797
0,94,1106,3511,0.0341871
0,2212,276,3511,0.141403
0,1393,948,474,0.0412035
0,2212,512,753,0.0524224
0,597,1505,2787,0.142582
0,2787,323,1106,0.0610331
0,553,4096,1505,0.195888
0,2580,256,597,0.0283095
0,512,3251,813,0.081424
0,3511,645,203,0.0277186
0,348,3792,948,0.0825847
0,2580,2389,645,0.227065
0,1393,2389,3251,0.622965
0,2389,3010,1195,0.472222
0,1024,2580,2787,0.43311
0,1290,3010,1756,0.396659
0,59,4096,276,0.0242681
0,2389,138,3010,0.0753308
0,948,2787,1505,0.215542
0,1625,4096,1625,0.601917
0,878,4096,813,0.165291
0,3792,1393,512,0.172564
0,2580,1896,697,0.21564
0,55,1290,645,0.00450716
0,2389,1024,3010,0.444329
0,1896,3792,597,0.261084
0,51,2212,1195,0.0137549
0,376,1896,597,0.025377
0,1024,3792,4096,0.889331
0,1756,3511,1106,0.395252
0,161,597,3010,0.0208087
0,1195,2389,1106,0.184946
0,948,3511,2212,0.422431
0,1625,2389,2048,0.463194
0,645,2389,2212,0.204829
0,1106,4096,2048,0.516024
0,2212,878,69,0.00958973
0,597,4096,1195,0.173017
0,813,2212,645,0.0720379
0,474,1896,161,0.00915401
0,878,299,2389,0.0422489
0,2787,474,2048,0.175287
0,3251,276,2389,0.1369
0,474,1756,188,0.0093166
0,1106,2787,3511,0.60743
0,1505,948,948,0.0780016
0,1290,512,2580,0.0951258
0,161,2389,2580,0.0674476
0,219,2389,2580,0.0915334
0,3010,2787,753,0.358492
0,2212,3010,753,0.290245
0,3792,3251,323,0.201652
0,2048,3251,406,0.166159
0,2580,1290,2580,0.474373
0,2580,597,1106,0.105639
0,161,3511,3792,0.145333
0,2389,1625,1393,0.30088
0,3010,645,2048,0.240341
0,2212,3251,948,0.374544
0,2787,697,3792,0.441056
0,2048,3010,512,0.181599
0,323,813,1106,0.0178904
0,2389,94,2787,0.0482886
0,1896,2048,3251,0.698121
0,2389,1106,1106,0.168314
0,376,3511,3251,0.250316
0,1756,1896,1756,0.331586
0,1195,1290,1756,0.159576
0,439,3792,2212,0.222041
0,3251,3010,256,0.144012
0,2580,3251,149,0.0719513
0,1625,161,3010,0.059246
0,1505,813,1625,0.113606
0,256,2787,1625,0.0763955
0,753,3511,2212,0.343856
0,1195,474,1024,0.0357574
0,697,3792,4096,0.609685
0,2212,3792,276,0.137115
0,3251,102,645,0.0182756
0,276,948,161,0.00279157
0,2787,1024,878,0.138312
0,2580,697,138,0.0160501
0,753,2787,1505,0.186653
0,512,2580,2787,0.223854
0,697,2580,2787,0.293388
0,3010,1195,948,0.181875
0,203,1393,2048,0.0420445
0,138,553,47,0.000362191
0,553,4096,2580,0.342183
0,2580,256,1024,0.0438244
0,512,3251,1393,0.14159
0,2580,110,697,0.0167265
0,2787,1195,2048,0.395553
0,1290,3010,3511,0.76667
0,1625,4096,813,0.298444
0,878,4096,3511,0.730425
0,3792,1393,1024,0.314822
0,1106,203,3792,0.0580531
0,2389,2048,878,0.23083
0,64,2580,813,0.0118056
0,406,323,878,0.00785851
0,697,2048,553,0.0510875
0,1625,2389,1195,0.257719
0,645,2389,2389,0.214665
0,1106,4096,1195,0.301179
0,878,2389,2389,0.311374
0,1195,110,3010,0.034504
0,813,2212,1290,0.128835
0,1106,188,1625,0.0253806
0,1195,3511,948,0.224707
0,697,1393,376,0.0235888
0,3792,348,753,0.0655983
0,813,128,4096,0.0327018
0,1106,2787,512,0.109378
0,3010,219,2212,0.100258
0,1024,376,813,0.019483
0,1290,512,1290,0.0515849
0,161,2389,1106,0.0293976
0,323,2787,128,0.00806291
0,4096,753,2389,0.438079
0,203,3010,3792,0.156668
0,138,3792,3792,0.144994
0,474,1625,3792,0.176368
0,3792,3251,119,0.0850102
0,813,645,87,0.00307164
0,2580,1290,597,0.11002
0,2787,87,2787,0.0550762
0,2389,1625,3792,0.83882
0,645,474,1896,0.0376831
0,1756,1505,2389,0.367942
0,1625,2212,1290,0.262709
0,2048,3010,1024,0.369379
0,2580,1024,2580,0.393361
0,1896,2048,553,0.131573
0,299,2212,1024,0.0446109
0,1756,1896,3511,0.674242
0,1195,1290,3511,0.318142
0,1625,1290,1896,0.233767
0,256,1393,3511,0.0834865
0,1106,2212,1896,0.271733
0,1024,474,2580,0.0809412
0,406,3010,2048,0.155399
0,3792,237,2580,0.144733
0,376,2389,3792,0.204357
0,3511,55,1393,0.0200706
0,1505,813,2787,0.206579
0,3511,3251,323,0.212854
0,1106,1505,1106,0.109636
0,1024,697,1756,0.0803808
0,2389,3792,44,0.0270981
0,3792,119,3251,0.129953
0,3792,697,3251,0.498385
0,1290,3792,348,0.0929363
0,597,645,1505,0.0356789
0,697,3792,2048,0.306359
0,3010,439,2389,0.18958
0,474,376,878,0.0107014
0,2212,474,3792,0.242718
0,2787,1024,376,0.0663893
0,219,161,1625,0.0045005
0,1505,3511,59,0.0244123
0,3251,813,4096,0.618217
0,512,2580,1625,0.140824
0,697,2580,1625,0.167656
0,3010,1195,2212,0.455031
0,474,3251,3010,0.261916
0,2212,512,3010,0.206364
0,2787,376,1195,0.080506
0,348,553,2212,0.0263353
0,2048,474,474,0.0306742
0,75,161,3010,0.00330243
0,1756,161,2212,0.0472527
0,1896,1106,878,0.105712
0,299,4096,645,0.049916
0,1896,2580,348,0.104829
0,276,3251,1195,0.0732695
0,1505,1195,55,0.00743743
0,348,3792,1505,0.12695
0,439,597,697,0.0128396
0,323,2580,2787,0.137414
0,94,3792,3251,0.0937993
0,276,348,3792,0.0256408
0,3792,128,406,0.0175926
0,3010,4096,69,0.0555523
0,1756,2787,37,0.014803
0,3792,1393,2787,0.840041
0,4096,1896,439,0.204738
0,645,348,2389,0.038275
0,1896,3792,59,0.0319816
0,753,1896,1756,0.147466
0,3251,1195,813,0.182352
0,697,2048,948,0.0787102
0,1625,2389,203,0.0468645
0,645,553,406,0.0103184
0,597,4096,2580,0.35853
0,813,2212,2580,0.265371
0,753,1505,1393,0.0982791
0,512,1393,753,0.0339843
0,256,1505,348,0.010802
0,1106,2787,878,0.156377
0,2787,174,2048,0.0708112
0,219,2389,1195,0.0423991
0,4096,753,2212,0.402563
0,203,3010,2212,0.0852404
0,3792,1106,4096,0.950917
0,75,3792,948,0.0253349
0,2580,1290,1195,0.237503
0,1896,1393,878,0.123936
0,2580,59,3010,0.0347825
0,553,237,237,0.00245182
0,81,3792,1625,0.0474153
0,597,512,1756,0.0354112
0,1625,2212,3010,0.618647
0,1896,2048,1106,0.246815
0,2389,1106,2389,0.364745
0,376,3511,1106,0.094724
0,1625,1290,3792,0.441126
0,3251,3010,51,0.0407134
0,237,3792,3251,0.193337
0,1290,406,2787,0.0930474
0,276,4096,753,0.051891
0,1195,1896,3511,0.456592
0,188,2787,406,0.0159077
0,1393,1195,2580,0.250581
0,174,3511,2580,0.105194
0,1024,697,3511,0.152178
0,3251,1896,237,0.0871668
0,948,878,1896,0.0994856
0,3511,81,3511,0.0692386
0,3010,3792,323,0.192658
0,3010,439,1393,0.105921
0,3251,102,1896,0.0511122
0,2787,1024,2580,0.414531
0,128,376,47,0.000215609
0,174,2389,3792,0.108433
0,813,4096,276,0.0504759
0,149,1393,2580,0.0348943
0,161,1896,2048,0.0451134
0,1896,753,406,0.0387675
0,35,3792,3251,0.0507517
0,1756,813,753,0.0646371
0,3010,1195,3792,0.77291
0,32,3511,1756,0.0225053
0,2212,512,1756,0.127907
0,597,1505,348,0.0230597
0,1393,1393,813,0.0920327
0,2048,474,3251,0.185337
0,406,597,3251,0.050904
0,1195,813,2580,0.146674
0,2389,597,597,0.0549726
0,1756,1024,948,0.104209
0,1505,1195,1290,0.135992
0,256,2580,1106,0.0481662
0,1625,813,2580,0.194849
0,323,2580,1625,0.0872405
0,64,3251,3010,0.0576025
0,878,1024,237,0.0127643
0,1195,1024,645,0.0515959
0,1195,2212,299,0.0451825
0,256,439,878,0.0070002
0,1896,3792,35,0.0198257
0,64,2580,3251,0.0476766
0,753,1896,4096,0.331159
0,3251,1195,1625,0.352863
0,1505,161,406,0.00732734
0,697,2048,2212,0.194489
0,2048,948,645,0.0804219
0,376,1290,37,0.00165135
0,1625,645,102,0.00713959
0,597,2787,2580,0.253482
0,4096,753,1106,0.199479
0,203,3010,948,0.0383333
0,3792,1106,2048,0.495994
0,2389,110,3511,0.0814334
0,1505,1896,697,0.122316
0,110,3010,1896,0.0430391
0,3511,1625,3792,1.22022
0,348,2048,1024,0.0465073
0,753,948,2389,0.106845
0,1756,1505,813,0.12455
0,1625,2212,439,0.104944
0,553,753,2212,0.0585427
0,2048,3010,348,0.12844
0,2580,1024,75,0.0124689
0,94,4096,2212,0.0750856
0,1195,1195,3792,0.31919
0,1756,1896,1195,0.228039
0,1625,1290,645,0.0800393
