msgsize,ppn,nnodes,avg,std
92,3920,2,1,3.8012e-06,0.50761
166,22121,2,1,2.78286e-05,0.917932
167,2654,2,1,4.7528e-06,0.703033
219,1197044,2,1,0.000510952,0.0685025
225,12771384,2,1,0.00428452,0.0052943
238,10470588,2,1,0.0035297,0.00598393
248,1302,2,1,5.2004e-06,0.820264
305,62191,2,1,6.8144e-05,0.0837773
374,8569,2,1,1.94588e-05,1.08696
441,1571,2,1,4.1158e-06,0.574084
487,634324,2,1,0.000332357,0.0752925
489,5639,2,1,5.1916e-06,0.605335
706,3273,2,1,5.0054e-06,0.696991
825,46530,2,1,5.99466e-05,0.238513
869,1578,2,1,4.6384e-06,0.703671
872,79122,2,1,8.84106e-05,0.043682
891,105403,2,1,5.93974e-05,0.206635
913,43238,2,1,5.29142e-05,0.0946616
917,82913,2,1,9.68622e-05,0.0877437
1155,31650,2,1,4.35048e-05,1.17217
1213,80238,2,1,9.94842e-05,0.267282
1330,311525,2,1,0.0001445,0.100072
1371,564941,2,1,0.000289215,0.0838296
1399,3341181,2,1,0.00142423,0.0165502
1474,3013626,2,1,0.0011244,0.0156255
1530,35729,2,1,4.97894e-05,0.745131
1589,3101,2,1,4.394e-06,0.517295
1624,30863,2,1,2.97228e-05,0.978458
1643,2722,2,1,1.25088e-05,1.48596
1665,30331,2,1,3.78752e-05,1.1017
1669,320840,2,1,0.000206918,0.146571
1707,9782,2,1,2.23338e-05,1.17863
1733,1620467,2,1,0.000721559,0.0447337
1753,6069,2,1,5.5368e-06,0.589244
1784,165896,2,1,8.06268e-05,0.165278
1968,680430,2,1,0.000350876,0.0844363
2019,30788,2,1,2.96968e-05,0.983909
2021,796395,2,1,0.000392465,0.084267
2093,1109,2,1,4.6948e-06,0.756566
2188,695599,2,1,0.000363605,0.0790488
2206,6722353,2,1,0.00253527,0.00530435
2210,1365289,2,1,0.000624863,0.0487282
2233,2654,2,1,5.0316e-06,0.599273
2244,33441,2,1,4.95588e-05,0.781094
2350,24060,2,1,2.55572e-05,0.920092
2368,6490799,2,1,0.00242613,0.0168249
2419,12919,2,1,1.97612e-05,0.996808
2439,712931,2,1,0.000374238,0.0729503
2531,13733,2,1,2.91738e-05,1.13259
2715,1120,2,1,4.272e-06,0.667402
2762,812572,2,1,0.000390343,0.0743001
2783,475290,2,1,0.000275593,0.0876034
2787,39486,2,1,5.4057e-05,0.748674
2857,1179,2,1,6.8982e-06,1.26994
2882,9163306,2,1,0.00351918,0.00399053
2983,978102,2,1,0.000466819,0.0760583
3231,1328,2,1,4.1856e-06,0.646649
3266,9049,2,1,1.83106e-05,1.08901
3267,12027,2,1,2.00466e-05,0.988587
3270,387845,2,1,0.000206682,0.140693
3292,7197099,2,1,0.00273769,0.00952128
3310,2435,2,1,4.2256e-06,0.529837
3345,1698771,2,1,0.000790755,0.0409149
3374,15323756,2,1,0.00519028,0.00263382
3397,16497637,2,1,0.00551087,0.00322922
3424,1501,2,1,4.1072e-06,0.590461
3465,43852,2,1,5.51476e-05,0.100057
3479,12320256,2,1,0.00420244,0.0026762
3529,259583,2,1,0.000178904,0.183193
3566,1472090,2,1,0.000684088,0.0229456
3816,11406845,2,1,0.00406615,0.00458936
3858,13150,2,1,1.75624e-05,0.862986
3902,3219,2,1,4.3944e-06,0.542992
3977,179953,2,1,9.04572e-05,0.180115
4033,10327104,2,1,0.00361022,0.00647458
4059,19437,2,1,2.49838e-05,0.958144
4244,200165,2,1,0.000102357,0.116012
4272,110904,2,1,9.95802e-05,0.212549
4279,23452,2,1,2.83154e-05,1.02368
4295,439196,2,1,0.000231561,0.121944
4491,14050,2,1,1.76808e-05,0.884399
4884,94882,2,1,9.30554e-05,0.14924
4888,1088,2,1,4.4444e-06,0.68658
5266,14202463,2,1,0.00476201,0.00371618
5453,14381768,2,1,0.0048386,0.00587951
5482,227808,2,1,0.000115064,0.114878
5653,5398,2,1,7.5052e-06,1.18729
5729,57593,2,1,6.98454e-05,0.121521
5852,396004,2,1,0.000240506,0.107021
5957,5998,2,1,4.9678e-06,0.474889
5960,631920,2,1,0.00034156,0.0790504
5965,16435,2,1,2.32036e-05,1.0088
6031,7102975,2,1,0.00266408,0.0090035
6044,2598984,2,1,0.00116224,0.0187639
6151,3756,2,1,4.9352e-06,0.700011
6308,7325,2,1,5.348e-06,0.488339
6393,60253,2,1,7.07454e-05,0.114756
6556,24936,2,1,2.78964e-05,0.996715
6605,1422,2,1,1.27012e-05,1.41873
