msgsize,ppn,nnodes,avg,std
38253,28992236,2,32,0.0166797,0.111388
29746,32028909,64,32,0.0320358,0.0157474
8006,21449086,64,128,0.0234907,0.0328836
8691,20702347,8,64,0.0169874,0.0505749
12390,17658961,16,32,0.0129505,0.016027
56846,23076156,2,64,0.0109565,0.07588
27614,17226121,2,64,0.0086041,0.112151
31251,24022591,8,2,0.0125448,0.0068668
43263,20048329,16,2,0.0105767,0.00379237
60712,18926892,32,1,0.00863045,0.0132863
8573,32342882,32,32,0.0250533,0.0411868
35946,29968398,2,8,0.0106178,0.00947423
15445,30692849,32,16,0.0233783,0.0410108
30764,19268500,1,2,0.00191892,0.0107482
9322,18506255,4,128,0.0535796,0.0624814
23627,33159580,16,1,0.013849,0.00595834
55890,30122703,4,2,0.017887,0.00416633
45959,26261097,32,16,0.0200377,0.03336
5581,23308954,4,32,0.0173255,0.149856
4644,33100656,64,64,0.0336182,0.0181111
42156,19257000,8,16,0.0223778,0.150245
4201,29492264,64,2,0.0244375,0.00506249
28766,33086335,1,16,0.0134527,0.175185
42695,31236099,16,1,0.0128957,0.00727622
23346,30854268,64,16,0.0298363,0.00898909
3472,25617613,4,64,0.0235271,0.109049
56799,30800638,2,1,0.00993847,0.00230368
35981,19191781,16,4,0.0123203,0.0106432
4470,23069474,4,8,0.0157187,0.190227
32950,18438441,8,2,0.00973524,0.012063
14974,28697716,8,1,0.0124329,0.0114282
14307,17420465,32,32,0.0142548,0.052313
46667,21287314,64,64,0.0218503,0.0225991
5874,18898314,8,128,0.0161719,0.0432453
19972,29727309,4,128,0.0311305,0.136367
27966,29512816,4,64,0.0280036,0.13497
7289,20355670,2,128,0.0287032,0.07538
57104,19873219,4,64,0.0179778,0.112539
2320,28197880,4,128,0.0282597,0.122081
43859,31242261,4,16,0.0199712,0.0949057
34925,26458719,4,4,0.0135808,0.0776076
3954,21659473,64,128,0.0236047,0.0330802
19987,21002046,64,4,0.0200101,0.0162842
58600,22506801,64,16,0.0220399,0.00867364
3252,32698885,4,32,0.0239068,0.132295
11160,16803514,16,8,0.0111586,0.0169736
1950,24950854,64,32,0.0248319,0.0251276
30721,29420534,64,64,0.0298499,0.0143764
20465,22166613,2,16,0.00815359,0.0386648
42876,21171340,4,16,0.0135044,0.127382
20413,24841895,64,16,0.0239382,0.00529252
10642,33268719,1,64,0.0135061,0.147779
26641,31850931,64,4,0.0301894,0.0142439
17528,18321001,16,2,0.00977236,0.0131616
37299,19877000,4,16,0.0121561,0.0612606
1982,29588211,64,8,0.0279601,0.0165401
58925,30027354,1,4,0.00851734,0.0482715
3600,28736887,64,16,0.0280583,0.00675448
7439,30460520,4,4,0.0166741,0.00703788
34498,27525993,32,1,0.0126834,0.0168532
41131,27943176,1,16,0.011789,0.20604
64680,31025770,4,16,0.0196855,0.131859
13208,16992134,8,16,0.0200184,0.139586
60200,21094810,64,32,0.0212161,0.0209072
25578,33458558,32,16,0.0251789,0.0299525
5623,17812648,8,128,0.0276983,0.0647669
36117,32258644,4,8,0.0204573,0.108061
800,27146569,8,2,0.0142955,0.00600504
56721,17295816,2,1,0.00560345,0.00444167
8754,25684050,32,16,0.0195367,0.0256859
3744,31260370,16,2,0.016552,0.00386884
10935,18748348,32,2,0.0107533,0.00949128
28631,19544076,8,2,0.0102599,0.00712046
63026,22831817,4,32,0.0168036,0.153095
36686,26761299,1,128,0.00975863,0.110774
17196,22331526,8,32,0.0163964,0.0611802
52981,27553714,16,64,0.0231356,0.0258384
40394,20104325,4,2,0.0119843,0.0343951
23493,31626723,2,16,0.0111403,0.0359582
60525,27550794,2,4,0.0090201,0.00449574
48367,25948308,64,16,0.025149,0.00937682
1490,29563049,8,128,0.0266545,0.171446
7412,29295502,64,8,0.0279434,0.0262994
60284,19466505,8,32,0.014556,0.0383548
5735,22937675,8,128,0.0193297,0.0338626
46278,27108230,4,8,0.0201045,0.123795
54534,17804673,4,1,0.00705379,0.00866918
54289,30318575,64,4,0.0289815,0.0173505
45098,17464965,64,16,0.0171259,0.00837151
23766,33132772,8,2,0.0173554,0.00631522
3322,24526274,1,8,0.00577522,0.0974714
7798,31956359,64,16,0.0308722,0.0100126
54261,21647402,16,64,0.0175585,0.192545
63104,18062130,8,32,0.0137215,0.0409719
25847,19660234,4,4,0.00949068,0.0323945
47207,17063496,16,64,0.0136454,0.0246112
19177,19185361,8,8,0.0123666,0.0102733
3837,18643367,4,32,0.0137294,0.162759
22668,29636585,1,64,0.0123587,0.200467
1551,24813995,2,16,0.00885143,0.0234007
40905,29812589,2,4,0.00948844,0.00659761
60102,29168073,16,16,0.0208235,0.035683
43519,26046764,32,32,0.0200425,0.0309784
8578,25887729,1,8,0.00631584,0.0821927
46904,21421655,32,32,0.0172465,0.0482711
16268,20351489,1,8,0.00496181,0.0896735
59036,25337730,4,1,0.00998673,0.00713426
21731,32126624,1,64,0.0127952,0.185404
24673,21829081,16,16,0.0154712,0.0351196
37161,22886332,16,2,0.0120757,0.00416892
18970,29351781,64,32,0.0293034,0.0286694
43011,18717553,64,64,0.0195463,0.0210548
52385,27422822,16,1,0.01124,0.00719015
6384,30563076,4,4,0.0164288,0.0160955
46276,19334298,2,4,0.00592069,0.047063
16816,19868735,4,1,0.00781747,0.00646602
60750,17348735,32,1,0.00790384,0.0150643
16170,20976814,64,64,0.0215766,0.0210373
30258,20000395,64,8,0.0191752,0.0114745
55354,19766225,1,8,0.00487417,0.0849873
3763,17256779,32,64,0.0150855,0.0628532
39000,18876831,2,64,0.00914015,0.0842195
31405,25429671,32,64,0.0212754,0.0409524
31520,22900852,2,4,0.00687841,0.0110668
12062,19144869,64,4,0.0182225,0.0173459
47414,27661270,8,64,0.0211946,0.0302111
37009,29746568,2,4,0.00953327,0.00633486
51981,18923922,8,4,0.0123747,0.0328829
63529,22722487,1,2,0.00225502,0.0152083
44538,20431449,2,4,0.0062365,0.00828125
3648,19522556,4,4,0.0101984,0.00924419
9625,26517805,16,128,0.023622,0.0490594
64368,22749974,32,1,0.0104632,0.0104736
40528,26925988,16,64,0.0211157,0.0341242
60321,31232170,2,2,0.0102745,0.00838979
27439,28435985,32,64,0.0236022,0.0417513
61946,23510272,1,8,0.00589889,0.0843629
9620,22134442,32,2,0.0124181,0.00876895
41107,19345573,64,1,0.0134067,0.0117641
55427,17758337,2,16,0.00677889,0.0736283
18824,30946690,8,8,0.0194309,0.0116952
52283,24538828,2,32,0.0142274,0.118878
21885,31278384,64,8,0.02963,0.021542
59376,22960953,32,2,0.0130318,0.00723718
17855,19760230,64,128,0.021581,0.0434136
40710,20601455,32,2,0.0117422,0.015043
40463,26598281,1,64,0.0101135,0.187865
65452,31501588,2,1,0.0105068,0.00298741
8761,27099666,16,8,0.0196548,0.0483959
57313,22080375,1,4,0.00673099,0.0312038
58360,21350986,8,64,0.01681,0.0810699
27477,21155900,32,16,0.0162765,0.0579833
29566,22537817,16,1,0.00956185,0.0104519
51689,24341848,4,1,0.00962029,0.006354
38145,26934367,64,128,0.0289248,0.0355279
6056,23138680,64,16,0.0224069,0.0168803
50449,31552893,32,8,0.0232834,0.018344
47222,18091176,16,4,0.0113762,0.00789733
34680,24652910,2,1,0.00853039,0.00482963
39989,26355838,2,4,0.00859783,0.0121275
19492,18174102,64,2,0.014798,0.00484368
13044,19137089,1,16,0.00819349,0.266521
32947,21402233,16,1,0.00928815,0.0105986
53605,23403730,8,16,0.0286812,0.173328
42017,17298108,4,16,0.0110011,0.136998
16309,28219543,4,2,0.0166486,0.0206592
42692,23813553,32,1,0.0108677,0.015973
55623,23779034,4,4,0.0118812,0.0203959
22425,26117498,64,8,0.0246,0.0185106
29682,24140829,8,64,0.0200395,0.0503546
61636,23762408,1,128,0.00906269,0.070626
52552,27913595,4,32,0.021359,0.173048
8647,24780318,64,4,0.023312,0.00988925
19686,29336807,8,1,0.0123672,0.00710459
15161,31889164,2,8,0.0111941,0.0103539
55024,17977651,1,2,0.00176257,0.0113411
52076,26754379,32,2,0.0151642,0.0111216
2980,24115825,4,8,0.0173155,0.165247
22859,30848805,1,2,0.0030216,0.00846071
16420,29677984,4,1,0.0118266,0.00489315
26821,20132903,32,4,0.0133854,0.00970291
18531,30247487,64,32,0.0303475,0.0192113
25651,19357356,4,4,0.009364,0.0439635
21064,21273842,2,8,0.00679586,0.0161016
37384,22433548,16,8,0.0145998,0.015029
31729,32942557,1,8,0.00804563,0.0600184
27677,17319710,64,64,0.0180002,0.0186798
25038,20387908,2,64,0.00996379,0.104136
51083,16947649,32,16,0.0133583,0.0319529
55693,17744523,4,64,0.0175473,0.0520981
43865,21450932,16,32,0.0160956,0.0381818
5578,22729936,4,4,0.0114314,0.0327982
18326,24398515,2,128,0.0272687,0.0621248
24815,22866032,8,8,0.0146747,0.0107246
38839,28988597,32,64,0.0242934,0.0389112
5567,30893814,64,1,0.0218114,0.0114715
13391,30067562,2,4,0.00962253,0.00820449
40061,18889737,2,32,0.0116265,0.150279
19544,20226418,2,2,0.00653378,0.00817199
56711,22355887,16,4,0.0140272,0.00715095
24559,17348900,16,1,0.00734396,0.00946441
5442,18129330,64,128,0.0199066,0.0345019
6576,29210445,32,16,0.0221372,0.0308721
64665,16909973,32,32,0.0137425,0.0491329
12815,19765772,16,32,0.0146679,0.0333214
41676,22737465,16,1,0.00936643,0.00785286
46068,21940977,8,64,0.0179304,0.0567938
17777,26542978,4,4,0.0140501,0.0310507
56523,28706708,16,64,0.0225825,0.0406124
28073,25945309,2,2,0.00849641,0.00381858
44038,22159310,32,1,0.0101379,0.00876636
28947,20533881,2,2,0.00642263,0.0112671
28982,31351672,64,64,0.0312249,0.0213643
63904,32006899,2,2,0.0105614,0.00328329
42977,20864134,64,64,0.0213154,0.0169548
28201,32225679,8,16,0.0406149,0.178258
33887,27919090,8,64,0.0217781,0.0414277
65279,22018820,16,2,0.0117591,0.00857475
55539,23577036,4,2,0.0140956,0.0151772
51125,25854035,8,8,0.0165378,0.0155019
48514,18654186,4,2,0.0110376,0.0283539
46714,19282648,1,64,0.00788181,0.299349
33770,19055117,8,1,0.0080428,0.00480934
37861,21647494,16,32,0.0159697,0.0336583
52752,23527410,64,4,0.0222249,0.0158208
37375,21541381,2,1,0.00717868,0.00421423
37289,29167292,2,32,0.0169805,0.140107
30656,17173470,8,16,0.0199608,0.135975
46037,31721968,1,2,0.00311372,0.00984883
5669,29057996,4,16,0.0186739,0.0945111
2144,32270856,2,128,0.0220807,0.0931066
9368,32957985,1,128,0.0122712,0.077344
419,30420507,1,2,0.00302627,0.00765377
49304,28291591,32,8,0.0212068,0.0175586
4152,21966133,32,2,0.0124951,0.0110001
20496,23798145,64,128,0.0257881,0.0385702
38921,28301290,64,16,0.0274803,0.00811952
23830,22141608,2,4,0.007104,0.0610332
14708,31768671,8,16,0.0394875,0.101757
83,25763771,1,32,0.00758809,0.0608435
30635,27522058,64,64,0.0274858,0.0205277
45504,26206167,2,2,0.00858033,0.0048764
30824,31752049,4,64,0.0297853,0.116658
62590,17661751,16,16,0.012819,0.0469282
44672,28351986,1,128,0.00985319,0.0539375
64173,17726537,4,64,0.0189761,0.0568083
60119,17513281,2,64,0.00858293,0.096721
58043,30050423,2,1,0.0104979,0.00324404
15676,23155660,32,16,0.0177957,0.0233816
60555,26853068,8,2,0.0140245,0.00463263
30563,16897033,4,32,0.0125111,0.198778
19554,32330499,16,2,0.0175261,0.00534696
47299,29250003,16,32,0.0227893,0.0303619
44442,27069099,4,4,0.012951,0.0437996
10142,17347154,64,8,0.0168927,0.0303648
36257,16931956,32,2,0.010025,0.00673169
61363,29711969,2,1,0.00971744,0.00491343
3167,31484354,64,2,0.0262778,0.00586134
2568,23369548,4,4,0.0123003,0.0912534
8432,29107076,64,2,0.0235797,0.00399307
8054,18101476,16,2,0.00962105,0.0104645
56065,21420589,1,16,0.00907919,0.220086
64324,33382842,8,16,0.042827,0.163908
8524,21893839,16,8,0.0143942,0.0176976
49174,33420505,2,32,0.0201233,0.124923
46443,31753469,8,16,0.0400617,0.155502
36070,22331224,4,64,0.0273478,0.0712072
12060,18591837,8,128,0.0158609,0.0621628
23723,22048188,16,64,0.0181142,0.183018
23846,28726392,16,32,0.0217807,0.0392298
25922,18111088,8,1,0.00766319,0.0192792
35057,32851616,2,1,0.0105714,0.00324402
44580,29139298,8,64,0.0224124,0.0199656
47898,21212812,64,4,0.019853,0.0164778
35651,19808730,32,64,0.0169969,0.0435556
2117,19762840,16,16,0.0139961,0.0284778
15466,33463212,2,128,0.0229382,0.0869765
38519,28880163,16,64,0.0222133,0.0226535
57858,19016512,64,16,0.0186892,0.0190994
35433,17049432,64,2,0.0141606,0.0150281
12541,18300741,2,64,0.00910092,0.0973411
9763,17556556,1,4,0.00524741,0.0344725
415,20062511,1,8,0.00499848,0.0939916
47327,32995516,8,2,0.0171598,0.00381794
22853,30695205,4,2,0.0180076,0.0286535
25393,27547394,64,32,0.0273849,0.024463
38029,31976287,32,4,0.0211988,0.0058177
38174,17766620,2,32,0.0107546,0.187004
57084,28032871,32,16,0.0211222,0.0271492
61164,20869113,16,1,0.00867214,0.00688341
14616,23055914,1,128,0.0090701,0.0656554
4703,18523371,8,4,0.011682,0.0296345
14389,33376939,1,16,0.0134545,0.174004
57424,18040418,16,64,0.0144267,0.0233191
18667,31038844,8,16,0.0386745,0.103276
49256,31567192,64,16,0.030538,0.0122983
8742,18749322,4,32,0.0136602,0.15622
22695,21596423,2,32,0.012973,0.156488
51738,28463775,16,64,0.0219706,0.0216404
60897,25946045,32,2,0.0146359,0.0122271
30394,33362279,1,8,0.00831666,0.078322
11385,31913226,8,8,0.0205488,0.0075946
43928,25517950,64,16,0.0247255,0.0116317
1422,17638621,16,64,0.0148225,0.032284
5383,32182797,8,8,0.020426,0.0141361
64094,18749840,16,2,0.00994365,0.0042052
44149,24849728,4,1,0.00984445,0.00614198
16754,23969573,8,2,0.0124972,0.00503774
15749,16906811,32,64,0.014828,0.0603309
16789,19482797,64,1,0.0136754,0.0186779
18447,28907484,2,8,0.00999388,0.00963711
3478,29612588,32,64,0.024549,0.0394008
45897,21884591,16,16,0.0155352,0.0407401
50721,31870299,64,32,0.031344,0.0181184
15039,24481068,8,128,0.0209854,0.0479368
43628,23927834,32,8,0.0176784,0.0152063
12572,19697600,16,1,0.0081175,0.00811645
13055,28302841,16,16,0.0204329,0.0331829
18247,31827904,4,4,0.0161378,0.0226765
63404,23590186,8,64,0.0194146,0.0758212
38456,23183835,4,64,0.0213812,0.150283
33948,31720236,4,1,0.0124081,0.00581825
14142,18550717,64,16,0.0182555,0.010978
21888,16863461,32,32,0.0137904,0.0515774
1958,19422746,8,64,0.0160872,0.0558737
54073,32838940,16,16,0.0230272,0.0435523
6356,32692708,4,1,0.0129265,0.00560014
12582,20337308,1,2,0.00202018,0.0127492
42203,19400411,2,4,0.00599004,0.00826727
222,27197309,4,1,0.010684,0.00622805
30350,20996739,8,64,0.0170091,0.0720729
5561,27904417,16,64,0.0216647,0.0250583
53377,21655659,16,32,0.0165042,0.0220183
21989,32262943,8,8,0.0206004,0.00808597
35100,32545364,8,8,0.0207318,0.00664165
56059,21161815,4,32,0.015648,0.150481
23384,32396918,32,8,0.0238408,0.0131608
8232,22827733,32,4,0.0152748,0.00814152
2759,19837389,1,2,0.00196561,0.0100258
3334,17218774,4,2,0.0103027,0.0204084
28302,21189853,8,64,0.017082,0.0599268
6293,30563308,2,32,0.0172288,0.15244
40848,32830320,16,32,0.0236546,0.0335714
55577,22523801,16,8,0.0149927,0.0146384
41860,23286683,8,8,0.0151463,0.0165278
26930,31913879,16,32,0.0240908,0.0560117
56456,19113024,4,8,0.0133692,0.209106
61838,29629693,2,2,0.0098197,0.00534512
34495,28712157,1,32,0.00870348,0.0756703
19403,22116550,4,32,0.0154992,0.089871
33878,20585358,2,8,0.00654983,0.0272543
32539,31908417,1,4,0.00895159,0.0691569
64568,29525815,1,128,0.0106178,0.0764866
63884,32482385,1,64,0.02883,0.0778345
9183,29784603,8,8,0.0188975,0.0117405
30871,24702390,2,16,0.00898745,0.0375661
5859,31135140,4,64,0.0293194,0.110043
7038,19197160,2,2,0.00600459,0.00754575
23210,29359577,32,32,0.0229453,0.0445918
43570,32683575,1,128,0.0425146,0.0663202
64966,19193955,64,4,0.0180634,0.0166771
62443,32062815,32,32,0.0249112,0.0416422
27193,20134390,4,32,0.0143183,0.155568
6713,16786049,2,16,0.00622492,0.0602146
56978,17060642,1,64,0.00730936,0.299484
18618,26024966,4,32,0.0183251,0.136504
26564,25486236,64,32,0.0253667,0.0208242
59513,18014368,8,4,0.0113531,0.0174
2526,23875790,16,8,0.0155391,0.00978471
56942,26680002,8,8,0.0170808,0.0150644
28486,29728688,16,8,0.0195426,0.0147499
53807,24760529,4,64,0.0358772,0.0408054
24267,28703936,2,2,0.00936094,0.00617469
51131,20649973,64,8,0.0198601,0.0102021
55985,21025943,4,2,0.0125858,0.0329377
26110,17405592,8,1,0.00748887,0.0114078
13663,21985308,16,16,0.0168738,0.0649405
35209,26141898,32,16,0.0199556,0.0314486
5592,18693205,1,2,0.00189662,0.0138875
20248,32014230,8,16,0.0403953,0.151714
38580,19611108,8,2,0.010248,0.00508369
42419,26383699,8,16,0.0321005,0.124891
52784,23118388,8,8,0.0146974,0.0172938
19641,29658042,8,8,0.0188659,0.0130199
32022,17819674,32,1,0.00821923,0.0200359
38453,31232703,16,8,0.0205878,0.0110977
42672,18698636,4,64,0.01674,0.10288
38560,26211581,8,1,0.0110321,0.00493471
41367,25637233,4,64,0.0242458,0.12122
43061,31842085,1,2,0.003174,0.0140759
63974,23760956,64,1,0.0164905,0.0102336
3116,20167396,32,2,0.0113607,0.0127611
5769,33514474,4,2,0.0194555,0.0369692
5689,22453522,32,4,0.0154131,0.0115118
11819,19841993,8,32,0.0147614,0.0276601
49657,21521289,1,16,0.00877378,0.237901
43849,17650748,1,64,0.00759937,0.266281
28926,20848073,4,64,0.0185822,0.148107
22275,18340344,16,2,0.00967705,0.0052347
47092,25646473,2,1,0.00842587,0.00343791
16746,19159251,4,64,0.0170076,0.120465
19976,22975942,32,64,0.0202067,0.0339388
48979,18792763,32,16,0.0144603,0.0246704
58037,23156743,2,16,0.00840821,0.0478483
18928,20101196,64,32,0.0201484,0.0217094
4039,18743613,16,32,0.0145224,0.0255672
25525,21498888,64,64,0.0224136,0.0609238
53964,25377157,16,64,0.0202458,0.0293739
35980,32071205,16,2,0.0167892,0.00492878
2934,25789237,2,8,0.00889171,0.0190323
933,23325841,1,4,0.00658406,0.031513
16664,32617732,4,2,0.0193574,0.0206568
24115,30263762,16,8,0.0195095,0.00945032
29094,27955550,2,32,0.0166027,0.100849
53723,25067154,8,64,0.0198642,0.0441186
61655,22225422,8,64,0.0182698,0.0681829
35301,19584706,64,32,0.0196108,0.0218731
19884,32436510,8,128,0.0275689,0.0517451
2698,18741807,1,4,0.00545849,0.0466238
49898,24194380,64,2,0.0196669,0.00390588
4175,27798342,64,64,0.0280875,0.0169581
51137,24978584,32,16,0.019343,0.0290416
20289,23380529,8,8,0.0150465,0.00987193
5154,18390409,16,128,0.0165561,0.0490699
28995,18249545,64,128,0.0198932,0.0336946
7227,26284035,8,64,0.0202693,0.0504263
59290,20768071,64,2,0.0168812,0.00461712
45721,27769924,16,32,0.019794,0.0413255
57386,20490750,16,32,0.0156131,0.0387665
35413,18702175,64,128,0.020519,0.0350219
25818,31258012,8,8,0.0201005,0.0149786
63563,17117352,2,64,0.00837468,0.0645654
42349,20599395,8,1,0.00894735,0.0048128
46895,27496200,64,2,0.0224406,0.00478948
24967,21718965,16,16,0.0154199,0.0357509
49170,19768373,2,16,0.00728987,0.0521321
23427,26042677,2,64,0.0123711,0.0637258
22849,22590046,1,8,0.00548496,0.0859113
22624,18982538,32,1,0.00867351,0.0156454
25763,32798659,1,4,0.00976987,0.0474968
29492,20177032,32,32,0.0163176,0.0527942
10697,29649791,2,8,0.0102035,0.00999552
22097,31764855,64,64,0.0314016,0.0180793
4465,23941809,1,32,0.00715163,0.0583764
43121,32717117,4,8,0.021622,0.137716
43404,21012479,64,1,0.0145534,0.0106654
12705,20401964,4,2,0.0121835,0.0085704
48871,32873066,2,4,0.010804,0.0353672
22303,23416864,32,2,0.0132555,0.0114444
31265,20753910,32,4,0.0137991,0.0113867
24480,26583167,1,128,0.0321073,0.0988298
45750,22016233,2,32,0.0137144,0.141941
