msgsize,ppn,nnodes,avg,std
56805,43105447,4,2,0.0254979,0.0261558
25716,49978891,16,32,0.0384602,0.0283257
33846,57168752,64,8,0.0537703,0.0116751
32812,54602288,64,2,0.0449644,0.00632694
59800,44690814,64,64,0.0440216,0.0168996
47571,43543405,32,32,0.0339417,0.0420049
44645,56456686,2,1,0.018031,0.00199604
31519,47076077,64,1,0.0326582,0.00318395
51681,38017772,4,1,0.0151187,0.00482576
46634,34263049,4,8,0.0228442,0.143917
45590,44227078,32,1,0.0201696,0.00619569
51695,51481374,64,8,0.0477343,0.00987801
15741,36258146,2,32,0.0200434,0.0927924
36545,38700609,1,128,0.0135304,0.0537718
59943,57281041,2,32,0.0305825,0.136656
13290,41074313,16,8,0.0267126,0.00961023
60084,45180470,8,4,0.02974,0.00502269
50375,39663273,2,16,0.0145048,0.0670532
61447,35176650,8,1,0.0149317,0.00418644
4736,36892947,64,128,0.0393617,0.0276549
37545,54853656,64,32,0.0539541,0.0220563
20878,62175913,64,128,0.0666502,0.0214403
33281,46772708,64,128,0.0500107,0.0263659
50107,49383703,16,64,0.038679,0.0264068
56515,37077390,32,2,0.0210385,0.00713834
22565,41974972,32,2,0.0237893,0.0069176
63348,35723042,16,4,0.0224321,0.00907162
23549,44345238,16,8,0.0285984,0.00920207
2288,33813327,64,1,0.023423,0.0104426
30277,50160051,64,1,0.0346844,0.00405911
45170,45205688,8,32,0.0337282,0.0333409
32191,58349011,16,4,0.0363201,0.00534837
16964,61751274,4,2,0.0365196,0.00346662
31820,63431527,8,8,0.0397498,0.0106128
59322,41804951,8,2,0.0215826,0.00430746
27846,60877168,1,128,0.0214488,0.0383212
57096,33716366,1,4,0.00975048,0.0281844
63263,42448291,2,32,0.0218958,0.137428
834,34707332,4,32,0.0260517,0.110233
15325,39548028,32,16,0.0297155,0.028212
25550,33581871,1,4,0.00928833,0.0832225
29317,36633751,2,2,0.0118311,0.00366583
1313,45017353,64,1,0.0311096,0.00527482
50621,35797591,8,1,0.0150361,0.00464881
61880,37558647,1,128,0.0132454,0.0854396
64799,50904605,1,32,0.0157481,0.0534227
20246,61121683,64,128,0.0662511,0.0272829
40972,57310977,8,32,0.0415423,0.0354085
54690,56537730,4,8,0.0396979,0.142366
44552,37613044,32,4,0.0260083,0.0101118
36278,55092360,64,4,0.0525385,0.0081205
10847,41683279,64,1,0.0290048,0.0054717
26867,36276814,4,64,0.0349345,0.1069
65494,34083339,8,2,0.0177484,0.00392402
30018,36192260,64,8,0.0340113,0.0144498
28976,53986988,64,1,0.0373851,0.00432518
52036,38589313,1,4,0.0109633,0.0419795
53432,33673361,16,1,0.0141017,0.00884271
54114,58299362,64,16,0.056088,0.0115331
9231,42437926,4,16,0.0276608,0.104357
17306,36687925,2,64,0.0174784,0.0676822
64914,48648366,1,4,0.0143989,0.0197736
8823,54348778,2,2,0.0173215,0.00255535
38080,45317013,8,8,0.0290739,0.00669945
49261,63763519,8,4,0.0414797,0.0054381
62219,33825058,2,32,0.0197742,0.165649
22454,51913840,32,4,0.0349053,0.00816648
43857,43012848,32,4,0.0293848,0.0102544
3703,63548499,64,8,0.0588223,0.0106444
28510,60763670,4,32,0.0458319,0.117662
1861,47636350,1,128,0.0686841,0.0580696
41252,59949367,32,64,0.0479678,0.0329789
54677,46153597,4,32,0.0356744,0.141719
32031,48253839,4,1,0.0190044,0.00396432
51210,34657366,64,2,0.0280853,0.00400237
30873,47558782,16,8,0.0303624,0.00821801
13076,57539530,32,2,0.0329855,0.0120551
34552,55668076,2,64,0.0264868,0.0801384
44557,63616539,8,4,0.0416539,0.013515
53077,53590581,8,8,0.0331873,0.00695335
134,42117156,4,32,0.0318238,0.122144
19144,41123694,8,8,0.0260053,0.0121009
27105,64898774,4,32,0.0506279,0.121328
62666,60069473,8,64,0.0439716,0.0319057
20029,46561980,1,2,0.00451103,0.00648923
45383,33958993,64,32,0.03352,0.0239328
61200,33970777,64,64,0.0336679,0.0195292
6626,41267420,1,4,0.0114667,0.0772513
7835,37991388,1,128,0.0137725,0.0566678
58997,35183283,16,1,0.0145736,0.00955615
1862,59736306,64,8,0.055669,0.011024
11130,41812192,16,1,0.0172007,0.00468401
14676,57414735,32,2,0.0326011,0.00749334
37326,34764497,4,1,0.0137179,0.00574689
8102,40867195,64,32,0.0397575,0.0284855
61124,57451703,4,32,0.0440354,0.113407
42501,57948425,32,16,0.0428723,0.0191883
21049,34596212,4,2,0.0199433,0.0376085
10832,49571314,1,2,0.00482748,0.0102847
10146,53313281,64,32,0.0520084,0.0226843
717,61654918,4,32,0.0467568,0.124699
25491,61734016,32,8,0.0449733,0.00913061
10941,37173483,4,2,0.0220189,0.0260225
50900,41403283,4,8,0.0270556,0.122616
23400,34803996,4,16,0.0221922,0.0722563
31066,61993882,16,16,0.0445633,0.0603043
16630,42270871,32,4,0.0280921,0.00523187
20466,49632319,8,4,0.030675,0.012949
44531,55712579,1,128,0.0433255,0.0745556
64356,63021646,4,2,0.0369312,0.0170161
58021,46864845,1,16,0.0193045,0.131569
51148,57680705,16,4,0.0359044,0.00464844
6945,52409765,8,4,0.0329847,0.0345479
23954,50376927,16,16,0.0353949,0.0406437
44315,63345158,16,16,0.0430482,0.031291
42549,40060791,2,8,0.0135619,0.0110302
46478,35749632,1,8,0.00939879,0.0674396
22568,56492176,32,4,0.0377416,0.0054598
36708,41862517,4,2,0.0246663,0.0122492
32029,48279316,16,8,0.0309964,0.0105605
32096,34826332,16,2,0.0181621,0.00328161
19952,54345021,1,64,0.0200529,0.0469285
28814,48948508,64,1,0.0339529,0.00484453
37869,36250574,64,32,0.0362352,0.0141922
6571,43918350,8,128,0.0367652,0.0420846
54353,47889273,2,16,0.0174048,0.063902
57114,62520764,64,4,0.0589534,0.00663143
59994,42836288,64,4,0.0403681,0.0111368
43058,47701902,2,2,0.0152562,0.00361149
10570,52280009,1,32,0.0169288,0.0931884
6663,58667571,2,128,0.0424806,0.102575
39405,42964233,4,8,0.0284152,0.144804
51139,34460193,8,64,0.0267122,0.0254238
65315,45843095,2,32,0.0235665,0.170753
57258,50828087,64,64,0.0508382,0.013866
63290,43923461,64,4,0.0408345,0.00899881
42085,36521205,32,2,0.02087,0.0066317
27239,46155485,8,32,0.0333985,0.0250365
38747,45300002,2,16,0.0160962,0.0337272
13734,40703859,8,8,0.0254758,0.0114367
35259,36874990,1,8,0.00902608,0.0635002
22852,51134328,16,64,0.0429732,0.0204957
31358,55229940,1,8,0.0150653,0.0806617
5126,65752933,8,4,0.0426178,0.021875
57813,36695606,32,1,0.0167434,0.00751526
406,66500318,32,1,0.0305318,0.0059273
27040,59321004,1,16,0.020558,0.0706015
9626,61039570,16,32,0.0465892,0.0401635
40715,35403165,1,64,0.0134399,0.143507
34472,38645692,16,16,0.0271829,0.0333874
28918,43682386,4,8,0.0294588,0.136704
20401,50332884,64,128,0.0551803,0.071114
45730,49032714,64,4,0.0451979,0.010229
13562,34776694,16,64,0.0278268,0.0620523
32397,49162861,32,4,0.0326029,0.0056829
53163,51279117,16,4,0.0317568,0.00836635
20536,65238414,16,1,0.0272278,0.00334922
15199,58225059,4,128,0.091264,0.11989
8856,37239796,32,2,0.0211407,0.00830172
2217,44700324,8,32,0.0319224,0.0497326
23841,39330664,8,4,0.0257492,0.00574142
57916,43607762,1,32,0.0132168,0.0501036
54639,59367862,16,16,0.0421432,0.0308327
46252,36528144,16,32,0.0262611,0.0407597
57686,50256020,8,2,0.026213,0.00345471
19965,38992017,16,2,0.020571,0.00979565
10455,45818704,4,1,0.0180553,0.00400094
63384,50567399,8,1,0.0211733,0.00369936
40067,38902498,32,64,0.0317076,0.043539
20915,65738135,8,64,0.0487105,0.0237068
24249,38335588,64,128,0.0413106,0.0267368
4271,37801000,4,16,0.0244444,0.0805114
21886,33590414,1,2,0.00332464,0.00708113
32719,37404516,8,64,0.0281246,0.0263997
46118,36885654,4,4,0.0189366,0.0174827
31724,37279796,8,4,0.0246352,0.0488777
33740,47397879,16,16,0.0329725,0.0417617
48644,39463361,32,1,0.0181211,0.00874192
51879,38901309,1,2,0.00386614,0.00796179
15180,43654190,64,4,0.0407367,0.0109434
48211,33655871,4,32,0.025454,0.139675
35280,42383763,64,128,0.0453895,0.0206025
19486,44204570,4,64,0.0429658,0.121566
51977,42110814,4,8,0.0264329,0.126736
54527,49809003,2,2,0.015948,0.00372572
6908,58662092,64,2,0.0486354,0.0120635
52398,34545332,32,16,0.0261658,0.026872
29862,51457111,16,16,0.0361091,0.036026
56144,35342560,16,2,0.0186538,0.00404134
48772,47420982,1,64,0.0191143,0.0962556
13988,52907031,32,2,0.0297221,0.00693678
6016,43076282,64,32,0.0426231,0.0240346
44148,35688519,64,64,0.0357412,0.0165184
6672,57717781,4,32,0.0445116,0.134273
21285,46777942,1,16,0.019921,0.0912587
54030,40344954,8,32,0.0299059,0.0327969
64636,35514771,4,4,0.019595,0.0138425
34975,59415794,32,1,0.0274992,0.0061161
57726,42409440,64,2,0.0344296,0.00487411
25078,51637031,16,8,0.0333764,0.0127903
28869,53879214,4,4,0.027549,0.0823878
45561,60457672,1,32,0.0181117,0.0359131
3380,63912921,64,16,0.0641525,0.00368427
23084,65477735,16,32,0.050979,0.0390768
37787,66630486,4,8,0.0452422,0.150499
38494,43010447,1,16,0.0176093,0.239311
65442,54070843,1,64,0.0203194,0.0463612
38688,42622327,32,4,0.0285513,0.0123421
18604,46707594,2,128,0.0334652,0.0732501
2049,66775369,2,8,0.0227358,0.0481759
12819,46957437,8,64,0.0340024,0.0329832
35825,41089429,64,4,0.0391599,0.0108473
52987,50778343,2,1,0.0166389,0.00439792
13091,59050024,4,1,0.0231259,0.00286746
11092,66159180,8,1,0.0280531,0.00236891
36520,47333014,2,16,0.0174113,0.0201775
14121,40137864,64,16,0.0387513,0.00958091
36197,52094087,8,32,0.0373576,0.0249499
43384,35561227,4,32,0.0262298,0.132619
40274,44711975,8,2,0.0231046,0.00407913
35847,44732488,32,16,0.0334488,0.0295819
53465,33627846,16,16,0.0238145,0.0344188
31711,64947548,4,64,0.0632572,0.123165
24938,38267179,1,16,0.0144133,0.146579
43295,50043551,64,128,0.0538611,0.0253776
16779,34670235,2,1,0.0110446,0.00440891
48575,64246255,16,64,0.0539072,0.0435027
27563,52211199,8,2,0.0270715,0.00355023
13661,54706605,2,64,0.0261087,0.0685953
48552,42611711,16,1,0.0179054,0.00545024
63785,57844569,64,8,0.0534159,0.0098133
62958,59663121,8,16,0.0768476,0.187854
9214,39381299,32,4,0.0261516,0.00760047
28988,51178839,1,16,0.0200794,0.0713619
45537,57558948,1,4,0.0159698,0.0275676
62544,59293256,16,16,0.0422648,0.0516373
24572,66734072,8,64,0.0502426,0.0245115
970,54359994,1,4,0.0153832,0.0294191
19398,53483503,64,32,0.0532154,0.02612
10449,58489205,2,32,0.0310049,0.138961
56152,39719801,64,2,0.0328973,0.00486948
7186,66985425,8,32,0.047169,0.0272819
43385,41495362,1,128,0.0293737,0.0849038
38093,38806539,64,32,0.0382206,0.0198604
27674,39207252,64,8,0.0370292,0.0116971
36608,64882154,64,4,0.0603237,0.00746671
16291,52364628,16,64,0.0418635,0.0354694
62312,44854123,16,4,0.0278789,0.00748483
42231,60729471,4,64,0.0601843,0.131264
33130,33824417,32,8,0.0249014,0.0118525
14560,59308225,2,128,0.0418771,0.10345
11192,33828074,16,128,0.0299796,0.118744
12157,36597037,32,1,0.0169156,0.0133114
59535,58247497,16,16,0.0396395,0.0239155
35145,38274877,64,64,0.0380972,0.0180587
15062,56664066,32,8,0.0414819,0.012047
46563,57964365,2,64,0.0272993,0.0579338
11809,53614847,32,128,0.0440721,0.133206
44245,44168001,1,128,0.0157946,0.071932
31587,42396987,32,32,0.0328999,0.0351589
28159,52932190,16,32,0.0407348,0.0259721
37950,43067639,16,16,0.0309079,0.0566102
56029,58807300,16,16,0.0424727,0.0445434
12282,58346636,8,1,0.0249391,0.00282328
23495,64759312,1,32,0.0196311,0.0370098
62462,39478307,16,4,0.0246036,0.00855062
49846,62381646,8,1,0.0262615,0.00324081
26510,46984690,4,8,0.0311268,0.144973
36791,50493106,1,16,0.0200024,0.0784728
22233,63513528,8,8,0.0396745,0.00879489
53905,44834602,8,32,0.0324485,0.0450528
42370,66410153,16,1,0.0279207,0.00289253
7298,47055326,32,2,0.0265271,0.0105108
44276,63465992,64,64,0.0618704,0.018215
2130,66154405,8,4,0.0426552,0.00420006
55747,65464849,2,64,0.0311359,0.0529837
60639,41640275,2,64,0.0287091,0.0464211
26273,50819669,64,8,0.0487821,0.0296251
60571,56892300,1,64,0.0205239,0.0468508
53487,64967189,8,64,0.0470991,0.0299757
63359,45885520,64,32,0.0450159,0.0308593
4188,55337587,16,32,0.0401908,0.0453014
8706,54939430,64,4,0.0504547,0.00801249
21776,56945441,1,128,0.0267751,0.0804099
34476,48005563,8,1,0.020145,0.00433797
22963,34953858,4,1,0.0138088,0.00641952
21581,51704903,64,128,0.0556793,0.0313602
13620,43217439,4,128,0.0602459,0.0950876
31406,41334801,8,8,0.025933,0.00476868
36383,40785693,16,4,0.0257411,0.00580024
118,36000315,16,32,0.0264726,0.0257857
57517,34257915,4,2,0.0202013,0.0219009
19835,48244233,16,2,0.0256346,0.0461053
1359,51217918,2,8,0.0176072,0.0342014
16312,48727892,16,2,0.0257518,0.007062
7047,44351266,8,64,0.0334814,0.0492006
6394,34249011,32,128,0.0279468,0.0450634
23246,43662007,1,4,0.0120368,0.0758605
36483,46331081,32,1,0.0217659,0.0058317
26765,50819866,16,8,0.0332596,0.0237268
41045,50404136,8,16,0.0669622,0.110296
57431,51247465,1,16,0.0199607,0.0542085
37255,43285569,2,32,0.021986,0.166832
33121,55576988,1,32,0.0168384,0.0416495
40707,51973950,2,2,0.016738,0.00186951
11248,40010794,16,16,0.0286764,0.0396068
46254,53920852,4,2,0.0315828,0.00237366
18030,51130122,4,64,0.050646,0.145908
10400,34068050,2,2,0.0109924,0.00602094
22150,50371602,16,2,0.0264753,0.00655629
12013,42938448,32,4,0.0284053,0.00551512
32463,36812297,1,2,0.00367235,0.00685908
1654,51177435,64,1,0.0357771,0.00422973
38992,49119223,1,64,0.037717,0.0673856
2436,36578584,16,2,0.0192058,0.00522741
38072,39034295,32,4,0.0256828,0.0107669
52502,38160172,16,16,0.0271591,0.0527159
17571,62720561,32,64,0.0507184,0.0334618
59033,34059147,4,4,0.0171469,0.0575898
17798,35737876,64,1,0.0246353,0.0029691
24377,64421055,16,4,0.0406765,0.0104393
21922,41689089,1,128,0.0189616,0.0718737
27223,38652570,1,16,0.0151646,0.226667
51455,62094034,32,32,0.0478359,0.0293685
62280,33963700,8,32,0.0245144,0.0327546
3692,52143129,4,128,0.0941963,0.0813338
37824,42512873,32,16,0.0316633,0.0223171
21695,43228182,16,1,0.0179586,0.00420366
12342,57908185,1,64,0.0611228,0.0986114
41728,57508943,1,128,0.0512612,0.0657843
54949,42154526,64,1,0.0299034,0.00591703
62170,36437671,16,4,0.0227614,0.00568423
36265,43477366,8,64,0.0328621,0.0319056
27130,53878603,4,16,0.0356899,0.0875089
61502,53032588,1,32,0.0161433,0.0379541
8947,38310407,64,16,0.0375989,0.00744158
35255,43430214,64,4,0.0403817,0.0147628
7653,43333755,1,64,0.0185899,0.185186
39472,48998997,2,4,0.0161606,0.0058522
13517,33771332,8,16,0.0416601,0.134255
3558,38644358,16,128,0.0322183,0.0348964
41095,44605816,2,1,0.0143954,0.00220365
64505,62632314,64,32,0.0614602,0.0136357
30559,44546463,1,32,0.0132907,0.0340101
64362,48995762,8,32,0.0350408,0.0219607
43421,56055257,16,64,0.0479041,0.174459
28369,56562105,8,16,0.0711172,0.148663
21725,55808750,32,16,0.0412305,0.0186362
39657,58670148,32,2,0.0341752,0.0400303
61045,61754947,1,8,0.0148491,0.0398567
46163,47415565,32,1,0.0225374,0.0102152
12689,48494944,8,16,0.0619611,0.125833
1175,49711278,8,2,0.0257248,0.0101697
35538,43500917,8,1,0.0184614,0.00384748
29426,58413023,32,64,0.0468055,0.0331711
37348,37611339,1,8,0.00950527,0.0625675
55244,38332600,8,16,0.0491623,0.150569
21373,34770680,4,16,0.0223107,0.115308
5816,48314683,32,32,0.0373795,0.0345419
58654,43959708,8,16,0.0576241,0.121606
11064,45401936,32,16,0.0339292,0.027599
13175,34167299,1,64,0.0133599,0.143443
48175,35141456,32,16,0.0264621,0.0297017
15209,38502439,64,1,0.0272092,0.00810702
4343,37205091,64,128,0.039892,0.0298562
47322,42272306,4,16,0.0282287,0.151801
46672,41808875,64,1,0.0289752,0.00474935
31529,55306375,64,8,0.0520957,0.00704785
11572,46142548,64,4,0.042835,0.0111616
28071,34542363,4,4,0.0180797,0.0506343
37994,36578528,8,8,0.0229572,0.0105493
48788,34185758,4,32,0.0258039,0.131526
40425,37834587,8,1,0.0160941,0.00495851
22966,60684743,16,16,0.0447867,0.046059
37495,52960257,64,64,0.0519962,0.0179703
11306,42238787,8,8,0.0266243,0.0093461
58333,55892399,64,16,0.0541734,0.0066422
61215,44129923,64,8,0.0418471,0.021859
6232,44947429,4,4,0.0243207,0.00324254
26509,50430578,8,8,0.0319059,0.0104459
5991,44575593,32,128,0.0357935,0.0413379
7377,61458860,64,8,0.0578535,0.011942
58015,54203974,8,32,0.0390828,0.0404569
49379,54568660,16,16,0.0390987,0.0464532
16122,57584213,8,2,0.0297346,0.00441775
11342,42907670,64,2,0.0353321,0.00403761
29567,36538127,64,4,0.0345003,0.0117882
41801,42603878,32,32,0.0328886,0.0389129
13720,56028943,4,8,0.0378689,0.0889989
18937,66001779,8,4,0.0431644,0.0192704
568,36569212,4,128,0.0404703,0.0784682
22109,56161207,1,128,0.0877685,0.0562965
47146,58125468,64,32,0.0569132,0.0289341
36206,59878138,8,8,0.0380695,0.00869666
2567,37983333,32,64,0.0308126,0.0342697
64854,35087656,1,128,0.0128668,0.077392
10163,51594425,2,128,0.0532713,0.0559708
49395,38820852,16,1,0.016051,0.00715769
32922,57568261,32,8,0.0419306,0.00850397
52314,41560922,64,16,0.0398515,0.00495695
13446,34168670,8,8,0.0217236,0.0123086
9895,33653547,4,128,0.0355874,0.117948
43823,63552539,2,2,0.0201924,0.00281375
28724,34589303,16,32,0.026643,0.0274421
37968,33706510,1,64,0.0135337,0.156155
57124,41772320,64,1,0.0288707,0.00851841
44519,39254145,64,16,0.0383517,0.0140321
21382,52552915,8,8,0.0328468,0.00840876
13202,35579494,8,128,0.0295982,0.0383075
8567,44501655,64,2,0.0366446,0.00387446
5378,42784585,8,64,0.0321111,0.0254466
42740,43451800,16,1,0.0179908,0.00366598
52611,50360592,16,16,0.0347802,0.0326488
35928,64748817,2,16,0.0235849,0.0289259
20677,53657769,16,1,0.0223526,0.00376696
20986,60886204,16,32,0.0458163,0.0192729
59100,41362054,4,8,0.0266966,0.140356
2022,58755056,4,2,0.034512,0.00461718
61083,62536178,2,16,0.0230043,0.0427787
20705,39054211,1,2,0.00378009,0.00522541
15211,39293511,64,32,0.0391966,0.0201286
63342,40833126,16,1,0.0167812,0.00593657
33221,52916391,1,32,0.0170851,0.10256
21599,47970992,32,8,0.0351903,0.00876658
20872,34115990,16,64,0.0270941,0.0375371
39930,58403017,16,1,0.024685,0.0165369
37620,55219968,2,2,0.0175973,0.00496262
45173,50901419,32,8,0.037818,0.0154158
25026,64767297,2,4,0.0215555,0.0354139
3973,39656092,1,64,0.0154519,0.165803
35857,61020328,1,4,0.0169456,0.0294553
40762,61763624,32,64,0.0493025,0.0350311
52687,34996018,64,8,0.0329451,0.0281781
12443,50152511,64,32,0.0499051,0.0180819
4484,35201238,64,8,0.0326425,0.00963667
906,44679566,4,32,0.0335078,0.116668
12862,60175352,1,2,0.00585068,0.00467979
64313,58774563,16,8,0.0388153,0.0514484
15482,45114305,64,4,0.0417869,0.0118032
39856,34516484,8,1,0.0144992,0.00510881
38504,63514576,1,8,0.017844,0.0802899
46221,38115772,2,32,0.0199815,0.109488
5167,60453284,8,8,0.0374738,0.00801457
5631,34561844,8,2,0.0181519,0.00462144
47827,40926574,8,4,0.0253974,0.00905794
53863,41502825,32,8,0.0307415,0.00941186
3959,39594870,16,32,0.0295835,0.023036
42409,44022562,1,16,0.0189493,0.161929
38899,38364527,4,2,0.0226267,0.00906464
22498,34608167,4,64,0.0330797,0.11794
30827,42715456,1,128,0.0308031,0.0847104
35102,44188250,1,32,0.0134315,0.0355925
8332,48402007,32,2,0.027514,0.00719048
30045,53468028,2,4,0.0174446,0.00730611
53015,38750206,64,16,0.0375112,0.00828608
58517,34486371,1,16,0.0135413,0.128664
3628,49404416,64,4,0.0457359,0.00956175
56180,44991982,2,8,0.0149429,0.00346307
54633,58881029,16,16,0.0412996,0.0321505
14565,41399506,2,4,0.0130586,0.00818909
1898,47297658,64,16,0.0454452,0.012132
14659,60155637,64,64,0.0590133,0.0142451
59683,41353173,4,16,0.0271435,0.103646
24584,66847957,1,2,0.00652156,0.00697961
51858,52287392,64,8,0.0496181,0.0114589
9679,55978709,16,8,0.0363173,0.0185623
39586,34217014,1,8,0.00874357,0.0853037
45487,58639082,64,64,0.0578561,0.0172829
20592,39867039,1,16,0.017614,0.284388
7951,42489056,8,4,0.0278708,0.00697242
39671,40561583,8,64,0.0301331,0.0402175
28893,34015826,4,16,0.0214851,0.0812266
21807,45332994,2,64,0.0236131,0.0416899
45285,52806882,2,8,0.0182766,0.0309035
55531,61133109,8,8,0.0384514,0.0105605
4669,56581070,2,128,0.0403403,0.0672765
14425,35348396,32,4,0.0236741,0.0101054
2090,61965602,2,8,0.0216976,0.00252907
3922,66203689,64,1,0.0463543,0.00437247
23739,33568990,64,128,0.0360915,0.0305206
1948,47588394,64,8,0.0449935,0.0132001
59310,45390611,16,4,0.0282388,0.0105028
61537,41832499,8,4,0.0258821,0.0178572
33777,36495841,16,32,0.0260856,0.0434779
21576,44473942,32,64,0.0365686,0.0396267
60594,38009802,8,4,0.0251942,0.00645915
24159,66649248,16,32,0.0497452,0.0260361
40129,55722502,16,4,0.0340763,0.00492842
21803,39489056,8,8,0.0246792,0.0080512
19055,46556027,32,16,0.0348606,0.0262475
13010,37959111,64,64,0.0376284,0.0208493
33919,38559869,8,4,0.0254835,0.00427225
11308,53016727,2,64,0.025802,0.0537614
39449,40912802,64,64,0.0410612,0.0179487
9434,60242150,16,2,0.0315022,0.00955091
16154,42667057,2,64,0.020339,0.0598848
2655,35861381,4,1,0.0140852,0.00479842
58397,43129778,8,4,0.0267633,0.0129796
42702,61331479,32,8,0.0448877,0.0103133
34182,47103885,32,16,0.0352593,0.0188157
22384,48723611,64,1,0.0338432,0.00457733
57647,50233518,16,1,0.0209067,0.0113781
58160,39423518,1,128,0.0219262,0.0388661
44533,49282379,2,32,0.0256525,0.147365
29894,38839036,8,4,0.0238482,0.0113037
12367,49607245,16,4,0.0310179,0.00570886
7079,37401496,8,1,0.0156241,0.00493084
41013,36195688,16,8,0.0233734,0.00915026
33696,64483075,16,1,0.0273403,0.0154107
5540,40685949,64,4,0.0384238,0.00932073
12218,49329505,32,2,0.0281097,0.0170169
24784,48094361,2,2,0.0155238,0.00298174
4508,34274438,4,1,0.0134203,0.00369333
1580,61816976,2,2,0.0194997,0.00230187
37390,44667160,4,2,0.0264273,0.0116065
27856,51407869,1,8,0.0127546,0.067135
41087,54359798,64,128,0.0605632,0.0860883
6592,53362259,16,32,0.038509,0.0285768
50145,65461486,64,64,0.0640394,0.0138458
64687,47332332,2,8,0.0162587,0.00592397
60901,55657021,8,32,0.0392432,0.0273054
49417,47380825,16,4,0.0296007,0.00913261
291,48231039,2,8,0.0167423,0.034146
42602,52667920,64,32,0.0522445,0.01406
62591,43368716,1,128,0.0218765,0.0590008
58288,34757820,1,16,0.0137133,0.158675
1033,42102794,1,128,0.0150606,0.061528
22672,49639494,8,64,0.0360994,0.0301715
28668,51407654,4,1,0.020528,0.00355084
18484,47837606,8,4,0.0297513,0.0112408
65108,36207827,2,32,0.0200509,0.134625
22935,34843475,16,4,0.02161,0.00651124
9947,33820375,1,64,0.0133547,0.133695
39054,44581534,16,1,0.0191811,0.0133129
11025,41231566,64,8,0.0388878,0.00922083
3005,42443152,8,2,0.0221299,0.00478016
23168,63817946,8,16,0.0827519,0.175495
5919,38225213,64,2,0.0311832,0.00590448
29892,47440093,32,1,0.0218091,0.00883062
44014,40184601,32,1,0.0183461,0.00993274
46116,33885589,16,1,0.0139466,0.00644966
55990,33907133,4,1,0.0132387,0.00876049
59687,56883552,4,16,0.0380809,0.0972677
61440,50510116,4,64,0.0493306,0.149465
340,48391485,2,4,0.0157212,0.00763225
23094,35855654,8,1,0.0152392,0.0141201
30490,58641219,16,16,0.043195,0.0591086
16881,37751646,32,32,0.0297186,0.0325981
44205,34954138,32,4,0.0234111,0.0164604
24015,36400875,2,2,0.0117198,0.00907982
11916,45721315,1,4,0.013075,0.0418145
28683,46042399,64,1,0.0317894,0.00508025
9988,36156308,2,64,0.0173066,0.0817913
45277,55625280,64,8,0.0522881,0.00801081
13940,36492088,8,8,0.0227316,0.00812416
52859,54702594,16,1,0.0228861,0.00471673
64127,49478495,1,2,0.00470647,0.00780904
56226,36065428,2,1,0.0117057,0.00274936
46336,47896192,1,8,0.0122771,0.0724167
3166,38218369,32,8,0.0285775,0.0175713
5438,38126286,32,1,0.0174936,0.00955841
28698,63493798,8,4,0.0389224,0.00885164
48336,52798515,2,8,0.0177706,0.0543501
27158,51396057,4,8,0.0345355,0.128094
9853,35222603,16,8,0.0257183,0.0363251
12334,65069748,8,64,0.047313,0.0326533
