m,n,k,avg
0,2261,3572,163,0.0687866
0,2261,1605,4096,0.85237
0,819,1998,4096,0.411052
0,1474,819,3047,0.20353
0,687,294,3047,0.0435691
0,1343,1343,556,0.0653187
0,32,2392,294,0.0101829
0,1212,1998,1605,0.228512
0,2392,32,1867,0.0231367
0,1736,425,1736,0.0818458
0,1081,1605,2654,0.261257
0,2261,687,2916,0.27034
0,3047,2261,3703,1.46099
0,819,3178,1736,0.271234
0,2130,819,3965,0.400775
0,687,2785,687,0.0818109
0,32,1998,3441,0.0406992
0,1212,3441,2130,0.498194
0,2392,2785,3965,1.53534
0,2261,2130,819,0.220588
0,4096,2785,2261,1.48514
0,3047,556,32,0.00871639
0,2130,2523,1867,0.568511
0,2916,425,1081,0.0887353
0,2261,3047,2654,1.0178
0,3572,3309,2523,1.64985
0,3441,2916,3572,1.96494
0,3309,2523,425,0.202146
0,3178,2130,1474,0.55862
0,1474,687,3834,0.216862
0,1605,1081,1867,0.18635
0,294,3703,1081,0.0762017
0,1474,1736,819,0.122549
0,163,3309,32,0.00333008
0,1343,294,3965,0.125785
0,32,3441,3178,0.0858281
0,1212,950,2916,0.202068
0,1998,3047,2130,0.741719
0,2654,3834,687,0.405733
0,3834,2654,425,0.257166
0,1605,3834,3965,1.38176
0,2523,3178,1736,0.77927
0,3703,3047,1474,0.955811
0,1474,3178,2916,0.786286
0,3572,2392,2523,1.21114
0,1343,3047,1867,0.43299
0,3441,3834,3572,2.64698
0,1212,2392,819,0.134107
0,2392,687,950,0.0944478
0,2654,294,3572,0.175762
0,3834,950,3834,0.796877
0,556,1212,1343,0.0552818
0,1736,32,1605,0.012071
0,425,1605,2392,0.104059
0,1605,425,2654,0.102256
0,1474,819,3703,0.264914
0,556,3965,3965,0.520869
0,1736,2523,3178,0.779243
0,425,3572,819,0.0755202
0,294,556,1867,0.016682
0,1474,2785,1081,0.252676
0,2130,1474,1736,0.325311
0,2916,3572,1474,0.86199
0,4096,819,687,0.157468
0,2785,2916,425,0.218255
0,3965,163,3834,0.205045
0,2654,2785,3572,1.49509
0,3834,3703,2785,2.18946
0,2523,2130,2523,0.783064
0,3178,3178,1081,0.652004
0,950,1081,1081,0.0742851
0,819,1998,32,0.0050819
0,556,163,2130,0.011279
0,1736,1081,2916,0.328651
0,1998,4096,687,0.33111
0,1081,1605,425,0.0484654
0,950,4096,3703,0.745413
0,1867,3178,1736,0.58463
0,3441,819,1998,0.3312
0,819,3178,2654,0.409606
0,2130,819,2261,0.223765
0,3309,425,3047,0.273818
0,687,2785,1605,0.181811
0,4096,1474,3309,1.09506
0,2785,3572,3572,2.02581
0,556,2916,556,0.0651409
0,1998,294,3572,0.147568
0,1081,3309,2261,0.479259
0,1867,687,2523,0.198172
0,3047,556,3309,0.357451
0,2916,425,163,0.0129162
0,4096,3965,1998,1.79418
0,2785,1867,1212,0.357319
0,3441,2916,2392,1.35503
0,3703,1736,1736,0.639171
0,3309,2523,3441,1.6336
0,2392,2916,3309,1.30541
0,3178,2130,294,0.129292
0,819,3047,1867,0.291507
0,1474,1736,1736,0.250622
0,163,3309,1474,0.0591365
0,1343,294,687,0.0186462
0,3572,1081,687,0.152708
0,32,3441,425,0.00986909
0,1212,950,3834,0.260675
0,2392,1081,4096,0.627943
0,2261,2523,2261,0.736339
0,1081,556,2785,0.0998605
0,2261,1736,3047,0.686485
0,2523,3178,819,0.357803
0,3572,2392,1081,0.538714
0,1343,3047,3047,0.74061
0,1212,2392,1998,0.329081
0,2392,3834,1212,0.616666
0,3309,3178,3178,1.86455
0,1081,2261,950,0.133534
0,2261,3178,163,0.0892062
0,2523,950,3441,0.478489
0,1736,32,687,0.00469657
0,1605,425,1736,0.0757373
0,294,2523,2523,0.140982
0,1474,819,2785,0.197907
0,163,2916,3572,0.115041
0,3309,1474,556,0.148455
0,3834,1998,163,0.0608385
0,1736,2523,3047,0.727169
0,425,3572,2261,0.208525
0,294,556,3309,0.0362004
0,1474,2785,950,0.232097
0,819,950,3965,0.191644
0,32,294,1212,0.00335078
0,2785,2916,1605,0.751003
0,3965,163,1343,0.058553
0,2654,2785,556,0.240714
0,3834,3703,294,0.253846
0,2523,2130,3703,1.10152
0,3703,4096,3441,2.84179
0,3572,3441,2392,1.63631
0,2261,1605,3441,0.72616
0,2523,294,4096,0.18489
0,687,294,163,0.00235498
0,1736,1081,4096,0.467391
0,425,556,2261,0.0366874
0,3703,1212,3834,0.957417
0,1605,1474,3047,0.414714
0,1867,3178,556,0.197555
0,3441,819,819,0.135004
0,2130,819,1081,0.112442
0,3309,425,1867,0.167588
0,4096,1474,2130,0.758057
0,425,1474,1605,0.0633498
0,2785,3572,2392,1.32045
0,556,2916,1998,0.200644
0,3965,1605,3178,1.13936
0,1736,3572,1212,0.439022
0,2654,3178,3441,1.61774
0,425,2523,950,0.0691806
0,1605,3178,163,0.0479802
0,1867,687,3178,0.240418
0,1605,32,1343,0.0188454
0,3047,556,2392,0.248596
0,2130,2523,3703,1.17275
0,2916,425,3441,0.277999
0,4096,3965,556,0.513735
0,2785,1867,294,0.107287
0,3965,3309,1605,1.12769
0,2654,1736,1343,0.3592
0,3309,2523,2261,1.0368
0,3178,2130,3309,1.26104
0,1474,687,2392,0.144916
0,819,3047,950,0.143462
0,687,3441,1998,0.287931
0,1343,294,1605,0.0426971
0,1212,950,556,0.0404331
0,1998,3047,294,0.111523
0,1081,556,3703,0.148469
0,1867,2130,3441,0.764271
0,3047,3309,2654,1.50605
0,2130,1867,2916,0.661663
0,3572,2392,163,0.0844534
0,3441,3834,1212,0.859282
0,1212,2392,3178,0.530601
0,2392,3834,2916,1.48764
0,3309,3178,2261,1.36997
0,1081,2261,2130,0.299155
0,2261,3178,1867,0.765794
0,3178,3572,3309,2.03316
0,3047,1605,1081,0.28802
0,2130,3572,819,0.354878
0,950,687,3047,0.122815
0,1605,425,294,0.0115344
0,294,2523,556,0.0289716
0,1474,819,1343,0.0949547
0,163,2916,1605,0.0499859
0,1343,1212,2392,0.227269
0,32,2785,2654,0.0305814
0,1867,2785,1867,0.566729
0,1212,1605,3441,0.385587
0,1998,3178,3703,1.34887
0,1605,2130,2916,0.555067
0,294,556,2130,0.026377
0,1474,2785,3965,0.933949
0,163,163,3178,0.00674349
0,1343,3441,819,0.208319
0,32,294,32,0.00023579
0,2392,2130,1605,0.456092
0,2654,2785,1736,0.720299
0,3834,3703,1474,1.17872
0,2523,2130,687,0.210823
0,2916,1081,32,0.0139185
0,3703,4096,425,0.378001
0,2130,3178,3047,1.20454
0,3572,3441,3572,2.41429
0,3441,2785,2523,1.40281
0,687,294,1343,0.0189706
0,1736,1081,556,0.0663428
0,425,556,3441,0.0606551
0,1605,1474,3703,0.503513
0,294,3572,2392,0.167173
0,2130,819,425,0.0486419
0,2916,2916,163,0.0845478
0,687,2785,3965,0.456922
0,4096,1474,1474,0.519677
0,3178,32,1736,0.0229335
0,3965,1605,2523,0.901352
0,1736,3572,2130,0.743215
0,2654,3178,2261,1.0599
0,1867,1736,1736,0.318928
0,3834,2261,3572,1.72124
0,1605,3178,1081,0.320399
0,2523,3834,3309,1.80881
0,294,1605,819,0.0238386
0,1474,3834,32,0.0274667
0,2130,2523,2785,0.851876
0,2916,425,2523,0.210326
0,2785,1867,3572,1.05232
0,3965,3309,687,0.511433
0,2654,1736,425,0.124723
0,3834,556,1736,0.224244
0,3178,2130,2130,0.809299
0,950,2130,2130,0.24278
0,819,3047,3178,0.467407
0,556,3309,1081,0.133537
0,1736,2130,1867,0.404741
0,1998,3047,1736,0.640093
0,1867,819,3441,0.327328
0,2261,1736,163,0.0336234
0,3047,3309,425,0.264777
0,2130,1867,3309,0.71338
0,2916,3965,3572,2.23738
0,4096,425,2261,0.23068
0,2785,2523,2523,0.979959
0,3441,3834,819,0.568296
0,3441,950,32,0.01799
0,1081,2261,3309,0.478859
0,3178,3572,2916,1.8293
0,3047,1605,2261,0.641669
0,2130,3572,1998,0.839867
0,950,687,3965,0.153313
0,4096,2916,950,0.609957
0,2785,819,163,0.0204664
0,3441,1867,3441,1.27416
0,950,32,2261,0.00973673
0,163,2916,687,0.0147354
0,3309,1474,2392,0.67773
0,32,2785,1736,0.0250677
0,3178,1081,1343,0.254759
0,1081,1998,3572,0.460504
0,950,3178,1867,0.346052
0,1867,4096,3834,1.69965
0,819,4096,819,0.16233
0,1474,2785,2785,0.672907
0,163,163,2523,0.00549527
0,819,950,3309,0.1538
0,32,294,3572,0.00910137
0,2392,2130,950,0.288141
0,1867,1081,1474,0.180328
0,2523,2130,1867,0.552784
0,3572,3441,32,0.0538266
0,1867,2261,3834,0.893401
0,3441,2785,3178,1.68651
0,3309,2130,2130,0.823954
0,556,163,1474,0.0105216
0,1736,1081,1736,0.185488
0,425,556,425,0.00509261
0,2130,3178,425,0.174739
0,1605,1474,687,0.0954358
0,294,3572,3572,0.230903
0,1474,1867,3834,0.619402
0,163,3965,2523,0.116688
0,1343,163,2785,0.0418973
0,4096,1474,294,0.0933756
0,2785,3572,32,0.0452287
0,1736,3572,4096,1.4318
0,2654,3178,1081,0.515587
0,425,2523,3309,0.214337
0,3834,2261,2392,1.16854
0,1605,3178,3047,0.887176
0,2523,3834,2130,1.15024
0,294,1605,2261,0.0699438
0,3703,2392,3441,1.68881
0,4096,2785,1474,0.925106
0,163,1212,1212,0.0172796
0,1343,2392,950,0.174802
0,2392,2261,1605,0.494871
0,32,1343,163,0.0051306
0,2785,1867,2654,0.766046
0,3965,3309,2392,1.72003
0,2654,1736,3703,0.977716
0,3834,556,3441,0.492356
0,2523,1081,556,0.0930706
0,3703,950,294,0.0584453
0,3572,294,1343,0.0824789
0,1474,687,3047,0.193606
0,819,3047,2261,0.330096
0,687,3441,3309,0.463076
0,556,3309,163,0.0162776
0,1736,2130,950,0.191902
0,425,3703,1212,0.113977
0,2916,32,2130,0.043957
0,1605,2523,1998,0.474853
0,1867,2130,1605,0.364556
0,3047,3309,1343,0.748978
0,2130,1867,32,0.0158282
0,2916,3965,294,0.159151
0,2785,2523,3441,1.35639
0,3965,556,2130,0.296018
0,2654,2130,2392,0.759927
0,3309,3178,950,0.577958
0,3178,3572,1998,1.16889
0,3047,1605,3441,0.975373
0,2916,1474,2392,0.619115
0,2785,819,1343,0.188551
0,3965,2261,556,0.309256
0,687,1998,2785,0.234459
0,3309,1474,3309,0.903045
0,32,2785,819,0.0172506
0,2261,32,163,0.00131208
0,3178,1081,2261,0.448397
0,1998,3178,1867,0.675133
0,950,3178,3047,0.517656
0,1867,4096,2916,1.25279
0,3047,2392,3178,1.25017
0,819,4096,1998,0.392516
0,687,2392,950,0.0928766
0,1343,3441,2654,0.74134
0,32,294,2392,0.00586888
0,2392,2130,3965,1.12883
0,1081,3703,556,0.127142
0,2261,2785,819,0.303915
0,3047,163,1605,0.0512316
0,950,556,3703,0.121217
0,2130,2916,1867,0.646439
0,3572,3441,1212,0.831961
0,3441,2785,163,0.104282
0,3309,2130,3309,1.25227
0,3178,2523,2261,1.00941
0,950,1736,1998,0.19384
0,1605,1474,1343,0.19674
0,294,3572,1605,0.100778
0,1474,1867,294,0.0472999
0,163,3965,556,0.0211797
0,1343,163,3441,0.0617437
0,1212,556,2392,0.0972842
0,1998,2130,2654,0.911788
0,2654,3178,950,0.451969
0,3834,2261,687,0.322559
0,1605,3178,3965,1.12536
0,2523,3834,1998,1.06098
0,294,1605,3178,0.0928428
0,3703,2392,1736,0.889529
0,1474,3834,2916,0.89774
0,163,1212,2130,0.0295763
0,3572,3047,2785,1.68154
0,1343,2392,1867,0.340856
0,32,1343,1081,0.00812968
0,1212,3047,819,0.154611
0,2392,3178,556,0.245283
0,1736,950,556,0.0621359
0,2654,1736,2785,0.719051
0,3834,556,2523,0.316687
0,3703,950,3572,0.693594
0,3572,294,425,0.0298217
0,3441,1736,1474,0.499995
0,1867,2785,3178,0.902694
0,687,3441,2392,0.34334
0,3572,1081,1474,0.328127
0,556,3309,3441,0.374405
0,1736,2130,3703,0.793811
0,425,3703,294,0.026706
0,1867,819,4096,0.359535
0,1605,2523,556,0.139851
0,294,425,1343,0.0115939
0,1474,2916,1605,0.402216
0,2130,1867,1474,0.332716
0,2916,3965,1212,0.772289
0,4096,425,425,0.0420506
0,2785,2523,163,0.0726519
0,3965,556,3572,0.45911
0,2654,2130,3309,1.03395
0,3834,3309,2523,1.797
0,2523,2785,2261,0.905142
0,3178,3572,556,0.365961
0,2130,3572,3834,1.55194
0,2916,1474,3572,0.869077
0,819,294,556,0.00879179
0,3965,2261,1736,0.858064
0,2654,687,1474,0.147442
0,3834,1605,687,0.238543
0,556,1605,2654,0.150724
0,1212,1605,163,0.0236181
0,1998,3178,950,0.329319
0,1081,1998,1212,0.159485
0,950,3178,3178,0.556426
0,1867,4096,1998,0.882191
0,3047,2392,2261,0.925505
0,2392,1212,1605,0.268222
0,2916,2785,3309,1.47603
0,687,2392,1081,0.107343
0,3572,1605,3572,1.17424
0,1736,425,2785,0.124893
0,819,950,2654,0.126994
0,556,2261,32,0.00594383
0,1736,3178,819,0.239395
0,1081,3703,2523,0.569219
0,2261,2785,3309,1.26176
0,3047,163,3572,0.118679
0,2130,2916,163,0.0418252
0,2916,819,425,0.0743861
0,4096,3572,1212,1.02072
0,1867,2261,32,0.0123397
0,2785,1474,1474,0.353903
0,3441,2785,1867,0.976245
0,687,1343,3703,0.210885
0,3309,2130,819,0.313069
0,3178,2523,3965,1.78995
0,950,1736,819,0.0678919
0,2130,3178,32,0.0277437
0,819,1343,1867,0.126379
0,1474,1867,1474,0.2321
0,163,3965,1736,0.0766221
0,1343,163,425,0.00885394
0,32,3834,687,0.021489
0,1212,556,3572,0.143206
0,1998,2130,3834,0.992908
0,1081,950,2523,0.159455
0,1867,3047,2785,0.909442
0,2523,3834,819,0.448777
0,4096,2785,1081,0.716222
0,1474,3834,3834,1.27063
0,163,1212,3572,0.0407821
0,3572,3047,1605,0.970167
0,1343,2392,2785,0.506505
0,2392,2261,1474,0.424227
0,32,1343,2523,0.0284356
0,3441,3178,2654,1.63061
0,1212,3047,1736,0.363851
0,2392,3178,1998,0.8396
0,3309,3834,3703,2.60398
0,1081,2654,687,0.125461
0,2261,3834,950,0.445701
0,2523,1081,2916,0.475246
0,3703,950,2130,0.437847
0,3572,294,3178,0.241305
0,3441,425,1474,0.13072
0,3441,1736,32,0.0279399
0,3309,1081,1081,0.230358
0,556,3309,2523,0.263805
0,1736,2130,2785,0.593105
0,425,3703,3572,0.345494
0,1605,2523,3834,0.875934
0,294,425,425,0.00412936
0,1474,2916,687,0.15336
0,163,819,1474,0.0142551
0,1343,3309,1736,0.402411
0,2785,2523,1081,0.428517
0,3965,556,294,0.0395175
0,3834,3309,3441,2.46868
0,819,294,1474,0.0253138
0,2654,687,2654,0.297264
0,3834,1605,2392,0.818589
0,556,1605,3572,0.198188
0,1736,687,2261,0.151807
0,425,1212,2523,0.0756213
0,1605,819,3309,0.251617
0,1867,4096,32,0.0207231
0,3047,2392,819,0.326309
0,819,4096,3309,0.629657
0,2916,2785,1867,0.824813
0,687,2392,2261,0.209098
0,2785,3178,2916,1.46303
0,556,2261,1212,0.0865722
0,1736,3178,1998,0.609702
0,2654,3572,3965,2.09257
0,950,3834,3441,0.72232
0,1605,3572,950,0.291111
0,2261,2785,2130,0.771488
0,3047,163,2392,0.0824441
0,950,556,4096,0.140062
0,2130,2916,3178,1.11109
0,2916,819,3441,0.437855
0,2785,1474,294,0.0673499
0,2654,1081,1343,0.258203
0,3309,2130,1998,0.800766
0,3178,2523,950,0.416418
0,1998,1343,4096,0.584992
0,950,1736,3834,0.361424
0,819,1343,687,0.0439154
0,687,950,1736,0.0713398
0,1998,2130,819,0.209707
0,1081,2130,1212,0.159035
0,1081,950,3178,0.188719
0,2261,1081,3572,0.496259
0,1867,3047,3965,1.25447
0,3047,3441,2130,1.21059
0,2130,163,3441,0.102509
0,3572,3047,950,0.561557
0,1343,2392,3703,0.700719
0,32,1343,3441,0.0267501
0,3441,3178,1998,1.20566
0,2392,3178,2916,1.24627
0,3309,3834,3047,2.09737
0,3703,1736,2916,1.05585
0,1081,2654,1605,0.270693
0,2261,3834,1867,0.897715
0,3178,3965,4096,2.87924
0,3047,1212,556,0.143336
0,2130,3965,819,0.401291
0,3572,294,2261,0.160631
0,3441,1736,3309,1.09278
0,3309,1081,163,0.0295343
0,3178,1474,1212,0.320481
0,3572,1081,1867,0.392814
0,950,2785,950,0.143371
0,1867,819,3703,0.336332
0,294,425,2654,0.021289
0,1474,2916,3441,0.85794
0,1343,3309,294,0.0731073
0,1212,3703,1343,0.328654
0,2392,1998,2130,0.558229
0,2654,2130,1998,0.625157
0,1474,163,2261,0.0266678
0,3834,3309,1736,1.2623
0,2523,2785,950,0.384321
0,3178,687,294,0.0324586
0,3703,3441,687,0.51694
0,3572,4096,3834,3.09878
0,3441,2130,2785,1.10104
0,2916,1605,2916,0.748503
0,2654,687,3834,0.41307
0,3834,1605,3572,1.22052
0,556,1605,294,0.0214807
0,3703,1998,2523,1.08393
0,425,1212,3441,0.118589
0,3572,1343,1474,0.415317
0,1998,2130,4096,1.06958
0,294,2916,2392,0.138935
0,1474,425,3178,0.114124
0,687,2392,3441,0.35077
0,2785,3178,1998,0.950504
0,819,950,3047,0.134942
0,556,2261,2392,0.169772
0,1736,3178,2654,0.821393
0,2654,3572,3047,1.6113
0,425,2654,1343,0.0953754
0,1605,3572,1605,0.506653
0,294,1474,294,0.00872156
0,1474,3965,556,0.189141
0,2916,819,2261,0.298688
0,4096,3572,3572,2.78896
0,2261,1605,425,0.0875404
0,2785,1474,3309,0.7775
0,3965,3703,425,0.360845
0,2654,1081,163,0.0285643
0,687,1343,4096,0.224646
0,3834,163,1474,0.0606345
0,2523,1736,1212,0.326158
0,3178,2523,1605,0.728488
0,819,1343,3703,0.255361
0,687,950,556,0.0237098
0,556,556,1605,0.028977
0,1212,556,1212,0.0521175
0,2392,950,425,0.060505
0,1081,950,163,0.0137353
0,3047,3441,3309,1.90847
0,2130,163,2523,0.060427
0,4096,2785,687,0.483747
0,2916,3834,2261,1.45366
0,4096,1605,3572,1.30732
0,1998,1867,294,0.0708509
0,3441,3178,819,0.509964
0,1998,950,3834,0.413316
0,3309,3834,1867,1.29609
0,1081,2654,3572,0.567949
0,2261,3834,2261,1.10207
0,3178,3965,2916,2.04044
0,3047,1212,2523,0.508894
0,2916,1867,1474,0.462178
0,4096,2523,163,0.0779794
0,3965,2392,1736,0.937361
0,2785,425,425,0.0344423
0,3441,1736,2916,0.987943
0,2261,2654,1867,0.623769
0,3309,1081,3965,0.845296
0,950,2785,1867,0.291022
0,2916,32,2916,0.0348009
0,819,2392,819,0.0896357
0,1474,2916,2523,0.615405
0,3834,1998,2785,1.20842
0,1343,3309,3572,0.92103
0,1212,3703,425,0.13581
0,2392,1998,3309,0.889514
0,1081,4096,1474,0.381076
0,1867,1998,1736,0.341561
0,2523,2785,1867,0.744458
0,3703,3441,1605,1.13041
0,3572,4096,556,0.408452
0,3441,2130,3703,1.54903
0,3309,2785,2654,1.33909
0,556,1605,1212,0.0681645
0,1736,687,425,0.0334645
